assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	R14QRP636  ,	2,	2470,	2022/4/3 上午 07:53:08,	WSM       ,	Y,	3720,	R14QRP636  ,	GigaDevice   ,	WLCSP          ,	000IAQR036               ,	AP2U533                                           ,	2000,	0,	3720,	A2,	N,	TSOP  ,	QR,	GD25LE255ELIGR{0265}                              ,	4600013583               ,	N,	N,	0,	0,	20220403,	75308,	2022/4/1 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	GD25LE255ELIGR{0265}                              ,	SWR         ,	2022/4/7 上午 12:00:00,	2022/4/8 上午 12:00:00,	2022/4/9 上午 12:00:00,	2022/4/9 上午 12:00:00,	2022/4/9 上午 12:00:00,	12,	 Q,	 A D A A B                                                                      ,	                    ,	0,	 N,	     ,	QR99    ,	                         ,	,	,	                                   ,	R14QRP6,	R14QRP636  ,	2,	2470,	2022/4/3 上午 07:53:08,	WSM       ,	Y,
	R14QRP8    ,	6,	2030,	2022/4/2 下午 07:41:35,	WSM       ,	Y,	2025,	R14QRP8    ,	GigaDevice   ,	WLCSP          ,	000IAQR004               ,	AP36015                                           ,	23,	144018,	2025,	A2,	N,	TSOP  ,	QR,	GD25LB128DLIGR{0092}{DS}                          ,	4600013669               ,	Y,	N,	20220403,	65746,	20220403,	65746,	2022/4/2 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	GD25LB128DLIGR{0092}{DS}                          ,	PROD        ,	2022/4/8 上午 12:00:00,	2022/4/9 上午 12:00:00,	2022/4/10 上午 12:00:00,	2022/4/10 上午 12:00:00,	2022/4/10 上午 12:00:00,	12,	,	 H G B B B                                                                      ,	                    ,	0,	 N,	     ,	QR99    ,	                         ,	,	,	                                   ,	R14QRP8,	R14QRP8    ,	6,	2030,	2022/4/2 下午 07:41:35,	WSM       ,	Y,
	R80CM5L    ,	,	2050,	2022/4/1 下午 03:26:50,	SWR       ,	Y,	2010,	R80CM5L    ,	ENG          ,	MAT            ,	0008WCMA174ENG           ,	R80CM5L                                           ,	1,	756,	2010,	A2,	N,	TSOP  ,	CM,	SUBMATWCMA174ENG                                  ,	                         ,	Y,	N,	20220403,	72151,	20220403,	72151,	2022/4/1 上午 12:00:00,	                    ,	,	      ,	,	                         ,	          ,	               ,	SUBMATWCMA174ENG                                  ,	ENG         ,	2022/4/2 上午 12:00:00,	2022/4/3 上午 12:00:00,	2022/4/4 上午 12:00:00,	2022/4/4 上午 12:00:00,	2022/4/6 上午 12:00:00,	8 ,	 E,	 B A A B                                                                        ,	                    ,	0,	  ,	     ,	CM99    ,	                         ,	20220331028.E  ,	1,	                                   ,	R80CM5L,	R80CM5L    ,	,	2050,	2022/4/1 下午 03:26:50,	SWR       ,	Y,
	R80CMM8    ,	,	2036,	2022/4/1 下午 02:47:11,	SWR       ,	Y,	2005,	R80CMM8    ,	ENG          ,	WLCSP          ,	000IACM221ENG            ,	R80CMM8                                           ,	4,	4000,	2005,	A2,	N,	TSOP  ,	CM,	GAA110W01/LS/W958D6NWSX5I-ENG                     ,	                         ,	N,	N,	0,	0,	20220401,	145100,	2022/4/2 上午 12:00:00,	                    ,	,	      ,	,	                         ,	          ,	               ,	GAA110W01/LS/W958D6NWSX5I-ENG                     ,	ENG         ,	2022/4/8 上午 12:00:00,	2022/4/9 上午 12:00:00,	2022/4/10 上午 12:00:00,	2022/4/10 上午 12:00:00,	2022/4/10 上午 12:00:00,	12,	 E,	 B F B A A                                                                      ,	                    ,	0,	 N,	     ,	CM99    ,	                         ,	20220331018.E  ,	1,	                                   ,	R80CMM8,	R80CMM8    ,	,	2036,	2022/4/1 下午 02:47:11,	SWR       ,	Y,
	R99CMAL    ,	,	2003,	2022/4/1 下午 04:44:35,	SWR       ,	Y,	2040,	R99CMAL    ,	ENG          ,	TSOP2-54ME     ,	054TNCM106ENG            ,	R99CMAL                                           ,	1,	96,	2040,	A2,	N,	TSOP  ,	CM,	7C1061A-ENG                                       ,	                         ,	N,	N,	0,	0,	20220403,	61504,	2022/4/2 上午 12:00:00,	ACS054TN1004A       ,	,	      ,	,	                         ,	          ,	               ,	7C1061A-ENG                                       ,	ENG         ,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/8 上午 12:00:00,	2022/4/8 上午 12:00:00,	8 ,	 E,	 B D A B C                                                                      ,	A0801CB0942         ,	3,	Y1,	     ,	CM99    ,	108192HF25               ,	20220329023.E  ,	1,	                                   ,	R99CMAL,	R99CMAL    ,	,	2003,	2022/4/1 下午 04:44:35,	SWR       ,	Y,
	R99CMAL    ,	,	2090,	2022/4/1 下午 04:44:35,	SWR       ,	Y,	2040,	R99CMAL    ,	ENG          ,	TSOP2-54ME     ,	054TNCM106ENG            ,	R99CMAL                                           ,	1,	96,	2040,	A2,	N,	TSOP  ,	CM,	7C1061A-ENG                                       ,	                         ,	N,	N,	0,	0,	20220403,	61504,	2022/4/2 上午 12:00:00,	ACS054TN1004A       ,	,	      ,	,	                         ,	          ,	               ,	7C1061A-ENG                                       ,	ENG         ,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/8 上午 12:00:00,	2022/4/8 上午 12:00:00,	8 ,	 E,	 B D A B C                                                                      ,	A0801CB0942         ,	3,	Y1,	     ,	CM99    ,	108192HF25               ,	20220329023.E  ,	1,	                                   ,	R99CMAL,	R99CMAL    ,	,	2090,	2022/4/1 下午 04:44:35,	SWR       ,	Y,
	R99CMAL    ,	,	2150,	2022/4/1 下午 04:44:35,	SWR       ,	Y,	2040,	R99CMAL    ,	ENG          ,	TSOP2-54ME     ,	054TNCM106ENG            ,	R99CMAL                                           ,	1,	96,	2040,	A2,	N,	TSOP  ,	CM,	7C1061A-ENG                                       ,	                         ,	N,	N,	0,	0,	20220403,	61504,	2022/4/2 上午 12:00:00,	ACS054TN1004A       ,	,	      ,	,	                         ,	          ,	               ,	7C1061A-ENG                                       ,	ENG         ,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/8 上午 12:00:00,	2022/4/8 上午 12:00:00,	8 ,	 E,	 B D A B C                                                                      ,	A0801CB0942         ,	3,	Y1,	     ,	CM99    ,	108192HF25               ,	20220329023.E  ,	1,	                                   ,	R99CMAL,	R99CMAL    ,	,	2150,	2022/4/1 下午 04:44:35,	SWR       ,	Y,
	R99CMAL    ,	,	2200,	2022/4/1 下午 04:44:35,	SWR       ,	Y,	2040,	R99CMAL    ,	ENG          ,	TSOP2-54ME     ,	054TNCM106ENG            ,	R99CMAL                                           ,	1,	96,	2040,	A2,	N,	TSOP  ,	CM,	7C1061A-ENG                                       ,	                         ,	N,	N,	0,	0,	20220403,	61504,	2022/4/2 上午 12:00:00,	ACS054TN1004A       ,	,	      ,	,	                         ,	          ,	               ,	7C1061A-ENG                                       ,	ENG         ,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/8 上午 12:00:00,	2022/4/8 上午 12:00:00,	8 ,	 E,	 B D A B C                                                                      ,	A0801CB0942         ,	3,	Y1,	     ,	CM99    ,	108192HF25               ,	20220329023.E  ,	1,	                                   ,	R99CMAL,	R99CMAL    ,	,	2200,	2022/4/1 下午 04:44:35,	SWR       ,	Y,
	R99CMAL    ,	,	2210,	2022/4/1 下午 04:44:35,	SWR       ,	Y,	2040,	R99CMAL    ,	ENG          ,	TSOP2-54ME     ,	054TNCM106ENG            ,	R99CMAL                                           ,	1,	96,	2040,	A2,	N,	TSOP  ,	CM,	7C1061A-ENG                                       ,	                         ,	N,	N,	0,	0,	20220403,	61504,	2022/4/2 上午 12:00:00,	ACS054TN1004A       ,	,	      ,	,	                         ,	          ,	               ,	7C1061A-ENG                                       ,	ENG         ,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/8 上午 12:00:00,	2022/4/8 上午 12:00:00,	8 ,	 E,	 B D A B C                                                                      ,	A0801CB0942         ,	3,	Y1,	     ,	CM99    ,	108192HF25               ,	20220329023.E  ,	1,	                                   ,	R99CMAL,	R99CMAL    ,	,	2210,	2022/4/1 下午 04:44:35,	SWR       ,	Y,
	R99CMAL    ,	,	2320,	2022/4/1 下午 04:44:35,	SWR       ,	Y,	2040,	R99CMAL    ,	ENG          ,	TSOP2-54ME     ,	054TNCM106ENG            ,	R99CMAL                                           ,	1,	96,	2040,	A2,	N,	TSOP  ,	CM,	7C1061A-ENG                                       ,	                         ,	N,	N,	0,	0,	20220403,	61504,	2022/4/2 上午 12:00:00,	ACS054TN1004A       ,	,	      ,	,	                         ,	          ,	               ,	7C1061A-ENG                                       ,	ENG         ,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/8 上午 12:00:00,	2022/4/8 上午 12:00:00,	8 ,	 E,	 B D A B C                                                                      ,	A0801CB0942         ,	3,	Y1,	     ,	CM99    ,	108192HF25               ,	20220329023.E  ,	1,	                                   ,	R99CMAL,	R99CMAL    ,	,	2320,	2022/4/1 下午 04:44:35,	SWR       ,	Y,
	RB4ABLR04  ,	2,	2460,	2022/4/3 上午 06:20:27,	WSM       ,	Y,	5060,	RB4ABLR04  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	61520L800ZZ                                       ,	5600,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	OP6CMC04WA               ,	N,	N,	0,	0,	20220403,	62027,	2022/4/1 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/3 上午 12:00:00,	2022/4/4 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/6 上午 12:00:00,	,	,	 J K J D I                                                                      ,	                    ,	0,	Y3,	     ,	AB21    ,	10819240HF               ,	,	,	                                   ,	RB4ABLR,	RB4ABLR04  ,	2,	2460,	2022/4/3 上午 06:20:27,	WSM       ,	Y,
	RB4ABLW01  ,	2,	2460,	2022/4/3 上午 03:51:14,	WSM       ,	Y,	5060,	RB4ABLW01  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	61473T30051                                       ,	4895,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	OP6CMC04WR               ,	N,	N,	0,	0,	20220403,	35114,	2022/4/1 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/3 上午 12:00:00,	2022/4/4 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/6 上午 12:00:00,	,	,	 J K J D I                                                                      ,	                    ,	0,	Y3,	     ,	AB21    ,	10819240HF               ,	,	,	                                   ,	RB4ABLW,	RB4ABLW01  ,	2,	2460,	2022/4/3 上午 03:51:14,	WSM       ,	Y,
	RB4ASC903  ,	2,	2460,	2022/4/3 上午 05:47:58,	WSM       ,	Y,	5060,	RB4ASC903  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	P282L.01                                          ,	3000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	MT2022031304             ,	N,	N,	0,	0,	20220403,	54758,	2022/3/31 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/2 上午 12:00:00,	2022/4/3 上午 12:00:00,	2022/4/4 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/5 上午 12:00:00,	,	,	 B H B A A                                                                      ,	                    ,	0,	Y3,	     ,	AS99    ,	1081G750V2               ,	,	,	                                   ,	RB4ASC9,	RB4ASC903  ,	2,	2460,	2022/4/3 上午 05:47:58,	WSM       ,	Y,
	RB4ASC907  ,	2,	2460,	2022/4/3 上午 06:37:50,	WSM       ,	Y,	5060,	RB4ASC907  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	P282L.01                                          ,	3000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	MT2022031304             ,	N,	N,	0,	0,	20220403,	63749,	2022/3/31 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/2 上午 12:00:00,	2022/4/3 上午 12:00:00,	2022/4/4 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/5 上午 12:00:00,	,	,	 B H B A A                                                                      ,	                    ,	0,	Y3,	     ,	AS99    ,	1081G750V2               ,	,	,	                                   ,	RB4ASC9,	RB4ASC907  ,	2,	2460,	2022/4/3 上午 06:37:50,	WSM       ,	Y,
	RB4ASC911  ,	2,	2460,	2022/4/3 上午 07:07:55,	WSM       ,	Y,	5060,	RB4ASC911  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	P282L.01                                          ,	3000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	MT2022031304             ,	N,	N,	0,	0,	20220403,	70755,	2022/3/31 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/2 上午 12:00:00,	2022/4/3 上午 12:00:00,	2022/4/4 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/5 上午 12:00:00,	,	,	 B H B A A                                                                      ,	                    ,	0,	Y3,	     ,	AS99    ,	1081G750V2               ,	,	,	                                   ,	RB4ASC9,	RB4ASC911  ,	2,	2460,	2022/4/3 上午 07:07:55,	WSM       ,	Y,
	RB4ASC915  ,	2,	2460,	2022/4/3 上午 07:36:24,	WSM       ,	Y,	5060,	RB4ASC915  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	P282L.01                                          ,	3000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	MT2022031304             ,	N,	N,	0,	0,	20220403,	73624,	2022/3/31 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/2 上午 12:00:00,	2022/4/3 上午 12:00:00,	2022/4/4 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/5 上午 12:00:00,	,	,	 B H B A A                                                                      ,	                    ,	0,	Y3,	     ,	AS99    ,	1081G750V2               ,	,	,	                                   ,	RB4ASC9,	RB4ASC915  ,	2,	2460,	2022/4/3 上午 07:36:24,	WSM       ,	Y,
	RB4LWBM03  ,	2,	2460,	2022/4/3 上午 06:39:37,	WSM       ,	Y,	5060,	RB4LWBM03  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	KB58NP3.11                                        ,	5433,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	5500004398               ,	N,	N,	0,	0,	20220403,	63937,	2022/4/1 上午 12:00:00,	,	,	      ,	W,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/4/13 上午 12:00:00,	2022/4/19 上午 12:00:00,	2022/4/22 上午 12:00:00,	2022/4/22 上午 12:00:00,	2022/4/22 上午 12:00:00,	,	,	 F F C A E                                                                      ,	                    ,	0,	Y3,	     ,	LW06    ,	1081G77105               ,	,	,	                                   ,	RB4LWBM,	RB4LWBM03  ,	2,	2460,	2022/4/3 上午 06:39:37,	WSM       ,	Y,
	RB4MSBH04  ,	2,	2460,	2022/4/3 上午 04:01:23,	WSM       ,	Y,	5060,	RB4MSBH04  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	602793K.00K                                       ,	6720,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1384622                  ,	N,	N,	0,	0,	20220403,	40123,	2022/3/29 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/4/10 上午 12:00:00,	2022/4/16 上午 12:00:00,	2022/4/19 上午 12:00:00,	2022/4/19 上午 12:00:00,	2022/4/19 上午 12:00:00,	,	  ,	 B G D A C                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G771S1               ,	,	,	                                   ,	RB4MSBH,	RB4MSBH04  ,	2,	2460,	2022/4/3 上午 04:01:23,	WSM       ,	Y,
	RB4MSES01  ,	2,	2460,	2022/4/3 上午 06:49:27,	WSM       ,	Y,	5060,	RB4MSES01  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	535475L.1DL                                       ,	1165,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	1386206                  ,	N,	N,	0,	0,	20220403,	64926,	2022/3/31 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/10 上午 12:00:00,	2022/4/15 上午 12:00:00,	2022/4/20 上午 12:00:00,	2022/4/20 上午 12:00:00,	2022/4/25 上午 12:00:00,	,	,	 A E B A D                                                                      ,	                    ,	0,	Y3,	     ,	MS41    ,	1081G771S1               ,	,	,	                                   ,	RB4MSES,	RB4MSES01  ,	2,	2460,	2022/4/3 上午 06:49:27,	WSM       ,	Y,
	RB4MSLQ02  ,	2,	2460,	2022/4/3 上午 04:05:48,	WSM       ,	Y,	5060,	RB4MSLQ02  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	1070136.006                                       ,	5600,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1389083                  ,	N,	N,	0,	0,	20220403,	40547,	2022/4/3 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/4/15 上午 12:00:00,	2022/4/21 上午 12:00:00,	2022/4/24 上午 12:00:00,	2022/4/24 上午 12:00:00,	2022/4/24 上午 12:00:00,	,	,	 U Y D L H                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G750V5               ,	,	,	                                   ,	RB4MSLQ,	RB4MSLQ02  ,	2,	2460,	2022/4/3 上午 04:05:48,	WSM       ,	Y,
	RB4MSLQ06  ,	2,	2460,	2022/4/3 上午 05:26:39,	WSM       ,	Y,	5060,	RB4MSLQ06  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	1070136.006                                       ,	5600,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1389083                  ,	N,	N,	0,	0,	20220403,	52639,	2022/4/3 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/4/15 上午 12:00:00,	2022/4/21 上午 12:00:00,	2022/4/24 上午 12:00:00,	2022/4/24 上午 12:00:00,	2022/4/24 上午 12:00:00,	,	,	 U Y D L H                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G750V5               ,	,	,	                                   ,	RB4MSLQ,	RB4MSLQ06  ,	2,	2460,	2022/4/3 上午 05:26:39,	WSM       ,	Y,
	RXXAB1U    ,	,	2000,	2022/1/7 下午 10:14:30,	S2784     ,	Y,	2070,	RXXAB1U    ,	ChipMOS      ,	VFBGA54B4U     ,	054NBAB016               ,	6130CL70056                                       ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	UAA078/DI/W9864G6KT-6I{ASE}                       ,	OE6CMC000R               ,	N,	N,	0,	0,	20220107,	221430,	2022/1/7 上午 12:00:00,	AAB054NB6005A       ,	,	      ,	M,	                         ,	          ,	               ,	UAA078/DI/W9864G6KT-6I{ASE}                       ,	SWR         ,	2022/1/12 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/14 上午 12:00:00,	2022/1/15 上午 12:00:00,	2022/1/15 上午 12:00:00,	12,	 E,	 A A H A A                                                                      ,	A0801CB1193         ,	12,	Y3,	     ,	AB02    ,	1081G1250B               ,	20220107008.E  ,	1,	                                   ,	RXXAB1U,	RXXAB1U    ,	,	2000,	2022/1/7 下午 10:14:30,	S2784     ,	Y,
	RXXAB1U    ,	,	2003,	2022/1/7 下午 10:14:30,	S2784     ,	Y,	2070,	RXXAB1U    ,	ChipMOS      ,	VFBGA54B4U     ,	054NBAB016               ,	6130CL70056                                       ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	UAA078/DI/W9864G6KT-6I{ASE}                       ,	OE6CMC000R               ,	N,	N,	0,	0,	20220107,	221430,	2022/1/7 上午 12:00:00,	AAB054NB6005A       ,	,	      ,	M,	                         ,	          ,	               ,	UAA078/DI/W9864G6KT-6I{ASE}                       ,	SWR         ,	2022/1/12 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/14 上午 12:00:00,	2022/1/15 上午 12:00:00,	2022/1/15 上午 12:00:00,	12,	 E,	 A A H A A                                                                      ,	A0801CB1193         ,	12,	Y3,	     ,	AB02    ,	1081G1250B               ,	20220107008.E  ,	1,	                                   ,	RXXAB1U,	RXXAB1U    ,	,	2003,	2022/1/7 下午 10:14:30,	S2784     ,	Y,
	RXXAB1U    ,	,	2005,	2022/1/7 下午 10:14:30,	S2784     ,	Y,	2070,	RXXAB1U    ,	ChipMOS      ,	VFBGA54B4U     ,	054NBAB016               ,	6130CL70056                                       ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	UAA078/DI/W9864G6KT-6I{ASE}                       ,	OE6CMC000R               ,	N,	N,	0,	0,	20220107,	221430,	2022/1/7 上午 12:00:00,	AAB054NB6005A       ,	,	      ,	M,	                         ,	          ,	               ,	UAA078/DI/W9864G6KT-6I{ASE}                       ,	SWR         ,	2022/1/12 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/14 上午 12:00:00,	2022/1/15 上午 12:00:00,	2022/1/15 上午 12:00:00,	12,	 E,	 A A H A A                                                                      ,	A0801CB1193         ,	12,	Y3,	     ,	AB02    ,	1081G1250B               ,	20220107008.E  ,	1,	                                   ,	RXXAB1U,	RXXAB1U    ,	,	2005,	2022/1/7 下午 10:14:30,	S2784     ,	Y,
	RXXAB1U    ,	,	2010,	2022/1/7 下午 10:14:30,	S2784     ,	Y,	2070,	RXXAB1U    ,	ChipMOS      ,	VFBGA54B4U     ,	054NBAB016               ,	6130CL70056                                       ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	UAA078/DI/W9864G6KT-6I{ASE}                       ,	OE6CMC000R               ,	N,	N,	0,	0,	20220107,	221430,	2022/1/7 上午 12:00:00,	AAB054NB6005A       ,	,	      ,	M,	                         ,	          ,	               ,	UAA078/DI/W9864G6KT-6I{ASE}                       ,	SWR         ,	2022/1/12 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/14 上午 12:00:00,	2022/1/15 上午 12:00:00,	2022/1/15 上午 12:00:00,	12,	 E,	 A A H A A                                                                      ,	A0801CB1193         ,	12,	Y3,	     ,	AB02    ,	1081G1250B               ,	20220107008.E  ,	1,	                                   ,	RXXAB1U,	RXXAB1U    ,	,	2010,	2022/1/7 下午 10:14:30,	S2784     ,	Y,
	RXXAB1U    ,	,	2020,	2022/1/7 下午 10:14:30,	S2784     ,	Y,	2070,	RXXAB1U    ,	ChipMOS      ,	VFBGA54B4U     ,	054NBAB016               ,	6130CL70056                                       ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	UAA078/DI/W9864G6KT-6I{ASE}                       ,	OE6CMC000R               ,	N,	N,	0,	0,	20220107,	221430,	2022/1/7 上午 12:00:00,	AAB054NB6005A       ,	,	      ,	M,	                         ,	          ,	               ,	UAA078/DI/W9864G6KT-6I{ASE}                       ,	SWR         ,	2022/1/12 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/14 上午 12:00:00,	2022/1/15 上午 12:00:00,	2022/1/15 上午 12:00:00,	12,	 E,	 A A H A A                                                                      ,	A0801CB1193         ,	12,	Y3,	     ,	AB02    ,	1081G1250B               ,	20220107008.E  ,	1,	                                   ,	RXXAB1U,	RXXAB1U    ,	,	2020,	2022/1/7 下午 10:14:30,	S2784     ,	Y,
	RXXAB1U    ,	,	2030,	2022/1/7 下午 10:14:30,	S2784     ,	Y,	2070,	RXXAB1U    ,	ChipMOS      ,	VFBGA54B4U     ,	054NBAB016               ,	6130CL70056                                       ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	UAA078/DI/W9864G6KT-6I{ASE}                       ,	OE6CMC000R               ,	N,	N,	0,	0,	20220107,	221430,	2022/1/7 上午 12:00:00,	AAB054NB6005A       ,	,	      ,	M,	                         ,	          ,	               ,	UAA078/DI/W9864G6KT-6I{ASE}                       ,	SWR         ,	2022/1/12 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/14 上午 12:00:00,	2022/1/15 上午 12:00:00,	2022/1/15 上午 12:00:00,	12,	 E,	 A A H A A                                                                      ,	A0801CB1193         ,	12,	Y3,	     ,	AB02    ,	1081G1250B               ,	20220107008.E  ,	1,	                                   ,	RXXAB1U,	RXXAB1U    ,	,	2030,	2022/1/7 下午 10:14:30,	S2784     ,	Y,
	RXXAB1U    ,	,	2040,	2022/1/7 下午 10:14:30,	S2784     ,	Y,	2070,	RXXAB1U    ,	ChipMOS      ,	VFBGA54B4U     ,	054NBAB016               ,	6130CL70056                                       ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	UAA078/DI/W9864G6KT-6I{ASE}                       ,	OE6CMC000R               ,	N,	N,	0,	0,	20220107,	221430,	2022/1/7 上午 12:00:00,	AAB054NB6005A       ,	,	      ,	M,	                         ,	          ,	               ,	UAA078/DI/W9864G6KT-6I{ASE}                       ,	SWR         ,	2022/1/12 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/14 上午 12:00:00,	2022/1/15 上午 12:00:00,	2022/1/15 上午 12:00:00,	12,	 E,	 A A H A A                                                                      ,	A0801CB1193         ,	12,	Y3,	     ,	AB02    ,	1081G1250B               ,	20220107008.E  ,	1,	                                   ,	RXXAB1U,	RXXAB1U    ,	,	2040,	2022/1/7 下午 10:14:30,	S2784     ,	Y,
	RXXAB1U    ,	,	2050,	2022/1/7 下午 10:14:30,	S2784     ,	Y,	2070,	RXXAB1U    ,	ChipMOS      ,	VFBGA54B4U     ,	054NBAB016               ,	6130CL70056                                       ,	48,	0,	2070,	A2,	N,	TSOP  ,	FQ,	UAA078/DI/W9864G6KT-6I{ASE}                       ,	OE6CMC000R               ,	N,	N,	0,	0,	20220107,	221430,	2022/1/7 上午 12:00:00,	AAB054NB6005A       ,	,	      ,	M,	                         ,	          ,	               ,	UAA078/DI/W9864G6KT-6I{ASE}                       ,	SWR         ,	2022/1/12 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/14 上午 12:00:00,	2022/1/15 上午 12:00:00,	2022/1/15 上午 12:00:00,	12,	 E,	 A A H A A                                                                      ,	A0801CB1193         ,	12,	Y3,	     ,	AB02    ,	1081G1250B               ,	20220107008.E  ,	1,	                                   ,	RXXAB1U,	RXXAB1U    ,	,	2050,	2022/1/7 下午 10:14:30,	S2784     ,	Y,
