assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	RB4ASC909  ,	2,	2460,	2022/4/3 上午 06:37:52,	WSM       ,	Y,	5060,	RB4ASC909  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	P282L.01                                          ,	3000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	MT2022031304             ,	N,	N,	0,	0,	20220403,	63752,	2022/3/31 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/2 上午 12:00:00,	2022/4/3 上午 12:00:00,	2022/4/4 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/5 上午 12:00:00,	,	,	 B H B A A                                                                      ,	                    ,	0,	Y3,	     ,	AS99    ,	1081G750V2               ,	,	,	                                   ,	RB4ASC9,	RB4ASC909  ,	2,	2460,	2022/4/3 上午 06:37:52,	WSM       ,	Y,
	RB4ASC913  ,	2,	2460,	2022/4/3 上午 07:07:58,	WSM       ,	Y,	5060,	RB4ASC913  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	P282L.01                                          ,	3000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	MT2022031304             ,	N,	N,	0,	0,	20220403,	70757,	2022/3/31 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/2 上午 12:00:00,	2022/4/3 上午 12:00:00,	2022/4/4 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/5 上午 12:00:00,	,	,	 B H B A A                                                                      ,	                    ,	0,	Y3,	     ,	AS99    ,	1081G750V2               ,	,	,	                                   ,	RB4ASC9,	RB4ASC913  ,	2,	2460,	2022/4/3 上午 07:07:58,	WSM       ,	Y,
	RB4ASCA01  ,	2,	2460,	2022/4/3 上午 07:54:16,	WSM       ,	Y,	5060,	RB4ASCA01  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	P283K.03                                          ,	3000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	MT2022031304             ,	N,	N,	0,	0,	20220403,	75416,	2022/3/31 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/2 上午 12:00:00,	2022/4/3 上午 12:00:00,	2022/4/4 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/5 上午 12:00:00,	,	,	 B H B A A                                                                      ,	                    ,	0,	Y3,	     ,	AS99    ,	1081G750V2               ,	,	,	                                   ,	RB4ASCA,	RB4ASCA01  ,	2,	2460,	2022/4/3 上午 07:54:16,	WSM       ,	Y,
	RB4LWBM01  ,	2,	2460,	2022/4/3 上午 05:31:16,	WSM       ,	Y,	5060,	RB4LWBM01  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	KB58NP3.11                                        ,	6720,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	5500004398               ,	N,	N,	0,	0,	20220403,	53115,	2022/4/1 上午 12:00:00,	,	,	      ,	W,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/4/13 上午 12:00:00,	2022/4/19 上午 12:00:00,	2022/4/22 上午 12:00:00,	2022/4/22 上午 12:00:00,	2022/4/22 上午 12:00:00,	,	,	 F F C A E                                                                      ,	                    ,	0,	Y3,	     ,	LW06    ,	1081G77105               ,	,	,	                                   ,	RB4LWBM,	RB4LWBM01  ,	2,	2460,	2022/4/3 上午 05:31:16,	WSM       ,	Y,
	RB4MSBH02  ,	2,	2460,	2022/4/3 上午 03:13:59,	WSM       ,	Y,	5060,	RB4MSBH02  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	602793K.00K                                       ,	6720,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1384622                  ,	N,	N,	0,	0,	20220403,	31359,	2022/3/29 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/4/10 上午 12:00:00,	2022/4/16 上午 12:00:00,	2022/4/19 上午 12:00:00,	2022/4/19 上午 12:00:00,	2022/4/19 上午 12:00:00,	,	  ,	 B G D A C                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G771S1               ,	,	,	                                   ,	RB4MSBH,	RB4MSBH02  ,	2,	2460,	2022/4/3 上午 03:13:59,	WSM       ,	Y,
	RB4MSBH06  ,	2,	2460,	2022/4/3 上午 04:52:46,	WSM       ,	Y,	5060,	RB4MSBH06  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	602793K.00K                                       ,	6720,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1384622                  ,	N,	N,	0,	0,	20220403,	45246,	2022/3/29 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/4/10 上午 12:00:00,	2022/4/16 上午 12:00:00,	2022/4/19 上午 12:00:00,	2022/4/19 上午 12:00:00,	2022/4/19 上午 12:00:00,	,	  ,	 B G D A C                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G771S1               ,	,	,	                                   ,	RB4MSBH,	RB4MSBH06  ,	2,	2460,	2022/4/3 上午 04:52:46,	WSM       ,	Y,
	RB4MSD801  ,	2,	2460,	2022/4/3 上午 06:42:59,	WSM       ,	Y,	5060,	RB4MSD801  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	537719L.0FL                                       ,	1100,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	1386206                  ,	N,	N,	0,	0,	20220403,	64259,	2022/3/31 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/10 上午 12:00:00,	2022/4/15 上午 12:00:00,	2022/4/20 上午 12:00:00,	2022/4/20 上午 12:00:00,	2022/4/25 上午 12:00:00,	,	,	 A E B A D                                                                      ,	                    ,	0,	Y3,	     ,	MS41    ,	1081G771S1               ,	,	,	                                   ,	RB4MSD8,	RB4MSD801  ,	2,	2460,	2022/4/3 上午 06:42:59,	WSM       ,	Y,
	RB4MSEA01  ,	2,	2460,	2022/4/3 上午 06:47:52,	WSM       ,	Y,	5060,	RB4MSEA01  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	536220L.0LL                                       ,	537,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	1386206                  ,	N,	N,	0,	0,	20220403,	64752,	2022/3/31 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/10 上午 12:00:00,	2022/4/15 上午 12:00:00,	2022/4/20 上午 12:00:00,	2022/4/20 上午 12:00:00,	2022/4/25 上午 12:00:00,	,	,	 A E B A D                                                                      ,	                    ,	0,	Y3,	     ,	MS41    ,	1081G771S1               ,	,	,	                                   ,	RB4MSEA,	RB4MSEA01  ,	2,	2460,	2022/4/3 上午 06:47:52,	WSM       ,	Y,
	RB4MSEJ01  ,	2,	2460,	2022/4/3 上午 06:50:57,	WSM       ,	Y,	5060,	RB4MSEJ01  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	534714L.0CL                                       ,	1142,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	1386206                  ,	N,	N,	0,	0,	20220403,	65057,	2022/3/31 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/10 上午 12:00:00,	2022/4/15 上午 12:00:00,	2022/4/20 上午 12:00:00,	2022/4/20 上午 12:00:00,	2022/4/25 上午 12:00:00,	,	,	 A E B A D                                                                      ,	                    ,	0,	Y3,	     ,	MS41    ,	1081G771S1               ,	,	,	                                   ,	RB4MSEJ,	RB4MSEJ01  ,	2,	2460,	2022/4/3 上午 06:50:57,	WSM       ,	Y,
	RB4MSLQ04  ,	2,	2460,	2022/4/3 上午 05:02:44,	WSM       ,	Y,	5060,	RB4MSLQ04  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	1070136.006                                       ,	5600,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1389083                  ,	N,	N,	0,	0,	20220403,	50244,	2022/4/3 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/4/15 上午 12:00:00,	2022/4/21 上午 12:00:00,	2022/4/24 上午 12:00:00,	2022/4/24 上午 12:00:00,	2022/4/24 上午 12:00:00,	,	,	 U Y D L H                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G750V5               ,	,	,	                                   ,	RB4MSLQ,	RB4MSLQ04  ,	2,	2460,	2022/4/3 上午 05:02:44,	WSM       ,	Y,
	RB4MSLQ08  ,	2,	2460,	2022/4/3 上午 05:59:45,	WSM       ,	Y,	5060,	RB4MSLQ08  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	1070136.006                                       ,	1528,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1389083                  ,	N,	N,	0,	0,	20220403,	55944,	2022/4/3 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/4/15 上午 12:00:00,	2022/4/21 上午 12:00:00,	2022/4/24 上午 12:00:00,	2022/4/24 上午 12:00:00,	2022/4/24 上午 12:00:00,	,	,	 U Y D L H                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G750V5               ,	,	,	                                   ,	RB4MSLQ,	RB4MSLQ08  ,	2,	2460,	2022/4/3 上午 05:59:45,	WSM       ,	Y,
	RXXAB1E    ,	,	2000,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2000,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
	RXXAB1E    ,	,	2003,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2003,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
	RXXAB1E    ,	,	2005,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2005,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
	RXXAB1E    ,	,	2010,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2010,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
	RXXAB1E    ,	,	2020,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2020,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
	RXXAB1E    ,	,	2030,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2030,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
	RXXAB1E    ,	,	2040,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2040,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
	RXXAB1E    ,	,	2050,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2050,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
	RXXAB1E    ,	,	2060,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2060,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
	RXXAB1E    ,	,	2090,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2090,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
	RXXAB1E    ,	,	2200,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2200,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
	RXXAB1E    ,	,	2209,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2209,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
	RXXAB1E    ,	,	2210,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2210,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
	RXXAB1E    ,	,	2230,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2230,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
	RXXAB1E    ,	,	2251,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2251,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
	RXXAB1E    ,	,	2260,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2260,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
	RXXAB1E    ,	,	2300,	2022/1/5 上午 10:41:36,	S11622    ,	Y,	2070,	RXXAB1E    ,	ChipMOS      ,	DFN-08YQ2A     ,	008YQAB072               ,	61355B400                                         ,	32,	0,	2070,	A2,	N,	TSOP  ,	FQ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC007N               ,	N,	N,	0,	0,	20220105,	104136,	2022/1/5 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/1/11 上午 12:00:00,	2022/1/13 上午 12:00:00,	2022/1/16 上午 12:00:00,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	RXXAB1E,	RXXAB1E    ,	,	2300,	2022/1/5 上午 10:41:36,	S11622    ,	Y,
