¦C¼Æ,pin_package,bd_id,product,da_out,da_act,wb_out,wb_act,cure_out,cure_act,
1,	WLCSP       ,	ENG                 ,	000IABW036               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
2,	WLCSP       ,	                    ,	000IABW075               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
3,	WLCSP-WAFER ,	                    ,	000IABW093               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
4,	WLCSP-WAFER ,	                    ,	000IABW106               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
5,	DFN-08YM2G  ,	AQW008YM2003A       ,	008YMQW005               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
6,	uSD08AQV-C  ,	AZA0086A1002A       ,	0086AZA008               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
7,	uSD08AQV-C  ,	AZA0086A1001B       ,	0086AZA040               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
8,	MAT         ,	,	0008WLAS001              ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
9,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI047               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
10,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI051               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
11,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI069               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
12,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI081               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
13,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI089               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
14,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI091               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
15,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI092               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
16,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI104               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
17,	DFN-08YK2A  ,	ANI008YK3002A       ,	008YKNI090               ,	29.12,	0.00,	29.12,	0.00,	0.00,	0.00,
18,	FCDFN-08YZ2A,	ANI008YZ1001D       ,	008YZNI002               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
19,	DFN-12Y12A  ,	ANI012Y11002C       ,	012Y1NI051               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
20,	DFN-12Y12A  ,	ANI012Y11002C       ,	012Y1NI059               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
21,	FCQFN-12Y32D,	ANI012Y32001B       ,	012Y3NI114               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
22,	FCQFN-12Y32D,	ANI012Y32001B       ,	012Y3NI127               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
