assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	RC0ABAQ06  ,	2,	2460,	2022/5/17 上午 05:57:35,	WSM       ,	Y,	5060,	RC0ABAQ06  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	61347K400                                         ,	6000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	OP6CMC073P               ,	N,	N,	0,	0,	20220517,	55735,	2022/5/13 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/5/16 上午 12:00:00,	2022/5/17 上午 12:00:00,	2022/5/18 上午 12:00:00,	2022/5/20 上午 12:00:00,	2022/5/20 上午 12:00:00,	,	,	 A C B A C                                                                      ,	                    ,	0,	Y3,	     ,	AB21    ,	10819240HB               ,	20220511008.E  ,	1,	                                   ,	RC0ABAQ,	RC0ABAQ06  ,	2,	2460,	2022/5/17 上午 05:57:35,	WSM       ,	Y,
	RC0BUBW03  ,	2,	2460,	2022/5/17 上午 06:39:37,	WSM       ,	Y,	5060,	RC0BUBW03  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	MPR954000Y3                                       ,	2640,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	C02PO-100566146          ,	N,	N,	0,	0,	20220517,	63937,	2022/5/14 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/5/17 上午 12:00:00,	2022/5/18 上午 12:00:00,	2022/5/20 上午 12:00:00,	2022/5/20 上午 12:00:00,	2022/5/20 上午 12:00:00,	,	,	 D C B C C                                                                      ,	                    ,	0,	Y3,	     ,	BU31    ,	10819240H6               ,	,	,	                                   ,	RC0BUBW,	RC0BUBW03  ,	2,	2460,	2022/5/17 上午 06:39:37,	WSM       ,	Y,
	RC0CDAW01  ,	2,	2460,	2022/5/17 上午 05:30:15,	WSM       ,	Y,	5060,	RC0CDAW01  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	MRG689.12.1                                       ,	6000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	MEA50120                 ,	N,	N,	0,	0,	20220517,	53015,	2022/5/15 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/5/18 上午 12:00:00,	2022/5/19 上午 12:00:00,	2022/5/20 上午 12:00:00,	2022/5/22 上午 12:00:00,	2022/5/22 上午 12:00:00,	,	,	 B B A B B                                                                      ,	                    ,	0,	Y3,	     ,	CD21    ,	108117HFU8               ,	,	,	                                   ,	RC0CDAW,	RC0CDAW01  ,	2,	2460,	2022/5/17 上午 05:30:15,	WSM       ,	Y,
	RC0CDAW05  ,	2,	2460,	2022/5/17 上午 06:47:11,	WSM       ,	Y,	5060,	RC0CDAW05  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	MRG689.12.1                                       ,	6000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	MEA50120                 ,	N,	N,	0,	0,	20220517,	64710,	2022/5/15 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/5/18 上午 12:00:00,	2022/5/19 上午 12:00:00,	2022/5/20 上午 12:00:00,	2022/5/22 上午 12:00:00,	2022/5/22 上午 12:00:00,	,	,	 B B A B B                                                                      ,	                    ,	0,	Y3,	     ,	CD21    ,	108117HFU8               ,	,	,	                                   ,	RC0CDAW,	RC0CDAW05  ,	2,	2460,	2022/5/17 上午 06:47:11,	WSM       ,	Y,
	RC0MSE201  ,	2,	2460,	2022/5/17 上午 06:20:13,	WSM       ,	Y,	5060,	RC0MSE201  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	612976K.00K                                       ,	6720,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1424178                  ,	N,	N,	0,	0,	20220517,	62012,	2022/5/12 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/5/15 上午 12:00:00,	2022/5/17 上午 12:00:00,	2022/5/20 上午 12:00:00,	2022/5/20 上午 12:00:00,	2022/5/22 上午 12:00:00,	,	  ,	 B G D A C                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G771S1               ,	,	,	                                   ,	RC0MSE2,	RC0MSE201  ,	2,	2460,	2022/5/17 上午 06:20:13,	WSM       ,	Y,
	RC0MSE205  ,	2,	2460,	2022/5/17 上午 07:19:39,	WSM       ,	Y,	5060,	RC0MSE205  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	612976K.00K                                       ,	6720,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1424178                  ,	N,	N,	0,	0,	20220517,	71939,	2022/5/12 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/5/15 上午 12:00:00,	2022/5/17 上午 12:00:00,	2022/5/20 上午 12:00:00,	2022/5/20 上午 12:00:00,	2022/5/22 上午 12:00:00,	,	  ,	 B G D A C                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G771S1               ,	,	,	                                   ,	RC0MSE2,	RC0MSE205  ,	2,	2460,	2022/5/17 上午 07:19:39,	WSM       ,	Y,
	RC0MSEB04  ,	2,	2460,	2022/5/17 上午 04:24:35,	WSM       ,	Y,	5060,	RC0MSEB04  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	547150L.00L                                       ,	3600,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	1424653                  ,	N,	N,	0,	0,	20220517,	42434,	2022/5/16 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/5/19 上午 12:00:00,	2022/5/21 上午 12:00:00,	2022/5/24 上午 12:00:00,	2022/5/24 上午 12:00:00,	2022/5/26 上午 12:00:00,	,	,	 A D B A D                                                                      ,	                    ,	0,	Y3,	     ,	MS41    ,	1081G771S1               ,	,	,	                                   ,	RC0MSEB,	RC0MSEB04  ,	2,	2460,	2022/5/17 上午 04:24:35,	WSM       ,	Y,
	RC0MSEB08  ,	2,	2460,	2022/5/17 上午 05:16:33,	WSM       ,	Y,	5060,	RC0MSEB08  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	547150L.00L                                       ,	3600,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	1424653                  ,	N,	N,	0,	0,	20220517,	51632,	2022/5/16 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/5/19 上午 12:00:00,	2022/5/21 上午 12:00:00,	2022/5/24 上午 12:00:00,	2022/5/24 上午 12:00:00,	2022/5/26 上午 12:00:00,	,	,	 A D B A D                                                                      ,	                    ,	0,	Y3,	     ,	MS41    ,	1081G771S1               ,	,	,	                                   ,	RC0MSEB,	RC0MSEB08  ,	2,	2460,	2022/5/17 上午 05:16:33,	WSM       ,	Y,
	RC0MSEB12  ,	2,	2460,	2022/5/17 上午 06:02:14,	WSM       ,	Y,	5060,	RC0MSEB12  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	547150L.00L                                       ,	3600,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	1424653                  ,	N,	N,	0,	0,	20220517,	60214,	2022/5/16 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/5/19 上午 12:00:00,	2022/5/21 上午 12:00:00,	2022/5/24 上午 12:00:00,	2022/5/24 上午 12:00:00,	2022/5/26 上午 12:00:00,	,	,	 A D B A D                                                                      ,	                    ,	0,	Y3,	     ,	MS41    ,	1081G771S1               ,	,	,	                                   ,	RC0MSEB,	RC0MSEB12  ,	2,	2460,	2022/5/17 上午 06:02:14,	WSM       ,	Y,
	RC0MSEB16  ,	2,	2460,	2022/5/17 上午 07:17:03,	WSM       ,	Y,	5060,	RC0MSEB16  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	547150L.00L                                       ,	3600,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	1424653                  ,	N,	N,	0,	0,	20220517,	71703,	2022/5/16 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/5/19 上午 12:00:00,	2022/5/21 上午 12:00:00,	2022/5/24 上午 12:00:00,	2022/5/24 上午 12:00:00,	2022/5/26 上午 12:00:00,	,	,	 A D B A D                                                                      ,	                    ,	0,	Y3,	     ,	MS41    ,	1081G771S1               ,	,	,	                                   ,	RC0MSEB,	RC0MSEB16  ,	2,	2460,	2022/5/17 上午 07:17:03,	WSM       ,	Y,
