ENTITY,SUM,MODEL,STATUS,LOT#,Pre-Lot,OPER,PRODUCT,PACKAGE ID,BOND ID,WIP,IC Q'ty,IN TIME,OUTPLAN,CUST,PIN_PKG,CLOT,JCODE,UPH,LAMILATION,REMARK1,AREA,PM,SETTING OPER,Lot Part Id,Lot Urgent Code,Last Wip Lot,Last Pin Package,Last Cust,Last bd id,Last Part ID,Unnamed: 31,G.UPH,N.UPH,wip_outplan_time,ent_weight
BBR64,,RAPID,RUNNING,R20MSEY06,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3600,31041,2022/5/17 01:55,2022/5/17 16:36,MTI,FBGA-78UEN,254459B.00L,,245.2455,,,TA-A38,05/27/2022 MP,2200,1091A06T21,,R20MSD502,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,245.2455,217.8393,2022/5/17 16:36,87283.96667
BBR65,,RAPID,RUNNING,R20MSDK04,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3600,31112,2022/5/17 04:19,2022/5/17 19:00,MTI,FBGA-78UEN,254038B.00L,,245.2455,,,TA-A38,05/28/2022 MP,2200,,,R20GJKA14,STBGA252C4V,A-DATA,AGJ252X20003A,1091A07C41,,245.2455,217.8393,2022/5/17 19:00,87283.96667
BBR66,,RAPID,IN-REPAIR,R20ABS305,,2200,084UCAB027,GAA108/DB/W9751G6NB25I,AAB084CC9001A,5574,53051,2022/5/17 07:04,2022/5/17 08:22,WINBOND,FBGA-84UC2H,62063Y400ZY,FE,340.3508,,,TA-A38,05/17/2022 MP,2200,1091A07T21,,R20ABS303,FBGA-84UC2H,WINBOND,AAB084CC9001A,1091A07T21,,340.3508,302.3166,2022/5/17 08:22,10350.80833
BBR67,,RAPID,RUNNING,R20AWA826,,2200,016D5AW011,5464AXB-16GG000,AAW016D53004A,1271,34226,2022/5/16 15:02,2022/5/17 09:11,MXIC,SSLGA16DOU,T1220960,,70.0106,,,TA-A38,05/18/2022 MP,2200,1091A08T41,,R20AWAA03,SSLGA16DOU,MXIC,AAW016D53004A,1091A08T41,,70.0106,62.1869,2022/5/17 09:11,48337.04762
BBR68,,RAPID,RUNNING,R20MSES01,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3520,31221,2022/5/17 03:28,2022/5/17 17:50,MTI,FBGA-78UEN,253647B.00L,,245.2455,,,TA-A38,05/19/2022 MP,2200,1091A06T21,,R20GJKA06,STBGA252C4V,A-DATA,AGJ252X20003A,1091A07C41,,245.2455,217.8393,2022/5/17 17:50,87283.96667
BBR69,,RAPID,RUNNING,R20GJKA09,,2200,252X2GJ006,60078431{XX},AGJ252X20003A,1042,19002,2022/5/15 15:25,2022/5/16 05:45,A-DATA,STBGA252C4V,141722,,72.8045,,,TA-A38,05/20/2022 MP,2200,1091A07C41,4,R19SSGH25,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,,72.8045,64.6686,2022/5/16 05:45,1563.238095
BBR70,,RAPID,RUNNING,R20MSDL04,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3583,31222,2022/5/17 04:35,2022/5/17 19:11,MTI,FBGA-78UEN,254111B.00L,,245.2455,,,TA-A38,05/21/2022 MP,2200,1091A06T21,,R20GJKA13,STBGA252C4V,A-DATA,AGJ252X20003A,1091A07C41,,245.2455,217.8393,2022/5/17 19:11,87283.96667
BBR71,,RAPID,RUNNING,R20ABSX01,,2200,084UCAB027,GAA108/LN/W9751G6NB-15,AAB084CC9001A,5510,6592,2022/5/16 21:52,2022/5/17 14:03,WINBOND,FBGA-84UC2H,62036760052,,340.3508,,,TA-A38,05/22/2022 MP,2200,,,R20ABS309,FBGA-84UC2H,WINBOND,AAB084CC9001A,1091A07T21,,340.3508,302.3166,2022/5/17 14:03,10350.80833
BBR72,,RAPID,RUNNING,R20AWAE23,,2200,016D5AW011,5464AXB-16GG000,AAW016D53004A,1220,34028,2022/5/16 22:35,2022/5/17 16:01,MXIC,SSLGA16DOU,T1221096,,70.0106,,,TA-A38,05/23/2022 MP,2200,1091A08T41,,R20AWAA02,SSLGA16DOU,MXIC,AAW016D53004A,1091A08T41,,70.0106,62.1869,2022/5/17 16:01,48337.04762
BBR73,,RAPID,RUNNING,R20AWAB19,,2200,016D5AW011,5464AXB-16GG000,AAW016D53004A,1260,34147,2022/5/16 21:08,2022/5/17 15:08,MXIC,SSLGA16DOU,T1220974,,70.0106,,,TA-A38,05/24/2022 MP,2200,1091A08T41,,R20AWA802,SSLGA16DOU,MXIC,AAW016D53004A,1091A08T41,,70.0106,62.1869,2022/5/17 15:08,48337.04762
BBR74,,RAPID,RUNNING,R20AWAV18,,2200,016D5AW011,5464AXB-16GG000,AAW016D53004A,1252,34118,2022/5/17 02:18,2022/5/17 20:11,MXIC,SSLGA16DOU,T1221239,,70.0106,,,TA-A38,05/25/2022 MP,2200,,,R20AWAA20,SSLGA16DOU,MXIC,AAW016D53004A,1091A08T41,,70.0106,62.1869,2022/5/17 20:11,48337.04762
BBR75,,RAPID,WAIT-SETUP,R20ABS308,,2200,084UCAB027,GAA108/DB/W9751G6NB25I,AAB084CC9001A,5600,53051,2022/5/17 07:50,2022/5/17 09:41,WINBOND,FBGA-84UC2H,62063Y400ZY,M,340.3508,,,TA-A38,05/26/2022 MP,2200,1091A07T21,,R20ABS208,FBGA-84UC2H,WINBOND,AAB084CC9001A,1091A07T21,,340.3508,302.3166,2022/5/17 09:41,10350.80833
BBR76,,RAPID,RUNNING,R20AWAE24,,2200,016D5AW011,5464AXB-16GG000,AAW016D53004A,1237,34028,2022/5/17 00:59,2022/5/17 18:39,MXIC,SSLGA16DOU,T1221096,,70.0106,,,TA-A38,05/29/2022 MP,2200,1091A08T41,,R20AWA823,SSLGA16DOU,MXIC,AAW016D53004A,1091A08T41,,70.0106,62.1869,2022/5/17 18:39,48337.04762
BBR77,,RAPID,RUNNING,R20AWAE03,,2200,016D5AW011,5464AXB-16GG000,AAW016D53004A,1247,34028,2022/5/16 19:20,2022/5/17 13:09,MXIC,SSLGA16DOU,T1221096,,70.0106,,,TA-A38,05/30/2022 MP,2200,1091A08T41,,R20AWA805,SSLGA16DOU,MXIC,AAW016D53004A,1091A08T41,,70.0106,62.1869,2022/5/17 13:09,48337.04762
BBR78,,RAPID,RUNNING,R20AWAB22,,2200,016D5AW011,5464AXB-16GG000,AAW016D53004A,1254,34147,2022/5/16 21:27,2022/5/17 15:22,MXIC,SSLGA16DOU,T1220974,,70.0106,,,TA-A38,05/31/2022 MP,2200,1091A08T41,,R20AWA817,SSLGA16DOU,MXIC,AAW016D53004A,1091A08T41,,70.0106,62.1869,2022/5/17 15:22,48337.04762
BBR79,,RAPID,RUNNING,R20AWA827,,2200,016D5AW011,5464AXB-16GG000,AAW016D53004A,1483,34226,2022/5/16 14:59,2022/5/17 12:09,MXIC,SSLGA16DOU,T1220960,,70.0106,,,TA-A38,,2200,1091A08T41,,R20AWAA10,SSLGA16DOU,MXIC,AAW016D53004A,1091A08T41,,70.0106,62.1869,2022/5/17 12:09,48337.04762
BBR80,,RAPID,RUNNING,R20AWAA21,,2200,016D5AW011,5464AXB-16GG000,AAW016D53004A,1265,34072,2022/5/16 14:56,2022/5/17 09:01,MXIC,SSLGA16DOU,T1221036,,70.0106,,,TA-A38,,2200,1091A08T41,,R20AWA111,SSLGA16DOU,MXIC,AAW016D53004A,1091A08T41,,70.0106,62.1869,2022/5/17 09:01,48337.04762
BBR81,,RAPID,IN-REPAIR,R20MSEW01,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3580,30967,2022/5/17 07:58,2022/5/17 21:19,MTI,FBGA-78UEN,254618B.00L,FE,245.2455,,,TA-A38,,2200,1091A06T21,,R20MSD401,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,245.2455,217.8393,2022/5/17 21:19,87283.96667
BBR82,,RAPID,RUNNING,R20AWAD05,,2200,016D5AW011,5464AXB-16GG000,AAW016D53004A,1244,17094,2022/5/17 00:56,2022/5/17 18:42,MXIC,SSLGA16DOU,T1221044,,70.0106,,,TA-A38,,2200,,,R20GJKA12,STBGA252C4V,A-DATA,AGJ252X20003A,1091A07C41,,70.0106,62.1869,2022/5/17 18:42,48337.04762
BBR83,,RAPID,RUNNING,R20AWAA27,,2200,016D5AW011,5464AXB-16GG000,AAW016D53004A,1474,34072,2022/5/16 14:20,2022/5/17 11:22,MXIC,SSLGA16DOU,T1221036,,70.0106,,,TA-A38,,2200,1091A08T41,,R20AWAA09,SSLGA16DOU,MXIC,AAW016D53004A,1091A08T41,,70.0106,62.1869,2022/5/17 11:22,48337.04762
BBR84,,RAPID,RUNNING,R20MSDK03,,2200,078ENMS009,Z11B1SA8CMS2693{R-low alp,AMS078EN1001A,3600,31112,2022/5/16 23:55,2022/5/17 14:36,MTI,FBGA-78UEN,254038B.00L,,245.2455,,,TA-A38,,2200,,,R20MSDF05,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,,245.2455,217.8393,2022/5/17 14:36,87283.96667
BBR85,,RAPID,RUNNING,R20AWAE10,,2200,016D5AW011,5464AXB-16GG000,AAW016D53004A,1253,34028,2022/5/16 20:32,2022/5/17 14:26,MXIC,SSLGA16DOU,T1221096,,70.0106,,,TA-A38,,2200,1091A08T41,,R20AWA814,SSLGA16DOU,MXIC,AAW016D53004A,1091A08T41,,70.0106,62.1869,2022/5/17 14:26,48337.04762
BBR86,,RAPID,RUNNING,R20AWAE25,,2200,016D5AW011,5464AXB-16GG000,AAW016D53004A,1229,34028,2022/5/16 23:49,2022/5/17 17:22,MXIC,SSLGA16DOU,T1221096,,70.0106,,,TA-A38,,2200,1091A08T41,,R20AWAA17,SSLGA16DOU,MXIC,AAW016D53004A,1091A08T41,,70.0106,62.1869,2022/5/17 17:22,48337.04762
BBR87,,RAPID,RUNNING,R20AWAV08,,2200,016D5AW011,5464AXB-16GG000,AAW016D53004A,1252,34118,2022/5/17 01:51,2022/5/17 19:44,MXIC,SSLGA16DOU,T1221239,,70.0106,,,TA-A38,,2200,,,R20AWAA23,SSLGA16DOU,MXIC,AAW016D53004A,1091A08T41,,70.0106,62.1869,2022/5/17 19:44,48337.04762
BBR88,,RAPID,RUNNING,R20AWAV13,,2200,016D5AW011,5464AXB-16GG000,AAW016D53004A,1249,34118,2022/5/17 07:52,2022/5/18 01:43,MXIC,SSLGA16DOU,T1221239,,70.0106,,,TA-A38,,2200,,,R20AWAB08,SSLGA16DOU,MXIC,AAW016D53004A,1091A08T41,,70.0106,62.1869,2022/5/18 01:43,48337.04762
BBR89,,RAPID,IN-REPAIR,R20ABS407,,2200,084UCAB027,GAA108/DB/W9751G6NB25I,AAB084CC9001A,5510,51228,2022/5/17 07:58,2022/5/17 08:42,WINBOND,FBGA-84UC2H,62063Y400ZZ,FE,340.3508,,,TA-A38,,2200,1091A07T21,,R20ABS210,FBGA-84UC2H,WINBOND,AAB084CC9001A,1091A07T21,,340.3508,302.3166,2022/5/17 08:42,10350.80833
BBR90,,RAPID,RUNNING,R20AWAE02,,2200,016D5AW011,5464AXB-16GG000,AAW016D53004A,1220,34028,2022/5/16 20:48,2022/5/17 14:13,MXIC,SSLGA16DOU,T1221096,,70.0106,,,TA-A38,,2200,1091A08T41,,R20AWA815,SSLGA16DOU,MXIC,AAW016D53004A,1091A08T41,,70.0106,62.1869,2022/5/17 14:13,48337.04762
BBR91,,RAPID,ENG,,,,,,AMF088Y23001A,,,2022/5/7 19:05,2022/5/7 19:05,,,,PE,,,,TB-B20,,2200,,,R16MFB108,QFN88Y23AW,ILITEK,AMF088Y23001A,1091C08TP2,,109.4119,97.1851,,
BBR92,,RAPID,RUNNING,R20AWAC25,,2200,162KEAW001,6143L-G2XMGIYPBFC9,AAW162KE1002A,1670,72184,2022/5/16 06:52,2022/5/16 21:14,MXIC,STBGA162BAU,8K009200A2,,116.275,,,TB-B20,,2200,1091G07PA4,4,R20AWAC28,STBGA162BAU,MXIC,AAW162KE1002A,1091G07PA4,,116.275,103.2813,,13654.47619
BBR93,,RAPID,ENG,,,,,,AQT192X85001C,,,2022/5/15 16:26,2022/5/15 16:26,,,,PE,,,,TB-B20,,2200,,,R80CMPB01,STBGA192B4U,ENG,AQT192X85001C,1091C08TP2,,73.1286,64.9565,,
BBR94,,RAPID,RUNNING,R17QTA308,,2200,192X8QT002,TM0019B-GB01,AQT192X85001C,1700,17165,2022/5/16 12:36,2022/5/17 11:52,WeidaHiTech,STBGA192B4U,DFX088.00,,73.1286,,,TB-B20,,2200,1091C08TP2,P,R17QTA301,STBGA192B4U,WeidaHiTech,AQT192X85001C,1091C08TP2,,73.1286,64.9565,2022/5/17 11:52,2772.277778
BBR95,,RAPID,RUNNING,R17QTA302,,2200,192X8QT002,TM0019B-GB01,AQT192X85001C,1740,17165,2022/5/16 12:35,2022/5/17 12:22,WeidaHiTech,STBGA192B4U,DFX088.00,,73.1286,,,TB-B20,,2200,1091C08TP2,P,R18QTA404,STBGA192B4U,WeidaHiTech,AQT192X85001C,1091C08TP2,,73.1286,64.9565,2022/5/17 12:22,2772.277778
BBR96,,RAPID,RUNNING,R20HQHM05,,3200,0442JHQ033,FSA80STH002USA{MXXX-85-EM,AHQ0442J3008A,2397,37059,2022/5/17 02:15,2022/5/17 10:56,EMC,FPSTLGA44YBV,YQ225B1,,275.5717,,,TB-B20,,3200,1091A06C41,,R20HQHM03,FPSTLGA44YBV,EMC,AHQ0442J3008A,1091A06C41,,328.6546,291.9274,2022/5/17 10:56,8985.533333
BBR97,,RAPID,ENG,,,,,,ATO132Y23001A,,,2022/5/17 03:50,2022/5/17 03:50,,,,PE,,,,TB-B20,,2200,,,R20HQHQ02,FPSTLGA44tBV,EMC,AHQ0442J3003A,1091A06C41,,43.1431,38.3219,,
BBR98,,RAPID,RUNNING,R17QTA307,,2200,192X8QT002,TM0019B-GB01,AQT192X85001C,1694,17165,2022/5/16 14:54,2022/5/17 14:04,WeidaHiTech,STBGA192B4U,DFX088.00,,73.1286,,,TB-B20,,2200,1091C08TP2,P,R17QTA309,STBGA192B4U,WeidaHiTech,AQT192X85001C,1091C08TP2,,73.1286,64.9565,2022/5/17 14:04,2772.277778
