,bd_id,oper,Location,Output plan,Original ENT(07:30),Original ENT(11:00),Allocate ENT
0,AAB008YB2005A,2200,TB-P,12.48,1.0,1.0,1.0
1,AAB008YB2005A,2200,TB-U,50.093,4.0,4.0,3.0
2,AAB008YD4001A,2200,TB-U,9.12,1.0,1.0,1.0
3,AAB008YD4004A,2200,TB-U,10.944,1.0,1.0,1.0
4,AAB008YM2023A,2200,TB-IP,25.814,1.0,1.0,1.0
5,AAB008YM2023A,2200,TB-P,96.0,0.0,0.0,6.0
6,AAB008YM2023A,2200,TB-U,80.0,1.0,0.0,4.0
7,AAB008YM2025A,2200,TB-IP,48.0,3.0,2.0,2.0
8,AAB008YM2025A,2200,TB-P,81.843,0.0,0.0,5.0
9,AAB008YM2025A,2200,TB-U,161.023,8.0,4.0,4.0
10,AAB008YM2036A,2200,TB-R,16.0,1.0,0.0,0.0
11,AAB008YQ2019A,2200,TB-U,1.174,1.0,1.0,0.0
12,AAB008YQ2022A,2200,TB-P,49.168,4.0,4.0,4.0
13,AAB008YQ2032A,2200,TB-U,79.736,0.0,0.0,9.0
14,AAB008YQ3004A,2200,TB-U,10.508,3.0,0.0,0.0
15,AAB008YQ3012A,2200,TB-R,70.227,7.0,7.0,7.0
16,AAB008YQ3021A,2200,TB-U,108.632,10.0,10.0,10.0
17,AAB008YQ3025A,2200,TB-U,0.0,1.0,0.0,0.0
18,AAB024MA5010A,2200,TA-1,19.974,1.0,1.0,0.0
19,AAB024MA5012A,2200,TA-2,54.152,2.0,2.0,2.0
20,AAB024MA5013A,2200,TA-1,13.861,1.0,1.0,0.0
21,AAB024MA5014A,2200,TA-2,86.393,0.0,0.0,4.0
22,AAB024MA6020A,2200,TA-1,0.0,1.0,0.0,0.5
23,AAB024MA6020A,2200,TA-2,6.16,0.0,1.0,0.0
24,AAB024MAA005A,2200,TA-1,8.165,0.0,0.0,2.0
25,AAB024MAA019A,2200,TA-2,0.0,1.0,0.0,0.0
26,AAB048TW2006A,2200,TA-1,23.323,3.0,3.0,3.0
27,AAB054TN1005A,2200,TA-2,54.811,10.0,10.0,8.0
28,AAB054TN1005A,2200,TA-5,0.0,0.0,0.0,1.0
29,AAB060EM2001A,2200,TA-1,56.86,7.0,7.0,9.0
30,AAB060EM2001A,2200,TA-2,22.606,3.0,4.0,12.0
31,AAB060NR1007A,2200,TA-1,11.396,0.0,0.0,2.0
32,AAB060NR1007A,2200,TA-2,27.692,2.0,2.0,4.5
33,AAB084CC9001A,2200,TA-P,0.0,3.0,0.0,0.0
34,AAB084CC9002A,2200,TA-5,0.0,4.0,0.0,0.0
35,AAB084N43003A,2200,TA-2,0.0,1.0,0.0,0.0
36,AAB096EF3001A,2200,TA-1,15.629,7.0,0.0,0.5
37,AAB096EL1003A,2200,TA-1,64.457,12.0,12.0,12.0
38,AAB096EL1003A,2200,TA-2,29.793,6.0,6.0,6.0
39,AAB096EL1017A,2200,TA-1,20.908,5.0,5.0,5.0
40,AAB096EL1019A,2200,TA-1,16.986,3.0,3.0,3.0
41,AAB162KE1006A,2200,TA-2,76.748,6.0,6.0,7.0
42,AAB178NN2001A,2200,TA-1,4.925,2.0,2.0,2.0
43,AAS008FG1011A,2200,TB-P,80.64,7.0,2.0,2.0
44,AAS008YQ2001B,2200,TB-I,51.281,3.0,3.0,3.0
45,AAS008YQ2001B,2200,TB-U,58.917,4.0,4.0,4.0
46,AAS008YQ2002B,2200,TB-I,0.0,1.0,0.0,0.0
47,AAS008YQ2002B,2200,TB-U,0.0,3.0,0.0,0.0
48,AAS024MA0006A,2200,TB-U,73.402,3.0,4.0,4.0
49,AAS048TG2003A,2200,TB-I,40.96,5.0,5.0,5.0
50,AAS048TG2003A,2200,TB-U,13.762,2.0,2.0,2.0
51,AAS060NR2004A,2200,TB-U,36.244,5.0,5.0,5.0
52,AAS067N51014A,2200,TB-U,13.808,2.0,2.0,2.0
53,AAS067N51015A,2200,TB-U,15.287,1.0,1.0,1.0
54,AAS084CC2007A,2200,TB-P,5.168,14.0,4.0,1.0
55,AAS084CC2007A,2200,TB-U,0.0,1.0,0.0,0.0
56,AAS084CC2015B,2200,TB-U,10.28,3.0,3.0,3.0
57,AAS096EL1002A,2200,TB-U,0.183,0.0,0.0,2.0
58,AAS096EL1009B,2200,TB-U,20.863,12.0,9.0,4.0
59,AAS096EL1016A,2200,TB-P,11.139,3.0,3.0,11.0
60,AAS096EL1016A,2200,TB-U,18.301,5.0,5.0,7.0
61,AAS162KE1008A,2200,TB-U,3.2,1.0,1.0,0.0
62,AAW008Y62010C,2200,TB-U,134.943,4.0,7.0,7.0
63,AAW008Y62016A,2200,TB-P,0.0,10.0,0.0,0.0
64,AAW008Y62018A,2200,TB-P,60.147,3.0,3.0,3.0
65,AAW008Y62026A,2200,TB-R,8.32,4.0,4.0,0.0
66,AAW016D53019A,2200,TA-5,0.0,37.0,0.0,0.0
67,AAW024MA6037B,2200,TA-2,8.64,1.0,1.0,1.0
68,AAW024XJ4004A,3600,TA-3,3.079,1.0,1.0,0.0
69,AAW024XJ6010B,2200,TA-2,43.583,6.0,6.0,5.0
70,AAW024XJ6010B,3200,TA-2,4.09,0.0,0.0,1.0
71,AAW048TP1008B,2200,TA-5,0.0,40.0,0.0,0.0
72,AAW048TP1085A,2200,TA-2,1.928,0.0,1.0,1.0
73,AAW052XY1002A,2200,TA-2,5.636,1.0,1.0,0.0
74,AAW064MR1009A,2200,TA-1,28.455,7.0,7.0,0.0
75,ABU008Y62011A,2200,TB-U,43.53,3.0,3.0,2.0
76,ABU008YM2003A,2200,TB-U,27.286,1.0,1.0,1.0
77,ABU008YQ2005A,2200,TB-U,2.276,1.0,1.0,0.0
78,ABU024MA6010A,2200,TA-2,0.0,1.0,0.0,0.0
79,ABU024MA6011A,2200,TA-1,4.5,0.0,0.0,1.0
80,ABU048MA7001A,2200,TA-1,2.821,0.0,0.0,1.0
81,ABU048TP2005A,2200,TA-1,2.311,0.0,0.0,0.5
82,ABU078EA1001A,2200,TA-1,9.815,2.0,2.0,1.0
83,ABU078EA1001A,2200,TA-2,7.92,2.0,2.0,2.0
84,ABU096EA1001A,2200,TA-1,16.155,4.0,4.0,3.0
85,ABU096EF2001A,2200,TA-5,0.0,6.0,0.0,0.0
86,ABU165ML3013A,2200,TA-1,24.875,5.0,6.0,5.0
87,ABW032YF1006B,2200,TB-P,0.0,1.0,0.0,0.0
88,ABW048AC1007A,2200,TB-P,31.969,7.0,7.0,7.0
89,ABW048AC1010A,2200,TB-P,16.8,1.0,1.0,6.0
90,ABW048AC1010A,2200,TB-U,10.318,0.0,0.0,4.0
91,ABW072AF1004B,2200,TB-P,14.833,3.0,3.0,7.0
92,ACD054MF2001A,2200,TA-2,22.087,4.0,3.0,1.0
93,ACD054MF2003A,2200,TA-1,30.926,5.0,5.0,5.0
94,ACD054MF2003A,2200,TA-2,16.081,2.0,3.0,6.0
95,ACD054TN1001A,2200,TA-1,33.807,6.0,6.0,6.0
96,ACD054TN1001A,2200,TA-2,22.392,2.0,2.0,7.0
97,ACD084CC2002A,2200,TA-1,25.487,6.0,6.0,5.0
98,ACD084CC2002A,2200,TA-3,16.798,3.0,3.0,3.0
99,ACD096EF2001B,2200,TA-2,7.776,2.0,2.0,2.0
100,ACD096EF2001B,2200,TA-3,17.972,4.0,4.0,7.0
101,AGA134KM1001A,2200,TA-2,0.19,0.0,0.0,1.0
102,AHQ0223R1001B,2200,TB-I,7.006,0.0,0.0,3.0
103,AHQ0225N1002A,2200,TB-I,19.354,0.0,0.0,2.0
104,AHQ0345V1001A,3200,TB-I,23.915,3.0,3.0,3.0
105,AHQ0415L1003B,2200,TB-I,3.299,2.0,2.0,2.0
106,AHQ0415L1003B,2200,TB-R,5.457,3.0,3.0,3.0
107,AHQ0442J3005A,2200,TB-R,13.055,1.0,2.0,3.0
108,AHQ0442J3005A,3200,TB-R,16.424,3.0,3.0,2.0
109,AHQ0442J3006A,2200,TB-R,43.143,2.0,2.0,9.0
110,AHQ0442J3006A,3200,TB-IP,32.678,0.0,0.0,4.0
111,AHQ0442J3006A,3200,TB-R,14.332,7.0,7.0,0.0
112,AHQ0442J4004A,3200,TB-I,5.007,1.0,1.0,1.0
113,ALW078C93001A,2200,TA-3,12.038,2.0,1.0,1.0
114,ALW078C93001A,2200,TA-P,13.44,2.0,2.0,2.0
115,ALW078C93001A,2200,TA-R,12.134,3.0,3.0,3.0
116,ALW078EP1001A,2200,TA-R,0.0,4.0,0.0,0.0
117,AMS078C93001B,2200,TA-1,47.641,10.0,10.0,10.0
118,AMS078C93001B,2200,TA-R,26.771,5.0,11.0,11.0
119,AMS078C93001B,2200,TA-U,10.829,2.0,2.0,2.0
120,AMS078EN1001A,2200,TA-3,14.319,3.0,3.0,3.0
121,AMS078EN1001A,2200,TA-5,16.695,21.0,4.0,4.0
122,AMS078EN1001A,2200,TA-R,136.046,30.0,30.0,30.0
123,AMS078EN1001A,2200,TA-U,20.689,5.0,5.0,5.0
124,AMS078EN1001A,2200,TB-5P,157.618,44.0,45.0,45.0
125,AMS078EN1002A,2200,TA-1,38.756,9.0,9.0,9.0
126,AMS078EN1002A,2200,TA-2,125.899,23.0,23.0,23.0
127,AMS078EN1002A,2200,TA-P,45.481,12.0,11.0,11.0
128,AMS078EN1006A,2200,TA-1,87.509,20.0,20.0,20.0
129,AMS078EN1006A,2200,TA-2,3.82,0.0,0.0,3.0
130,AMS096EC1002A,2200,TA-1,200.931,35.0,19.0,20.0
131,AMS096EC1002A,2200,TA-P,5.503,23.0,1.0,2.0
132,AMS096EC1002A,2200,TB-5P,81.735,34.0,16.0,17.0
133,AMS096EC3001B,2200,TA-1,64.818,16.0,12.0,12.0
134,AMS096EC3001B,2200,TA-2,35.135,9.0,8.0,7.0
135,AMS096EC3001B,2200,TA-5,9.562,2.0,2.0,2.0
136,AMS096EC3001B,2200,TA-P,100.087,25.0,18.0,18.0
137,ANI010YK3001A,2200,TB-R,88.225,3.0,3.0,3.0
138,ANI010YK3001A,2200,TB-U,193.258,6.0,6.0,6.0
139,ANI020YU1005C,2200,TB-I,21.212,1.0,1.0,2.0
140,ANI020YU1005C,2200,TB-IP,2.146,0.0,0.0,2.0
141,ANI020YU1005C,2200,TB-R,166.229,10.0,13.0,21.0
142,ANV0086A1075A,2200,TB-P,0.0,5.0,0.0,0.0
143,ANV0086A1076A,2200,TB-R,30.187,9.0,9.0,9.0
144,ANV0086A1106A,2200,TB-R,9.353,3.0,3.0,3.0
145,ANV132X2A021B,2200,TA-2,0.0,1.0,0.0,0.0
146,ANV132X2C057A,2200,TA-2,20.087,11.0,11.0,7.0
147,ANV132X2C057A,2200,TA-R,2.188,2.0,2.0,2.0
148,ANV132X2C059A,2200,TA-R,16.244,19.0,14.0,14.0
149,ANV132X2C080A,2200,TA-2,0.781,0.0,0.0,0.5
150,ANV132X2C086A,2200,TA-3,0.0,1.0,0.0,0.0
