,bd_id,oper,Location,Output plan,Original ENT(07:30),Original ENT(11:00),Allocate ENT
151,ANV132X2C090A,2200,TA-R,0.0,3.0,2.0,2.0
152,ANV132X2C090A,2200,TB-IP,0.0,5.0,4.0,0.0
153,ANV132X2C090A,2200,TB-R,1.14,1.0,1.0,0.0
154,ANV153XT8008A,2200,TB-IP,0.0,1.0,0.0,0.0
155,ANV153XT9078A,2200,TA-2,3.677,4.0,4.0,0.5
156,ANV153XT9078A,2200,TA-R,1.279,1.0,1.0,1.0
157,ANV345XTA010A,2200,TA-5,0.0,1.0,0.0,0.0
158,ANV345XTE001A,2200,TA-R,0.819,2.0,2.0,2.0
159,ANV345XTG002A,3400,TA-3,0.7,1.0,1.0,0.0
160,AOK048TV1029A,2200,TA-3,29.925,9.0,9.0,9.0
161,AOK048TV1029A,2200,TA-P,7.68,3.0,3.0,3.0
162,AQH072AF1001A,2200,TB-P,0.0,1.0,0.0,0.0
163,AUL054TN1003A,2200,TA-2,1.828,0.0,0.0,1.0
164,AUL054TN1008A,2200,TA-1,1.314,0.0,0.0,1.0
165,AVE048XZ3007A,2200,TA-2,4.186,1.0,1.0,1.0
166,AYU096EL2001A,2200,TA-2,38.427,10.0,10.0,0.0
167,AYZ066TS1001A,2200,TB-U,55.25,12.0,12.0,12.0
168,AYZ084CC2001A,2200,TA-2,12.151,0.0,0.0,3.5
169,AZA0086A1002A,2200,TB-I,8.464,12.0,12.0,8.0
170,AZA0086A1002A,2200,TB-U,12.043,1.0,7.0,6.0
171,AZA0086A1003A,2200,TB-U,3.209,1.0,1.0,2.0
172,AZA0086A1004A,2200,TB-U,0.318,1.0,1.0,0.0
173,AZA0086A1006A,2200,TB-U,3.304,2.0,2.0,2.0
174,AZA0086A1007A,2200,TB-U,6.764,3.0,3.0,3.0
175,AZA0086A1010A,2200,TB-U,1.272,0.0,0.0,2.0
176,AZA0086A1012A,2200,TB-U,1.508,0.0,1.0,1.0
177,AZA0086A1013A,2200,TB-U,1.616,1.0,1.0,1.0
178,AZA0086A1016A,2200,TB-U,12.012,7.0,7.0,7.0
179,BU054MF1002A,2200,TA-1,44.983,5.0,5.0,10.5
180,IS048XJ2006A,2200,TA-1,2.607,0.0,0.0,1.0
181,AAB008YQ3013A,3200,TB-U,0.0,1.0,0.0,0.0
182,AAB008YQ3020A,0,TB-U,0.0,1.0,1.0,0.0
183,AAB008YQ3023A,2200,TB-U,0.0,1.0,1.0,0.0
184,AAB024MA6020A,0,TA-1,0.0,1.0,2.0,0.0
185,AAB024MA6020A,0,TA-2,0.0,1.0,0.0,0.0
186,AAB054TN1005A,0,TA-5,0.0,4.0,4.0,3.0
187,AAB060EM2001A,0,TA-2,0.0,1.0,0.0,0.0
188,AAB096EF3001A,0,TA-1,0.0,1.0,8.0,4.0
189,AAB096EL1019A,2200,TA-2,0.0,3.0,3.0,3.0
190,AAB178NN2001A,0,TA-1,0.0,1.0,1.0,1.0
191,AAS024MA0006A,0,TB-U,0.0,1.0,0.0,0.0
192,AAW008Y62010C,0,TB-U,0.0,2.0,0.0,0.0
193,AAW008Y62026A,0,TB-R,0.0,2.0,2.0,0.0
194,AAW008Y62026A,0,TB-U,0.0,3.0,3.0,0.0
195,AAW048TP1085A,0,TA-2,0.0,1.0,0.0,0.0
196,ABU096EF5001A,0,TA-2,0.0,1.0,1.0,0.0
197,ABU165MC4001A,0,TA-1,0.0,1.0,1.0,0.0
198,ABU165ML3013A,0,TA-1,0.0,1.0,0.0,0.0
199,AHQ0442J3005A,0,TB-R,0.0,1.0,0.0,0.0
200,AMS078C93001B,0,TA-R,0.0,3.0,0.0,0.0
201,AMS078EN1001A,0,TB-5P,0.0,1.0,0.0,0.0
202,AMS078EN1002A,0,TA-R,0.0,2.0,1.0,1.0
203,AMS096EC1002A,0,TA-1,0.0,1.0,17.0,16.0
204,AMS096EC1002A,0,TA-P,0.0,1.0,23.0,22.0
205,AMS096EC1002A,0,TB-5P,0.0,1.0,19.0,18.0
206,AMS096EC3001B,0,TA-2,0.0,2.0,3.0,0.0
207,ANI020YU1005C,0,TB-R,0.0,2.0,0.0,0.0
208,ANV132X2C090A,0,TA-R,0.0,1.0,2.0,2.0
209,ANV132X2C098A,0,TA-R,0.0,1.0,0.0,0.0
210,ANV153XT9075A,0,TA-R,0.0,4.0,0.0,0.0
211,ANV153XT9078A,0,TA-2,0.0,1.0,1.0,0.0
212,AOK048TV1029A,0,TA-3,0.0,1.0,1.0,0.0
213,AQW024MAA017A,0,TB-R,0.0,1.0,1.0,0.0
214,AZA0086A1002A,0,TB-I,0.0,3.0,3.0,2.0
215,AZA0086A1002A,0,TB-U,0.0,6.0,0.0,0.0
216,AZA0086A1012A,0,TB-U,0.0,1.0,0.0,0.0
217,AAB008YM2025A,0,TB-IP,0.0,0.0,1.0,1.0
218,AAB008YM2025A,0,TB-U,0.0,0.0,4.0,4.0
219,AAB008YQ3004A,0,TB-U,0.0,0.0,3.0,2.0
220,AAB008YQ3025A,0,TB-U,0.0,0.0,1.0,0.0
221,AAB024MAA019A,0,TA-2,0.0,0.0,1.0,0.0
222,AAB084CC9001A,0,TA-P,0.0,0.0,3.0,3.0
223,AAB084CC9002A,0,TA-5,0.0,0.0,4.0,4.0
224,AAB084N43003A,0,TA-2,0.0,0.0,1.0,0.0
225,AAS008FG1011A,0,TB-P,0.0,0.0,5.0,5.0
226,AAS008YQ2002B,0,TB-I,0.0,0.0,1.0,0.0
227,AAS008YQ2002B,0,TB-U,0.0,0.0,3.0,0.0
228,AAS084CC2007A,0,TB-P,0.0,0.0,10.0,0.0
229,AAS084CC2007A,0,TB-U,0.0,0.0,1.0,0.0
230,AAS096EL1009B,0,TB-U,0.0,0.0,3.0,2.0
231,AAS178NN2001A,0,TB-U,0.0,0.0,1.0,1.0
232,AAW008Y62016A,0,TB-P,0.0,0.0,10.0,1.0
233,AAW016D53019A,0,TA-5,0.0,0.0,37.0,37.0
234,AAW048TP1008B,0,TA-5,0.0,0.0,40.0,40.0
235,ABU024MA6010A,0,TA-2,0.0,0.0,1.0,0.0
236,ABU096EF2001A,0,TA-5,0.0,0.0,6.0,6.0
237,ABW032YF1006B,0,TB-P,0.0,0.0,1.0,0.0
238,ALW078C93001A,0,TA-3,0.0,0.0,1.0,1.0
239,ALW078EP1001A,0,TA-R,0.0,0.0,4.0,4.0
240,AMS078EN1001A,0,TA-5,0.0,0.0,17.0,17.0
241,AMS078EN1002A,0,TA-P,0.0,0.0,1.0,1.0
242,AMS078EN1002A,2200,TA-R,0.0,0.0,1.0,1.0
243,AMS096EC3001B,0,TA-1,0.0,0.0,4.0,4.0
244,AMS096EC3001B,0,TA-P,0.0,0.0,7.0,7.0
245,ANV0086A1075A,0,TB-P,0.0,0.0,5.0,1.0
246,ANV132X2A021B,0,TA-2,0.0,0.0,1.0,0.0
247,ANV132X2C059A,0,TA-R,0.0,0.0,2.0,2.0
248,ANV132X2C086A,0,TA-3,0.0,0.0,1.0,0.0
249,ANV132X2C090A,0,TB-IP,0.0,0.0,1.0,0.0
250,ANV132X2C098A,2200,TA-R,0.0,0.0,1.0,1.0
251,ANV153XT8008A,0,TB-IP,0.0,0.0,1.0,0.0
252,ANV153XT9075A,2200,TA-R,0.0,0.0,4.0,4.0
253,ANV345XTA010A,0,TA-5,0.0,0.0,1.0,1.0
254,AQH072AF1001A,0,TB-P,0.0,0.0,1.0,0.0
255,ABU024MA6002B,2200,TA-1,0.0,0.0,0.0,1.0
256,ABU200N74006A,2200,TA-2,0.0,0.0,0.0,1.0
257,AYZ084CC2001A,2200,TA-1,0.0,0.0,0.0,1.0
258,AYZ084CC2001A,2200,TA-3,0.0,0.0,0.0,1.0
259,CU048MA2012A,2200,TA-1,0.0,0.0,0.0,1.0
