,Unnamed: 0,bd_id_1,bd_id_2,end_time,entity,jobcode,lot_num_1,lot_num_2,number,start_time,start_time_trans,end_time_trans,CR,start_time_adj,end_time_adj
0,0,AOK048TV1029A,AYZ084CC2001A,1170.52325,BB220,"CWN,SC",R13OKL604,R13YZAD06,BB220_2,1050.52325,2022-04-04 01:35:31,2022-04-04 03:35:31,7549.71,2022-04-04 01:35:31,2022-04-04 03:35:31
1,1,ANV132X2C086A,ACD096EF2001B,84.0,BB226,MC,,R14CDAZ03,BB226_1,0.0,2022-04-03 08:05:00,2022-04-03 09:29:00,7546.67,2022-04-03 08:05:00,2022-04-03 09:29:00
2,2,AAW024XJ4004A,ACD096EF2001B,84.0,BB229,MC,R80CML601,R14CDAZ02,BB229_1,0.0,2022-04-03 08:05:00,2022-04-03 09:29:00,7549.39,2022-04-03 08:05:00,2022-04-03 09:29:00
3,3,ANV345XTG002A,ACD096EF2001B,204.0,BB231,MC,R09NVJW09,R14CDB102,BB231_1,120.0,2022-04-03 10:05:00,2022-04-03 11:29:00,7549.39,2022-04-03 10:05:00,2022-04-03 11:29:00
4,4,AAB024MA5010A,AAB024MAA005A,700.285278,BB444,"CWN,SC",R14ABC106,R14ABMN03,BB444_3,580.285278,2022-04-03 17:45:17,2022-04-03 19:45:17,,2022-04-03 17:45:17,2022-04-03 19:45:17
5,5,AAB096EF3001A,ABU024MA6002B,810.845567,BB446,"CWN,SC",R14ABM201,R14BUA901,BB446_2,690.845567,2022-04-03 19:35:50,2022-04-03 21:35:50,7575.519999999999,2022-04-03 19:35:50,2022-04-03 21:35:50
6,6,AAW064MR1009A,BU054MF1002A,476.0,BB452,MC,R14AWAR03,R14BUAR03,BB452_1,392.0,2022-04-03 14:37:00,2022-04-03 16:01:00,7546.07,2022-04-03 14:37:00,2022-04-03 16:01:00
7,7,AAB024MA6020A,AAB060NR1007A,84.0,BB456,MC,,R14ABDP03,BB456_1,0.0,2022-04-03 08:05:00,2022-04-03 09:29:00,7546.38,2022-04-03 08:05:00,2022-04-03 09:29:00
8,8,ABU078EA1001A,AAB024MAA005A,825.135538,BB460,"CWN,SC",R14BUA704,R14ABMN02,BB460_3,705.135538,2022-04-03 19:50:08,2022-04-03 21:50:08,,2022-04-03 19:50:08,2022-04-03 21:50:08
9,9,AAB096EF3001A,IS048XJ2006A,784.153507,BB461,"CWN,SC",R14ABM106,R13ISB501,BB461_2,664.153507,2022-04-03 19:09:09,2022-04-03 21:09:09,7545.08,2022-04-03 19:09:09,2022-04-03 21:09:09
10,10,AAW064MR1009A,BU054MF1002A,241.0,BB465,MC,R14AWAR04,R14BUAQ06,BB465_1,157.0,2022-04-03 10:42:00,2022-04-03 12:06:00,7546.07,2022-04-03 10:42:00,2022-04-03 12:06:00
11,11,ABU096EA1001A,ABU024MA6011A,624.0,BB472,MC,R14BUA801,R14VGA101,BB472_1,540.0,2022-04-03 17:05:00,2022-04-03 18:29:00,7681.0,2022-04-03 17:05:00,2022-04-03 18:29:00
12,12,ABU165MC4001A,BU054MF1002A,-5712.0,BB474,MC,R80CMJX01,R14BUAN10,BB474_1,-5796.0,2022-03-30 07:29:00,2022-03-30 08:53:00,7546.07,2022-03-30 07:29:00,2022-03-30 08:53:00
13,13,AAW064MR1009A,AAB060NR1007A,372.0,BB476,MC,R14AWAR07,R14ABDP05,BB476_1,288.0,2022-04-03 12:53:00,2022-04-03 14:17:00,7546.38,2022-04-03 12:53:00,2022-04-03 14:17:00
14,14,AAB096EF3001A,AYZ084CC2001A,1135.569733,BB507,"CWN,SC",R14ABM102,R13YZAF03,BB507_2,1015.569733,2022-04-04 01:00:34,2022-04-04 03:00:34,7545.41,2022-04-04 01:00:34,2022-04-04 03:00:34
15,15,AAB096EF3001A,ABU048TP2005A,303.0,BB544,MC,,R14VGA401,BB544_1,219.0,2022-04-03 11:44:00,2022-04-03 13:08:00,7541.04,2022-04-03 11:44:00,2022-04-03 13:08:00
16,16,AAB024MA5013A,AUL054TN1008A,487.946345,BB574,"CWN,SC",R12ABCZ01,R14ULA106,BB574_3,367.946345,2022-04-03 14:12:56,2022-04-03 16:12:56,7555.73,2022-04-03 14:12:56,2022-04-03 16:12:56
17,17,AAB024MA6020A,BU054MF1002A,84.0,BB581,MC,,R14BUAN02,BB581_1,0.0,2022-04-03 08:05:00,2022-04-03 09:29:00,7546.07,2022-04-03 08:05:00,2022-04-03 09:29:00
18,18,AAW064MR1009A,AAB060EM2001A,290.0,BB583,MC,R14AWAR06,R14ABBR01,BB583_1,206.0,2022-04-03 11:31:00,2022-04-03 12:55:00,7545.24,2022-04-03 11:31:00,2022-04-03 12:55:00
19,19,AAW064MR1009A,BU054MF1002A,572.0,BB594,MC,R14AWAR08,R14BUAQ05,BB594_1,488.0,2022-04-03 16:13:00,2022-04-03 17:37:00,7546.07,2022-04-03 16:13:00,2022-04-03 17:37:00
20,20,ACD084CC2002A,ABU048MA7001A,577.0,BB598,MC,R14CDAL01,R14BUAH02,BB598_1,493.0,2022-04-03 16:18:00,2022-04-03 17:42:00,7574.69,2022-04-03 16:18:00,2022-04-03 17:42:00
21,21,ABU048MA7001A,ABU048MA7005A,2627.970802,BB598,MC,R14BUAH01,R14BUAJ02,BB598_3,2543.970802,2022-04-05 02:28:58,2022-04-05 03:52:58,7545.08,2022-04-05 02:28:58,2022-04-05 03:52:58
22,22,ABU165ML3013A,CU048MA2012A,1467.587133,BB604,SC,R14BUAX07,R14BUAV02,BB604_5,1377.587133,2022-04-04 07:02:35,2022-04-04 08:32:35,7547.25,2022-04-04 07:02:35,2022-04-04 08:32:35
23,23,AAW064MR1009A,AAB060EM2001A,162.0,BB609,MC,R14AWAR01,R14ABBI03,BB609_1,78.0,2022-04-03 09:23:00,2022-04-03 10:47:00,7545.14,2022-04-03 09:23:00,2022-04-03 10:47:00
24,24,AAW064MR1009A,BU054MF1002A,303.543655,BB620,"CWN,SC",R14AWAR09,R14BUAN05,BB620_2,183.543655,2022-04-03 11:08:32,2022-04-03 13:08:32,7546.07,2022-04-03 11:08:32,2022-04-03 13:08:32
25,25,AYU096EL2001A,AAB060EM2001A,1073.261579,BB702,"CWN,SC",R14YUE511,R14ABBH02,BB702_2,953.261579,2022-04-03 23:58:15,2022-04-04 01:58:15,7545.11,2022-04-03 23:58:15,2022-04-04 01:58:15
