,bd_id,oper,Location,Output plan,Original ENT(07:30),Original ENT(11:00),Allocate ENT
0,AAB008YB2005A,2200,TB-P,24.96,1.0,1.0,1.0
1,AAB008YB2005A,2200,TB-U,75.053,3.0,3.0,4.0
2,AAB008YD2003A,2200,TB-U,14.094,1.0,1.0,1.0
3,AAB008YD4001A,2200,TB-U,9.12,1.0,1.0,1.0
4,AAB008YD4004A,2200,TB-U,8.075,1.0,1.0,1.0
5,AAB008YM2023A,2200,TB-IP,9.181,1.0,1.0,1.0
6,AAB008YM2025A,2200,TB-IP,0.012,2.0,0.0,1.0
7,AAB008YM2025A,2200,TB-U,97.03,8.0,1.0,1.0
8,AAB008YM2036A,2200,TB-R,199.64,14.0,14.0,4.0
9,AAB008YQ2019A,2200,TB-U,3.308,0.0,0.0,0.5
10,AAB008YQ2022A,2200,TB-P,40.528,0.0,0.0,4.0
11,AAB008YQ2022A,2200,TB-U,28.08,0.0,0.0,3.333333333333333
12,AAB008YQ3004A,2200,TB-U,10.791,2.0,2.0,1.3333333333333333
13,AAB008YQ3012A,2200,TB-R,63.434,7.0,7.0,7.0
14,AAB008YQ3013A,3200,TB-U,13.21,1.0,1.0,0.0
15,AAB008YQ3020A,2200,TB-U,2.963,1.0,1.0,0.0
16,AAB008YQ3021A,2200,TB-U,101.71,9.0,9.0,9.0
17,AAB008YQ3023A,2200,TB-U,29.673,4.0,4.0,2.0
18,AAB008YQ3025A,2200,TB-U,0.0,1.0,0.0,0.0
19,AAB024MA0007A,2200,TA-1,55.436,2.0,2.0,2.0
20,AAB024MA5010A,2200,TA-1,28.736,1.0,1.0,1.0
21,AAB024MA5012A,2200,TA-1,8.535,0.0,0.0,0.3333333333333333
22,AAB024MA5012A,2200,TA-2,22.93,0.0,0.0,1.0
23,AAB024MA5013A,2200,TA-1,13.862,0.0,0.0,0.75
24,AAB024MA6020A,2200,TA-1,60.273,2.0,2.0,2.0
25,AAB024MA6024B,2200,TA-1,21.327,1.0,1.0,1.0
26,AAB024MAA019A,2200,TA-2,0.0,1.0,0.0,0.0
27,AAB024XJ6011A,2200,TA-2,7.35,0.0,1.0,1.0
28,AAB048TW2006A,2200,TA-1,25.477,0.0,0.0,2.5
29,AAB048TW2006A,2200,TA-2,10.8,0.0,0.0,1.0
30,AAB054TN1005A,2200,TA-2,66.196,10.0,10.0,10.0
31,AAB060EM2001A,2200,TA-1,14.269,4.0,4.0,8.0
32,AAB060EM2001A,2200,TA-2,6.654,0.0,0.0,2.0
33,AAB060NR1007A,2200,TA-1,5.72,0.0,0.0,1.0
34,AAB084CC9001A,2200,TA-P,0.0,3.0,0.0,0.0
35,AAB084CC9002A,2200,TA-5,0.0,4.0,0.0,0.0
36,AAB084N43003A,2200,TA-2,0.0,1.0,0.0,0.0
37,AAB096EF3001A,2200,TA-1,0.0,8.0,0.0,0.0
38,AAB096EL1003A,2200,TA-1,72.575,12.0,12.0,16.0
39,AAB096EL1003A,2200,TA-2,24.0,4.0,4.0,9.0
40,AAB096EL1012A,2200,TA-1,11.92,9.0,2.0,0.0
41,AAB096EL1017A,2200,TA-1,16.209,5.0,0.0,1.0
42,AAB096EL1019A,2200,TA-1,11.859,3.0,3.0,3.0
43,AAB096EL1019A,2200,TA-2,17.973,3.0,3.0,3.0
44,AAB162KE1006A,2200,TA-2,15.5,0.0,0.0,4.0
45,AAB178NN2001A,2200,TA-1,2.575,1.0,2.0,2.0
46,AAS008FG1011A,2200,TB-P,139.597,7.0,7.0,7.0
47,AAS008FG1011A,2200,TB-U,20.159,1.0,1.0,0.0
48,AAS008FG1018A,2200,TB-U,10.134,1.0,1.0,1.0
49,AAS008YQ2001B,2200,TB-I,47.379,3.0,3.0,3.0
