ENTITY,SUM,MODEL,STATUS,LOT#,Pre-Lot,OPER,PRODUCT,PACKAGE ID,BOND ID,WIP,IC Q'ty,IN TIME,OUTPLAN,CUST,PIN_PKG,CLOT,JCODE,UPH,LAMILATION,REMARK1,AREA,PM,SETTING OPER,Lot Part Id,Lot Urgent Code,Last Wip Lot,Last Pin Package,Last Cust,Last bd id,Last Part ID,Unnamed: 31,G.UPH,N.UPH,wip_outplan_time
BB221,0,UTC3000,RUNNING,R06MSES03,,2200,096ECMS003,V89C JT1X16 C753EE{A},AMS096EC1002A,5558,39491,22-02-08 02:30,22-02-08 19:50,MTI,FBGA-96UEC,1021216.006,,320.6464,,3000M,TA-A20,02/14/2022 MP,2200,1091A06T41,,R06MSES02,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,320.6464,284.8141,22-02-08 19:50
BB222,0,UTC3000,RUNNING,R06MSAV04,,2200,078EPMS003,Z32D1JC8CMS3712{S},AMS078EP1001A,5040,23040,22-02-08 00:39,22-02-08 20:07,MTI,FBGA-78UEP,590702K.00K,,258.9276,,3000M,TA-A20,02/15/2022 MP,2200,,,R05MSL404,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,,258.9276,229.9924,22-02-08 20:07
BB223,0,UTC3000,RUNNING,R06MSJ603,,2200,096ECMS010,V00H TW1 X16 9FA552,AMS096EC3001B,5579,28252,22-02-07 20:44,22-02-08 17:08,MTI,FBGA-96UEC,592268K.00K,,273.6119,,3000M,TA-A20,02/16/2022 MP,2200,1091A06T21,,R05MSG107,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,273.6119,243.0358,22-02-08 17:08
BB224,0,UTC3000,RUNNING,R06AWAP15,,2200,048TPAW056,6309G-48TBAIY1BG99,AAW048TP1024D,2160,46031,22-02-08 06:47,22-02-08 11:45,MXIC,TSOP1-48/48M,8J655500A1,,433.8075,,3000M,TA-A20,02/17/2022 MP,2200,1091A08T41,,R06AWAP14,TSOP1-48/48M,MXIC,AAW048TP1024D,1091A08T41,,433.8075,385.3295,22-02-08 11:45
BB225,0,UTC3000,RUNNING,R06MSJ702,,2200,096ECMS010,V00H TW1 X16 9FA552,AMS096EC3001B,5548,38991,22-02-07 23:20,22-02-08 19:37,MTI,FBGA-96UEC,590592K.00K,,273.6119,,3000M,TA-A12,02/18/2022 MP,2200,1091A06T21,,R05MSG104,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,273.6119,243.0358,22-02-08 19:37
BB226,0,UTC3000,RUNNING,R06MSG602,,2200,096ECMS003,V89C JT1X16 C753EE,AMS096EC1002A,5506,32028,22-02-07 18:52,22-02-08 12:03,MTI,FBGA-96UEC,1021126.006,,320.6464,,3000M,TA-A20,02/19/2022 MP,2200,,,R06MSE701,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,,320.6464,284.8141,22-02-08 12:03
BB227,0,UTC3000,RUNNING,R05MSL403,,2200,078EPMS003,Z32D1JC8CMS3712{S},AMS078EP1001A,5960,22971,22-02-07 07:13,22-02-08 06:15,MTI,FBGA-78UEP,590810K.00K,,258.9276,,3000M,TA-A20,02/20/2022 MP,2200,1091A06T21,,R05MSL702,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,,258.9276,229.9924,22-02-08 06:15
BB228,0,UTC3000,RUNNING,R06AWAP02,,2200,048TPAW056,6309G-48TBAIY1BG99,AAW048TP1024D,2160,46031,22-02-08 02:06,22-02-08 07:04,MXIC,TSOP1-48/48M,8J655500A1,,433.8075,,3000M,TA-A20,02/21/2022 MP,2200,1091A08T41,,R06AWAP06,TSOP1-48/48M,MXIC,AAW048TP1024D,1091A08T41,,433.8075,385.3295,22-02-08 07:04
BB229,0,UTC3000,WAIT-REPAIR,,,,,,ACD054TN1002B,,,22-02-06 03:47,,,,,W2,,,3000M,TA-A20,02/22/2022 MP,2200,,,R05CDAJ01,TSOP2-54ME,ETRON,ACD054TN1002B,1091A07T21,,226.9653,201.6019,
BB230,0,UTC3000,RUNNING,R05AWCE02,,3200,024XJAW020,6140L-24XD05IYF49W,AAW024XJ6010B,4138,20260,22-02-08 00:51,22-02-08 12:55,MXIC,STBGA24A4L,8J887800,,342.7166,,3000M,TA-A21,02/23/2022 MP,3200,1091A07T41,,R05AWCE01,STBGA24A4L,MXIC,AAW024XJ6010B,1091A07T41,,342.7166,304.418,22-02-08 12:55
BB231,0,UTC3000,RUNNING,R06MSJV03,,2200,096ECMS010,V00H TW1 X16 9FA552,AMS096EC3001B,5566,41320,22-02-08 06:29,22-02-09 02:50,MTI,FBGA-96UEC,593304K.00K,,273.6119,,3000M,TA-A21,02/24/2022 MP,2200,1091A06T21,,R05MSG104,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,273.6119,243.0358,22-02-09 02:50
BB232,0,UTC3000,RUNNING,R06MSB404,,2200,078EPMS003,Z32D1JC8CMS3712{S},AMS078EP1001A,4394,22243,22-02-07 21:16,22-02-08 14:16,MTI,FBGA-78UEP,591408K.00K,,258.9276,,3000M,TA-A21,02/25/2022 MP,2200,1091A06T21,,R05MSL304,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,,258.9276,229.9924,22-02-08 14:16
BB233,0,UTC3000,RUNNING,P46UKT302,,2200,012DNUK014,QMA7981-HCAAY,AUK012DN2003A,24000,98087,22-02-07 13:07,22-02-08 11:49,QST,LGA12CBP,1B2B,,1057.7735,,3000M,TA-A21,02/26/2022 MP,2200,1091A07C41,,P46UKT105,LGA12CBP,QST,AUK012DN2003A,1091A07C41,,1057.7735,939.5673,22-02-08 11:49
BB234,0,UTC3000,RUNNING,R05AWA409,,2200,048TPAW086,5468ANB-48TG000,AAW048TP1041B,720,33982,22-02-08 02:20,22-02-08 11:37,MXIC,TSOP1-48/M2,T1220069,,77.5263,,3000M,TA-A21,02/27/2022 MP,2200,1091A08T41,,R05AWA101,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,,77.5263,68.8628,22-02-08 11:37
BB235,0,UTC3000,RUNNING,R05CDAJ04,,2200,054TNCD027,EDEF10FTS000-GN-5G-T2-000,ACD054TN1002B,1518,10157,22-02-08 01:13,22-02-08 07:56,ETRON,TSOP2-54ME,BTH503.11.1,,226.9653,,3000M,TA-A21,02/28/2022 MP,2200,1091A07T21,,R05CDAJ02,TSOP2-54ME,ETRON,ACD054TN1002B,1091A07T21,,226.9653,201.6019,22-02-08 07:56
BB441,0,UTC1000S,RUNNING,R05CDBH01,,2200,054TNCD030,EDEV10FTS000-GC-6IG-DP-AB,ACD054TN1003A,2880,29364,22-02-07 04:27,22-02-07 16:24,ETRON,TSOP2-54ME,BTH356.17.1,,240.9403,,3000M,TA-A3,,2200,1091A07T21,,R06ABBC02,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,,240.9403,214.0153,22-02-07 16:24
BB442,0,UTC1000S,RUNNING,R05CDBI08,,2200,054TNCD030,EDEV10FTS000-GC-6IG-DP-AB,ACD054TN1003A,2880,29371,22-02-08 05:53,22-02-08 17:50,ETRON,TSOP2-54ME,BTH356.18.1,,240.9403,,3000M,TA-A3,,2200,1091A07T21,,R05CDBH02,TSOP2-54ME,ETRON,ACD054TN1003A,1091A07T21,,240.9403,214.0153,22-02-08 17:50
BB443,0,UTC1000S,RUNNING,R05CDBH07,,2200,054TNCD030,EDEV10FTS000-GC-6IG-DP-AB,ACD054TN1003A,2880,29364,22-02-07 09:19,22-02-07 21:16,ETRON,TSOP2-54ME,BTH356.17.1,,240.9403,,2000M,TA-A3,,2200,1091A07T21,,R06ABBH05,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,,240.9403,214.0153,22-02-07 21:16
BB444,0,UTC1000S,ENG,,,,,,AAW024MA6029D,,,22-02-08 07:29,22-02-08 07:29,,,,PE,,,3000M,TA-A3,,2200,,,R05AWAC05,MINIBGA24A3L,MXIC,AAW024MA6013C,1091A07T41,,683.4812,607.1022,
BB445,0,UTC1000S,RUNNING,R06MSB802,,2200,078EPMS003,Z32D1JC8CMS3712{S},AMS078EP1001A,5960,22166,22-02-08 01:22,22-02-08 23:05,MTI,FBGA-78UEP,590047K.00K,,274.5263,,3000M,TA-A3,,2200,,,R05MSKT04,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,,274.5263,243.8479,22-02-08 23:05
BB446,0,UTC1000S,RUNNING,R05BUB211,,2200,054MFBU004,IS42S16800F-6BLI,BU054MF1002A,3808,44469,22-02-07 18:10,22-02-08 06:48,ICSI,MINIBGA54A4,BTJ383000Y2,,301.7539,,3000M,TA-A3,,2200,1091A09C21,,R05BUBF04,FBGA-96LEA,ICSI,ABU096EA1001A,1091A07C21,,301.7539,268.0329,22-02-08 06:48
BB447,0,UTC1000S,RUNNING,R04RKB504,,2200,078EPRK003,Z32D-78ball{ARK-T},ARK078EP1001B,5993,25200,22-02-06 10:30,22-02-09 08:31,RK,FBGA-78UEP,JMC20211228,,194.1381,,3000M,TA-A3,,2200,1091A06C21,P,R04RKAT01,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,,194.1381,172.4432,22-02-09 08:31
BB448,0,UTC1000S,RUNNING,R06MSFN04,,2200,096EFMS006,Z32D1KD16CMS3713{ZDT-S},AMS096EF2001A,4970,21822,22-02-07 18:12,22-02-08 20:57,MTI,FBGA-96UEF,539688L.00L,,185.8141,,1000M,TA-A3,02/08/2022 MP,2200,1091A06T21,,R06MSF403,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,,185.8141,165.0494,22-02-08 20:57
BB449,0,UTC1000S,ENG,,,,,,ABU064RK1007A,,,22-02-08 02:19,22-02-08 02:19,,,,PE,,,3000M,TA-A3,02/09/2022 MP,2200,,,R05MSLH18,TSOP1-48AM,MTI,AMS048TW1037A,1091A07T41,,,,
BB450,0,UTC1000S,RUNNING,R06ABB905,,2200,054NBAB001,MAA049/DI/W9812G6JB-6I,AB054NB2002A,3920,38712,22-02-08 05:02,22-02-08 14:43,WINBOND,VFBGA54B4,6141BH400,,404.4830,,3000M,TA-A3,02/10/2022 MP,2200,1091A08T21,,R06ABB907,VFBGA54B4,WINBOND,AB054NB2002A,1091A08T21,,404.483,359.282,22-02-08 14:43
BB451,0,UTC1000S,IDLE,,,,,,AAB096EL1003A,,,22-02-07 21:29,,,,,,,,3000M,TA-A3,02/11/2022 MP,2200,,,R06ABBE07,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,,243.0216,215.8639,
BB452,0,UTC1000S,WAIT-SETUP,,,,,,AAW048TP1024D,,,22-02-08 07:22,,,,,MC,,,3000M,TA-A3,02/12/2022 MP,2200,,,R05BUB612,MINIBGA165A3,ICSI,ABU165ML3013A,1091A10C41,,364.4237,323.6994,
BB453,0,UTC1000S,RUNNING,R05BUB208,,2200,054MFBU004,IS42S16800F-6BLI,BU054MF1002A,3880,44469,22-02-07 23:38,22-02-08 12:30,ICSI,MINIBGA54A4,BTJ383000Y2,,301.7539,,3000M,TA-A3,02/13/2022 MP,2200,1091A09C21,,R05BUB201,MINIBGA54A4,ICSI,BU054MF1002A,1091A09C21,,301.7539,268.0329,22-02-08 12:30
BB454,0,UTC1000S,IDLE,,,,,,ARK078EP1001B,,,22-02-08 07:47,,,,,,,,3000M,TA-A3,02/14/2022 MP,2200,,,R04RKAT03,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,,194.1381,172.4432,
BB455,0,UTC1000S,STOP,,,,,,ACD054TN1003A,,,22-02-08 07:15,22-02-08 07:15,,,,PLS,,,3000M,TA-A3,02/15/2022 MP,2200,,,R05CDBH04,TSOP2-54ME,ETRON,ACD054TN1003A,1091A07T21,,240.9403,214.0153,
BB456,0,UTC1000S,WAIT-REPAIR,R06ABB103,,2200,178NNAB002,GAA102922/LW/W63AH2NBVADE,AAB178NN2001A,994,5666,22-02-08 05:50,22-02-08 09:53:01,WINBOND,VFBGA178JEU,61374V50001,D1,132.7250,,3000M,TA-A3,02/16/2022 MP,2200,,,R05AWBJ20,TSOP1-48/48M,MXIC,AAW048TP1043B,1091A08T41,,132.725,117.893,22-02-08 09:53
BB457,0,UTC1000S,RUNNING,R05BUBN03,,2200,048MABU067,IS66WVE2M16EBLL-70BLI-AS{,ABU048MA7003A,6120,26529,22-02-08 05:38,22-02-09 00:35,ICSI,MINIBGA48J3U,BTG996000Y6,,322.8089,,3000M,TA-A3,02/17/2022 MP,2200,1091A07C21,,R05BUBN02,MINIBGA48J3U,ICSI,ABU048MA7003A,1091A07C21,,322.8089,286.735,22-02-09 00:35
BB458,0,UTC1000S,IDLE,,,,,,AAB096EL1003A,,,22-02-08 02:23,,,,,,,,3000M,TA-A3,02/18/2022 MP,2200,,,R06ABBE03,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,,243.0216,215.8639,
BB459,0,UTC1000S,WAIT-SETUP,,,,,,ACD054TN1003A,,,22-02-08 05:18,,,,,MC,,,3000M,TA-A3,02/19/2022 MP,2200,,,R80CMD201,FBGA-96UEA,ENG,ABU096EA4001A,1091A07C21,,240.9403,214.0153,
BB460,0,UTC1000S,RUNNING,R06MSC511,,2200,048TWMS063,M60A1WP1CMS3416,AMS048TW1053A,2160,26908,22-02-08 06:21,22-02-08 13:14,MTI,TSOP1-48AM,1027936.006,,313.3538,,3000M,TA-A8,02/20/2022 MP,2200,1091A07T41,,R06MSC504,TSOP1-48AM,MTI,AMS048TW1053A,1091A07T41,,313.3538,278.3365,22-02-08 13:14
BB461,0,UTC1000S,RUNNING,R05BUB901,,2200,054MFBU009,IS42S16160J-6BLI-AS,ABU054MF6001A,4440,27384,22-02-07 22:45,22-02-08 14:22,ICSI,MINIBGA54J4U,BTJ733000Y1,,284.3231,,3000M,TA-A4,02/21/2022 MP,2200,,,R04RKAX04,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,,284.3231,252.55,22-02-08 14:22
BB462,0,UTC1000S,RUNNING,R06MSC508,,2200,048TWMS063,M60A1WP1CMS3416,AMS048TW1053A,2160,26908,22-02-08 04:11,22-02-08 11:05,MTI,TSOP1-48AM,1027936.006,,313.3538,,3000M,TA-A4,02/22/2022 MP,2200,1091A07T41,,R06MSC510,TSOP1-48AM,MTI,AMS048TW1053A,1091A07T41,,313.3538,278.3365,22-02-08 11:05
BB463,0,UTC1000S,RUNNING,R06MSAP02,,2200,078EPMS003,Z32D1JC8CMS3712{S},AMS078EP1001A,5979,22116,22-02-08 04:16,22-02-09 02:03,MTI,FBGA-78UEP,592200K.00K,,274.5263,,3000M,TA-A4,02/23/2022 MP,2200,,,R05MSL902,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,,274.5263,243.8479,22-02-09 02:03
BB465,0,UTC1000S,WAIT-SETUP,,,,,,AAW048TP1024D,,,22-02-08 07:23,,,,,MC,,,3000M,TA-A4,02/24/2022 MP,2200,,,R05BUB620,MINIBGA165A3,ICSI,ABU165ML3013A,1091A10C41,,364.4237,323.6994,
BB466,0,UTC1000S,RUNNING,R06MSFK03,,2200,096EFMS006,Z32D1KD16CMS3713{ZDT-S},AMS096EF2001A,4905,20878,22-02-07 15:35,22-02-08 17:59,MTI,FBGA-96UEF,539411L.00L,,185.8141,,3000M,TA-A4,02/25/2022 MP,2200,1091A06T21,,R06MSA605,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,,185.8141,165.0494,22-02-08 17:59
BB467,0,UTC1000S,RUNNING,R06MSB402,,2200,078EPMS003,Z32D1JC8CMS3712{S},AMS078EP1001A,5960,22243,22-02-08 06:52,22-02-09 04:35,MTI,FBGA-78UEP,591408K.00K,,274.5263,,3000M,TA-A4,02/26/2022 MP,2200,1091A06T21,,R06MSB104,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,,274.5263,243.8479,22-02-09 04:35
BB468,0,UTC1000S,RUNNING,R05BUB207,,2200,054MFBU004,IS42S16800F-6BLI,BU054MF1002A,3875,44469,22-02-07 22:51,22-02-08 11:42,ICSI,MINIBGA54A4,BTJ383000Y2,,301.7539,,3000M,TA-A4,02/27/2022 MP,2200,1091A09C21,,R05BUB205,MINIBGA54A4,ICSI,BU054MF1002A,1091A09C21,,301.7539,268.0329,22-02-08 11:42
BB469,0,UTC1000S,WAIT-SETUP,,,,,,AMS048TW1065A,,,22-02-08 06:09,,,,,MC,,,3000M,TA-A4,02/28/2022 MP,2200,,,R04RKB304,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,,380.2036,337.7158,
BB470,0,UTC1000S,IDLE,,,,,,ABU165ML3013A,,,22-02-08 06:13,,,,,,,,1000M,TA-A4,,2200,,,R05BUB619,MINIBGA165A3,ICSI,ABU165ML3013A,1091A10C41,,210.9658,187.3904,
BB471,0,UTC1000S,RUNNING,R06MSA602,,2200,096EFMS006,Z32D1KD16CMS3713{ZDT-S},AMS096EF2001A,4793,21611,22-02-07 14:45,22-02-08 16:33,MTI,FBGA-96UEF,538761L.00L,,185.8141,,3000M,TA-A4,,2200,1091A06T21,,R05MSEU01,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,,185.8141,165.0494,22-02-08 16:33
BB472,0,UTC1000S,RUNNING,R06AWAF01,,2200,024MAAW045,6732O-24XD08RYI399{A},AAW024MA6022C,8401,20984,22-02-08 02:58,22-02-08 16:02,MXIC,MINIBGA24A4L,8J901800A1,,643.1842,,3000M,TA-A4,,2200,,,R06AWAE01,MINIBGA24A4L,MXIC,AAW024MA6022C,1091A07T41,,643.1842,571.3083,22-02-08 16:02
BB473,0,UTC1000S,RUNNING,R06MSCH17,,2200,048TWMS068,M69A1WP1CMS5653,AMS048TW1058A,2160,41334,22-02-08 02:54,22-02-08 09:07,MTI,TSOP1-48AM,1019936.006,,347.2018,,3000M,TA-A4,,2200,1091A07T41,,R06MSCH04,TSOP1-48AM,MTI,AMS048TW1058A,1091A07T41,,347.2018,308.402,22-02-08 09:07
BB474,0,UTC1000S,RUNNING,R05BUB617,,2200,165MLBU055,IS64LF12836A-7.5B3LA3-AS{,ABU165ML3013A,958,18787,22-02-08 00:10,22-02-08 04:42,ICSI,MINIBGA165A3,7ISW40047000Y,,210.9658,,3000M,TA-A4,,2200,1091A10C41,,R05BUB606,MINIBGA165A3,ICSI,ABU165ML3013A,1091A10C41,,210.9658,187.3904,22-02-08 04:42
BB475,0,UTC1000S,RUNNING,R06MSFI03,,2200,096EFMS006,Z32D1KD16CMS3713{ZDT-S},AMS096EF2001A,4937,21613,22-02-07 12:39,22-02-08 15:13,MTI,FBGA-96UEF,538709L.00L,,185.8141,,3000M,TA-A4,,2200,1091A06T21,,R05MSF901,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,,185.8141,165.0494,22-02-08 15:13
BB476,0,UTC1000S,RUNNING,R06MSC507,,2200,048TWMS063,M60A1WP1CMS3416,AMS048TW1053A,2160,26908,22-02-08 02:49,22-02-08 09:43,MTI,TSOP1-48AM,1027936.006,,313.3538,,3000M,TA-A4,,2200,1091A07T41,,R06MSC413,TSOP1-48AM,MTI,AMS048TW1053A,1091A07T41,,313.3538,278.3365,22-02-08 09:43
BB477,0,UTC1000S,RUNNING,R06MSA103,,2200,090NCMS008,T89M BQ1 6C5E90{A},AMS090NC4003A,4118,33433,22-02-08 01:17,22-02-08 21:36,MTI,VFBGA90K8L,0921866.006,,202.7351,,3000M,TA-A4,02/08/2022 MP,2200,,,R05MSFB08,VFBGA90K8L,MTI,AMS090NC4003A,1091A07T21,,202.7351,180.0794,22-02-08 21:36
BB478,0,UTC1000S,RUNNING,R06MSC506,,2200,048TWMS063,M60A1WP1CMS3416,AMS048TW1053A,2160,26908,22-02-08 02:32,22-02-08 09:25,MTI,TSOP1-48AM,1027936.006,,313.3538,,3000M,TA-A4,02/09/2022 MP,2200,1091A07T41,,R06MSC503,TSOP1-48AM,MTI,AMS048TW1053A,1091A07T41,,313.3538,278.3365,22-02-08 09:25
BB479,0,UTC1000S,RUNNING,R06MSB604,,2200,078EPMS003,Z32D1JC8CMS3712{S},AMS078EP1001A,4187,22187,22-02-08 05:25,22-02-08 20:42,MTI,FBGA-78UEP,590286K.00K,,274.5263,,3000M,TA-A4,02/10/2022 MP,2200,,,R05MSL402,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,,274.5263,243.8479,22-02-08 20:42
BB480,0,UTC1000S,RUNNING,R05CDBI01,,2200,054TNCD030,EDEV10FTS000-GC-6IG-DP-AB,ACD054TN1003A,2880,29371,22-02-07 21:25,22-02-08 09:23,ETRON,TSOP2-54ME,BTH356.18.1,,240.9403,,3000M,TA-A4,02/11/2022 MP,2200,1091A07T21,,R05CDBG10,TSOP2-54ME,ETRON,ACD054TN1003A,1091A07T21,,240.9403,214.0153,22-02-08 09:23
BB481,0,UTC1000S,RUNNING,R06AWAF02,,2200,024MAAW045,6732O-24XD08RYI399{A},AAW024MA6022C,8456,20984,22-02-07 19:17,22-02-08 08:26,MXIC,MINIBGA24A4L,8J901800A1,,643.1842,,3000M,TA-A5,02/12/2022 MP,2200,,,R06AWAC01,MINIBGA24A4L,MXIC,AAW024MA6022C,1091A07T41,,643.1842,571.3083,22-02-08 08:26
BB482,0,UTC1000S,RUNNING,R05BUBA01,,2200,024MABU002,IS67WVO8M8DBLL-133BLA2-AS,ABU024MA6002B,200,200,22-02-08 07:47,22-02-08 08:12,ICSI,MBGA24J3U,BSR194560Y1,,605.4434,,3000M,TA-A5,02/13/2022 MP,2200,,,R04RKAW04,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,,605.4434,537.7851,22-02-08 08:12
BB483,0,UTC1000S,RUNNING,R05MSF702,,2200,096EFMS006,Z32D1KD16CMS3713{ZDT-S},AMS096EF2001A,4629,9429,22-02-07 18:25,22-02-08 19:20,MTI,FBGA-96UEF,580416K.0FK,,185.8141,,2000M,TA-A5,02/14/2022 MP,2200,1091A06T21,,R06MSA504,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,,185.8141,165.0494,22-02-08 19:20
BB484,0,UTC1000S,RUNNING,R04RKB103,,2200,078EPRK003,Z32D-78ball{ARK-T},ARK078EP1001B,5975,25200,22-02-05 13:30,22-02-09 04:41,RK,FBGA-78UEP,JMC20211228,,194.1381,,3000M,TA-A5,02/15/2022 MP,2200,1091A06C21,P,R04RKAY04,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,,194.1381,172.4432,22-02-09 04:41
BB485,0,UTC1000S,RUNNING,R06MSEX02,,2200,096ECMS003,V89C JT1X16 C753EE{A},AMS096EC1002A,5600,35271,22-02-07 15:09,22-02-08 11:01,MTI,FBGA-96UEC,1018116.006,,281.9699,,3000M,TA-A5,02/16/2022 MP,2200,1091A06T41,,R06MSJ801,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,281.9699,250.4597,22-02-08 11:01
BB486,0,UTC1000S,IDLE,,,,,,AAB096EL1003A,,,22-02-08 01:51,,,,,,,,3000M,TA-A5,02/17/2022 MP,2200,,,R06ABBE07A,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,,243.0216,215.8639,
BB487,0,UTC1000S,IDLE,,,,,,ARK078EP1001B,,,22-02-08 07:58,,,,,,,,3000M,TA-A5,02/18/2022 MP,2200,,,R04RKAW04,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,,194.1381,172.4432,
