bom_id,ver,reg_date,item,oper,part_id,qty,tole,reason,supp,remark,
	XT345083  ,	 A,	2021/9/9 上午 12:00:00,	22,	3130,	SUBMATWNV492             ,	1000.000,	0.800,	,	          ,	Die4_30-T0NA00P108;12 150um;F310JB      ,
	XT345083  ,	 A,	2021/9/9 上午 12:00:00,	23,	3330,	SUBMATWNV494             ,	3000.000,	0.800,	一次上3顆 ,	          ,	Die5-7_30-T0NA00P108;12 70um;F76001     ,
	XT345083  ,	 A,	2021/9/9 上午 12:00:00,	24,	4130,	SUBMATWNV494             ,	4000.000,	0.800,	一次上4顆 ,	          ,	Die8-11_30-T0NA00P108;12 70um;F76001    ,
	XT345083  ,	 A,	2021/9/9 上午 12:00:00,	25,	2052,	SUBMATSNV367             ,	1000.000,	0.800,	SMT       ,	          ,	ANV345XTG002A                           ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	1,	2052,	1221C20016               ,	15000.000,	10.000,	          ,	          ,	,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	2,	2052,	1221I20012               ,	1000.000,	10.000,	          ,	          ,	,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	3,	2052,	1221I20011               ,	1000.000,	10.000,	          ,	          ,	,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	4,	2052,	1221R20064               ,	1000.000,	10.000,	          ,	          ,	,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	5,	2052,	1221R20005               ,	1000.000,	10.000,	          ,	          ,	,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	6,	2052,	1221R20006               ,	1000.000,	10.000,	          ,	          ,	,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	7,	2070,	121102141A               ,	1000.000,	0.900,	0.200     ,	          ,	OSP SBT                                 ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	8,	2430,	1011TR755A               ,	7.237,	0.600,	          ,	          ,	,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	9,	2070,	1071F76004               ,	0.824,	14.000,	0.412*2   ,	          ,	Die1-2_SPACER;12 65um                   ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	10,	2130,	1071F76004               ,	0.438,	14.000,	          ,	          ,	Die3_PS5019;12 65um                     ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	11,	3130,	1071F310JB               ,	1.412,	14.000,	          ,	          ,	Die4_Bics5;12 65um                      ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	12,	3330,	1071FHR900               ,	4.236,	14.000,	1.412*3   ,	          ,	Die5-7_Bics5;12 40um                    ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	13,	4130,	1071F76001               ,	1.412,	14.000,	          ,	          ,	Die8_Bics5;12 65um                      ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	14,	4330,	1071FHR900               ,	4.236,	14.000,	1.412*3   ,	          ,	Die9-11_Bics5;12 40um                   ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	15,	4530,	1071F76001               ,	1.412,	14.000,	          ,	          ,	Die12_Bics5;12 65um                     ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	16,	4730,	1071FHR900               ,	4.236,	14.000,	1.412*3   ,	          ,	Die13-15_Bics5;12 40um                  ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	17,	5130,	1071F76001               ,	1.412,	14.000,	          ,	          ,	Die16_Bics5;12 65um                     ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	18,	5330,	1071FHR900               ,	4.236,	14.000,	1.412*3   ,	          ,	Die17-19_Bics5;12 40um                  ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	19,	2200,	1091A07C41               ,	241.782,	0.150,	258       ,	          ,	0.7mil Au                               ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	20,	3200,	1091A07C41               ,	139.244,	0.150,	186       ,	          ,	0.7mil Au                               ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	21,	3400,	1091A07C41               ,	137.844,	0.150,	186       ,	          ,	0.7mil Au                               ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	22,	3600,	1091A07C41               ,	139.824,	0.150,	186       ,	          ,	0.7mil Au                               ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	23,	4200,	1091A07C41               ,	140.866,	0.150,	189       ,	          ,	0.7mil Au                               ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	24,	2300,	1081GE100C               ,	0.430,	4.000,	          ,	          ,	,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	25,	2052,	1101T70525               ,	8.680,	3.500,	          ,	          ,	,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	26,	2410,	1101L70528               ,	345.000,	3.000,	          ,	          ,	,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	27,	2070,	SUBMATWCM510             ,	2000.000,	0.800,	一次上2顆 ,	          ,	Die1-2_12402030DUMMY;12 65um;F76004     ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	28,	2130,	SUBMATWNV261             ,	1000.000,	0.800,	,	          ,	Die3_20-W5019CC102;12 65um;F76004       ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	29,	3130,	SUBMATWNV444             ,	1000.000,	0.800,	,	          ,	Die4_30-T0NA00P078;12 65um;F310JB       ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	30,	3330,	SUBMATWNV446             ,	3000.000,	0.800,	一次上3顆 ,	          ,	Die5-7_30-T0NA00P078;12 40um;FHR900     ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	31,	4130,	SUBMATWNV445             ,	1000.000,	0.800,	,	          ,	Die8_30-T0NA00P078;12 65um;F76001       ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	32,	4330,	SUBMATWNV446             ,	3000.000,	0.800,	一次上3顆 ,	          ,	Die9-11_30-T0NA00P078;12 40um;FHR900    ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	33,	4530,	SUBMATWNV445             ,	1000.000,	0.800,	,	          ,	Die12_30-T0NA00P078;12 65um;F76001      ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	34,	4730,	SUBMATWNV446             ,	3000.000,	0.800,	一次上3顆 ,	          ,	Die13-15_30-T0NA00P078;12 40um;FHR900   ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	35,	5130,	SUBMATWNV445             ,	1000.000,	0.800,	,	          ,	Die16_30-T0NA00P078;12 65um;F76001      ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	36,	5330,	SUBMATWNV446             ,	3000.000,	0.800,	一次上3顆 ,	          ,	Die17-19_30-T0NA00P078;12 40um;FHR900   ,
	XT345092  ,	 A,	2022/1/28 上午 12:00:00,	37,	2052,	SUBMATSNV393             ,	1000.000,	0.800,	SMT       ,	          ,	ANV345XTA010A                           ,
	RP036001  ,	 B,	2020/9/18 上午 12:00:00,	1,	2070,	121102123A               ,	1000.000,	0.900,	0.260     ,	          ,	W036M050501                             ,
	RP036001  ,	 B,	2020/9/18 上午 12:00:00,	2,	2430,	1011TR784A               ,	2.918,	0.600,	          ,	          ,	,
	RP036001  ,	 B,	2020/9/18 上午 12:00:00,	3,	2070,	1070P49004               ,	0.982,	15.000,	          ,	          ,	                                        ,
	RP036001  ,	 B,	2020/9/18 上午 12:00:00,	4,	2200,	1091A07T21               ,	53.318,	0.150,	42        ,	          ,	0.7mil Au;2N                            ,
	RP036001  ,	 B,	2020/9/18 上午 12:00:00,	5,	2300,	1081G77104               ,	0.054,	4.000,	          ,	          ,	,
	RP036001  ,	 B,	2020/9/18 上午 12:00:00,	6,	2410,	1101GA3545               ,	36.000,	3.000,	          ,	          ,	,
	IA000045  ,	 B,	2019/4/26 上午 12:00:00,	1,	2021,	1071FC86R3               ,	0.111,	14.000,	,	          ,	,
	IA000045  ,	 B,	2019/4/26 上午 12:00:00,	2,	3720,	1011CA245A               ,	0.016,	0.800,	,	          ,	,
	IA000143  ,	 A,	2020/12/28 上午 12:00:00,	1,	2021,	1071FC86R3               ,	0.139,	14.000,	,	          ,	,
	IA000143  ,	 A,	2020/12/28 上午 12:00:00,	2,	3720,	1011CA350A               ,	0.016,	0.800,	,	          ,	,
	IA000096  ,	 A,	2019/10/24 上午 12:00:00,	1,	2021,	1071FC86R3               ,	0.075,	14.000,	,	          ,	,
	IA000096  ,	 A,	2019/10/24 上午 12:00:00,	2,	3720,	1011CA301A               ,	0.008,	0.800,	          ,	          ,	,
	XV048001  ,	 C,	2018/10/30 上午 12:00:00,	1,	2070,	121100497A               ,	1000.000,	0.900,	0.210     ,	          ,	,
	XV048001  ,	 C,	2018/10/30 上午 12:00:00,	2,	2430,	1011TR084A               ,	3.161,	0.600,	,	          ,	,
	XV048001  ,	 C,	2018/10/30 上午 12:00:00,	3,	2070,	1071F76004               ,	0.252,	14.000,	,	          ,	,
	XV048001  ,	 C,	2018/10/30 上午 12:00:00,	4,	2130,	1071P550E1               ,	0.172,	15.000,	,	          ,	DA PE提供                               ,
	XV048001  ,	 C,	2018/10/30 上午 12:00:00,	5,	2200,	1091A07C41               ,	62.780,	0.150,	43        ,	          ,	,
	XV048001  ,	 C,	2018/10/30 上午 12:00:00,	6,	2300,	1081125007               ,	0.320,	4.000,	,	          ,	,
	XV048001  ,	 C,	2018/10/30 上午 12:00:00,	7,	2410,	1101L70535               ,	48.000,	3.000,	,	          ,	,
	XV048001  ,	 C,	2018/10/30 上午 12:00:00,	8,	2070,	SUBMATWVE016             ,	1000.000,	0.800,	,	          ,	DIE1:150;EM710CA;8  (晶粒)              ,
	XV048001  ,	 C,	2018/10/30 上午 12:00:00,	9,	2130,	SUBMATWVE017             ,	1000.000,	0.800,	鐵片      ,	          ,	DIE2鐵片:135;QMI550E ;8                 ,
	XJ024089  ,	 G,	2019/8/6 上午 12:00:00,	1,	2070,	121101766A               ,	1000.000,	0.900,	0.210     ,	          ,	,
	XJ024089  ,	 G,	2019/8/6 上午 12:00:00,	2,	2430,	1011TR076A               ,	2.292,	0.600,	          ,	          ,	,
	XJ024089  ,	 G,	2019/8/6 上午 12:00:00,	3,	2070,	1071F310JB               ,	0.445,	14.000,	          ,	          ,	DIE1-FMD/K257B0 12  50um                ,
	XJ024089  ,	 G,	2019/8/6 上午 12:00:00,	4,	2130,	1071F310JB               ,	0.445,	14.000,	          ,	          ,	DIE2-FMD/K257B0 12  50um                ,
	XJ024089  ,	 G,	2019/8/6 上午 12:00:00,	5,	3130,	1071F310JB               ,	0.445,	14.000,	          ,	          ,	DIE3-FMD/K257B0 12  50um                ,
	XJ024089  ,	 G,	2019/8/6 上午 12:00:00,	6,	3330,	1071F310JB               ,	0.445,	14.000,	          ,	          ,	DIE4-FMD/K257B0 12  50um                ,
	XJ024089  ,	 G,	2019/8/6 上午 12:00:00,	7,	2200,	1091A07T41               ,	23.832,	0.150,	18R       ,	          ,	0.7 mil Au(R)                           ,
	XJ024089  ,	 G,	2019/8/6 上午 12:00:00,	8,	3200,	1091A07T41               ,	26.546,	0.150,	19R       ,	          ,	0.7 mil Au(R)                           ,
	XJ024089  ,	 G,	2019/8/6 上午 12:00:00,	9,	3400,	1091A07T41               ,	36.500,	0.150,	20R       ,	          ,	0.7 mil Au(R)                           ,
	XJ024089  ,	 G,	2019/8/6 上午 12:00:00,	10,	3600,	1091A10T41               ,	36.800,	0.150,	19R       ,	          ,	1.0 mil Au(R)                           ,
	XJ024089  ,	 G,	2019/8/6 上午 12:00:00,	11,	2300,	1081G1250B               ,	0.099,	4.000,	          ,	          ,	,
	XJ024089  ,	 G,	2019/8/6 上午 12:00:00,	12,	2410,	1101L70540               ,	24.000,	3.000,	          ,	          ,	,
	XJ024089  ,	 G,	2019/8/6 上午 12:00:00,	13,	2070,	SUBMATWVG022             ,	1000.000,	0.800,	,	          ,	DIE1-FMD/K257B0 12  50um EM310JP        ,
	XJ024089  ,	 G,	2019/8/6 上午 12:00:00,	14,	2130,	SUBMATWVG022             ,	1000.000,	0.800,	,	          ,	DIE2-FMD/K257B0 12  50um EM310JP        ,
	XJ024089  ,	 G,	2019/8/6 上午 12:00:00,	15,	3130,	SUBMATWVG022             ,	1000.000,	0.800,	,	          ,	DIE3-FMD/K257B0 12  50um EM310JP        ,
	XJ024089  ,	 G,	2019/8/6 上午 12:00:00,	16,	3330,	SUBMATWVG022             ,	1000.000,	0.800,	,	          ,	DIE4-FMD/K257B0 12  50um EM310JP        ,
	EI096025  ,	 A,	2020/3/12 上午 12:00:00,	1,	2070,	121101963A               ,	1000.000,	0.600,	0.240     ,	          ,	,
	EI096025  ,	 A,	2020/3/12 上午 12:00:00,	2,	2070,	1071P62022               ,	2.948,	15.000,	          ,	          ,	,
	EI096025  ,	 A,	2020/3/12 上午 12:00:00,	3,	2200,	1091A07T21               ,	83.618,	0.150,	92        ,	          ,	0.7 mil Au                              ,
	EI096025  ,	 A,	2020/3/12 上午 12:00:00,	4,	2300,	108117HFU8               ,	0.222,	4.000,	          ,	          ,	,
	EI096025  ,	 A,	2020/3/12 上午 12:00:00,	5,	2410,	1101L70545               ,	96.000,	3.000,	          ,	          ,	,
	EI096025  ,	 A,	2020/3/12 上午 12:00:00,	6,	2430,	1011TR733A               ,	5.263,	0.600,	,	          ,	,
	EF096050  ,	 A,	2019/8/27 上午 12:00:00,	1,	2070,	121101819A               ,	1000.000,	0.600,	0.180     ,	          ,	,
	EF096050  ,	 A,	2019/8/27 上午 12:00:00,	2,	2430,	1011TR433A               ,	5.789,	0.600,	          ,	          ,	,
	EF096050  ,	 A,	2019/8/27 上午 12:00:00,	3,	2070,	1071P62022               ,	5.919,	7.000,	          ,	          ,	,
	EF096050  ,	 A,	2019/8/27 上午 12:00:00,	4,	2200,	1091A07T21               ,	76.350,	0.150,	104       ,	          ,	0.7 mil Au 2N                           ,
	EF096050  ,	 A,	2019/8/27 上午 12:00:00,	5,	2300,	10819240HB               ,	0.220,	4.000,	          ,	          ,	,
	EF096050  ,	 A,	2019/8/27 上午 12:00:00,	6,	2410,	1101G70545               ,	96.000,	3.000,	          ,	          ,	,
	NN178002  ,	 A,	2021/4/12 上午 12:00:00,	1,	2070,	121102176A               ,	1000.000,	0.900,	0.130     ,	          ,	W178N111101                             ,
	NN178002  ,	 A,	2021/4/12 上午 12:00:00,	2,	2430,	1011TR424B               ,	5.952,	0.600,	          ,	          ,	,
	NN178002  ,	 A,	2021/4/12 上午 12:00:00,	3,	2070,	1071F76004               ,	0.402,	14.000,	          ,	          ,	,
	NN178002  ,	 A,	2021/4/12 上午 12:00:00,	4,	2200,	1091A07T21               ,	102.792,	0.150,	128       ,	          ,	0.7mil Au (2N)                          ,
	NN178002  ,	 A,	2021/4/12 上午 12:00:00,	5,	2300,	1081760LB7               ,	0.255,	4.000,	          ,	          ,	,
	NN178002  ,	 A,	2021/4/12 上午 12:00:00,	6,	2410,	1101L70530               ,	178.000,	3.000,	          ,	          ,	,
	YQ008170  ,	 A,	2020/12/11 上午 12:00:00,	1,	2070,	120101061A               ,	1000.000,	3.400,	0.203     ,	          ,	,
	YQ008170  ,	 A,	2020/12/11 上午 12:00:00,	2,	2430,	1011TR011A               ,	2.344,	0.600,	          ,	          ,	,
	YQ008170  ,	 A,	2020/12/11 上午 12:00:00,	3,	2070,	1071F76004               ,	0.707,	14.000,	          ,	          ,	,
	YQ008170  ,	 A,	2020/12/11 上午 12:00:00,	4,	2200,	1091A07T21               ,	10.490,	0.150,	10        ,	          ,	0.7mil (Au;2N)                          ,
	YQ008170  ,	 A,	2020/12/11 上午 12:00:00,	5,	2300,	108192HF4A               ,	0.130,	4.000,	          ,	          ,	,
	YQ008170  ,	 A,	2020/12/11 上午 12:00:00,	6,	2410,	1231BAS00A               ,	0.070,	5.000,	          ,	          ,	,
	KE162023  ,	 G,	2020/7/13 上午 12:00:00,	1,	2070,	121101863A               ,	1000.000,	0.900,	0.210     ,	          ,	,
	KE162023  ,	 G,	2020/7/13 上午 12:00:00,	2,	2430,	1011TR556A               ,	5.357,	0.600,	          ,	          ,	,
	KE162023  ,	 G,	2020/7/13 上午 12:00:00,	3,	2070,	1071F76004               ,	0.480,	14.000,	          ,	          ,	Bot-12 ;80um;UBG056                     ,
	KE162023  ,	 G,	2020/7/13 上午 12:00:00,	4,	2130,	1071F310JB               ,	0.402,	14.000,	          ,	          ,	Top-12 ;80um;GAA102                     ,
	KE162023  ,	 G,	2020/7/13 上午 12:00:00,	5,	2200,	1091A07T21               ,	32.010,	0.150,	25        ,	          ,	0.7mil(2N;Au)                           ,
	KE162023  ,	 G,	2020/7/13 上午 12:00:00,	6,	3200,	1091A07T21               ,	304.570,	0.150,	127       ,	          ,	0.7mil(2N;Au)                           ,
	KE162023  ,	 G,	2020/7/13 上午 12:00:00,	7,	2300,	1081G1250B               ,	0.179,	4.000,	          ,	          ,	20200702004 變更                        ,
	KE162023  ,	 G,	2020/7/13 上午 12:00:00,	8,	2410,	1101G70530               ,	162.000,	3.000,	          ,	          ,	,
	KE162023  ,	 G,	2020/7/13 上午 12:00:00,	9,	2070,	SUBMATWAB183             ,	1000.000,	0.800,	,	          ,	Bot-12 EM7600C;80um;UBG056              ,
	KE162023  ,	 G,	2020/7/13 上午 12:00:00,	10,	2130,	SUBMATWAB184             ,	1000.000,	0.800,	,	          ,	Top-12 EM310JP;80um;GAA102              ,
	EM060004  ,	 B,	2021/10/12 上午 12:00:00,	1,	2070,	121102021B               ,	1000.000,	0.600,	0.180     ,	          ,	W060E080904                             ,
	EM060004  ,	 B,	2021/10/12 上午 12:00:00,	2,	2430,	1011TR656A               ,	4.261,	0.600,	          ,	          ,	,
	EM060004  ,	 B,	2021/10/12 上午 12:00:00,	3,	2070,	1071P62022               ,	3.895,	15.000,	          ,	          ,	,
	EM060004  ,	 B,	2021/10/12 上午 12:00:00,	4,	2200,	1091A07T21               ,	47.832,	0.150,	68        ,	          ,	0.7mil (Au;2N)                          ,
	EM060004  ,	 B,	2021/10/12 上午 12:00:00,	5,	2300,	10819240Z1               ,	0.158,	4.000,	          ,	          ,	,
	EM060004  ,	 B,	2021/10/12 上午 12:00:00,	6,	2410,	1101G70545               ,	60.000,	3.000,	          ,	          ,	,
	YQ008068  ,	 J,	2019/4/15 上午 12:00:00,	1,	2300,	108192HF4A               ,	0.130,	4.000,	,	          ,	                                        ,
	YQ008068  ,	 J,	2019/4/15 上午 12:00:00,	2,	2410,	1231BAS00A               ,	0.070,	5.000,	,	          ,	                                        ,
	YQ008068  ,	 J,	2019/4/15 上午 12:00:00,	3,	2430,	1011TR011A               ,	2.344,	0.600,	,	          ,	,
	YQ008068  ,	 J,	2019/4/15 上午 12:00:00,	4,	2070,	120100119A               ,	1000.000,	3.400,	0.203     ,	          ,	                                        ,
	YQ008068  ,	 J,	2019/4/15 上午 12:00:00,	5,	2200,	1091A07T21               ,	15.089,	0.150,	10 R      ,	          ,	2200 WB1站 0.7 AU 2N TANAKA             ,
	YQ008068  ,	 J,	2019/4/15 上午 12:00:00,	6,	3200,	1091A07T21               ,	13.800,	0.150,	10        ,	          ,	3200 WB2站 0.7 AU 2N TANAKA             ,
	YQ008068  ,	 J,	2019/4/15 上午 12:00:00,	7,	2070,	1071F310JB               ,	0.507,	14.000,	,	          ,	2070站BOT-105um UAG048GA1               ,
	YQ008068  ,	 J,	2019/4/15 上午 12:00:00,	8,	2130,	1071F310JB               ,	0.507,	14.000,	,	          ,	2130站TOP-105um UAG048GA2               ,
	YQ008068  ,	 J,	2019/4/15 上午 12:00:00,	9,	2070,	SUBMATWAB095             ,	1000.000,	0.800,	,	          ,	2070站BOT-105um UAG048GA1               ,
	YQ008068  ,	 J,	2019/4/15 上午 12:00:00,	10,	2130,	SUBMATWAB096             ,	1000.000,	0.800,	,	          ,	2130站TOP-105um UAG048GA2               ,
	CC084180  ,	 C,	2019/9/25 上午 12:00:00,	1,	2070,	121101788A               ,	1000.000,	0.600,	0.180     ,	          ,	,
	CC084180  ,	 C,	2019/9/25 上午 12:00:00,	2,	2430,	1011TR097A               ,	5.263,	0.600,	          ,	          ,	,
	CC084180  ,	 C,	2019/9/25 上午 12:00:00,	3,	2070,	1071P62022               ,	1.121,	15.000,	          ,	          ,	,
	CC084180  ,	 C,	2019/9/25 上午 12:00:00,	4,	2200,	1091A07T21               ,	50.700,	0.150,	73        ,	          ,	0.7 mil Au 2N                           ,
	CC084180  ,	 C,	2019/9/25 上午 12:00:00,	5,	2300,	10819240Z1               ,	0.220,	4.000,	          ,	          ,	,
	CC084180  ,	 C,	2019/9/25 上午 12:00:00,	6,	2410,	1101G70545               ,	84.000,	3.000,	          ,	          ,	,
	YQ008205  ,	 A,	2020/10/5 上午 12:00:00,	1,	2070,	120100129A               ,	1000.000,	3.400,	0.203     ,	          ,	,
	YQ008205  ,	 A,	2020/10/5 上午 12:00:00,	2,	2430,	1011TR011A               ,	2.344,	0.600,	          ,	          ,	,
	YQ008205  ,	 A,	2020/10/5 上午 12:00:00,	3,	2070,	1071P49002               ,	1.756,	15.000,	          ,	          ,	,
	YQ008205  ,	 A,	2020/10/5 上午 12:00:00,	4,	2200,	1091A07T21               ,	21.104,	0.150,	11        ,	          ,	0.7 mil Au 2N                           ,
	YQ008205  ,	 A,	2020/10/5 上午 12:00:00,	5,	2300,	108192HF42               ,	0.130,	4.000,	          ,	          ,	,
	YQ008205  ,	 A,	2020/10/5 上午 12:00:00,	6,	2410,	1231BAS00A               ,	0.070,	5.000,	          ,	          ,	,
	YQ008061  ,	 I,	2019/4/15 上午 12:00:00,	1,	2300,	108192HF4A               ,	0.130,	4.000,	,	          ,	                                        ,
	YQ008061  ,	 I,	2019/4/15 上午 12:00:00,	2,	2410,	1231BAS00A               ,	0.070,	5.000,	,	          ,	                                        ,
	YQ008061  ,	 I,	2019/4/15 上午 12:00:00,	3,	2430,	1011TR011A               ,	2.344,	0.600,	,	          ,	,
	YQ008061  ,	 I,	2019/4/15 上午 12:00:00,	4,	2070,	120100119A               ,	1000.000,	3.400,	0.203     ,	          ,	                                        ,
	YQ008061  ,	 I,	2019/4/15 上午 12:00:00,	5,	2200,	1091A07T21               ,	15.089,	0.150,	10 R      ,	          ,	2200 WB1站 0.7 AU 2N TANAKA             ,
	YQ008061  ,	 I,	2019/4/15 上午 12:00:00,	6,	3200,	1091A07T21               ,	13.800,	0.150,	10        ,	          ,	3200 WB2站 0.7 AU 2N TANAKA             ,
	YQ008061  ,	 I,	2019/4/15 上午 12:00:00,	7,	2070,	1071F310JB               ,	0.507,	14.000,	,	          ,	2070站BOT-105um UAG048MG1               ,
	YQ008061  ,	 I,	2019/4/15 上午 12:00:00,	8,	2130,	1071F310JB               ,	0.507,	14.000,	,	          ,	2130站TOP-105um UAG048MG2               ,
	YQ008061  ,	 I,	2019/4/15 上午 12:00:00,	9,	2070,	SUBMATWAB087             ,	1000.000,	0.800,	,	          ,	2070站BOT-105um UAG048MG1               ,
	YQ008061  ,	 I,	2019/4/15 上午 12:00:00,	10,	2130,	SUBMATWAB088             ,	1000.000,	0.800,	,	          ,	2130站TOP-105um UAG048MG2               ,
	YQ008050  ,	 F,	2019/4/15 上午 12:00:00,	1,	2300,	108192HF42               ,	0.130,	4.000,	,	          ,	                                        ,
	YQ008050  ,	 F,	2019/4/15 上午 12:00:00,	2,	2410,	1231BAS00A               ,	0.070,	5.000,	,	          ,	                                        ,
	YQ008050  ,	 F,	2019/4/15 上午 12:00:00,	3,	2430,	1011TR011A               ,	2.344,	0.600,	,	          ,	,
	YQ008050  ,	 F,	2019/4/15 上午 12:00:00,	4,	2070,	120100119A               ,	1000.000,	3.400,	0.203     ,	          ,	,
	YQ008050  ,	 F,	2019/4/15 上午 12:00:00,	5,	2200,	1091A07T21               ,	19.610,	0.150,	13 R      ,	          ,	0.7 AU 2N TANAKA                        ,
	YQ008050  ,	 F,	2019/4/15 上午 12:00:00,	6,	3200,	1091A07T21               ,	14.880,	0.150,	13 R      ,	          ,	0.7 AU 2N TANAKA                        ,
	YQ008050  ,	 F,	2019/4/15 上午 12:00:00,	7,	2070,	1071F76004               ,	0.337,	14.000,	,	          ,	2070站BOT-AAG046                        ,
	YQ008050  ,	 F,	2019/4/15 上午 12:00:00,	8,	2130,	1071F310JB               ,	0.337,	14.000,	,	          ,	2130站TOP-AAG046                        ,
	YQ008050  ,	 F,	2019/4/15 上午 12:00:00,	9,	2070,	SUBMATWAB033             ,	1000.000,	0.800,	,	          ,	2070站BOT-AAG046                        ,
	YQ008050  ,	 F,	2019/4/15 上午 12:00:00,	10,	2130,	SUBMATWAB034             ,	1000.000,	0.800,	,	          ,	2130站TOP-AAG046                        ,
	MA048147  ,	 A,	2020/9/28 上午 12:00:00,	1,	2070,	121101846A               ,	1000.000,	0.900,	0.260     ,	          ,	W048M0608D3                             ,
	MA048147  ,	 A,	2020/9/28 上午 12:00:00,	2,	2430,	1011TR005A               ,	2.292,	0.600,	          ,	          ,	,
	MA048147  ,	 A,	2020/9/28 上午 12:00:00,	3,	2070,	1071F76004               ,	0.108,	14.000,	          ,	          ,	,
	MA048147  ,	 A,	2020/9/28 上午 12:00:00,	4,	2200,	1091G08PA4               ,	92.108,	16.000,	47        ,	          ,	0.8mil Ag(98%)                          ,
	MA048147  ,	 A,	2020/9/28 上午 12:00:00,	5,	2300,	1081760LB5               ,	0.099,	4.000,	          ,	          ,	,
	MA048147  ,	 A,	2020/9/28 上午 12:00:00,	6,	2410,	1101G30540               ,	48.000,	3.000,	          ,	          ,	                                        ,
	YQ008114  ,	 A,	2018/8/6 上午 12:00:00,	1,	2070,	120100130A               ,	1000.000,	3.400,	0.203     ,	          ,	,
	YQ008114  ,	 A,	2018/8/6 上午 12:00:00,	2,	2430,	1011TR042A               ,	2.292,	0.600,	,	          ,	,
	YQ008114  ,	 A,	2018/8/6 上午 12:00:00,	3,	2070,	1071F76004               ,	0.407,	14.000,	,	          ,	,
	YQ008114  ,	 A,	2018/8/6 上午 12:00:00,	4,	2200,	1091G08PA4               ,	33.530,	16.000,	10        ,	          ,	0.8mil Ag(98%)                          ,
	YQ008114  ,	 A,	2018/8/6 上午 12:00:00,	5,	2300,	108192HF42               ,	0.130,	4.000,	,	          ,	,
	YQ008114  ,	 A,	2018/8/6 上午 12:00:00,	6,	2410,	1231BAS00A               ,	0.070,	5.000,	,	          ,	,
	TS054004  ,	 D,	2018/10/2 上午 12:00:00,	1,	2070,	1071P49001               ,	0.664,	15.000,	,	          ,	                                        ,
	TS054004  ,	 D,	2018/10/2 上午 12:00:00,	2,	2300,	1081G631C1               ,	0.720,	4.000,	,	          ,	,
	TS054004  ,	 D,	2018/10/2 上午 12:00:00,	3,	2410,	1231BAS00A               ,	0.070,	5.000,	,	          ,	,
	TS054004  ,	 D,	2018/10/2 上午 12:00:00,	4,	2430,	1011TR701A               ,	10.300,	0.600,	,	          ,	,
	TS054004  ,	 D,	2018/10/2 上午 12:00:00,	5,	2200,	1091G08PA1               ,	91.126,	16.000,	54        ,	          ,	PPMC AG0B 0.8mil 88% 銀線               ,
	TS054004  ,	 D,	2018/10/2 上午 12:00:00,	6,	2070,	120100597A               ,	1000.000,	0.400,	0.127     ,	          ,	,
	EL096009  ,	 G,	2019/12/16 上午 12:00:00,	1,	2070,	121101303A               ,	1000.000,	0.600,	0.240     ,	          ,	,
	EL096009  ,	 G,	2019/12/16 上午 12:00:00,	2,	2430,	1011TR698A               ,	5.556,	0.600,	,	          ,	20180727008換TRAY                       ,
	EL096009  ,	 G,	2019/12/16 上午 12:00:00,	3,	2070,	1071P62022               ,	1.668,	15.000,	,	          ,	,
