¦C¼Æ,pin_package,bd_id,product,da_out,da_act,wb_out,wb_act,cure_out,cure_act,
1,	QFN-32YB1A  ,	ABW032YB1004B       ,	032YBBW007               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
2,	FCDFN-08Y72D,	ANI008Y71001C       ,	008Y7NI007               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
3,	FCQFN-12Y32D,	ANI012Y32002D       ,	012Y3NI130               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
4,	FCQFN-16OF2D,	ANI016OF2003A       ,	016OFNI016               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
5,	QFN-20YU2D  ,	ANI020YU1001M       ,	020YUNI001               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
6,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI297               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
7,	QFN-20YU2D  ,	ANI020YU1002B       ,	020YUNI331               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
8,	STLGA08J4U  ,	ACD008DR1035A       ,	008DRCD043               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
9,	TSOP2-54ME  ,	ACD054TN1001A       ,	054TNCD021               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
10,	MINIBGA48A1 ,	BU048MA2009B        ,	048MABU018               ,	12.54,	0.00,	0.00,	0.00,	0.00,	4.80,
11,	FBGA-60U9(2),	ABU060C91003A       ,	060U9BU003               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
12,	FBGA-96LEA  ,	ABU096EA1001A       ,	096EABU001               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
13,	MINIBGA165A3,	ABU165ML3013A       ,	165MLBU055               ,	0.00,	0.00,	0.96,	0.00,	0.00,	0.00,
14,	TSOP1-48AM  ,	AMS048TW1048A       ,	048TWMS056               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
15,	FBGA-96UEC  ,	AMS096EC3001B       ,	096ECMS010               ,	0.00,	0.00,	221.34,	5.56,	0.00,	0.00,
16,	FBGA-78U9   ,	ALW078C93001A       ,	078U9LW012               ,	0.00,	0.00,	43.39,	6.72,	0.00,	0.00,
17,	MAT         ,	                    ,	0008WAW082               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
18,	uSD08AQV    ,	ANV0086A1042A       ,	0086ANV146               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
19,	uSD08AQV    ,	ANV0086A1058A       ,	0086ANV157               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
20,	STBGA132C4V ,	ANV132X2B031A       ,	132X2NV205               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
21,	STBGA153JAVT,	ANV153XT9070A       ,	153XTNV135               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
22,	DFN-08YQ2A  ,	AAB008YQ2001B       ,	008YQAB010               ,	84.46,	8.64,	30.24,	0.00,	0.00,	24.90,
23,	STDFN-08YQ2A,	AAB008YQ2004A       ,	008YQAB034               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
24,	STBGA24D6U  ,	AAB024XW3001A       ,	024XWAB002               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
25,	FBGA-84UC2H ,	AAB084CC9001A       ,	084UCAB027               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
26,	TSOP2-66CME ,	AYZ066TS1001A       ,	066TSYZ002               ,	76.80,	0.00,	20.20,	0.00,	0.00,	14.40,
27,	TSOP2-54ME  ,	ACS054TN1006A       ,	054TNCS002               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
28,	TSOP2-54CMES,	ACS054TS1012A       ,	054TSCS005               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
29,	MAT         ,	,	0008WPRT001              ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
30,	FCQFN-08OK2D,	ANI008OK2001A       ,	008OKNI002               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
31,	FCDFN-09YZ2A,	ANI009YZ1001A       ,	009YZNI001               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
32,	QFN-10YK2A  ,	ANI010YK3001A       ,	010YKNI054               ,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,
