,Unnamed: 0,bd_id_1,bd_id_2,end_time,entity,jobcode,lot_num_1,lot_num_2,number,start_time,start_time_trans,end_time_trans,CR,start_time_adj,end_time_adj
0,0,AOK048TV1029A,ACD084CC2003A,920.971031,BB211,"CWN,SC",R13OKL610,R14CDC601,BB211_2,800.971031,2022-04-04 21:25:58,2022-04-04 23:25:58,7673.63,2022-04-04 21:25:58,2022-04-04 23:25:58
1,1,ALW078C93001A,AAB162KE1006A,-381.0,BB215,MC,R14LWCC01,R14ABD101,BB215_1,-465.0,2022-04-04 00:20:00,2022-04-04 01:44:00,7578.29,2022-04-04 00:20:00,2022-04-04 01:44:00
2,2,AOK048TV1029A,ANV132X2C059A,84.0,BB219,MC,,R14NVPN02,BB219_1,0.0,2022-04-04 08:05:00,2022-04-04 09:29:00,7569.08,2022-04-04 08:05:00,2022-04-04 09:29:00
3,3,AOK048TV1029A,ANV132X2C059A,84.0,BB220,MC,,R14NVPN14,BB220_1,0.0,2022-04-04 08:05:00,2022-04-04 09:29:00,7569.08,2022-04-04 08:05:00,2022-04-04 09:29:00
4,4,ACD084CC2002A,ANV132X2C059A,504.0,BB224,MC,R14CDAL02,R14NVPN04,BB224_1,420.0,2022-04-04 15:05:00,2022-04-04 16:29:00,7569.08,2022-04-04 15:05:00,2022-04-04 16:29:00
5,5,ALW078C93001A,AAB162KE1006A,84.0,BB225,MC,,R14ABD102,BB225_1,0.0,2022-04-04 08:05:00,2022-04-04 09:29:00,7577.97,2022-04-04 08:05:00,2022-04-04 09:29:00
6,6,AOK048TV1029A,ACD084CC2003A,204.0,BB233,MC,R13OKL604,R14CDCA02,BB233_1,120.0,2022-04-04 10:05:00,2022-04-04 11:29:00,7570.79,2022-04-04 10:05:00,2022-04-04 11:29:00
7,7,ABU078EA1001A,AAB054TN1004A,84.0,BB460,MC,,R14ABQD05,BB460_1,0.0,2022-04-04 08:05:00,2022-04-04 09:29:00,,2022-04-04 08:05:00,2022-04-04 09:29:00
8,8,ABU165MC4001A,AUL054TN1003A,-7152.0,BB474,MC,R80CMJX01,R14ULA201,BB474_1,-7236.0,2022-03-30 07:29:00,2022-03-30 08:53:00,7570.8,2022-03-30 07:29:00,2022-03-30 08:53:00
9,9,AAB048TW2006A,CU048MA2012A,1006.005722,BB482,"CWN,SC",R14ABMU05,R14BUAV01,BB482_4,886.005722,2022-04-04 22:51:00,2022-04-05 00:51:00,7574.59,2022-04-04 22:51:00,2022-04-05 00:51:00
