arrival_time,bd_id,cust,end_time,entity,lot_number,oper,part_id,part_no,pin_pkg,process_time,prod_id,qty,start_time
15.000000,AMS078EN1001A,MTI,1072.746120,BB216,R14MSBU02,2200,1091A06T21,A0801CB1169,FBGA-78UEN,961.746120,078ENMS009,3580,111.000000
15.000000,ACD096EF2001B,ETRON,840.143530,BB218,R14CDAW05,2200,1091A07T41,A0801CB0889,FBGA-96UEF,825.143530,096EFCD001,3169,15.000000
15.000000,AAB096EL1017A,WINBOND,993.251597,BB441,R14ABC812,2200,1091A07T21,A0801CB1307,FBGA96UEL(2),944.251597,096ELAB047,2980,49.000000
15.000000,AMS078EN1002A,MTI,1075.738896,BB448,R14MSBA04,2200,1091A06T21,A0801CB1169,FBGA-78UEN,1004.738896,078ENMS007,3600,71.000000
15.000000,AAB024MA5014A,WINBOND,418.115908,BB465,R12ABJG08,2200,1091A07T21,A0801CB0373,MINIBGA24A2L,337.115908,024MAAB031,8625,81.000000
15.000000,AMS078C93001B,MTI,1984.406088,BB479,R14MSF104,2200,1091A06T21,A0801CB0823,FBGA-78U9,1926.406088,078U9MS017,6720,58.000000
15.000000,AMS078EN1006A,MTI,1177.196648,BB489,R14MSCN07,2200,1091A06T21,A0801CB1338,FBGA-78UEN,1162.196648,078ENMS018,3540,15.000000
15.000000,AAB024MAA005A,WINBOND,645.900644,BB498,R14ABMN01,2200,1091A07T21,A0801CB1057,MBGA24J3U,630.900644,024MAAB081,12092,15.000000
15.000000,AMS078EN1006A,MTI,1193.690916,BB500,R14MSCU02,2200,1091A06T21,A0801CB1338,FBGA-78UEN,1151.690916,078ENMS018,3508,42.000000
15.000000,AMS078EN1006A,MTI,1190.328813,BB502,R14MSCX07,2200,1091A06T21,A0801CB1338,FBGA-78UEN,1175.328813,078ENMS018,3580,15.000000
15.000000,AAB178NN2001A,WINBOND,175.469386,BB505,R14ABCE02,2200,1091A07T21,A0801CB1332,VFBGA178JEU,116.469386,178NNAB002,226,59.000000
15.000000,AMS078EN1006A,MTI,1311.328813,BB506,R14MSCX06,2200,1091A06T21,A0801CB1338,FBGA-78UEN,1175.328813,078ENMS018,3580,136.000000
15.000000,ABU048TP2005A,ISSI-VG,383.181050,BB509,R13VGDI01,2200,1091A08C21,A0801CB0874,TSOP1-48/48M,263.181050,048TPVG003,1811,120.000000
