ENTITY,SUM,MODEL,STATUS,LOT#,Pre-Lot,OPER,PRODUCT,PACKAGE ID,BOND ID,WIP,IC Q'ty,IN TIME,OUTPLAN,CUST,PIN_PKG,CLOT,JCODE,UPH,LAMILATION,REMARK1,AREA,PM,SETTING OPER,Lot Part Id,Lot Urgent Code,Last Wip Lot,Last Pin Package,Last Cust,Last bd id,Last Part ID,Unnamed: 31,G.UPH,N.UPH,wip_outplan_time
BB231,0,UTC3000,RUNNING,R08MSKJ04,,2200,096ECMS010,V00H TW1 X16 9FA552,AMS096EC3001B,3205,19923,22-02-15 23:10,22-02-16 10:55,MTI,FBGA-96UEC,235658B.01L,,273.6119,,3000M,TA-A21,02/24/2022 MP,2200,,,R07MSG803,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,273.6119,243.0358,22-02-16 10:55
BB232,0,UTC3000,RUNNING,R04NVCJ03,,2200,345XTNV086,SC7800490S-00000-00012{SS,ANV345XTB029A,520,2140,22-02-15 02:04,22-02-15 08:21,PHISON,STBGA345SBC,00R04NVCJ,,82.9764,,3000M,TA-A21,02/25/2022 MP,2200,1091A07C41,E,R03NVBN06,STBGA345NBC,PHISON,ANV345XTG001A,1091A07C41,,82.9764,73.7038,22-02-15 08:21
BB233,0,UTC3000,RUNNING,R07AWC522,,2200,048TPAW086,5468ANB-48TG000,AAW048TP1041B,720,34105,22-02-16 01:06,22-02-16 10:23,MXIC,TSOP1-48/M2,T1220149,,77.5263,,3000M,TA-A21,02/26/2022 MP,2200,1091A08T41,,R07AWAD44,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,,77.5263,68.8628,22-02-16 10:23
BB234,0,UTC3000,RUNNING,R07AWC523,,2200,048TPAW086,5468ANB-48TG000,AAW048TP1041B,720,34105,22-02-16 01:05,22-02-16 10:22,MXIC,TSOP1-48/M2,T1220149,,77.5263,,3000M,TA-A21,02/27/2022 MP,2200,1091A08T41,,R07AWC127,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,,77.5263,68.8628,22-02-16 10:22
BB235,0,UTC3000,IDLE,,,,,,AAW024XJ6010B,,,22-02-16 01:41,,,,,,,,3000M,TA-A21,02/28/2022 MP,3200,,,R07AWAL05,STBGA24A4L,MXIC,AAW024XJ6010B,1091A07T41,,342.7166,304.418,
BB441,0,UTC1000S,RUNNING,R07BUA404,,2200,086TABU026,IS42S32200L-6TL-AS,ABU086TA1007A,1600,11852,22-02-16 05:16,22-02-16 12:55,ICSI,TSOP2-86E,BTJ131000Y1,,208.9303,,3000M,TA-A3,,2200,1091A09C21,,R07BUA515,TSOP2-86E,ICSI,ABU086TA1007A,1091A09C21,,208.9303,185.5824,22-02-16 12:55
BB442,0,UTC1000S,RUNNING,R05ULA111,,2200,086TAUL006,KS-SCB33S512320AE,AUL086TA1003A,1600,34584,22-02-16 03:17,22-02-16 15:30,SCS,TSOP2-86E,BTG998T20,,130.9061,,3000M,TA-A3,,2200,1091A07C41,,R05ULA120,TSOP2-86E,SCS,AUL086TA1003A,1091A07C41,,130.9061,116.2774,22-02-16 15:30
BB443,0,UTC1000S,WAIT-SETUP,,,,,,AAB178NN2001A,,,22-02-16 03:11,,,,,SC,,,2000M,TA-A3,,2200,,,R07YZAY10,FBGA-96UEI,ZJP,AYZ096EI1002A,1091A07T21,,132.725,117.893,
BB444,0,UTC1000S,RUNNING,R07AWC805,,2200,052XYAW004,6110P-52XU10ITNW99,AAW052XY1002A,5708,29318,22-02-15 06:45,22-02-16 11:54,MXIC,STBGA52D4L,5L302300,,195.8040,,3000M,TA-A3,,2200,1091A07T41,4,R07AWBN03,STBGA52D4L,MXIC,AAW052XY1002A,1091A07T41,,195.804,173.9229,22-02-16 11:54
BB445,0,UTC1000S,RUNNING,R07NVF927,,2200,132X2NV192,30-P0QA0HPF89,ANV132X2C047A,1020,65854,22-02-15 22:42,22-02-16 06:06,PHISON,STBGA132G4VT,R07NVF9,,138.2621,,3000M,TA-A3,,2200,1091A07C41,4P,R07NVFE33,STBGA132G4VT,PHISON,ANV132X2C047A,1091A07C41,,138.2621,122.8113,22-02-16 06:06
BB446,0,UTC1000S,RUNNING,R07AWCX03,,2200,024MAAW045,6732O-24XD08RTI399{A},AAW024MA6022C,3405,20539,22-02-16 06:39,22-02-16 12:00,MXIC,MINIBGA24A4L,8J892900A1,,643.1842,,3000M,TA-A3,,2200,,,R07AWCW03,MINIBGA24A4L,MXIC,AAW024MA6022C,1091A07T41,,643.1842,571.3083,22-02-16 12:00
BB447,0,UTC1000S,IDLE,,,,,,ANV132X2C047A,,,22-02-16 07:44,,,,,,,,3000M,TA-A3,,2200,,,R07NVF944,STBGA132G4VT,PHISON,ANV132X2C047A,1091A07C41,,138.2621,122.8113,
BB448,0,UTC1000S,RUNNING,R07MSI903,,2200,096EFMS006,Z32D1KD16CMS3713{ZDT-S},AMS096EF2001A,4814,19670,22-02-16 04:26,22-02-17 06:21,MTI,FBGA-96UEF,540648L.00L,,185.8141,,1000M,TA-A3,,2200,,,R07MSHY05,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,,185.8141,165.0494,22-02-17 06:21
BB449,0,UTC1000S,WAIT-SETUP,,,,,,AAB066TN1003A,,,22-02-16 06:33,,,,,MC,,,3000M,TA-A3,,2200,,,R07MSFY02,TSOP1-48AM,MTI,AMS048TW1058A,1091A07T41,,293.3637,260.5803,
BB450,0,UTC1000S,RUNNING,R07ABFP01,,2200,054TNAB041,UAA084/LS/W9825G6KH-6,AAB054TN1005A,2880,6569,22-02-15 16:01,22-02-16 02:19,WINBOND,TSOP2-54ME,61453Q80052,,279.6886,,3000M,TA-A3,,2200,1091A07T21,,R07ABFP03,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,22-02-16 02:19
BB451,0,UTC1000S,IDLE,,,,,,AAB096EL1003A,,,22-02-15 07:14,,,,,,,,3000M,TA-A3,,2200,,,R07ABGB01,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,,243.0216,215.8639,
BB452,0,UTC1000S,IDLE,,,,,,AAW048TP1024D,,,22-02-16 07:50,,,,,,,,3000M,TA-A3,,2200,,,R07AWB523,TSOP1-48/48M,MXIC,AAW048TP1024D,1091A08T41,,364.4237,323.6994,
BB453,0,UTC1000S,RUNNING,R07ABFT11,,2200,054TNAB041,UAA084/LS/W9825G6KH-6,AAB054TN1005A,2880,77378,22-02-16 06:01,22-02-16 16:19,WINBOND,TSOP2-54ME,61296A700,,279.6886,,3000M,TA-A3,,2200,1091A07T21,,R07ABFR01,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,22-02-16 16:19
BB454,0,UTC1000S,RUNNING,R07NVFE45,,2200,132X2NV192,30-P0QA0HPF89,ANV132X2C047A,1160,57119,22-02-15 21:04,22-02-16 05:28,PHISON,STBGA132G4VT,R07NVFE,,138.2621,,3000M,TA-A3,,2200,1091A07C41,4P,R07NVFE03,STBGA132G4VT,PHISON,ANV132X2C047A,1091A07C41,,138.2621,122.8113,22-02-16 05:28
BB455,0,UTC1000S,RUNNING,R07BUAV02,,2200,078EABU001,IS43TR81024BL-125KBL-AS,ABU078EA1001A,2640,8427,22-02-15 22:09,22-02-16 06:56,ICSI,FBGA-78LEA,MRE392000Y1,,300.7119,,3000M,TA-A3,,2200,,,R07BUAT02,FBGA-78LEA,ICSI,ABU078EA1001A,1091A07C21,,300.7119,267.1074,22-02-16 06:56
BB456,0,UTC1000S,WAIT-SETUP,,,,,,AAW024MA6022C,,,22-02-16 02:48,,,,,SC,,,3000M,TA-A3,02/16/2022 MP,2200,,,R07AWAR01,STBGA52D4L,MXIC,AAW052XY1002A,1091A07T41,,643.1842,571.3083,
BB457,0,UTC1000S,RUNNING,R07ABFT15,,2200,054TNAB041,UAA084/LS/W9825G6KH-6,AAB054TN1005A,2880,77378,22-02-16 05:48,22-02-16 16:06,WINBOND,TSOP2-54ME,61296A700,,279.6886,,3000M,TA-A3,02/17/2022 MP,2200,1091A07T21,,R07ABFR05,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,22-02-16 16:06
BB458,0,UTC1000S,IDLE,,,,,,AAB096EL1003A,,,22-02-15 09:47,,,,,,,,3000M,TA-A3,02/18/2022 MP,2200,,,R07ABGD01,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,,243.0216,215.8639,
BB459,0,UTC1000S,WAIT-REPAIR,,,,,,ACD054TN1003A,,,22-02-14 16:36,,,,,MAL-X,,,3000M,TA-A3,02/19/2022 MP,2200,,,R05CDBJ04,TSOP2-54ME,ETRON,ACD054TN1003A,1091A07T21,,240.9403,214.0153,
BB460,0,UTC1000S,RUNNING,R05MSJ901,,2200,048TWMS087,M70A1WP1CMS2608{stamp LF},AMS048TW1046A,1562,1564,22-02-16 05:42,22-02-16 09:13,MTI,TSOP1-48AM,FQNTL3Q.5X,,447.2821,,3000M,TA-A8,02/20/2022 MP,2200,,,R05MSJ801,TSOP1-48AM,MTI,AMS048TW1046A,1091A07T41,,447.2821,397.2984,22-02-16 09:13
BB461,0,UTC1000S,RUNNING,R07BUAN04,,2200,054NOBU012,IS66WVC4M16EALL-7010BLI,ABU054NO2009A,4318,25841,22-02-15 22:47,22-02-16 11:56,ICSI,VFBGA54B4L,BTK451000Y7,,328.3382,,3000M,TA-A4,02/21/2022 MP,2200,,,R07BUAM06,VFBGA54B4L,ICSI,ABU054NO2009A,1091A07C21,,328.3382,291.6464,22-02-16 11:56
BB462,0,UTC1000S,WAIT-SETUP,,,,,,AAB066TN1003A,,,22-02-16 07:10,,,,,MC,,,3000M,TA-A4,02/22/2022 MP,2200,,,R07MSFY03,TSOP1-48AM,MTI,AMS048TW1058A,1091A07T41,,293.3637,260.5803,
BB463,0,UTC1000S,RUNNING,R07NVF951,,2200,132X2NV192,30-P0QA0HPF89,ANV132X2C047A,1096,65854,22-02-16 07:08,22-02-16 15:04,PHISON,STBGA132G4VT,R07NVF9,,138.2621,,3000M,TA-A4,02/23/2022 MP,2200,1091A07C41,4P,R07NVF918,STBGA132G4VT,PHISON,ANV132X2C047A,1091A07C41,,138.2621,122.8113,22-02-16 15:04
BB465,0,UTC1000S,RUNNING,R07AWB516,,2200,048TPAW056,6309G-48TBAJY1BJ98,AAW048TP1024D,2160,47595,22-02-16 04:20,22-02-16 10:15,MXIC,TSOP1-48/48M,8J731200A1,,364.4237,,3000M,TA-A4,02/24/2022 MP,2200,1091A08T41,,R07AWB505,TSOP1-48/48M,MXIC,AAW048TP1024D,1091A08T41,,364.4237,323.6994,22-02-16 10:15
BB466,0,UTC1000S,RUNNING,R07MSHU02,,2200,096EFMS006,Z32D1KD16CMS3713{ZDT-S},AMS096EF2001A,4902,21093,22-02-15 13:51,22-02-16 16:14,MTI,FBGA-96UEF,592332K.00K,,185.8141,,3000M,TA-A4,02/25/2022 MP,2200,,,R06MSGW04,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,,185.8141,165.0494,22-02-16 16:14
BB467,0,UTC1000S,RUNNING,R07NVF943,,2200,132X2NV192,30-P0QA0HPF89,ANV132X2C047A,1140,65854,22-02-15 23:48,22-02-16 08:03,PHISON,STBGA132G4VT,R07NVF9,,138.2621,,3000M,TA-A4,02/26/2022 MP,2200,1091A07C41,4P,R07NVFE01,STBGA132G4VT,PHISON,ANV132X2C047A,1091A07C41,,138.2621,122.8113,22-02-16 08:03
BB468,0,UTC1000S,RUNNING,R07AWCX02,,2200,024MAAW045,6732O-24XD08RTI399{A},AAW024MA6022C,8576,20539,22-02-16 05:36,22-02-16 18:57,MXIC,MINIBGA24A4L,8J892900A1,,643.1842,,3000M,TA-A4,02/27/2022 MP,2200,,,R07AWCW02,MINIBGA24A4L,MXIC,AAW024MA6022C,1091A07T41,,643.1842,571.3083,22-02-16 18:57
BB469,0,UTC1000S,WAIT-REPAIR,,,,,,AMS048TW1053A,,,22-02-14 17:48,,,,,MAL-X,,,3000M,TA-A4,02/28/2022 MP,2200,,,R07MSDG08,TSOP1-48AM,MTI,AMS048TW1053A,1091A07T41,,,,
BB470,0,UTC1000S,RUNNING,R07ABGY07,,2200,054NBAB001,MAA049/DI/W9812G6JB-6I,AB054NB2002A,3875,28862,22-02-15 18:06,22-02-16 03:41,WINBOND,VFBGA54B4,6141BG300ZZ,,404.4830,,1000M,TA-A4,,2200,,,R07ABGX02,VFBGA54B4,WINBOND,AB054NB2002A,1091A08T21,,404.483,359.282,22-02-16 03:41
BB471,0,UTC1000S,SETUP,,,,,,ABU048TG1002A,,,22-02-16 07:40,22-02-16 09:04,,,,MC,,,3000M,TA-A4,,2200,,,R07MSFX01,TSOP1-48AM,MTI,AMS048TW1058A,1091A07T41,,136.9061,121.6069,
BB472,0,UTC1000S,RUNNING,R07ABFT09,,2200,054TNAB041,UAA084/LS/W9825G6KH-6,AAB054TN1005A,2880,77378,22-02-15 20:48,22-02-16 07:06,WINBOND,TSOP2-54ME,61296A700,,279.6886,,3000M,TA-A4,,2200,1091A07T21,,R07ABFQ02,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,22-02-16 07:06
BB473,0,UTC1000S,RUNNING,R05AWAI09,,2200,024MAAW023,6727F-24XD08ITAB9W,AAW024MA6013C,8582,98171,22-02-16 06:23,22-02-16 12:46,MXIC,MINIBGA24A3L,8J827400,,1344.7122,,3000M,TA-A4,,2200,1091A07T41,4,R05AWAI01,MINIBGA24A3L,MXIC,AAW024MA6013C,1091A07T41,,1344.7122,1194.4406,22-02-16 12:46
BB474,0,UTC1000S,IDLE,,,,,,AYZ096EI1002A,,,22-02-15 18:11,,,,,,,,3000M,TA-A4,,2200,,,R07YZAP06,FBGA-96UEI,ZJP,AYZ096EI1002A,1091A07T21,,,,
BB475,0,UTC1000S,RUNNING,R07MSI102,,2200,096EFMS006,Z32D1KD16CMS3713{ZDT-S},AMS096EF2001A,4902,21000,22-02-15 07:01,22-02-16 09:24,MTI,FBGA-96UEF,592753K.00K,,185.8141,,3000M,TA-A4,,2200,,,R06MSGD03,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,,185.8141,165.0494,22-02-16 09:24
BB476,0,UTC1000S,RUNNING,R07AWB513,,2200,048TPAW056,6309G-48TBAJY1BJ98,AAW048TP1024D,2160,47595,22-02-16 06:08,22-02-16 12:03,MXIC,TSOP1-48/48M,8J731200A1,,364.4237,,3000M,TA-A4,,2200,1091A08T41,,R07AWB504,TSOP1-48/48M,MXIC,AAW048TP1024D,1091A08T41,,364.4237,323.6994,22-02-16 12:03
BB477,0,UTC1000S,RUNNING,R08MSKM01,,2200,060NRMS004,T89M DD1 6C5EE1,AMS060NR1003A,5652,34178,22-02-16 00:49,22-02-17 02:50,MTI,VFBGA60K8L,1000396.006,,217.1850,,3000M,TA-A4,,2200,,,R07MSIW01,VFBGA60K8L,MTI,AMS060NR1003A,1091A07T21,,217.185,192.9146,22-02-17 02:50
BB478,0,UTC1000S,RUNNING,R07AWB709,,2200,048TPAW056,6309G-48TBAJY1BJ98,AAW048TP1024D,2160,32736,22-02-16 07:26,22-02-16 13:21,MXIC,TSOP1-48/48M,8J731400A1,,364.4237,,3000M,TA-A4,,2200,1091A08T41,,R07AWB506,TSOP1-48/48M,MXIC,AAW048TP1024D,1091A08T41,,364.4237,323.6994,22-02-16 13:21
BB479,0,UTC1000S,IDLE,,,,,,ANV132X2C047A,,,22-02-16 07:43,,,,,,,,3000M,TA-A4,,2200,,,R07NVFE46,STBGA132G4VT,PHISON,ANV132X2C047A,1091A07C41,,138.2621,122.8113,
BB480,0,UTC1000S,RUNNING,R05BUBK02,,2200,048TGBU008,IS62WV102416BLL-25TLI-AS,ABU048TG1002A,2560,8906,22-02-16 07:24,22-02-17 02:06,ICSI,TSOP1-48/48,DS7630Y2,,136.9061,,3000M,TA-A4,,2200,1091A10C41,4,R07MSFW01,TSOP1-48AM,MTI,AMS048TW1058A,1091A07T41,,136.9061,121.6069,22-02-17 02:06
BB481,0,UTC1000S,RUNNING,R05ULA114,,2200,086TAUL006,KS-SCB33S512320AE,AUL086TA1003A,1599,34584,22-02-16 05:48,22-02-16 18:01,SCS,TSOP2-86E,BTG998T20,,130.9061,,3000M,TA-A5,,2200,1091A07C41,,R05ULA122,TSOP2-86E,SCS,AUL086TA1003A,1091A07C41,,130.9061,116.2774,22-02-16 18:01
BB482,0,UTC1000S,RUNNING,R07BUA403,,2200,086TABU026,IS42S32200L-6TL-AS,ABU086TA1007A,1600,11852,22-02-16 04:14,22-02-16 11:53,ICSI,TSOP2-86E,BTJ131000Y1,,208.9303,,3000M,TA-A5,,2200,1091A09C21,,R07BUA520,TSOP2-86E,ICSI,ABU086TA1007A,1091A09C21,,208.9303,185.5824,22-02-16 11:53
BB483,0,UTC1000S,RUNNING,R05ULA112,,2200,086TAUL006,KS-SCB33S512320AE,AUL086TA1003A,1599,34584,22-02-16 02:23,22-02-16 14:36,SCS,TSOP2-86E,BTG998T20,,130.9061,,2000M,TA-A5,,2200,1091A07C41,,R05ULA118,TSOP2-86E,SCS,AUL086TA1003A,1091A07C41,,130.9061,116.2774,22-02-16 14:36
BB484,0,UTC1000S,RUNNING,R07ABFT21,,2200,054TNAB041,UAA084/LS/W9825G6KH-6,AAB054TN1005A,2880,77378,22-02-16 06:33,22-02-16 16:51,WINBOND,TSOP2-54ME,61296A700,,279.6886,,3000M,TA-A5,,2200,1091A07T21,,R07ABFT03,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,22-02-16 16:51
BB485,0,UTC1000S,RUNNING,R07CDAK02,,2200,084UCCD006,EDCA17FWQCF0-NC-25H-DP-E1,ACD084CC2002A,5600,13684,22-02-14 23:13,22-02-15 16:18,ETRON,FBGA-84UC(2),BTG941.1A.1,,327.6504,,3000M,TA-A5,02/16/2022 MP,2200,,,R07ABAF09,FBGA-84UC2H,WINBOND,AAB084CC9001A,1091A07T21,,327.6504,291.0354,22-02-15 16:18
BB486,0,UTC1000S,IDLE,,,,,,AAB096EL1003A,,,22-02-15 14:06,,,,,,,,3000M,TA-A5,02/17/2022 MP,2200,,,R07ABGA01,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,,243.0216,215.8639,
BB487,0,UTC1000S,RUNNING,R07BUAZ03,,2200,078EABU001,IS43TR81024BL-125KBL-AS,ABU078EA1001A,2640,8266,22-02-15 23:36,22-02-16 08:23,ICSI,FBGA-78LEA,MRD259000Y1,,300.7119,,3000M,TA-A5,02/18/2022 MP,2200,1091A07C21,,R07BUAU02,FBGA-78LEA,ICSI,ABU078EA1001A,1091A07C21,,300.7119,267.1074,22-02-16 08:23
BB488,0,UTC1000S,RUNNING,R07BUB103,,2200,078EABU001,IS43TR81024BL-125KBL-AS,ABU078EA1001A,2640,8880,22-02-16 03:50,22-02-16 12:36,ICSI,FBGA-78LEA,MRD557000Y1,,300.7119,,3000M,TA-A5,02/19/2022 MP,2200,,,R07BUAU03,FBGA-78LEA,ICSI,ABU078EA1001A,1091A07C21,,300.7119,267.1074,22-02-16 12:36
