wlth_lot_number,wlth_equipment_id,START,END
R06MSJU03,BBD01,1644415135,1644415255
R05MSKK04,BBD02,1644276600,1644284252
R06MSAQ03,BBD02,1644370293,1644370413
R06MSJ202,BBD03,1644276600,1644309019
R07MSC101,BBD03,1644414829,1644414949
R06ABAR09,BBD09,1644390261,1644390381
R06MSEG07,BBD09,1644274697,1644274697
R06ABAF07,BBD10,1644276600,1644286063
R06ABAS08,BBD10,1644404901,1644405021
R06ABDG08,BBD11,1644268986,1644268986
R06ABDL01,BBD11,1644415967,1644416087
R05MSKI03,BBD12,1644269185,1644269185
R06MSBB01,BBD12,1644380523,1644380643
R06ABAR12,BBD13,1644376369,1644376489
R06ABDL14,BBD14,1644385643,1644385763
R06ABDG05,BBD15,1644261828,1644261828
R06ABDL09,BBD15,1644391805,1644391925
R06ABDK05,BBD16,1644380629,1644380749
R06MSBS09,BBD16,1644273043,1644273043
R05MSKJ04,BBD17,1644257550,1644257550
R05NVD603,BBD17,1644422331,1644422451
R05MSKQ03,BBD20,1644276600,1644327116
R06MSBK01,BBD20,1644327344,1644363000
R05MSKJ03,BBD21,1644271339,1644271339
R06MSF902,BBD21,1644346547,1644363000
R06ABDI01,BBD22,1644378824,1644378944
R06MSBN07,BBD22,1644276600,1644299698
R06BWC422,BBD23,1644385057,1644385177
R06MSBZ09,BBD23,1644276600,1644288034
R06MSJ506,BBD24,1644276600,1644294996
R06MSJX05,BBD24,1644400948,1644401068
R06MSJ602,BBD35,1644276600,1644296350
R06MSJX06,BBD35,1644392982,1644393102
R06ABAK03,BBD36,1644410284,1644410404
R06MSEG06,BBD37,1644276600,1644287314
R07MSAI08,BBD37,1644412544,1644412664
R06MSBX05,BBD38,1644276600,1644294551
R07MSAG06,BBD38,1644364382,1644364502
R06ABAF03,BBD39,1644255392,1644255392
R06ABAR08,BBD39,1644387352,1644387472
R06MSBE03,BBD40,1644276600,1644337797
R06ABAH11,BBD41,1644276600,1644284888
R06ABAR07,BBD41,1644383377,1644383497
R06ABAF11,BBD42,1644276600,1644283359
R06ABAR03,BBD42,1644385415,1644385535
R05ABEM01,BBD43,1644413856,1644413976
R06MSBN08,BBD43,1644270477,1644270477
R06ABDI07,BBD44,1644414092,1644414212
R06MSBX08,BBD44,1644276600,1644287411
R06ABDK08,BBD48,1644388790,1644388910
R06MSDS01,BBD48,1644266247,1644266247
R05ABGM03,BBD49,1644253885,1644253885
R06ABDL03,BBD49,1644386046,1644386166
R05ABGM16,BBD50,1644272462,1644272462
R06ABDK07,BBD50,1644392252,1644392372
R06MSAJ03,BBD51,1644276600,1644338491
R06MSFE03,BBD51,1644338607,1644363000
R06ABDK11,BBD52,1644374823,1644374943
R06MSBX07,BBD52,1644270233,1644270233
R05BWCE04,BBD53,1644276600,1644292971
R05BWCE08,BBD53,1644352123,1644363000
R05NVD113,BBD54,1644393454,1644393574
R06MSEC03,BBD54,1644276600,1644326824
R06ABDG06,BBD55,1644276600,1644290594
R06ABDL13,BBD55,1644407774,1644407894
R06ABDK16,BBD56,1644386893,1644387013
R06ABDJ09,BBD57,1644270566,1644270566
R06ABDK03,BBD57,1644372755,1644372875
R05NVD119,BBD58,1644408210,1644408330
R06MSDF03,BBD58,1644250719,1644250719
R06ABAH03,BBD59,1644276600,1644281871
R06ABAS05,BBD59,1644420363,1644420483
R06ABAS07,BBD60,1644402451,1644402571
R06MSEC01,BBD60,1644276600,1644310291
R05BWC901,BBD61,1644369741,1644369861
R06MSEG03,BBD61,1644276600,1644301916
R06ABAH01,BBD62,1644276600,1644282585
R06ABAS06,BBD62,1644421318,1644421438
R05BWC905,BBD63,1644374451,1644374571
R06MSDM03,BBD63,1644276600,1644284762
R05MSL802,BBD64,1644276600,1644329086
R05NVD604,BBD64,1644421459,1644421579
R06MSJ903,BBD65,1644276600,1644294795
R06MSJU04,BBD65,1644409400,1644409520
R06BWC409,BBD66,1644383003,1644383123
R06MSC201,BBD66,1644276600,1644283798
R06MSEG05,BBD67,1644276600,1644289378
R07MSB403,BBD67,1644416562,1644416682
R06ABBI06,BBD81,1644390158,1644390278
R06MSDF05,BBD81,1644256765,1644256765
R06MSFN01,BBH08,1644276600,1644333980
R06MSGA04,BBH08,1644334088,1644363000
R06MSFI05,BBH09,1644272263,1644272263
R06MSG901,BBH09,1644397687,1644397807
R06MSF704,BBH10,1644276600,1644306461
R06MSGG04,BBH10,1644411544,1644411664
R06MSAQ01,BBH11,1644313431,1644363000
R06MSBC02,BBH11,1644276600,1644313367
R04OKB213,BBH12,1644276600,1644290857
R05OKD101,BBH12,1644360074,1644363000
R06MSJ905,BBH13,1644276600,1644300962
R06MSJF04,BBH13,1644355497,1644363000
R06MSBH03,BBH14,1644276600,1644303454
R04RKB405,BBH15,1644273549,1644273549
R06MSEK01,BBH15,1644355905,1644363000
R06ABBM12,BBH16,1644355218,1644363000
R06AWAP01,BBH17,1644276600,1644312818
R06AWAR12,BBH17,1644397973,1644398093
R06MSF505,BBH18,1644251874,1644251874
R06MSGE03,BBH18,1644387600,1644387720
R04OKB212,BBH19,1644258839,1644258839
R05OKD105,BBH19,1644419099,1644419219
R05MSEW01,BBH20,1644256480,1644256480
R06MSFF01,BBH20,1644256820,1644363000
R05MSKW04,BBH21,1644257089,1644257089
R06MSEL01,BBH21,1644352947,1644363000
R06MSC207,BBH22,1644276600,1644290138
R07MSAE08,BBH22,1644375989,1644376109
R05ABDZ09,BBH23,1644271688,1644271688
R06MSC204,BBH24,1644274279,1644274279
R07MSAP06,BBH24,1644376246,1644376366
R06ABBP04,BBH25,1644276600,1644293522
R06AWAP09,BBH26,1644274518,1644274518
R06AWAR01,BBH26,1644403724,1644403844
R05OKC208,BBH27,1644257905,1644257905
R05OKD114,BBH27,1644410422,1644410542
R06MSFG01,BBH28,1644276600,1644312370
R06MSFT02,BBH28,1644312482,1644363000
R06MSF603,BBH29,1644276600,1644353146
R06MSGF04,BBH29,1644376768,1644376888
R06MSC206,BBH30,1644276600,1644281997
R07MSAM07,BBH30,1644390527,1644390647
R06MSBN09,BBH31,1644259792,1644259792
R07MSAF05,BBH31,1644409628,1644409748
R05MSJW04,BBH32,1644276600,1644279302
R06MSFD01,BBH32,1644337955,1644363000
R06MSEH03,BBH33,1644276600,1644300011
R07MSAP03,BBH33,1644376484,1644376604
R05MSKW02,BBH34,1644276600,1644308268
R06MSFB03,BBH34,1644308344,1644363000
R06MSED03,BBH35,1644276600,1644299890
R07MSAE07,BBH35,1644374717,1644374837
R06MSBQ02,BBH36,1644268495,1644268495
R07MSAQ07,BBH36,1644405454,1644405574
R05MSL302,BBH37,1644276600,1644324965
R06MSB702,BBH37,1644325860,1644363000
R06MSJ501,BBH38,1644259097,1644259097
R07MSA202,BBH38,1644359627,1644363000
R06MSJ808,BBH39,1644274907,1644274907
R06MSJF02,BBH39,1644362554,1644363000
R05MSEW02,BBH40,1644268783,1644268783
R06MSG902,BBH40,1644405157,1644405277
R06MSFF02,BBH41,1644276600,1644359727
R06MSGM02,BBH41,1644405677,1644405797
R04OKB215,BBH42,1644251854,1644251854
R05OKD102,BBH42,1644390193,1644390313
R06MSF605,BBH43,1644276600,1644326933
R06MSFR02,BBH43,1644339531,1644363000
R06MSJA03,BBH44,1644276600,1644326395
R06MSJW01,BBH44,1644364988,1644365108
R04RKAN02,BBH45,1644251800,1644251800
R06MSF601,BBH46,1644266139,1644266139
R06MSF703,BBH46,1644360445,1644363000
R06MSJ806,BBH47,1644276600,1644288495
R06MSJW05,BBH47,1644372841,1644372961
R06MSDQ01,BBH48,1644276600,1644288419
R07MSAN04,BBH48,1644375093,1644375213
R04OKB214,BBH49,1644257949,1644257949
R05OKD110,BBH49,1644404368,1644404488
R06MSJ805,BBH50,1644276600,1644287998
R06MSJE05,BBH50,1644402678,1644402798
R06MSJA02,BBH51,1644276600,1644321847
R07MSAL04,BBH52,1644374949,1644375069
R06MSF602,BBH53,1644276600,1644382632
R06MSFT01,BBH53,1644382763,1644382883
R04RKAV03,BBH54,1644250755,1644250755
R04RKB202,BBH55,1644276600,1644324337
R06MSJ203,BBH56,1644273784,1644273784
R06MSJL03,BBH56,1644377938,1644378058
R07MSAF09,BBH57,1644388234,1644388354
R05MSFJ06,BBH58,1644252813,1644252813
R06MSJL01,BBH58,1644352193,1644363000
R06MSA301,BBH59,1644271977,1644271977
R06MSJ904,BBH60,1644276600,1644343272
R06MSJH07,BBH60,1644343362,1644363000
R05MSAK04,BBH61,1644271178,1644271178
R06MSFS05,BBH61,1644392566,1644392686
R05MSF903,BBH62,1644256021,1644256021
R06MSFR03,BBH62,1644386404,1644386524
R05OKC211,BBH63,1644276600,1644289515
R05OKD111,BBH63,1644414116,1644414236
R06MSJ902,BBH64,1644276600,1644330334
R07MSAS07,BBH65,1644403318,1644403438
R06MSB303,BBH66,1644276600,1644344746
R06MSEI01,BBH66,1644344971,1644363000
R06MSH606,BBH67,1644361625,1644363000
R05ABCM01,BBH68,1644276600,1644282967
R05ABDZ06,BBH69,1644255279,1644255279
R05MSHK01,BBH70,1644276600,1644287656
R07MSAN05,BBH70,1644403150,1644403270
R05ABDZ12,BBH96,1644369041,1644369161
R06MSJ505,BBH96,1644276600,1644322056
R06MSJV07,BBH97,1644333250,1644363000
R06MSA503,BBH98,1644265616,1644265616
R06MSF601,BBH98,1644266139,1644363000
R06MSJA07,BBH99,1644276600,1644304332
R06MSJX03,BBH99,1644384915,1644385035
R05HQCG03,BBJ01,1644410315,1644410435
R05HQD801,BBJ01,1644276600,1644289003
R05ASFB17,BBJ02,1644253810,1644253810
R05ASFF14,BBJ02,1644415285,1644415405
R06MSJ901,BBK27,1644276600,1644300801
R06MSJW06,BBK27,1644386826,1644386946
R06MSF504,BBK28,1644276600,1644356331
R06MSFJ04,BBK28,1644356430,1644363000
R05OKC210,BBK29,1644267598,1644267598
R05OKD115,BBK29,1644418006,1644418126
R06MSE702,BBK30,1644276600,1644285974
R06MSHA04,BBK30,1644377986,1644378106
R06MSEZ07,BBK31,1644276600,1644313087
R06MSH906,BBK31,1644389068,1644389188
R06MSG605,BBK32,1644276600,1644303614
R06MSHB02,BBK32,1644389242,1644389362
R06MSE906,BBK33,1644271194,1644271194
R07MSAB06,BBK33,1644403145,1644403265
R06MSE705,BBK34,1644267236,1644267236
R06MSF207,BBK34,1644342765,1644363000
R06MSE405,BBK35,1644267466,1644267466
R06MSH807,BBK35,1644349020,1644363000
R06MSE407,BBK36,1644276600,1644277336
R06MSH103,BBK36,1644368439,1644368559
R06MSEY02,BBK37,1644276600,1644303044
R06MSE704,BBK38,1644262021,1644262021
R05MSKM02,BBK39,1644276600,1644313293
R05MSKM04,BBK40,1644276600,1644289532
R06MSAR02,BBK40,1644388876,1644388996
R06MSE402,BBK41,1644271685,1644271685
R06MSF303,BBK41,1644349239,1644363000
R06MSEW06,BBK42,1644276600,1644323632
R06MSG103,BBK43,1644276600,1644331727
R06MSH401,BBK43,1644331786,1644363000
R06MSEW04,BBK44,1644276600,1644324259
R07MSAL09,BBK45,1644411326,1644411446
R06MSC105,BBK46,1644267033,1644267033
R07MSAP01,BBK46,1644357950,1644363000
R07MSAN08,BBK47,1644410922,1644411042
R06MSBS05,BBK48,1644257986,1644257986
R07MSAC08,BBK48,1644414805,1644414925
R07MSAC09,BBK49,1644415698,1644415818
R06ABAF05,BBL01,1644252550,1644252550
R06ABAR06,BBL01,1644387165,1644387285
R06MSJA08,BBL02,1644262831,1644262831
R07MSC202,BBL02,1644417340,1644417460
R06ABDH12,BBL03,1644276600,1644300946
R06ABDK09,BBL03,1644376848,1644376968
R06ABAF10,BBL04,1644276600,1644288864
R06ABAR04,BBL04,1644402695,1644402815
R06ABDG07,BBL05,1644269862,1644269862
R06ABDI08,BBL05,1644416407,1644416527
R06ABBI03,BBL16,1644254018,1644254018
R06ABE501,BBL16,1644419258,1644419378
R06ABAF08,BBL17,1644276600,1644296149
R06ABAR01,BBL17,1644397060,1644397180
R05BWCE07,BBL18,1644276600,1644299859
R05BWCE15,BBL18,1644378594,1644378714
R06ABDK14,BBL19,1644380745,1644380865
R06MSBX09,BBL19,1644270804,1644270804
R06ABBI05,BBL20,1644276600,1644287612
R06ABDS01,BBL20,1644388554,1644388674
R06MSC108,BBL21,1644276600,1644292530
R07MSAH09,BBL21,1644421067,1644421187
R06ABAF06,BBL22,1644276600,1644290004
R06ABAS09,BBL22,1644415744,1644415864
R05MSHK06,BBM01,1644254736,1644254736
R07MSAL05,BBM01,1644375316,1644375436
R07MSAE06,BBM02,1644356921,1644363000
R06MSBS02,BBM03,1644276600,1644290684
R07MSAI05,BBM03,1644388157,1644388277
R06MSBS08,BBM04,1644268352,1644268352
R06MSDF06,BBM05,1644276600,1644295310
R06MSDQ02,BBM07,1644272118,1644272118
R04HQBA12,BBR01,1644401878,1644401998
R05HQCD07,BBR01,1644274846,1644274846
R05NIJ412,BBR02,1644258761,1644258761
R05NIJU09,BBR02,1644408113,1644408233
R05NVDL47,BBR03,1644264930,1644264930
R05ABF116,BBR04,1644276600,1644278974
R05ABJM18,BBR04,1644405636,1644405756
R03NVBL02,BBR05,1644269492,1644269492
R05NVD442,BBR05,1644390755,1644390875
R05NVD907,BBR06,1644400253,1644400373
R05NVDL57,BBR06,1644254724,1644254724
R05NIJA02,BBR07,1644271537,1644271537
R05NIJU06,BBR07,1644419754,1644419874
R05NVDA39,BBR08,1644400013,1644400133
R05NVDL02,BBR08,1644262559,1644262559
R05NVD416,BBR09,1644389154,1644389274
R05NVDT16,BBR09,1644276600,1644284510
R06ABDK02,BBR10,1644389404,1644389524
R05NVD948,BBR11,1644412480,1644412600
R05NVDL28,BBR11,1644270315,1644270315
R05NVD408,BBR12,1644361631,1644363000
R05NVDJ59,BBR12,1644252858,1644252858
R06ABDK06,BBR13,1644416487,1644416607
R05NVD434,BBR14,1644371307,1644371427
R05NVDT15,BBR14,1644276600,1644281413
R05NVD612,BBR15,1644394399,1644394519
R05NVDL57B,BBR15,1644251490,1644251490
R07MSAF06,BBR22,1644357711,1644363000
R05SSB332,BBR24,1644276600,1644416502
R05SSB508,BBR24,1644416729,1644416849
R06ABBP10,BBR25,1644404713,1644404833
R05MSL203,BBR26,1644276600,1644326154
R06MSAP01,BBR26,1644327221,1644363000
R06MSB501,BBR27,1644357226,1644363000
R06MSBG02,BBR27,1644276600,1644357104
R06ABBM14,BBR28,1644385103,1644385223
R06MSDQ03,BBR29,1644272886,1644272886
R07MSAB07,BBR29,1644413793,1644413913
R05NVDS28,BBR30,1644276600,1644344181
R05NVDT29,BBR30,1644346572,1644363000
R05NVDS34,BBR32,1644415802,1644415922
R05NVDS09,BBR33,1644276600,1644382419
R05NVDU08,BBR33,1644394196,1644394316
R05NVDS17,BBR34,1644403708,1644403828
R05NVDU13,BBR34,1644276600,1644301463
R05MSL501,BBR35,1644276600,1644345263
R06MSB602,BBR35,1644345370,1644363000
R06MSB601,BBR36,1644276600,1644360676
R06MSFD03,BBR36,1644360881,1644363000
R06ABBM11,BBR37,1644381434,1644381554
R05LWAV01,BBR38,1644276600,1644316646
R05LWAZ03,BBR38,1644316784,1644363000
R04RKAV03,BBR39,1644250755,1644363000
R05LWAU03,BBR40,1644276600,1644278554
R07LWA401,BBR40,1644416093,1644416213
R06MSAN02,BBR41,1644366585,1644366705
R06MSB401,BBR41,1644272978,1644272978
R05SSB330,BBR42,1644276600,1644299225
R05SSB235,BBR43,1644276600,1644281176
R06ABBP11,BBR44,1644359031,1644363000
R05MSKW03,BBR45,1644276600,1644282317
R05SSB233,BBR46,1644276600,1644281846
R05SSB326,BBR46,1644340692,1644363000
R05LWAS03,BBR47,1644273951,1644273951
R07LWD301,BBR47,1644415262,1644415382
R06MSBS07,BBR48,1644276600,1644286674
R07MSAE05,BBR48,1644359549,1644363000
R05SSB321,BBR49,1644276600,1644317241
R05SSB507,BBR49,1644317319,1644363000
R05SSB237,BBR50,1644271365,1644271365
R05SSB509,BBR50,1644420937,1644421057
R05NVDL11,BBR51,1644266790,1644266790
R05NVDK28,BBR52,1644265195,1644265195
R06MSBA03,BBR52,1644370147,1644370267
R05NVDL10,BBR53,1644260583,1644260583
R07MSBE01,BBR53,1644409845,1644409965
R05NVDL19,BBR54,1644266566,1644266566
R07MSBI01,BBR54,1644375219,1644375339
R06MSAZ01,BBR55,1644276600,1644304817
R06MSB701,BBR55,1644308753,1644363000
R06ABBP03,BBR57,1644394700,1644394820
R05LWAS02,BBR58,1644276600,1644277322
R05LWB102,BBR58,1644362171,1644363000
R05NVDL31,BBR59,1644274293,1644274293
R06ABBM09,BBR59,1644330928,1644363000
R05NVDL14,BBR60,1644268020,1644268020
R06ABBP09,BBR60,1644371277,1644371397
R05MSKW01,BBR61,1644265087,1644265087
R06MSAN04,BBR61,1644358205,1644363000
R06MSB102,BBR62,1644275351,1644275351
R06MSB902,BBR62,1644371534,1644371654
R05NVDL13,BBR63,1644267504,1644267504
R06MSJ103,BBR63,1644384298,1644384418
R06ABBM27,BBR64,1644401787,1644401907
R05NVDL27,BBR65,1644263196,1644263196
R06MSFB01,BBR65,1644388586,1644388706
R05NVDL15,BBR66,1644266520,1644266520
R07MSBH02,BBR66,1644400395,1644400515
R05MSL202,BBR67,1644276600,1644306796
R06MSEI03,BBR67,1644308875,1644363000
R05NVDK31,BBR68,1644276374,1644276374
R06ABBM07,BBR68,1644325830,1644363000
R05NVDK29,BBR69,1644251538,1644251538
R06MSDK02,BBR70,1644276600,1644311916
R07MSAR03,BBR70,1644421628,1644421748
R05NVDL05,BBR72,1644267651,1644267651
R05NVDM35,BBR72,1644356848,1644363000
R05NVDJ52,BBR73,1644276600,1644279658
R05NVDK23,BBR74,1644258141,1644258141
R05NVDK36,BBR75,1644260065,1644260065
R07MSBH01,BBR75,1644413022,1644413142
R05NVDK40,BBR76,1644275784,1644275784
R05MSHK07,BBR78,1644276600,1644388159
R07MSAF08,BBR78,1644391977,1644392097
R05MSL303,BBR79,1644276600,1644329280
R06MSBA02,BBR79,1644362349,1644363000
R06MSAZ02,BBR81,1644276600,1644350092
R06MSFC02,BBR81,1644361243,1644363000
R06MSBY05,BBR82,1644276600,1644294164
R07MSAQ06,BBR82,1644385515,1644385635
R05MSL301,BBR83,1644276600,1644334037
R06MSB302,BBR83,1644337616,1644363000
R05NVDL03,BBR84,1644266061,1644266061
R05NVDK41,BBR85,1644250066,1644250066
R05NVDJ33,BBR86,1644276600,1644313577
R06MSEG09,BBR87,1644276600,1644306482
R07MSAQ05,BBR87,1644393299,1644393419
R05NVDK33,BBR88,1644259242,1644259242
R06MSFB02,BBR88,1644410680,1644410800
R06MSC205,BBR90,1644276600,1644357353
R07MSAN03,BBR90,1644376616,1644376736
R05HQCE07,BBR91,1644399328,1644399448
R05HQCN07,BBR91,1644273840,1644273840
R05HQCN02,BBR92,1644264209,1644264209
R05NVD429,BBR92,1644422268,1644422388
R05NVD606,BBR93,1644390602,1644390722
R05NVDL12,BBR93,1644268033,1644268033
R06MSEC02,BBR94,1644276600,1644291974
R07MSAC03,BBR94,1644371546,1644371666
R04HQB315,BBR95,1644274563,1644274563
R05HQCE03,BBR95,1644409032,1644409152
R04HQB811,BBR96,1644252456,1644252456
R05HQCP15,BBR96,1644400628,1644400748
R06ABDL04,BBR97,1644419670,1644419790
R06MSC106,BBR97,1644254288,1644254288
R06ABDL06,BBR98,1644396859,1644396979
R06MSC202,BBR98,1644276600,1644278450
R04HQB401,BBR99,1644273938,1644273938
R05HQCF14,BBR99,1644415341,1644415461
R04HQB407,BBRA1,1644258277,1644258277
R05HQCE05,BBRA1,1644409513,1644409633
R05NIJG06,BBRA2,1644395136,1644395256
R06MSDS02,BBRA2,1644253504,1644253504
R04HQB402,BBRA3,1644276600,1644278154
R05HQCE11,BBRA3,1644404257,1644404377
R05HQCN06,BBRA4,1644272611,1644272611
R05HQCF13,BBRA5,1644412086,1644412206
R05HQCN05,BBRA5,1644265637,1644265637
R04HQBA11,BBRA6,1644401420,1644401540
R05HQCD03,BBRA6,1644267891,1644267891
R04HQB414,BBRA7,1644276600,1644287640
R05HQCF03,BBRA7,1644421954,1644422074
R04HQB415,BBRA8,1644265994,1644265994
R05HQCE13,BBRA8,1644391899,1644392019
R05NIJG07,BBRA9,1644409960,1644410080
R06MSDF04,BBRA9,1644254615,1644254615
R04HQBA13,BBRB1,1644393362,1644393482
R05HQCD06,BBRB1,1644250902,1644250902
R06ABDK13,BBRB2,1644381563,1644381683
R06MSBX06,BBRB2,1644276600,1644285557
R05ABF112,BBRB3,1644254456,1644254456
R05ABJM11,BBRB3,1644420325,1644420445
R05HQCF16,BBRB4,1644420466,1644420586
R05HQCN03,BBRB4,1644268742,1644268742
R04HQB409,BBRB5,1644269002,1644269002
R05HQCE01,BBRB5,1644411460,1644411580
R05NIJU02,BBRB6,1644414758,1644414878
R06MSG303,BBRB6,1644267231,1644267231
R05ABJL05,BBRB7,1644272957,1644272957
R06ABD102,BBRB7,1644417676,1644417796
R05NIJN08,BBRB8,1644395211,1644395331
R06MSBZ07,BBRB8,1644267565,1644267565
R06ABDL10,BBRB9,1644405539,1644405659
R04HQBA15,BBRC1,1644412915,1644413035
R05HQCD04,BBRC1,1644255484,1644255484
R05HQDC06,BBRC2,1644405241,1644405361
R05NVD937,BBRC3,1644382356,1644382476
R05HQCF15,BBRC4,1644416486,1644416606
R05HQCN01,BBRC4,1644273385,1644273385
R05NVD930,BBRC5,1644403733,1644403853
R04HQB809,BBRC6,1644265652,1644265652
R05NVD406,BBRC6,1644419786,1644419906
R05HQDC11,BBRC7,1644413180,1644413300
R05NIJN05,BBRC8,1644386042,1644386162
R06MSBN06,BBRC8,1644268247,1644268247
R05HQCE10,BBRC9,1644406099,1644406219
R05HQCN04,BBRC9,1644276600,1644283026
R05ABJL03,BBRD1,1644275987,1644275987
R06ABD101,BBRD1,1644406019,1644406139
R05ABJL01,BBRD2,1644275814,1644275814
R06ABD109,BBRD2,1644405970,1644406090
R05NVDA27,BBRD3,1644402614,1644402734
R05NVD949,BBRD4,1644413968,1644414088
R04HQB316,BBRD5,1644267128,1644267128
R05HQCE06,BBRD5,1644408601,1644408721
R06ABDL02,BBRD6,1644396068,1644396188
R04HQB410,BBRD7,1644259864,1644259864
R05HQCE09,BBRD7,1644401980,1644402100
R04HQB411,BBRD8,1644270725,1644270725
R05HQCE02,BBRD8,1644405892,1644406012
R05NVD425,BBRD9,1644420709,1644420829
R05NVDU04,BBRD9,1644276600,1644283868
R05NVD433,BBRF1,1644407504,1644407624
R05NVDS10,BBRF1,1644276600,1644288704
R05ABF107,BBRF2,1644258367,1644258367
R05ABJM20,BBRF2,1644415985,1644416105
R05NVD405,BBRF3,1644352324,1644363000
R05NVDL01,BBRF3,1644269005,1644269005
R05NVD414,BBRF4,1644400310,1644400430
R05NVDL39,BBRF4,1644267724,1644267724
R05ABF108,BBRF5,1644252179,1644252179
R05ABJM03,BBRF5,1644414428,1644414548
R05NINB02,BBS01,1644276600,1644329640
R05NINK02,BBS01,1644342828,1644363000
R05NINB01,BBS02,1644276600,1644320850
R05NINQ01,BBS02,1644411815,1644411935
R05NIN801,BBS03,1644276600,1644291301
R05NINP01,BBS03,1644392770,1644392890
R05NIN901,BBS04,1644276600,1644296954
R05NINN02,BBS04,1644383678,1644383798
R05ABAY05,BBS05,1644269665,1644269665
R05VGEC07,BBS05,1644390556,1644390676
R05NINC02,BBS06,1644276600,1644328440
R05NINL01,BBS06,1644352245,1644363000
R05VGEC02,BBS07,1644403914,1644404034
R05VGEC04,BBS07,1644276600,1644301293
R05NIN902,BBS08,1644276600,1644284813
R05NINR02,BBS08,1644407554,1644407674
R05ABAY06,BBS09,1644270387,1644270387
R05VGEC10,BBS09,1644387733,1644387853
R05NINC01,BBS10,1644276600,1644324158
R05NINJ02,BBS10,1644325435,1644363000
R06MSEV05,BBU01,1644276600,1644304781
R05AWA114,BBU02,1644276600,1644277579
R05AWBQ34,BBU02,1644409812,1644409932
R05AWA131,BBU03,1644276600,1644277723
R05AWBP31,BBU03,1644389370,1644389490
R05AWA133,BBU04,1644272239,1644272239
R05AWBQ44,BBU04,1644403888,1644404008
R04AWDA09,BBU05,1644257350,1644257350
R05AWBQ32,BBU05,1644398236,1644398356
R05AWA138,BBU06,1644276600,1644277375
R05AWBQ19,BBU06,1644411238,1644411358
R05AWA113,BBU07,1644256980,1644256980
R05AWBQ39,BBU07,1644404705,1644404825
R05AWA134,BBU08,1644272728,1644272728
R05AWBQ46,BBU08,1644411556,1644411676
R05AWA144,BBU09,1644276600,1644285229
R05AWBP40,BBU09,1644388674,1644388794
R04AWCJ01,BBU10,1644276600,1644277931
R05AWBR36,BBU10,1644421456,1644421576
R04AWDA23,BBU11,1644276600,1644280692
R05AWBQ40,BBU11,1644408549,1644408669
R06MSE102,BBU12,1644255648,1644255648
R06MSJ101,BBU12,1644337623,1644363000
R04AWCJ47,BBU13,1644258857,1644258857
R05AWBR47,BBU13,1644407868,1644407988
R05MSKY03,BBU14,1644258275,1644258275
R06MSEI02,BBU14,1644360316,1644363000
R05AWA111,BBU15,1644255432,1644255432
R05AWBQ22,BBU15,1644416580,1644416700
R05AWA127,BBU16,1644276600,1644296564
R05AWBQ30,BBU16,1644404180,1644404300
R06MSJ201,BBU17,1644276600,1644304980
R06MSJE04,BBU17,1644375841,1644375961
R04AWCJ35,BBU18,1644255114,1644255114
R05AWBQ13,BBU18,1644411773,1644411893
R04AWDA17,BBU19,1644250643,1644250643
R05AWBP44,BBU19,1644416901,1644417021
R04AWCV44,BBU20,1644275146,1644275146
R05AWBR45,BBU20,1644410079,1644410199
R05AWA132,BBU21,1644276600,1644301358
R05AWBH34,BBU21,1644335251,1644363000
R05AWA125,BBU22,1644265696,1644265696
R05AWBR06,BBU22,1644410393,1644410513
R05AWA120,BBU23,1644271131,1644271131
R05AWBP36,BBU23,1644410857,1644410977
R06MSG306,BBU24,1644276600,1644293800
R06MSJ102,BBU24,1644335757,1644363000
R04AWDA15,BBU25,1644256132,1644256132
R05AWBP47,BBU25,1644387202,1644387322
R05AWA118,BBU26,1644262126,1644262126
R05AWBR44,BBU26,1644412434,1644412554
R06MSE103,BBU27,1644254507,1644254507
R06MSES01,BBU28,1644272788,1644272788
R06MSH406,BBU28,1644365219,1644365339
R05AWA103,BBU29,1644276600,1644279274
R05AWBS14,BBU29,1644422002,1644422122
R05AWA110,BBU30,1644276600,1644279053
R05AWBP34,BBU30,1644380097,1644380217
R04AWDA33,BBU31,1644264503,1644264503
R05AWBK41,BBU31,1644370248,1644370368
R05AWA408,BBU32,1644276600,1644278794
R05AWBQ25,BBU32,1644400590,1644400710
R04AWDA30,BBU33,1644254742,1644254742
R05AWBQ26,BBU33,1644401391,1644401511
R04AWDA07,BBU34,1644250232,1644250232
R05AWBP43,BBU34,1644412715,1644412835
R04AWDA18,BBU35,1644259964,1644259964
R05AWBP39,BBU35,1644413279,1644413399
R06MSJ801,BBU36,1644267065,1644267065
R06MSJG05,BBU36,1644300295,1644363000
R06MSJA06,BBU37,1644276600,1644310330
R06MSJX04,BBU37,1644377336,1644377456
R05AWA107,BBU38,1644276600,1644277295
R05AWBQ01,BBU38,1644402998,1644403118
R04RKAJ01,BBU39,1644276600,1644329704
R05AWBH21,BBU39,1644381413,1644381533
R04RKB404,BBU40,1644253119,1644253119
R05AWBH35,BBU40,1644368223,1644368343
R05AWA141,BBU41,1644276600,1644300392
R05AWBQ10,BBU41,1644412868,1644412988
R04AWDA45,BBU42,1644276600,1644300550
R05AWBQ37,BBU42,1644396004,1644396124
R04AWCJ42,BBU43,1644276600,1644277508
R05AWBQ20,BBU43,1644392771,1644392891
R05AWA142,BBU44,1644275205,1644275205
R05AWBQ41,BBU44,1644415697,1644415817
