bom_id,ver,reg_date,item,oper,part_id,qty,tole,reason,supp,remark,
	XT153236  ,	 A,	2021/11/22 上午 12:00:00,	12,	2130,	SUBMATWAS125             ,	1000.000,	0.800,	,	          ,	Die2_LCP1ZR33AA1W;12 200um;F350L1       ,
	XT153236  ,	 A,	2021/11/22 上午 12:00:00,	13,	3130,	SUBMATWAS124             ,	1000.000,	0.800,	,	          ,	Die3_F59E32G82S1SAM2C;12 250um;F76005   ,
	XT153236  ,	 A,	2021/11/22 上午 12:00:00,	14,	2052,	SUBMATSAS021             ,	1000.000,	0.800,	,	          ,	AAS153XT9016B                           ,
	YB008045  ,	 A,	2021/2/8 上午 12:00:00,	1,	2070,	120100084A               ,	1000.000,	3.400,	0.152     ,	          ,	L008Y1213E1                             ,
	YB008045  ,	 A,	2021/2/8 上午 12:00:00,	2,	2070,	1071F76004               ,	0.206,	14.000,	          ,	          ,	,
	YB008045  ,	 A,	2021/2/8 上午 12:00:00,	3,	2200,	1091G08PA4               ,	8.430,	16.000,	10        ,	          ,	0.8mil Ag(98%)                          ,
	YB008045  ,	 A,	2021/2/8 上午 12:00:00,	4,	2300,	10819240H5               ,	0.045,	4.000,	          ,	          ,	                                        ,
	YB008045  ,	 A,	2021/2/8 上午 12:00:00,	5,	2410,	1231BAS00A               ,	0.070,	5.000,	          ,	          ,	,
	TP048117  ,	 H,	2020/11/4 上午 12:00:00,	1,	2070,	120100482A               ,	1000.000,	0.400,	0.127     ,	          ,	,
	TP048117  ,	 H,	2020/11/4 上午 12:00:00,	2,	2430,	1011TR070A               ,	11.459,	0.600,	,	          ,	,
	TP048117  ,	 H,	2020/11/4 上午 12:00:00,	3,	2070,	1071F76004               ,	0.749,	14.000,	,	          ,	,
	TP048117  ,	 H,	2020/11/4 上午 12:00:00,	4,	2130,	1071F76004               ,	0.477,	14.000,	,	          ,	,
	TP048117  ,	 H,	2020/11/4 上午 12:00:00,	5,	3130,	1071F76004               ,	0.075,	14.000,	,	          ,	,
	TP048117  ,	 H,	2020/11/4 上午 12:00:00,	6,	2200,	1091A08T41               ,	285.181,	0.150,	185       ,	          ,	,
	TP048117  ,	 H,	2020/11/4 上午 12:00:00,	7,	2300,	108197HF02               ,	0.717,	4.000,	,	          ,	,
	TP048117  ,	 H,	2020/11/4 上午 12:00:00,	8,	2410,	1231BAS00A               ,	0.070,	5.000,	,	          ,	,
	TP048117  ,	 H,	2020/11/4 上午 12:00:00,	9,	2070,	SUBMATWAW096             ,	1000.000,	0.800,	,	          ,	BOTTOM :1070DAFMEM710CA 250UM 9112N 12  ,
	TP048117  ,	 H,	2020/11/4 上午 12:00:00,	10,	2130,	SUBMATWAW085             ,	1000.000,	0.800,	,	          ,	MID : 1070DAFMEM710CA 125UM 5251 8 ;RDL ,
	TP048117  ,	 H,	2020/11/4 上午 12:00:00,	11,	3130,	SUBMATWAW086             ,	1000.000,	0.800,	,	          ,	TOP : 1070DAFMEM710CA 105UM 5247 12     ,
	TP048104  ,	 D,	2020/7/15 上午 12:00:00,	1,	2070,	1071P49001               ,	1.690,	15.000,	,	          ,	,
	TP048104  ,	 D,	2020/7/15 上午 12:00:00,	2,	2070,	120100366B               ,	1000.000,	0.400,	          ,	          ,	,
	TP048104  ,	 D,	2020/7/15 上午 12:00:00,	3,	2200,	1091A09C21               ,	100.958,	0.150,	57        ,	          ,	2N                                      ,
	TP048104  ,	 D,	2020/7/15 上午 12:00:00,	4,	2300,	108197HF02               ,	0.775,	4.000,	,	          ,	                                        ,
	TP048104  ,	 D,	2020/7/15 上午 12:00:00,	5,	2410,	1231BAS00A               ,	0.070,	5.000,	,	          ,	,
	TP048104  ,	 D,	2020/7/15 上午 12:00:00,	6,	2430,	1011TR070A               ,	11.460,	0.600,	,	          ,	,
	MA048A38  ,	 K,	2019/5/31 上午 12:00:00,	1,	2070,	1071P20251               ,	0.582,	15.000,	,	          ,	,
	MA048A38  ,	 K,	2019/5/31 上午 12:00:00,	2,	2200,	1091A10C41               ,	85.400,	0.150,	48        ,	          ,	,
	MA048A38  ,	 K,	2019/5/31 上午 12:00:00,	3,	2300,	1081352003               ,	0.110,	4.000,	,	          ,	,
	MA048A38  ,	 K,	2019/5/31 上午 12:00:00,	4,	2410,	1101L70535               ,	48.000,	3.000,	,	          ,	,
	MA048A38  ,	 K,	2019/5/31 上午 12:00:00,	5,	2430,	1011TR011A               ,	2.292,	0.600,	,	          ,	,
	MA048A38  ,	 K,	2019/5/31 上午 12:00:00,	6,	2070,	121100372A               ,	1000.000,	0.900,	0.360     ,	          ,	,
	MA048040  ,	 I,	2019/5/2 上午 12:00:00,	1,	2070,	1071P20251               ,	0.747,	15.000,	,	          ,	,
	MA048040  ,	 I,	2019/5/2 上午 12:00:00,	2,	2200,	1091A10C41               ,	69.500,	0.150,	51        ,	          ,	,
	MA048040  ,	 I,	2019/5/2 上午 12:00:00,	3,	2300,	1081352003               ,	0.110,	4.000,	,	          ,	,
	MA048040  ,	 I,	2019/5/2 上午 12:00:00,	4,	2410,	1101L70535               ,	48.000,	3.000,	,	          ,	,
	MA048040  ,	 I,	2019/5/2 上午 12:00:00,	5,	2430,	1011TR011A               ,	2.292,	0.600,	,	          ,	,
	MA048040  ,	 I,	2019/5/2 上午 12:00:00,	6,	2070,	121100393A               ,	1000.000,	0.900,	0.360     ,	          ,	,
	MA048139  ,	 A,	2020/4/10 上午 12:00:00,	1,	2070,	1071P20251               ,	0.747,	15.000,	,	          ,	,
	MA048139  ,	 A,	2020/4/10 上午 12:00:00,	2,	2200,	1091A10C41               ,	69.500,	0.150,	51        ,	          ,	,
	MA048139  ,	 A,	2020/4/10 上午 12:00:00,	3,	2300,	1081125001               ,	0.110,	4.000,	,	          ,	,
	MA048139  ,	 A,	2020/4/10 上午 12:00:00,	4,	2410,	1101L70535               ,	48.000,	3.000,	,	          ,	,
	MA048139  ,	 A,	2020/4/10 上午 12:00:00,	5,	2430,	1011TR011A               ,	2.292,	0.600,	,	          ,	,
	MA048139  ,	 A,	2020/4/10 上午 12:00:00,	6,	2070,	121100393A               ,	1000.000,	0.900,	0.360     ,	          ,	,
	OK008001  ,	 F,	2021/10/26 上午 12:00:00,	1,	2410,	1231BAS00A               ,	0.070,	5.000,	,	          ,	                                        ,
	OK008001  ,	 F,	2021/10/26 上午 12:00:00,	2,	2300,	10819240H5               ,	0.004,	4.000,	,	          ,	靜電金屬袋回貨                          ,
	OK008001  ,	 F,	2021/10/26 上午 12:00:00,	3,	2070,	120100022A               ,	1000.000,	3.400,	0.152     ,	          ,	,
	OK008001  ,	 F,	2021/10/26 上午 12:00:00,	4,	2070,	1241FAC26S               ,	0.083,	5.000,	,	          ,	,
	Y1012604  ,	 A,	2019/4/17 上午 12:00:00,	1,	2070,	120100158A               ,	0.000,	3.400,	0.203     ,	          ,	,
	Y1012604  ,	 A,	2019/4/17 上午 12:00:00,	2,	2070,	1071P10764               ,	0.000,	15.000,	,	          ,	                                        ,
	Y1012604  ,	 A,	2019/4/17 上午 12:00:00,	3,	2200,	1091A08T41               ,	0.000,	0.150,	12        ,	          ,	,
	Y1012604  ,	 A,	2019/4/17 上午 12:00:00,	4,	2300,	1081G700L1               ,	0.000,	4.000,	,	          ,	1230BALLSN0000A                         ,
	Y1012604  ,	 A,	2019/4/17 上午 12:00:00,	5,	3720,	1011CA104A               ,	0.014,	0.800,	,	          ,	,
	6B008034  ,	 A,	2021/11/23 上午 12:00:00,	1,	2052,	1221C20036               ,	3000.000,	10.000,	          ,	          ,	,
	6B008034  ,	 A,	2021/11/23 上午 12:00:00,	2,	2052,	1221C20037               ,	5000.000,	10.000,	          ,	          ,	,
	6B008034  ,	 A,	2021/11/23 上午 12:00:00,	3,	2052,	1221R20049               ,	1000.000,	10.000,	          ,	          ,	,
	6B008034  ,	 A,	2021/11/23 上午 12:00:00,	4,	2070,	121101900A               ,	1000.000,	0.900,	0.170     ,	          ,	,
	6B008034  ,	 A,	2021/11/23 上午 12:00:00,	5,	2434,	1011TR727A               ,	9.167,	0.600,	          ,	          ,	,
	6B008034  ,	 A,	2021/11/23 上午 12:00:00,	6,	2070,	1071F350L1               ,	0.043,	14.000,	          ,	          ,	,
	6B008034  ,	 A,	2021/11/23 上午 12:00:00,	7,	2130,	1071F76004               ,	1.175,	14.000,	          ,	          ,	,
	6B008034  ,	 A,	2021/11/23 上午 12:00:00,	8,	2200,	1091A06C41               ,	91.756,	0.150,	94        ,	          ,	,
	6B008034  ,	 A,	2021/11/23 上午 12:00:00,	9,	2300,	1081E770A1               ,	0.297,	4.000,	          ,	          ,	,
	6B008034  ,	 A,	2021/11/23 上午 12:00:00,	10,	2052,	1101T70525               ,	8.680,	3.500,	          ,	          ,	,
	6B008034  ,	 A,	2021/11/23 上午 12:00:00,	11,	2070,	SUBMATWNV182             ,	1000.000,	0.800,	,	          ,	200um;F350L1;20-W8131BA101              ,
	6B008034  ,	 A,	2021/11/23 上午 12:00:00,	12,	2130,	SUBMATWNV513             ,	1000.000,	0.800,	,	          ,	250um;F76004;30-M0LA00P006              ,
	6B008034  ,	 A,	2021/11/23 上午 12:00:00,	13,	2052,	SUBMATSNV382             ,	1000.000,	0.800,	,	          ,	ANV0086B1006A                           ,
	6A008175  ,	 A,	2021/1/22 上午 12:00:00,	1,	2052,	1221C20036               ,	3000.000,	10.000,	          ,	          ,	,
	6A008175  ,	 A,	2021/1/22 上午 12:00:00,	2,	2052,	1221C20037               ,	5000.000,	10.000,	          ,	          ,	,
	6A008175  ,	 A,	2021/1/22 上午 12:00:00,	3,	2052,	1221R20049               ,	1000.000,	10.000,	          ,	          ,	,
	6A008175  ,	 A,	2021/1/22 上午 12:00:00,	4,	2070,	121101900A               ,	1000.000,	0.900,	0.170     ,	          ,	W0086111509                             ,
	6A008175  ,	 A,	2021/1/22 上午 12:00:00,	5,	2434,	1011TR727A               ,	9.167,	0.600,	          ,	          ,	,
	6A008175  ,	 A,	2021/1/22 上午 12:00:00,	6,	2070,	1071F350L1               ,	0.047,	14.000,	          ,	          ,	Die1_12 200um;F350L1;20-W8131BA101      ,
	6A008175  ,	 A,	2021/1/22 上午 12:00:00,	7,	2130,	1071F310JB               ,	1.008,	14.000,	          ,	          ,	Die2_12 85um;F310JB;30-P0LA01P075       ,
	6A008175  ,	 A,	2021/1/22 上午 12:00:00,	8,	2200,	1091A06C41               ,	97.948,	0.150,	102       ,	          ,	,
	6A008175  ,	 A,	2021/1/22 上午 12:00:00,	9,	2300,	1081E770A1               ,	0.297,	4.000,	          ,	          ,	,
	6A008175  ,	 A,	2021/1/22 上午 12:00:00,	10,	2052,	1101T70525               ,	8.680,	3.000,	          ,	          ,	,
	6A008175  ,	 A,	2021/1/22 上午 12:00:00,	11,	2052,	SUBMATSNV286             ,	1000.000,	0.800,	,	          ,	ANV0086A1058A                           ,
	6A008175  ,	 A,	2021/1/22 上午 12:00:00,	12,	2070,	SUBMATWNV182             ,	1000.000,	0.800,	,	          ,	Die1_12 200um;F350L1;20-W8131BA101      ,
	6A008175  ,	 A,	2021/1/22 上午 12:00:00,	13,	2130,	SUBMATWNV360             ,	1000.000,	0.800,	,	          ,	Die2_12 85um;F310JB;30-P0LA01P075       ,
	6A008174  ,	 B,	2021/1/20 上午 12:00:00,	1,	2052,	1221C20036               ,	3000.000,	10.000,	          ,	          ,	,
	6A008174  ,	 B,	2021/1/20 上午 12:00:00,	2,	2052,	1221C20037               ,	5000.000,	10.000,	          ,	          ,	,
	6A008174  ,	 B,	2021/1/20 上午 12:00:00,	3,	2052,	1221R20049               ,	1000.000,	10.000,	          ,	          ,	,
	6A008174  ,	 B,	2021/1/20 上午 12:00:00,	4,	2070,	121101900A               ,	1000.000,	0.900,	0.170     ,	          ,	W0086111509                             ,
	6A008174  ,	 B,	2021/1/20 上午 12:00:00,	5,	2434,	1011TR727A               ,	9.167,	0.600,	          ,	          ,	,
	6A008174  ,	 B,	2021/1/20 上午 12:00:00,	6,	2070,	1071F350L1               ,	0.047,	14.000,	          ,	          ,	Die1_12 200um;20-W8131BA101             ,
	6A008174  ,	 B,	2021/1/20 上午 12:00:00,	7,	2130,	1071F76004               ,	1.008,	14.000,	          ,	          ,	Die2_12 70um;30-P0LA01P075              ,
	6A008174  ,	 B,	2021/1/20 上午 12:00:00,	8,	2200,	1091A06C41               ,	97.948,	0.150,	102       ,	          ,	,
	6A008174  ,	 B,	2021/1/20 上午 12:00:00,	9,	2300,	1081E770A1               ,	0.297,	4.000,	          ,	          ,	,
	6A008174  ,	 B,	2021/1/20 上午 12:00:00,	10,	2052,	1101T70525               ,	8.680,	3.000,	          ,	          ,	,
	6A008174  ,	 B,	2021/1/20 上午 12:00:00,	11,	2052,	SUBMATSNV285             ,	1000.000,	0.800,	,	          ,	ANV0086A1055A                           ,
	6A008174  ,	 B,	2021/1/20 上午 12:00:00,	12,	2070,	SUBMATWNV182             ,	1000.000,	0.800,	T8131     ,	          ,	Die1_12 200um;F350L1;20-W8131BA101      ,
	6A008174  ,	 B,	2021/1/20 上午 12:00:00,	13,	2130,	SUBMATWNV400             ,	1000.000,	0.800,	Bics4     ,	          ,	Die2_12 70um;F76004;30-P0LA01P075       ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	1,	2052,	1221C20016               ,	5000.000,	10.000,	          ,	          ,	,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	2,	2052,	1221R20006               ,	1000.000,	10.000,	          ,	          ,	,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	3,	2052,	1221R20005               ,	1000.000,	10.000,	          ,	          ,	,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	4,	2052,	1221I20010               ,	1000.000,	10.000,	          ,	          ,	,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	5,	2070,	121102136A               ,	1000.000,	0.900,	0.200     ,	          ,	OSP SBT                                 ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	6,	2430,	1011TR755A               ,	7.237,	0.600,	          ,	          ,	,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	7,	2070,	1071F350L2               ,	0.011,	14.000,	          ,	          ,	Die1_LDO;8 152um                        ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	8,	2130,	1071F76004               ,	0.317,	14.000,	          ,	          ,	Die2_PS5013;12 65um                     ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	9,	3130,	1071F76004               ,	0.132,	14.000,	          ,	          ,	Die3_SPACER;12 65um                     ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	10,	3330,	1071F76004               ,	0.828,	14.000,	          ,	          ,	Die4_SPACER;12 65um                     ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	11,	4130,	1071F310JB               ,	1.008,	14.000,	          ,	          ,	Die5_BiCS4 256Gb;12 65um                ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	12,	4330,	1071F76001               ,	3.024,	14.000,	1.008*3   ,	          ,	Die6-8_BiCS4 256Gb;12 65um              ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	13,	4530,	1071F76001               ,	1.008,	14.000,	          ,	          ,	Die9_BiCS4 256Gb;12 70um                ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	14,	4730,	1071F76001               ,	3.024,	14.000,	1.008*3   ,	          ,	Die10-12_BiCS4 256Gb;12 65um            ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	15,	2200,	1091A07C41               ,	267.912,	0.150,	273       ,	          ,	0.7mil Au                               ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	16,	3200,	1091A08C41               ,	244.214,	0.150,	186       ,	          ,	0.8mil Au                               ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	17,	3400,	1091A08C41               ,	194.584,	0.150,	186       ,	          ,	0.8mil Au                               ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	18,	2300,	1081GE100C               ,	0.358,	4.000,	          ,	          ,	,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	19,	2052,	1101T70525               ,	8.680,	3.000,	          ,	          ,	,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	20,	2410,	1101L70528               ,	345.000,	3.000,	          ,	          ,	,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	21,	2070,	SUBMATWNV022             ,	1000.000,	0.800,	,	          ,	Die1_06-00W0000001;8 152um;F350L2       ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	22,	2130,	SUBMATWNV157             ,	1000.000,	0.800,	,	          ,	Die2_20-W5013BB107;12 65um;F76004       ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	23,	3130,	SUBMATWNV220             ,	1000.000,	0.800,	,	          ,	Die3_12402030DUMMY;12 65um;F76004       ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	24,	3330,	SUBMATWNV221             ,	1000.000,	0.800,	,	          ,	Die4_12402030DUMMY;12 65um;F76004       ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	25,	4130,	SUBMATWNV390             ,	1000.000,	0.800,	,	          ,	Die5_30-T0LA00P244;12 65um;F310JB       ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	26,	4330,	SUBMATWNV391             ,	3000.000,	0.800,	一次上3顆 ,	          ,	Die6-8_30-T0LA00P244;12 65um;F76001     ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	27,	4530,	SUBMATWNV392             ,	1000.000,	0.800,	,	          ,	Die9_30-T0LA00P244;12 70um;F76001       ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	28,	4730,	SUBMATWNV391             ,	3000.000,	0.800,	一次上3顆 ,	          ,	Die10-12_30-T0LA00P244;12 65um;F76001   ,
	XT345091  ,	 A,	2022/1/26 上午 12:00:00,	29,	2052,	SUBMATSNV392             ,	1000.000,	0.800,	SMT       ,	          ,	ANV345XTB029A                           ,
	D5016086  ,	 B,	2021/11/11 上午 12:00:00,	1,	2052,	1221C30020               ,	2000.000,	10.000,	          ,	          ,	,
	D5016086  ,	 B,	2021/11/11 上午 12:00:00,	2,	2052,	1221C30021               ,	1000.000,	10.000,	          ,	          ,	,
	D5016086  ,	 B,	2021/11/11 上午 12:00:00,	3,	2070,	121102308A               ,	1000.000,	0.900,	0.300     ,	          ,	W016D171422 ZDT                         ,
	D5016086  ,	 B,	2021/11/11 上午 12:00:00,	4,	2430,	1011TR588B               ,	11.224,	0.600,	          ,	          ,	,
	D5016086  ,	 B,	2021/11/11 上午 12:00:00,	5,	2070,	1071F350L1               ,	0.289,	14.000,	          ,	          ,	Die1_MR70G4100;12 350um                 ,
	D5016086  ,	 B,	2021/11/11 上午 12:00:00,	6,	2130,	1071F76004               ,	1.048,	14.000,	          ,	          ,	Die2_3D-NAND Gen4 256Gb;12 350um        ,
	D5016086  ,	 B,	2021/11/11 上午 12:00:00,	7,	2200,	1091A07C41               ,	102.510,	0.150,	125       ,	          ,	0.7mil Au                               ,
	D5016086  ,	 B,	2021/11/11 上午 12:00:00,	8,	2300,	1081760LB7               ,	0.478,	4.000,	          ,	          ,	,
	D5016086  ,	 B,	2021/11/11 上午 12:00:00,	9,	2052,	1101T70525               ,	8.680,	3.000,	          ,	          ,	,
	D5016086  ,	 B,	2021/11/11 上午 12:00:00,	10,	2070,	SUBMATWOK071             ,	1000.000,	0.800,	,	          ,	Die1_MR70G4100-002XR;12 350um;F350L1    ,
	D5016086  ,	 B,	2021/11/11 上午 12:00:00,	11,	2130,	SUBMATWOK073             ,	1000.000,	0.800,	,	          ,	Die2_MR90VG5XXGX;12 350um;F76004        ,
	D5016086  ,	 B,	2021/11/11 上午 12:00:00,	12,	2052,	SUBMATSOK013             ,	1000.000,	0.800,	,	          ,	AOK016D54001A                           ,
	EP078012  ,	 A,	2021/12/16 上午 12:00:00,	1,	2070,	121102340A               ,	1000.000,	0.600,	0.240     ,	          ,	,
	EP078012  ,	 A,	2021/12/16 上午 12:00:00,	2,	2430,	1011TR819A               ,	6.875,	0.600,	          ,	          ,	,
	EP078012  ,	 A,	2021/12/16 上午 12:00:00,	3,	2070,	1071P62022               ,	4.004,	15.000,	          ,	          ,	,
	EP078012  ,	 A,	2021/12/16 上午 12:00:00,	4,	2200,	1091A06C21               ,	72.508,	0.150,	92        ,	          ,	,
	EP078012  ,	 A,	2021/12/16 上午 12:00:00,	5,	2300,	1081G77105               ,	0.248,	4.000,	          ,	          ,	,
	EP078012  ,	 A,	2021/12/16 上午 12:00:00,	6,	2410,	1101L73245               ,	78.000,	3.000,	          ,	          ,	,
	YD008089  ,	 D,	2019/8/29 上午 12:00:00,	1,	2070,	120100107A               ,	1000.000,	3.400,	0.203     ,	          ,	,
	YD008089  ,	 D,	2019/8/29 上午 12:00:00,	2,	2430,	1011TR138A               ,	1.930,	0.600,	,	          ,	,
	YD008089  ,	 D,	2019/8/29 上午 12:00:00,	3,	2070,	1071P49001               ,	1.680,	15.000,	,	          ,	DIE 1 :138*126mil                       ,
	YD008089  ,	 D,	2019/8/29 上午 12:00:00,	4,	2130,	1071F76004               ,	0.809,	14.000,	,	          ,	DIE 2 :120*90mil                        ,
	YD008089  ,	 D,	2019/8/29 上午 12:00:00,	5,	3130,	1071P550E1               ,	0.505,	15.000,	,	          ,	DIE 3 :100*73mil                        ,
	YD008089  ,	 D,	2019/8/29 上午 12:00:00,	6,	2200,	1091A08C41               ,	20.700,	0.150,	12        ,	          ,	0.8 mil Au                              ,
	YD008089  ,	 D,	2019/8/29 上午 12:00:00,	7,	2300,	108192HF4B               ,	0.094,	4.000,	,	          ,	,
	YD008089  ,	 D,	2019/8/29 上午 12:00:00,	8,	2410,	1231BAS00A               ,	0.070,	5.000,	,	          ,	,
	YD008089  ,	 D,	2019/8/29 上午 12:00:00,	9,	2070,	SUBMATWVE013             ,	1000.000,	0.800,	鐵片      ,	          ,	BOT鐵片SHIELD DIE(P/N:ESJ85M13YB2FA)    ,
	YD008089  ,	 D,	2019/8/29 上午 12:00:00,	10,	2130,	SUBMATWVE014             ,	1000.000,	0.800,	,	          ,	DIE DIMENSIONS                          ,
	YD008089  ,	 D,	2019/8/29 上午 12:00:00,	11,	3130,	SUBMATWVE015             ,	1000.000,	0.800,	鐵片      ,	          ,	TOP鐵片SHIELD DIE(P/N:ESJ85M13YT2FA)    ,
	IA000150  ,	 B,	2021/3/5 上午 12:00:00,	1,	2021,	1071F28502               ,	0.059,	14.000,	,	          ,	,
	IA000150  ,	 B,	2021/3/5 上午 12:00:00,	2,	3720,	1011CA356A               ,	0.016,	0.800,	,	          ,	,
	YB008027  ,	 C,	2019/5/16 上午 12:00:00,	1,	2200,	1091A07T21               ,	14.450,	0.150,	10        ,	          ,	0.7AU 2N TANAKA                         ,
	YB008027  ,	 C,	2019/5/16 上午 12:00:00,	2,	2300,	108192HF42               ,	0.045,	4.000,	,	          ,	                                        ,
	YB008027  ,	 C,	2019/5/16 上午 12:00:00,	3,	2410,	1231BAS00A               ,	0.070,	5.000,	,	          ,	靜電袋回貨                              ,
	YB008027  ,	 C,	2019/5/16 上午 12:00:00,	4,	2070,	120100081A               ,	1000.000,	3.400,	0.152     ,	          ,	,
	YB008027  ,	 C,	2019/5/16 上午 12:00:00,	5,	2070,	1071F76004               ,	0.150,	14.000,	,	          ,	,
	YQ008237  ,	 A,	2022/1/18 上午 12:00:00,	1,	2070,	120101119A               ,	1000.000,	3.400,	0.203     ,	          ,	,
	YQ008237  ,	 A,	2022/1/18 上午 12:00:00,	2,	2430,	1011TR011A               ,	2.344,	0.600,	          ,	          ,	,
	YQ008237  ,	 A,	2022/1/18 上午 12:00:00,	3,	2070,	1071F76004               ,	0.339,	14.000,	          ,	          ,	Die1_AAG046;12 125um                    ,
	YQ008237  ,	 A,	2022/1/18 上午 12:00:00,	4,	2130,	1071F310JB               ,	0.339,	14.000,	          ,	          ,	Die2_AAG046;12 125um                    ,
	YQ008237  ,	 A,	2022/1/18 上午 12:00:00,	5,	2200,	1091A07T21               ,	13.292,	0.150,	13R       ,	          ,	0.7mil Au (R逆打)                       ,
	YQ008237  ,	 A,	2022/1/18 上午 12:00:00,	6,	3200,	1091A07T21               ,	13.932,	0.150,	13R       ,	          ,	0.7mil Au (R逆打)                       ,
	YQ008237  ,	 A,	2022/1/18 上午 12:00:00,	7,	2300,	108192HF4B               ,	0.117,	4.000,	          ,	          ,	,
	YQ008237  ,	 A,	2022/1/18 上午 12:00:00,	8,	2410,	1231BAS00A               ,	0.070,	5.000,	          ,	          ,	,
	YQ008237  ,	 A,	2022/1/18 上午 12:00:00,	9,	2070,	SUBMATWAB033             ,	1000.000,	0.800,	,	          ,	Die1_AAG046;12 125um;F76004             ,
	YQ008237  ,	 A,	2022/1/18 上午 12:00:00,	10,	2130,	SUBMATWAB034             ,	1000.000,	0.800,	,	          ,	Die2_AAG046;12 125um;F310JB             ,
	CC084147  ,	 E,	2021/1/11 上午 12:00:00,	1,	2070,	1071P62022               ,	1.296,	15.000,	,	          ,	                                        ,
	CC084147  ,	 E,	2021/1/11 上午 12:00:00,	2,	2200,	1091G08PA1               ,	61.380,	16.000,	82        ,	          ,	0.8 AG0B(20201104002改)                 ,
	CC084147  ,	 E,	2021/1/11 上午 12:00:00,	3,	2410,	1101L70545               ,	84.000,	3.000,	,	          ,	SAC305 0.45mm                           ,
	CC084147  ,	 E,	2021/1/11 上午 12:00:00,	4,	2430,	1011TR707A               ,	5.263,	0.600,	,	          ,	,
	CC084147  ,	 E,	2021/1/11 上午 12:00:00,	5,	2070,	121101119A               ,	1000.000,	0.600,	0.240     ,	          ,	                                        ,
	CC084147  ,	 E,	2021/1/11 上午 12:00:00,	6,	2300,	1081G750V7               ,	0.220,	4.000,	,	          ,	                                        ,
	XT153234  ,	 A,	2021/11/3 上午 12:00:00,	1,	2052,	1221C20036               ,	3000.000,	10.000,	          ,	          ,	,
	XT153234  ,	 A,	2021/11/3 上午 12:00:00,	2,	2052,	1221R20070               ,	1000.000,	10.000,	          ,	          ,	,
	XT153234  ,	 A,	2021/11/3 上午 12:00:00,	3,	2070,	121102319A               ,	1000.000,	0.900,	0.180     ,	          ,	OSP SBT                                 ,
	XT153234  ,	 A,	2021/11/3 上午 12:00:00,	4,	2430,	1011TR439A               ,	7.237,	0.600,	          ,	          ,	,
	XT153234  ,	 A,	2021/11/3 上午 12:00:00,	5,	2070,	1071F350L1               ,	0.055,	14.000,	          ,	          ,	Die1_SA3625;12 200um                    ,
	XT153234  ,	 A,	2021/11/3 上午 12:00:00,	6,	2130,	1071F76005               ,	1.398,	14.000,	          ,	          ,	Die2_L83A;12 250um                      ,
	XT153234  ,	 A,	2021/11/3 上午 12:00:00,	7,	2200,	1091G08PA4               ,	109.124,	16.000,	101       ,	          ,	0.8mil Au                               ,
	XT153234  ,	 A,	2021/11/3 上午 12:00:00,	8,	2300,	1081760LB7               ,	0.322,	4.000,	          ,	          ,	,
	XT153234  ,	 A,	2021/11/3 上午 12:00:00,	9,	2052,	1101T70525               ,	8.680,	3.000,	          ,	          ,	,
	XT153234  ,	 A,	2021/11/3 上午 12:00:00,	10,	2410,	1101L70530               ,	153.000,	3.000,	          ,	          ,	,
	XT153234  ,	 A,	2021/11/3 上午 12:00:00,	11,	2070,	SUBMATWAS123             ,	1000.000,	0.800,	,	          ,	Die1_LC51ES00AAAP1FM;12 200um;F350L1    ,
	XT153234  ,	 A,	2021/11/3 上午 12:00:00,	12,	2130,	SUBMATWAS124             ,	1000.000,	0.800,	,	          ,	Die2_F59E32G82S1SAM2C;12 250um;F76005   ,
	XT153234  ,	 A,	2021/11/3 上午 12:00:00,	13,	2052,	SUBMATSAS020             ,	1000.000,	0.800,	SMT       ,	          ,	AAS153XT9015A                           ,
