route,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_hold,wlot_mvin_perfmd,bd_id,urgent_code,sub_lot,wb_location,automotive,package_id,CR,super_hot_run_code,last_WB_entity,wip_outplan_time
BGA748,R08ASD628,EliteMT,FBGA-84UC,084UCAS080,2780,0,2250,N,N,AAS084CC2010A,,45,,,KGM14D5121632AA1AG{GVEX2},73.56,N,BB843,
BGA748,R08ASD636,EliteMT,FBGA-84UC,084UCAS080,2792,0,2250,N,N,AAS084CC2010A,,45,,,KGM14D5121632AA1AG{GVEX2},73.56,N,BBA03,
BGA748,R08ASD642,EliteMT,FBGA-84UC,084UCAS080,2780,0,2250,N,N,AAS084CC2010A,,45,,,KGM14D5121632AA1AG{GVEX2},73.56,N,BBA26,
BGA748,R08ASD610,EliteMT,FBGA-84UC,084UCAS080,2800,0,2250,N,N,AAS084CC2010A,,45,,,KGM14D5121632AA1AG{GVEX2},73.56,N,BBA11,
BGA748,R08ASD615,EliteMT,FBGA-84UC,084UCAS080,2800,0,2250,N,N,AAS084CC2010A,,45,,,KGM14D5121632AA1AG{GVEX2},73.56,N,BBA03,
BGA748,R08ASD620,EliteMT,FBGA-84UC,084UCAS080,2795,0,2250,N,N,AAS084CC2010A,,45,,,KGM14D5121632AA1AG{GVEX2},73.56,N,BBA17,
BGA748,R08ASD624,EliteMT,FBGA-84UC,084UCAS080,2800,0,2250,N,N,AAS084CC2010A,,45,,,KGM14D5121632AA1AG{GVEX2},73.56,N,BBA11,
BGA748,R08ASD633,EliteMT,FBGA-84UC,084UCAS080,2780,0,2250,N,N,AAS084CC2010A,,45,,,KGM14D5121632AA1AG{GVEX2},73.56,N,BBA11,
BGA748,R08ASD639,EliteMT,FBGA-84UC,084UCAS080,2780,0,2250,N,N,AAS084CC2010A,,45,,,KGM14D5121632AA1AG{GVEX2},73.56,N,BB843,
BGA748,R08ASD643,EliteMT,FBGA-84UC,084UCAS080,2780,0,2250,N,N,AAS084CC2010A,,45,,,KGM14D5121632AA1AG{GVEX2},73.56,N,BBA07,
BGA748,R08ASD601,EliteMT,FBGA-84UC,084UCAS080,11150,0,2410,N,Y,AAS084CC2010A,,45,,,KGM14D5121632AA1AG{GVEX2},72.5,N,BBA26,2022-03-02 08:16:48
BGA748,R08ASBV08,EliteMT,FBGA-84UC,084UCAS080,11067,0,2430,N,N,AAS084CC2010A,,47,,,KGM14D5121632AA1AG{GVEX2},73.89,N,BB843,
BGA748,R08ASBV15,EliteMT,FBGA-84UC,084UCAS080,5532,0,2430,N,N,AAS084CC2010A,,47,,,KGM14D5121632AA1AG{GVEX2},73.89,N,BB841,
BGA748,R08ASBV33,EliteMT,FBGA-84UC,084UCAS080,10026,0,2430,N,N,AAS084CC2010A,,47,,,KGM14D5121632AA1AG{GVEX2},73.89,N,BBA29,
BGA748,R08ASD605,EliteMT,FBGA-84UC,084UCAS080,11180,0,2430,N,N,AAS084CC2010A,,45,,,KGM14D5121632AA1AG{GVEX2},71.89,N,BBA22,
BGA748,R08ASBV01,EliteMT,FBGA-84UC,084UCAS080,11052,0,2430,N,N,AAS084CC2010A,,47,,,KGM14D5121632AA1AG{GVEX2},73.89,N,BB841,
BGA748,R08ASBV09,EliteMT,FBGA-84UC,084UCAS080,11024,0,2430,N,N,AAS084CC2010A,,47,,,KGM14D5121632AA1AG{GVEX2},73.89,N,BBA22,
BGA748,R08ASBV16,EliteMT,FBGA-84UC,084UCAS080,11140,0,2430,N,N,AAS084CC2010A,,47,,,KGM14D5121632AA1AG{GVEX2},73.89,N,BBA07,
BGA748,R08ASBV04,EliteMT,FBGA-84UC,084UCAS080,10966,0,2430,N,N,AAS084CC2010A,,47,,,KGM14D5121632AA1AG{GVEX2},73.89,N,BBA17,
BGA748,R08ASBV11,EliteMT,FBGA-84UC,084UCAS080,11174,0,2430,N,N,AAS084CC2010A,,47,,,KGM14D5121632AA1AG{GVEX2},73.89,N,BB843,
BGA748,R08ASBV19,EliteMT,FBGA-84UC,084UCAS080,11095,0,2430,N,N,AAS084CC2010A,,47,,,KGM14D5121632AA1AG{GVEX2},73.89,N,BBA28,
BGA748,R08ASBV06,EliteMT,FBGA-84UC,084UCAS080,11037,0,2430,N,N,AAS084CC2010A,,47,,,KGM14D5121632AA1AG{GVEX2},73.89,N,BBA26,
BGA748,R08ASBV13,EliteMT,FBGA-84UC,084UCAS080,11088,0,2430,N,N,AAS084CC2010A,,47,,,KGM14D5121632AA1AG{GVEX2},73.89,N,BBA29,
BGA748,R08ASBV22,EliteMT,FBGA-84UC,084UCAS080,11061,0,2430,N,N,AAS084CC2010A,,47,,,KGM14D5121632AA1AG{GVEX2},73.89,N,BBA29,
BGA748,R08ASD603,EliteMT,FBGA-84UC,084UCAS080,11160,0,2430,N,N,AAS084CC2010A,,45,,,KGM14D5121632AA1AG{GVEX2},71.89,N,BBA29,
BGA822,R80CMF601,ENG,FBGA-78UEN,078ENCM018ENG,60,0,2430,N,N,ATF078EN1001B,E,1,,,Z11B-78ball{ATF}-ENG,67.22,N,,
BGADAE01,RB0AWAV,ChipMOS,MAT,0008WDAE001,2043,0,5030,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0AWAZ,ChipMOS,MAT,0008WDAE001,2098,0,5030,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0BUA2,ChipMOS,MAT,0008WDAE001,25703,0,5030,N,N,,,7,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0VEEQ,ChipMOS,MAT,0008WDAE001,1015,0,5030,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,RH7ABAJ,ChipMOS,MAT,0008WDAE001,10,0,5030,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,RZZBU49,ChipMOS,MAT,0008WDAE001,132,0,5030,N,N,,,5,,,EPOXY-MAT,74.33,N,,
BGADAE01,RA9ABE5,ChipMOS,MAT,0008WDAE001,6574,0,5030,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0ABB5,ChipMOS,MAT,0008WDAE001,14518,0,5030,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0AWAW,ChipMOS,MAT,0008WDAE001,2067,0,5030,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,RH7ABAK,ChipMOS,MAT,0008WDAE001,3,0,5030,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,RZZBU4A,ChipMOS,MAT,0008WDAE001,132,0,5030,N,N,,,5,,,EPOXY-MAT,74.33,N,,
BGADAE01,RA9ABGA,ChipMOS,MAT,0008WDAE001,175,0,5030,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0ABB6,ChipMOS,MAT,0008WDAE001,14520,0,5030,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0ABD4,ChipMOS,MAT,0008WDAE001,46604,0,5030,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0ABDK,ChipMOS,MAT,0008WDAE001,89760,0,5030,N,N,,,33,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0AWAT,ChipMOS,MAT,0008WDAE001,30709,0,5030,N,N,,,8,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0AWAX,ChipMOS,MAT,0008WDAE001,2142,0,5030,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0AWB2,ChipMOS,MAT,0008WDAE001,34602,0,5030,N,N,,,5,,,EPOXY-MAT,74.33,N,,
BGADAE01,RH7ABAL,ChipMOS,MAT,0008WDAE001,12,0,5030,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,PI2CMGB,ChipMOS,MAT,0008WDAE001,1848,0,5030,N,N,,E,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0ABB7,ChipMOS,MAT,0008WDAE001,14274,0,5030,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0ABD5,ChipMOS,MAT,0008WDAE001,26342,0,5030,N,N,,,3,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0AWAE,ChipMOS,MAT,0008WDAE001,15531,0,5030,N,N,,,2,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0AWAU,ChipMOS,MAT,0008WDAE001,2084,0,5030,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0AWAY,ChipMOS,MAT,0008WDAE001,10410,0,5030,N,N,,,3,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0AWB3,ChipMOS,MAT,0008WDAE001,3913,0,5030,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,RB0VEEP,ChipMOS,MAT,0008WDAE001,7040,0,5030,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC1ABC301,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC1ABC401,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC1ABF601,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,8,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC1ABF605,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,8,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC1ABF701,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,2,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC1ABF803,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC1ABF807,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC2ABAG01,ChipMOS,MAT,0008WDAE001,372,0,5070,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC1ABF902,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC1ABF906,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC1BUHH01,ChipMOS,MAT,0008WDAE001,2400,0,5070,N,N,,,3,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC1GAA704,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,5,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC2BUL201,ChipMOS,MAT,0008WDAE001,8019,0,5070,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC2GAA103,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,13,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC2GAA107,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,13,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC2GAA111,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,13,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC2GAA202,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,3,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3ABBS03,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3ABCC03,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3ABCD03,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3ABCX02,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,5,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3ABCY01,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,3,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3ABG508,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,10,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3ABJ402,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3ABJ502,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3ABN202,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,10,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3ABN206,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,10,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3ABN210,ChipMOS,MAT,0008WDAE001,2724,0,5070,N,N,,,10,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3ABN304,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,10,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3ABN308,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,10,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3AWBF02,ChipMOS,MAT,0008WDAE001,3050,0,5070,N,N,,,2,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3AWBP04,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,13,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3AWBP08,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,13,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3AWBP12,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,13,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3AWBZ03,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3AWC103,ChipMOS,MAT,0008WDAE001,1262,0,5070,N,N,,,3,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3AWC204,ChipMOS,MAT,0008WDAE001,2204,0,5070,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3AWC304,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,5,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3AWC403,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3AWC503,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,5,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3AWEF02,ChipMOS,MAT,0008WDAE001,431,0,5070,N,N,,,2,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3AWEI01,ChipMOS,MAT,0008WDAE001,764,0,5070,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3AWLN02,ChipMOS,MAT,0008WDAE001,363,0,5070,N,N,,,2,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3AWLS01,ChipMOS,MAT,0008WDAE001,1513,0,5070,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3AWLW01,ChipMOS,MAT,0008WDAE001,730,0,5070,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3AWM101,ChipMOS,MAT,0008WDAE001,706,0,5070,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUMC02,ChipMOS,MAT,0008WDAE001,3862,0,5070,N,N,,,2,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUMD04,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,5,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUMH03,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,11,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUMH07,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,11,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUMH11,ChipMOS,MAT,0008WDAE001,2072,0,5070,N,N,,,11,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUMI04,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,12,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUMI08,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,12,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUMI12,ChipMOS,MAT,0008WDAE001,1116,0,5070,N,N,,,12,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUMJ04,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,11,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUMJ08,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,11,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUMK01,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,11,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUMM02,ChipMOS,MAT,0008WDAE001,2400,0,5070,N,N,,,5,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUMK05,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,11,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUMK09,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,11,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUMN01,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,3,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUN801,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUN805,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUN809,ChipMOS,MAT,0008WDAE001,2958,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUN904,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUN908,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUNA03,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUNA07,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUNB02,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,6,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUNB06,ChipMOS,MAT,0008WDAE001,4191,0,5070,N,N,,,6,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUNR04,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,7,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUNS01,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,15,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUNS05,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,15,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUNS09,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,15,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUNS13,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,15,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUPB02,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,3,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUPC03,ChipMOS,MAT,0008WDAE001,4320,0,5070,N,N,,,6,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUPD01,ChipMOS,MAT,0008WDAE001,4320,0,5070,N,N,,,2,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUPE03,ChipMOS,MAT,0008WDAE001,4,0,5070,N,N,,,3,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3BUPG02,ChipMOS,MAT,0008WDAE001,877,0,5070,N,N,,4,2,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3CDA802,ChipMOS,MAT,0008WDAE001,6240,0,5070,N,N,,,7,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3CDA806,ChipMOS,MAT,0008WDAE001,6240,0,5070,N,N,,,7,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3CDA903,ChipMOS,MAT,0008WDAE001,6240,0,5070,N,N,,,7,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3CDA907,ChipMOS,MAT,0008WDAE001,3845,0,5070,N,N,,,7,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC3CDAA04,ChipMOS,MAT,0008WDAE001,6240,0,5070,N,N,,,7,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABD901,ChipMOS,MAT,0008WDAE001,2526,0,5070,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABDA04,ChipMOS,MAT,0008WDAE001,3313,0,5070,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABDC03,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABDF02,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,5,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABF401,ChipMOS,MAT,0008WDAE001,600,0,5070,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABF504,ChipMOS,MAT,0008WDAE001,1122,0,5070,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABG401,ChipMOS,MAT,0008WDAE001,50,0,5070,N,N,,E,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABGV01,ChipMOS,MAT,0008WDAE001,4006,0,5070,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABGZ01,ChipMOS,MAT,0008WDAE001,4682,0,5070,N,N,,,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABHR03,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABHR07,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABHS02,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABHS06,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABHT01,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABHT05,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABHT09,ChipMOS,MAT,0008WDAE001,3693,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABIP04,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABKM02,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,6,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABKM06,ChipMOS,MAT,0008WDAE001,295,0,5070,N,N,,,6,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABIP08,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,9,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4ABL801,ChipMOS,MAT,0008WDAE001,4135,0,5070,N,N,,ER,1,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4AWAT03,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,11,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4AWAT07,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,11,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4AWAT11,ChipMOS,MAT,0008WDAE001,3155,0,5070,N,N,,,11,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4AWC602,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,21,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4AWC606,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,21,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4AWC610,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,21,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4AWC614,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,21,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4AWC618,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,21,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4AWC701,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,2,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4AWC803,ChipMOS,MAT,0008WDAE001,2382,0,5070,N,N,,,3,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4AWC904,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,12,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4AWC908,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,12,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4AWC912,ChipMOS,MAT,0008WDAE001,1522,0,5070,N,N,,,12,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4AWD704,ChipMOS,MAT,0008WDAE001,1966,0,5070,N,N,,,4,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4BUB503,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,71,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4BUB507,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,71,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4BUB511,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,71,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4BUB515,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,71,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4BUB519,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,71,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4BUB523,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,71,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4BUB527,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,71,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4BUB531,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,71,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4BUB535,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,71,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4BUB539,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,71,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4BUB543,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,71,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4BUB547,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,71,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4BUB551,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,71,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4BUB555,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,71,,,EPOXY-MAT,74.33,N,,
BGADAE01,PC4BUB559,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,71,,,EPOXY-MAT,74.33,N,,
