part_no,product_id,route,pin_package,die_size,die_pad_size,qty1,qty2,qty3,desc,die_size_pad_size,column,row,die,hb_design_version,wc_design_version,hb_series_no,wc_series_no,hb_unit_price,wc_unit_price,
	A0801CB0255,	,	Substrate,	FBGA 68,	8.5 * 11.5 X>200;Y>3,	,	23,	0,	23,	須加壓板 ; 每個BLOCK有5直3橫共15顆Die ; 2007/04/02 ;原套數25SET ;因大陸將作FBGA產品 ;2008/09/26寄往大陸2SET ;剩餘23SET,	 8.5*11.5X>200;Y>3 ,	5,	3,	15,	NA,	NA,	H023,	W023,	3450,	4200,
	A0801CB0264,	,	 Substrate,	FBGA 119,	10*13 mil,	,	9,	0,	9,	須加壓板 ; 每個BLOCK有4直3橫共12顆Die ; SH(UTC-1000 : SK2348/01) ; 2006/08/18;熱板3PCS損壞;2008/07/16已補齊,	10*13mil,	4,	3,	12,	SK2348/01,	SK2348/01,	H009,	W009,	3450,	4200,
	A0801CB0268,	,	Normal (L/F),	TSOP 1-48,	596*435 mil,	596*435 mil,	8,	0,	8,	須加壓板 ; 每個BLOCK有2直4橫共8顆Die ; ZC ; 2007/06/01,	596*435mil/596*435mil,	2,	4,	8,	NA,	NA,	H008,	W008,	3450,	4200,
	A0801CB0271,	,	Substrate,	FBGA 119,	10*13 mil,	,	15,	0,	15,	須加壓板 ; 每個BLOCK有4直3橫共12顆Die ; SH(UTC-1000 : SK2367/01) ; 2010/12/05;熱板2PCS損壞; ; 已於2010/12/05補齊,	10*13mil,	4,	3,	12,	SK2367/01,	SK2367/01,	H020,	W020,	4450,	2200,
	A0801CB0276,	,	Normal (L/F),	TSOP1-48,	,	596*435mil,	8,	0,	8,	須加壓板 ; ZC ; 每個BLOCK有1直2橫共2顆Die ; 2007/02/14,	596*435mil,	1,	2,	2,	NA,	NA,	H008,	W008,	3450,	4200,
	A0801CB0286,	,	Normal (L/F),	SOP 8,	,	130*185 mil,	13,	0,	13,	須加壓板 ; 每個BLOCK有2直4橫共8顆Die ; 2009/09/21 ; 8/11缺少熱板1PCS ; 9/21補齊,	130*185mil,	2,	4,	8,	NA,	NA,	H013,	W013,	3450,	4200,
	A0801CB0301,	,	 Substrate,	FBGA 60MV,	276*407*8 mil,	,	66,	0,	66,	SH( UTC-1000 : 壓板SK2433/01 ; 熱板SK2433 /01:FOR 8mil Die厚度 );每個BLOCK有1直4橫共4顆Die ; 201012/05 ; 2010/11/11 1SET損壞 ; 已於2010/12/05補齊 ;2017/08/24 熱板02版22個壓板04有1個 故收22套起來,	276*407*8mil,	1,	4,	4,	SK2433/01,	SK2433/01,	H089,	W089,	2450,	3200,
	A0801CB0302,	,	Normal (L/F),	TSOPI 48L,	,	591*435,	5,	0,	5,	須加壓板 ; 每個BLOCK有1直2橫共2顆Die ; ZC ; 2007/04/02,	591*435,	1,	2,	2,	NA,	NA,	H005,	W005,	2200,	2700,
	A0801CB0319,	,	Substrate,	FBGA 60L,	339*281*8 mil,	,	18,	0,	18,	須加壓板 ; 每個BLOCK有1直5橫共5顆Die ; SH(UTC-1000 : SK2450/01) ; 2007/08/08,	339*281*8mil,	1,	5,	5,	SK2450/01,	SK2450/01,	H018,	W018,	3450,	4200,
	A0801CB0333,	,	Normal (L/F),	TSOP1 48,	,	426*650 mil,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2473/01) ; 每個BLOCK有1直3共3顆Die ; 2007/10/01,	426*650mil,	1,	3,	3,	SK2473/01,	SK2473/01,	H001,	W001,	3450,	4200,
	A0801CB0339,	,	Normal (L/F),	TSOPI-48L,	,	 433*646 mil,	10,	0,	10,	SH (UTC-1000 H/B: SK2495/01 ; W/C: SK2495/02) ; 每個BLOCK有1直3共3顆Die ; 2010/12/05,	433*646mil,	1,	3,	3,	SK2495/01,	SK2495/02,	H021,	W021,	2200,	2700,
	A0801CB0351,	,	Normal (L/F),	TQFP 128L,	,	190*190 mil,	42,	0,	42,	須加壓板 ; SH (UTC-1000 : SK2608/01) ; 每個BLOCK有1直3橫共3顆Die ; 2009/07/23;流水序號已到W042 ; H042,	190*190mil,	1,	3,	3,	SK2608/01,	SK2608/01,	H042,	W042,	2200,	2700,
	A0801CB0358,	,	Normal (L/F),	TQFP 64L,	,	135*135,	3,	0,	3,	須加壓板 ; SH (UTC-1000 : SK2498/01) ; 每個BLOCK有1直2共2顆Die ; 2008/02/05;PS:D/S:170um+220um(DIE PAD需貼TAPE),	135*135,	1,	2,	2,	SK2498/01,	SK2498/01,	H003,	W003,	3450,	4200,
	A0801CB0373,	,	Substrate,	VFBGA 48L,	 81*99 mil,	,	15,	0,	15,	須加壓板 ; SH( UTC-1000 : H/B:SK2519 / 01; W/C : SK2519 / 03 );每個BLOCK有6直12橫共72顆Die ; 2015/11/30流水序號已到H016;W028，2013/4/19壓板損壞2塊，已補齊 ; 2014/7/11壓板損壞6塊，已補齊;2022/2/16壓板損壞4塊;補齊,	81*99mil,	6,	6,	36,	SK2519/01,	SK2519/03,	H016,	W028,	5300,	3700,
	A0801CB0379,	,	Normal (L/F),	QFN 36L,	,	154*154mil,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2750/01) ; 每個BLOCK有1直8橫共8顆Die ; 2010/10/11 ;流水序號已到W001 ; H001,	154*154mil,	1,	8,	8,	SK2750/01,	SK2750/01,	H001,	W001,	3700,	4200,
	A0801CB0380,	,	Normal (L/F),	TSOP-2 50L,	,	96*120mil,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2526/01) ; 每個BLOCK有1直2共2顆Die ; 2008/05/23,	96*120mil,	1,	2,	2,	SK2526/01,	SK2526/01,	H001,	W001,	3450,	4200,
	A0801CB0381,	,	Normal (L/F),	TSOPI-48L,	,	433*646 mil,	2,	0,	2,	須加壓板 ; SH (UTC-1000 : SK2527/01) ; 每個BLOCK有1直3共3顆Die ; 2008/05/26,	433*646mil,	1,	3,	3,	SK2527/01,	SK2527/01,	H002,	W002,	2200,	2700,
	A0801CB0382,	,	Normal (L/F),	TSOPI-48L,	,	646*433 mil,	2,	0,	2,	須加壓板 ; SH (UTC-1000 : SK2528/01) ; 每個BLOCK有1直2共2顆Die ; 2008/05/30,	646*433mil,	1,	2,	2,	SK2528/01,	SK2528/01,	H002,	W002,	2200,	2700,
	A0801CB0383,	,	Normal (L/F),	TSOPI-48L,	,	646*433 mil,	2,	0,	2,	須加壓板 ; SH (UTC-1000 : SK2529/01) ; 每個BLOCK有1直2共2顆Die ; 2008/05/30,	646*433mil,	1,	2,	2,	SK2529/01,	SK2529/01,	H002,	W002,	2200,	2700,
	A0801CB0385,	,	Substrate,	FBGA-71L,	9*17mil,	,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2530/01) ; 每個BLOCK有4直2橫共8顆Die ; 2008/06/13,	9*17mil,	4,	2,	8,	SK2530/01,	SK2530/01,	H001,	W001,	3450,	4200,
	A0801CB0386,	,	Substrate,	FBGA-71L,	9*17mil,	,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2531/01) ; 每個BLOCK有4直2橫共8顆Die ; 2008/06/13,	9*17mil,	4,	2,	8,	SK2531/01,	SK2531/01,	H001,	W001,	3450,	4200,
	A0801CB0387,	,	Substrate,	FBGA-71L,	9*17mil,	,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : 壓板 : SK2532/02 熱板 : SK2532/01=>DIE厚8mil ) ; 每個BLOCK有5直3橫共15顆Die ; 2010/12/05 ; 損壞1SET ; 於2010/12/5補齊,	9*17mil,	5,	3,	15,	SK2532/01,	SK2532/02,	H002,	W002,	8950,	5950,
	A0801CB0388,	FBGA 60L,	,	,	,	427*511*6 mil,	3,	0,	3,	須加壓板 ; SH (UTC-1000 : SK2533/01) ; 每個BLOCK有3直3橫共9顆Die ; 2008/06/13;2017/08/24 01版熱板有3個故收掉3套,	427*511*6mil,	3,	3,	9,	SK2533/02,	SK2533/01,	H006,	W006,	3450,	4200,
	A0801CB0389,	,	Normal (L/F),	LQFP-48L,	,	 120*120mil,	16,	0,	16,	SH (UTC-1000 : H/B:SK2534/02;W/C:SK2534/01;2017/6/1PE慧如熱板改為02版) ; 每個BLOCK有2直3共6顆Die ; 2017/6/15;流水序號已到H043;W017,	120*120mil,	2,	3,	6,	SK2534/02,	SK2534/01,	H043,	W017,	2950,	2450,
	A0801CB0390,	,	Normal (L/F),	LQFP-48L,	,	181*181 mil,	3,	0,	3,	須加壓板 ; SH (UTC-1000 : SK2535/01) ; 每個BLOCK有2直3共6顆Die ; 2008/06/18,	181*181mil,	2,	3,	6,	SK2535/01,	SK2535/01,	H003,	W003,	3450,	4200,
	A0801CB0404,	,	Normal (L/F),	TSOP1-48L,	,	178*202 mil,	5,	0,	5,	須加壓板 ; SH (UTC-1000 : SK2553/01) ; 每個BLOCK有1直2共2顆Die ; 2008/11/14 ;流水序號到 004,	178*202mil,	1,	2,	2,	SK2553/01,	SK2553/01,	H005,	W005,	3450,	4200,
	A0801CB0406,	,	 Normal (L/F),	QFN 32L,	,	146*146mil,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2751/01) ; 每個BLOCK有1直9橫共9顆Die ; 2010/10/11 ;流水序號已到W001 ; H001,	146*146mil,	1,	9,	9,	SK2751/01,	SK2751/01,	H001,	W001,	3700,	4200,
	A0801CB0410,	,	Substrate,	MINI BGA 176,	80*211 mil,	,	4,	0,	4,	須加壓板 ; SH (UTC-1000 : SK2561/01) ; 每個BLOCK有3直5橫共15顆Die ; 流水序號到 H004;W016;2010/09/08;,	80*211mil,	3,	5,	15,	SK2561/01,	SK2561/01,	H004,	W016,	3950,	5950,
	A0801CB0420,	,	 Substrate,	FBGA 60L,	244*356*8 mil,	,	67,	0,	67,	須加壓板 ; SH (UTC-1000 : SK2569/01) ; 每個BLOCK有4直6共24顆Die ; 2009/08/20 ; 流水序號到 H067;W067; 7/30 1PCS熱板來貨時異常 ; 退回原廠處理 ; 8/11已回廠; 3/3 1PCS熱板孔位無螺紋 ; 3/18補齊,	244*356*8mil,	4,	6,	24,	SK2569/01,	SK2569/01,	H067,	W067,	7450,	8200,
	A0801CB0423,	,	Normal (L/F),	QFN 64L,	,	 289*289 mil,	1,	0,	1,	SH (UTC-1000 : SK2582/01) ; 每個BLOCK有1直6共6顆Die ; 2008/10/08; 2008/11/13 PE志益委託外寄三雄修改熱板,	289*289mil,	1,	6,	6,	SK2582/01,	SK2582/01,	H001,	W001,	24660,	2200,
	A0801CB0437,	,	 Substrate,	FBGA 60L,	276*407*8 mil,	,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2591/01) ; 每個BLOCK有4直6共24顆Die ; 2008/12/04 ;流水序號已到SH-001,	276*407*8mil,	4,	6,	24,	SK2591/01,	SK2591/01,	H001,	W001,	3450,	4200,
	A0801CB0448,	,	 Substrate,	VLGA 52L,	624*427 mil,	,	12,	0,	12,	須加壓板 ; SH (UTC-1000 : SK2597/02) ; 每個BLOCK有1直3橫共3顆Die ; 2012/09/07 ;流水序號已到W014;H014，2012/2/17 PE更改熱壓板規格成02版,	624*427mil,	1,	3,	3,	SK2597/02,	SK2597/02,	H014,	W014,	5300,	2450,
	A0801CB0450,	,	Normal (L/F),	TSOP I 48L,	,	 280*210 mil,	15,	0,	15,	須加壓板 ; SH (UTC-1000 : H/B:SK2600/01;W/C:SK2600/02) ; 每個BLOCK有1直2共2顆Die ; 2014/12/06;流水序號已到W032 ; H015,	280*210mil,	1,	2,	2,	SK2600/01,	SK2600/02,	H015,	W032,	1950,	2450,
	A0801CB0453,	,	Normal (L/F),	TSOP I 56L,	,	270*350 mil,	11,	0,	11,	須加壓板 ; SH (UTC-1000 :壓板SK2602/02 ; 熱板SK2602/02) ; 每個BLOCK有1直2共2顆Die ;2015/8/31;流水序號已到W017 ; H013; 12/13損壞1PCS熱板損壞 ; 於12/17已補齊,	270*350mil,	1,	2,	2,	SK2602/02,	SK2602/02,	H013,	W017,	1950,	2450,
	A0801CB0454,	,	Normal (L/F),	TSOP II 66L,	,	153*110 mil,	1,	0,	1,	SH (UTC-1000 : H/B: SK2603/02 ; W/C : SK2603/02) ; 每個BLOCK有2直1橫共2顆Die ; 2011/07/05 ;流水序號已到W023 ; H023 ; 2011/07/05 PE指示將5pcs熱板(H019~023)修改成need tape；PC指示此套熱壓板用不到了，先收起來(熱板*21，壓板*21),	153*110mil,	2,	1,	2,	SK2603/02,	SK2603/02,	H023,	W023,	1950,	2450,
	A0801CB0455,	,	Normal (L/F),	TSOP I 48L,	,	447*422 mil,	5,	0,	5,	須加壓板 ; SH (UTC-1000 : SK2604/01) ; 每個BLOCK有1直3橫共3顆Die ; 2009/07/17 ;流水序號已到W005 ; H005,	447*422mil,	1,	3,	3,	SK2604/01,	SK2604/01,	H005,	W005,	2200,	2700,
	A0801CB0456,	,	Normal (L/F),	TSOP I 56L,	,	450*325 mil,	8,	0,	8,	SH (UTC-1000 : 壓板:SK2605/02;熱板:SK2605/01) ; 每個BLOCK有1直2橫共2顆Die ; 2013/12/27 ;流水序號已到W014 ; H017；8/2損壞1pcs ; 8/10補齊；2011/9/1遺失熱板二塊，9/29補齊(H008、H009),	450*325mil,	1,	2,	2,	SK2605/01,	SK2605/02,	H017,	W014,	1950,	2450,
	A0801CB0457,	,	Normal (L/F),	TSOP II 66L,	,	305*191 mil,	14,	0,	14,	須加壓板 ; SH (UTC-1000 : SK2607/01) ; 每個BLOCK有2直1橫共2顆Die ; 2012/01/09;流水序號已到W014 ; H017；2011/11/29熱板損壞2pcs，已補齊；2012/1/9熱板損壞1pcs，已補齊,	305*191mil,	2,	1,	2,	SK2607/01,	SK2607/01,	H017,	W014,	1950,	2450,
	A0801CB0458,	,	Substrate,	MiniBGA 361L,	,	 248*244 mil,	22,	0,	22,	須加壓板 ; SH (UTC-1000 : H/B:SK2609/01; w/c : :SK2609/02) ; 每個BLOCK有2直4橫共8顆Die ; 2010/10/27 ;流水序號已到W022 ; H022,	248*244mil,	2,	4,	8,	SK2609/01,	SK2609/02,	H022,	W022,	3450,	4200,
	A0801CB0459,	,	Substrate,	FBGA 60L,	244*356*8 mil,	,	39,	0,	39,	須加壓板; ZC (UTC-1000 ) ; 每個BLOCK有6直4橫共24顆Die ; 2011/11/29;流水序號已到H340; W341;5/13 1PCS 熱板損壞 ; 5/31已補齊;6/23 1PCS 熱板移失 ; 已補齊；2011/11/29壓板損壞2pcs，已補齊,	244*356*8mil,	6,	4,	24,	SK2612/01,	SK2612/01,	H001,	W001,	7450,	8200,
	A0801CB0460,	,	Normal (L/F),	TSOP I 56L,	,	295*453 mil,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2614/01) ; 每個BLOCK有1直2橫共2顆Die ; 流水序號到 H001;W001;2009/05/21,	295*453mil,	1,	2,	2,	SK2614/01,	SK2614/01,	H001,	W001,	1950,	2450,
	A0801CB0461,	,	Normal (L/F),	TSOP II 66L,	,	158*220 mil,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2615/01) ; 每個BLOCK有2直1橫共2顆Die ; 流水序號到 H001;W001;2009/05/21,	158*220mil,	2,	1,	2,	SK2615/01,	SK2615/01,	H001,	W001,	1950,	2450,
	A0801CB0462,	,	Normal (L/F),	TSOP II 86L,	,	146*230 mil,	3,	0,	3,	須加壓板 ; SH (UTC-1000 : SK2616/01) ; 每個BLOCK有2直1橫共2顆Die ; 流水序號到 H003;W003;2009/05/21,	146*230mil,	2,	1,	2,	SK2616/01,	SK2616/01,	H003,	W003,	1950,	2450,
	A0801CB0463,	,	Substrate,	FBGA 84LX,	278*256*10 mil,	,	8,	0,	8,	須加壓板 ; SH (UTC-1000 : SK2617/01) ; 每個BLOCK有4直3橫共12顆Die ; 2009/07/14 ;流水序號已到W008 ; H008,	278*256*10mil,	4,	3,	12,	SK2617/01,	SK2617/01,	H008,	W008,	4450,	5200,
	A0801CB0464,	,	Normal (L/F),	LQFP 128L,	,	315*315 mil,	1,	0,	1,	須加壓板 ; SH (UTC-1000 : SK2621/01) ; 每個BLOCK有1直2橫共2顆Die ; 2009/05/27 ;流水序號已到W001 ; H001,	315*315mil,	1,	2,	2,	SK2621/01,	SK2621/01,	H001,	W001,	1950,	2450,
	A0801CB0466,	,	 Substrate,	ST-BGA 137L,	208*411 mil,	,	15,	0,	15,	須加壓板 ; SH (UTC-1000 : H/W :SK2622/01 ; W/C:SK2622/04 ) ; 每個BLOCK有1直4橫共4顆Die ; 2011/05/12 ;流水序號已到W030 ; H015;PE更改壓板版本(SK2622/03=>SK2622/04);舊版本W001~W015先收起來，目前線上壓板序號為W016~W030,	208*411mil,	1,	4,	4,	SK2622/01,	SK2622/04,	H015,	W030,	2900,	3200,
	A0801CB0467,	,	Normal (L/F),	TSOP I 48L,	,	 420*400 mil,	13,	0,	13,	須加壓板 ; SH (UTC-1000 H/B: SK2623/01 ; W/C:SK2623/02) ; 每個BLOCK有1直3橫共3顆Die ; 2011/01/24 ;流水序號已到W013 ; H013,	420*400mil,	1,	3,	3,	SK2623/01,	SK2623/02,	H013,	W013,	2200,	2700,
	A0801CB0469,	,	Substrate,	FBGA 84LX,	156*238 mil,	,	1,	0,	1,	須加壓板 ; ZC (UTC-1000) ; 每個BLOCK有4直3橫共12顆Die ; 2009/07/14 ;流水序號已到W301 ; H301,	156*238mil,	4,	3,	12,	SK2626/01,	SK2626/01,	H001,	W001,	4450,	5200,
	A0801CB0475,	,	 Substrate,	FBGA 60L,	216*296*10 mil,	,	18,	0,	18,	SH (UTC-1000 H/B: SK2629/01 ; W/C: SK2629/02) ; 每個BLOCK有4直7橫共28顆Die ; 2014/2/14 流水序號已到W041 ; H042,	216*296*10mil,	4,	7,	28,	SK2629/01,	SK2629/02,	H042,	W041,	8450,	9200,
	A0801CB0485,	,	 Substrate,	MINIBGA 176L,	72*216*10mil,	,	34,	0,	34,	須加壓板 ; 每個BLOCK有2直6橫共12顆Die ; ZC (UTC-1000) ; 流水編號到 W335 & H334; 2011/11/29 ; 三雄也有購買SH(UTC-1000; 2009/08/24; 2010/9/17熱板無定位PIN ; 送回原廠處理；2011/11/29壓板損壞1pcs，已補齊,	72*216*10mil,	2,	6,	12,	SK2636/01,	SK2636/01,	H001,	W001,	4450,	5200,
	A0801CB0486,	,	 Substrate,	ST-BGA 137L,	,	208*411*2.5 mil,	41,	0,	41,	須加壓板 ; SH (UTC-1000 : 熱板SK2637/02 ; 壓板SK2637/03) ; 每個BLOCK有5直6橫共30顆Die ; 2012/08/16;流水序號已到H045 ; W044(登魁修改壓板規格 ; 2010/9/17登魁修改熱板規格)；2011/11/29熱板損壞1pcs，已補齊；2012/7/19熱板損壞1pcs，已補齊,	208*411*2.5mil,	5,	6,	30,	SK2637/02,	SK2637/03,	H045,	W044,	7700,	2450,
	A0801CB0487,	,	Normal (L/F),	TSOP 2-54L,	154*224 mil,	,	12,	0,	12,	須加壓板 ; SH (UTC-1000 : SK2638/01) ; 每個BLOCK有1直3橫共3顆Die ; 2010/01/12流水序號已到W014 ; H014,	154*224mil,	1,	3,	3,	SK2638/01,	SK2638/01,	H014,	W014,	2200,	2700,
	A0801CB0488,	,	Normal (L/F),	TSOP 2-66L,	289*192 mil,	,	61,	0,	61,	須加壓板 ; ZC (UTC-1000); 每個BLOCK有2直3橫共6顆Die ; 2011/11/29 ;流水序號已到W361;H362; 原sh廠家更改為ZC廠家(壓板於10/14 PE登魁委託送回原廠修改 ;  於10/26到新版(SK2649/02)壓板; 已補齊;2011/11/29熱板損壞1pcs，已補齊,	289*192mil,	2,	3,	6,	SK2649/01,	SK2649/02,	H001,	W002,	2950,	3450,
	A0801CB0490,	,	Substrate,	MiniBGA,	,	,	11,	0,	11,	須加壓板 ; SH(UTC-1000 : 熱壓板SK2642/01); 2009/09/07 ; 9/4  A0801CB0248 轉11套多孔熱壓板至 A0801CB0490,	NA,	,	,	,	SK2642/01,	SK2642/01,	H011,	W011,	7600,	3200,
	A0801CB0491,	,	 Normal (L/F),	QFP 44L,	,	160*160 mil,	6,	0,	6,	須加壓板 ; SH(UTC-1000 : 熱板SK2640/01 ; 壓板SK2640/02 ); 2011/7/25 ; 流水序號已到W016 ; H016；2011/7/25 PC訂錯10套，暫時用不到，先收起來,	160*160mil,	1,	1,	1,	SK2640/01,	SK2640/02,	H016,	W016,	1700,	2200,
	A0801CB0492,	,	Normal (L/F),	TSOP 2-54L,	,	146*243 mil,	30,	0,	30,	須加壓板 ; SH(UTC-1000 : 熱壓板SK2643/01); 2009/09/29 ; 流水序號已到W030 ; H032 ;PE委託1PCS 熱板外送修改 ;已於10/2回廠;1/5 2PCS熱板受損 ; 已於1/12補齊,	146*243mil,	1,	3,	3,	SK2643/01,	SK2643/01,	H032,	W030,	2200,	2700,
	A0801CB0493,	,	Normal (L/F),	TSOP 1-56L,	,	279*453mil,	4,	0,	4,	SH(UTC-1000 : 熱板SK2644/01，壓板SK2644/02); 每個BLOCK有1直2橫共2顆Die ;2019/7/29 流水序號已到W005;H005。,	279*453mil,	1,	2,	2,	SK2644/01,	SK2644/02,	H005,	W005,	1950,	2450,
	A0801CB0494,	,	Normal (L/F),	TSOP 2-54L,	,	138*242 mil,	1,	0,	1,	須加壓板 ;每個BLOCK有1直3橫共3顆Die ; SH(UTC-1000 : 熱壓板SK2645/01); 2009/09/21 ; 流水序號已到W001 ; H001,	138*242mil,	1,	3,	3,	SK2645/01,	SK2645/01,	H001,	W001,	2200,	2700,
	A0801CB0495,	,	Normal (L/F),	TSOP 2-66L,	,	138*242 mil,	1,	0,	1,	須加壓板 ;每個BLOCK有1直3橫共3顆Die ; SH(UTC-1000 : 熱壓板SK2646/01); 2009/09/21 ; 流水序號已到W001 ; H001,	138*242mil,	1,	3,	3,	SK2646/01,	SK2646/01,	H001,	W001,	2200,	2700,
	A0801CB0510,	,	Normal (L/F),	TSOP2-66L,	,	138*242mil,	19,	0,	19,	須加壓板 ; SH (UTC-1000 : SK2664/01) ; 每個BLOCK有1直3橫共3顆Die ; 2012/04/06;流水序號已到W020 ; H028; 11/11損壞1 pcs ;已補齊；2011/12/27熱板損壞3pcs，已補齊；2012/03/27熱板損壞4pcs，已補齊,	138*242mil,	1,	3,	3,	SK2664/01,	SK2664/01,	H028,	W020,	2200,	2700,
	A0801CB0516,	,	Substrate,	ST-BGA 56L,	155*148*6 mil,	155*148*6 mil,	53,	0,	53,	須加壓板 ; SH (UTC-1000 : H/B :SK2673/01 ; W/C :SK2673/02) ; 每個BLOCK有4直7橫共28顆Die ; 2011/04/01流水序號已到W056 ; H055; 2010/12/14 PE劉志益拿去修改測試 ; 故該塊壓板除帳; 已補齊,	155*148*6mil/155*148*6mil,	4,	7,	28,	SK2673/01,	SK2673/02,	H055,	W056,	8450,	3950,
	A0801CB0541,	,	 Substrate,	FBGA 78L,	316*373*7.8 mil,	,	71,	0,	71,	SH (UTC-1000 : H/B :SK2709/01; W/C :SK2709/02 ) ; 每個BLOCK有5直6橫共30顆Die ; 2010/11/11流水序號已到W075 ; H075; 2010/11/11 13pcs熱板漏真空 ; 寄回三雄維修 ; 11/18回廠9 PCS,	316*373*7.8mil,	5,	6,	30,	SK2709/01,	SK2709/02,	H075,	W075,	8950,	9700,
	A0801CB0564,	,	Normal (L/F),	TSOP1- 48L,	,	413*348mil,	43,	0,	43,	須加壓板 ;每個BLOCK有1直3橫共3顆Die ; SH(UTC-1000 : 熱壓板SK2732/01); 2011/12/27 ; 流水序號已到W045 ; H045；新到壓板有1pcs螺絲孔崩牙，退回廠商修理，2012/1/12已修復,	413*348mil,	1,	3,	3,	SK2732/01,	SK2732/01,	H045,	W045,	2200,	2700,
	A0801CB0591,	,	Substrate,	FBGA 78L,	248*315*7.8mil,	,	77,	0,	77,	須加壓板 ; SH (UTC-1000 : SK2764/01) ; 每個BLOCK有4直6橫共24顆Die ; 2012/06/06 ; 流水序號已到W080 ; H080,	248*315*7.8mil,	4,	6,	24,	SK2764/01,	SK2764/01,	H080,	W080,	7450,	8200,
	A0801CB0616,	,	Normal (L/F),	TSOP 1-48L,	,	300*311 mil,	49,	0,	49,	SH (UTC-1000 : SK2785/01) ; 每個BLOCK有1直3橫共3顆Die ; 2020/3/23 流水序號已到H050 ; W049,	300*311mil,	1,	3,	3,	SK2785/01,	SK2785/01,	H050,	W049,	2200,	2700,
	A0801CB0624,	,	Substrate,	FBGA-84L,	,	102*209mil,	10,	0,	10,	須加壓板 ;每個BLOCK有4直5橫共20顆Die ; SH(UTC-2000 : 熱壓板SK2794/01); 2012/08/21 ; 流水序號已到W010 ; H010,	102*209mil,	4,	5,	20,	SK2794/01,	SK2794/01,	H010,	W010,	6450,	7200,
	A0801CB0636,	,	Normal (L/F),	TSOP1-48L (C,	,	427*627mil,	1,	0,	1,	須加壓板 ;每個BLOCK有1直3橫共3顆Die ; SH(UTC-1000 : 熱壓板SK2804/01); 2011/9/15 ; 流水序號已到W001 ; H001,	427*627mil,	1,	3,	3,	SK2804/01,	SK2804/01,	H001,	W001,	2200,	2700,
	A0801CB0637,	,	Normal (L/F),	TSOP1-48L (C,	,	427*627mil,	8,	0,	8,	須加壓板 ;每個BLOCK有1直3橫共3顆Die ; SH(UTC-1000 : 熱壓板SK2805/01); 2012/3/27 ; 流水序號已到W008 ; H008,	427*627mil,	1,	3,	3,	SK2805/01,	SK2805/01,	H008,	W008,	2200,	2700,
	A0801CB0649,	,	Normal (L/F),	TSOP1-48L,	236*305*290 mil,	265*335 mil,	4,	0,	4,	須加壓板，每個BLOCK有1直2橫共2顆Die ; SH(UTC-1000 : 熱壓板SK2822/01); 2011/12/12 ; 流水序號已到W004 ; H004,	236*305*290mil/265*335,	1,	2,	2,	SK2822/01,	SK2822/01,	H004,	W004,	1950,	2450,
	A0801CB0674,	,	Normal (L/F),	TSOP2-40/44L,	190*395 mil,	217*421 mil,	3,	0,	3,	須加壓板，每個BLOCK有2直1橫共2顆Die ; SH(UTC-1000 : 熱壓板SK2853/01); 2011/12/30 ; 流水序號已到W003 ; H003,	190*395mil/217*421mil,	2,	1,	2,	SK2853/01,	SK2853/01,	H003,	W003,	1950,	2450,
	A0801CB0685,	,	Normal (L/F),	TSOP1-56L(MC,	,	558*343 mil,	3,	0,	3,	SH(UTC-1000 : SK2854/02;2016/6/1;PE慧如將熱壓板改版為02版)每個BLOCK有1直2橫共2顆Die; 2016/6/29 流水序號已到H006 ; W006,	558*343mil,	1,	2,	2,	SK2854/02,	SK2854/02,	H006,	W006,	1950,	2450,
	A0801CB0694,	,	Normal (L/F),	TSOP2-44L,	,	252*306 mil,	3,	0,	3,	須加壓板 ;SH (UTC-1000 : SK2867/01) ; 每個BLOCK有1直3橫共3顆Die ; 2012/03/02;流水序號已到W003 ; H003,	252*306mil,	1,	3,	3,	SK2867/01,	SK2867/01,	H003,	W003,	2200,	2700,
	A0801CB0717,	,	Substrate,	MINIBGA-84L,	175*66 mil,	,	37,	0,	37,	須加壓板 ;SH (UTC-1000 : SK2888/01) ; 每個BLOCK有1直4橫共4顆Die ; 2013/08/30;流水序號已到W037 H037,	175*66mil,	1,	4,	4,	SK2888/01,	SK2888/01,	H037,	W037,	2900,	3200,
	A0801CB0723,	,	Normal (L/F),	48L TSOP1,	345*507mil,	COL TYPE,	2,	0,	2,	須加壓板 ;SH (UTC-1000 : SK2894/01) ; 每個BLOCK有1直3橫共3顆Die ; 2012/08/16;流水序號已到W002 ; H002,	345*507mil/COLTYPE,	1,	3,	3,	SK2894/01,	SK2894/01,	H002,	H002,	2200,	2700,
