ENTITY,MODEL,STATUS,LOT#,OPER,PRODUCT,BOND ID,OUTPLAN,IN TIME,CUST,PIN_PKG,WIP,PM,Lot Part Id,Lot Urgent Code,Last Wip Lot,Last Pin Package,Last Cust,Last bd id,Last Part ID,G.UPH,wip_outplan_time,SETTING OPER
BB221,UTC3000,SETUP,R14NVPN03,2200,132X2NV158,ANV132X2C059A,22-04-05 08:25,22-04-05 07:55,PHISON,STBGA132G4VT,1180,04/11/2022 MP,1091A06C41,,R13OKL608,TSOP1-48A2,LAPIS,AOK048TV1029A,1091A07C41,112.6849,22-04-05 15:40,2200
BB222,UTC3000,RUNNING,R13OKL613,2200,048TVOK056,AOK048TV1029A,22-04-05 09:01,22-04-04 22:25,LAPIS,TSOP1-48A2,2560,04/12/2022 MP,1091A07C41,,R13OKL609,TSOP1-48A2,LAPIS,AOK048TV1029A,1091A07C41,241.1997,22-04-05 09:01,2200
BB223,UTC3000,IDLE,,,,AMS078EN1001A,,22-04-05 06:44,,,,04/13/2022 MP,,,R14MSBT07,FBGA-78UEN,MTI,AMS078EN1001A,1091A06T21,254.6119,,2200
BB224,UTC3000,IDLE,,,,ACD084CC2002A,,22-04-04 14:42,,,,04/14/2022 MP,,,R14CDAL02,FBGA-84UC(2),ETRON,ACD084CC2002A,1091A07T41,346.243,,2200
BB225,UTC3000,RUNNING,R14ABK301,3200,162KEAB011,AAB162KE1006A,22-04-06 13:29,22-04-05 06:54,WINBOND,STBGA162B4U,3226,04/15/2022 MP,1091A07T21,,R13LWAG02,FBGA-78U9,MTI-S,ALW078C93001A,1091A06C21,412.5821,22-04-06 13:29,3200
BB226,UTC3000,RUNNING,R14CDB601,2200,096EFCD001,ACD096EF2001B,22-04-05 11:36,22-04-04 17:01,ETRON,FBGA-96UEF,4880,04/16/2022 MP,1091A07T41,,R14CDAW01,FBGA-96UEF,ETRON,ACD096EF2001B,1091A07T41,262.6932,22-04-05 11:36,2200
BB227,UTC3000,RUNNING,R14CDB505,2200,096EFCD001,ACD096EF2001B,22-04-05 12:28,22-04-04 23:46,ETRON,FBGA-96UEF,3328,04/17/2022 MP,1091A07T41,,R14CDB401,FBGA-96UEF,ETRON,ACD096EF2001B,1091A07T41,262.6932,22-04-05 12:28,2200
BB228,UTC3000,IDLE,,,,ACD084CC2002A,,22-04-04 10:13,,,,04/18/2022 MP,,,R14CDAN01,FBGA-84UC(2),ETRON,ACD084CC2002A,1091A07T41,346.243,,2200
BB229,UTC3000,RUNNING,R14CDB603,2200,096EFCD001,ACD096EF2001B,22-04-05 12:36,22-04-04 17:39,ETRON,FBGA-96UEF,4980,04/19/2022 MP,1091A07T41,,R14CDAW03,FBGA-96UEF,ETRON,ACD096EF2001B,1091A07T41,262.6932,22-04-05 12:36,2200
BB230,UTC3000,IDLE,,,,ACD084CC2002A,,22-04-04 11:08,,,,04/20/2022 MP,,,R14CDAM03,FBGA-84UC(2),ETRON,ACD084CC2002A,1091A07T41,346.243,,2200
BB231,UTC3000,RUNNING,R14CDB604,2200,096EFCD001,ACD096EF2001B,22-04-05 09:29,22-04-04 14:36,ETRON,FBGA-96UEF,4960,04/21/2022 MP,1091A07T41,,R14CDAW02,FBGA-96UEF,ETRON,ACD096EF2001B,1091A07T41,262.6932,22-04-05 09:29,2200
BB232,UTC3000,RUNNING,R14CDCA02,2200,084UCCD007,ACD084CC2003A,22-04-05 15:29,22-04-05 05:52,ETRON,FBGA-84UC(2),3630,04/22/2022 MP,,,R14CDC601,FBGA-84UC(2),ETRON,ACD084CC2003A,1091A07T41,378.2577,22-04-05 15:29,2200
BB233,UTC3000,RUNNING,R14CDCA01,2200,084UCCD007,ACD084CC2003A,22-04-05 10:26,22-04-04 19:45,ETRON,FBGA-84UC(2),5557,04/23/2022 MP,,,R13OKL604,TSOP1-48A2,LAPIS,AOK048TV1029A,1091A07C41,378.2577,22-04-05 10:26,2200
BB234,UTC3000,IDLE,,,,AAB024XJ6011A,,22-04-04 18:36,,,,04/24/2022 MP,,,R13OKL602,TSOP1-48A2,LAPIS,AOK048TV1029A,1091A07C41,1077.1637,,3200
BB235,UTC3000,RUNNING,R13OKL614,2200,048TVOK056,AOK048TV1029A,22-04-05 09:00,22-04-04 22:23,LAPIS,TSOP1-48A2,2560,04/25/2022 MP,1091A07C41,,R13OKL610,TSOP1-48A2,LAPIS,AOK048TV1029A,1091A07C41,241.1997,22-04-05 09:00,2200
BB441,UTC1000S,RUNNING,R14ABC817,2200,096ELAB047,AAB096EL1017A,22-04-05 11:40,22-04-04 22:03,WINBOND,FBGA96UEL(2),2940,04/26/2022 MP,1091A07T21,,R14ABC812,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,22-04-05 11:40,2200
BB442,UTC1000S,RUNNING,R14ABC819,2200,096ELAB047,AAB096EL1017A,22-04-05 05:54,22-04-04 23:56,WINBOND,FBGA96UEL(2),1277,04/27/2022 MP,1091A07T21,,R14ABC809,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,22-04-05 05:54,2200
BB443,UTC1000S,IDLE,,,,AAB096EL1003A,,22-04-04 21:23,,,,,,,R13ABN503,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,243.0216,,2200
BB444,UTC1000S,RUNNING,R14MSDM01,2200,078ENMS018,AMS078EN1006A,22-04-05 11:30,22-04-04 18:25,MTI,FBGA-78UEN,3560,,,,R14MSCX03,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-05 11:30,2200
BB445,UTC1000S,IDLE,,,,AMS096EC1002A,,22-04-03 15:45,,,,,,,R14MSC101,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,,2200
BB446,UTC1000S,RUNNING,R14ABM502,2200,096EFAB009,AAB096EF3001A,22-04-05 06:59,22-04-04 20:11,WINBOND,FBGA96UEF3-2,2420,,1091A07T21,,R14ABM301,FBGA96UEF3-2,WINBOND,AAB096EF3001A,1091A07T21,224.1817,22-04-05 06:59,2200
BB447,UTC1000S,RUNNING,R14ABBR01,2200,060EMAB004,AAB060EM2001A,22-04-06 01:23,22-04-05 00:27,WINBOND,FBGA60UEM2-1,7708,04/05/2022 MP,,,R14ABBM03,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,22-04-06 01:23,2200
BB448,UTC1000S,IDLE,,,,AMS078EN1002A,,22-04-05 00:28,,,,04/06/2022 MP,,,R14MSBA04,FBGA-78UEN,MTI,AMS078EN1002A,1091A06T21,245.0786,,2200
BB449,UTC1000S,IDLE,,,,AMS078EN1002A,,22-04-05 02:40,,,,04/07/2022 MP,,,R14MSB410,FBGA-78UEN,MTI,AMS078EN1002A,1091A06T21,245.0786,,2200
BB450,UTC1000S,RUNNING,R14ABNU02,2200,060EMAB004,AAB060EM2001A,22-04-06 00:45,22-04-05 00:21,WINBOND,FBGA60UEM2-1,7543,04/08/2022 MP,,,R14ABBG01,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,22-04-06 00:45,2200
BB451,UTC1000S,IDLE,,,,AMS078EN1002A,,22-04-05 02:51,,,,04/09/2022 SP,,,R14MSB204,FBGA-78UEN,MTI,AMS078EN1002A,1091A06T21,245.0786,,2200
BB452,UTC1000S,RUNNING,R14MSDM02,2200,078ENMS018,AMS078EN1006A,22-04-05 10:50,22-04-04 17:45,MTI,FBGA-78UEN,3560,04/10/2022 SP,,,R14MSCX04,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-05 10:50,2200
BB453,UTC1000S,RUNNING,R14ABM507,2200,096EFAB009,AAB096EF3001A,22-04-05 16:01,22-04-05 05:08,WINBOND,FBGA96UEF3-2,2438,04/11/2022 SP,1091A07T21,,R14ABM501,FBGA96UEF3-2,WINBOND,AAB096EF3001A,1091A07T21,224.1817,22-04-05 16:01,2200
BB454,UTC1000S,RUNNING,R14MSLN04,2200,096ECMS003,AMS096EC1002A,22-04-05 12:16,22-04-04 16:28,MTI,FBGA-96UEC,5581,04/12/2022 SP,1091A06T41,,R14MSLE01,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,22-04-05 12:16,2200
BB455,UTC1000S,RUNNING,R14MSLN02,2200,096ECMS003,AMS096EC1002A,22-04-05 12:09,22-04-04 16:26,MTI,FBGA-96UEC,5560,04/13/2022 SP,1091A06T41,,R14MSK301,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,22-04-05 12:09,2200
BB456,UTC1000S,RUNNING,R13YZAI01,2200,084UCYZ001,AYZ084CC2001A,22-04-05 20:14,22-04-05 05:05,ZJP,FBGA-84UC(2),5600,04/14/2022 SP,1091A07T21,,R13YZAH04,FBGA-84UC(2),ZJP,AYZ084CC2001A,1091A07T21,369.3322,22-04-05 20:14,2200
BB457,UTC1000S,IDLE,,,,AMS078EN1002A,,22-04-04 20:05,,,,04/15/2022 SP,,,R14MSBA01,FBGA-78UEN,MTI,AMS078EN1002A,1091A06T21,245.0786,,2200
BB458,UTC1000S,IDLE,,,,AMS096EC1002A,,22-04-04 10:04,,,,04/16/2022 SP,,,R14MSLI05,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,,2200
BB459,UTC1000S,IDLE,,,,AMS096EC1002A,,22-04-04 05:51,,,,04/17/2022 SP,,,R14MSD407,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,,2200
BB460,UTC1000S,ENG,,,,CU048MA2012A,22-04-04 22:20,22-04-04 22:20,,,,04/18/2022 SP,,,R14BUA701,FBGA-78LEA,ICSI,ABU078EA1001A,1091A07C21,434.4219,,2200
BB461,UTC1000S,RUNNING,R14BUAS01,2200,060C3BU001,ABU060C32001D,22-04-05 09:07,22-04-05 05:44,ICSI,FBGA-60M3,1136,04/19/2022 MP,,,R14BUBK02,FBGA-60M3,ICSI,ABU060C32001D,1091A08C21,340.5765,22-04-05 09:07,2200
BB462,UTC1000S,RUNNING,R14CDBA01,2200,054MFCD001,ACD054MF2003A,22-04-05 15:20,22-04-04 19:17,ETRON,MBGA54A2L,6176,04/20/2022 MP,1091A07T41,,R14CDAR03,MBGA54A2L,ETRON,ACD054MF2003A,1091A07T41,308.1811,22-04-05 15:20,2200
BB463,UTC1000S,RUNNING,R14MSLN01,2200,096ECMS003,AMS096EC1002A,22-04-05 12:29,22-04-04 16:45,MTI,FBGA-96UEC,5560,04/21/2022 MP,1091A06T41,,R14MSD507,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,22-04-05 12:29,2200
BB465,UTC1000S,RUNNING,R14CDC201,2200,096ELCD002,ACD096EL1002A,22-04-06 02:06,22-04-05 07:19,ETRON,FBGA96UEL(2),3550,04/22/2022 MP,,,R12ABJG12,MINIBGA24A2L,WINBOND,AAB024MA5014A,1091A07T21,189.2396,22-04-06 02:06,2200
BB466,UTC1000S,RUNNING,R14MSJH02,2200,096ECMS010,AMS096EC3001B,22-04-05 08:42,22-04-04 09:42,MTI,FBGA-96UEC,5528,04/23/2022 MP,1091A06T21,,R14MSJA04,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,240.3634,22-04-05 08:42,2200
BB467,UTC1000S,RUNNING,R14MSK906,2200,048TWMS079,AMS048TW1060A,22-04-05 12:21,22-04-05 07:16,MTI,TSOP1-48AM,2160,04/24/2022 MP,1091A07T41,,R14MSK902,TSOP1-48AM,MTI,AMS048TW1060A,1091A07T41,424.5978,22-04-05 12:21,2200
BB468,UTC1000S,IDLE,,,,AMS096EC1002A,,22-04-04 13:58,,,,04/25/2022 MP,,,R14MSLI02,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,,2200
BB469,UTC1000S,RUNNING,R14MSJH01,2200,096ECMS010,AMS096EC3001B,22-04-05 08:47,22-04-04 09:40,MTI,FBGA-96UEC,5556,04/26/2022 MP,1091A06T21,,R14MSJC03,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,240.3634,22-04-05 08:47,2200
BB470,UTC1000S,RUNNING,R14MSF101,2200,078U9MS017,AMS078C93001B,22-04-05 11:05,22-04-04 07:05,MTI,FBGA-78U9,6680,04/27/2022 MP,1091A06T21,,R13MSHK02,FBGA-78U9,MTI,AMS078C93001B,1091A06T21,238.6039,22-04-05 11:05,2200
BB471,UTC1000S,RUNNING,R14ABC814,2200,096ELAB047,AAB096EL1017A,22-04-05 08:06,22-04-04 18:14,WINBOND,FBGA96UEL(2),2992,04/28/2022 MP,1091A07T21,,R14ABC808,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,22-04-05 08:06,2200
BB472,UTC1000S,RUNNING,R14BUBL03,2200,096EABU001,ABU096EA1001A,22-04-05 16:43,22-04-05 05:11,ICSI,FBGA-96LEA,2605,04/29/2022 MP,1091A07C21,,R14BUAM04,FBGA-96LEA,ICSI,ABU096EA1001A,1091A07C21,225.8244,22-04-05 16:43,2200
BB473,UTC1000S,RUNNING,R13MSEZ03,2200,078U9MS017,AMS078C93001B,22-04-06 06:43,22-04-05 02:48,MTI,FBGA-78U9,6660,04/30/2022 MP,,,R13MSF107,FBGA-78U9,MTI,AMS078C93001B,1091A06T21,238.6039,22-04-06 06:43,2200
BB474,UTC1000S,ENG,,,,ABU165MC4001A,22-03-29 01:29,22-03-29 01:29,,,,04/30/2022 MP,,,R80CMJX01,MBGA165D2U,ENG,ABU165MC4001A,1091A10C41,56.1032,,2200
BB475,UTC1000S,RUNNING,R14MSBB03,2200,078ENMS007,AMS078EN1002A,22-04-05 21:32,22-04-05 07:20,MTI,FBGA-78UEN,3480,,,,R14MSBA02,FBGA-78UEN,MTI,AMS078EN1002A,1091A06T21,245.0786,22-04-05 21:32,2200
BB476,UTC1000S,RUNNING,R14ABM605,2200,063NWAB006,AAB063NW3008A,22-04-05 15:21,22-04-05 07:43,WINBOND,VFBGA63BFU,5920,,1091A07T21,,R12ABJG11,MINIBGA24A2L,WINBOND,AAB024MA5014A,1091A07T21,776.9505,22-04-05 15:21,2200
BB477,UTC1000S,IDLE,,,,AMS096EC1002A,,22-04-04 02:49,,,,,,,R14MSD505,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,,2200
BB478,UTC1000S,IDLE,,,,AMS096EC1002A,,22-04-04 09:21,,,,,,,R14MSJN02,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,,2200
BB479,UTC1000S,RUNNING,R14MSF104,2200,078U9MS017,AMS078C93001B,22-04-05 15:43,22-04-04 11:33,MTI,FBGA-78U9,6720,04/05/2022 MP,1091A06T21,,R13MSEV05,FBGA-78U9,MTI,AMS078C93001B,1091A06T21,238.6039,22-04-05 15:43,2200
BB480,UTC1000S,RUNNING,R14ABM505,2200,096EFAB009,AAB096EF3001A,22-04-05 09:18,22-04-04 22:26,WINBOND,FBGA96UEF3-2,2435,04/06/2022 MP,1091A07T21,,R14ABM407,FBGA96UEF3-2,WINBOND,AAB096EF3001A,1091A07T21,224.1817,22-04-05 09:18,2200
BB481,UTC1000S,IDLE,,,,AMS096EC1002A,,22-04-05 02:50,,,,04/07/2022 MP,,,R14MSLG07,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,,2200
BB482,UTC1000S,RUNNING,R14AWB802,2200,024MAAW020,AAW024MA6012A,22-04-05 05:32,22-04-04 23:29,MXIC,MINIBGA24A3L,8599,04/08/2022 MP,1091A07T41,,R14ABMU05,TSOP1-48AM,WINBOND,AAB048TW2006A,1091A07T21,1418.9134,22-04-05 05:32,2200
BB483,UTC1000S,RUNNING,R14ABBH04,2200,060EMAB004,AAB060EM2001A,22-04-05 21:09,22-04-04 19:49,WINBOND,FBGA60UEM2-1,7830,04/09/2022 MP,1091A07T21,,R14ABBN01,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,22-04-05 21:09,2200
BB484,UTC1000S,RUNNING,R14MSCV05,2200,078ENMS018,AMS078EN1006A,22-04-05 15:43,22-04-04 22:32,MTI,FBGA-78UEN,3580,04/10/2022 MP,1091A06T21,,R14MSDB02,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-05 15:43,2200
BB485,UTC1000S,IDLE,,,,AMS096EC3001B,,22-04-05 04:29,,,,04/11/2022 MP,,,R14MSJF03,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,240.3634,,2200
BB486,UTC1000S,RUNNING,R14ABC813,2200,096ELAB047,AAB096EL1017A,22-04-05 08:26,22-04-04 18:37,WINBOND,FBGA96UEL(2),2980,04/12/2022 MP,1091A07T21,,R14ABC805,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,22-04-05 08:26,2200
BB487,UTC1000S,SETUP,,,,AUL054TN1003A,22-04-05 09:12,22-04-05 07:48,,,,04/13/2022 MP,,,R14VGA101,MBGA24J4U,ISSI-VG,ABU024MA6011A,1091A07C41,159.8476,,2200
BB488,UTC1000S,IDLE,,,,AMS078EN1002A,,22-04-05 03:25,,,,04/14/2022 MP,,,R14MSBA08,FBGA-78UEN,MTI,AMS078EN1002A,1091A06T21,245.0786,,2200
BB489,UTC1000S,RUNNING,R14MSEP01,2200,078ENMS018,AMS078EN1006A,22-04-05 11:21,22-04-05 00:09,MTI,FBGA-78UEN,2327,04/15/2022 MP,,,R14MSCN07,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-05 11:21,2200
BB490,UTC1000S,RUNNING,R14ABM506,2200,096EFAB009,AAB096EF3001A,22-04-05 09:09,22-04-04 22:37,WINBOND,FBGA96UEF3-2,2360,04/16/2022 MP,1091A07T21,,R14ABM406,FBGA96UEF3-2,WINBOND,AAB096EF3001A,1091A07T21,224.1817,22-04-05 09:09,2200
BB496,UTC1000S,RUNNING,R14ABBR05,2200,060EMAB004,AAB060EM2001A,22-04-05 11:21,22-04-05 05:02,WINBOND,FBGA60UEM2-1,1932,04/17/2022 MP,,,R14ABBM04,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,22-04-05 11:21,2200
BB497,UTC1000S,IN-REPAIR,,,,AAB096EL1019A,,22-04-05 07:33,,,,04/18/2022 MP,,,R14ABBY08,FBGA96UEL(2),WINBOND,AAB096EL1019A,1091A06T21,246.8543,,2200
BB498,UTC1000S,IDLE,,,,AAB024MAA005A,,22-04-05 07:35,,,,04/19/2022 MP,,,R14ABMP01,MBGA24J3U,WINBOND,AAB024MAA005A,1091A07T21,1310.9715,,2200
BB499,UTC1000S,RUNNING,R14BUBL02,2200,096EABU001,ABU096EA1001A,22-04-05 12:08,22-04-05 00:41,ICSI,FBGA-96LEA,2589,04/20/2022 MP,1091A07C21,,R14BUAM03,FBGA-96LEA,ICSI,ABU096EA1001A,1091A07C21,225.8244,22-04-05 12:08,2200
BB500,UTC1000S,RUNNING,R14MSDE01,2200,078ENMS018,AMS078EN1006A,22-04-05 17:11,22-04-05 05:53,MTI,FBGA-78UEN,2345,04/21/2022 MP,,,R14MSCU02,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-05 17:11,2200
BB501,UTC1000S,RUNNING,R14CDBD08,2200,054TNCD021,ACD054TN1001A,22-04-05 10:27,22-04-04 22:03,ETRON,TSOP2-54ME,2880,04/22/2022 MP,1091A07T21,,R14CDBC09,TSOP2-54ME,ETRON,ACD054TN1001A,1091A07T21,232.0865,22-04-05 10:27,2200
BB502,UTC1000S,RUNNING,R14MSDC01,2200,078ENMS018,AMS078EN1006A,22-04-05 08:33,22-04-05 02:48,MTI,FBGA-78UEN,1185,04/23/2022 MP,,,R14MSCX07,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-05 08:33,2200
BB503,UTC1000S,RUNNING,R14MSDP02,2200,078ENMS018,AMS078EN1006A,22-04-05 03:13,22-04-04 13:48,MTI,FBGA-78UEN,2790,04/24/2022 MP,,,R14MSCX01,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-05 03:13,2200
BB504,UTC1000S,RUNNING,R14MSD901,2200,078ENMS018,AMS078EN1006A,22-04-05 16:05,22-04-05 04:51,MTI,FBGA-78UEN,2335,04/25/2022 MP,,,R14MSCP02,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-05 16:05,2200
BB505,UTC1000S,RUNNING,R14ABM601,2200,063NWAB006,AAB063NW3008A,22-04-05 09:44,22-04-05 02:03,WINBOND,VFBGA63BFU,5960,04/26/2022 MP,1091A07T21,,R14ABM602,VFBGA63BFU,WINBOND,AAB063NW3008A,1091A07T21,776.9505,22-04-05 09:44,2200
BB506,UTC1000S,RUNNING,R14MSD801,2200,078ENMS018,AMS078EN1006A,22-04-05 07:43,22-04-05 02:23,MTI,FBGA-78UEN,1100,04/27/2022 MP,,,R14MSCX06,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-05 07:43,2200
BB507,UTC1000S,RUNNING,R14ABM503,2200,096EFAB009,AAB096EF3001A,22-04-05 09:44,22-04-04 22:43,WINBOND,FBGA96UEF3-2,2468,04/28/2022 MP,1091A07T21,,R14ABM405,FBGA96UEF3-2,WINBOND,AAB096EF3001A,1091A07T21,224.1817,22-04-05 09:44,2200
BB508,UTC1000S,IDLE,,,,AMS096EC1002A,,22-03-31 01:54,,,,04/29/2022 MP,,,R13MSK504,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,,2200
BB509,UTC1000S,RUNNING,R14BUBK03,2200,060C3BU001,ABU060C32001D,22-04-05 09:36,22-04-05 00:12,ICSI,FBGA-60M3,3200,04/30/2022 MP,1091A08C21,,R14VGA401,TSOP1-48/48M,ISSI-VG,ABU048TP2005A,1091A08C21,340.5765,22-04-05 09:36,2200
BB510,UTC1000S,RUNNING,R14MSLT04,2200,096ECMS003,AMS096EC1002A,22-04-05 12:07,22-04-04 16:16,MTI,FBGA-96UEC,5600,04/30/2022 MP,,,R14MSD501,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,22-04-05 12:07,2200
BB511,UTC1000S,RUNNING,R14ABM508,2200,096EFAB009,AAB096EF3001A,22-04-05 12:46,22-04-05 06:59,WINBOND,FBGA96UEF3-2,1288,,1091A07T21,,R14ABM408,FBGA96UEF3-2,WINBOND,AAB096EF3001A,1091A07T21,224.1817,22-04-05 12:46,2200
BB512,UTC1000S,IDLE,,,,AMS096EC1002A,,22-04-05 02:12,,,,,,,R14MSLJ04,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,,2200
BB513,UTC1000S,RUNNING,R14CDBD07,2200,054TNCD021,ACD054TN1001A,22-04-05 14:32,22-04-05 02:08,ETRON,TSOP2-54ME,2880,,1091A07T21,,R14CDBC06,TSOP2-54ME,ETRON,ACD054TN1001A,1091A07T21,232.0865,22-04-05 14:32,2200
BB514,UTC1000S,IDLE,,,,AAB048TW2006A,,22-04-05 02:54,,,,,,,R14ABMU09,TSOP1-48AM,WINBOND,AAB048TW2006A,1091A07T21,543.9208,,2200
BB515,UTC1000S,RUNNING,R14CDBD06,2200,054TNCD021,ACD054TN1001A,22-04-05 11:05,22-04-04 22:41,ETRON,TSOP2-54ME,2880,04/05/2022 SP,1091A07T21,,R14CDBC08,TSOP2-54ME,ETRON,ACD054TN1001A,1091A07T21,232.0865,22-04-05 11:05,2200
BB516,UTC1000S,IDLE,,,,AMS096EC1002A,,22-04-05 05:09,,,,04/06/2022 SP,,,R14MSLJ06,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,,2200
BB517,UTC1000S,RUNNING,R14MSDG02,2200,078ENMS018,AMS078EN1006A,22-04-05 05:10,22-04-04 13:57,MTI,FBGA-78UEN,3168,04/07/2022 SP,,,R12MSAQ04,FBGA-78UEN,MTI,AMS078EN1006A,1091A06T21,208.3434,22-04-05 05:10,2200
BB518,UTC1000S,IDLE,,,,AMS096EC1002A,,22-04-05 05:06,,,,04/08/2022 SP,,,R14MSLJ05,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,281.9699,,2200
BB519,UTC1000S,IDLE,,,,AMS096EC3001B,,22-04-05 04:42,,,,04/09/2022 SP,,,R14MSJF06,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,240.3634,,2200
BB520,UTC1000S,WAIT-REPAIR,,,,AAB178NN2001A,,22-04-02 19:29,,,,04/10/2022 SP,,,R14ABCF01,VFBGA178JEU,WINBOND,AAB178NN2001A,1091A07T21,132.725,,2200
BB521,UTC1000S,RUNNING,R14ABNG04,2200,096ELAB047,AAB096EL1017A,22-04-05 19:41,22-04-05 05:58,WINBOND,FBGA96UEL(2),2960,04/11/2022 MP,1091A07T21,,R14ABC816,FBGA96UEL(2),WINBOND,AAB096EL1017A,1091A07T21,215.8662,22-04-05 19:41,2200
