bd_id,da_out,da_act
,0.00,0.00
,0.00,0.00
ANI008OK2001A,0.00,0.00
ANI008OK2001A,0.00,0.00
ANI008YK3002A,0.00,0.00
ANI008YK3002A,0.00,0.00
ANI016OF2003A,0.00,0.00
ANI020YU1002B,0.00,0.00
ANI020YU1002B,0.00,0.00
ANI020YU1002B,0.00,0.00
,0.00,0.00
,0.00,0.00
AHQ0225N1002A,0.00,0.00
AHQ0282J2006B,0.00,0.00
ANV0086A1055A,0.00,0.00
AAB008YQ3019A,0.00,0.00
AAW048TP1008B,0.00,0.00
AAW056TH1022A,0.00,0.00
ABW064AE1005A,0.00,0.00
AMS078EN4001A,0.00,0.00
ACD054TN1001A,0.00,0.00
AAS008YM2024A,144.86,0.00
AAS008YQ2014A,0.00,0.00
AAS0484A1001A,0.00,0.00
AAS084CC2023A,0.00,0.00
AVE048XV7001A,66.54,0.00
AVE048XZ3001A,0.00,0.00
AVE048XZ3007A,0.00,0.00
BU048MA2009B,0.00,0.00
ABU060C32001D,0.00,0.00
ABU060NL3002A,0.00,0.00
ABU060C91003A,0.00,0.00
ABU090NC8003B,0.00,0.00
ABU096EA1001A,0.00,2.60
ABU096EA1003A,0.00,0.00
ABU024MA6008A,0.00,0.00
ABU024MA6009A,0.00,0.00
ABU056TH2001A,0.00,0.00
ABU056TH2001A,0.00,0.00
AOK016D53002A,0.00,0.00
AMS096EC3001B,0.00,0.00
ALW078C93001A,0.00,6.68
,0.00,0.00
AAW008Y62017A,0.00,0.00
AAW024XJ6011B,0.00,0.00
AAW056TH1022A,0.00,0.00
,0.00,0.00
ANV345XTB016A,0.00,0.00
ANV0086A1075A,0.00,0.00
ANV0086A1076A,0.00,0.00
ANV0086A1081A,0.00,0.00
ANV132X2C049A,0.00,0.00
ANV132X2C075A,0.00,0.00
ANV153XT9067A,0.00,0.00
ADY060C32003A,0.00,0.00
AAB008YB2005A,37.32,0.00
AAB008YD4004A,0.00,0.00
AAB008YQ2004A,0.00,0.00
AAB084CC9001A,0.00,0.00
AAB096EF3001A,0.00,0.00
AYZ066TS1001A,0.00,0.00
AZA0086A1034A,0.00,0.00
AZA0086A1035A,0.00,0.00
,0.00,0.00
ANI008OK2001A,399.18,0.00
ANI008OK2001A,0.00,0.00
ANI010YK3001A,0.00,0.00
ANI020YU1002B,0.00,0.00
ANI020YU1002B,0.00,0.00
ANI020YU1002B,0.00,0.00
AHQ0442J4004A,0.00,0.00
AHQ0442J3005A,0.00,0.00
ACD054TA1008B,0.00,0.00
AAS008YQ2001B,274.10,0.00
AAS048TP2029A,0.00,0.00
,0.00,0.00
BU048MA2009B,0.00,0.00
BU060MV1004A,0.00,0.00
ABU096EF2001A,0.00,0.00
ABU168XI2001A,0.00,0.00
ABU008Y62012A,0.00,0.00
ABU048MA3002A,0.00,0.00
AMS078C93001B,0.00,0.00
ENG,0.00,0.00
,0.00,0.00
AAW016D53004A,34.08,0.00
AAW024MA6005B,0.00,0.00
AAW024MA6016B,0.00,0.00
AAW024MA6031B,0.00,0.00
AAW024MA6037B,0.00,0.00
AAW024XJ4017A,0.00,0.00
AAW048TP1026E,40.82,0.00
,0.00,0.00
ANV0086A1065A,0.00,0.00
ANV0086A1061A,0.00,0.00
ANV0086A1008A,0.00,0.00
ANV0086A1082A,0.00,0.00
ANV0086A1106A,0.00,0.00
ANV153XT9069A,0.00,0.00
ANV153XT9074A,0.00,0.00
ANV345XTG002A,2.47,0.00
ATH240UE2001A,0.00,0.00
AAB008YB2016A,0.00,0.00
AAB008YQ2041A,23.15,2.16
AAB008YQ2038A,0.00,0.00
AAB008YQ3013A,0.00,0.00
AAB060NR2004A,0.00,0.00
AAB084CC9005A,0.00,0.00
AAB090NC7001A,0.00,0.00
AAB134N94001A,0.00,0.00
AGJ252X02001A,0.00,0.00
AGJ252X20003A,0.00,0.00
ACS054TS1006A,0.00,0.00
,0.00,0.00
,0.00,0.00
ANI012Y32001B,0.00,0.00
ANI016OF2003A,0.00,0.00
ANI020YU1002B,0.00,0.00
ANI020YU1002B,0.00,0.00
ANI020YU1002B,0.00,0.00
AHQ0225H1001A,0.00,0.00
AYZ084CC2004B,0.00,0.00
AAS008Y62012A,0.00,0.00
AAS008YM2020A,0.00,0.00
,0.00,0.00
ASS153XT3003A,0.15,0.00
ABU054MF6001A,21.07,0.00
ABU078EA1001A,0.00,0.00
ABU084XU2001B,0.00,0.00
ABU090ND3001A,0.00,0.00
AQH072AF1001A,0.00,0.00
AMS078C91003A,0.00,0.00
,0.00,0.00
AAW024MA6045A,0.00,0.00
AAW024XJ6010B,0.00,0.00
AAW064MR1016A,0.00,0.00
AAW064MR1012A,0.00,0.00
,0.00,0.00
ANV0086A1032A,0.00,0.00
ANV0086A1069A,0.00,0.00
ANV048TR2009A,0.00,0.00
ANV132X2C044A,11.07,1.14
ANV132X2C059A,10.14,0.00
ANV132X2C009A,0.00,0.00
ANV153XT8008A,0.00,0.00
ANV153XT9071A,0.00,0.00
ANV345XTB029A,0.00,0.00
AEU048TR2004A,0.00,0.00
AAB024MAA005A,0.00,0.00
AAB024MA6021A,0.00,0.00
AAB024XW3013A,0.00,0.00
AAB060EM2002A,0.00,0.00
AAB096EL1021A,0.00,0.00
AAB178NN2001A,0.00,0.00
ANI020YU1002B,0.00,0.00
AYU096EL2001A,0.00,0.00
AHQ0345V1001A,0.00,0.00
AHQ0445T2011A,0.00,0.00
ACD084CC2002A,0.00,0.00
AAS084CC2011A,0.00,0.00
,0.00,0.00
ABU048MA7004A,0.00,0.00
ABU084CC2001C,0.00,0.00
ABU090NC8002B,22.74,0.00
AMF088Y23001A,0.00,0.00
ABU008YQ2009A,16.48,0.00
ABU024XJ6003A,0.00,0.00
ABU100X69010A,0.00,0.00
ABU100X69011A,0.00,0.00
AOK048TV1029A,0.00,0.00
AMS078EN1001A,0.00,0.00
,0.00,0.00
AAW024MA6041B,0.00,0.00
AAW048TP1041B,158.03,0.72
ANV0086A1106A,0.00,0.00
ANV0086A1065A,0.00,0.00
ANV0086A1070A,0.00,0.00
ANV345XTE001A,0.00,0.00
ACR137M82001B,0.00,0.00
ATH008YM2001B,0.00,0.00
AAB008YQ2033A,0.00,0.00
AAB008YQ3023A,0.00,0.00
AAB008YQ3027A,0.00,0.00
AAB024XJ6011A,0.00,0.00
AAB054NR2001A,0.00,0.00
AAB096EL1003A,0.00,0.00
ATE066TS1001A,0.00,0.00
AQW008YM2003A,0.00,0.00
AZA0086A1002A,0.00,0.00
ACS054TS1007A,0.00,0.00
,0.00,0.00
ANI008OK2001A,0.00,0.00
ANI010YK3001A,0.00,0.00
ANI016OF2003A,164.59,0.00
ANI020YU1005C,0.00,0.00
ANI020YU1002B,0.00,0.00
AHQ0415L1003B,0.00,0.00
,0.00,0.00
ACD096EL1003A,0.00,0.00
ANV132X2C090A,0.00,0.00
ACD054TA1007A,0.00,0.00
AAS096EL1002A,0.00,0.00
AAS096EL1016A,0.00,0.00
AAS162KE1008A,0.00,0.00
AVE008YD2001A,0.00,0.00
AVE054TS1001E,0.00,0.00
ABU078EA1001A,0.00,0.00
ABU200N74002B,0.00,0.00
ABU048TP2006A,0.00,0.00
ABU153XT9002A,0.00,0.00
AMS048TW1050A,21.05,0.00
ALW078EP1001A,0.00,5.88
AAW016D53011A,0.00,0.00
AAW008Y62029A,0.00,0.00
AAW016D53017A,0.00,0.00
AAW024MA6024A,0.00,0.00
AAW024MA6033B,0.00,0.00
AAW064MR1002B,0.00,0.00
,0.00,0.00
ANV0086A1078A,0.00,0.00
ANV048TR2004B,0.00,0.00
ANV048TR2013A,0.00,0.00
ANV132X2C101A,0.00,0.00
ANV132X2B034A,0.00,0.00
ANV153XT9077A,0.00,0.00
ARK078EP1001B,0.00,0.00
AEU252X20001A,0.00,0.00
AAB008YD4001A,0.00,9.12
AAB024MA6017A,0.00,0.00
