assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	RE3CDA109  ,	2,	2460,	2022/10/19 上午 07:12:33,	WSM       ,	Y,	5060,	RE3CDA109  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	MRN721.11.1                                       ,	1182,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	MEAA0090                 ,	N,	N,	0,	0,	20221019,	71233,	2022/10/18 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/10/21 上午 12:00:00,	2022/10/22 上午 12:00:00,	2022/10/23 上午 12:00:00,	2022/10/25 上午 12:00:00,	2022/10/25 上午 12:00:00,	,	,	 B C A B E                                                                      ,	                    ,	0,	Y3,	     ,	CD21    ,	108117HFU8               ,	,	,	                                   ,	RE3CDA1,	RE3CDA109  ,	2,	2460,	2022/10/19 上午 07:12:33,	WSM       ,	Y,
	R13BWAI41  ,	2,	2470,	2022/3/26 下午 03:58:58,	WSM       ,	Y,	3720,	R13BWAI41  ,	AKM          ,	WLCSP          ,	000IABW143               ,	WSDY133A                                          ,	2006,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK07323-XC2-FI{FT1}{FRM-PP}                       ,	5K4L16                   ,	N,	N,	0,	0,	20220402,	94216,	2022/3/23 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK07323-XC2-FI{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/29 上午 12:00:00,	2022/3/30 上午 12:00:00,	2022/3/31 上午 12:00:00,	2022/3/31 上午 12:00:00,	2022/3/31 上午 12:00:00,	8 ,	,	 A C B B                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	黑膠不足                           ,	R13BWAI,	R13BWAI41  ,	2,	2470,	2022/3/26 下午 03:58:58,	WSM       ,	Y,
	R20BWDA16  ,	2,	2470,	2022/5/12 上午 08:40:34,	WSM       ,	Y,	3720,	R20BWDA16  ,	AKM          ,	WLCSP          ,	000IABW045               ,	WSBJ991A                                          ,	10000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK07374-XC2-F4{FT1}{FRM-PP}                       ,	5K4P25                   ,	N,	N,	0,	0,	20220512,	91939,	2022/5/10 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK07374-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/5/16 上午 12:00:00,	2022/5/17 上午 12:00:00,	2022/5/18 上午 12:00:00,	2022/5/18 上午 12:00:00,	2022/5/18 上午 12:00:00,	8 ,	,	 D D B C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	IC不在口袋內                       ,	R20BWDA,	R20BWDA16  ,	2,	2470,	2022/5/12 上午 08:40:34,	WSM       ,	Y,
	R20BWDV44  ,	2,	2470,	2022/10/9 下午 05:06:01,	WSM       ,	Y,	3720,	R20BWDV44  ,	AKM          ,	WLCSP          ,	000IABW040               ,	WSBKS31A                                          ,	1080,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	5K5387                   ,	N,	N,	0,	0,	20221018,	22438,	2022/10/5 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	PROD        ,	2022/10/11 上午 12:00:00,	2022/10/12 上午 12:00:00,	2022/10/13 上午 12:00:00,	2022/10/13 上午 12:00:00,	2022/10/13 上午 12:00:00,	8 ,	,	 E G E C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R20BWDV,	R20BWDV44  ,	2,	2470,	2022/10/9 下午 05:06:01,	WSM       ,	Y,
	R20BWET54  ,	2,	2470,	2022/10/16 下午 07:37:40,	WSM       ,	Y,	3720,	R20BWET54  ,	AKM          ,	WLCSP          ,	000IABW040               ,	WSBKS39A                                          ,	20000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	5K5387                   ,	N,	N,	0,	0,	20221016,	194037,	2022/10/8 上午 12:00:00,	ENG                 ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	PROD        ,	2022/10/14 上午 12:00:00,	2022/10/15 上午 12:00:00,	2022/10/16 上午 12:00:00,	2022/10/16 上午 12:00:00,	2022/10/16 上午 12:00:00,	8 ,	,	 E G E C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	IC站立                             ,	R20BWET,	R20BWET54  ,	2,	2470,	2022/10/16 下午 07:37:40,	WSM       ,	Y,
	R21BWA702  ,	2,	2470,	2022/10/16 下午 10:38:20,	WSM       ,	Y,	3720,	R21BWA702  ,	AKM          ,	WLCSP          ,	000IABW040               ,	WSBKS40A                                          ,	20000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	5K5387                   ,	N,	N,	0,	0,	20221016,	223820,	2022/10/13 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	PROD        ,	2022/10/19 上午 12:00:00,	2022/10/20 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	8 ,	,	 E G E C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R21BWA7,	R21BWA702  ,	2,	2470,	2022/10/16 下午 10:38:20,	WSM       ,	Y,
	R21BWA706  ,	2,	2470,	2022/10/17 上午 04:10:50,	WSM       ,	Y,	3720,	R21BWA706  ,	AKM          ,	WLCSP          ,	000IABW040               ,	WSBKS40A                                          ,	20000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	5K5387                   ,	N,	N,	0,	0,	20221017,	41049,	2022/10/13 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	PROD        ,	2022/10/19 上午 12:00:00,	2022/10/20 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	8 ,	,	 E G E C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R21BWA7,	R21BWA706  ,	2,	2470,	2022/10/17 上午 04:10:50,	WSM       ,	Y,
	R21BWA710  ,	2,	2470,	2022/10/17 上午 09:32:25,	WSM       ,	Y,	3720,	R21BWA710  ,	AKM          ,	WLCSP          ,	000IABW040               ,	WSBKS40A                                          ,	20000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	5K5387                   ,	N,	N,	0,	0,	20221017,	93225,	2022/10/13 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	PROD        ,	2022/10/19 上午 12:00:00,	2022/10/20 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	8 ,	,	 E G E C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R21BWA7,	R21BWA710  ,	2,	2470,	2022/10/17 上午 09:32:25,	WSM       ,	Y,
	R21BWA714  ,	2,	2470,	2022/10/17 下午 05:54:06,	WSM       ,	Y,	3720,	R21BWA714  ,	AKM          ,	WLCSP          ,	000IABW040               ,	WSBKS40A                                          ,	20000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	5K5387                   ,	N,	N,	0,	0,	20221017,	175405,	2022/10/13 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	PROD        ,	2022/10/19 上午 12:00:00,	2022/10/20 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	8 ,	,	 E G E C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R21BWA7,	R21BWA714  ,	2,	2470,	2022/10/17 下午 05:54:06,	WSM       ,	Y,
	R21BWA718  ,	2,	2470,	2022/10/17 下午 10:34:39,	WSM       ,	Y,	3720,	R21BWA718  ,	AKM          ,	WLCSP          ,	000IABW040               ,	WSBKS40A                                          ,	20000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	5K5387                   ,	N,	N,	0,	0,	20221017,	223439,	2022/10/13 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	PROD        ,	2022/10/19 上午 12:00:00,	2022/10/20 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	8 ,	,	 E G E C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R21BWA7,	R21BWA718  ,	2,	2470,	2022/10/17 下午 10:34:39,	WSM       ,	Y,
	R21BWA722  ,	2,	2470,	2022/10/18 上午 03:35:09,	WSM       ,	Y,	3720,	R21BWA722  ,	AKM          ,	WLCSP          ,	000IABW040               ,	WSBKS40A                                          ,	20000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	5K5387                   ,	N,	N,	0,	0,	20221018,	33509,	2022/10/13 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	PROD        ,	2022/10/19 上午 12:00:00,	2022/10/20 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	8 ,	,	 E G E C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R21BWA7,	R21BWA722  ,	2,	2470,	2022/10/18 上午 03:35:09,	WSM       ,	Y,
	R21BWA726  ,	2,	2470,	2022/10/18 上午 08:39:13,	WSM       ,	Y,	3720,	R21BWA726  ,	AKM          ,	WLCSP          ,	000IABW040               ,	WSBKS40A                                          ,	20000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	5K5387                   ,	N,	N,	0,	0,	20221018,	83912,	2022/10/13 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	PROD        ,	2022/10/19 上午 12:00:00,	2022/10/20 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	8 ,	,	 E G E C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R21BWA7,	R21BWA726  ,	2,	2470,	2022/10/18 上午 08:39:13,	WSM       ,	Y,
	R21BWA730  ,	2,	2470,	2022/10/18 下午 01:09:29,	WSM       ,	Y,	3720,	R21BWA730  ,	AKM          ,	WLCSP          ,	000IABW040               ,	WSBKS40A                                          ,	20000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	5K5387                   ,	N,	N,	0,	0,	20221018,	130929,	2022/10/13 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	PROD        ,	2022/10/19 上午 12:00:00,	2022/10/20 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	8 ,	,	 E G E C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R21BWA7,	R21BWA730  ,	2,	2470,	2022/10/18 下午 01:09:29,	WSM       ,	Y,
	R21BWA734  ,	2,	2470,	2022/10/18 下午 06:13:12,	WSM       ,	Y,	3720,	R21BWA734  ,	AKM          ,	WLCSP          ,	000IABW040               ,	WSBKS40A                                          ,	20000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	5K5387                   ,	N,	N,	0,	0,	20221018,	181312,	2022/10/13 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	PROD        ,	2022/10/19 上午 12:00:00,	2022/10/20 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	8 ,	,	 E G E C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R21BWA7,	R21BWA734  ,	2,	2470,	2022/10/18 下午 06:13:12,	WSM       ,	Y,
	R21BWA738  ,	2,	2470,	2022/10/18 下午 10:42:17,	WSM       ,	Y,	3720,	R21BWA738  ,	AKM          ,	WLCSP          ,	000IABW040               ,	WSBKS40A                                          ,	20000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	5K5387                   ,	N,	N,	0,	0,	20221018,	224216,	2022/10/13 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	PROD        ,	2022/10/19 上午 12:00:00,	2022/10/20 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	8 ,	,	 E G E C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R21BWA7,	R21BWA738  ,	2,	2470,	2022/10/18 下午 10:42:17,	WSM       ,	Y,
	R21BWA742  ,	2,	2470,	2022/10/19 上午 02:55:26,	WSM       ,	Y,	3720,	R21BWA742  ,	AKM          ,	WLCSP          ,	000IABW040               ,	WSBKS40A                                          ,	20000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	5K5387                   ,	N,	N,	0,	0,	20221019,	25525,	2022/10/13 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	PROD        ,	2022/10/19 上午 12:00:00,	2022/10/20 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	8 ,	,	 E G E C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R21BWA7,	R21BWA742  ,	2,	2470,	2022/10/19 上午 02:55:26,	WSM       ,	Y,
	R21BWA746  ,	2,	2470,	2022/10/19 上午 07:43:11,	WSM       ,	Y,	3720,	R21BWA746  ,	AKM          ,	WLCSP          ,	000IABW040               ,	WSBKS40A                                          ,	20000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	5K5387                   ,	N,	N,	0,	0,	20221019,	74310,	2022/10/13 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09918AUC0-B4{FT2}{FRM-PP}                       ,	PROD        ,	2022/10/19 上午 12:00:00,	2022/10/20 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	2022/10/21 上午 12:00:00,	8 ,	,	 E G E C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R21BWA7,	R21BWA746  ,	2,	2470,	2022/10/19 上午 07:43:11,	WSM       ,	Y,
	R22BWAE72  ,	2,	2470,	2022/5/31 上午 08:04:22,	WSM       ,	Y,	3720,	R22BWAE72  ,	AKM          ,	WLCSP          ,	000IABW109               ,	WSDN205A                                          ,	15000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	5K4D20                   ,	N,	N,	0,	0,	20220531,	80645,	2022/5/24 上午 12:00:00,	ENG                 ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2022/5/30 上午 12:00:00,	2022/5/31 上午 12:00:00,	2022/6/1 上午 12:00:00,	2022/6/1 上午 12:00:00,	2022/6/1 上午 12:00:00,	8 ,	,	 C B B C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	CM99                               ,	R22BWAE,	R22BWAE72  ,	2,	2470,	2022/5/31 上午 08:04:22,	WSM       ,	Y,
