assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	R23HQC108  ,	9,	2210,	2022/6/6 上午 07:57:05,	WSM       ,	Y,	2205,	R23HQC108  ,	EMC          ,	FPSTLGA44YBV   ,	0442JHQ027               ,	YQ22651                                           ,	2371,	0,	2205,	A2,	N,	TSOP  ,	HQ,	FSA80STH002USA{MXXX-85}                           ,	GO202206002              ,	N,	N,	0,	0,	20220606,	75705,	2022/6/3 上午 12:00:00,	AHQ0442J3005A       ,	,	      ,	M,	                         ,	          ,	               ,	FSA80STH002USA{MXXX-85}                           ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/11 上午 12:00:00,	2022/6/11 上午 12:00:00,	2022/6/15 上午 12:00:00,	12,	,	 B B D A F                                                                      ,	A0803CB1181         ,	27,	Y3,	     ,	HQ02    ,	1081A381C1               ,	,	,	                                   ,	R23HQC1,	R23HQC108  ,	9,	2210,	2022/6/6 上午 07:57:05,	WSM       ,	Y,
	R23MSP5    ,	19,	2020,	2022/6/4 上午 05:55:40,	WSM       ,	Y,	2070,	R23MSP5    ,	MTI          ,	FBGA-78UEN     ,	078ENMS018               ,	252743B.00L                                       ,	0,	25,	2070,	A2,	N,	TSOP  ,	MS,	Z42B1SA8CMS4913{Thick Ni}                         ,	1445534                  ,	Y,	N,	20220605,	223426,	20220605,	230503,	2022/6/4 上午 12:00:00,	AMS078EN1006A       ,	,	      ,	M,	                         ,	          ,	               ,	Z42B1SA8CMS4913{Thick Ni}                         ,	PROD        ,	2022/6/7 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/14 上午 12:00:00,	12,	  ,	 A E B A D                                                                      ,	A0801CB1338         ,	80,	Y3,	     ,	MS41    ,	1081G771S1               ,	,	,	                                   ,	R23MSP5,	R23MSP5    ,	19,	2020,	2022/6/4 上午 05:55:40,	WSM       ,	Y,
	R23MSP8    ,	19,	2020,	2022/6/5 上午 07:03:11,	WSM       ,	Y,	2070,	R23MSP8    ,	MTI          ,	FBGA-78UEN     ,	078ENMS018               ,	250603B.00L                                       ,	29492,	24,	2070,	A2,	N,	TSOP  ,	MS,	Z42B1SA8CMS4913{Thick Ni}                         ,	1445537                  ,	N,	N,	0,	0,	20220606,	4519,	2022/6/5 上午 12:00:00,	AMS078EN1006A       ,	,	      ,	M,	                         ,	          ,	               ,	Z42B1SA8CMS4913{Thick Ni}                         ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/13 上午 12:00:00,	2022/6/13 上午 12:00:00,	2022/6/15 上午 12:00:00,	12,	  ,	 A E B A D                                                                      ,	A0801CB1338         ,	80,	Y3,	     ,	MS41    ,	1081G771S1               ,	,	,	                                   ,	R23MSP8,	R23MSP8    ,	19,	2020,	2022/6/5 上午 07:03:11,	WSM       ,	Y,
	R23MSPC    ,	19,	2020,	2022/6/5 下午 11:27:16,	WSM       ,	Y,	2060,	R23MSPC    ,	MTI          ,	FBGA-78UEN     ,	078ENMS018               ,	252341B.00L                                       ,	28887,	23,	2060,	A2,	N,	TSOP  ,	MS,	Z42B1SA8CMS4913{Thick Ni}                         ,	1445537                  ,	N,	N,	0,	0,	20220606,	75148,	2022/6/6 上午 12:00:00,	AMS078EN1006A       ,	,	      ,	M,	                         ,	          ,	               ,	Z42B1SA8CMS4913{Thick Ni}                         ,	PROD        ,	2022/6/9 上午 12:00:00,	2022/6/11 上午 12:00:00,	2022/6/14 上午 12:00:00,	2022/6/14 上午 12:00:00,	2022/6/16 上午 12:00:00,	12,	  ,	 A E B A D                                                                      ,	A0801CB1338         ,	80,	Y3,	     ,	MS41    ,	1081G771S1               ,	,	,	                                   ,	R23MSPC,	R23MSPC    ,	19,	2020,	2022/6/5 下午 11:27:16,	WSM       ,	Y,
	R23NIHN    ,	11,	2020,	2022/6/6 上午 08:00:48,	WSM       ,	Y,	2010,	R23NIHN    ,	DIALOG       ,	QFN-20YU2D     ,	020YUNI024               ,	Q2VA03.37                                         ,	2,	35988,	2010,	A2,	N,	TSOP  ,	NI,	D2966BA8B-KXABV01{A}                              ,	1842809                  ,	N,	N,	0,	0,	20220606,	41040,	2022/6/6 上午 12:00:00,	ANI020YU1005C       ,	,	      ,	U,	                         ,	          ,	               ,	D2966BA8B-KXABV01{A}                              ,	PROD        ,	2022/6/9 上午 12:00:00,	2022/6/11 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/13 上午 12:00:00,	2022/6/13 上午 12:00:00,	8 ,	  ,	 J G C B                                                                        ,	A0803CB0826         ,	24,	Y1,	     ,	NI99    ,	108192HF36               ,	,	,	                                   ,	R23NIHN,	R23NIHN    ,	11,	2020,	2022/6/6 上午 08:00:48,	WSM       ,	Y,
	R23NIHN    ,	11,	2030,	2022/6/6 上午 08:00:48,	WSM       ,	Y,	2010,	R23NIHN    ,	DIALOG       ,	QFN-20YU2D     ,	020YUNI024               ,	Q2VA03.37                                         ,	2,	35988,	2010,	A2,	N,	TSOP  ,	NI,	D2966BA8B-KXABV01{A}                              ,	1842809                  ,	N,	N,	0,	0,	20220606,	41040,	2022/6/6 上午 12:00:00,	ANI020YU1005C       ,	,	      ,	U,	                         ,	          ,	               ,	D2966BA8B-KXABV01{A}                              ,	PROD        ,	2022/6/9 上午 12:00:00,	2022/6/11 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/13 上午 12:00:00,	2022/6/13 上午 12:00:00,	8 ,	  ,	 J G C B                                                                        ,	A0803CB0826         ,	24,	Y1,	     ,	NI99    ,	108192HF36               ,	,	,	                                   ,	R23NIHN,	R23NIHN    ,	11,	2030,	2022/6/6 上午 08:00:48,	WSM       ,	Y,
	R23NIHS    ,	11,	2020,	2022/6/6 上午 08:02:39,	WSM       ,	Y,	2010,	R23NIHS    ,	DIALOG       ,	QFN-20YU2D     ,	020YUNI024               ,	Q2VA03.41                                         ,	2,	35988,	2010,	A2,	N,	TSOP  ,	NI,	D2966BA8B-KXABV01{A}                              ,	1842817                  ,	N,	N,	0,	0,	20220606,	41132,	2022/6/6 上午 12:00:00,	ANI020YU1005C       ,	,	      ,	U,	                         ,	          ,	               ,	D2966BA8B-KXABV01{A}                              ,	PROD        ,	2022/6/9 上午 12:00:00,	2022/6/11 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/13 上午 12:00:00,	2022/6/13 上午 12:00:00,	8 ,	  ,	 J G C B                                                                        ,	A0803CB0826         ,	24,	Y1,	     ,	NI99    ,	108192HF36               ,	,	,	                                   ,	R23NIHS,	R23NIHS    ,	11,	2020,	2022/6/6 上午 08:02:39,	WSM       ,	Y,
	R23NIHS    ,	11,	2030,	2022/6/6 上午 08:02:39,	WSM       ,	Y,	2010,	R23NIHS    ,	DIALOG       ,	QFN-20YU2D     ,	020YUNI024               ,	Q2VA03.41                                         ,	2,	35988,	2010,	A2,	N,	TSOP  ,	NI,	D2966BA8B-KXABV01{A}                              ,	1842817                  ,	N,	N,	0,	0,	20220606,	41132,	2022/6/6 上午 12:00:00,	ANI020YU1005C       ,	,	      ,	U,	                         ,	          ,	               ,	D2966BA8B-KXABV01{A}                              ,	PROD        ,	2022/6/9 上午 12:00:00,	2022/6/11 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/13 上午 12:00:00,	2022/6/13 上午 12:00:00,	8 ,	  ,	 J G C B                                                                        ,	A0803CB0826         ,	24,	Y1,	     ,	NI99    ,	108192HF36               ,	,	,	                                   ,	R23NIHS,	R23NIHS    ,	11,	2030,	2022/6/6 上午 08:02:39,	WSM       ,	Y,
	R23QRA8    ,	6,	2030,	2022/5/31 下午 11:43:55,	WSM       ,	Y,	2068,	R23QRA8    ,	GigaDevice   ,	WLCSP          ,	000IAQR012               ,	C015750                                           ,	3069,	1,	2068,	A2,	N,	TSOP  ,	QR,	GD25LB256ELIGR{0122}                              ,	4600017260               ,	N,	N,	0,	0,	20220604,	63218,	2022/5/31 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	GD25LB256ELIGR{0122}                              ,	SWR         ,	2022/6/6 上午 12:00:00,	2022/6/7 上午 12:00:00,	2022/6/8 上午 12:00:00,	2022/6/8 上午 12:00:00,	2022/6/8 上午 12:00:00,	12,	 Q,	 D E B A B                                                                      ,	                    ,	0,	 N,	     ,	QR99    ,	                         ,	20220530015.E  ,	1,	                                   ,	R23QRA8,	R23QRA8    ,	6,	2030,	2022/5/31 下午 11:43:55,	WSM       ,	Y,
	R23QRB4    ,	6,	2030,	2022/6/3 下午 02:26:22,	WSM       ,	Y,	2068,	R23QRB4    ,	GigaDevice   ,	WLCSP          ,	000IAQR012               ,	EL7461                                            ,	3532,	1,	2068,	A2,	N,	TSOP  ,	QR,	GD25LB256ELIGR{9954}                              ,	4600017208               ,	N,	N,	0,	0,	20220604,	204246,	2022/6/3 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	GD25LB256ELIGR{9954}                              ,	PROD        ,	2022/6/9 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/11 上午 12:00:00,	2022/6/11 上午 12:00:00,	2022/6/11 上午 12:00:00,	12,	,	 D E B A B                                                                      ,	                    ,	0,	 N,	     ,	QR99    ,	                         ,	,	,	                                   ,	R23QRB4,	R23QRB4    ,	6,	2030,	2022/6/3 下午 02:26:22,	WSM       ,	Y,
	R23VGAA    ,	,	2209,	2022/6/2 下午 01:36:53,	S3052     ,	Y,	2070,	R23VGAA    ,	ISSI-VG      ,	MBGA24J4U      ,	024MAVG012               ,	P37693Y2                                          ,	5119,	1,	2070,	A2,	N,	TSOP  ,	VG,	IS25LP128F-RHLE{FMK127B}                          ,	C02PO-100569016          ,	N,	N,	0,	0,	20220605,	211502,	2022/6/4 上午 12:00:00,	ABU024MA6007A       ,	,	      ,	M,	                         ,	          ,	               ,	IS25LP128F-RHLE{FMK127B}                          ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/13 上午 12:00:00,	2022/6/13 上午 12:00:00,	2022/6/13 上午 12:00:00,	12,	  ,	 C E A A D                                                                      ,	A0801CB1057         ,	18,	Y3,	     ,	VG51    ,	1081G1250B               ,	,	,	                                   ,	R23VGAA,	R23VGAA    ,	,	2209,	2022/6/2 下午 01:36:53,	S3052     ,	Y,
	R23XIA102  ,	2,	2470,	2022/6/5 下午 02:57:22,	WSM       ,	Y,	3720,	R23XIA102  ,	EEVERTECH    ,	WLCSP          ,	000IAXI001               ,	DUA759.11.1                                       ,	3000,	0,	3720,	A2,	N,	TSOP  ,	XI,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	MAA50013                 ,	N,	N,	0,	0,	20220605,	145721,	2022/6/2 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	8 ,	,	 D F A C F                                                                      ,	                    ,	0,	 N,	     ,	XI02    ,	                         ,	,	,	                                   ,	R23XIA1,	R23XIA102  ,	2,	2470,	2022/6/5 下午 02:57:22,	WSM       ,	Y,
	R23XIA106  ,	2,	2470,	2022/6/5 下午 04:40:46,	WSM       ,	Y,	3720,	R23XIA106  ,	EEVERTECH    ,	WLCSP          ,	000IAXI001               ,	DUA759.11.1                                       ,	3000,	0,	3720,	A2,	N,	TSOP  ,	XI,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	MAA50013                 ,	N,	N,	0,	0,	20220605,	164046,	2022/6/2 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	8 ,	,	 D F A C F                                                                      ,	                    ,	0,	 N,	     ,	XI02    ,	                         ,	,	,	                                   ,	R23XIA1,	R23XIA106  ,	2,	2470,	2022/6/5 下午 04:40:46,	WSM       ,	Y,
	R23XIA110  ,	2,	2470,	2022/6/5 下午 06:14:27,	WSM       ,	Y,	3720,	R23XIA110  ,	EEVERTECH    ,	WLCSP          ,	000IAXI001               ,	DUA759.11.1                                       ,	3000,	0,	3720,	A2,	N,	TSOP  ,	XI,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	MAA50013                 ,	N,	N,	0,	0,	20220605,	181427,	2022/6/2 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	8 ,	,	 D F A C F                                                                      ,	                    ,	0,	 N,	     ,	XI02    ,	                         ,	,	,	                                   ,	R23XIA1,	R23XIA110  ,	2,	2470,	2022/6/5 下午 06:14:27,	WSM       ,	Y,
	R23XIA114  ,	2,	2470,	2022/6/5 下午 07:58:03,	WSM       ,	Y,	3720,	R23XIA114  ,	EEVERTECH    ,	WLCSP          ,	000IAXI001               ,	DUA759.11.1                                       ,	3000,	0,	3720,	A2,	N,	TSOP  ,	XI,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	MAA50013                 ,	N,	N,	0,	0,	20220605,	195803,	2022/6/2 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	8 ,	,	 D F A C F                                                                      ,	                    ,	0,	 N,	     ,	XI02    ,	                         ,	,	,	                                   ,	R23XIA1,	R23XIA114  ,	2,	2470,	2022/6/5 下午 07:58:03,	WSM       ,	Y,
	R23XIA118  ,	2,	2470,	2022/6/5 下午 09:24:05,	WSM       ,	Y,	3720,	R23XIA118  ,	EEVERTECH    ,	WLCSP          ,	000IAXI001               ,	DUA759.11.1                                       ,	3000,	0,	3720,	A2,	N,	TSOP  ,	XI,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	MAA50013                 ,	N,	N,	0,	0,	20220605,	212404,	2022/6/2 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	8 ,	,	 D F A C F                                                                      ,	                    ,	0,	 N,	     ,	XI02    ,	                         ,	,	,	                                   ,	R23XIA1,	R23XIA118  ,	2,	2470,	2022/6/5 下午 09:24:05,	WSM       ,	Y,
	R23XIA122  ,	2,	2470,	2022/6/5 下午 10:51:31,	WSM       ,	Y,	3720,	R23XIA122  ,	EEVERTECH    ,	WLCSP          ,	000IAXI001               ,	DUA759.11.1                                       ,	3000,	0,	3720,	A2,	N,	TSOP  ,	XI,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	MAA50013                 ,	N,	N,	0,	0,	20220605,	225131,	2022/6/2 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	8 ,	,	 D F A C F                                                                      ,	                    ,	0,	 N,	     ,	XI02    ,	                         ,	,	,	                                   ,	R23XIA1,	R23XIA122  ,	2,	2470,	2022/6/5 下午 10:51:31,	WSM       ,	Y,
	R23XIA126  ,	2,	2470,	2022/6/6 上午 12:18:18,	WSM       ,	Y,	3720,	R23XIA126  ,	EEVERTECH    ,	WLCSP          ,	000IAXI001               ,	DUA759.11.1                                       ,	3000,	0,	3720,	A2,	N,	TSOP  ,	XI,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	MAA50013                 ,	N,	N,	0,	0,	20220606,	1817,	2022/6/2 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	8 ,	,	 D F A C F                                                                      ,	                    ,	0,	 N,	     ,	XI02    ,	                         ,	,	,	                                   ,	R23XIA1,	R23XIA126  ,	2,	2470,	2022/6/6 上午 12:18:18,	WSM       ,	Y,
	R23XIA130  ,	2,	2470,	2022/6/6 上午 02:59:47,	WSM       ,	Y,	3720,	R23XIA130  ,	EEVERTECH    ,	WLCSP          ,	000IAXI001               ,	DUA759.11.1                                       ,	3000,	0,	3720,	A2,	N,	TSOP  ,	XI,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	MAA50013                 ,	N,	N,	0,	0,	20220606,	25947,	2022/6/2 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	8 ,	,	 D F A C F                                                                      ,	                    ,	0,	 N,	     ,	XI02    ,	                         ,	,	,	                                   ,	R23XIA1,	R23XIA130  ,	2,	2470,	2022/6/6 上午 02:59:47,	WSM       ,	Y,
	R23XIA134  ,	2,	2470,	2022/6/6 上午 04:28:03,	WSM       ,	Y,	3720,	R23XIA134  ,	EEVERTECH    ,	WLCSP          ,	000IAXI001               ,	DUA759.11.1                                       ,	3000,	0,	3720,	A2,	N,	TSOP  ,	XI,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	MAA50013                 ,	N,	N,	0,	0,	20220606,	42802,	2022/6/2 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	8 ,	,	 D F A C F                                                                      ,	                    ,	0,	 N,	     ,	XI02    ,	                         ,	,	,	                                   ,	R23XIA1,	R23XIA134  ,	2,	2470,	2022/6/6 上午 04:28:03,	WSM       ,	Y,
	R23XIA138  ,	2,	2470,	2022/6/6 上午 05:56:32,	WSM       ,	Y,	3720,	R23XIA138  ,	EEVERTECH    ,	WLCSP          ,	000IAXI001               ,	DUA759.11.1                                       ,	3000,	0,	3720,	A2,	N,	TSOP  ,	XI,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	MAA50013                 ,	N,	N,	0,	0,	20220606,	55631,	2022/6/2 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	8 ,	,	 D F A C F                                                                      ,	                    ,	0,	 N,	     ,	XI02    ,	                         ,	,	,	                                   ,	R23XIA1,	R23XIA138  ,	2,	2470,	2022/6/6 上午 05:56:32,	WSM       ,	Y,
	R23XIA142  ,	2,	2470,	2022/6/6 上午 07:28:14,	WSM       ,	Y,	3720,	R23XIA142  ,	EEVERTECH    ,	WLCSP          ,	000IAXI001               ,	DUA759.11.1                                       ,	3000,	0,	3720,	A2,	N,	TSOP  ,	XI,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	MAA50013                 ,	N,	N,	0,	0,	20220606,	72813,	2022/6/2 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	VPAL02FW65000-NL-G-TR-V100{XI}                    ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	2022/6/10 上午 12:00:00,	8 ,	,	 D F A C F                                                                      ,	                    ,	0,	 N,	     ,	XI02    ,	                         ,	,	,	                                   ,	R23XIA1,	R23XIA142  ,	2,	2470,	2022/6/6 上午 07:28:14,	WSM       ,	Y,
	R24QRA1    ,	6,	2030,	2022/6/6 上午 04:37:48,	WSM       ,	Y,	2022,	R24QRA1    ,	GigaDevice   ,	WLCSP          ,	000IAQR007               ,	UHU680                                            ,	11,	197460,	2022,	A2,	N,	TSOP  ,	QR,	GD25LE32DLIGR{8550}{LGV}                          ,	4600015845               ,	N,	N,	0,	0,	20220606,	62401,	2022/6/6 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	GD25LE32DLIGR{8550}{LGV}                          ,	SWR         ,	2022/6/12 上午 12:00:00,	2022/6/13 上午 12:00:00,	2022/6/14 上午 12:00:00,	2022/6/14 上午 12:00:00,	2022/6/14 上午 12:00:00,	12,	 Q,	 G I C A B                                                                      ,	                    ,	0,	 N,	     ,	QR99    ,	                         ,	20220526009.E  ,	1,	                                   ,	R24QRA1,	R24QRA1    ,	6,	2030,	2022/6/6 上午 04:37:48,	WSM       ,	Y,
	R80CMST    ,	,	2320,	2022/5/30 下午 02:29:20,	SWR       ,	Y,	2070,	R80CMST    ,	ENG          ,	MBGA24G4U      ,	024MACM143ENG            ,	R80CMST                                           ,	1232,	1,	2070,	A2,	N,	TSOP  ,	CM,	AAG092/DB/W77Q128JWBIS-ENG                        ,	                         ,	N,	N,	0,	0,	20220601,	184916,	2022/5/31 上午 12:00:00,	AAB024MAA023A       ,	,	      ,	,	                         ,	          ,	               ,	AAG092/DB/W77Q128JWBIS-ENG                        ,	ENG         ,	2022/6/3 上午 12:00:00,	2022/6/5 上午 12:00:00,	2022/6/6 上午 12:00:00,	2022/6/6 上午 12:00:00,	2022/6/7 上午 12:00:00,	12,	,	 A A B A A                                                                      ,	A0801CB1057         ,	18,	Y3,	     ,	CM99    ,	1081760LB7               ,	20220530009.E  ,	1,	                                   ,	R80CMST,	R80CMST    ,	,	2320,	2022/5/30 下午 02:29:20,	SWR       ,	Y,
	R80CMST    ,	,	2440,	2022/5/30 下午 02:29:20,	SWR       ,	Y,	2070,	R80CMST    ,	ENG          ,	MBGA24G4U      ,	024MACM143ENG            ,	R80CMST                                           ,	1232,	1,	2070,	A2,	N,	TSOP  ,	CM,	AAG092/DB/W77Q128JWBIS-ENG                        ,	                         ,	N,	N,	0,	0,	20220601,	184916,	2022/5/31 上午 12:00:00,	AAB024MAA023A       ,	,	      ,	,	                         ,	          ,	               ,	AAG092/DB/W77Q128JWBIS-ENG                        ,	ENG         ,	2022/6/3 上午 12:00:00,	2022/6/5 上午 12:00:00,	2022/6/6 上午 12:00:00,	2022/6/6 上午 12:00:00,	2022/6/7 上午 12:00:00,	12,	,	 A A B A A                                                                      ,	A0801CB1057         ,	18,	Y3,	     ,	CM99    ,	1081760LB7               ,	20220530009.E  ,	1,	                                   ,	R80CMST,	R80CMST    ,	,	2440,	2022/5/30 下午 02:29:20,	SWR       ,	Y,
	RC3BUB710  ,	2,	2460,	2022/6/6 上午 06:39:38,	WSM       ,	Y,	5060,	RC3BUB710  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	MRJ676000Y2                                       ,	3511,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	C02PO-100569334          ,	N,	N,	0,	0,	20220606,	63938,	2022/6/5 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/6/8 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/11 上午 12:00:00,	2022/6/11 上午 12:00:00,	2022/6/11 上午 12:00:00,	,	,	 I G A F B                                                                      ,	                    ,	0,	Y3,	     ,	BUC6    ,	10819240HF               ,	,	,	                                   ,	RC3BUB7,	RC3BUB710  ,	2,	2460,	2022/6/6 上午 06:39:38,	WSM       ,	Y,
	RC3MSN801  ,	2,	2460,	2022/6/6 上午 03:00:05,	WSM       ,	Y,	5060,	RC3MSN801  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	1117326.006                                       ,	5600,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1445601                  ,	N,	N,	0,	0,	20220606,	30005,	2022/6/4 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/6/7 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/14 上午 12:00:00,	,	,	 U Y D L H                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G750V5               ,	,	,	                                   ,	RC3MSN8,	RC3MSN801  ,	2,	2460,	2022/6/6 上午 03:00:05,	WSM       ,	Y,
	RC3MSN805  ,	2,	2460,	2022/6/6 上午 04:16:50,	WSM       ,	Y,	5060,	RC3MSN805  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	1117326.006                                       ,	5600,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1445601                  ,	N,	N,	0,	0,	20220606,	41650,	2022/6/4 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/6/7 上午 12:00:00,	2022/6/9 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/12 上午 12:00:00,	2022/6/14 上午 12:00:00,	,	,	 U Y D L H                                                                      ,	                    ,	0,	Y3,	     ,	MS39    ,	1081G750V5               ,	,	,	                                   ,	RC3MSN8,	RC3MSN805  ,	2,	2460,	2022/6/6 上午 04:16:50,	WSM       ,	Y,
