lot_number,oper,cust,pin_pkg,prod_id,qty,part_id,part_no,bd_id,entity,start_time,end_time
0,2200,0,0,0,0,0,0,AVE048XV7001A,BB620,2022-06-05 08:44:00,2022-06-06 08:06:00
R22TEAN16,2200,ZCN,FBGA-96UEI,096EITE001,2884,1091A07T21,A0803CB1331,ATE096EI1002A,BB621,2022-06-06 08:27:00,2022-06-06 18:04:37
R22TEAT01,2200,ZCN,FBGA-96UEI,0,0,1091A07T21,0,ATE096EI1002A,BB622,2022-06-06 08:06:00,2022-06-06 08:06:00
R22TEAN10,2200,ZCN,FBGA-96UEI,0,0,1091A07T21,0,ATE096EI1002A,BB623,2022-06-06 08:06:00,2022-06-06 08:06:00
R23BUA102,2200,ICSI,FBGA-84UC(2),084UCBU003,5576,1091A08C21,A0801CB0641,ABU084CC2002B,BB624,2022-06-05 16:46:00,2022-06-06 15:33:00
0,2200,0,0,0,0,0,0,ASS153XT3001A,BB701,2022-06-04 01:12:00,2022-06-06 08:06:00
R23MSN504,2200,MTI,FBGA-96UEC,096ECMS003,5516,1091A06T41,A0803CB0644,AMS096EC1002A,BB702,2022-06-05 23:12:25,2022-06-06 17:15:08
R23ABFV13,2200,WINBOND,TSOP2-54ME,054TNAB036,2880,1091A07T21,A0803CB0808,AAB054TN1005A,BB703,2022-06-06 04:30:00,2022-06-06 14:07:00
R23MSNX07,2200,MTI,FBGA-78UEN,078ENMS018,3586,1091A06T21,A0803CB1338,AMS078EN1006A,BB704,2022-06-06 01:21:00,2022-06-06 18:26:00
0,2200,0,0,0,0,0,0,ASS153XT3001A,BB705,2022-06-05 12:41:00,2022-06-06 08:06:00
R22BUBG02,3200,ICSI,FBGAS-96UEF7,096EFBU003,2460,1091A09C21,A0801CB1205,ABU096EF5001A,BB706,2022-06-06 00:09:00,2022-06-07 14:48:00
0,2200,0,0,0,0,0,0,AMS096EF2001A,BB707,2022-06-04 10:13:00,2022-06-06 08:06:00
R22BUBJ03,3200,ICSI,FBGAS-96UEF7,096EFBU003,505,1091A09C21,A0801CB1205,ABU096EF5001A,BB708,2022-06-06 02:49:00,2022-06-06 10:49:00
R22TEAT08,2200,ZCN,FBGA-96UEI,0,0,1091A07T21,0,ATE096EI1002A,BB709,2022-06-06 08:06:00,2022-06-06 08:06:00
R23MSKI03,2200,MTI,FBGA-78UEP,078EPMS003,5960,1091A06T21,A0803CB1264,AMS078EP1001A,BB710,2022-06-05 10:08:00,2022-06-06 10:16:00
R23ABFV12,2200,WINBOND,TSOP2-54ME,054TNAB036,2880,1091A07T21,A0803CB0808,AAB054TN1005A,BB711,2022-06-06 02:27:00,2022-06-06 12:04:00
R23ABGB02,2200,WINBOND,FBGA60UEM2-1,060EMAB004,7760,1091A07T21,A0801CB1291,AAB060EM2001A,BB712,2022-06-05 05:57:00,2022-06-06 04:19:00
R23MSKK01,2200,MTI,FBGA-78UEP,078EPMS003,6000,1091A06T21,A0803CB1264,AMS078EP1001A,BB713,2022-06-06 06:55:00,2022-06-07 07:13:00
0,2200,0,0,0,0,0,0,AAW024MA6024A,BB714,2022-06-06 08:29:00,2022-06-06 08:29:00
R23MSKL04,2200,MTI,FBGA-78UEP,078EPMS003,3968,1091A06T21,A0803CB1264,AMS078EP1001A,BB715,2022-06-06 07:11:00,2022-06-06 23:18:00
R23MSNS02,2200,MTI,FBGA-78UEN,078ENMS018,3600,1091A06T21,A0803CB1338,AMS078EN1006A,BB716,2022-06-05 13:18:00,2022-06-06 06:27:00
R23MSKJ02,2200,MTI,FBGA-78UEP,078EPMS003,5960,1091A06T21,A0803CB1264,AMS078EP1001A,BB717,2022-06-05 10:33:00,2022-06-06 10:42:00
R22TEAP04,2200,ZCN,FBGA-96UEI,096EITE001,2839,1091A07T21,A0803CB1331,ATE096EI1002A,BB718,2022-06-06 05:31:00,2022-06-06 14:33:00
R22ABJ303,3200,WINBOND,STBGA24D6U,024XJAB023,6120,1091A07T21,A0801CB1190,AAB024XJ6009A,BB719,2022-06-06 06:45:00,2022-06-06 13:18:00
R23AWAY01,2200,MXIC,STBGA24A3L,024XJAW001,4226,1091A07T41,A0801CB0700,AAW024XJ6001B,BB720,2022-06-06 07:38:00,2022-06-06 10:06:00
R22TEAN06,2200,ZCN,FBGA-96UEI,096EITE001,2920,1091A07T21,A0803CB1331,ATE096EI1002A,BB721,2022-06-06 07:12:00,2022-06-06 16:29:00
0,2200,0,0,0,0,0,0,ABU168XI2001A,BB722,2022-06-04 23:46:00,2022-06-06 08:06:00
R23MSP201,2200,MTI,FBGA-78UEN,078ENMS018,3540,1091A06T21,A0803CB1338,AMS078EN1006A,BB723,2022-06-06 02:53:00,2022-06-06 19:45:00
R23MSKV01,2200,MTI,FBGA-78UEP,078EPMS003,5895,1091A06T21,A0803CB1264,AMS078EP1001A,BB724,2022-06-06 07:07:00,2022-06-07 07:00:00
R22BUBJ02,3200,ICSI,FBGAS-96UEF7,096EFBU003,2360,1091A09C21,A0801CB1205,ABU096EF5001A,BB725,2022-06-06 04:10:00,2022-06-07 17:16:00
R22TEAP09,2200,ZCN,FBGA-96UEI,096EITE001,2873,1091A07T21,A0803CB1331,ATE096EI1002A,BB726,2022-06-06 05:01:00,2022-06-06 14:09:00
0,2200,0,0,0,0,0,0,AMS096EF2001A,BB727,2022-06-03 21:18:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AMS096EF2001A,BB728,2022-06-03 21:57:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AMS096EF2001A,BB729,2022-06-03 22:01:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,ANV153XT9078A,BB730,2022-06-05 02:51:00,2022-06-06 08:06:00
R22EUL103,2200,TRANSCEND,TSOP1-48MR2C,048TREU014,344,1091A07C21,A0803CB1192,AEU048TR2003A,BB731,2022-06-06 07:54:00,2022-06-06 09:47:00
0,2200,0,0,0,0,0,0,ABU064RK1001A,BB732,2022-06-04 22:13:00,2022-06-06 08:06:00
R22BUBM01,2200,ICSI,FBGAS-96UEF7,096EFBU003,2420,1091A07C21,A0801CB1205,ABU096EF5001A,BB733,2022-06-06 05:29:00,2022-06-06 15:07:00
0,2200,0,0,0,0,0,0,AVE048XZ3007A,BB734,2022-06-04 15:11:00,2022-06-06 08:06:00
R22BUBM02,2200,ICSI,FBGAS-96UEF7,096EFBU003,2416,1091A07C21,A0801CB1205,ABU096EF5001A,BB735,2022-06-06 02:39:00,2022-06-06 12:16:00
0,2200,0,0,0,0,0,0,AMS096EF2001A,BB736,2022-06-05 09:57:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AMS096EF2001A,BB737,2022-06-06 07:54:00,2022-06-06 11:54:00
0,2200,0,0,0,0,0,0,AMS096EF2001A,BB738,2022-06-04 01:17:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,ABU078EA1001A,BB745,2022-06-01 07:57:00,2022-06-06 08:06:00
R23MSKB07,2200,MTI,FBGA-78U9,078U9MS017,2937,1091A06T21,A0803CB0823,AMS078C93001B,BB746,2022-06-05 23:16:00,2022-06-06 09:35:00
R22TEAP01,2200,ZCN,FBGA-96UEI,096EITE001,2935,1091A07T21,A0803CB1331,ATE096EI1002A,BB747,2022-06-06 00:15:00,2022-06-06 09:35:00
R23ABFV39,2200,WINBOND,TSOP2-54ME,054TNAB036,2880,1091A07T21,A0803CB0808,AAB054TN1005A,BB748,2022-06-06 03:27:00,2022-06-06 13:04:00
R23MSKK02,2200,MTI,FBGA-78UEP,078EPMS003,6000,1091A06T21,A0803CB1264,AMS078EP1001A,BB749,2022-06-06 07:11:00,2022-06-07 07:30:00
R23MSNX04,2200,MTI,FBGA-78UEN,078ENMS018,3600,1091A06T21,A0803CB1338,AMS078EN1006A,BB750,2022-06-05 23:36:00,2022-06-06 16:45:00
R22BUBG05,3200,ICSI,FBGAS-96UEF7,096EFBU003,1687,1091A09C21,A0801CB1205,ABU096EF5001A,BB751,2022-06-05 22:21:00,2022-06-07 00:54:00
0,2200,0,0,0,0,0,0,ATE096EI1002A,BB752,2022-06-06 06:33:00,2022-06-06 08:06:00
R23MSNX01,2200,MTI,FBGA-78UEN,078ENMS018,3540,1091A06T21,A0803CB1338,AMS078EN1006A,BB753,2022-06-05 13:45:11,2022-06-06 06:37:00
0,2200,0,0,0,0,0,0,AMS096EF2001A,BB754,2022-06-04 07:13:00,2022-06-06 08:06:00
R23MSNX03,2200,MTI,FBGA-78UEN,078ENMS018,3540,1091A06T21,A0803CB1338,AMS078EN1006A,BB755,2022-06-05 23:28:11,2022-06-06 16:20:00
0,2200,0,0,0,0,0,0,AAB024XJ6009A,BB756,2022-06-05 22:39:00,2022-06-06 08:06:00
R22AWC137,2200,MXIC,TSOP1-48/M2,048TPAW086,720,1091A08T41,A0803CB1000,AAW048TP1041B,BB757,2022-06-06 04:49:00,2022-06-06 15:21:00
R22TEAP11,2200,ZCN,FBGA-96UEI,096EITE001,2790,1091A07T21,A0803CB1331,ATE096EI1002A,BB758,2022-06-05 23:38:00,2022-06-06 08:31:00
R23MSNS09,2200,MTI,FBGA-78UEN,078ENMS018,2679,1091A06T21,A0803CB1338,AMS078EN1006A,BB759,2022-06-06 06:44:00,2022-06-06 19:31:00
0,2200,0,0,0,0,0,0,ATE096EI1002A,BB760,2022-06-06 07:52:00,2022-06-06 08:06:00
R23ABF608,2200,WINBOND,VFBGA60B4U,060NRAB019,7845,1091A07T21,A0803CB0745,AAB060NR2003A,BB761,2022-06-06 05:26:00,2022-06-07 09:12:00
R23BUAI09,2200,ICSI,FBGA-96UEF,096EFBU001,5000,1091A07T21,A0803CB1087,ABU096EF2001A,BB762,2022-06-05 18:02:00,2022-06-06 11:44:00
R22TEAP02,2200,ZCN,FBGA-96UEI,096EITE001,2980,1091A07T21,A0803CB1331,ATE096EI1002A,BB763,2022-06-05 21:35:00,2022-06-06 07:03:00
R22BUBL02,2200,ICSI,FBGAS-96UEF7,096EFBU003,2400,1091A07C21,A0801CB1205,ABU096EF5001A,BB764,2022-06-05 19:10:39,2022-06-06 04:43:00
0,2200,0,0,0,0,0,0,ABU096EF2001A,BB765,2022-06-06 04:03:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,ANV153XT9078A,BB766,2022-06-05 18:06:00,2022-06-06 08:06:00
R22TEAP12,2200,ZCN,FBGA-96UEI,096EITE001,2830,1091A07T21,A0803CB1331,ATE096EI1002A,BB767,2022-06-05 23:22:00,2022-06-06 08:22:00
R22BUBG01,3200,ICSI,FBGAS-96UEF7,096EFBU003,2460,1091A09C21,A0801CB1205,ABU096EF5001A,BB768,2022-06-05 23:25:00,2022-06-07 14:05:00
R23ABFV01,2200,WINBOND,TSOP2-54ME,054TNAB036,2878,1091A07T21,A0803CB0808,AAB054TN1005A,BB769,2022-06-06 06:38:22,2022-06-06 16:15:00
R23MSKB03,2200,MTI,FBGA-78U9,078U9MS017,6720,1091A06T21,A0803CB0823,AMS078C93001B,BB770,2022-06-05 10:28:00,2022-06-06 09:56:00
R22TEAP03,2200,ZCN,FBGA-96UEI,096EITE001,2944,1091A07T21,A0803CB1331,ATE096EI1002A,BB771,2022-06-06 03:38:00,2022-06-06 12:59:00
R22BUBL03,2200,ICSI,FBGAS-96UEF7,096EFBU003,2364,1091A07C21,A0801CB1205,ABU096EF5001A,BB772,2022-06-06 07:52:00,2022-06-06 10:06:00
0,2200,0,0,0,0,0,0,ACD096EL1003A,BB773,2022-06-05 16:53:00,2022-06-06 08:06:00
R22BUBJ01,3200,ICSI,FBGAS-96UEF7,096EFBU003,2380,1091A09C21,A0801CB1205,ABU096EF5001A,BB774,2022-06-06 07:49:00,2022-06-06 11:49:00
R23MSNZ05,2200,MTI,FBGA-78UEN,078ENMS018,3600,1091A06T21,A0803CB1338,AMS078EN1006A,BB775,2022-06-06 06:53:00,2022-06-07 00:02:00
R23AWAS03,2200,MXIC,STBGA24A4L,024XJAW020,4106,1091A07T41,A0803CB0871,AAW024XJ6010B,BB776,2022-06-05 21:16:00,2022-06-06 10:02:00
0,2200,0,0,0,0,0,0,AVE048XV2001A,BB777,2022-06-03 17:03:00,2022-06-06 08:06:00
R23ABF704,2200,WINBOND,VFBGA60B4U,060NRAB019,7972,1091A07T21,A0803CB0745,AAB060NR2003A,BB778,2022-06-05 03:36:00,2022-06-06 07:48:00
R23MSNY02,2200,MTI,FBGA-78UEN,078ENMS018,1504,1091A06T21,A0803CB1338,AMS078EN1006A,BB779,2022-06-06 05:51:00,2022-06-06 13:04:00
R23BUAK02,2200,ICSI,FBGA-96UEF,096EFBU001,5000,1091A07T21,A0803CB1087,ABU096EF2001A,BB780,2022-06-05 17:46:00,2022-06-06 11:28:00
R23MSNS04,2200,MTI,FBGA-78UEN,078ENMS018,3600,1091A06T21,A0803CB1338,AMS078EN1006A,BB781,2022-06-05 14:08:02,2022-06-06 07:17:00
R23ABF605,2200,WINBOND,VFBGA60B4U,060NRAB019,7927,1091A07T21,A0803CB0745,AAB060NR2003A,BB782,2022-06-05 20:16:00,2022-06-07 00:19:00
R23ABF609,2200,WINBOND,VFBGA60B4U,060NRAB019,3390,1091A07T21,A0803CB0745,AAB060NR2003A,BB783,2022-06-06 05:45:00,2022-06-06 17:48:00
0,2200,0,0,0,0,0,0,ASS153XT3001A,BB784,2022-06-04 09:58:00,2022-06-06 08:06:00
R23ABF601,2200,WINBOND,VFBGA60B4U,060NRAB019,7840,1091A07T21,A0803CB0745,AAB060NR2003A,BB785,2022-06-05 05:46:00,2022-06-06 09:31:00
0,2200,0,0,0,0,0,0,AVE048XZ3007A,BB786,2022-06-04 18:03:00,2022-06-06 08:06:00
R23ABFV04,2200,WINBOND,TSOP2-54ME,054TNAB036,2880,1091A07T21,A0803CB0808,AAB054TN1005A,BB787,2022-06-05 14:51:58,2022-06-06 00:29:00
R23ABFV09,2200,WINBOND,TSOP2-54ME,054TNAB036,2880,1091A07T21,A0803CB0808,AAB054TN1005A,BB788,2022-06-06 01:24:00,2022-06-06 11:01:00
0,2200,0,0,0,0,0,0,AAW024MA6024A,BB789,2022-06-05 08:41:00,2022-06-06 08:06:00
R23AWAS04,2200,MXIC,STBGA24A4L,024XJAW020,4102,1091A07T41,A0803CB0871,AAW024XJ6010B,BB790,2022-06-06 03:47:00,2022-06-06 16:32:00
R23ABFV07,2200,WINBOND,TSOP2-54ME,054TNAB036,2880,1091A07T21,A0803CB0808,AAB054TN1005A,BB791,2022-06-06 00:51:00,2022-06-06 10:28:00
R20ASC801,2200,EliteMT,FBGA-96UEL,096ELAS043,3000,1091G08PA4,A0803CB1240,AAS096EL1009B,BB801,2022-06-05 21:12:00,2022-06-06 17:43:00
R20ASBX03,2200,EliteMT,FBGA-96UEL,096ELAS043,2960,1091G08PA4,A0803CB1240,AAS096EL1009B,BB802,2022-06-05 20:49:04,2022-06-06 17:04:00
R20ASBZ06,2200,EliteMT,FBGA-96UEL,096ELAS043,2938,1091G08PA4,A0803CB1240,AAS096EL1009B,BB803,2022-06-06 06:19:00,2022-06-07 02:25:00
R23ABBA03,2200,WINBOND,STDFN08YQ3AW,008YQAB114,5600,1091A08T21,A0803CB1365,AAB008YQ3021A,BB804,2022-06-06 07:58:00,2022-06-06 19:22:00
R23ABBA02,2200,WINBOND,STDFN08YQ3AW,008YQAB114,5600,1091A08T21,A0803CB1365,AAB008YQ3021A,BB805,2022-06-06 05:36:00,2022-06-06 17:00:00
R23ABH906,2200,WINBOND,DFN-08YM2D,008YMAB062,16000,1091A07T21,A0803CB0832,AAB008YM2023A,BB806,2022-06-06 05:46:00,2022-06-06 16:48:00
R20ASBX07,2200,EliteMT,FBGA-96UEL,096ELAS043,2958,1091G08PA4,A0803CB1240,AAS096EL1009B,BB807,2022-06-05 12:34:00,2022-06-06 08:49:00
R20ASBX02,2200,EliteMT,FBGA-96UEL,096ELAS043,2940,1091G08PA4,A0803CB1240,AAS096EL1009B,BB808,2022-06-05 12:36:00,2022-06-06 08:43:00
R20ASBX05,2200,EliteMT,FBGA-96UEL,096ELAS043,2960,1091G08PA4,A0803CB1240,AAS096EL1009B,BB809,2022-06-05 12:40:00,2022-06-06 08:55:00
R22BWJ810,2200,AKM,QFN-72AF1,072AFBW022,1600,1091A07C41,A0803CB0424,ABW072AF1004B,BB810,2022-06-05 18:37:00,2022-06-06 20:45:00
R23VGAC01,2200,ISSI-VG,DFN-08YQ2A,008YQVG019,4320,1091A09C41,A0803CB1174,ABU008YQ2017A,BB811,2022-06-06 07:52:00,2022-06-06 10:06:00
0,2200,0,0,0,0,0,0,ATE066TS1001A,BB812,2022-06-04 11:22:00,2022-06-06 08:06:00
R23ABH904,2200,WINBOND,DFN-08YM2D,008YMAB062,16000,1091A07T21,A0803CB0832,AAB008YM2023A,BB813,2022-06-05 23:07:00,2022-06-06 10:08:00
R20ASBF13,2200,EliteMT,FBGA-84UC,0,0,1091G08PA4,0,AAS084CC2023A,BB814,2022-06-06 04:09:00,2022-06-06 04:09:00
R23ABFR03,2200,WINBOND,DFN-08YD4AW,008YDAB027,9120,1091A07T21,A0803CB1340,AAB008YD4001A,BB815,2022-06-05 21:31:00,2022-06-06 08:57:00
R23BWE103,2200,AKM,QFN-72AF1,072AFBW022,1600,1091A07C41,A0803CB0424,ABW072AF1004B,BB816,2022-06-06 06:24:00,2022-06-06 20:54:00
R22BWJ812,2200,AKM,QFN-72AF1,072AFBW022,414,1091A07C41,A0803CB0424,ABW072AF1004B,BB817,2022-06-06 05:22:00,2022-06-06 09:12:00
R20ASBZ04,2200,EliteMT,FBGA-96UEL,096ELAS043,3000,1091G08PA4,A0803CB1240,AAS096EL1009B,BB818,2022-06-06 04:03:00,2022-06-07 00:34:00
R22ABBP09,2200,WINBOND,DFN-08YQ3AW,0,0,1091A07T21,0,AAB008YQ3001A,BB819,2022-06-06 11:20:00,2022-06-06 11:20:00
0,2200,0,0,0,0,0,0,ATE066TS1001A,BB821,2022-06-04 06:42:00,2022-06-06 08:06:00
R22BWJ811,2200,AKM,QFN-72AF1,072AFBW022,1600,1091A07C41,A0803CB0424,ABW072AF1004B,BB822,2022-06-05 22:12:00,2022-06-06 12:42:00
0,2200,0,0,0,0,0,0,AAS084CC2023A,BB823,2022-06-05 03:30:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AAW008Y62014A,BB824,2022-06-06 02:47:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AAS096EL1007A,BB825,2022-06-05 12:19:00,2022-06-06 08:06:00
R23ABHA01,2200,WINBOND,DFN-08YM2D,008YMAB062,16000,1091A07T21,A0803CB0832,AAB008YM2023A,BB826,2022-06-05 23:56:00,2022-06-06 10:57:00
0,2200,0,0,0,0,0,0,AMS096EC1002A,BB827,2022-06-06 07:45:00,2022-06-06 08:06:00
R23MSLZ02,2200,MTI,FBGA-96UEC,096ECMS003,5560,1091A06T41,A0803CB0644,AMS096EC1002A,BB828,2022-06-05 23:16:50,2022-06-06 16:53:00
0,2200,0,0,0,0,0,0,AAS084CC2023A,BB831,2022-06-05 01:38:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AAS084CC2023A,BB832,2022-06-05 14:54:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AAW008Y62014A,BB833,2022-06-06 04:31:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AAS084CC2023A,BB834,2022-06-05 06:37:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AAS008DR1029A,BB835,2022-06-06 01:30:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,ATE066TS1001A,BB836,2022-06-04 19:19:00,2022-06-06 08:06:00
R23ABBB03,2200,WINBOND,STDFN08YQ3AW,008YQAB114,5600,1091A08T21,A0803CB1365,AAB008YQ3021A,BB837,2022-06-05 23:02:00,2022-06-06 10:26:00
R23AWAB33,2200,MXIC,DFN-08Y62D,008Y6AW032,8320,1091A07T41,A0803CB0926,AAW008Y62014A,BB838,2022-06-06 02:46:00,2022-06-06 09:47:00
R23AWB830,2200,MXIC,DFN-08Y62D,008Y6AW032,8320,1091A07T41,A0803CB0926,AAW008Y62014A,BB839,2022-06-06 02:44:00,2022-06-06 09:46:00
R23ABH903,2200,WINBOND,DFN-08YM2D,008YMAB062,16000,1091A07T21,A0803CB0832,AAB008YM2023A,BB840,2022-06-05 23:54:00,2022-06-06 10:55:00
0,2200,0,0,0,0,0,0,ABW072AF1004B,BB841,2022-06-06 07:34:00,2022-06-06 15:34:00
R20ASC803,2200,EliteMT,FBGA-96UEL,096ELAS043,2047,1091G08PA4,A0803CB1240,AAS096EL1009B,BB842,2022-06-05 20:02:00,2022-06-06 10:04:00
R23MSL708,2200,MTI,FBGA-96UEC,096ECMS003,1220,1091A06T41,A0803CB0644,AMS096EC1002A,BB843,2022-06-06 03:35:00,2022-06-06 07:31:00
R23ABBA01,2200,WINBOND,STDFN08YQ3AW,008YQAB114,5600,1091A08T21,A0803CB1365,AAB008YQ3021A,BB844,2022-06-06 06:41:00,2022-06-06 18:05:00
0,2200,0,0,0,0,0,0,AAS084CC2023A,BB845,2022-06-05 08:48:00,2022-06-06 08:06:00
R23MSM301,2200,MTI,FBGA-96UEC,096ECMS003,5509,1091A06T41,A0803CB0644,AMS096EC1002A,BB846,2022-06-06 03:33:00,2022-06-06 21:00:00
R20ASBF11,2200,EliteMT,FBGA-84UC,0,0,1091G08PA4,0,AAS084CC2023A,BB847,2022-06-06 11:53:00,2022-06-06 11:53:00
0,2200,0,0,0,0,0,0,ATE066TS1001A,BB848,2022-06-04 08:35:00,2022-06-06 08:06:00
R23AWDE01,2200,MXIC,DFN-08Y62D,008Y6AW039,8320,1091A07T41,A0803CB0926,AAW008Y62017A,BB849,2022-06-06 03:38:00,2022-06-06 10:33:00
0,2200,0,0,0,0,0,0,AAS096EL1016A,BB850,2022-06-06 01:12:00,2022-06-06 08:06:00
R22BWJ805,2200,AKM,QFN-72AF1,072AFBW022,1600,1091A07C41,A0803CB0424,ABW072AF1004B,BB851,2022-06-05 21:11:00,2022-06-06 11:41:00
R23ASAI02,2200,EliteMT,FBGA-96UEL-3,096ELAS044,2940,1091G08PA4,A0803CB1240,AAS096EL1016A,BB852,2022-06-05 19:14:00,2022-06-06 14:30:00
R23ABFE02,2200,WINBOND,DFN-08YQ3AW,008YQAB123,5600,1091A07T21,A0803CB1341,AAB008YQ3034A,BB853,2022-06-06 04:57:00,2022-06-06 10:18:00
0,2200,0,0,0,0,0,0,AAB008YQ3034A,BB854,2022-06-06 09:01:00,2022-06-06 09:01:00
R23MSM102,2200,MTI,FBGA-96UEC,096ECMS003,5600,1091A06T41,A0803CB0644,AMS096EC1002A,BB855,2022-06-06 07:08:00,2022-06-07 00:51:00
R22ABC102,2200,WINBOND,STDFN08YD4AW,008YDAB031,9120,1091A07T21,A0803CB1340,AAB008YD4004A,BB856,2022-06-05 21:34:00,2022-06-06 20:57:00
R23MSL903,2200,MTI,FBGA-96UEC,096ECMS003,5592,1091A06T41,A0803CB0644,AMS096EC1002A,BB857,2022-06-06 03:22:00,2022-06-06 21:04:00
0,2200,0,0,0,0,0,0,AAS084CC2023A,BB858,2022-06-04 23:54:00,2022-06-06 08:06:00
R22BWJ809,2200,AKM,QFN-72AF1,072AFBW022,1600,1091A07C41,A0803CB0424,ABW072AF1004B,BB859,2022-06-05 18:41:00,2022-06-06 09:12:00
R22ABC105,2200,WINBOND,STDFN08YD4AW,008YDAB031,9120,1091A07T21,A0803CB1340,AAB008YD4004A,BB860,2022-06-05 08:34:00,2022-06-06 07:56:00
0,2200,0,0,0,0,0,0,ATE066TS1001A,BB861,2022-06-04 16:28:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AAW008Y62014A,BB862,2022-06-05 22:23:00,2022-06-06 08:06:00
R22ABC107,2200,WINBOND,STDFN08YD4AW,008YDAB031,9120,1091A07T21,A0803CB1340,AAB008YD4004A,BB863,2022-06-05 16:00:00,2022-06-06 15:22:00
R22ABC103,2200,WINBOND,STDFN08YD4AW,008YDAB031,9120,1091A07T21,A0803CB1340,AAB008YD4004A,BB864,2022-06-05 11:01:00,2022-06-06 10:23:00
0,2200,0,0,0,0,0,0,AAS084CC2023A,BB865,2022-06-05 13:27:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,ATE066TS1001A,BB866,2022-06-04 08:04:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AAS008DR1029A,BB867,2022-06-05 16:44:00,2022-06-06 08:06:00
R23ABH911,2200,WINBOND,DFN-08YM2D,008YMAB062,16000,1091A07T21,A0803CB0832,AAB008YM2023A,BB868,2022-06-06 01:40:00,2022-06-06 12:41:00
0,2200,0,0,0,0,0,0,ATE066TS1001A,BB869,2022-06-04 14:24:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,ATE066TS1001A,BB870,2022-06-05 11:32:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,ATE066TS1001A,BB871,2022-06-06 07:33:00,2022-06-06 11:33:00
R22ABC106,2200,WINBOND,STDFN08YD4AW,008YDAB031,9120,1091A07T21,A0803CB1340,AAB008YD4004A,BB872,2022-06-05 13:41:00,2022-06-06 13:03:00
0,2200,0,0,0,0,0,0,AAS096EL1007A,BB873,2022-06-05 17:36:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AAS084CC2023A,BB874,2022-06-05 13:54:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AAS084CC2023A,BB875,2022-06-04 23:56:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AAS084CC2023A,BB876,2022-06-05 03:53:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AAS084CC2023A,BB877,2022-06-05 01:41:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,ATE066TS1001A,BB878,2022-06-05 01:48:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AAS084CC2023A,BB879,2022-06-04 23:53:00,2022-06-06 08:06:00
R20ASC802,2200,EliteMT,FBGA-96UEL,096ELAS043,2987,1091G08PA4,A0803CB1240,AAS096EL1009B,BB880,2022-06-05 18:26:00,2022-06-06 14:52:00
0,2200,0,0,0,0,0,0,AMS096EC1002A,BB881,2022-06-06 09:01:00,2022-06-06 09:01:00
0,2200,0,0,0,0,0,0,AAB008YQ3028A,BB882,2022-06-06 05:42:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AAB008YQ3028A,BB883,2022-06-06 05:35:00,2022-06-06 08:06:00
0,2200,0,0,0,0,0,0,AAB008YQ3001A,BB884,2022-06-04 03:45:00,2022-06-06 08:06:00
R23MSM705,2200,MTI,FBGA-96UEC,096ECMS003,5541,1091A06T41,A0803CB0644,AMS096EC1002A,BB885,2022-06-05 21:14:00,2022-06-06 14:46:00
R23MSL507,2200,MTI,FBGA-96UEC,096ECMS003,5600,1091A06T41,A0803CB0644,AMS096EC1002A,BB886,2022-06-05 19:20:00,2022-06-06 13:03:00
R23MSKY05,2200,MTI,FBGA-96UEC,096ECMS003,5560,1091A06T41,A0803CB0644,AMS096EC1002A,BB887,2022-06-05 18:26:00,2022-06-06 12:02:00
R23MSM707,2200,MTI,FBGA-96UEC,096ECMS003,5597,1091A06T41,A0803CB0644,AMS096EC1002A,BB888,2022-06-05 23:48:00,2022-06-06 17:31:00
R23MSL902,2200,MTI,FBGA-96UEC,096ECMS003,5600,1091A06T41,A0803CB0644,AMS096EC1002A,BB889,2022-06-05 23:06:00,2022-06-06 16:50:00
R20ASBZ07,2200,EliteMT,FBGA-96UEL,096ELAS043,2980,1091G08PA4,A0803CB1240,AAS096EL1009B,BB890,2022-06-06 01:49:00,2022-06-06 22:12:00
