,bd_id_1,bd_id_2,end_time,entity,jobcode,lot_num_1,lot_num_2,number,start_time,start_time_trans,end_time_trans
11,ACD054MF2002A,AMS060NR1003A,174.0,BB480,"MC,CSC",,R23MSNB01,BB480_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
12,ATE096EI1002A,ATE096EI1001A,174.0,BB502,"MC,CSC",R22TEAM12,R23TEAI04,BB502_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
13,AAW064MR1009A,AMS096EC1002A,174.0,BB503,"MC,CSC",,R23MSM303,BB503_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
14,AMS078C91003A,AMS096EC1002A,174.0,BB511,"MC,CSC",,R23MSMA08,BB511_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
15,ALW132NY4049A,AMS060NR1003A,174.0,BB512,"MC,CSC",,R22MSEQ01,BB512_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
16,ABU084CT2001C,AMS096EC1002A,294.0,BB521,"MC,CSC",R23BUA601,R23MSMY05,BB521_1,120.0,2022-06-06 10:06:00,2022-06-06 13:00:00
17,AMS048TW1058A,AAW024MA6013C,174.0,BB522,"MC,CSC",,R23AWBF12,BB522_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
18,ATE096EI1002A,ATE096EI1001A,174.0,BB524,"MC,CSC",R22TEAT06,R23TEAI03,BB524_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
19,AVE048XV7001A,AMS096EC3001B,174.0,BB529,"MC,CSC",,R23MSMK07,BB529_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
20,AMS048TW1058A,AMS096EC1002A,174.0,BB537,"MC,CSC",,R23MSL807,BB537_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
21,AMS048TW1058A,AMS096EC1002A,174.0,BB540,"MC,CSC",,R23MSMB01,BB540_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
22,ACD054MF2002A,AMS096EC1002A,174.0,BB542,"MC,CSC",,R23MSL806,BB542_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
23,AMS078C91003A,AMS096EC1002A,174.0,BB543,"MC,CSC",,R23MSMV06,BB543_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
24,AMS078C91003A,AMS096EC1002A,174.0,BB549,"MC,CSC",,R23MSMS07,BB549_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
25,AMS078C91003A,ABU084CC2004B,174.0,BB553,"MC,CSC",,R23BUB303,BB553_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
26,AMS048TW1058A,AMS096EC3001B,174.0,BB559,"MC,CSC",,R23MSNF04,BB559_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
27,AMS078C91003A,AMS096EC1002A,174.0,BB562,"MC,CSC",,R23MSM407,BB562_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
28,AMS078C91003A,AMS078EN1006A,174.0,BB566,"MC,CSC",,R23MSP508,BB566_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
29,AMS078EN4001A,ABU048TG1002A,-522.0,BB575,"CWN,SC,CSC",R21MSCH01,R23BUA902,BB575_1,-732.0,2022-06-05 19:54:00,2022-06-05 23:24:00
30,ABU048TG1002A,ABU060C91003A,1504.008045,BB575,"CWN,SC,CSC",R23BUA902,R23BUAP05,BB575_2,1294.008045,2022-06-07 05:40:00,2022-06-07 09:10:00
31,ACD054MF2002A,ATE096EI1001A,210.0,BB586,"CWN,SC,CSC",,R23TEAM07,BB586_1,0.0,2022-06-06 08:06:00,2022-06-06 11:36:00
32,ATE096EI1001A,AMS090NC4003A,3938.325971,BB586,"CWN,SC,CSC",R23TEAQ02,R23MSPH04,BB586_5,3728.325971,2022-06-08 22:14:19,2022-06-09 01:44:19
33,AAW064MR1009A,AMS096EC1002A,174.0,BB587,"MC,CSC",,R23MSM807,BB587_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
34,AVE048XV7001A,AAB134N94001A,174.0,BB591,"MC,CSC",,R23ABH402,BB591_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
35,AVE048XV7001A,AAW024MA6013C,210.0,BB592,"CWN,SC,CSC",,R23AWBF04,BB592_1,0.0,2022-06-06 08:06:00,2022-06-06 11:36:00
36,AAW024MA6013C,AAB054TN1002A,1325.402214,BB592,"CWN,SC,CSC",R23AWBF08,R23ABC316,BB592_3,1115.402214,2022-06-07 02:41:24,2022-06-07 06:11:24
37,ABU084CC2001C,AMS096EC1002A,212.0,BB602,"MC,CSC",R23BUA301,R23MSMY04,BB602_1,38.0,2022-06-06 08:44:00,2022-06-06 11:38:00
38,AMS048TW1058A,AAW024MA6013C,210.0,BB604,"CWN,SC,CSC",,R23AWBG08,BB604_1,0.0,2022-06-06 08:06:00,2022-06-06 11:36:00
39,AAW024MA6013C,ATE096EI1001A,1341.475839,BB604,"CWN,SC,CSC",R23AWBG06,R23TEAK07,BB604_4,1131.475839,2022-06-07 02:57:28,2022-06-07 06:27:28
40,ABU084CC2001C,AMS078EP1001A,174.0,BB606,"MC,CSC",,R23MSKU04,BB606_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
41,AMS078C91003A,AMS078EP1001A,174.0,BB609,"MC,CSC",,R23MSLH01,BB609_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
42,ABU084CC2001C,AAB134N94001A,174.0,BB610,"MC,CSC",,R23ABH105,BB610_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
43,AMS048TW1058A,AAB134N94001A,210.0,BB612,"CWN,SC,CSC",,R23ABH302,BB612_1,0.0,2022-06-06 08:06:00,2022-06-06 11:36:00
44,AAB134N94001A,AMS060NR1003A,732.555195,BB612,"CWN,SC,CSC",R23ABH403,R22MSER01,BB612_3,522.555195,2022-06-06 16:48:33,2022-06-06 20:18:33
45,ABU084CC2002B,AAB024MAA010A,210.0,BB614,"CWN,SC,CSC",,R23ABGY04,BB614_1,0.0,2022-06-06 08:06:00,2022-06-06 11:36:00
46,AAB024MAA010A,ABU048TG1002A,1396.225659,BB614,"CWN,SC,CSC",R23ABGW01,R23BUA903,BB614_5,1186.225659,2022-06-07 03:52:13,2022-06-07 07:22:13
47,AMS048TW1058A,AAB054TN1004A,174.0,BB615,"MC,CSC",,R23ABBQ02,BB615_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
48,AAW064MR1016A,AAB054TN1002A,193.0,BB616,"CWN,SC,CSC",R23AWAN01,R23ABC312,BB616_1,-17.0,2022-06-06 07:49:00,2022-06-06 11:19:00
49,AAB054TN1002A,AMS096EC1002A,3006.154917,BB616,"CWN,SC,CSC",R23ABC314,R23MSMZ03,BB616_4,2796.154917,2022-06-08 06:42:09,2022-06-08 10:12:09
50,AVE048XV7001A,AAB054TN1004A,210.0,BB620,"CWN,SC,CSC",,R23ABBQ04,BB620_1,0.0,2022-06-06 08:06:00,2022-06-06 11:36:00
51,AAB054TN1004A,AAW024MA6013C,1684.876478,BB620,"CWN,SC,CSC",R23ABGM03,R23AWBF05,BB620_3,1474.876478,2022-06-07 08:40:52,2022-06-07 12:10:52
52,ATE096EI1002A,ATE096EI1001A,174.0,BB622,"MC,CSC",R22TEAT01,R23TEAI06,BB622_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
53,ATE096EI1002A,ATE096EI1001A,174.0,BB623,"MC,CSC",R22TEAN10,R23TEAI05,BB623_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
54,ASS153XT3001A,ATE096EI1001A,174.0,BB701,"MC,CSC",,R23TEAQ09,BB701_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
55,AAB054TN1005A,AAW016D53004A,3859.842496,BB703,"CWN,SC,CSC",R23ABBM13,R22AWAR06,BB703_6,3649.842496,2022-06-08 20:55:50,2022-06-09 00:25:50
56,ASS153XT3001A,ATE096EI1001A,174.0,BB705,"MC,CSC",,R23TEAL09,BB705_1,0.0,2022-06-06 08:06:00,2022-06-06 11:00:00
