ALL_CAN_RUN_MODELS,CAN_RUN_MODELS,PROCESS_TIME,all_part_no,amount_of_tools,amount_of_wires,automotive,bom_id,code,customer,dest_oper,fcst_time,hold,is_sub_lot,log,lot_number,lot_size,mvin,oper,package_id,part_id,part_no,pin_package,prescheduled_machine,prescheduled_order,process_id,prod_id,qty,queue_time,recipe,route,uphs,urgent_code,wb_location
"UTC2000,MAXUM-PLUS",UTC2000,541.490820,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAH06,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1210,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A25-5
"UTC2000,MAXUM-PLUS",UTC2000,545.965951,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAH10,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1220,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A25-5
"UTC2000,MAXUM-PLUS",UTC2000,554.021186,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAH18,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1238,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A25-3
"UTC2000,MAXUM-PLUS",UTC2000,513.745010,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAH22,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1148,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A26-6
"UTC2000,MAXUM-PLUS",UTC2000,519.115167,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAI03,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1160,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A25-5
"UTC2000,MAXUM-PLUS",UTC2000,526.722889,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAI07,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1177,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A25-5
"UTC2000,MAXUM-PLUS",UTC2000,522.695271,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAI11,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1168,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A25-4
"UTC2000,MAXUM-PLUS",UTC2000,541.490820,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAI15,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1210,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A25-3
"UTC2000,MAXUM-PLUS",UTC2000,506.584800,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAI19,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1132,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A10-1
"UTC2000,MAXUM-PLUS",UTC2000,541.938333,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAJ02,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1211,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A25-4
"UTC2000,MAXUM-PLUS",UTC2000,553.126160,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAJ06,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1236,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A26-4
"UTC2000,MAXUM-PLUS",UTC2000,549.546056,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAJ10,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1228,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A07-4
"UTC2000,MAXUM-PLUS",UTC2000,527.170402,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAJ14,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1178,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A07-4
"UTC2000,MAXUM-PLUS",UTC2000,543.280873,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAJ18,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1214,75.000000,AOK016D53002A,MBGA198,134.074295,,
"UTC2000,MAXUM-PLUS",UTC2000,554.468699,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAJ22,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1239,75.000000,AOK016D53002A,MBGA198,134.074295,,
"UTC2000,MAXUM-PLUS",UTC2000,524.485323,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAP02,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1172,75.000000,AOK016D53002A,MBGA198,134.074295,,
"UTC2000,MAXUM-PLUS",UTC2000,541.938333,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAH07,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1211,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A25-5
"UTC2000,MAXUM-PLUS",UTC2000,536.568176,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAH15,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1199,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A07-3
"UTC2000,MAXUM-PLUS",UTC2000,473.021320,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAH19,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1057,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A25-3
"UTC2000,MAXUM-PLUS",UTC2000,1029.727585,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAH23,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,2301,75.000000,AOK016D53002A,MBGA198,134.074295,,
"UTC2000,MAXUM-PLUS",UTC2000,524.932837,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAI04,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1173,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A25-4
"UTC2000,MAXUM-PLUS",UTC2000,550.441082,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAI08,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1230,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A25-4
"UTC2000,MAXUM-PLUS",UTC2000,537.015690,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAI12,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1200,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A25-3
"UTC2000,MAXUM-PLUS",UTC2000,553.126160,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAI16,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1236,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A25-3
"UTC2000,MAXUM-PLUS",UTC2000,514.640036,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAI20,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1150,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A10-1
"UTC2000,MAXUM-PLUS",UTC2000,534.330611,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAJ03,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1194,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A25-4
"UTC2000,MAXUM-PLUS",UTC2000,532.988072,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAJ07,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1191,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A26-4
"UTC2000,MAXUM-PLUS",UTC2000,551.336108,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAJ11,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1232,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A07-4
"UTC2000,MAXUM-PLUS",UTC2000,519.562680,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAJ15,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1161,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A25-3
"UTC2000,MAXUM-PLUS",UTC2000,531.645533,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAJ19,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1188,75.000000,AOK016D53002A,MBGA198,134.074295,,N2A26-4
"UTC2000,MAXUM-PLUS",UTC2000,793.888194,"A0801CB0934,A0803CB0934",130,164,N,D5016063,,LAPIS,2200,0.000000,N,Y,Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route,R18OKAJ23,1280,N,2150,MR20XG4400F-XXXLBHAJ{ZDT},1091A07C41,A0801CB0934,SSLGA16DOU,,-1,016D5020,016D5OK004,1774,75.000000,AOK016D53002A,MBGA198,134.074295,,
"ICONN,ICONN-PLUS,RAPID","ICONN,ICONN-PLUS,RAPID","1449.258241,1449.258241,1416.549943",A0803CB0826,24,235,N,YU020009,,DIALOG,2200,0.000000,N,Y,"Add queue time + 140.000000 for the reason : DA Queue Time||Add queue time + 120.000000 for(2070->2080)||Pass the station(2080), add cure time : 150||Add cure time + 150.000000 for cure station : 2080||Add queue time + 120.000000 for(2080->2150)||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route",R19NIE502,17280,Y,2070,D2966BA8B-KXABV01{A},1091A08T41,A0803CB0826,QFN-20YU2D,,-1,020YU006,020YUNI024,17280,605.000000,ANI020YU1005C,QFNS171,"715.400452,715.400452,731.919128",,
"ICONN,ICONN-PLUS,RAPID","ICONN,ICONN-PLUS,RAPID","119.765091,119.765091,117.062113",A0803CB0826,24,235,N,YU020009,,DIALOG,2200,0.000000,N,Y,"Add queue time + -460.000000 for the reason : DA Queue Time||Add queue time + 120.000000 for(2070->2080)||Pass the station(2080), add cure time : 150||Add cure time + 150.000000 for cure station : 2080||Add queue time + 120.000000 for(2080->2150)||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route",R19NIE703,17280,Y,2070,D2966BA8B-KXABV01{A},1091A08T41,A0803CB0826,QFN-20YU2D,,-1,020YU006,020YUNI024,1428,5.000000,ANI020YU1005C,QFNS171,"715.400452,715.400452,731.919128",,
"ICONN,ICONN-PLUS,RAPID","ICONN,ICONN-PLUS,RAPID","119.765091,119.765091,117.062113",A0803CB0826,24,235,N,YU020009,,DIALOG,2200,0.000000,N,Y,"Add queue time + 359.000000 for the reason : DA Queue Time||Add queue time + 120.000000 for(2070->2080)||Pass the station(2080), add cure time : 150||Add cure time + 150.000000 for cure station : 2080||Add queue time + 120.000000 for(2080->2150)||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route",R19NIE803,17280,Y,2070,D2966BA8B-KXABV01{A},1091A08T41,A0803CB0826,QFN-20YU2D,,-1,020YU006,020YUNI024,1428,824.000000,ANI020YU1005C,QFNS171,"715.400452,715.400452,731.919128",,
"ICONN,ICONN-PLUS,RAPID","ICONN,ICONN-PLUS,RAPID","1449.258241,1449.258241,1416.549943",A0803CB0826,24,235,N,YU020009,,DIALOG,2200,0.000000,N,Y,"Add queue time + 30.000000 for the reason : DA Queue Time||Add queue time + 120.000000 for(2070->2080)||Pass the station(2080), add cure time : 150||Add cure time + 150.000000 for cure station : 2080||Add queue time + 120.000000 for(2080->2150)||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route",R19NIE302,17280,Y,2070,D2966BA8B-KXABV01{A},1091A08T41,A0803CB0826,QFN-20YU2D,,-1,020YU006,020YUNI024,17280,495.000000,ANI020YU1005C,QFNS171,"715.400452,715.400452,731.919128",,
"ICONN,ICONN-PLUS,RAPID","ICONN,ICONN-PLUS,RAPID","119.765091,119.765091,117.062113",A0803CB0826,24,235,N,YU020009,,DIALOG,2200,0.000000,N,Y,"Add queue time + 332.000000 for the reason : DA Queue Time||Add queue time + 120.000000 for(2070->2080)||Pass the station(2080), add cure time : 150||Add cure time + 150.000000 for cure station : 2080||Add queue time + 120.000000 for(2080->2150)||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route",R19NIE503,17280,Y,2070,D2966BA8B-KXABV01{A},1091A08T41,A0803CB0826,QFN-20YU2D,,-1,020YU006,020YUNI024,1428,797.000000,ANI020YU1005C,QFNS171,"715.400452,715.400452,731.919128",,
"ICONN,ICONN-PLUS,RAPID","ICONN,ICONN-PLUS,RAPID","119.765091,119.765091,117.062113",A0803CB0826,24,235,N,YU020009,,DIALOG,2200,0.000000,N,Y,"Add queue time + -670.000000 for the reason : DA Queue Time||Add queue time + 120.000000 for(2070->2080)||Pass the station(2080), add cure time : 150||Add cure time + 150.000000 for cure station : 2080||Add queue time + 120.000000 for(2080->2150)||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route",R19NIE203,17280,Y,2070,D2966BA8B-KXABV01{A},1091A08T41,A0803CB0826,QFN-20YU2D,,-1,020YU006,020YUNI024,1428,-205.000000,ANI020YU1005C,QFNS171,"715.400452,715.400452,731.919128",,
"ICONN,ICONN-PLUS,RAPID","ICONN,ICONN-PLUS,RAPID","119.765091,119.765091,117.062113",A0803CB0826,24,235,N,YU020009,,DIALOG,2200,0.000000,N,Y,"Add queue time + 222.000000 for the reason : DA Queue Time||Add queue time + 120.000000 for(2070->2080)||Pass the station(2080), add cure time : 150||Add cure time + 150.000000 for cure station : 2080||Add queue time + 120.000000 for(2080->2150)||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route",R19NIE303,17280,Y,2070,D2966BA8B-KXABV01{A},1091A08T41,A0803CB0826,QFN-20YU2D,,-1,020YU006,020YUNI024,1428,687.000000,ANI020YU1005C,QFNS171,"715.400452,715.400452,731.919128",,
"ICONN,ICONN-PLUS,RAPID","ICONN,ICONN-PLUS,RAPID","1449.258241,1449.258241,1416.549943",A0803CB0826,24,235,N,YU020009,,DIALOG,2200,0.000000,N,Y,"Add queue time + -25.000000 for the reason : DA Queue Time||Add queue time + 120.000000 for(2070->2080)||Pass the station(2080), add cure time : 150||Add cure time + 150.000000 for cure station : 2080||Add queue time + 120.000000 for(2080->2150)||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route",R19NIE801,17280,Y,2070,D2966BA8B-KXABV01{A},1091A08T41,A0803CB0826,QFN-20YU2D,,-1,020YU006,020YUNI024,17280,440.000000,ANI020YU1005C,QFNS171,"715.400452,715.400452,731.919128",,
"ICONN,ICONN-PLUS,RAPID","ICONN,ICONN-PLUS,RAPID","1449.258241,1449.258241,1416.549943",A0803CB0826,24,235,N,YU020009,,DIALOG,2200,0.000000,N,Y,"Add queue time + -52.000000 for the reason : DA Queue Time||Add queue time + 120.000000 for(2070->2080)||Pass the station(2080), add cure time : 150||Add cure time + 150.000000 for cure station : 2080||Add queue time + 120.000000 for(2080->2150)||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route",R19NIE501,17280,Y,2070,D2966BA8B-KXABV01{A},1091A08T41,A0803CB0826,QFN-20YU2D,,-1,020YU006,020YUNI024,17280,413.000000,ANI020YU1005C,QFNS171,"715.400452,715.400452,731.919128",,
"ICONN,ICONN-PLUS,RAPID","ICONN,ICONN-PLUS,RAPID","1449.258241,1449.258241,1416.549943",A0803CB0826,24,235,N,YU020009,,DIALOG,2200,0.000000,N,Y,"Add queue time + 167.000000 for the reason : DA Queue Time||Add queue time + 120.000000 for(2070->2080)||Pass the station(2080), add cure time : 150||Add cure time + 150.000000 for cure station : 2080||Add queue time + 120.000000 for(2080->2150)||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route",R19NIE802,17280,Y,2070,D2966BA8B-KXABV01{A},1091A08T41,A0803CB0826,QFN-20YU2D,,-1,020YU006,020YUNI024,17280,632.000000,ANI020YU1005C,QFNS171,"715.400452,715.400452,731.919128",,
"ICONN,ICONN-PLUS,RAPID","ICONN,ICONN-PLUS,RAPID","1419.065361,1419.065361,1387.038486",A0803CB0826,24,235,N,YU020009,,DIALOG,2200,0.000000,N,Y,"Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 150.000000 for the reason : Lot is currently at cure station, sum up the cure time||Add queue time + 120.000000 for(2080->2150)||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route",R19NIE201,17280,N,2080,D2966BA8B-KXABV01{A},1091A08T41,A0803CB0826,QFN-20YU2D,,-1,020YU006,020YUNI024,16920,345.000000,ANI020YU1005C,QFNS171,"715.400452,715.400452,731.919128",,
"ICONN,ICONN-PLUS,RAPID","ICONN,ICONN-PLUS,RAPID","1419.065361,1419.065361,1387.038486",A0803CB0826,24,235,N,YU020009,,DIALOG,2200,0.000000,N,Y,"Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 150.000000 for the reason : Lot is currently at cure station, sum up the cure time||Add queue time + 120.000000 for(2080->2150)||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route",R19NIE301,17280,N,2080,D2966BA8B-KXABV01{A},1091A08T41,A0803CB0826,QFN-20YU2D,,-1,020YU006,020YUNI024,16920,345.000000,ANI020YU1005C,QFNS171,"715.400452,715.400452,731.919128",,
"ICONN,ICONN-PLUS,RAPID","ICONN,ICONN-PLUS,RAPID","179.983113,179.983113,175.921075",A0803CB0826,24,235,N,YU020009,,DIALOG,2200,0.000000,N,Y,"Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 150.000000 for the reason : Lot is currently at cure station, sum up the cure time||Add queue time + 120.000000 for(2080->2150)||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route",R19NIE603,17280,N,2080,D2966BA8B-KXABV01{A},1091A08T41,A0803CB0826,QFN-20YU2D,,-1,020YU006,020YUNI024,2146,345.000000,ANI020YU1005C,QFNS171,"715.400452,715.400452,731.919128",,
"ICONN,ICONN-PLUS,RAPID","ICONN,ICONN-PLUS,RAPID","1419.065361,1419.065361,1387.038486",A0803CB0826,24,235,N,YU020009,,DIALOG,2200,0.000000,N,Y,"Add queue time + 0.000000 for the reason : DA Queue Time||Add queue time + 150.000000 for the reason : Lot is currently at cure station, sum up the cure time||Add queue time + 120.000000 for(2080->2150)||Add queue time + 60.000000 for(2150->2090)||Add queue time + 15.000000 for(2090->2200)||Lot finishes traversing the route",R19NIEJ02,17280,N,2080,D2966BA8B-KXABV01{A},1091A08T41,A0803CB0826,QFN-20YU2D,,-1,020YU006,020YUNI024,16920,345.000000,ANI020YU1005C,QFNS171,"715.400452,715.400452,731.919128",,
