process_id,Oper,master_desc,detail_id,remark
0086A167,2070,Entity,E20700199,ESEC-2100
0086A167,2070,Entity,E20700199,ESEC-2100
0086A167,2070,Entity,E20700199,ESEC-2100
0086A167,2130,Entity,E21300199,DB-700
0086A167,2200,Entity (KNS),E22000298,Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A167,2250,Entity,E22500102,
0086A167,2070,Lot Size,O20700198,1600
0086A167,2010,Entity Code,R20100698,Y
0086A167,2051,PTN No,R20510198,15
0086A167,2080,PTN No,R20800698,11
0086A167,2140,PTN no,R21400198,66
0086A167,2140,PTN no,R21400198,66
0086A167,2150,PTN no,R21500198,05
0086A167,2250,PTN no,R22500198,02
0086A167,2330,PTN no,R23300398,01
0086A167,2472,PTN no,R24720298,13
0086A167,2040,Support Entity,S20400102,
0086A167,2040,Support Entity,S20400102,
0086A167,2200,Support Entity,S22000102,
0086A167,2200,Support Entity,S22000103,SU-22061-263E12
0086A172,2070,Entity,E20700199,ESEC-2100
0086A172,2070,Entity,E20700199,ESEC-2100
0086A172,2070,Entity,E20700199,ESEC-2100
0086A172,2130,Entity,E21300199,ESEC-2100; DB-800; DB-830
0086A172,2200,Entity (KNS),E22000298,Iconn;Iconn Plus;RAPID
0086A172,2250,Entity,E22500102,
0086A172,2070,Lot Size,O20700198,1600
0086A172,2051,PTN No,R20510198,15
0086A172,2080,PTN No,R20800698,11
0086A172,2150,PTN no,R21500198,05
0086A172,2250,PTN no,R22500198,02
0086A172,2330,PTN no,R23300398,01
0086A172,3140,PTN no,R31400198,66
0086A172,2200,Support Entity,S22000102,
0086A172,2200,Support Entity,S22000103,SU-22061-263E12
0086A175,2070,Entity,E20700199,ESEC-2100; DB-800; DB-830
0086A175,2070,Entity,E20700199,ESEC-2100; DB-800; DB-830
0086A175,2070,Entity,E20700199,ESEC-2100; DB-800; DB-830
0086A175,2130,Entity,E21300199,DB-800; DB-700; DB-830
0086A175,2200,Entity (KNS),E22000298,Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A175,2250,Entity,E22500102,
0086A175,2070,Lot Size,O20700198,1600
0086A175,2051,PTN No,R20510198,15
0086A175,2080,PTN No,R20800698,11
0086A175,2140,PTN no,R21400198,66
0086A175,2140,PTN no,R21400198,66
0086A175,2150,PTN no,R21500198,04
0086A175,2250,PTN no,R22500198,02
0086A175,2330,PTN no,R23300398,01
0086A175,2200,Support Entity,S22000102,
0086A175,2200,Support Entity,S22000103,SU-22061-263E12
0086A176,2070,Entity,E20700199,ESEC-2100; DB-800; DB-830
0086A176,2070,Entity,E20700199,ESEC-2100; DB-800; DB-830
0086A176,2070,Entity,E20700199,ESEC-2100; DB-800; DB-830
0086A176,2130,Entity,E21300199,DB-800; DB-700; DB-830
0086A176,2200,Entity (KNS),E22000298,Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A176,2250,Entity,E22500102,
0086A176,2070,Lot Size,O20700198,1600
0086A176,2051,PTN No,R20510198,15
0086A176,2080,PTN No,R20800698,11
0086A176,2140,PTN no,R21400198,66
0086A176,2140,PTN no,R21400198,66
0086A176,2150,PTN no,R21500198,04
0086A176,2250,PTN no,R22500198,02
0086A176,2330,PTN no,R23300398,01
0086A176,2200,Support Entity,S22000102,
0086A176,2200,Support Entity,S22000103,SU-22061-263E12
0086A177,2070,Entity,E20700199,ESEC-2100
0086A177,2070,Entity,E20700199,ESEC-2100
0086A177,2070,Entity,E20700199,ESEC-2100
0086A177,2130,Entity,E21300199,DB-800; DB-700; DB-830
0086A177,2200,Entity (KNS),E22000298,Iconn;Iconn Plus;RAPID
0086A177,2250,Entity,E22500102,
0086A177,2070,Lot Size,O20700198,1600
0086A177,2051,PTN No,R20510198,15
0086A177,2080,PTN No,R20800698,11
0086A177,2140,PTN no,R21400198,66
0086A177,2140,PTN no,R21400198,66
0086A177,2150,PTN no,R21500198,05
0086A177,2250,PTN no,R22500198,02
0086A177,2330,PTN no,R23300398,01
0086A177,2200,Support Entity,S22000102,
0086A177,2200,Support Entity,S22000103,SU-22061-263E12
0086A178,2070,Entity,E20700199,ESEC-2100
0086A178,2070,Entity,E20700199,ESEC-2100
0086A178,2070,Entity,E20700199,ESEC-2100
0086A178,2130,Entity,E21300199,DB-800; DB-700; DB-830
0086A178,2200,Entity (KNS),E22000298,Iconn;Iconn Plus;RAPID
0086A178,2250,Entity,E22500102,
0086A178,2070,Lot Size,O20700198,1600
0086A178,2051,PTN No,R20510198,15
0086A178,2080,PTN No,R20800698,11
0086A178,2140,PTN no,R21400198,66
0086A178,2140,PTN no,R21400198,66
0086A178,2150,PTN no,R21500198,05
0086A178,2250,PTN no,R22500198,02
0086A178,2330,PTN no,R23300398,01
0086A178,2200,Support Entity,S22000102,
0086A178,2200,Support Entity,S22000103,SU-22061-263E12
0086A181,2070,Entity,E20700199,ESEC-2100
0086A181,2070,Entity,E20700199,ESEC-2100
0086A181,2070,Entity,E20700199,ESEC-2100
0086A181,2130,Entity,E21300199,DB-700
0086A181,2200,Entity (KNS),E22000298,Iconn;Iconn Plus;RAPID
0086A181,2250,Entity,E22500102,
0086A181,2070,Lot Size,O20700198,1600
0086A181,2051,PTN No,R20510198,15
0086A181,2080,PTN No,R20800698,11
0086A181,2140,PTN no,R21400198,66
0086A181,2140,PTN no,R21400198,66
0086A181,2150,PTN no,R21500198,05
0086A181,2250,PTN no,R22500198,02
0086A181,2330,PTN no,R23300398,01
0086A181,2200,Support Entity,S22000102,
0086A181,2200,Support Entity,S22000103,SU-22061-263E12
0086A184,2070,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
0086A184,2070,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
0086A184,2070,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
0086A184,2130,Entity,E21300199,DB-800; DB-700; DB-830
0086A184,2200,Entity (KNS),E22000298,Iconn;Iconn Plus;RAPID
0086A184,2250,Entity,E22500102,
0086A184,2070,Lot Size,O20700198,1600
0086A184,2051,PTN No,R20510198,15
0086A184,2080,PTN No,R20800698,11
0086A184,2150,PTN no,R21500198,05
0086A184,2250,PTN no,R22500198,02
0086A184,2330,PTN no,R23300398,01
0086A184,3140,PTN no,R31400198,66
0086A184,2200,Support Entity,S22000102,
0086A184,2200,Support Entity,S22000103,SU-22061-263E12
0086A186,2070,Entity,E20700199,ESEC-2100
