ENTITY,SUM,MODEL,STATUS,LOT#,Pre-Lot,OPER,PRODUCT,PACKAGE ID,BOND ID,WIP,IC Q'ty,IN TIME,OUTPLAN,CUST,PIN_PKG,CLOT,JCODE,UPH,LAMILATION,REMARK1,AREA,PM,SETTING OPER,
	BB211       ,	0,	UTC3000     ,	RUNNING     ,	P49AWBM43  ,	,	2200,	048TPAW086               ,	5468ANB-48TG000          ,	AAW048TP1041B,	720,	33981,	21-12-08 07:26,	21-12-08 16:43,	MXIC                                              ,	TSOP1-48/M2    ,	T1213707                                          ,	     ,	77.5263,	,	3000M       ,	TA-A20                   ,	                              ,	2200                          ,
	BB212       ,	0,	UTC3000     ,	IDLE        ,	,	,	,	,	,	AMS078EP1001A,	,	,	21-12-06 16:54,	,	,	,	,	     ,	,	,	3000M       ,	TA-A19                   ,	                              ,	2200                          ,
	BB213       ,	0,	UTC3000     ,	RUNNING     ,	P46NVK627  ,	,	3400,	345XTNV062               ,	SC7800490S-20000-00224{SS,	ANV345XTB007A,	670,	32655,	21-12-07 10:45,	21-12-07 22:06,	PHISON                                            ,	STBGA345SBC    ,	00P46NVK6                                         ,	     ,	59.0979,	,	3000M       ,	TA-A19                   ,	                              ,	3400                          ,
	BB214       ,	0,	UTC3000     ,	IDLE        ,	,	,	,	,	,	ABU024XJ8004A,	,	,	21-12-08 03:52,	,	,	,	,	     ,	,	,	3000M       ,	TA-A19                   ,	                              ,	3400                          ,
	BB215       ,	0,	UTC3000     ,	ENG         ,	,	,	,	,	,	AEU252X02002A,	,	,	21-12-06 17:52,	21-12-06 17:52,	,	,	,	EE   ,	,	,	3000M       ,	TA-A19                   ,	                              ,	2200                          ,
	BB216       ,	0,	UTC3000     ,	RUNNING     ,	P49AWBM47  ,	,	2200,	048TPAW086               ,	5468ANB-48TG000          ,	AAW048TP1041B,	720,	33981,	21-12-08 09:23,	21-12-08 18:41,	MXIC                                              ,	TSOP1-48/M2    ,	T1213707                                          ,	     ,	77.5263,	,	3000M       ,	TA-A19                   ,	                              ,	2200                          ,
	BB217       ,	709,	UTC3000     ,	RUNNING     ,	P46NVK631  ,	,	3400,	345XTNV062               ,	SC7800490S-20000-00224{SS,	ANV345XTB007A,	699,	32655,	21-12-08 10:55,	21-12-08 22:44,	PHISON                                            ,	STBGA345SBC    ,	00P46NVK6                                         ,	     ,	59.0979,	,	2000M       ,	TA-A20                   ,	                              ,	3400                          ,
	BB218       ,	0,	UTC3000     ,	IDLE        ,	,	,	,	,	,	AMS078EP1001A,	,	,	21-12-08 09:27,	,	,	,	,	     ,	,	,	1000M       ,	TA-A20                   ,	12/08/2021 MP                 ,	2200                          ,
	BB219       ,	0,	UTC3000     ,	IN-REPAIR   ,	P49AWBM44  ,	,	2200,	048TPAW086               ,	5468ANB-48TG000          ,	AAW048TP1041B,	720,	33981,	21-12-08 14:23,	21-12-08 19:48:41,	MXIC                                              ,	TSOP1-48/M2    ,	T1213707                                          ,	W1   ,	77.5263,	,	3000M       ,	TA-A20                   ,	12/09/2021 MP                 ,	2200                          ,
	BB220       ,	0,	UTC3000     ,	IDLE        ,	,	,	,	,	,	AMS078EP1001A,	,	,	21-12-06 18:34,	,	,	,	,	     ,	,	,	3000M       ,	TA-A20                   ,	12/10/2021 MP                 ,	2200                          ,
	BB221       ,	0,	UTC3000     ,	RUNNING     ,	P49OKB601  ,	,	2200,	048TVOK056               ,	MR20XG2440E-XXXTNHAR     ,	AOK048TV1029A,	2560,	38573,	21-12-08 04:55,	21-12-08 15:31,	LAPIS                                             ,	TSOP1-48A2     ,	Y60474455.00                                      ,	     ,	241.1997,	,	3000M       ,	TA-A20                   ,	12/11/2021 MP                 ,	2200                          ,
	BB222       ,	0,	UTC3000     ,	RUNNING     ,	P46NVK607  ,	,	3400,	345XTNV062               ,	SC7800490S-20000-00224{SS,	ANV345XTB007A,	696,	32655,	21-12-06 21:54,	21-12-07 09:41,	PHISON                                            ,	STBGA345SBC    ,	00P46NVK6                                         ,	     ,	59.0979,	,	3000M       ,	TA-A20                   ,	12/12/2021 MP                 ,	3400                          ,
	BB223       ,	0,	UTC3000     ,	RUNNING     ,	P49OKB208  ,	,	2200,	048TVOK056               ,	MR20XG2440E-XXXTNHAR     ,	AOK048TV1029A,	2560,	38645,	21-12-08 14:15,	21-12-09 00:52,	LAPIS                                             ,	TSOP1-48A2     ,	Y60474451.00                                      ,	     ,	241.1997,	,	3000M       ,	TA-A20                   ,	12/13/2021 MP                 ,	2200                          ,
	BB224       ,	720,	UTC3000     ,	RUNNING     ,	P45AWF746  ,	,	2200,	048TPAW103               ,	5480CNB-48TG000          ,	AAW048TP1008B,	367,	34015,	21-12-08 09:40,	21-12-08 15:07,	MXIC                                              ,	TSOP1-48/M2    ,	8J240200A1                                        ,	     ,	68.0197,	,	3000M       ,	TA-A20                   ,	12/14/2021 MP                 ,	2200                          ,
	BB225       ,	0,	UTC3000     ,	RUNNING     ,	P46NVK617  ,	,	3400,	345XTNV062               ,	SC7800490S-20000-00224{SS,	ANV345XTB007A,	679,	32655,	21-12-07 02:44,	21-12-07 14:13,	PHISON                                            ,	STBGA345SBC    ,	00P46NVK6                                         ,	     ,	59.0979,	,	3000M       ,	TA-A12                   ,	12/15/2021 MP                 ,	3400                          ,
	BB226       ,	1155,	UTC3000     ,	RUNNING     ,	P48EUBH03  ,	,	2200,	252X0EU004               ,	41-5480{HR900}           ,	AEU252X02002A,	1116,	6023,	21-12-06 17:04,	21-12-08 04:27,	TRANSCEND                                         ,	STBGA252D4V    ,	G88348                                            ,	     ,	65.8406,	,	3000M       ,	TA-A20                   ,	12/16/2021 MP                 ,	2200                          ,
	BB227       ,	0,	UTC3000     ,	IDLE        ,	,	,	,	,	,	ABU064MR1002A,	,	,	21-12-08 01:27,	,	,	,	,	     ,	,	,	3000M       ,	TA-A20                   ,	12/17/2021 MP                 ,	2200                          ,
	BB228       ,	0,	UTC3000     ,	WAIT-REPAIR ,	P46NVK613  ,	,	3400,	345XTNV062               ,	SC7800490S-20000-00224{SS,	ANV345XTB007A,	682,	32655,	21-12-08 14:05,	21-12-07 22:34:59,	PHISON                                            ,	STBGA345SBC    ,	00P46NVK6                                         ,	BMP  ,	59.0979,	,	3000M       ,	TA-A20                   ,	12/18/2021 MP                 ,	3400                          ,
	BB229       ,	0,	UTC3000     ,	WAIT-REPAIR ,	P49AWBM36  ,	,	2200,	048TPAW086               ,	5468ANB-48TG000          ,	AAW048TP1041B,	720,	33981,	21-12-08 14:04,	21-12-08 19:28:46,	MXIC                                              ,	TSOP1-48/M2    ,	T1213707                                          ,	RPS  ,	77.5263,	,	3000M       ,	TA-A20                   ,	12/19/2021 MP                 ,	2200                          ,
	BB230       ,	0,	UTC3000     ,	IDLE        ,	,	,	,	,	,	AMS078EP1001A,	,	,	21-12-06 05:37,	,	,	,	,	     ,	,	,	3000M       ,	TA-A21                   ,	12/20/2021 MP                 ,	2200                          ,
	BB231       ,	0,	UTC3000     ,	IDLE        ,	,	,	,	,	,	AMS078EP1001A,	,	,	21-12-07 09:16,	,	,	,	,	     ,	,	,	3000M       ,	TA-A21                   ,	12/21/2021 MP                 ,	2200                          ,
	BB232       ,	0,	UTC3000     ,	IDLE        ,	,	,	,	,	,	AMS078EP1001A,	,	,	21-12-07 02:34,	,	,	,	,	     ,	,	,	3000M       ,	TA-A21                   ,	12/22/2021 MP                 ,	2200                          ,
	BB233       ,	0,	UTC3000     ,	RUNNING     ,	P49AWBM45  ,	,	2200,	048TPAW086               ,	5468ANB-48TG000          ,	AAW048TP1041B,	720,	33981,	21-12-08 06:18,	21-12-08 15:35,	MXIC                                              ,	TSOP1-48/M2    ,	T1213707                                          ,	     ,	77.5263,	,	3000M       ,	TA-A21                   ,	12/23/2021 MP                 ,	2200                          ,
	BB234       ,	0,	UTC3000     ,	RUNNING     ,	P46NVK645  ,	,	3400,	345XTNV062               ,	SC7800490S-20000-00224{SS,	ANV345XTB007A,	650,	32655,	21-12-07 02:26,	21-12-07 13:27,	PHISON                                            ,	STBGA345SBC    ,	00P46NVK6                                         ,	     ,	59.0979,	,	3000M       ,	TA-A21                   ,	12/24/2021 MP                 ,	3400                          ,
	BB235       ,	680,	UTC3000     ,	IN-REPAIR   ,	P46NVK636  ,	,	3400,	345XTNV062               ,	SC7800490S-20000-00224{SS,	ANV345XTB007A,	687,	32655,	21-12-08 14:07,	21-12-08 22:39:50,	PHISON                                            ,	STBGA345SBC    ,	00P46NVK6                                         ,	FLE  ,	59.0979,	,	3000M       ,	TA-A21                   ,	12/25/2021 MP                 ,	3400                          ,
	BB441       ,	4000,	UTC1000S    ,	RUNNING     ,	P49ABGC05  ,	,	2200,	054NBAB001               ,	MAA049/DI/W9812G6JB-6I   ,	AB054NB2002A,	3774,	24035,	21-12-08 12:15,	21-12-08 21:35,	WINBOND                                           ,	VFBGA54B4      ,	61302F000ZY                                       ,	     ,	404.4830,	,	3000M       ,	TA-A3                    ,	                              ,	2200                          ,
	BB442       ,	5715,	UTC1000S    ,	IDLE        ,	,	,	,	,	,	AAB060NR1007A,	,	,	21-12-08 07:59,	,	,	,	,	     ,	,	,	3000M       ,	TA-A3                    ,	                              ,	2200                          ,
	BB443       ,	0,	UTC1000S    ,	RUNNING     ,	P50MSBU05  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3560,	30907,	21-12-08 07:02,	21-12-08 22:07,	MTI                                               ,	FBGA-78UEN     ,	227284B.00L                                       ,	     ,	236.0785,	,	2000M       ,	TA-A3                    ,	                              ,	2200                          ,
	BB444       ,	0,	UTC1000S    ,	RUNNING     ,	P49ABE101  ,	,	2200,	054TNAB036               ,	UAA084/GI/W9825G6KH-6I{BM,	AAB054TN1005A,	2880,	42108,	21-12-08 06:46,	21-12-08 17:04,	WINBOND                                           ,	TSOP2-54ME     ,	6126DW4BD                                         ,	     ,	279.6886,	,	3000M       ,	TA-A3                    ,	                              ,	2200                          ,
	BB445       ,	0,	UTC1000S    ,	WAIT-REPAIR ,	P49BUA903  ,	,	2200,	096EABU001               ,	IS46TR16512B-125KBLA1-AS ,	ABU096EA1001A,	2640,	11046,	21-12-08 11:37,	21-12-07 23:08:52,	ICSI                                              ,	FBGA-96LEA     ,	MRA491000Y1                                       ,	ACT  ,	225.8244,	,	3000M       ,	TA-A3                    ,	                              ,	2200                          ,
	BB446       ,	3990,	UTC1000S    ,	WAIT-SETUP  ,	,	,	,	,	,	ABU024MA6008A,	,	,	21-12-08 13:48,	,	,	,	,	MC   ,	,	,	3000M       ,	TA-A3                    ,	                              ,	2200                          ,
	BB447       ,	0,	UTC1000S    ,	RUNNING     ,	P49ABG405  ,	,	2200,	084UCAB027               ,	GAA108/GC/W9751G6NB25I   ,	AAB084CC9001A,	5587,	51705,	21-12-07 20:53,	21-12-08 16:20,	WINBOND                                           ,	FBGA-84UC2H    ,	6134BR600ZY                                       ,	     ,	287.1427,	,	3000M       ,	TA-A3                    ,	                              ,	2200                          ,
	BB448       ,	0,	UTC1000S    ,	PM          ,	P49ABBY05  ,	,	2200,	162KEAB017               ,	UBG032001/IG/W71NW10GE3FW,	AAB162KE1010A,	1660,	11078,	21-12-08 14:25,	21-12-08 18:25,	WINBOND                                           ,	STBGA162B4U    ,	6148M0003                                         ,	MP   ,	103.5046,	,	1000M       ,	TA-A3                    ,	12/08/2021 MP                 ,	2200                          ,
	BB449       ,	0,	UTC1000S    ,	RUNNING     ,	P49ABFP01  ,	,	2200,	060EMAB003               ,	GAA108/LN/W9751G8NB-25   ,	AAB060EM2002A,	7712,	13333,	21-12-08 14:25,	21-12-09 17:00,	WINBOND                                           ,	FBGA60UEM2-1   ,	61293360001                                       ,	     ,	290.0666,	,	3000M       ,	TA-A3                    ,	12/09/2021 MP                 ,	2200                          ,
	BB450       ,	0,	UTC1000S    ,	WAIT-REPAIR ,	,	,	,	,	,	ABU056TH2005A,	,	,	21-12-05 09:46,	,	,	,	,	MAL-B,	,	,	3000M       ,	TA-A3                    ,	12/10/2021 MP                 ,	2200                          ,
	BB451       ,	0,	UTC1000S    ,	SETUP       ,	,	,	,	,	,	AAB096EL1017A,	,	,	21-12-08 13:48,	21-12-08 15:12,	,	,	,	MC   ,	,	,	3000M       ,	TA-A3                    ,	12/11/2021 MP                 ,	2200                          ,
	BB452       ,	0,	UTC1000S    ,	IDLE        ,	,	,	,	,	,	AAB162KE1010A,	,	,	21-12-08 14:02,	,	,	,	,	     ,	,	,	3000M       ,	TA-A3                    ,	12/12/2021 MP                 ,	2200                          ,
	BB453       ,	2400,	UTC1000S    ,	RUNNING     ,	P49ABJT01  ,	,	2200,	096ELAB047               ,	GAA113/GC/W631GG6NB12I   ,	AAB096EL1017A,	2892,	31961,	21-12-08 11:37,	21-12-09 01:01,	WINBOND                                           ,	FBGA96UEL(2)   ,	612797400ZY                                       ,	     ,	215.8662,	,	3000M       ,	TA-A3                    ,	12/13/2021 MP                 ,	2200                          ,
	BB454       ,	0,	UTC1000S    ,	WAIT-REPAIR ,	,	,	,	,	,	AAB162KE1010A,	,	,	21-12-08 13:04,	,	,	,	,	MF   ,	,	,	3000M       ,	TA-A3                    ,	12/14/2021 MP                 ,	2200                          ,
	BB455       ,	5760,	UTC1000S    ,	IDLE        ,	,	,	,	,	,	AAB060NR1007A,	,	,	21-12-08 09:29,	,	,	,	,	     ,	,	,	3000M       ,	TA-A3                    ,	12/15/2021 MP                 ,	2200                          ,
	BB456       ,	5600,	UTC1000S    ,	RUNNING     ,	P49ABG306  ,	,	2200,	084UCAB027               ,	GAA108/GC/W9751G6NB25I   ,	AAB084CC9001A,	5587,	51542,	21-12-07 18:33,	21-12-08 14:01,	WINBOND                                           ,	FBGA-84UC2H    ,	6134BR60001                                       ,	     ,	287.1427,	,	3000M       ,	TA-A3                    ,	12/16/2021 MP                 ,	2200                          ,
	BB457       ,	0,	UTC1000S    ,	STOP        ,	P50MSAR02  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3560,	30559,	21-12-08 13:52,	21-12-08 13:52,	MTI                                               ,	FBGA-78UEN     ,	226511B.00L                                       ,	PLS  ,	236.0785,	,	3000M       ,	TA-A3                    ,	12/17/2021 MP                 ,	2200                          ,
	BB458       ,	2880,	UTC1000S    ,	RUNNING     ,	P49ABE213  ,	,	2200,	054TNAB036               ,	UAA084/GI/W9825G6KH-6I{BM,	AAB054TN1005A,	2880,	42324,	21-12-08 13:02,	21-12-08 23:20,	WINBOND                                           ,	TSOP2-54ME     ,	6126DW4BDZZ                                       ,	     ,	279.6886,	,	3000M       ,	TA-A3                    ,	12/18/2021 MP                 ,	2200                          ,
	BB459       ,	12240,	UTC1000S    ,	RUNNING     ,	P49ABDK03  ,	,	2200,	024MAAB086               ,	AAG072800/IG/W25Q128JWBIQ,	AAB024MAA008A,	12249,	68809,	21-12-08 11:58,	21-12-08 21:27,	WINBOND                                           ,	MBGA24J3U      ,	61282H90052                                       ,	     ,	1292.1496,	,	3000M       ,	TA-A3                    ,	12/19/2021 MP                 ,	2200                          ,
	BB460       ,	0,	UTC1000S    ,	RUNNING     ,	P49ABE204  ,	,	2200,	054TNAB036               ,	UAA084/GI/W9825G6KH-6I{BM,	AAB054TN1005A,	2880,	42324,	21-12-08 10:13,	21-12-08 20:31,	WINBOND                                           ,	TSOP2-54ME     ,	6126DW4BDZZ                                       ,	     ,	279.6886,	,	3000M       ,	TA-A8                    ,	12/20/2021 MP                 ,	2200                          ,
	BB461       ,	0,	UTC1000S    ,	ENG         ,	,	,	,	,	,	AMS060NR1003A,	,	,	21-12-04 19:14,	21-12-04 19:14,	,	,	,	EE   ,	,	,	3000M       ,	TA-A4                    ,	12/21/2021 MP                 ,	2200                          ,
	BB462       ,	0,	UTC1000S    ,	RUNNING     ,	P49ABE104  ,	,	2200,	054TNAB036               ,	UAA084/GI/W9825G6KH-6I{BM,	AAB054TN1005A,	2880,	42108,	21-12-08 14:18,	21-12-09 00:36,	WINBOND                                           ,	TSOP2-54ME     ,	6126DW4BD                                         ,	     ,	279.6886,	,	3000M       ,	TA-A4                    ,	12/22/2021 MP                 ,	2200                          ,
	BB463       ,	0,	UTC1000S    ,	SETUP       ,	,	,	,	,	,	AAB084CC9001A,	,	,	21-12-08 14:22,	21-12-08 14:52,	,	,	,	EC   ,	,	,	3000M       ,	TA-A4                    ,	12/23/2021 MP                 ,	2200                          ,
	BB465       ,	5760,	UTC1000S    ,	IDLE        ,	,	,	,	,	,	AAB060NR1007A,	,	,	21-12-08 09:31,	,	,	,	,	     ,	,	,	3000M       ,	TA-A4                    ,	12/24/2021 MP                 ,	2200                          ,
	BB466       ,	0,	UTC1000S    ,	RUNNING     ,	P50MSA204  ,	,	2200,	078ENMS009               ,	Z11B1SA8CMS2693{R-low alp,	AMS078EN1001A,	3574,	29706,	21-12-07 13:22,	21-12-08 04:31,	MTI                                               ,	FBGA-78UEN     ,	226873B.00L                                       ,	     ,	236.0785,	,	3000M       ,	TA-A4                    ,	12/25/2021 MP                 ,	2200                          ,
	BB467       ,	6160,	UTC1000S    ,	IDLE        ,	,	,	,	,	,	AAW024MAA006A,	,	,	21-12-08 10:27,	,	,	,	,	     ,	,	,	3000M       ,	TA-A4                    ,	12/26/2021 MP                 ,	2200                          ,
	BB468       ,	0,	UTC1000S    ,	IDLE        ,	,	,	,	,	,	AAB048TW2002A,	,	,	21-12-08 00:27,	,	,	,	,	     ,	,	,	3000M       ,	TA-A4                    ,	12/27/2021 MP                 ,	2200                          ,
	BB469       ,	5760,	UTC1000S    ,	IDLE        ,	,	,	,	,	,	AAB060NR1007A,	,	,	21-12-08 09:59,	,	,	,	,	     ,	,	,	3000M       ,	TA-A4                    ,	12/28/2021 MP                 ,	2200                          ,
	BB470       ,	0,	UTC1000S    ,	WAIT-REPAIR ,	P49MSEQ04  ,	,	2200,	048TWMS063               ,	M60A1WP1CMS3416          ,	AMS048TW1053A,	2160,	24514,	21-12-08 14:07,	21-12-08 17:48:28,	MTI                                               ,	TSOP1-48AM     ,	0930146.006                                       ,	FE   ,	337.1225,	,	1000M       ,	TA-A4                    ,	12/29/2021 MP                 ,	2200                          ,
	BB471       ,	3995,	UTC1000S    ,	RUNNING     ,	P49ABGC03  ,	,	2200,	054NBAB001               ,	MAA049/DI/W9812G6JB-6I   ,	AB054NB2002A,	3768,	24035,	21-12-08 13:00,	21-12-08 22:19,	WINBOND                                           ,	VFBGA54B4      ,	61302F000ZY                                       ,	     ,	404.4830,	,	3000M       ,	TA-A4                    ,	12/30/2021 SP                 ,	2200                          ,
	BB472       ,	0,	UTC1000S    ,	ENG         ,	,	,	,	,	,	AAB024MAA012A,	,	,	21-12-08 11:29,	21-12-08 11:29,	,	,	,	PE   ,	,	,	3000M       ,	TA-A4                    ,	12/31/2021 SP                 ,	2200                          ,
	BB473       ,	0,	UTC1000S    ,	RUNNING     ,	P49CDBG03  ,	,	2200,	084UCCD006               ,	EDCA17FWQCF0-GN-25IH-T2-0,	ACD084CC2002A,	5600,	19863,	21-12-07 17:58,	21-12-08 11:03,	ETRON                                             ,	FBGA-84UC(2)   ,	BTE337.24.1                                       ,	     ,	327.6504,	,	3000M       ,	TA-A4                    ,	                              ,	2200                          ,
	BB474       ,	0,	UTC1000S    ,	RUNNING     ,	P49ABG409  ,	,	2200,	084UCAB027               ,	GAA108/GC/W9751G6NB25I   ,	AAB084CC9001A,	5533,	51705,	21-12-08 07:47,	21-12-09 03:04,	WINBOND                                           ,	FBGA-84UC2H    ,	6134BR600ZY                                       ,	     ,	287.1427,	,	3000M       ,	TA-A4                    ,	                              ,	2200                          ,
	BB475       ,	5600,	UTC1000S    ,	RUNNING     ,	P49CDB701  ,	,	2200,	084UCCD006               ,	EDCA17FWQCF0-NN-25H-E2-00,	ACD084CC2002A,	3718,	3718,	21-12-08 12:54,	21-12-09 00:16,	ETRON                                             ,	FBGA-84UC(2)   ,	BTE337.11.1                                       ,	     ,	327.6504,	,	3000M       ,	TA-A4                    ,	                              ,	2200                          ,
	BB476       ,	0,	UTC1000S    ,	RUNNING     ,	P49ABFW01  ,	,	2200,	060EMAB003               ,	GAA108/LN/W9751G8NB-25   ,	AAB060EM2002A,	6207,	6208,	21-12-08 05:22,	21-12-09 02:47,	WINBOND                                           ,	FBGA60UEM2-1   ,	61247680005                                       ,	     ,	290.0666,	,	3000M       ,	TA-A4                    ,	                              ,	2200                          ,
	BB477       ,	0,	UTC1000S    ,	RUNNING     ,	P48OKF401  ,	,	2200,	036RPOK001               ,	ML86170LPZ07FL           ,	AOK036RP1001A,	8360,	15388,	21-12-05 21:33,	21-12-08 19:21,	LAPIS                                             ,	MBGA36Q3L      ,	F60474459.00                                      ,	     ,	422.1282,	,	3000M       ,	TA-A4                    ,	                              ,	2200                          ,
	BB478       ,	2160,	UTC1000S    ,	RUNNING     ,	P49MSEQ06  ,	,	2200,	048TWMS063               ,	M60A1WP1CMS3416          ,	AMS048TW1053A,	2160,	24514,	21-12-08 08:43,	21-12-08 15:08,	MTI                                               ,	TSOP1-48AM     ,	0930146.006                                       ,	     ,	337.1225,	,	3000M       ,	TA-A4                    ,	                              ,	2200                          ,
	BB479       ,	2160,	UTC1000S    ,	WAIT-REPAIR ,	P49ABJG11  ,	,	2200,	048TWAB012               ,	UAG05688A/AA/W29N01HVSANF,	AAB048TW2006A,	2160,	41251,	21-12-08 13:55,	21-12-08 15:26:10,	WINBOND                                           ,	TSOP1-48AM     ,	6103GW20001                                       ,	LE   ,	543.9208,	,	3000M       ,	TA-A4                    ,	                              ,	2200                          ,
	BB480       ,	0,	UTC1000S    ,	WAIT-REPAIR ,	P49BUAC07  ,	,	2200,	086TABU026               ,	IS42S32200L-6TLI-AS      ,	ABU086TA1007A,	1600,	54227,	21-12-08 14:24,	21-12-08 15:03:08,	ICSI                                              ,	TSOP2-86E      ,	BTG153000Y1                                       ,	W1   ,	209.9049,	,	3000M       ,	TA-A4                    ,	12/08/2021 MP                 ,	2200                          ,
	BB481       ,	0,	UTC1000S    ,	ENG         ,	,	,	,	,	,	AMS048TW1064A,	,	,	21-12-07 23:04,	21-12-07 23:04,	,	,	,	PE   ,	,	,	3000M       ,	TA-A5                    ,	12/09/2021 MP                 ,	2200                          ,
	BB482       ,	0,	UTC1000S    ,	RUNNING     ,	P49DYAH02  ,	,	2200,	060CDDY027               ,	V58C2512804SHAZXJ        ,	ADY060CD4001A,	4120,	18981,	21-12-08 05:40,	21-12-08 17:41,	ProMOS                                            ,	FBGA60LCD(2)   ,	ZD3IOG0038.01                                     ,	     ,	342.6234,	,	3000M       ,	TA-A5                    ,	12/10/2021 MP                 ,	2200                          ,
	BB483       ,	3997,	UTC1000S    ,	RUNNING     ,	P49AWAM01  ,	,	2200,	064MRAW028               ,	6684L-64XA91ITN299       ,	AAW064MR1007A,	3946,	5359,	21-12-08 03:33,	21-12-08 15:03,	MXIC                                              ,	MBGA64J4U      ,	5K964606                                          ,	     ,	343.1758,	,	2000M       ,	TA-A5                    ,	12/11/2021 MP                 ,	2200                          ,
	BB484       ,	0,	UTC1000S    ,	RUNNING     ,	P49ABJ701  ,	,	2200,	096ELAB016               ,	GAA098/DB/W632GG6NB-12{N},	AAB096EL1003A,	5920,	49322,	21-12-07 16:01,	21-12-08 16:22,	WINBOND                                           ,	FBGA96UEL(2)   ,	613467900                                         ,	     ,	243.0216,	,	3000M       ,	TA-A5                    ,	12/12/2021 MP                 ,	2200                          ,
	BB485       ,	3770,	UTC1000S    ,	RUNNING     ,	P49ABG902  ,	,	2200,	054NBAB001               ,	MAA049/DI/W9812G6JB-6I   ,	AB054NB2002A,	3890,	23481,	21-12-08 09:28,	21-12-08 19:05,	WINBOND                                           ,	VFBGA54B4      ,	61294Y900ZZ                                       ,	     ,	404.4830,	,	3000M       ,	TA-A5                    ,	12/13/2021 MP                 ,	2200                          ,
	BB486       ,	0,	UTC1000S    ,	ENG         ,	,	,	,	,	,	AMS060NR1003A,	,	,	21-12-04 18:04,	21-12-04 18:04,	,	,	,	EE   ,	,	,	3000M       ,	TA-A5                    ,	12/14/2021 MP                 ,	2200                          ,
	BB487       ,	2880,	UTC1000S    ,	RUNNING     ,	P49ABE211  ,	,	2200,	054TNAB036               ,	UAA084/GI/W9825G6KH-6I{BM,	AAB054TN1005A,	2880,	42324,	21-12-08 10:37,	21-12-08 20:55,	WINBOND                                           ,	TSOP2-54ME     ,	6126DW4BDZZ                                       ,	     ,	279.6886,	,	3000M       ,	TA-A5                    ,	12/15/2021 MP                 ,	2200                          ,
	BB488       ,	0,	UTC1000S    ,	RUNNING     ,	P49ABE201  ,	,	2200,	054TNAB036               ,	UAA084/GI/W9825G6KH-6I{BM,	AAB054TN1005A,	2880,	42324,	21-12-08 06:29,	21-12-08 16:47,	WINBOND                                           ,	TSOP2-54ME     ,	6126DW4BDZZ                                       ,	     ,	279.6886,	,	3000M       ,	TA-A5                    ,	12/16/2021 MP                 ,	2200                          ,
	BB489       ,	0,	UTC1000S    ,	RUNNING     ,	P49ABE206  ,	,	2200,	054TNAB036               ,	UAA084/GI/W9825G6KH-6I{BM,	AAB054TN1005A,	2880,	42324,	21-12-08 11:39,	21-12-08 21:56,	WINBOND                                           ,	TSOP2-54ME     ,	6126DW4BDZZ                                       ,	     ,	279.6886,	,	3000M       ,	TA-A5                    ,	12/17/2021 MP                 ,	2200                          ,
	BB490       ,	0,	UTC1000S    ,	WAIT-REPAIR ,	,	,	,	,	,	AAB162KE1010A,	,	,	21-12-03 19:31,	,	,	,	,	B3   ,	,	,	3000M       ,	TA-A8                    ,	12/18/2021 MP                 ,	2200                          ,
	BB496       ,	0,	UTC1000S    ,	RUNNING     ,	P49ABG504  ,	,	2200,	084UCAB027               ,	GAA108/GC/W9751G6NB25I   ,	AAB084CC9001A,	5531,	52333,	21-12-08 14:01,	21-12-09 09:17,	WINBOND                                           ,	FBGA-84UC2H    ,	6134BR600ZZ                                       ,	     ,	287.1427,	,	3000M       ,	TA-A8                    ,	12/19/2021 AP                 ,	2200                          ,
	BB497       ,	0,	UTC1000S    ,	RUNNING     ,	P49ABBY03  ,	,	2200,	162KEAB017               ,	UBG032001/IG/W71NW10GE3FW,	AAB162KE1010A,	1660,	11078,	21-12-07 23:49,	21-12-08 15:52,	WINBOND                                           ,	STBGA162B4U    ,	6148M0003                                         ,	     ,	103.5046,	,	3000M       ,	TA-A8                    ,	12/20/2021 AP                 ,	2200                          ,
	BB498       ,	0,	UTC1000S    ,	RUNNING     ,	P49ABE205  ,	,	2200,	054TNAB036               ,	UAA084/GI/W9825G6KH-6I{BM,	AAB054TN1005A,	2880,	42324,	21-12-08 07:22,	21-12-08 17:40,	WINBOND                                           ,	TSOP2-54ME     ,	6126DW4BDZZ                                       ,	     ,	279.6886,	,	3000M       ,	TA-A8                    ,	12/21/2021 AP                 ,	2200                          ,
	BB499       ,	2750,	UTC1000S    ,	IDLE        ,	,	,	,	,	,	AAB066TN1004A,	,	,	21-12-08 09:41,	,	,	,	,	     ,	,	,	3000M       ,	TA-A8                    ,	12/22/2021 AP                 ,	2200                          ,
	BB500       ,	0,	UTC1000S    ,	RUNNING     ,	P49ABFN01  ,	,	2200,	060EMAB003               ,	GAA108/LN/W9751G8NB-25   ,	AAB060EM2002A,	6309,	6309,	21-12-07 22:50,	21-12-08 20:36,	WINBOND                                           ,	FBGA60UEM2-1   ,	61284810002                                       ,	     ,	290.0666,	,	3000M       ,	TA-A8                    ,	12/23/2021 AP                 ,	2200                          ,
