ENTITY,SUM,MODEL,STATUS,LOT#,Pre-Lot,OPER,PRODUCT,PACKAGE ID,BOND ID,WIP,IC Q'ty,IN TIME,OUTPLAN,CUST,PIN_PKG,CLOT,JCODE,UPH,LAMILATION,REMARK1,AREA,PM,SETTING OPER,
	BB737       ,	0,	UTC2000     ,	RUNNING     ,	P49YZA305  ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	2463,	60610,	21-12-07 23:18,	21-12-08 16:11,	ZJP                                               ,	FBGA-96UEF     ,	1B0486000                                         ,	     ,	145.9357,	,	3000M       ,	TA-A15                   ,	                              ,	2200                          ,
	BB738       ,	0,	UTC2000     ,	RUNNING     ,	P49NVN124  ,	,	2200,	153XTNV128               ,	EC5800280H-00000-00000{eM,	ANV153XT9078A,	879,	29670,	21-12-08 06:26,	21-12-08 14:49,	PHISON                                            ,	SSBGA153GEV    ,	00P49NVN1                                         ,	     ,	104.9933,	,	3000M       ,	TA-A15                   ,	                              ,	2200                          ,
	BB745       ,	0,	UTC2000     ,	RUNNING     ,	P48YZAM10  ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	2485,	62826,	21-12-07 18:30,	21-12-08 11:31,	ZJP                                               ,	FBGA-96UEF     ,	1B0321000                                         ,	     ,	145.9357,	,	3000M       ,	TA-A12                   ,	12/08/2021 AP                 ,	2200                          ,
	BB746       ,	0,	UTC2000     ,	IDLE        ,	,	,	,	,	,	AAW024XJ6010B,	,	,	21-12-08 07:18,	,	,	,	,	     ,	,	,	3000M       ,	TA-A11                   ,	12/09/2021 AP                 ,	2200                          ,
	BB747       ,	0,	UTC2000     ,	RUNNING     ,	P49YZAA01  ,	,	2200,	096EIYZ001               ,	P3T2GF40CBF-Z{YZ}        ,	AYZ096EI1002A,	2920,	42097,	21-12-07 21:43,	21-12-08 11:50,	ZJP                                               ,	FBGA-96UEI     ,	1B0495000                                         ,	     ,	0.0000,	,	3000M       ,	TA-A11                   ,	12/10/2021 AP                 ,	2200                          ,
	BB748       ,	0,	UTC2000     ,	IN-REPAIR   ,	P48BUC401  ,	,	2200,	078EABU001               ,	IS43TR81024BL-125KBL-AS  ,	ABU078EA1001A,	2600,	3787,	21-12-08 14:25,	21-12-08 11:06:20,	ICSI                                              ,	FBGA-78LEA     ,	MRB128000Y2                                       ,	W1   ,	266.2409,	,	3000M       ,	TA-A11                   ,	12/11/2021 AP                 ,	2200                          ,
	BB749       ,	0,	UTC2000     ,	RUNNING     ,	P49ABFH02  ,	,	2200,	060EMAB003               ,	GAA108/LN/W9751G8NB-25   ,	AAB060EM2002A,	5514,	13165,	21-12-08 03:22,	21-12-08 19:54,	WINBOND                                           ,	FBGA60UEM2-1   ,	61293360002                                       ,	     ,	333.9225,	,	3000M       ,	TA-A11                   ,	12/12/2021 AP                 ,	2200                          ,
	BB750       ,	0,	UTC2000     ,	IDLE        ,	,	,	,	,	,	ACD066TN1013A,	,	,	21-12-07 16:26,	,	,	,	,	     ,	,	,	3000M       ,	TA-A16                   ,	12/13/2021 AP                 ,	2200                          ,
	BB751       ,	0,	UTC2000     ,	RUNNING     ,	P49NVN105  ,	,	2200,	153XTNV128               ,	EC5800280H-00000-00000{eM,	ANV153XT9078A,	850,	29670,	21-12-08 06:57,	21-12-08 15:03,	PHISON                                            ,	SSBGA153GEV    ,	00P49NVN1                                         ,	     ,	104.9933,	,	3000M       ,	TA-A16                   ,	12/14/2021 MP                 ,	2200                          ,
	BB752       ,	0,	UTC2000     ,	RUNNING     ,	P47CSE206  ,	,	3200,	054TSCS013               ,	7C1408B71CC              ,	ACS054TS1009A,	622,	7822,	21-12-08 13:59,	21-12-08 16:15,	CYPRESS                                           ,	TSOP2-54CMES   ,	612132842                                         ,	     ,	280.9665,	,	3000        ,	TA-A16                   ,	12/15/2021 MP                 ,	3200                          ,
	BB753       ,	0,	UTC2000     ,	WAIT-REPAIR ,	P49YZAC07  ,	,	2200,	096EIYZ001               ,	P3T2GF40CBF-Z{YZ}        ,	AYZ096EI1002A,	2871,	39153,	21-12-08 13:51,	21-12-08 20:01:36,	ZJP                                               ,	FBGA-96UEI     ,	1B0497000                                         ,	E11  ,	0.0000,	,	3000M       ,	TA-A16                   ,	12/16/2021 MP                 ,	2200                          ,
	BB754       ,	850,	UTC2000     ,	RUNNING     ,	P49NVN121  ,	,	2200,	153XTNV128               ,	EC5800280H-00000-00000{eM,	ANV153XT9078A,	895,	29670,	21-12-08 10:42,	21-12-08 19:14,	PHISON                                            ,	SSBGA153GEV    ,	00P49NVN1                                         ,	     ,	104.9933,	,	3000M       ,	TA-A16                   ,	12/17/2021 MP                 ,	2200                          ,
	BB755       ,	0,	UTC2000     ,	RUNNING     ,	P48YZAM07  ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	2476,	62826,	21-12-07 14:22,	21-12-08 07:20,	ZJP                                               ,	FBGA-96UEF     ,	1B0321000                                         ,	     ,	145.9357,	,	3000M       ,	TA-A16                   ,	12/18/2021 MP                 ,	2200                          ,
	BB756       ,	720,	UTC2000     ,	RUNNING     ,	P45AWF744  ,	,	2200,	048TPAW103               ,	5480CNB-48TG000          ,	AAW048TP1008B,	720,	34015,	21-12-08 08:56,	21-12-08 20:23,	MXIC                                              ,	TSOP1-48/M2    ,	8J240200A1                                        ,	     ,	62.8647,	,	3000M       ,	TA-A16                   ,	12/19/2021 MP                 ,	2200                          ,
	BB757       ,	0,	UTC2000     ,	RUNNING     ,	P48YZAM07A ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	2475,	62826,	21-12-07 15:19,	21-12-08 08:17,	ZJP                                               ,	FBGA-96UEF     ,	1B0321000                                         ,	     ,	145.9357,	,	3000M       ,	TA-A16                   ,	12/20/2021 MP                 ,	2200                          ,
	BB758       ,	5560,	UTC2000     ,	RUNNING     ,	P49BUB803  ,	,	2200,	084UCBU003               ,	IS46DR16320C-25DBLA2-AS  ,	ABU084CC2002B,	5560,	22789,	21-12-08 09:22,	21-12-09 05:53,	ICSI                                              ,	FBGA-84UC(2)   ,	BTC911000Y1                                       ,	     ,	271.1390,	,	3000M       ,	TA-A16                   ,	12/21/2021 MP                 ,	2200                          ,
	BB759       ,	0,	UTC2000     ,	RUNNING     ,	P49AWCY01  ,	,	2200,	016D5AW020               ,	5478AXB-16GW000          ,	AAW016D53011A,	1240,	1734,	21-12-07 23:11,	21-12-08 15:31,	MXIC                                              ,	SSLGA16DOU     ,	T1213975A1                                        ,	     ,	75.8681,	,	3000M       ,	TA-A16                   ,	12/22/2021 MP                 ,	2200                          ,
	BB760       ,	0,	UTC2000     ,	RUNNING     ,	P49AWB608  ,	,	2200,	048TPAW056               ,	6309G-48TBAIY1BG99       ,	AAW048TP1024D,	2160,	38438,	21-12-08 03:23,	21-12-08 08:57,	MXIC                                              ,	TSOP1-48/48M   ,	8J559400                                          ,	     ,	387.5714,	,	3000M       ,	TA-A16                   ,	12/23/2021 MP                 ,	2200                          ,
	BB761       ,	0,	UTC2000     ,	QC          ,	P49NVN110  ,	,	2200,	153XTNV128               ,	EC5800280H-00000-00000{eM,	ANV153XT9078A,	918,	29670,	,	,	PHISON                                            ,	SSBGA153GEV    ,	00P49NVN1                                         ,	     ,	104.9933,	,	3000M       ,	TA-A16                   ,	12/24/2021 MP                 ,	2200                          ,
	BB762       ,	0,	UTC2000     ,	STOP        ,	P49BUB702  ,	,	2200,	084UCBU003               ,	IS43DR16320C-3DBLI-AS    ,	ABU084CC2002B,	5587,	12253,	21-12-08 14:06,	21-12-08 14:06,	ICSI                                              ,	FBGA-84UC(2)   ,	BTB102000Y2                                       ,	PLS  ,	271.1390,	,	3000M       ,	TA-A16                   ,	12/25/2021 MP                 ,	2200                          ,
	BB763       ,	0,	UTC2000     ,	RUNNING     ,	P49NVN128  ,	,	2200,	153XTNV128               ,	EC5800280H-00000-00000{eM,	ANV153XT9078A,	925,	29670,	21-12-07 23:52,	21-12-08 08:41,	PHISON                                            ,	SSBGA153GEV    ,	00P49NVN1                                         ,	     ,	104.9933,	,	3000M       ,	TA-A17                   ,	12/26/2021 SP                 ,	2200                          ,
	BB764       ,	720,	UTC2000     ,	RUNNING     ,	P45AWF742  ,	,	2200,	048TPAW103               ,	5480CNB-48TG000          ,	AAW048TP1008B,	720,	34015,	21-12-08 11:02,	21-12-08 22:29,	MXIC                                              ,	TSOP1-48/M2    ,	8J240200A1                                        ,	     ,	62.8647,	,	2000M       ,	TA-A17                   ,	12/27/2021 SP                 ,	2200                          ,
	BB765       ,	0,	UTC2000     ,	RUNNING     ,	P48YZAM08  ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	2480,	62826,	21-12-08 03:48,	21-12-08 20:48,	ZJP                                               ,	FBGA-96UEF     ,	1B0321000                                         ,	     ,	145.9357,	,	3000M       ,	TA-A17                   ,	12/28/2021 SP                 ,	2200                          ,
	BB766       ,	2640,	UTC2000     ,	RUNNING     ,	P48BUBZ03  ,	,	2200,	078EABU001               ,	IS43TR81024BL-125KBL-AS  ,	ABU078EA1001A,	2602,	9923,	21-12-08 09:25,	21-12-08 19:12,	ICSI                                              ,	FBGA-78LEA     ,	MPT810000Y1                                       ,	     ,	266.2409,	,	3000M       ,	TA-A17                   ,	12/29/2021 SP                 ,	2200                          ,
	BB767       ,	3200,	UTC2000     ,	RUNNING     ,	P49ABIE02  ,	,	2200,	162KEAB011               ,	UBG056001/IG/W71NW10HM3FW,	AAB162KE1006A,	3280,	42949,	21-12-08 09:35,	21-12-08 15:42,	WINBOND                                           ,	STBGA162B4U    ,	6148M0037                                         ,	     ,	536.0704,	,	3000M       ,	TA-A17                   ,	12/30/2021 SP                 ,	2200                          ,
	BB768       ,	0,	UTC2000     ,	SETUP       ,	P49YZAC02  ,	,	2200,	096EIYZ001               ,	P3T2GF40CBF-Z{YZ}        ,	AYZ096EI1002A,	2940,	39153,	21-12-08 14:25,	21-12-08 14:55,	ZJP                                               ,	FBGA-96UEI     ,	1B0497000                                         ,	CC   ,	0.0000,	,	3000M       ,	TA-A17                   ,	12/31/2021 SP                 ,	2200                          ,
	BB769       ,	0,	UTC2000     ,	RUNNING     ,	P48YZAM08A ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	2480,	62826,	21-12-08 05:47,	21-12-08 22:47,	ZJP                                               ,	FBGA-96UEF     ,	1B0321000                                         ,	     ,	145.9357,	,	2000M       ,	TA-A17                   ,	                              ,	2200                          ,
	BB770       ,	0,	UTC2000     ,	IN-REPAIR   ,	P49ABFM01  ,	,	2200,	060EMAB003               ,	GAA108/LN/W9751G8NB-25   ,	AAB060EM2002A,	7640,	12281,	21-12-08 14:16,	21-12-09 04:37:47,	WINBOND                                           ,	FBGA60UEM2-1   ,	61270970002                                       ,	W1   ,	333.9225,	,	3000M       ,	TA-A17                   ,	                              ,	2200                          ,
	BB771       ,	0,	UTC2000     ,	RUNNING     ,	P48YZAM04  ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	2494,	62826,	21-12-07 15:45,	21-12-08 08:50,	ZJP                                               ,	FBGA-96UEF     ,	1B0321000                                         ,	     ,	145.9357,	,	3000M       ,	TA-A12                   ,	                              ,	2200                          ,
	BB772       ,	0,	UTC2000     ,	IDLE        ,	,	,	,	,	,	AAB060NR1006A,	,	,	21-12-07 18:20,	,	,	,	,	     ,	,	,	3000M       ,	TA-A18                   ,	                              ,	2200                          ,
	BB773       ,	2460,	UTC2000     ,	RUNNING     ,	P49YZA307  ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	2478,	60610,	21-12-08 10:36,	21-12-09 03:35,	ZJP                                               ,	FBGA-96UEF     ,	1B0486000                                         ,	     ,	145.9357,	,	3000M       ,	TA-A18                   ,	                              ,	2200                          ,
	BB774       ,	0,	UTC2000     ,	IDLE        ,	,	,	,	,	,	AAB060NR1006A,	,	,	21-12-07 15:34,	,	,	,	,	     ,	,	,	3000M       ,	TA-A18                   ,	                              ,	2200                          ,
	BB775       ,	0,	UTC2000     ,	SETUP       ,	,	,	,	,	,	AAW048TP1008B,	,	,	21-12-08 13:31,	21-12-08 14:55,	,	,	,	MC   ,	,	,	3000M       ,	TA-A18                   ,	                              ,	2200                          ,
	BB776       ,	0,	UTC2000     ,	RUNNING     ,	P49YZA306  ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	2480,	60610,	21-12-07 22:46,	21-12-08 15:45,	ZJP                                               ,	FBGA-96UEF     ,	1B0486000                                         ,	     ,	145.9357,	,	3000M       ,	TA-A18                   ,	12/08/2021 MP                 ,	2200                          ,
	BB777       ,	48,	UTC2000     ,	IDLE        ,	,	P49CDAR02,	,	,	,	ACD066TN1013A,	,	,	21-12-08 13:32,	,	,	,	,	     ,	,	,	3000M       ,	TA-A18                   ,	12/09/2021 MP                 ,	2200                          ,
	BB778       ,	48,	UTC2000     ,	IDLE        ,	,	P49CDAR01,	,	,	,	ACD066TN1013A,	,	,	21-12-08 13:23,	,	,	,	,	     ,	,	,	3000M       ,	TA-A18                   ,	12/10/2021 MP                 ,	2200                          ,
	BB779       ,	0,	UTC2000     ,	ENG         ,	,	,	,	,	,	ACD066TN1013A,	,	,	21-12-07 19:54,	21-12-07 19:54,	,	,	,	PE   ,	,	,	3000M       ,	TA-A18                   ,	12/11/2021 MP                 ,	2200                          ,
	BB780       ,	2500,	UTC2000     ,	RUNNING     ,	P49YZA302  ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	2500,	60610,	21-12-08 06:59,	21-12-09 00:06,	ZJP                                               ,	FBGA-96UEF     ,	1B0486000                                         ,	     ,	145.9357,	,	3000M       ,	TA-A18                   ,	12/12/2021 MP                 ,	2200                          ,
	BB781       ,	0,	UTC2000     ,	RUNNING     ,	P49ABHN01  ,	,	2200,	054NRAB004               ,	MAA056911/GC/W987D6HBGX6E,	AAB054NR2001A,	7725,	13239,	21-12-07 15:22,	21-12-08 16:40,	WINBOND                                           ,	VFBGA54B4U     ,	61252C10002                                       ,	     ,	305.3403,	,	3000M       ,	TA-A18                   ,	12/13/2021 MP                 ,	2200                          ,
	BB782       ,	0,	UTC2000     ,	RUNNING     ,	P49CDBD01  ,	,	2200,	084UCCD006               ,	EDCA17FWQCF0-GN-25H-T2-00,	ACD084CC2002A,	5600,	12114,	21-12-08 10:30,	21-12-09 03:11,	ETRON                                             ,	FBGA-84UC(2)   ,	BTE337.22.1                                       ,	     ,	335.5917,	,	2000        ,	TA-A18                   ,	12/14/2021 MP                 ,	2200                          ,
	BB783       ,	2460,	UTC2000     ,	RUNNING     ,	P49YZA307A ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	2477,	60610,	21-12-08 12:01,	21-12-09 04:59,	ZJP                                               ,	FBGA-96UEF     ,	1B0486000                                         ,	     ,	145.9357,	,	3000M       ,	TA-A18                   ,	12/15/2021 MP                 ,	2200                          ,
	BB784       ,	0,	UTC2000     ,	IDLE        ,	,	P49YZA109,	,	,	,	AYZ096EF2003A,	,	,	21-12-08 14:20,	,	,	,	,	     ,	,	,	3000M       ,	TA-A18                   ,	12/16/2021 MP                 ,	2200                          ,
	BB785       ,	0,	UTC2000     ,	RUNNING     ,	P49YZA310  ,	,	2200,	096EFYZ004               ,	P3T1GF40CBF-Z{YZ}{RYOWA} ,	AYZ096EF2003A,	2500,	60610,	21-12-07 21:55,	21-12-08 15:03,	ZJP                                               ,	FBGA-96UEF     ,	1B0486000                                         ,	     ,	145.9357,	,	3000M       ,	TA-A18                   ,	12/17/2021 MP                 ,	2200                          ,
	BB786       ,	720,	UTC2000     ,	RUNNING     ,	P49AWBY06  ,	,	2200,	048TPAW103               ,	5480CNB-48TG000          ,	AAW048TP1008B,	720,	24271,	21-12-08 12:47,	21-12-09 00:14,	MXIC                                              ,	TSOP1-48/M2    ,	8J326700                                          ,	     ,	62.8647,	,	2000        ,	TA-A9                    ,	12/18/2021 MP                 ,	2200                          ,
	BB787       ,	0,	UTC2000     ,	IDLE        ,	,	,	,	,	,	AAW024XJ6010B,	,	,	21-12-08 07:01,	,	,	,	,	     ,	,	,	3000M       ,	TA-A19                   ,	12/19/2021 MP                 ,	2200                          ,
	BB788       ,	0,	UTC2000     ,	IDLE        ,	,	,	,	,	,	AAB060NR1006A,	,	,	21-12-07 16:27,	,	,	,	,	     ,	,	,	3000M       ,	TA-A19                   ,	12/20/2021 MP                 ,	2200                          ,
	BB789       ,	0,	UTC2000     ,	RUNNING     ,	P49BUB804  ,	,	2200,	084UCBU003               ,	IS46DR16320C-25DBLA2-AS  ,	ABU084CC2002B,	5554,	22789,	21-12-08 03:50,	21-12-09 00:19,	ICSI                                              ,	FBGA-84UC(2)   ,	BTC911000Y1                                       ,	     ,	271.1390,	,	3000M       ,	TA-A19                   ,	12/21/2021 MP                 ,	2200                          ,
	BB790       ,	0,	UTC2000     ,	SETUP       ,	,	,	,	,	,	AAW048TP1008B,	,	,	21-12-08 10:57,	21-12-08 12:21,	,	,	,	MC   ,	,	,	3000M       ,	TA-A19                   ,	12/22/2021 MP                 ,	2200                          ,
	BB791       ,	720,	UTC2000     ,	RUNNING     ,	P45AWF728  ,	,	2200,	048TPAW103               ,	5480CNB-48TG000          ,	AAW048TP1008B,	720,	34015,	21-12-08 10:57,	21-12-08 22:24,	MXIC                                              ,	TSOP1-48/M2    ,	8J240200A1                                        ,	     ,	62.8647,	,	3000M       ,	TA-A19                   ,	12/23/2021 MP                 ,	2200                          ,
	BB801       ,	16000,	MAXUM       ,	RUNNING     ,	P49ASCD05  ,	,	2200,	008YMAS057               ,	EN25E10AAQ1HM{M0ZFA}{SWR},	AAS008YM2022A,	9341,	73341,	21-12-08 14:03,	21-12-08 22:19,	EliteMT                                           ,	DFN-08YM2G     ,	X10XW.08                                          ,	     ,	1135.6243,	,	2000M       ,	TB-B2                    ,	12/28/2021 MP                 ,	2200                          ,
	BB802       ,	0,	MAXUM       ,	RUNNING     ,	P49ASCD04  ,	,	2200,	008YMAS057               ,	EN25E10AAQ1HM{M0ZFA}{SWR},	AAS008YM2022A,	16000,	73341,	21-12-08 02:39,	21-12-08 16:45,	EliteMT                                           ,	DFN-08YM2G     ,	X10XW.08                                          ,	     ,	1135.6243,	,	3000        ,	TB-B2                    ,	12/29/2021 MP                 ,	2200                          ,
	BB803       ,	0,	MAXUM       ,	RUNNING     ,	P49ASBN10  ,	,	2200,	096EIAS005               ,	M15T1G1664AC1AG{GVEX2}   ,	AAS096EI2001A,	2942,	32770,	21-12-08 02:32,	21-12-08 22:45,	EliteMT                                           ,	FBGA-96UEJ     ,	P180W.01                                          ,	     ,	145.5310,	,	3000M       ,	TB-B2                    ,	12/30/2021 MP                 ,	2200                          ,
	BB804       ,	16000,	MAXUM       ,	RUNNING     ,	P49VGAW11  ,	,	2200,	008YMVG006               ,	IS25LP080D-JULE-TR       ,	ABU008YM2003A,	16000,	203435,	21-12-08 08:40,	21-12-08 21:50,	ISSI-VG                                           ,	DFN-08YM2D     ,	P30917Y4                                          ,	     ,	1216.1905,	,	3000M       ,	TB-B2                    ,	12/31/2021 MP                 ,	2200                          ,
	BB805       ,	0,	MAXUM       ,	IN-REPAIR   ,	P49ABES17  ,	,	2200,	008YDAB015               ,	AAG061900/IG/W25R256JWPIQ,	AAB008YD2007A,	3520,	79157,	21-12-08 14:20,	21-12-08 18:51:13,	WINBOND                                           ,	STDFN-08YD2A   ,	6148M0022                                         ,	FE   ,	391.6793,	,	2000M       ,	TB-B2                    ,	                              ,	2200                          ,
	BB806       ,	0,	MAXUM       ,	RUNNING     ,	P45NVJD21  ,	,	3400,	169XNNV011               ,	21-3111CE11G2{U}         ,	ANV169XN8001A,	1657,	54506,	21-12-07 17:37,	21-12-09 20:38,	PHISON                                            ,	STBGA169D4U    ,	SKL4Q                                             ,	     ,	54.1263,	,	2000M       ,	TB-B2                    ,	                              ,	3400                          ,
	BB807       ,	0,	MAXUM       ,	IDLE        ,	,	,	,	,	,	AAS096EL1001A,	,	,	21-12-07 00:26,	,	,	,	,	     ,	,	,	3000M       ,	TB-B2                    ,	                              ,	2200                          ,
	BB808       ,	0,	MAXUM       ,	RUNNING     ,	P49ASC705  ,	,	2200,	008YQAS018               ,	F50L1G41LBM1AM{M9ZFK-200u,	AAS008YQ2002B,	4320,	71548,	21-12-08 09:29,	21-12-08 15:54,	EliteMT                                           ,	DFN-08YQ2A     ,	P1BCL.01                                          ,	     ,	673.6142,	,	3000        ,	TB-B2                    ,	                              ,	2200                          ,
	BB809       ,	0,	MAXUM       ,	IN-REPAIR   ,	P45NVJD28  ,	,	3400,	169XNNV011               ,	21-3111CE11G2{U}         ,	ANV169XN8001A,	1572,	54506,	21-12-08 14:20,	21-12-08 18:45:24,	PHISON                                            ,	STBGA169D4U    ,	SKL4Q                                             ,	W1   ,	54.1263,	,	3000M       ,	TB-B2                    ,	                              ,	3400                          ,
	BB810       ,	8320,	MAXUM       ,	RUNNING     ,	P46ASBU20  ,	,	2200,	008Y6AS005               ,	EN25S32AS1HM{M9ZFA}      ,	AAS008Y62003A,	4160,	194140,	21-12-08 13:30,	21-12-08 17:24,	EliteMT                                           ,	DFN-08Y62D     ,	X111R.01                                          ,	     ,	1069.1492,	,	3000M       ,	TB-B2                    ,	                              ,	2200                          ,
	BB811       ,	0,	MAXUM       ,	IDLE        ,	,	,	,	,	,	AAS096EL1001A,	,	,	21-12-08 11:25,	,	,	,	,	     ,	,	,	3000M       ,	TB-B2                    ,	12/08/2021 MP                 ,	2200                          ,
	BB812       ,	0,	MAXUM       ,	RUNNING     ,	P49ASCF03  ,	,	2200,	008FGAS025               ,	EN25QH32BBS1HM{M68FA}{FT4,	AAS008FG1011A,	10080,	145231,	21-12-08 14:10,	21-12-08 22:52,	EliteMT                                           ,	SOP-8G         ,	X117C.09                                          ,	     ,	1156.8699,	,	3000M       ,	TB-B2                    ,	12/09/2021 MP                 ,	2200                          ,
	BB813       ,	8320,	MAXUM       ,	RUNNING     ,	P46ASBU29  ,	,	2200,	008Y6AS005               ,	EN25S32AS1HM{M9ZFA}      ,	AAS008Y62003A,	4160,	194140,	21-12-08 13:16,	21-12-08 17:09,	EliteMT                                           ,	DFN-08Y62D     ,	X111R.01                                          ,	     ,	1069.1492,	,	3000M       ,	TB-B2                    ,	12/10/2021 MP                 ,	2200                          ,
	BB814       ,	0,	MAXUM       ,	RUNNING     ,	P49VGAV12  ,	,	2200,	008YMVG006               ,	IS25LP080D-JULE-TR       ,	ABU008YM2003A,	16000,	204203,	21-12-08 03:32,	21-12-08 16:42,	ISSI-VG                                           ,	DFN-08YM2D     ,	P30917Y3                                          ,	     ,	1216.1905,	,	3000M       ,	TB-B2                    ,	12/11/2021 MP                 ,	2200                          ,
	BB815       ,	0,	MAXUM       ,	IDLE        ,	,	,	,	,	,	AAS096EL1001A,	,	,	21-12-06 23:46,	,	,	,	,	     ,	,	,	3000M       ,	TB-B10                   ,	12/12/2021 MP                 ,	2200                          ,
	BB816       ,	0,	MAXUM       ,	RUNNING     ,	P49ABJK02  ,	,	2200,	008Y6AB034               ,	KAG052140/DB/W25Q20EWUL10,	AAB008Y62010A,	8320,	96802,	21-12-08 10:47,	21-12-08 18:25,	WINBOND                                           ,	DFN-08Y62D     ,	6134D6600ZU                                       ,	     ,	1091.3781,	,	3000M       ,	TB-B2                    ,	12/13/2021 MP                 ,	2200                          ,
	BB817       ,	3999,	MAXUM       ,	RUNNING     ,	P46ASBU14  ,	,	2200,	008Y6AS005               ,	EN25S32AS1HM{M9ZFA}      ,	AAS008Y62003A,	4160,	194140,	21-12-08 14:09,	21-12-08 18:02,	EliteMT                                           ,	DFN-08Y62D     ,	X111R.01                                          ,	     ,	1069.1492,	,	2000M       ,	TB-B2                    ,	12/14/2021 MP                 ,	2200                          ,
	BB818       ,	0,	MAXUM       ,	RUNNING     ,	P49VGAW08  ,	,	2200,	008YMVG006               ,	IS25LP080D-JULE-TR       ,	ABU008YM2003A,	16000,	203435,	21-12-08 14:02,	21-12-09 03:11,	ISSI-VG                                           ,	DFN-08YM2D     ,	P30917Y4                                          ,	     ,	1216.1905,	,	3000M       ,	TB-B2                    ,	12/15/2021 MP                 ,	2200                          ,
	BB819       ,	8320,	MAXUM       ,	RUNNING     ,	P46ASBU19  ,	,	2200,	008Y6AS005               ,	EN25S32AS1HM{M9ZFA}      ,	AAS008Y62003A,	4160,	194140,	21-12-08 13:07,	21-12-08 17:01,	EliteMT                                           ,	DFN-08Y62D     ,	X111R.01                                          ,	     ,	1069.1492,	,	3000M       ,	TB-B2                    ,	12/16/2021 MP                 ,	2200                          ,
	BB821       ,	0,	MAXUM       ,	RUNNING     ,	P49AWBQ07  ,	,	2200,	008Y6AW036               ,	6724F-087U08ITNSM9{CWE}  ,	AAW008Y62018A,	8320,	122377,	21-12-08 13:56,	21-12-08 20:34,	MXIC                                              ,	DFN-08Y62D     ,	5L133500A1                                        ,	     ,	1254.9756,	,	3000        ,	TB-B3                    ,	12/18/2021 MP                 ,	2200                          ,
	BB822       ,	0,	MAXUM       ,	STOP        ,	P49ABJZ06  ,	,	2200,	008YMAB062               ,	KAG049900/DB/W25Q80DVUXIE,	AAB008YM2023A,	16000,	201722,	21-12-08 14:10,	21-12-08 14:10,	WINBOND                                           ,	DFN-08YM2D     ,	6135CM300ZY                                       ,	PLS  ,	1328.3826,	,	3000M       ,	TB-B3                    ,	12/19/2021 MP                 ,	2200                          ,
	BB823       ,	3517,	MAXUM       ,	RUNNING     ,	P49VGAY05  ,	,	2200,	008YDVG009               ,	IS25WP064A-JKLE-TR       ,	ABU008YD2009A,	3520,	37931,	21-12-08 14:13,	21-12-08 18:06,	ISSI-VG                                           ,	DFN-08YD2A     ,	P2S771Y3                                          ,	     ,	908.8171,	,	3000M       ,	TB-B3                    ,	12/20/2021 MP                 ,	2200                          ,
	BB824       ,	0,	MAXUM       ,	RUNNING     ,	P49ABHE03  ,	,	2200,	008YMAB047               ,	KAG0330A0/AA/W25X20CVUXAG,	AAB008YM2025A,	16000,	119735,	21-12-07 19:26,	21-12-08 10:35,	WINBOND                                           ,	DFN-08YM2D     ,	612821200ZS                                       ,	     ,	1055.6991,	,	3000M       ,	TB-B3                    ,	12/21/2021 MP                 ,	2200                          ,
	BB825       ,	3520,	MAXUM       ,	RUNNING     ,	P49VGAY01  ,	,	2200,	008YDVG009               ,	IS25WP064A-JKLE-TR       ,	ABU008YD2009A,	3520,	37931,	21-12-08 11:23,	21-12-08 15:15,	ISSI-VG                                           ,	DFN-08YD2A     ,	P2S771Y3                                          ,	     ,	908.8171,	,	3000M       ,	TB-B3                    ,	12/22/2021 MP                 ,	2200                          ,
	BB826       ,	2940,	MAXUM       ,	RUNNING     ,	P49ASBP06  ,	,	2200,	096EIAS005               ,	M15T1G1664AC1AG{GVEX2}   ,	AAS096EI2001A,	2925,	33392,	21-12-08 11:26,	21-12-09 07:32,	EliteMT                                           ,	FBGA-96UEJ     ,	P180W.04                                          ,	     ,	145.5310,	,	3000M       ,	TB-B3                    ,	12/23/2021 MP                 ,	2200                          ,
