assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	R10NVKJ21  ,	18,	2210,	2022/3/28 上午 08:10:42,	WSM       ,	Y,	2250,	R10NVKJ21  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV224               ,	220304028                                         ,	1530,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	511-220304028            ,	N,	N,	0,	0,	20220328,	105206,	2022/3/12 上午 12:00:00,	ANV0086A1106A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 A A A A A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	待PC巧梅#5098通知作業              ,	R10NVKJ,	R10NVKJ21  ,	18,	2210,	2022/3/28 上午 08:10:42,	WSM       ,	Y,
	R10NVKJ25  ,	21,	2210,	2022/3/29 下午 09:49:39,	WSM       ,	Y,	2250,	R10NVKJ25  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV224               ,	220304028                                         ,	1493,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	511-220304028            ,	N,	N,	0,	0,	20220330,	2346,	2022/3/12 上午 12:00:00,	ANV0086A1106A       ,	,	EH    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 A A A A A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	待PC巧梅#5098通知作業              ,	R10NVKJ,	R10NVKJ25  ,	21,	2210,	2022/3/29 下午 09:49:39,	WSM       ,	Y,
	R10NVKJ29  ,	18,	2210,	2022/3/28 上午 10:19:21,	WSM       ,	Y,	2250,	R10NVKJ29  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV224               ,	220304028                                         ,	1387,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	511-220304028            ,	N,	N,	0,	0,	20220328,	105235,	2022/3/12 上午 12:00:00,	ANV0086A1106A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 A A A A A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	待PC巧梅#5098通知作業              ,	R10NVKJ,	R10NVKJ29  ,	18,	2210,	2022/3/28 上午 10:19:21,	WSM       ,	Y,
	R10NVKJ33  ,	21,	2210,	2022/3/31 上午 06:30:43,	WSM       ,	Y,	2250,	R10NVKJ33  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV224               ,	220304028                                         ,	1523,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	511-220304028            ,	N,	N,	0,	0,	20220331,	143640,	2022/3/12 上午 12:00:00,	ANV0086A1106A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 A A A A A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	待PC巧梅#5098通知作業              ,	R10NVKJ,	R10NVKJ33  ,	21,	2210,	2022/3/31 上午 06:30:43,	WSM       ,	Y,
	R10NVKJ37  ,	21,	2210,	2022/3/29 下午 03:29:02,	WSM       ,	Y,	2250,	R10NVKJ37  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV224               ,	220304028                                         ,	1555,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	511-220304028            ,	N,	N,	0,	0,	20220329,	152902,	2022/3/12 上午 12:00:00,	ANV0086A1106A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 A A A A A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	[SetupOP=21972] 待PC巧梅#5098通知作,	R10NVKJ,	R10NVKJ37  ,	21,	2210,	2022/3/29 下午 03:29:02,	WSM       ,	Y,
	R10NVKJ41  ,	21,	2210,	2022/3/29 下午 03:45:49,	WSM       ,	Y,	2250,	R10NVKJ41  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV224               ,	220304028                                         ,	1494,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	511-220304028            ,	N,	N,	0,	0,	20220329,	154548,	2022/3/12 上午 12:00:00,	ANV0086A1106A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 A A A A A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	[SetupOP=21972] 待PC巧梅#5098通知作,	R10NVKJ,	R10NVKJ41  ,	21,	2210,	2022/3/29 下午 03:45:49,	WSM       ,	Y,
	R10NVKJ45  ,	21,	2210,	2022/4/1 上午 02:18:08,	WSM       ,	Y,	2250,	R10NVKJ45  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV224               ,	220304028                                         ,	1463,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	511-220304028            ,	N,	N,	0,	0,	20220401,	165853,	2022/3/12 上午 12:00:00,	ANV0086A1106A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 A A A A A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	待PC巧梅#5098通知作業              ,	R10NVKJ,	R10NVKJ45  ,	21,	2210,	2022/4/1 上午 02:18:08,	WSM       ,	Y,
	R10NVKJ49  ,	19,	2210,	2022/3/31 上午 03:41:57,	WSM       ,	Y,	2250,	R10NVKJ49  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV224               ,	220304028                                         ,	1550,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	511-220304028            ,	N,	N,	0,	0,	20220331,	55415,	2022/3/12 上午 12:00:00,	ANV0086A1106A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 A A A A A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	[SetupOP=21972] 待PC巧梅#5098通知作,	R10NVKJ,	R10NVKJ49  ,	19,	2210,	2022/3/31 上午 03:41:57,	WSM       ,	Y,
	R10NVKJ53  ,	21,	2210,	2022/3/30 上午 08:51:34,	WSM       ,	Y,	2250,	R10NVKJ53  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV224               ,	220304028                                         ,	1518,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	511-220304028            ,	N,	N,	0,	0,	20220330,	100540,	2022/3/12 上午 12:00:00,	ANV0086A1106A       ,	,	EH    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-60-SP}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 A A A A A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	PC                                 ,	R10NVKJ,	R10NVKJ53  ,	21,	2210,	2022/3/30 上午 08:51:34,	WSM       ,	Y,
	R10NVKK05  ,	17,	2210,	2022/3/30 下午 12:18:46,	WSM       ,	Y,	2310,	R10NVKK05  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV203               ,	220304028                                         ,	1086,	0,	2310,	A2,	N,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-75UM}             ,	511-220304028            ,	N,	N,	0,	0,	20220412,	30347,	2022/3/12 上午 12:00:00,	ANV0086A1076A       ,	,	      ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-75UM}             ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 A C A A A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	                                   ,	R10NVKK,	R10NVKK05  ,	17,	2210,	2022/3/30 下午 12:18:46,	WSM       ,	Y,
	R10NVKM02  ,	17,	2210,	2022/4/8 上午 05:20:53,	WSM       ,	Y,	2250,	R10NVKM02  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV172               ,	220304029                                         ,	1492,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	511-220304029            ,	N,	N,	0,	0,	20220408,	63934,	2022/3/12 上午 12:00:00,	ANV0086A1075A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 B F A B A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	[SetupOP=21972] 待PC巧梅#5098通知作,	R10NVKM,	R10NVKM02  ,	17,	2210,	2022/4/8 上午 05:20:53,	WSM       ,	Y,
	R10NVKM06  ,	17,	2210,	2022/4/10 下午 12:22:26,	WSM       ,	Y,	2250,	R10NVKM06  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV172               ,	220304029                                         ,	1522,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	511-220304029            ,	N,	N,	0,	0,	20220410,	124440,	2022/3/12 上午 12:00:00,	ANV0086A1075A       ,	,	EH    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 B F A B A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	PC                                 ,	R10NVKM,	R10NVKM06  ,	17,	2210,	2022/4/10 下午 12:22:26,	WSM       ,	Y,
	R10NVKM10  ,	17,	2210,	2022/4/8 下午 04:43:40,	WSM       ,	Y,	2250,	R10NVKM10  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV172               ,	220304029                                         ,	1525,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	511-220304029            ,	N,	N,	0,	0,	20220408,	185531,	2022/3/12 上午 12:00:00,	ANV0086A1075A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 B F A B A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	[SetupOP=21972] 待PC巧梅#5098通知作,	R10NVKM,	R10NVKM10  ,	17,	2210,	2022/4/8 下午 04:43:40,	WSM       ,	Y,
	R10NVKM14  ,	15,	2210,	2022/4/11 下午 03:03:24,	WSM       ,	Y,	2250,	R10NVKM14  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV172               ,	220304029                                         ,	1517,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	511-220304029            ,	N,	N,	0,	0,	20220411,	150324,	2022/3/12 上午 12:00:00,	ANV0086A1075A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 B F A B A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	[SetupOP=21972] 待PC巧梅#5098通知作,	R10NVKM,	R10NVKM14  ,	15,	2210,	2022/4/11 下午 03:03:24,	WSM       ,	Y,
	R10NVKM18  ,	15,	2210,	2022/4/10 上午 01:19:14,	WSM       ,	Y,	2250,	R10NVKM18  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV172               ,	220304029                                         ,	1510,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	511-220304029            ,	N,	N,	0,	0,	20220410,	20845,	2022/3/12 上午 12:00:00,	ANV0086A1075A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 B F A B A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	[SetupOP=21972] 待PC巧梅#5098通知作,	R10NVKM,	R10NVKM18  ,	15,	2210,	2022/4/10 上午 01:19:14,	WSM       ,	Y,
	R10NVKM22  ,	15,	2210,	2022/4/11 下午 10:08:37,	WSM       ,	Y,	2250,	R10NVKM22  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV172               ,	220304029                                         ,	1545,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	511-220304029            ,	N,	N,	0,	0,	20220412,	22305,	2022/3/12 上午 12:00:00,	ANV0086A1075A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 B F A B A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	[SetupOP=21972] 待PC巧梅#5098通知作,	R10NVKM,	R10NVKM22  ,	15,	2210,	2022/4/11 下午 10:08:37,	WSM       ,	Y,
	R10NVKM26  ,	15,	2210,	2022/4/9 下午 10:28:58,	WSM       ,	Y,	2250,	R10NVKM26  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV172               ,	220304029                                         ,	1516,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	511-220304029            ,	N,	N,	0,	0,	20220410,	20832,	2022/3/12 上午 12:00:00,	ANV0086A1075A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 B F A B A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	[SetupOP=21972] 待PC巧梅#5098通知作,	R10NVKM,	R10NVKM26  ,	15,	2210,	2022/4/9 下午 10:28:58,	WSM       ,	Y,
	R10NVKM30  ,	15,	2210,	2022/4/10 下午 08:58:16,	WSM       ,	Y,	2250,	R10NVKM30  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV172               ,	220304029                                         ,	1472,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	511-220304029            ,	N,	N,	0,	0,	20220411,	1423,	2022/3/12 上午 12:00:00,	ANV0086A1075A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 B F A B A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	[SetupOP=21972] 待PC巧梅#5098通知作,	R10NVKM,	R10NVKM30  ,	15,	2210,	2022/4/10 下午 08:58:16,	WSM       ,	Y,
	R10NVKM34  ,	17,	2210,	2022/4/13 上午 01:10:53,	WSM       ,	Y,	2250,	R10NVKM34  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV172               ,	220304029                                         ,	1480,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	511-220304029            ,	N,	N,	0,	0,	20220413,	20331,	2022/3/12 上午 12:00:00,	ANV0086A1075A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 B F A B A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	[SetupOP=21972] 待PC巧梅#5098通知作,	R10NVKM,	R10NVKM34  ,	17,	2210,	2022/4/13 上午 01:10:53,	WSM       ,	Y,
	R10NVKM42  ,	15,	2210,	2022/4/12 下午 02:15:07,	WSM       ,	Y,	2250,	R10NVKM42  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV172               ,	220304029                                         ,	1497,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	511-220304029            ,	N,	N,	0,	0,	20220412,	192321,	2022/3/12 上午 12:00:00,	ANV0086A1075A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 B F A B A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	待PC巧梅#5098通知作業              ,	R10NVKM,	R10NVKM42  ,	15,	2210,	2022/4/12 下午 02:15:07,	WSM       ,	Y,
	R10NVKM46  ,	15,	2210,	2022/4/12 上午 04:03:33,	WSM       ,	Y,	2250,	R10NVKM46  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV172               ,	220304029                                         ,	1522,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	511-220304029            ,	N,	N,	0,	0,	20220412,	192421,	2022/3/12 上午 12:00:00,	ANV0086A1075A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-125UM}            ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 B F A B A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	待PC巧梅#5098通知作業              ,	R10NVKM,	R10NVKM46  ,	15,	2210,	2022/4/12 上午 04:03:33,	WSM       ,	Y,
	R10NVKP04  ,	16,	2210,	2022/3/23 上午 02:50:56,	WSM       ,	Y,	2250,	R10NVKP04  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV215               ,	220304029                                         ,	1530,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-250}              ,	511-220304029            ,	N,	N,	0,	0,	20220328,	133322,	2022/3/12 上午 12:00:00,	ANV0086A1061A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-250}              ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 A A A A A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	待PC巧梅#5098通知作業              ,	R10NVKP,	R10NVKP04  ,	16,	2210,	2022/3/23 上午 02:50:56,	WSM       ,	Y,
	R10NVKP08  ,	14,	2210,	2022/3/24 下午 01:02:11,	WSM       ,	Y,	2250,	R10NVKP08  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV215               ,	220304029                                         ,	1520,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-250}              ,	511-220304029            ,	N,	N,	0,	0,	20220328,	133402,	2022/3/12 上午 12:00:00,	ANV0086A1061A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-250}              ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 A A A A A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	待PC巧梅#5098通知作業              ,	R10NVKP,	R10NVKP08  ,	14,	2210,	2022/3/24 下午 01:02:11,	WSM       ,	Y,
	R10NVKP12  ,	14,	2210,	2022/3/23 下午 03:29:41,	WSM       ,	Y,	2250,	R10NVKP12  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV215               ,	220304029                                         ,	1561,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-250}              ,	511-220304029            ,	N,	N,	0,	0,	20220328,	133445,	2022/3/12 上午 12:00:00,	ANV0086A1061A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-250}              ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 A A A A A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	待PC巧梅#5098通知作業              ,	R10NVKP,	R10NVKP12  ,	14,	2210,	2022/3/23 下午 03:29:41,	WSM       ,	Y,
	R10NVKP16  ,	16,	2210,	2022/3/24 上午 02:59:03,	WSM       ,	Y,	2250,	R10NVKP16  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV215               ,	220304029                                         ,	1520,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-250}              ,	511-220304029            ,	N,	N,	0,	0,	20220328,	133632,	2022/3/12 上午 12:00:00,	ANV0086A1061A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-250}              ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 A A A A A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	待PC巧梅#5098通知作業              ,	R10NVKP,	R10NVKP16  ,	16,	2210,	2022/3/24 上午 02:59:03,	WSM       ,	Y,
	R10NVKP20  ,	14,	2210,	2022/3/22 下午 11:33:22,	WSM       ,	Y,	2250,	R10NVKP20  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV215               ,	220304029                                         ,	1499,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-250}              ,	511-220304029            ,	N,	N,	0,	0,	20220328,	133709,	2022/3/12 上午 12:00:00,	ANV0086A1061A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-250}              ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 A A A A A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	待PC巧梅#5098通知作業              ,	R10NVKP,	R10NVKP20  ,	14,	2210,	2022/3/22 下午 11:33:22,	WSM       ,	Y,
	R10NVKP24  ,	14,	2210,	2022/3/24 上午 03:49:25,	WSM       ,	Y,	2250,	R10NVKP24  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV215               ,	220304029                                         ,	1522,	0,	2250,	A2,	Y,	TSOP  ,	NV,	PC51S2910L-00000-01925{OT-BIN22-250}              ,	511-220304029            ,	N,	N,	0,	0,	20220328,	133803,	2022/3/12 上午 12:00:00,	ANV0086A1061A       ,	,	PC    ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01925{OT-BIN22-250}              ,	PROD        ,	2022/3/13 上午 12:00:00,	2022/3/14 上午 12:00:00,	2022/3/15 上午 12:00:00,	2022/3/15 上午 12:00:00,	,	12,	  ,	 A A A A A                                                                      ,	A0803CB1212         ,	62,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	待PC巧梅#5098通知作業              ,	R10NVKP,	R10NVKP24  ,	14,	2210,	2022/3/24 上午 03:49:25,	WSM       ,	Y,
