assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	N36BWBU41  ,	2,	2470,	2020/9/11 下午 01:01:32,	WSM       ,	Y,	3720,	N36BWBU41  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200911,	130132,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU41  ,	2,	2470,	2020/9/11 下午 01:01:32,	WSM       ,	Y,
	N36BWBU45  ,	2,	2470,	2020/9/11 下午 08:52:49,	WSM       ,	Y,	3720,	N36BWBU45  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200911,	205249,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU45  ,	2,	2470,	2020/9/11 下午 08:52:49,	WSM       ,	Y,
	N36BWBU49  ,	2,	2470,	2020/9/12 上午 03:24:22,	WSM       ,	Y,	3720,	N36BWBU49  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200912,	32422,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU49  ,	2,	2470,	2020/9/12 上午 03:24:22,	WSM       ,	Y,
	N36BWBU53  ,	2,	2470,	2020/9/12 上午 09:58:19,	WSM       ,	Y,	3720,	N36BWBU53  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200912,	95819,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU53  ,	2,	2470,	2020/9/12 上午 09:58:19,	WSM       ,	Y,
	P29BWFA45  ,	2,	2470,	2021/7/16 下午 12:46:24,	WSM       ,	Y,	3720,	P29BWFA45  ,	AKM          ,	WLCSP          ,	000IABW112               ,	WSDS119A                                          ,	8000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	5K4321                   ,	N,	N,	0,	0,	20210716,	134738,	2021/7/14 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2021/7/15 上午 12:00:00,	2021/7/16 上午 12:00:00,	2021/7/17 上午 12:00:00,	2021/7/18 上午 12:00:00,	2021/7/18 上午 12:00:00,	8 ,	,	 A C C A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	崩缺                               ,	P29BWFA,	P29BWFA45  ,	2,	2470,	2021/7/16 下午 12:46:24,	WSM       ,	Y,
	P31BWDE88  ,	2,	2470,	2021/8/1 上午 04:47:46,	WSM       ,	Y,	3720,	P31BWDE88  ,	AKM          ,	WLCSP          ,	000IABW112               ,	WSDS120A                                          ,	8000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	5K4321                   ,	N,	N,	0,	0,	20210801,	54141,	2021/7/29 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2021/7/30 上午 12:00:00,	2021/7/31 上午 12:00:00,	2021/8/1 上午 12:00:00,	2021/8/2 上午 12:00:00,	2021/8/2 上午 12:00:00,	8 ,	,	 A C C A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	口袋破損                           ,	P31BWDE,	P31BWDE88  ,	2,	2470,	2021/8/1 上午 04:47:46,	WSM       ,	Y,
	P38BWRA39  ,	2,	2470,	2021/9/27 下午 02:10:14,	WSM       ,	Y,	3720,	P38BWRA39  ,	AKM          ,	WLCSP          ,	000IABW123               ,	WSDW112A                                          ,	10000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK07315DXC2-F4{FT1}{FRM-PP}                       ,	5K4315                   ,	N,	N,	0,	0,	20210927,	143235,	2021/9/14 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK07315DXC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2021/9/15 上午 12:00:00,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	8 ,	,	 B C D A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	黑膠不足                           ,	P38BWRA,	P38BWRA39  ,	2,	2470,	2021/9/27 下午 02:10:14,	WSM       ,	Y,
	P39BWCF07  ,	2,	2470,	2021/9/30 上午 09:36:33,	WSM       ,	Y,	3720,	P39BWCF07  ,	AKM          ,	WLCSP          ,	000IABW112               ,	WSDS127A                                          ,	8000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	5K4627                   ,	N,	N,	0,	0,	20210930,	93705,	2021/9/24 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2021/9/25 上午 12:00:00,	2021/9/26 上午 12:00:00,	2021/9/27 上午 12:00:00,	2021/9/28 上午 12:00:00,	2021/9/28 上午 12:00:00,	8 ,	,	 A C C A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	口袋破損                           ,	P39BWCF,	P39BWCF07  ,	2,	2470,	2021/9/30 上午 09:36:33,	WSM       ,	Y,
	P43BWHE26  ,	2,	2470,	2021/10/27 上午 12:14:02,	WSM       ,	Y,	3720,	P43BWHE26  ,	AKM          ,	WLCSP          ,	000IABW123               ,	WSDW113A                                          ,	10000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK07315DXC2-F4{FT1}{FRM-PP}                       ,	5K4956                   ,	N,	N,	0,	0,	20211027,	3010,	2021/10/23 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK07315DXC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2021/10/24 上午 12:00:00,	2021/10/25 上午 12:00:00,	2021/10/26 上午 12:00:00,	2021/10/27 上午 12:00:00,	2021/10/27 上午 12:00:00,	8 ,	,	 B C D A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	異物                               ,	P43BWHE,	P43BWHE26  ,	2,	2470,	2021/10/27 上午 12:14:02,	WSM       ,	Y,
	P80CMNR04  ,	2,	2470,	2021/8/19 下午 08:54:55,	WSM       ,	Y,	3720,	P80CMNR04  ,	ENG          ,	WLCSP          ,	000IACM233ENG            ,	130027000                                         ,	5000,	0,	3720,	A2,	N,	TSOP  ,	CM,	ARE70K0WA0-A01-ENG                                ,	ERA2107XXX               ,	N,	N,	0,	0,	20210819,	205454,	2021/8/11 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	ARE70K0WA0-A01-ENG                                ,	ENG         ,	2021/8/12 上午 12:00:00,	2021/8/13 上午 12:00:00,	2021/8/14 上午 12:00:00,	2021/8/15 上午 12:00:00,	2021/8/15 上午 12:00:00,	12,	 E,	 B A A B A                                                                      ,	                    ,	0,	 N,	     ,	CM99    ,	                         ,	20210810010.E  ,	1,	                                   ,	P80CMNR,	P80CMNR04  ,	2,	2470,	2021/8/19 下午 08:54:55,	WSM       ,	Y,
	PD2MSCG01  ,	2,	2460,	2021/8/4 上午 02:05:15,	WSM       ,	Y,	5065,	PD2MSCG01  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	206638B.01L                                       ,	3600,	0,	5065,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	1184153                  ,	N,	N,	0,	0,	20210813,	51605,	2021/8/3 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2021/8/15 上午 12:00:00,	2021/8/21 上午 12:00:00,	2021/8/24 上午 12:00:00,	2021/8/24 上午 12:00:00,	2021/8/24 上午 12:00:00,	,	,	 C G A A D                                                                      ,	                    ,	0,	Y3,	     ,	MS09    ,	1081G771S1               ,	,	,	                                   ,	PD2MSCG,	PD2MSCG01  ,	2,	2460,	2021/8/4 上午 02:05:15,	WSM       ,	Y,
	PE0MSH402  ,	2,	2460,	2021/10/2 下午 04:57:30,	WSM       ,	Y,	5065,	PE0MSH402  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	568454K.00K                                       ,	5600,	0,	5065,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	1234449                  ,	N,	N,	0,	0,	20211005,	35321,	2021/10/2 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2021/10/14 上午 12:00:00,	2021/10/20 上午 12:00:00,	2021/10/23 上午 12:00:00,	2021/10/23 上午 12:00:00,	2021/10/23 上午 12:00:00,	,	,	 C Q D C H                                                                      ,	                    ,	0,	Y3,	     ,	MS09    ,	1081G771S1               ,	,	,	                                   ,	PE0MSH4,	PE0MSH402  ,	2,	2460,	2021/10/2 下午 04:57:30,	WSM       ,	Y,
	PF1MSEC02  ,	2,	2460,	2021/12/17 下午 04:12:28,	WSM       ,	Y,	5065,	PF1MSEC02  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	531661L.00L                                       ,	6000,	0,	5065,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	1293662                  ,	N,	N,	0,	0,	20211220,	222001,	2021/12/16 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2021/12/26 上午 12:00:00,	2021/12/31 上午 12:00:00,	2022/1/5 上午 12:00:00,	2022/1/5 上午 12:00:00,	2022/1/10 上午 12:00:00,	,	,	 A E B A C                                                                      ,	                    ,	0,	Y3,	     ,	MS36    ,	1081G771S1               ,	,	,	                                   ,	PF1MSEC,	PF1MSEC02  ,	2,	2460,	2021/12/17 下午 04:12:28,	WSM       ,	Y,
	PXXASQD    ,	,	2000,	2021/11/24 下午 05:28:29,	S2784     ,	Y,	2070,	PXXASQD    ,	ChipMOS      ,	FBGA-84UC      ,	084UCAS104               ,	P98A3.01                                          ,	10,	0,	2070,	A2,	N,	TSOP  ,	FQ,	M14D5121632AM1AG{GVEX2}                           ,	MT2021111150             ,	N,	N,	0,	0,	20211124,	172829,	2021/11/24 上午 12:00:00,	AAS084CC2011A       ,	,	      ,	M,	                         ,	          ,	               ,	M14D5121632AM1AG{GVEX2}                           ,	PROD        ,	2021/11/27 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/11/30 上午 12:00:00,	12,	,	 C E E A A                                                                      ,	A0803CB1313         ,	30,	Y3,	     ,	AS99    ,	1081G750V7               ,	,	,	                                   ,	PXXASQD,	PXXASQD    ,	,	2000,	2021/11/24 下午 05:28:29,	S2784     ,	Y,
	PXXASQD    ,	,	2003,	2021/11/24 下午 05:28:29,	S2784     ,	Y,	2070,	PXXASQD    ,	ChipMOS      ,	FBGA-84UC      ,	084UCAS104               ,	P98A3.01                                          ,	10,	0,	2070,	A2,	N,	TSOP  ,	FQ,	M14D5121632AM1AG{GVEX2}                           ,	MT2021111150             ,	N,	N,	0,	0,	20211124,	172829,	2021/11/24 上午 12:00:00,	AAS084CC2011A       ,	,	      ,	M,	                         ,	          ,	               ,	M14D5121632AM1AG{GVEX2}                           ,	PROD        ,	2021/11/27 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/11/30 上午 12:00:00,	12,	,	 C E E A A                                                                      ,	A0803CB1313         ,	30,	Y3,	     ,	AS99    ,	1081G750V7               ,	,	,	                                   ,	PXXASQD,	PXXASQD    ,	,	2003,	2021/11/24 下午 05:28:29,	S2784     ,	Y,
	PXXASQD    ,	,	2005,	2021/11/24 下午 05:28:29,	S2784     ,	Y,	2070,	PXXASQD    ,	ChipMOS      ,	FBGA-84UC      ,	084UCAS104               ,	P98A3.01                                          ,	10,	0,	2070,	A2,	N,	TSOP  ,	FQ,	M14D5121632AM1AG{GVEX2}                           ,	MT2021111150             ,	N,	N,	0,	0,	20211124,	172829,	2021/11/24 上午 12:00:00,	AAS084CC2011A       ,	,	      ,	M,	                         ,	          ,	               ,	M14D5121632AM1AG{GVEX2}                           ,	PROD        ,	2021/11/27 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/11/30 上午 12:00:00,	12,	,	 C E E A A                                                                      ,	A0803CB1313         ,	30,	Y3,	     ,	AS99    ,	1081G750V7               ,	,	,	                                   ,	PXXASQD,	PXXASQD    ,	,	2005,	2021/11/24 下午 05:28:29,	S2784     ,	Y,
