wrto_route,wrto_oper,wrto_seq_num,wrto_opr_shrt_desc,wrto_prod_unt_1
BGA453,2435,28,P/P,EA
BGA453,2440,29,O/S,EA
BGA453,2450,30,L/S,EA
BGA453,2460,31,F/V,EA
BGA453,2470,32,4IP,EA
BGA453,2480,33,PACK,EA
BGA453,2490,34,SHIP,EA
BGA521,2000,1,IQC,PCS
BGA521,2003,2,TPM,PCS
BGA521,2005,3,TAPING,PCS
BGA521,2010,4,LAPPING,PCS
BGA521,2020,5,A21 QUEUE,PCS
BGA521,2030,6,W/M,PCS
BGA521,2040,7,D/S,PCS
BGA521,2050,8,A31,EA
BGA521,2060,9,2IP,EA
BGA521,2061,10,UV,EA
BGA521,2070,11,D/A,EA
BGA521,2080,12,D/A CURE,EA
BGA521,2150,13,PLASMA,EA
BGA521,2090,14,POST D/A Q,EA
BGA521,2200,15,W/B,EA
BGA521,2210,16,3IP,EA
BGA521,2250,17,PLASMA,EA
BGA521,2230,18,M/D QUEUE,EA
BGA521,2300,19,M/D,EA
BGA521,2320,20,T/M,EA
BGA521,2330,21,PMC,EA
BGA521,2405,22,PLASMA,EA
BGA521,2418,23,WTC,EA
BGA521,2410,24,S/P,EA
BGA521,2430,25,F/S,EA
BGA521,2435,26,P/P,EA
BGA521,2440,27,O/S,EA
BGA521,2450,28,L/S,EA
BGA521,2460,29,F/V,EA
BGA521,2470,30,4IP,EA
BGA521,2480,31,PACK,EA
BGA521,2490,32,SHIP,EA
BGA545,2000,1,IQC,PCS
BGA545,2003,2,TPM,PCS
BGA545,2005,3,TAPING,PCS
BGA545,2010,4,LAPPING,PCS
BGA545,2020,5,A21 QUEUE,PCS
BGA545,2030,6,W/M,PCS
BGA545,2040,7,D/S,PCS
BGA545,2050,8,A31,EA
BGA545,2060,9,2IP,EA
BGA545,2070,10,D/A,EA
BGA545,2080,11,D/A CURE,EA
BGA545,2150,12,PLASMA,EA
BGA545,2090,13,POST D/A Q,EA
BGA545,2200,14,W/B,EA
BGA545,2210,15,3IP,EA
BGA545,2250,16,PLASMA,EA
BGA545,2230,17,M/D QUEUE,EA
BGA545,2300,18,M/D,EA
BGA545,2320,19,T/M,EA
BGA545,6000,20,WTC2,EA
BGA545,2330,21,PMC,EA
BGA545,2430,22,F/S,EA
BGA545,2435,23,P/P,EA
BGA545,2460,24,F/V,EA
BGA545,2470,25,4IP,EA
BGA545,2480,26,PACK,EA
BGA545,2490,27,SHIP,EA
BGA622,2000,1,IQC,PCS
BGA622,2003,2,TPM,PCS
BGA622,2005,3,TAPING,PCS
BGA622,2010,4,LAPPING,PCS
BGA622,2020,5,A21 QUEUE,PCS
BGA622,2030,6,W/M,PCS
BGA622,2040,7,D/S,PCS
BGA622,2050,8,A31,EA
BGA622,2060,9,2IP,EA
BGA622,2061,10,UV,EA
BGA622,2070,11,D/A,EA
BGA622,2080,12,D/A CURE,EA
BGA622,2150,13,PLASMA,EA
BGA622,2090,14,POST D/A Q,EA
BGA622,2200,15,W/B,EA
BGA622,2210,16,3IP,EA
BGA622,2250,17,PLASMA,EA
BGA622,2230,18,M/D QUEUE,EA
BGA622,2300,19,M/D,EA
BGA622,2320,20,T/M,EA
BGA622,6000,21,WTC2,EA
BGA622,2330,22,PMC,EA
BGA622,2405,23,PLASMA,EA
BGA622,2410,24,S/P,EA
BGA622,2430,25,F/S,EA
BGA622,2440,26,O/S,EA
BGA622,2450,27,L/S,EA
BGA622,2460,28,F/V,EA
BGA622,2470,29,4IP,EA
BGA622,2480,30,PACK,EA
BGA622,2490,31,SHIP,EA
BGA626,2000,1,IQC,PCS
BGA626,2003,2,TPM,PCS
BGA626,2005,3,TAPING,PCS
BGA626,2006,4,PLP,PCS
BGA626,2009,5,S/D,PCS
BGA626,2010,6,LAPPING,PCS
BGA626,2030,7,W/M,PCS
BGA626,2033,8,DSP,PCS
BGA626,2050,9,A31,EA
BGA626,2056,10,AOI,EA
BGA626,2059,11,AOIR,EA
BGA626,2060,12,2IP,EA
BGA626,2061,13,UV,EA
BGA626,2070,14,D/A,EA
BGA626,2080,15,D/A CURE,EA
BGA626,2150,16,PLASMA,EA
BGA626,2090,17,POST D/A Q,EA
BGA626,2200,18,W/B,EA
BGA626,2210,19,3IP,EA
BGA626,2250,20,PLASMA,EA
BGA626,2230,21,M/D QUEUE,EA
BGA626,2300,22,M/D,EA
BGA626,2320,23,T/M,EA
BGA626,6000,24,WTC2,EA
BGA626,2330,25,PMC,EA
BGA626,2405,26,PLASMA,EA
BGA626,2410,27,S/P,EA
BGA626,2430,28,F/S,EA
BGA626,2440,29,O/S,EA
BGA626,2450,30,L/S,EA
BGA626,2460,31,F/V,EA
BGA626,2470,32,4IP,EA
BGA626,2480,33,PACK,EA
BGA626,2490,34,SHIP,EA
BGA734,2000,1,IQC,PCS
BGA734,2003,2,TPM,PCS
BGA734,2005,3,TAPING,PCS
BGA734,2010,4,LAPPING,PCS
BGA734,2020,5,A21 QUEUE,PCS
BGA734,2030,6,W/M,PCS
BGA734,2040,7,D/S,PCS
BGA734,2050,8,A31,EA
BGA734,2060,9,2IP,EA
BGA734,2061,10,UV,EA
BGA734,2070,11,D/A,EA
BGA734,2080,12,D/A CURE,EA
BGA734,2150,13,PLASMA,EA
BGA734,2090,14,POST D/A Q,EA
BGA734,2200,15,W/B,EA
BGA734,2205,16,A41,EA
BGA734,2210,17,3IP,EA
BGA734,2250,18,PLASMA,EA
BGA734,2230,19,M/D QUEUE,EA
BGA734,2300,20,M/D,EA
BGA734,2320,21,T/M,EA
BGA734,6000,22,WTC2,EA
BGA734,2330,23,PMC,EA
BGA734,2405,24,PLASMA,EA
BGA734,2410,25,S/P,EA
BGA734,2430,26,F/S,EA
BGA734,2440,27,O/S,EA
BGA734,2450,28,L/S,EA
BGA734,2460,29,F/V,EA
BGA734,2470,30,4IP,EA
BGA734,2480,31,PACK,EA
BGA734,2490,32,SHIP,EA
BGA735,2000,1,IQC,PCS
BGA735,2003,2,TPM,PCS
BGA735,2005,3,TAPING,PCS
BGA735,2010,4,LAPPING,PCS
BGA735,2020,5,A21 QUEUE,PCS
BGA735,2030,6,W/M,PCS
BGA735,2040,7,D/S,PCS
BGA735,2050,8,A31,EA
BGA735,2056,9,AOI,EA
BGA735,2059,10,AOIR,EA
BGA735,2060,11,2IP,EA
BGA735,2061,12,UV,EA
BGA735,2070,13,D/A,EA
BGA735,2080,14,D/A CURE,EA
BGA735,2150,15,PLASMA,EA
BGA735,2090,16,POST D/A Q,EA
BGA735,2200,17,W/B,EA
BGA735,2205,18,A41,EA
BGA735,2210,19,3IP,EA
BGA735,2250,20,PLASMA,EA
BGA735,2230,21,M/D QUEUE,EA
BGA735,2300,22,M/D,EA
BGA735,2320,23,T/M,EA
BGA735,6000,24,WTC2,EA
BGA735,2330,25,PMC,EA
BGA735,2405,26,PLASMA,EA
BGA735,2410,27,S/P,EA
BGA735,2430,28,F/S,EA
BGA735,2440,29,O/S,EA
BGA735,2450,30,L/S,EA
BGA735,2460,31,F/V,EA
BGA735,2470,32,4IP,EA
BGA735,2480,33,PACK,EA
BGA735,2490,34,SHIP,EA
BGA739,2000,1,IQC,PCS
BGA739,2003,2,TPM,PCS
BGA739,2005,3,TAPING,PCS
BGA739,2010,4,LAPPING,PCS
BGA739,2020,5,A21 QUEUE,PCS
BGA739,2030,6,W/M,PCS
BGA739,2040,7,D/S,PCS
BGA739,2050,8,A31,EA
BGA739,2060,9,2IP,EA
BGA739,2061,10,UV,EA
BGA739,2070,11,D/A,EA
BGA739,2080,12,D/A CURE,EA
BGA739,2150,13,PLASMA,EA
BGA739,2090,14,POST D/A Q,EA
BGA739,2200,15,W/B,EA
BGA739,2210,16,3IP,EA
BGA739,2250,17,PLASMA,EA
BGA739,2230,18,M/D QUEUE,EA
BGA739,2300,19,M/D,EA
BGA739,2320,20,T/M,EA
BGA739,6000,21,WTC2,EA
BGA739,2330,22,PMC,EA
BGA739,2405,23,PLASMA,EA
BGA739,2418,24,WTC,EA
BGA739,2410,25,S/P,EA
BGA739,2430,26,F/S,EA
BGA739,2435,27,P/P,EA
BGA739,2440,28,O/S,EA
BGA739,2450,29,L/S,EA
BGA739,2460,30,F/V,EA
BGA739,2470,31,4IP,EA
BGA739,2480,32,PACK,EA
BGA739,2490,33,SHIP,EA
BGA742,2000,1,IQC,PCS
BGA742,2003,2,TPM,PCS
BGA742,2005,3,TAPING,PCS
BGA742,2010,4,LAPPING,PCS
BGA742,2020,5,A21 QUEUE,PCS
BGA742,2030,6,W/M,PCS
BGA742,2040,7,D/S,PCS
BGA742,2050,8,A31,EA
BGA742,2060,9,2IP,EA
BGA742,2061,10,UV,EA
BGA742,2070,11,D/A,EA
BGA742,2080,12,D/A CURE,EA
BGA742,2150,13,PLASMA,EA
BGA742,2090,14,POST D/A Q,EA
BGA742,2200,15,W/B,EA
BGA742,2205,16,A41,EA
BGA742,2210,17,3IP,EA
BGA742,2250,18,PLASMA,EA
BGA742,2230,19,M/D QUEUE,EA
BGA742,2300,20,M/D,EA
BGA742,2320,21,T/M,EA
BGA742,6000,22,WTC2,EA
BGA742,2330,23,PMC,EA
BGA742,2405,24,PLASMA,EA
BGA742,2410,25,S/P,EA
BGA742,2430,26,F/S,EA
BGA742,2435,27,P/P,EA
BGA742,2440,28,O/S,EA
BGA742,2450,29,L/S,EA
BGA742,2460,30,F/V,EA
BGA742,2470,31,4IP,EA
BGA742,2480,32,PACK,EA
BGA742,2490,33,SHIP,EA
BGADAE01,5030,1,SLM,EA
BGADAE01,5070,2,PSC,EA
BGADAF01,5030,1,SLM,EA
BGADAF01,5070,2,PSC,EA
BGADAF01,2064,3,PLASMA,EA
BGAPRT01,5030,1,SLM,EA
BGAPRT01,5050,2,PRT,EA
BGAPRT01,5060,3,PRTC,EA
BGAPRT01,5065,4,QRM,EA
BGAPRT02,5030,1,SLM,EA
BGAPRT02,5040,2,SC,EA
BGAPRT02,5050,3,PRT,EA
BGAPRT02,5060,4,PRTC,EA
BGAPRT02,5065,5,QRM,EA
BGASMT01,5070,1,PSC,EA
BGASMT01,2064,2,PLASMA,EA
CON127,2000,1,IQC,PCS
CON127,2003,2,TPM,PCS
CON127,2005,3,TAPING,PCS
CON127,2010,4,LAPPING,PCS
CON127,2020,5,A21 QUEUE,PCS
CON127,2030,6,W/M,PCS
CON127,2040,7,D/S,PCS
CON127,2050,8,A31,EA
CON127,2060,9,2IP,EA
CON127,2070,10,D/A,EA
CON127,2080,11,D/A CURE,EA
CON127,2150,12,PLASMA,EA
CON127,2090,13,POST D/A Q,EA
CON127,2200,14,W/B,EA
CON127,2210,15,3IP,EA
CON127,2230,16,M/D QUEUE,EA
CON127,2250,17,PLASMA,EA
CON127,2300,18,M/D,EA
CON127,2320,19,T/M,EA
CON127,2330,20,PMC,EA
CON127,2400,21,D/T,EA
CON127,2410,22,S/P,EA
CON127,2420,23,SP-I,EA
CON127,2425,24,INK CURE,EA
CON127,2430,25,F/S,EA
CON127,2440,26,O/S,EA
CON127,2450,27,L/S,EA
CON127,2460,28,F/V,EA
CON127,2470,29,4IP,EA
CON127,2480,30,PACK,EA
CON127,2490,31,SHIP,EA
CON132,2000,1,IQC,PCS
CON132,2003,2,TPM,PCS
CON132,2005,3,TAPING,PCS
CON132,2010,4,LAPPING,PCS
CON132,2020,5,A21 QUEUE,PCS
CON132,2030,6,W/M,PCS
CON132,2040,7,D/S,PCS
CON132,2050,8,A31,EA
CON132,2060,9,2IP,EA
CON132,2070,10,D/A,EA
CON132,2080,11,D/A CURE,EA
CON132,2150,12,PLASMA,EA
CON132,2090,13,POST D/A Q,EA
CON132,2200,14,W/B,EA
CON132,2205,15,A41,EA
CON132,2210,16,3IP,EA
CON132,2230,17,M/D QUEUE,EA
CON132,2250,18,PLASMA,EA
CON132,2300,19,M/D,EA
CON132,2330,20,PMC,EA
CON132,2403,21,C/D,EA
CON132,2410,22,S/P,EA
CON132,2420,23,SP-I,EA
CON132,2425,24,INK CURE,EA
CON132,2320,25,T/M,EA
CON132,2430,26,F/S,EA
CON132,3710,27,DFT,EA
CON132,2470,28,4IP,EA
CON132,2480,29,PACK,EA
CON132,2490,30,SHIP,EA
CON133,2000,1,IQC,PCS
CON133,2003,2,TPM,PCS
CON133,2005,3,TAPING,PCS
CON133,2010,4,LAPPING,PCS
CON133,2020,5,A21 QUEUE,PCS
CON133,2030,6,W/M,PCS
CON133,2040,7,D/S,PCS
CON133,2050,8,A31,EA
CON133,2056,9,AOI,EA
CON133,2059,10,AOIR,EA
CON133,2060,11,2IP,EA
CON133,2070,12,D/A,EA
CON133,2080,13,D/A CURE,EA
CON133,2150,14,PLASMA,EA
CON133,2090,15,POST D/A Q,EA
CON133,2200,16,W/B,EA
CON133,2205,17,A41,EA
CON133,2210,18,3IP,EA
CON133,2230,19,M/D QUEUE,EA
CON133,2250,20,PLASMA,EA
CON133,2300,21,M/D,EA
CON133,2330,22,PMC,EA
CON133,2403,23,C/D,EA
CON133,2410,24,S/P,EA
CON133,2420,25,SP-I,EA
CON133,2425,26,INK CURE,EA
CON133,2320,27,T/M,EA
CON133,2430,28,F/S,EA
CON133,2460,29,F/V,EA
CON133,2470,30,4IP,EA
CON133,2480,31,PACK,EA
CON133,2490,32,SHIP,EA
CON134,2000,1,IQC,PCS
CON134,2003,2,TPM,PCS
CON134,2005,3,TAPING,PCS
CON134,2010,4,LAPPING,PCS
CON134,2020,5,A21 QUEUE,PCS
CON134,2030,6,W/M,PCS
CON134,2040,7,D/S,PCS
CON134,2050,8,A31,EA
CON134,2056,9,AOI,EA
CON134,2059,10,AOIR,EA
CON134,2060,11,2IP,EA
CON134,2070,12,D/A,EA
CON134,2080,13,D/A CURE,EA
CON134,2150,14,PLASMA,EA
CON134,2090,15,POST D/A Q,EA
CON134,2200,16,W/B,EA
CON134,2205,17,A41,EA
CON134,2210,18,3IP,EA
CON134,2230,19,M/D QUEUE,EA
CON134,2250,20,PLASMA,EA
CON134,2300,21,M/D,EA
CON134,2330,22,PMC,EA
CON134,2403,23,C/D,EA
CON134,2410,24,S/P,EA
CON134,2420,25,SP-I,EA
CON134,2425,26,INK CURE,EA
CON134,2320,27,T/M,EA
CON134,2430,28,F/S,EA
CON134,3710,29,DFT,EA
CON134,2470,30,4IP,EA
CON134,2480,31,PACK,EA
CON134,2490,32,SHIP,EA
CON157,2000,1,IQC,PCS
CON157,2003,2,TPM,PCS
CON157,2005,3,TAPING,PCS
CON157,2010,4,LAPPING,PCS
CON157,2020,5,A21 QUEUE,PCS
CON157,2030,6,W/M,PCS
CON157,2040,7,D/S,PCS
CON157,2050,8,A31,EA
CON157,2060,9,2IP,EA
CON157,2070,10,D/A,EA
CON157,2080,11,D/A CURE,EA
CON157,2150,12,PLASMA,EA
CON157,2090,13,POST D/A Q,EA
CON157,2200,14,W/B,EA
CON157,2210,15,3IP,EA
CON157,2230,16,M/D QUEUE,EA
CON157,2300,17,M/D,EA
CON157,2310,18,B/M,EA
CON157,2320,19,T/M,EA
CON157,2330,20,PMC,EA
CON157,2415,21,IR,EA
CON157,2400,22,D/T,EA
CON157,2410,23,S/P,EA
CON157,2420,24,SP-I,EA
CON157,2425,25,INK CURE,EA
CON157,2430,26,F/S,EA
CON157,2440,27,O/S,EA
CON157,2450,28,L/S,EA
CON157,2460,29,F/V,EA
CON157,2470,30,4IP,EA
CON157,2480,31,PACK,EA
CON157,2490,32,SHIP,EA
CON194,2000,1,IQC,PCS
CON194,2003,2,TPM,PCS
CON194,2005,3,TAPING,PCS
CON194,2010,4,LAPPING,PCS
CON194,2020,5,A21 QUEUE,PCS
CON194,2030,6,W/M,PCS
CON194,2040,7,D/S,PCS
CON194,2050,8,A31,EA
CON194,2060,9,2IP,EA
CON194,2070,10,D/A,EA
CON194,2080,11,D/A CURE,EA
CON194,2150,12,PLASMA,EA
CON194,2090,13,POST D/A Q,EA
CON194,2200,14,W/B,EA
CON194,2210,15,3IP,EA
CON194,2230,16,M/D QUEUE,EA
CON194,2300,17,M/D,EA
CON194,2320,18,T/M,EA
CON194,2330,19,PMC,EA
CON194,2430,20,F/S,EA
CON194,2460,21,F/V,EA
CON194,2470,22,4IP,EA
CON194,2480,23,PACK,EA
CON194,2490,24,SHIP,EA
CON20,2000,1,IQC,PCS
CON20,2003,2,TPM,PCS
CON20,2005,3,TAPING,PCS
CON20,2010,4,LAPPING,PCS
CON20,2020,5,A21 QUEUE,PCS
CON20,2030,6,W/M,PCS
CON20,2040,7,D/S,PCS
CON20,2050,8,A31,EA
CON20,2060,9,2IP,EA
CON20,2070,10,D/A,EA
CON20,2080,11,D/A CURE,EA
CON20,2150,12,PLASMA,EA
CON20,2090,13,POST D/A Q,EA
CON20,2200,14,W/B,EA
CON20,2210,15,3IP,EA
CON20,2230,16,M/D QUEUE,EA
CON20,2300,17,M/D,EA
CON20,2320,18,T/M,EA
CON20,2330,19,PMC,EA
CON20,2400,20,D/T,EA
CON20,2410,21,S/P,EA
CON20,2420,22,SP-I,EA
CON20,2430,23,F/S,EA
CON20,2440,24,O/S,EA
CON20,2450,25,L/S,EA
CON20,2460,26,F/V,EA
CON20,2470,27,4IP,EA
CON20,2480,28,PACK,EA
CON20,2490,29,SHIP,EA
CON225,2000,1,IQC,PCS
CON225,2003,2,TPM,PCS
CON225,2005,3,TAPING,PCS
CON225,2010,4,LAPPING,PCS
CON225,2020,5,A21 QUEUE,PCS
CON225,2030,6,W/M,PCS
CON225,2040,7,D/S,PCS
CON225,2050,8,A31,EA
CON225,2060,9,2IP,EA
CON225,2061,10,UV,EA
CON225,2070,11,D/A,EA
CON225,2080,12,D/A CURE,EA
CON225,2150,13,PLASMA,EA
CON225,2090,14,POST D/A Q,EA
CON225,2200,15,W/B,EA
CON225,2210,16,3IP,EA
CON225,2230,17,M/D QUEUE,EA
CON225,2300,18,M/D,EA
CON225,2330,19,PMC,EA
CON225,2400,20,D/T,EA
CON225,2410,21,S/P,EA
CON225,2420,22,SP-I,EA
CON225,2430,23,F/S,EA
CON225,2440,24,O/S,EA
CON225,2450,25,L/S,EA
CON225,2460,26,F/V,EA
CON225,2470,27,4IP,EA
CON225,2480,28,PACK,EA
CON225,2490,29,SHIP,EA
CON248,2000,1,IQC,PCS
CON248,2003,2,TPM,PCS
CON248,2005,3,TAPING,PCS
CON248,2010,4,LAPPING,PCS
CON248,2020,5,A21 QUEUE,PCS
CON248,2030,6,W/M,PCS
CON248,2040,7,D/S,PCS
CON248,2050,8,A31,EA
CON248,2060,9,2IP,EA
CON248,2061,10,UV,EA
CON248,2070,11,D/A,EA
CON248,2080,12,D/A CURE,EA
CON248,2150,13,PLASMA,EA
CON248,2090,14,POST D/A Q,EA
CON248,2200,15,W/B,EA
CON248,2210,16,3IP,EA
CON248,2230,17,M/D QUEUE,EA
CON248,2300,18,M/D,EA
CON248,2310,19,B/M,EA
CON248,2330,20,PMC,EA
CON248,2400,21,D/T,EA
CON248,2410,22,S/P,EA
CON248,2420,23,SP-I,EA
CON248,2425,24,INK CURE,EA
CON248,2430,25,F/S,EA
CON248,2440,26,O/S,EA
CON248,2450,27,L/S,EA
CON248,2460,28,F/V,EA
CON248,2470,29,4IP,EA
CON248,2480,30,PACK,EA
CON248,2490,31,SHIP,EA
CON257,2000,1,IQC,PCS
CON257,2003,2,TPM,PCS
CON257,2005,3,TAPING,PCS
CON257,2010,4,LAPPING,PCS
CON257,2020,5,A21 QUEUE,PCS
CON257,2030,6,W/M,PCS
CON257,2040,7,D/S,PCS
CON257,2050,8,A31,EA
CON257,2060,9,2IP,EA
CON257,2061,10,UV,EA
CON257,2070,11,D/A,EA
CON257,2080,12,D/A CURE,EA
CON257,2150,13,PLASMA,EA
CON257,2090,14,POST D/A Q,EA
CON257,2200,15,W/B,EA
CON257,2210,16,3IP,EA
CON257,2230,17,M/D QUEUE,EA
CON257,2300,18,M/D,EA
CON257,2310,19,B/M,EA
CON257,2320,20,T/M,EA
CON257,2330,21,PMC,EA
CON257,2400,22,D/T,EA
CON257,2410,23,S/P,EA
CON257,2420,24,SP-I,EA
CON257,2425,25,INK CURE,EA
CON257,2430,26,F/S,EA
CON257,2440,27,O/S,EA
CON257,2450,28,L/S,EA
CON257,2460,29,F/V,EA
CON257,2470,30,4IP,EA
CON257,2480,31,PACK,EA
CON257,2490,32,SHIP,EA
CON294,2000,1,IQC,PCS
CON294,2003,2,TPM,PCS
CON294,2005,3,TAPING,PCS
CON294,2010,4,LAPPING,PCS
CON294,2020,5,A21 QUEUE,PCS
CON294,2030,6,W/M,PCS
CON294,2040,7,D/S,PCS
CON294,2050,8,A31,EA
CON294,2060,9,2IP,EA
CON294,2061,10,UV,EA
CON294,2070,11,D/A,EA
CON294,2080,12,D/A CURE,EA
CON294,2150,13,PLASMA,EA
CON294,2090,14,POST D/A Q,EA
CON294,2200,15,W/B,EA
CON294,2210,16,3IP,EA
CON294,2230,17,M/D QUEUE,EA
CON294,2300,18,M/D,EA
CON294,2320,19,T/M,EA
CON294,2330,20,PMC,EA
CON294,2430,21,F/S,EA
CON294,2460,22,F/V,EA
CON294,2470,23,4IP,EA
CON294,2480,24,PACK,EA
CON294,2490,25,SHIP,EA
CON323,2000,1,IQC,PCS
CON323,2003,2,TPM,PCS
CON323,2005,3,TAPING,PCS
CON323,2010,4,LAPPING,PCS
CON323,2020,5,A21 QUEUE,PCS
CON323,2030,6,W/M,PCS
CON323,2040,7,D/S,PCS
CON323,2050,8,A31,EA
CON323,2060,9,2IP,EA
CON323,2070,10,D/A,EA
CON323,2080,11,D/A CURE,EA
CON323,2150,12,PLASMA,EA
CON323,2090,13,POST D/A Q,EA
CON323,2200,14,W/B,EA
CON323,2210,15,3IP,EA
CON323,2230,16,M/D QUEUE,EA
CON323,2300,17,M/D,EA
CON323,2320,18,T/M,EA
CON323,2330,19,PMC,EA
CON323,2400,20,D/T,EA
CON323,2410,21,S/P,EA
CON323,2420,22,SP-I,EA
CON323,2425,23,INK CURE,EA
CON323,2430,24,F/S,EA
CON323,2440,25,O/S,EA
CON323,2450,26,L/S,EA
CON323,2460,27,F/V,EA
CON323,2470,28,4IP,EA
CON323,2480,29,PACK,EA
CON323,2490,30,SHIP,EA
CON348,2000,1,IQC,PCS
CON348,2003,2,TPM,PCS
CON348,2005,3,TAPING,PCS
CON348,2010,4,LAPPING,PCS
CON348,2020,5,A21 QUEUE,PCS
CON348,2030,6,W/M,PCS
CON348,2040,7,D/S,PCS
CON348,2050,8,A31,EA
CON348,2060,9,2IP,EA
CON348,2061,10,UV,EA
CON348,2070,11,D/A,EA
CON348,2080,12,D/A CURE,EA
CON348,2150,13,PLASMA,EA
CON348,2090,14,POST D/A Q,EA
CON348,2200,15,W/B,EA
CON348,2210,16,3IP,EA
CON348,2230,17,M/D QUEUE,EA
CON348,2300,18,M/D,EA
CON348,2330,19,PMC,EA
CON348,2400,20,D/T,EA
CON348,2408,21,S/P(SUB),EA
CON348,2410,22,S/P,EA
CON348,2420,23,SP-I,EA
CON348,2425,24,INK CURE,EA
CON348,2310,25,B/M,EA
CON348,2430,26,F/S,EA
CON348,2440,27,O/S,EA
CON348,2450,28,L/S,EA
CON348,2460,29,F/V,EA
CON348,2470,30,4IP,EA
CON348,2480,31,PACK,EA
CON348,2490,32,SHIP,EA
CON393,2000,1,IQC,PCS
CON393,2003,2,TPM,PCS
CON393,2005,3,TAPING,PCS
CON393,2010,4,LAPPING,PCS
CON393,2020,5,A21 QUEUE,PCS
CON393,2030,6,W/M,PCS
CON393,2040,7,D/S,PCS
CON393,2050,8,A31,EA
CON393,2060,9,2IP,EA
CON393,2061,10,UV,EA
CON393,2070,11,D/A,EA
CON393,2080,12,D/A CURE,EA
CON393,2150,13,PLASMA,EA
CON393,2090,14,POST D/A Q,EA
CON393,2200,15,W/B,EA
CON393,2210,16,3IP,EA
CON393,2230,17,M/D QUEUE,EA
CON393,2300,18,M/D,EA
CON393,2320,19,T/M,EA
CON393,2330,20,PMC,EA
CON393,2430,21,F/S,EA
CON393,2450,22,L/S,EA
CON393,2460,23,F/V,EA
CON393,2470,24,4IP,EA
CON393,2480,25,PACK,EA
CON393,2490,26,SHIP,EA
CON420,2000,1,IQC,PCS
CON420,2003,2,TPM,PCS
CON420,2005,3,TAPING,PCS
CON420,2010,4,LAPPING,PCS
CON420,2020,5,A21 QUEUE,PCS
CON420,2030,6,W/M,PCS
CON420,2040,7,D/S,PCS
CON420,2050,8,A31,EA
CON420,2060,9,2IP,EA
CON420,2070,10,D/A,EA
CON420,2080,11,D/A CURE,EA
CON420,2150,12,PLASMA,EA
CON420,2090,13,POST D/A Q,EA
CON420,2200,14,W/B,EA
CON420,2210,15,3IP,EA
CON420,2230,16,M/D QUEUE,EA
CON420,2300,17,M/D,EA
CON420,2330,18,PMC,EA
CON420,2400,19,D/T,EA
CON420,2410,20,S/P,EA
CON420,2420,21,SP-I,EA
CON420,2320,22,T/M,EA
CON420,2430,23,F/S,EA
CON420,2440,24,O/S,EA
CON420,2450,25,L/S,EA
CON420,2460,26,F/V,EA
CON420,2470,27,4IP,EA
CON420,2480,28,PACK,EA
CON420,2490,29,SHIP,EA
CON47,2000,1,IQC,PCS
CON47,2003,2,TPM,PCS
CON47,2005,3,TAPING,PCS
CON47,2010,4,LAPPING,PCS
CON47,2020,5,A21 QUEUE,PCS
CON47,2030,6,W/M,PCS
CON47,2040,7,D/S,PCS
CON47,2050,8,A31,EA
CON47,2060,9,2IP,EA
CON47,2070,10,D/A,EA
CON47,2080,11,D/A CURE,EA
CON47,2150,12,PLASMA,EA
CON47,2090,13,POST D/A Q,EA
CON47,2200,14,W/B,EA
CON47,2210,15,3IP,EA
CON47,2230,16,M/D QUEUE,EA
CON47,2300,17,M/D,EA
CON47,2320,18,T/M,EA
CON47,2330,19,PMC,EA
CON47,2400,20,D/T,EA
CON47,2410,21,S/P,EA
CON47,2420,22,SP-I,EA
CON47,2425,23,INK CURE,EA
CON47,2430,24,F/S,EA
CON47,2440,25,O/S,EA
CON47,2450,26,L/S,EA
CON47,2460,27,F/V,EA
CON47,2470,28,4IP,EA
CON47,2480,29,PACK,EA
CON47,2490,30,SHIP,EA
CON57,2000,1,IQC,PCS
CON57,2003,2,TPM,PCS
CON57,2005,3,TAPING,PCS
CON57,2010,4,LAPPING,PCS
CON57,2020,5,A21 QUEUE,PCS
CON57,2030,6,W/M,PCS
CON57,2040,7,D/S,PCS
CON57,2050,8,A31,EA
CON57,2060,9,2IP,EA
CON57,2070,10,D/A,EA
CON57,2080,11,D/A CURE,EA
CON57,2150,12,PLASMA,EA
CON57,2090,13,POST D/A Q,EA
CON57,2200,14,W/B,EA
CON57,2210,15,3IP,EA
CON57,2230,16,M/D QUEUE,EA
CON57,2300,17,M/D,EA
CON57,2310,18,B/M,EA
CON57,2320,19,T/M,EA
CON57,2330,20,PMC,EA
CON57,2400,21,D/T,EA
CON57,2410,22,S/P,EA
CON57,2420,23,SP-I,EA
CON57,2425,24,INK CURE,EA
CON57,2430,25,F/S,EA
CON57,2440,26,O/S,EA
CON57,2450,27,L/S,EA
CON57,2460,28,F/V,EA
CON57,2470,29,4IP,EA
CON57,2480,30,PACK,EA
CON57,2490,31,SHIP,EA
CON573,2000,1,IQC,PCS
CON573,2003,2,TPM,PCS
CON573,2005,3,TAPING,PCS
CON573,2010,4,LAPPING,PCS
CON573,2020,5,A21 QUEUE,PCS
CON573,2030,6,W/M,PCS
CON573,2040,7,D/S,PCS
CON573,2050,8,A31,EA
CON573,2060,9,2IP,EA
CON573,2070,10,D/A,EA
CON573,2150,11,PLASMA,EA
CON573,2090,12,POST D/A Q,EA
CON573,2200,13,W/B,EA
CON573,2210,14,3IP,EA
CON573,2230,15,M/D QUEUE,EA
CON573,2300,16,M/D,EA
