ENTITY,SUM,MODEL,STATUS,LOT#,Pre-Lot,OPER,PRODUCT,PACKAGE ID,BOND ID,WIP,IC Q'ty,IN TIME,OUTPLAN,CUST,PIN_PKG,CLOT,JCODE,UPH,LAMILATION,REMARK1,AREA,PM,SETTING OPER,Lot Part Id,Lot Urgent Code,Last Wip Lot,Last Pin Package,Last Cust,Last bd id,Last Part ID,Unnamed: 31,G.UPH,N.UPH,wip_outplan_time
BB221,0,UTC3000,RUNNING,R07BUBW03,,2200,096EABU001,IS46TR16512B-125KBLA1-AS,ABU096EA1001A,2640,11420,22-02-16 23:11,22-02-17 10:03,ICSI,FBGA-96LEA,MRE519000Y1,,242.8889,,3000M,TA-A20,,2200,1091A07C21,,R07BUBU01,FBGA-96LEA,ICSI,ABU096EA1001A,1091A07C21,,242.8889,215.7461,22-02-17 10:03
BB222,0,UTC3000,RUNNING,R03NVBK08,,3400,345XTNV080,SC7800490U-00000-00006{SS,ANV345XTG002A,674,10897,22-02-17 02:25,22-02-17 12:11,PHISON,STBGA345NBC,00R03NVBK,,69.0372,,3000M,TA-A20,,3400,1091A07C41,4P,R07AWB522,TSOP1-48/48M,MXIC,AAW048TP1024D,1091A08T41,,69.5439,61.7724,22-02-17 12:11
BB223,0,UTC3000,RUNNING,R08MSK603,,2200,096ECMS010,V00H TW1 X16 9FA552,AMS096EC3001B,5600,39402,22-02-17 07:26,22-02-18 03:54,MTI,FBGA-96UEC,593068K.00K,,273.6119,,3000M,TA-A20,,2200,1091A06T21,,R08MSKB04,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,273.6119,243.0358,22-02-18 03:54
BB224,0,UTC3000,RUNNING,R07VGAH01,,3200,024XJVG009,IS25WP512M-RHLE{U},ABU024XJ6003A,12200,25951,22-02-16 21:40,22-02-17 23:43,ISSI-VG,STBGA24J4U,PPJ125Y1,,468.3807,,3000M,TA-A20,02/17/2022 MP,3200,,,R07AWB514,TSOP1-48/48M,MXIC,AAW048TP1024D,1091A08T41,,498.1971,442.5236,22-02-17 23:43
BB225,0,UTC3000,RUNNING,R08MSK806,,2200,096ECMS010,V00H TW1 X16 9FA552,AMS096EC3001B,5526,37868,22-02-17 02:55,22-02-17 23:07,MTI,FBGA-96UEC,594111K.00K,,273.6119,,3000M,TA-A12,02/18/2022 MP,2200,,,R08MSKL04,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,273.6119,243.0358,22-02-17 23:07
BB226,0,UTC3000,RUNNING,R07CDAE07,,2200,054TNCD026,EDEF10FTS0J0-NL-6G-DP-000,ACD054TN1002B,2880,38414,22-02-17 06:44,22-02-17 19:25,ETRON,TSOP2-54ME,BTH358.22.1,,226.9653,,3000M,TA-A20,02/19/2022 MP,2200,,,R07CDAG09,TSOP2-54ME,ETRON,ACD054TN1002B,1091A07T21,,226.9653,201.6019,22-02-17 19:25
BB227,0,UTC3000,IDLE,,,,,,ANV345XTG001A,,,22-02-17 05:53,,,,,,,,3000M,TA-A20,02/20/2022 MP,3400,,,R03NVBN06,STBGA345NBC,PHISON,ANV345XTG001A,1091A07C41,,73.5056,65.2914,
BB228,0,UTC3000,RUNNING,R07CDAE04,,2200,054TNCD026,EDEF10FTS0J0-NL-6G-DP-000,ACD054TN1002B,2880,38414,22-02-17 04:05,22-02-17 16:47,ETRON,TSOP2-54ME,BTH358.22.1,,226.9653,,3000M,TA-A20,02/21/2022 MP,2200,,,R07CDA511,TSOP2-54ME,ETRON,ACD054TN1002B,1091A07T21,,226.9653,201.6019,22-02-17 16:47
BB229,0,UTC3000,RUNNING,R07VGAH03,,3200,024XJVG009,IS25WP512M-RHLE{U},ABU024XJ6003A,1551,25951,22-02-17 05:13,22-02-17 08:36,ISSI-VG,STBGA24J4U,PPJ125Y1,,468.3807,,3000M,TA-A20,02/22/2022 MP,3200,,,R07VGAX02,STBGA24J4U,ISSI-VG,ABU024XJ6003A,1091A07T41,,498.1971,442.5236,22-02-17 08:36
BB230,0,UTC3000,RUNNING,R03NVBK07,,3400,345XTNV080,SC7800490U-00000-00006{SS,ANV345XTG002A,700,10897,22-02-17 07:52,22-02-17 18:01,PHISON,STBGA345NBC,00R03NVBK,,69.0372,,3000M,TA-A21,02/23/2022 MP,3400,1091A07C41,4P,R03NVBK01,STBGA345NBC,PHISON,ANV345XTG002A,1091A07C41,,69.5439,61.7724,22-02-17 18:01
BB231,0,UTC3000,RUNNING,R08MSKL06,,2200,096ECMS010,V00H TW1 X16 9FA552,AMS096EC3001B,5600,36768,22-02-16 11:04,22-02-17 07:32,MTI,FBGA-96UEC,237063B.00L,,273.6119,,3000M,TA-A21,02/24/2022 MP,2200,1091A06T21,,R08MSKJ04,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,,273.6119,243.0358,22-02-17 07:32
BB232,0,UTC3000,IDLE,,,,,,ANV345XTB029A,,,22-02-16 22:37,,,,,,,,3000M,TA-A21,02/25/2022 MP,2200,,,R04NVCJ03,STBGA345SBC,PHISON,ANV345XTB029A,1091A07C41,,56.1484,49.8738,
BB233,0,UTC3000,IDLE,,,,,,AAW048TP1041B,,,22-02-17 03:57,,,,,,,,3000M,TA-A21,02/26/2022 MP,2200,,,R07AWDG05,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,,77.5263,68.8628,
BB234,0,UTC3000,RUNNING,R07AWDG41,,2200,048TPAW086,5468ANB-48TG000,AAW048TP1041B,720,34039,22-02-17 07:08,22-02-17 16:25,MXIC,TSOP1-48/M2,T1220156,,77.5263,,3000M,TA-A21,02/27/2022 MP,2200,1091A08T41,,R07AWDG03,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,,77.5263,68.8628,22-02-17 16:25
BB235,0,UTC3000,RUNNING,R07VGAH02,,3200,024XJVG009,IS25WP512M-RHLE{U},ABU024XJ6003A,12200,25951,22-02-17 04:49,22-02-18 06:52,ISSI-VG,STBGA24J4U,PPJ125Y1,,468.3807,,3000M,TA-A21,02/28/2022 MP,3200,,,R07AWAL05,STBGA24A4L,MXIC,AAW024XJ6010B,1091A07T41,,498.1971,442.5236,22-02-18 06:52
BB441,0,UTC1000S,RUNNING,R07AWD201,,2200,024MAAW059,6738V-24XD05SYE9PH{A},AAW024MA6031B,8480,59017,22-02-17 07:38,22-02-17 23:24,MXIC,MINIBGA24A4L,8J701000A1,,537.5419,,3000M,TA-A3,,2200,1091A07T41,,R07BUA408,TSOP2-86E,ICSI,ABU086TA1007A,1091A09C21,,537.5419,477.4716,22-02-17 23:24
BB442,0,UTC1000S,RUNNING,R05ULA117,,2200,086TAUL006,KS-SCB33S512320AE,AUL086TA1003A,1600,34584,22-02-16 19:12,22-02-17 07:25,SCS,TSOP2-86E,BTG998T20,,130.9061,,3000M,TA-A3,,2200,1091A07C41,,R05ULA111,TSOP2-86E,SCS,AUL086TA1003A,1091A07C41,,130.9061,116.2774,22-02-17 07:25
BB443,0,UTC1000S,IN-REPAIR,,,,,,AAB178NN2001A,,,22-02-17 07:57,,,,,FE,,,2000M,TA-A3,,2200,,,R07ABLG04,VFBGA178JEU,WINBOND,AAB178NN2001A,1091A07T21,,132.725,117.893,
BB444,0,UTC1000S,RUNNING,R08ABAF01,,2200,060NRAB016,UAA074731/DB/W94AD6KBHX5J,AAB060NR1007A,3233,3233,22-02-17 07:41,22-02-17 15:58,WINBOND,VFBGA60B4L,6145AA00001,,391.9123,,3000M,TA-A3,,2200,1091A07T21,,R07AWC805,STBGA52D4L,MXIC,AAW052XY1002A,1091A07T41,,391.9123,348.1161,22-02-17 15:58
BB445,0,UTC1000S,SETUP,,,,,,AAB048TW2002A,,,22-02-17 07:52,22-02-17 09:16,,,,MC,,,3000M,TA-A3,,2200,,,R07NVFE48,STBGA132G4VT,PHISON,ANV132X2C047A,1091A07C41,,557.3954,495.1064,
BB446,0,UTC1000S,RUNNING,R07AWCY03,,2200,024MAAW045,6732O-24XD08RTI399{A},AAW024MA6022C,5493,22272,22-02-17 03:15,22-02-17 11:49,MXIC,MINIBGA24A4L,8J892900A2,,643.1842,,3000M,TA-A3,,2200,1091A07T41,,R07AWCY02,MINIBGA24A4L,MXIC,AAW024MA6022C,1091A07T41,,643.1842,571.3083,22-02-17 11:49
BB447,0,UTC1000S,RUNNING,R07CDAI03,,2200,084UCCD006,EDCA17FWQCF0-NC-25H-DP-E1,ACD084CC2002A,3792,14993,22-02-17 01:51,22-02-17 13:27,ETRON,FBGA-84UC(2),BTG941.18.1,,327.6504,,3000M,TA-A3,,2200,,,R07CDAH03,FBGA-84UC(2),ETRON,ACD084CC2002A,1091A07T41,,327.6504,291.0354,22-02-17 13:27
BB448,0,UTC1000S,RUNNING,R07MSI903,,2200,096EFMS006,Z32D1KD16CMS3713{ZDT-S},AMS096EF2001A,4814,19670,22-02-16 04:26,22-02-17 06:21,MTI,FBGA-96UEF,540648L.00L,,185.8141,,1000M,TA-A3,,2200,,,R07MSHY05,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,,185.8141,165.0494,22-02-17 06:21
BB449,0,UTC1000S,RUNNING,R07ABKZ02,,2200,066TNAB031,UAA079/DI/W9412G6KH-5{BM},AAB066TN1003A,2880,43022,22-02-16 14:40,22-02-17 00:29,WINBOND,TSOP2-66ME,61362A100ZX,,293.3637,,3000M,TA-A3,,2200,1091A07T21,,R07MSFY02,TSOP1-48AM,MTI,AMS048TW1058A,1091A07T41,,293.3637,260.5803,22-02-17 00:29
BB450,0,UTC1000S,WAIT-REPAIR,R07ABFT12,,2200,054TNAB041,UAA084/LS/W9825G6KH-6,AAB054TN1005A,2880,77378,22-02-17 07:49,22-02-17 00:16:10,WINBOND,TSOP2-54ME,61296A700,E11,279.6886,,3000M,TA-A3,,2200,1091A07T21,,R07ABFP01,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,22-02-17 00:16
BB451,0,UTC1000S,RUNNING,R08ABB201,,2200,096ELAB016,GAA098/LN/W632GU6NB-09{N},AAB096EL1003A,5960,11701,22-02-16 23:45,22-02-18 00:16,WINBOND,FBGA96UEL(2),61435X50003,,243.0216,,3000M,TA-A3,,2200,,,R07ABGB01,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,,243.0216,215.8639,22-02-18 00:16
BB452,0,UTC1000S,RUNNING,R07ABHJ03,,2200,054TNAB029,UAA079/DI/W9812G6KH-6I{BM,AAB054TN1004A,2880,42867,22-02-16 23:12,22-02-17 09:42,WINBOND,TSOP2-54ME,61362A10051,,274.5690,,3000M,TA-A3,,2200,1091A07T21,,R07AWB523,TSOP1-48/48M,MXIC,AAW048TP1024D,1091A08T41,,274.569,243.8859,22-02-17 09:42
BB453,0,UTC1000S,IN-REPAIR,R07ABL803,,2200,054TNAB036,UAA084/GI/W9825G6KH-6I{BM,AAB054TN1005A,2880,70962,22-02-17 07:55,22-02-17 13:43:33,WINBOND,TSOP2-54ME,61312C800ZY,FE,279.6886,,3000M,TA-A3,,2200,,,R07ABL704,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,22-02-17 13:43
BB454,0,UTC1000S,WAIT-REPAIR,R07BUBJ01,,2200,048MWBU004,IS61WV51216BLL-10MLI-AS,BU048MW2005C,1920,5816,22-02-17 07:55,22-02-17 05:01:49,ICSI,MINIBGA48A1,DSK496Y2,MC2,246.6229,,3000M,TA-A3,,2200,,,R07NVFE45,STBGA132G4VT,PHISON,ANV132X2C047A,1091A07C41,,246.6229,219.0627,22-02-17 05:01
BB455,0,UTC1000S,RUNNING,R07BUBS01,,2200,078EABU001,IS43TR81024BL-125KBL-AS,ABU078EA1001A,2502,10789,22-02-17 02:07,22-02-17 10:26,ICSI,FBGA-78LEA,MRD761000Y1,,300.7119,,3000M,TA-A3,,2200,,,R07BUBB03,FBGA-78LEA,ICSI,ABU078EA1001A,1091A07C21,,300.7119,267.1074,22-02-17 10:26
BB456,0,UTC1000S,RUNNING,R07AWCX01,,2200,024MAAW045,6732O-24XD08RTI399{A},AAW024MA6022C,8558,20539,22-02-16 15:27,22-02-17 04:45,MXIC,MINIBGA24A4L,8J892900A1,,643.1842,,3000M,TA-A3,,2200,1091A07T41,,R07AWAR01,STBGA52D4L,MXIC,AAW052XY1002A,1091A07T41,,643.1842,571.3083,22-02-17 04:45
BB457,0,UTC1000S,RUNNING,R07ABL712,,2200,054TNAB036,UAA084/GI/W9825G6KH-6I{BM,AAB054TN1005A,2880,35527,22-02-17 06:42,22-02-17 16:59,WINBOND,TSOP2-54ME,61312C800,,279.6886,,3000M,TA-A3,02/17/2022 MP,2200,1091A07T21,,R07ABL702,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,22-02-17 16:59
BB458,0,UTC1000S,RUNNING,R08ABB202,,2200,096ELAB016,GAA098/LN/W632GU6NB-09{N},AAB096EL1003A,5741,11701,22-02-17 03:32,22-02-18 03:10,WINBOND,FBGA96UEL(2),61435X50003,,243.0216,,3000M,TA-A3,02/18/2022 MP,2200,,,R08ABAN01,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,,243.0216,215.8639,22-02-18 03:10
BB459,0,UTC1000S,WAIT-REPAIR,,,,,,ACD054TN1003A,,,22-02-14 16:36,,,,,MAL-X,,,3000M,TA-A3,02/19/2022 MP,2200,,,R05CDBJ04,TSOP2-54ME,ETRON,ACD054TN1003A,1091A07T21,,240.9403,214.0153,
BB460,0,UTC1000S,WAIT-REPAIR,R07ABKZ10,,2200,066TNAB031,UAA079/DI/W9412G6KH-5{BM},AAB066TN1003A,2880,43022,22-02-17 07:50,22-02-17 16:59:29,WINBOND,TSOP2-66ME,61362A100ZX,W1,293.3637,,3000M,TA-A8,02/20/2022 MP,2200,1091A07T21,,R05MSJB01,TSOP1-48AM,MTI,AMS048TW1046A,1091A07T41,,293.3637,260.5803,22-02-17 16:59
BB461,0,UTC1000S,SETUP,,,,,,ABU024MA6002B,,,22-02-17 07:36,22-02-17 09:00,,,,MC,,,3000M,TA-A4,02/21/2022 MP,2200,,,R07BUAP01,VFBGA54B4L,ICSI,ABU054NO2009A,1091A07C21,,605.4434,537.7851,
BB462,0,UTC1000S,RUNNING,R07ABKZ09,,2200,066TNAB031,UAA079/DI/W9412G6KH-5{BM},AAB066TN1003A,2880,43022,22-02-17 06:18,22-02-17 16:07,WINBOND,TSOP2-66ME,61362A100ZX,,293.3637,,3000M,TA-A4,02/22/2022 MP,2200,1091A07T21,,R07ABKZ01,TSOP2-66ME,WINBOND,AAB066TN1003A,1091A07T21,,293.3637,260.5803,22-02-17 16:07
BB463,0,UTC1000S,RUNNING,R07ABL101,,2200,096ELAB047,GAA113/LN/W631GG6NB-09,AAB096EL1017A,2800,3539,22-02-16 20:49,22-02-17 09:48,WINBOND,FBGA96UEL(2),M2030H800,,215.8662,,3000M,TA-A4,02/23/2022 MP,2200,,,R07NVF951,STBGA132G4VT,PHISON,ANV132X2C047A,1091A07C41,,215.8662,191.7431,22-02-17 09:48
BB465,0,UTC1000S,RUNNING,R07ABHJ04,,2200,054TNAB029,UAA079/DI/W9812G6KH-6I{BM,AAB054TN1004A,2880,42867,22-02-17 05:54,22-02-17 16:23,WINBOND,TSOP2-54ME,61362A10051,,274.5690,,3000M,TA-A4,02/24/2022 MP,2200,1091A07T21,,R07ABHJ08,TSOP2-54ME,WINBOND,AAB054TN1004A,1091A07T21,,274.569,243.8859,22-02-17 16:23
BB466,0,UTC1000S,RUNNING,R07MSJ502,,2200,096EFMS006,Z32D1KD16CMS3713{ZDT-S},AMS096EF2001A,4820,20400,22-02-16 15:49,22-02-17 17:45,MTI,FBGA-96UEF,539982L.00L,,185.8141,,3000M,TA-A4,02/25/2022 MP,2200,,,R07MSHU02,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,,185.8141,165.0494,22-02-17 17:45
BB467,0,UTC1000S,RUNNING,R07BUC907,,2200,054MFBU004,IS42S16800F-7BLI,BU054MF1002A,3847,59577,22-02-17 07:13,22-02-17 19:58,ICSI,MINIBGA54A4,BTJ382000Y3,,301.7539,,3000M,TA-A4,02/26/2022 MP,2200,1091A09C21,,R07BUC902,MINIBGA54A4,ICSI,BU054MF1002A,1091A09C21,,301.7539,268.0329,22-02-17 19:58
BB468,0,UTC1000S,RUNNING,R07AWCY01,,2200,024MAAW045,6732O-24XD08RTI399{A},AAW024MA6022C,8364,22272,22-02-16 19:09,22-02-17 08:09,MXIC,MINIBGA24A4L,8J892900A2,,643.1842,,3000M,TA-A4,02/27/2022 MP,2200,1091A07T41,,R07AWCX02,MINIBGA24A4L,MXIC,AAW024MA6022C,1091A07T41,,643.1842,571.3083,22-02-17 08:09
BB469,0,UTC1000S,WAIT-REPAIR,,,,,,AMS048TW1053A,,,22-02-16 19:39,,,,,RPS,,,3000M,TA-A4,02/28/2022 MP,2200,,,R07MSDG08,TSOP1-48AM,MTI,AMS048TW1053A,1091A07T41,,,,
BB470,0,UTC1000S,RUNNING,R07BUC905,,2200,054MFBU004,IS42S16800F-7BLI,BU054MF1002A,3800,59577,22-02-17 01:46,22-02-17 14:22,ICSI,MINIBGA54A4,BTJ382000Y3,,301.7539,,1000M,TA-A4,,2200,1091A09C21,,R07ABGY07,VFBGA54B4,WINBOND,AB054NB2002A,1091A08T21,,301.7539,268.0329,22-02-17 14:22
BB471,0,UTC1000S,IDLE,,R05BUBK03,,,,ABU048TG1002A,,,22-02-17 07:02,,,,,,,,3000M,TA-A4,,2200,,,R05BUBK01,TSOP1-48/48,ICSI,ABU048TG1002A,1091A10C41,,136.9061,121.6069,
BB472,0,UTC1000S,RUNNING,R07ABL707,,2200,054TNAB036,UAA084/GI/W9825G6KH-6I{BM,AAB054TN1005A,2880,35527,22-02-16 22:35,22-02-17 08:53,WINBOND,TSOP2-54ME,61312C800,,279.6886,,3000M,TA-A4,,2200,1091A07T21,,R07ABFT17,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,22-02-17 08:53
BB473,0,UTC1000S,IDLE,,,,,,AAW024MA6013C,,,22-02-16 12:34,,,,,,,,3000M,TA-A4,,2200,,,R05AWAI09,MINIBGA24A3L,MXIC,AAW024MA6013C,1091A07T41,,1344.7122,1194.4406,
BB474,0,UTC1000S,WAIT-REPAIR,R07ABLG03,,2200,178NNAB002,GAA102922/LW/W63AH2NBVADE,AAB178NN2001A,2160,69415,22-02-17 05:33,22-02-17 13:10:28,WINBOND,VFBGA178JEU,61390F700,B1,132.7250,,3000M,TA-A4,,2200,1091A07T21,,R07YZAP06,FBGA-96UEI,ZJP,AYZ096EI1002A,1091A07T21,,132.725,117.893,22-02-17 13:10
BB475,0,UTC1000S,RUNNING,R07MSIJ03,,2200,096EFMS006,Z32D1KD16CMS3713{ZDT-S},AMS096EF2001A,4720,21853,22-02-16 10:44,22-02-17 12:09,MTI,FBGA-96UEF,540650L.00L,,185.8141,,3000M,TA-A4,,2200,,,R07MSI102,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,,185.8141,165.0494,22-02-17 12:09
BB476,0,UTC1000S,RUNNING,R07ABLG01,,2200,178NNAB002,GAA102922/LW/W63AH2NBVADE,AAB178NN2001A,2108,69415,22-02-16 21:22,22-02-17 13:16,WINBOND,VFBGA178JEU,61390F700,,132.7250,,3000M,TA-A4,,2200,1091A07T21,,R07AWB513,TSOP1-48/48M,MXIC,AAW048TP1024D,1091A08T41,,132.725,117.893,22-02-17 13:16
BB477,0,UTC1000S,RUNNING,R08MSKM03,,2200,060NRMS004,T89M DD1 6C5EE1,AMS060NR1003A,5650,34178,22-02-17 07:00,22-02-18 09:01,MTI,VFBGA60K8L,1000396.006,,217.1850,,3000M,TA-A4,,2200,1091A07T21,,R08MSKM01,VFBGA60K8L,MTI,AMS060NR1003A,1091A07T21,,217.185,192.9146,22-02-18 09:01
BB478,0,UTC1000S,RUNNING,R07ABLG13,,2200,178NNAB002,GAA102922/LW/W63AH2NBVADE,AAB178NN2001A,2060,69415,22-02-16 19:52,22-02-17 11:24,WINBOND,VFBGA178JEU,61390F700,,132.7250,,3000M,TA-A4,,2200,1091A07T21,,R07AWB709,TSOP1-48/48M,MXIC,AAW048TP1024D,1091A08T41,,132.725,117.893,22-02-17 11:24
BB479,0,UTC1000S,RUNNING,R07BUC906,,2200,054MFBU004,IS42S16800F-7BLI,BU054MF1002A,3860,59577,22-02-17 04:43,22-02-17 17:30,ICSI,MINIBGA54A4,BTJ382000Y3,,301.7539,,3000M,TA-A4,,2200,1091A09C21,,R07BUC901,MINIBGA54A4,ICSI,BU054MF1002A,1091A09C21,,301.7539,268.0329,22-02-17 17:30
BB480,0,UTC1000S,RUNNING,R05BUBK02,,2200,048TGBU008,IS62WV102416BLL-25TLI-AS,ABU048TG1002A,2560,8906,22-02-16 07:24,22-02-17 02:06,ICSI,TSOP1-48/48,DS7630Y2,,136.9061,,3000M,TA-A4,,2200,1091A10C41,4,R07MSFW01,TSOP1-48AM,MTI,AMS048TW1058A,1091A07T41,,136.9061,121.6069,22-02-17 02:06
BB481,0,UTC1000S,RUNNING,R05ULA115,,2200,086TAUL006,KS-SCB33S512320AE,AUL086TA1003A,1600,34584,22-02-16 19:26,22-02-17 07:40,SCS,TSOP2-86E,BTG998T20,,130.9061,,3000M,TA-A5,,2200,1091A07C41,,R05ULA114,TSOP2-86E,SCS,AUL086TA1003A,1091A07C41,,130.9061,116.2774,22-02-17 07:40
BB482,0,UTC1000S,IDLE,,,,,,ABU086TA1007A,,,22-02-17 06:29,,,,,,,,3000M,TA-A5,,2200,,,R07BUA401,TSOP2-86E,ICSI,ABU086TA1007A,1091A09C21,,208.9303,185.5824,
BB483,0,UTC1000S,IDLE,,,,,,AUL086TA1003A,,,22-02-17 06:26,,,,,,,,2000M,TA-A5,,2200,,,R05ULA119,TSOP2-86E,SCS,AUL086TA1003A,1091A07C41,,130.9061,116.2774,
BB484,0,UTC1000S,RUNNING,R07ABL810,,2200,054TNAB036,UAA084/GI/W9825G6KH-6I{BM,AAB054TN1005A,2880,70962,22-02-17 06:06,22-02-17 16:23,WINBOND,TSOP2-54ME,61312C800ZY,,279.6886,,3000M,TA-A5,,2200,,,R07ABL703,TSOP2-54ME,WINBOND,AAB054TN1005A,1091A07T21,,279.6886,248.4334,22-02-17 16:23
BB485,0,UTC1000S,RUNNING,R07CDAJ01,,2200,084UCCD006,EDCA17FWQCF0-NC-25H-DP-E1,ACD084CC2002A,5600,11327,22-02-16 10:47,22-02-17 03:53,ETRON,FBGA-84UC(2),BTG941.19.1,,327.6504,,3000M,TA-A5,,2200,,,R07CDAK02,FBGA-84UC(2),ETRON,ACD084CC2002A,1091A07T41,,327.6504,291.0354,22-02-17 03:53
BB486,0,UTC1000S,WAIT-REPAIR,,,,,,AAB096EL1003A,,,22-02-16 21:07,,,,,D1,,,3000M,TA-A5,02/17/2022 MP,2200,,,R08ABAN01,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,,243.0216,215.8639,
BB487,0,UTC1000S,RUNNING,R07BUBS02,,2200,078EABU001,IS43TR81024BL-125KBL-AS,ABU078EA1001A,2575,10789,22-02-17 00:52,22-02-17 09:26,ICSI,FBGA-78LEA,MRD761000Y1,,300.7119,,3000M,TA-A5,02/18/2022 MP,2200,,,R07BUBT04,FBGA-78LEA,ICSI,ABU078EA1001A,1091A07C21,,300.7119,267.1074,22-02-17 09:26
