assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	R05QREL24  ,	2,	2470,	2022/2/6 上午 11:12:25,	WSM       ,	Y,	3720,	R05QREL24  ,	GigaDevice   ,	WLCSP          ,	000IAQR024               ,	C013723                                           ,	3000,	0,	3720,	A2,	Y,	TSOP  ,	QR,	GD25LE64ELIGR{0136}                               ,	4600010013               ,	N,	N,	0,	0,	20220206,	111329,	2022/1/29 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	GD25LE64ELIGR{0136}                               ,	PROD        ,	2022/2/4 上午 12:00:00,	2022/2/5 上午 12:00:00,	2022/2/6 上午 12:00:00,	2022/2/6 上午 12:00:00,	2022/2/6 上午 12:00:00,	12,	,	 D D B A A                                                                      ,	                    ,	0,	 N,	     ,	QR99    ,	                         ,	,	,	口袋破損                           ,	R05QREL,	R05QREL24  ,	2,	2470,	2022/2/6 上午 11:12:25,	WSM       ,	Y,
	R06ABC406  ,	45,	2470,	2022/2/16 下午 08:46:18,	WSM       ,	Y,	2460,	R06ABC406  ,	WINBOND      ,	STDFN08YQ3AW   ,	008YQAB112               ,	6205M0004                                         ,	11199,	0,	2460,	A2,	N,	TSOP  ,	AB,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	OP6CMC01R3               ,	N,	N,	0,	0,	20220220,	60649,	2022/2/7 上午 12:00:00,	AAB008YQ3012A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	PROD        ,	2022/2/8 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/21 上午 12:00:00,	12,	,	 A A B A B                                                                      ,	A0803CB1365         ,	22,	Y1,	     ,	AB06    ,	108192HF4B               ,	,	,	                                   ,	R06ABC4,	R06ABC406  ,	45,	2470,	2022/2/16 下午 08:46:18,	WSM       ,	Y,
	R06ABC502  ,	45,	2470,	2022/2/15 下午 07:01:19,	WSM       ,	Y,	2430,	R06ABC502  ,	WINBOND      ,	STDFN08YQ3AW   ,	008YQAB112               ,	6205M0005                                         ,	5600,	0,	2430,	A2,	N,	TSOP  ,	AB,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	OP6CMC01R3               ,	N,	N,	0,	0,	20220216,	43141,	2022/2/7 上午 12:00:00,	AAB008YQ3012A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	PROD        ,	2022/2/8 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/21 上午 12:00:00,	12,	,	 A A B A B                                                                      ,	A0803CB1365         ,	22,	Y1,	     ,	AB06    ,	108192HF4B               ,	,	,	                                   ,	R06ABC5,	R06ABC502  ,	45,	2470,	2022/2/15 下午 07:01:19,	WSM       ,	Y,
	R06ABC508  ,	45,	2470,	2022/2/17 上午 10:10:20,	WSM       ,	Y,	2430,	R06ABC508  ,	WINBOND      ,	STDFN08YQ3AW   ,	008YQAB112               ,	6205M0005                                         ,	9797,	0,	2430,	A2,	N,	TSOP  ,	AB,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	OP6CMC01R3               ,	N,	N,	0,	0,	20220218,	132851,	2022/2/7 上午 12:00:00,	AAB008YQ3012A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	PROD        ,	2022/2/8 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/21 上午 12:00:00,	12,	,	 A A B A B                                                                      ,	A0803CB1365         ,	22,	Y1,	     ,	AB06    ,	108192HF4B               ,	,	,	                                   ,	R06ABC5,	R06ABC508  ,	45,	2470,	2022/2/17 上午 10:10:20,	WSM       ,	Y,
	R06ABC604  ,	45,	2470,	2022/2/17 下午 10:52:13,	WSM       ,	Y,	2430,	R06ABC604  ,	WINBOND      ,	STDFN08YQ3AW   ,	008YQAB112               ,	6205M0006                                         ,	5600,	0,	2430,	A2,	N,	TSOP  ,	AB,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	OP6CMC01R3               ,	N,	N,	0,	0,	20220218,	24525,	2022/2/7 上午 12:00:00,	AAB008YQ3012A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	PROD        ,	2022/2/8 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/23 上午 12:00:00,	12,	 P,	 A A B A B                                                                      ,	A0803CB1365         ,	22,	Y1,	     ,	AB06    ,	108192HF4B               ,	20220215002.E  ,	1,	                                   ,	R06ABC6,	R06ABC604  ,	45,	2470,	2022/2/17 下午 10:52:13,	WSM       ,	Y,
	R06ABC608  ,	45,	2470,	2022/2/17 下午 12:05:35,	WSM       ,	Y,	2430,	R06ABC608  ,	WINBOND      ,	STDFN08YQ3AW   ,	008YQAB112               ,	6205M0006                                         ,	11200,	0,	2430,	A2,	N,	TSOP  ,	AB,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	OP6CMC01R3               ,	N,	N,	0,	0,	20220217,	214223,	2022/2/7 上午 12:00:00,	AAB008YQ3012A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	PROD        ,	2022/2/8 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/23 上午 12:00:00,	12,	 P,	 A A B A B                                                                      ,	A0803CB1365         ,	22,	Y1,	     ,	AB06    ,	108192HF4B               ,	20220215002.E  ,	1,	                                   ,	R06ABC6,	R06ABC608  ,	45,	2470,	2022/2/17 下午 12:05:35,	WSM       ,	Y,
	R06ABC806  ,	45,	2470,	2022/2/18 下午 04:21:04,	WSM       ,	Y,	2430,	R06ABC806  ,	WINBOND      ,	STDFN08YQ3AW   ,	008YQAB112               ,	6205M0008                                         ,	5600,	0,	2430,	A2,	N,	TSOP  ,	AB,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	OP6CMC01R3               ,	N,	N,	0,	0,	20220218,	233924,	2022/2/7 上午 12:00:00,	AAB008YQ3012A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	PROD        ,	2022/2/8 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/23 上午 12:00:00,	12,	,	 A A B A B                                                                      ,	A0803CB1365         ,	22,	Y1,	     ,	AB06    ,	108192HF4B               ,	,	,	                                   ,	R06ABC8,	R06ABC806  ,	45,	2470,	2022/2/18 下午 04:21:04,	WSM       ,	Y,
	R06ABC813  ,	45,	2470,	2022/2/17 下午 01:22:10,	WSM       ,	Y,	2430,	R06ABC813  ,	WINBOND      ,	STDFN08YQ3AW   ,	008YQAB112               ,	6205M0008                                         ,	11200,	0,	2430,	A2,	N,	TSOP  ,	AB,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	OP6CMC01R3               ,	N,	N,	0,	0,	20220218,	5419,	2022/2/7 上午 12:00:00,	AAB008YQ3012A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	PROD        ,	2022/2/8 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/23 上午 12:00:00,	12,	,	 A A B A B                                                                      ,	A0803CB1365         ,	22,	Y1,	     ,	AB06    ,	108192HF4B               ,	,	,	                                   ,	R06ABC8,	R06ABC813  ,	45,	2470,	2022/2/17 下午 01:22:10,	WSM       ,	Y,
	R06ABCA05  ,	45,	2470,	2022/2/17 下午 02:22:25,	WSM       ,	Y,	2430,	R06ABCA05  ,	WINBOND      ,	STDFN08YQ3AW   ,	008YQAB112               ,	6205M0009                                         ,	11200,	0,	2430,	A2,	N,	TSOP  ,	AB,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	OP6CMC01R3               ,	N,	N,	0,	0,	20220218,	62337,	2022/2/7 上午 12:00:00,	AAB008YQ3012A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	PROD        ,	2022/2/8 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/23 上午 12:00:00,	12,	,	 A A B A B                                                                      ,	A0803CB1365         ,	22,	Y1,	     ,	AB06    ,	108192HF4B               ,	,	,	                                   ,	R06ABCA,	R06ABCA05  ,	45,	2470,	2022/2/17 下午 02:22:25,	WSM       ,	Y,
	R06ABCA11  ,	45,	2470,	2022/2/18 下午 05:40:43,	WSM       ,	Y,	2430,	R06ABCA11  ,	WINBOND      ,	STDFN08YQ3AW   ,	008YQAB112               ,	6205M0009                                         ,	5600,	0,	2430,	A2,	N,	TSOP  ,	AB,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	OP6CMC01R3               ,	N,	N,	0,	0,	20220219,	11444,	2022/2/7 上午 12:00:00,	AAB008YQ3012A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG046902/IG/W25R256JVEIN{B-78x258}               ,	PROD        ,	2022/2/8 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/23 上午 12:00:00,	12,	,	 A A B A B                                                                      ,	A0803CB1365         ,	22,	Y1,	     ,	AB06    ,	108192HF4B               ,	,	,	                                   ,	R06ABCA,	R06ABCA11  ,	45,	2470,	2022/2/18 下午 05:40:43,	WSM       ,	Y,
