ENTITY,MODEL,STATUS,LOT#,OPER,PRODUCT,BOND ID,OUTPLAN,IN TIME,CUST,PIN_PKG,WIP,PM,Lot Part Id,Lot Urgent Code,Last Wip Lot,Last Pin Package,Last Cust,Last bd id,Last Part ID,G.UPH,wip_outplan_time
BB746,UTC2000,RUNNING,R05SSB417,2200,153XTSS004,ASS153XT3001A,22-02-08 19:15,22-02-08 05:17,HOSIN,SSBGA153JAU,1776,02/12/2022 MP,1091A07C41,4,R05SSB403,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,127.2132,22-02-08 19:15
BB747,UTC2000,RUNNING,R05SSB328,2200,153XTSS004,ASS153XT3001A,22-02-08 04:00,22-02-07 13:24,HOSIN,SSBGA153JAU,1858,02/13/2022 MP,1091A07C41,4,R05SSB238,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,127.2132,22-02-08 04:00
BB748,UTC2000,RUNNING,R05SSB414,2200,153XTSS004,ASS153XT3001A,22-02-08 08:06,22-02-07 17:38,HOSIN,SSBGA153JAU,1840,02/14/2022 MP,1091A07C41,4,R05SSB311,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,127.2132,22-02-08 08:06
BB749,UTC2000,WAIT-SETUP,,,,AMS048TW1058A,,22-02-08 04:12,,,,02/15/2022 MP,,,R05BUAL08,FBGA-96UEF,ICSI,ABU096EF2001A,1091A07T21,325.5382,
BB750,UTC2000,ENG,R03BUCL05,3200,096EFBU003,ABU096EF5001A,22-02-03 09:35,22-02-03 09:35,ICSI,FBGAS-96UEF7,1836,02/16/2022 MP,1091A07C21,4,R04GJA101,STBGA132G4VT,A-DATA,AGJ132X2C005A,1091A07C41,251.6005,22-01-28 23:59
BB751,UTC2000,RUNNING,R05SSB402,2200,153XTSS004,ASS153XT3001A,22-02-08 07:16,22-02-07 17:05,HOSIN,SSBGA153JAU,1803,02/17/2022 MP,1091A07C41,4,R05SSB313,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,127.2132,22-02-08 07:16
BB752,UTC2000,WAIT-REPAIR,,,,AAW048TP1008B,,22-02-05 11:28,,,,02/18/2022 MP,,,R04AWAB02,TSOP1-48/M2,MXIC,AAW048TP1008B,1091A08T41,62.8647,
BB753,UTC2000,RUNNING,R05SSB309,2200,153XTSS004,ASS153XT3001A,22-02-08 19:53,22-02-08 05:24,HOSIN,SSBGA153JAU,1844,02/19/2022 MP,1091A07C41,4,R05SSB226,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,127.2132,22-02-08 19:53
BB754,UTC2000,WAIT-SETUP,,,,ABU060MV4003A,,22-02-08 07:40,,,,02/20/2022 MP,,,R07NVF720A,STBGA132G4VT,PHISON,ANV132X2C044A,1091A07C41,265.5256,
BB755,UTC2000,RUNNING,R05AWCW04,3200,024XJAW021,AAW024XJ6014A,22-02-08 09:08,22-02-08 02:13,MXIC,STBGA24A3L,2948,02/21/2022 MP,1091A07T41,,R05AWCW01,STBGA24A3L,MXIC,AAW024XJ6014A,1091A07T41,421.8269,22-02-08 09:08
BB756,UTC2000,RUNNING,R06AWA701,2200,024XJAW017,AAW024XJ6011B,22-02-08 15:04,22-02-08 01:59,MXIC,STBGA24A4L,4160,02/22/2022 MP,,,R05AWCI05,STBGA24A4L,MXIC,AAW024XJ6011B,1091A07T41,317.9003,22-02-08 15:04
BB757,UTC2000,RUNNING,R06AWAZ12,2200,048TPAW102,AAW048TP1042C,22-02-08 08:40,22-02-08 04:24,MXIC,TSOP1-48/48M,1863,02/23/2022 MP,1091A08T41,,R06AWAZ06,TSOP1-48/48M,MXIC,AAW048TP1042C,1091A08T41,438.5638,22-02-08 08:40
BB758,UTC2000,SETUP,,,,ABU100X69003A,22-02-08 09:09,22-02-08 07:45,,,,02/24/2022 MP,,,R05ABGE01,STBGA162B4U,WINBOND,AAB162KE1006A,1091A07T21,111.5684,
BB759,UTC2000,WAIT-SETUP,R06MSCI16,2200,048TWMS068,AMS048TW1058A,22-02-08 13:00:28,22-02-08 07:59,MTI,TSOP1-48AM,2160,02/25/2022 MP,,,R06MSCH16,TSOP1-48AM,MTI,AMS048TW1058A,1091A07T41,325.5382,22-02-08 13:00
BB760,UTC2000,WAIT-SETUP,,,,AAW063XM5002A,,22-02-08 05:49,,,,02/26/2022 MP,,,R04ABE906,STBGA162B4U,WINBOND,AAB162KE1006A,1091A07T21,322.1909,
BB761,UTC2000,RUNNING,R06AWA702,2200,024XJAW017,AAW024XJ6011B,22-02-08 19:59,22-02-08 06:53,MXIC,STBGA24A4L,4162,02/27/2022 MP,,,R05AWCV02,STBGA24A4L,MXIC,AAW024XJ6011B,1091A07T41,317.9003,22-02-08 19:59
BB762,UTC2000,RUNNING,R04ABE919,3200,162KEAB011,AAB162KE1006A,22-02-08 17:07,22-02-07 07:11,WINBOND,STBGA162B4U,2990,02/28/2022 MP,1091A07T21,4,R04ABE801,STBGA162B4U,WINBOND,AAB162KE1006A,1091A07T21,536.0704,22-02-08 17:07
BB763,UTC2000,SETUP,,,,AMS078EN1001A,22-02-08 09:04,22-02-08 07:40,,,,,,,R04ABE907,STBGA162B4U,WINBOND,AAB162KE1006A,1091A07T21,219.7914,
BB764,UTC2000,RUNNING,R06ABD505,2200,060EMAB004,AAB060EM2001A,22-02-08 20:25,22-02-07 21:55,WINBOND,FBGA60UEM2-1,7800,,1091A07T21,,R06ABD302,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,346.7893,22-02-08 20:25
BB765,UTC2000,RUNNING,R06AWBH03,2200,024XJAW020,AAW024XJ6010B,22-02-08 07:50,22-02-07 18:39,MXIC,STBGA24A4L,4240,,,,R06AWA603,STBGA24A4L,MXIC,AAW024XJ6010B,1091A07T41,321.8796,
BB766,UTC2000,RUNNING,R05VGEH01,2200,100X6VG003,ABU100X69003A,22-02-08 20:26,22-02-08 04:45,ISSI-VG,SSBGA100D4U,1749,,1091A07C21,,R04ABE918,STBGA162B4U,WINBOND,AAB162KE1006A,1091A07T21,111.5684,22-02-08 20:26
BB767,UTC2000,RUNNING,R05SSB334,2200,153XTSS004,ASS153XT3001A,22-02-08 05:41,22-02-07 15:10,HOSIN,SSBGA153JAU,1847,,1091A07C41,4,R05SSB318,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,127.2132,22-02-08 05:41
BB768,UTC2000,ENG,R03BUCM03,3200,096EFBU003,ABU096EF5001A,22-02-06 11:06,22-02-06 11:06,ICSI,FBGAS-96UEF7,2460,,1091A07C21,4,R03BUC603,FBGAS-96UEF7,ICSI,ABU096EF5001A,1091A07C21,251.6005,22-01-29 06:49
BB769,UTC2000,RUNNING,R05CDAM04,2200,054MFCD004,ACD054MF2004A,22-02-08 08:56,22-02-07 14:41,ETRON,MBGA54A2L,6118,,,,R05CDAL03,MBGA54A2L,ETRON,ACD054MF2004A,1091A07T41,335.1505,22-02-08 08:56
BB770,UTC2000,WAIT-REPAIR,R05ABA707,3200,024XJAB023,AAB024XJ6009A,22-02-08 07:37:04,22-02-08 07:41,WINBOND,STBGA24D6U,387,02/08/2022 MP,1091A07T21,,R05ABA703,STBGA24D6U,WINBOND,AAB024XJ6009A,1091A07T21,908.6067,22-02-08 07:37
BB771,UTC2000,RUNNING,R06MSG801,2200,096EFMS006,AMS096EF2001A,22-02-09 05:12,22-02-08 04:45,MTI,FBGA-96UEF,4921,02/09/2022 MP,,,R06MSFN05,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,201.295,22-02-09 05:12
BB772,UTC2000,RUNNING,P46UKT401,2200,012DNUK014,AUK012DN2003A,22-02-09 14:11,22-02-07 22:58,QST,LGA12CBP,24000,02/10/2022 MP,,,P46UKT203,LGA12CBP,QST,AUK012DN2003A,1091A07C41,611.8937,22-02-09 14:11
BB773,UTC2000,WAIT-SETUP,,,,AMS048TW1058A,,22-02-08 07:13,,,,02/11/2022 MP,,,R05ABGJ01,STBGA162B4U,WINBOND,AAB162KE1006A,1091A07T21,325.5382,
BB774,UTC2000,RUNNING,P46UKT102,2200,012DNUK014,AUK012DN2003A,22-02-08 02:57,22-02-06 11:51,QST,LGA12CBP,23926,02/12/2022 MP,1091A07C41,,P46UKT602,LGA12CBP,QST,AUK012DN2003A,1091A07C41,611.8937,22-02-08 02:57
BB775,UTC2000,RUNNING,R05SSB422,2200,153XTSS004,ASS153XT3001A,22-02-08 21:09,22-02-08 06:29,HOSIN,SSBGA153JAU,1864,02/13/2022 MP,1091A07C41,4,R05SSB339,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,127.2132,22-02-08 21:09
BB776,UTC2000,RUNNING,R05AWA603,3200,024XJAW017,AAW024XJ6011B,22-02-08 09:05,22-02-07 18:58,MXIC,STBGA24A4L,4300,02/14/2022 MP,1091A07T41,,R05AWA601,STBGA24A4L,MXIC,AAW024XJ6011B,1091A07T41,317.9003,22-02-08 09:05
BB777,UTC2000,RUNNING,R05AWCG01,3200,024XJAW017,AAW024XJ6011B,22-02-08 18:17,22-02-08 04:27,MXIC,STBGA24A4L,4215,02/15/2022 MP,,,R05AWA602,STBGA24A4L,MXIC,AAW024XJ6011B,1091A07T41,317.9003,22-02-08 18:17
BB778,UTC2000,RUNNING,R06MSBH01,2200,078EPMS003,AMS078EP1001A,22-02-08 12:06,22-02-07 11:47,MTI,FBGA-78UEP,6000,02/16/2022 MP,,,R06MSAY02,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,246.8543,22-02-08 12:06
BB779,UTC2000,RUNNING,R06ABD503,2200,060EMAB004,AAB060EM2001A,22-02-09 02:38,22-02-08 04:20,WINBOND,FBGA60UEM2-1,7736,02/17/2022 MP,1091A07T21,,R05YUA111,FBGA-96UEL-2,DOSILICO,AYU096EL2001A,1091A07T21,346.7893,22-02-09 02:38
BB780,UTC2000,RUNNING,R05SSB408,2200,153XTSS004,ASS153XT3001A,22-02-08 21:00,22-02-08 07:09,HOSIN,SSBGA153JAU,1760,02/18/2022 MP,1091A07C41,4,R05SSB424,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,127.2132,22-02-08 21:00
BB781,UTC2000,SETUP,,,,ANV132X2B031A,22-02-08 09:46,22-02-08 07:46,,,,02/19/2022 MP,,,R06ABBE04,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,103.3963,
BB782,UTC2000,RUNNING,R05SSB420,2200,153XTSS004,ASS153XT3001A,22-02-08 09:10,22-02-07 18:31,HOSIN,SSBGA153JAU,1864,02/20/2022 MP,1091A07C41,4,R05SSB336,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,127.2132,22-02-08 09:10
BB783,UTC2000,RUNNING,R05SSB421,2200,153XTSS004,ASS153XT3001A,22-02-08 21:55,22-02-08 07:27,HOSIN,SSBGA153JAU,1840,02/21/2022 MP,1091A07C41,4,R05SSB426,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,127.2132,22-02-08 21:55
BB784,UTC2000,RUNNING,R05AWA604,3200,024XJAW017,AAW024XJ6011B,22-02-08 08:05,22-02-07 23:15,MXIC,STBGA24A4L,2682,02/22/2022 MP,1091A07T41,,R05AWA202,STBGA24A4L,MXIC,AAW024XJ6011B,1091A07T41,317.9003,22-02-08 08:05
BB785,UTC2000,RUNNING,R05SSB407,2200,153XTSS004,ASS153XT3001A,22-02-08 08:29,22-02-07 18:20,HOSIN,SSBGA153JAU,1800,02/23/2022 MP,1091A07C41,4,R05SSB316,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,127.2132,22-02-08 08:29
BB786,UTC2000,RUNNING,R03YZAJ17,2200,096EIYZ001,AYZ096EI1002A,22-02-08 08:26,22-02-07 20:49,ZJP,FBGA-96UEI,2389,02/24/2022 MP,1091A07T21,,R03YZAI02,FBGA-96UEI,ZJP,AYZ096EI1002A,1091A07T21,,22-02-08 08:26
BB787,UTC2000,RUNNING,R05SSB429,2200,153XTSS004,ASS153XT3001A,22-02-08 12:16,22-02-07 21:43,HOSIN,SSBGA153JAU,1850,02/25/2022 MP,1091A07C41,4,R05SSB325,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,127.2132,22-02-08 12:16
BB788,UTC2000,RUNNING,R06AWAW04,2200,048TPAW102,AAW048TP1042C,22-02-08 12:14,22-02-08 07:18,MXIC,TSOP1-48/48M,2160,02/26/2022 MP,,,R06AWAZ05,TSOP1-48/48M,MXIC,AAW048TP1042C,1091A08T41,438.5638,22-02-08 12:14
BB789,UTC2000,RUNNING,R05CDAK01,2200,054MFCD004,ACD054MF2004A,22-02-08 07:16,22-02-07 13:04,ETRON,MBGA54A2L,6099,02/27/2022 MP,,,R05CDAL05,MBGA54A2L,ETRON,ACD054MF2004A,1091A07T41,335.1505,22-02-08 07:16
BB790,UTC2000,RUNNING,R06ABDT01,2200,096ELAB016,AAB096EL1003A,22-02-09 07:02,22-02-08 05:38,WINBOND,FBGA96UEL(2),5883,02/28/2022 MP,,,R06ABBE02,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,231.6081,22-02-09 07:02
BB791,UTC2000,RUNNING,R05SSB419,2200,153XTSS004,ASS153XT3001A,22-02-08 07:15,22-02-07 16:44,HOSIN,SSBGA153JAU,1846,,1091A07C41,4,R05SSB312,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,127.2132,22-02-08 07:15
BB801,MAXUM,RUNNING,R05ABHF24,2200,008YQAB046,AAB008YQ2026A,22-02-08 11:12,22-02-08 06:30,WINBOND,STDFN-08YQ2A,2160,02/26/2022 MP,1091A08T21,,R05ABHG08,STDFN-08YQ2A,WINBOND,AAB008YQ2026A,1091A08T21,459.8517,22-02-08 11:12
BB802,MAXUM,ENG,,,,AAS008FG1034A,22-02-07 06:34,22-02-07 06:34,,,,02/27/2022 MP,,,R05ASCL01,FBGA-84UC,EliteMT,AAS084CC2011A,1091G08PA1,,
BB803,MAXUM,RUNNING,R05ABHG06,2200,008YQAB046,AAB008YQ2026A,22-02-08 10:30,22-02-08 05:48,WINBOND,STDFN-08YQ2A,2160,02/28/2022 MP,1091A08T21,,R05ABHF02,STDFN-08YQ2A,WINBOND,AAB008YQ2026A,1091A08T21,459.8517,22-02-08 10:30
BB804,MAXUM,RUNNING,R05ABGF10,2200,008YBAB012,AAB008YB2003A,22-02-08 14:21,22-02-08 02:12,WINBOND,DFN-08YB2G,12480,02/21/2022 MP,1091A07T21,,R05ABGF12,DFN-08YB2G,WINBOND,AAB008YB2003A,1091A07T21,1026.8929,22-02-08 14:21
BB805,MAXUM,RUNNING,R03GAA304,2200,048MAGA037,AGA048MA7001A,22-02-08 08:54,22-02-06 11:58,FIDELIX,MBGA48J2U,12293,02/22/2022 MP,1091G08PA4,,R03GAA202,MBGA48J2U,FIDELIX,AGA048MA7001A,1091G08PA4,273.6383,22-02-08 08:54
BB806,MAXUM,RUNNING,R05ASFB03,2200,008YQAS018,AAS008YQ2002B,22-02-08 09:30,22-02-08 04:37,EliteMT,DFN-08YQ2A,4320,,1091G08PA4,,R05ASFB16,DFN-08YQ2A,EliteMT,AAS008YQ2002B,1091G08PA4,885.7602,22-02-08 09:30
BB807,MAXUM,RUNNING,R05BWC203,2200,048ACBW031,ABW048AC1008A,22-02-08 11:34,22-02-07 23:37,AKM,QFN-48AC1,2800,,1091A07C41,,R05BWC213,QFN-48AC1,AKM,ABW048AC1008A,1091A07C41,234.3042,22-02-08 11:34
BB808,MAXUM,RUNNING,R05ASEQ08,2200,096ELAS001,AAS096EL1002A,22-02-08 21:27,22-02-08 01:54,EliteMT,FBGA-96UEL-3,2980,,,,R05ASE403,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,22-02-08 21:27
BB809,MAXUM,RUNNING,R05NIJD05,2200,010YKNI037,ANI010YK3001A,22-02-08 11:55,22-02-08 04:11,DIALOG,QFN-10YK2A,10750,,1091A08T41,,R05ASEE02,FBGA-84UC,EliteMT,AAS084CC2011A,1091G08PA1,1391.0823,22-02-08 11:55
BB810,MAXUM,RUNNING,R05ASAQ07,2200,162KEAS010,AAS162KE1008A,22-02-09 08:10,22-02-07 20:53,EliteMT,STBGA162B4U,3240,,1091G08PA4,,R05ASAP07,STBGA162B4U,EliteMT,AAS162KE1008A,1091G08PA4,91.8472,22-02-09 08:10
BB811,MAXUM,RUNNING,R05NIJA05,2200,010YKNI037,ANI010YK3001A,22-02-08 09:13,22-02-08 01:29,DIALOG,QFN-10YK2A,10750,,1091A08T41,,R05NIJA01,QFN-10YK2A,DIALOG,ANI010YK3001A,1091A08T41,1391.0823,22-02-08 09:13
BB812,MAXUM,RUNNING,R05ASEP08,2200,096ELAS001,AAS096EL1002A,22-02-08 08:27,22-02-07 13:26,EliteMT,FBGA-96UEL-3,2900,,,,R05ASDF20,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,22-02-08 08:27
BB813,MAXUM,RUNNING,R05ASAQ05,2200,162KEAS010,AAS162KE1008A,22-02-09 18:07,22-02-07 10:17,EliteMT,STBGA162B4U,3259,02/08/2022 MP,1091G08PA4,,R05ASAP03,STBGA162B4U,EliteMT,AAS162KE1008A,1091G08PA4,91.8472,22-02-09 18:07
BB814,MAXUM,RUNNING,R05ABF304,2200,008YQAB090,AAB008YQ2039B,22-02-08 15:32,22-02-08 06:16,WINBOND,STDFN-08YQ2A,4320,02/09/2022 MP,,,R05ABF118,STDFN-08YQ2A,WINBOND,AAB008YQ2039B,1091A07T21,466.0613,22-02-08 15:32
BB815,MAXUM,RUNNING,R05BWC211,2200,048ACBW031,ABW048AC1008A,22-02-08 18:18,22-02-08 06:21,AKM,QFN-48AC1,2800,02/10/2022 MP,1091A07C41,,R05BWC212,QFN-48AC1,AKM,ABW048AC1008A,1091A07C41,234.3042,22-02-08 18:18
BB816,MAXUM,RUNNING,R05ASE309,2200,096ELAS001,AAS096EL1002A,22-02-08 14:40,22-02-07 16:55,EliteMT,FBGA-96UEL-3,3316,02/11/2022 MP,,,R05ASDG08,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,22-02-08 14:40
BB817,MAXUM,RUNNING,R06ABAP03,2200,008YDAB014,AAB008YD2003A,22-02-08 16:54,22-02-08 07:51,WINBOND,DFN-08YD2A,7040,02/12/2022 MP,,,R05ABJK02,DFN-08YD2A,WINBOND,AAB008YD2003A,1091A07T21,778.278,22-02-08 16:54
BB818,MAXUM,RUNNING,R06MSEZ04,2200,096ECMS003,AMS096EC1002A,22-02-09 01:34,22-02-08 07:56,MTI,FBGA-96UEC,5570,02/13/2022 MP,,,R06MSEX05,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,315.8637,22-02-09 01:34
BB819,MAXUM,RUNNING,R06MSEX07,2200,096ECMS003,AMS096EC1002A,22-02-08 10:23,22-02-08 05:02,MTI,FBGA-96UEC,1673,02/14/2022 MP,1091A06T41,,R06MSER04,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,315.8637,22-02-08 10:23
BB821,MAXUM,RUNNING,R05ABF302,2200,008YQAB090,AAB008YQ2039B,22-02-08 14:30,22-02-08 05:14,WINBOND,STDFN-08YQ2A,4320,02/16/2022 MP,,,R05ABF109,STDFN-08YQ2A,WINBOND,AAB008YQ2039B,1091A07T21,466.0613,22-02-08 14:30
BB822,MAXUM,RUNNING,R05ASE417,2200,096ELAS001,AAS096EL1002A,22-02-08 10:57,22-02-07 15:24,EliteMT,FBGA-96UEL-3,2980,02/17/2022 MP,1091G08PA1,,R05ASDQ07,FBGA-96UEL-3,EliteMT,AAS096EL1001A,1091G08PA1,152.4326,22-02-08 10:57
BB823,MAXUM,RUNNING,R05NIJA06,2200,010YKNI037,ANI010YK3001A,22-02-08 10:31,22-02-08 02:47,DIALOG,QFN-10YK2A,10750,02/18/2022 MP,1091A08T41,,R05ASFM01,FBGA-84UC,EliteMT,AAS084CC2011A,1091G08PA1,1391.0823,22-02-08 10:31
BB824,MAXUM,RUNNING,R05NIJD02,2200,010YKNI037,ANI010YK3001A,22-02-08 10:29,22-02-08 02:45,DIALOG,QFN-10YK2A,10750,02/19/2022 MP,1091A08T41,,R05VGEJ27,DFN-08Y62D,ISSI-VG,ABU008Y62011A,1091A07C41,1391.0823,22-02-08 10:29
BB825,MAXUM,RUNNING,R05ASAP10,2200,162KEAS010,AAS162KE1008A,22-02-08 15:08,22-02-07 02:54,EliteMT,STBGA162B4U,3328,02/20/2022 MP,1091G08PA4,,R05ASAN10,STBGA162B4U,EliteMT,AAS162KE1008A,1091G08PA4,91.8472,22-02-08 15:08
BB826,MAXUM,RUNNING,R04ASBC04,2200,048MAAS011,AAS048MAB008A,22-02-09 02:01,22-02-08 03:48,EliteMT,MINIBGA48J3U,6120,02/21/2022 MP,1091G08PA4,,R05ASFL01,FBGA-84UC,EliteMT,AAS084CC2011A,1091G08PA1,275.3955,22-02-09 02:01
BB827,MAXUM,RUNNING,R06ABDG09,2200,008YMAB068,AAB008YM2018A,22-02-08 12:28,22-02-08 04:31,WINBOND,DFN-08YM2D,9830,02/22/2022 MP,1091A07T21,,R06ABDJ07,DFN-08YM2D,WINBOND,AAB008YM2018A,1091A07T21,1241.3526,22-02-08 12:28
BB828,MAXUM,RUNNING,R05ASEU01,2200,096ELAS001,AAS096EL1002A,22-02-08 10:11,22-02-07 21:32,EliteMT,FBGA-96UEL-3,1925,02/23/2022 MP,,,R05ASE415,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,22-02-08 10:11
BB831,MAXUM,RUNNING,R04ASBC02,2200,048MAAS011,AAS048MAB008A,22-02-08 12:08,22-02-07 14:01,EliteMT,MINIBGA48J3U,6090,02/26/2022 MP,1091G08PA4,,R04ASBC08,MINIBGA48J3U,EliteMT,AAS048MAB008A,1091G08PA4,275.3955,22-02-08 12:08
BB832,MAXUM,RUNNING,R06MSEZ03,2200,096ECMS003,AMS096EC1002A,22-02-08 14:01,22-02-07 20:37,MTI,FBGA-96UEC,5492,02/27/2022 MP,,,R06MSEQ06,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,315.8637,22-02-08 14:01
BB833,MAXUM,IDLE,,,,AAB008YQ2036A,,22-02-08 07:59,,,,02/28/2022 MP,,,R05ABEI10,DFN-08YQ2A,WINBOND,AAB008YQ2036A,1091A07T21,1039.1693,
BB834,MAXUM,RUNNING,R05ASAQ01,2200,162KEAS010,AAS162KE1008A,22-02-09 02:14,22-02-07 14:31,EliteMT,STBGA162B4U,3280,,1091G08PA4,,R05ASAN07,STBGA162B4U,EliteMT,AAS162KE1008A,1091G08PA4,91.8472,22-02-09 02:14
BB835,MAXUM,RUNNING,R04ASBC07,2200,048MAAS011,AAS048MAB008A,22-02-09 04:07,22-02-08 06:08,EliteMT,MINIBGA48J3U,6056,,1091G08PA4,,R05ASFL02,FBGA-84UC,EliteMT,AAS084CC2011A,1091G08PA1,275.3955,22-02-09 04:07
BB836,MAXUM,RUNNING,R05ASAQ09,2200,162KEAS010,AAS162KE1008A,22-02-09 08:40,22-02-07 20:44,EliteMT,STBGA162B4U,3300,,1091G08PA4,,R05ASAP02,STBGA162B4U,EliteMT,AAS162KE1008A,1091G08PA4,91.8472,22-02-09 08:40
BB837,MAXUM,RUNNING,R05ABGF08,2200,008YBAB012,AAB008YB2003A,22-02-08 10:23,22-02-07 22:13,WINBOND,DFN-08YB2G,12480,,1091A07T21,,R05ABGF06,DFN-08YB2G,WINBOND,AAB008YB2003A,1091A07T21,1026.8929,22-02-08 10:23
BB838,MAXUM,RUNNING,R05ASFB07,2200,008YQAS018,AAS008YQ2002B,22-02-08 08:09,22-02-08 03:16,EliteMT,DFN-08YQ2A,4320,,1091G08PA4,,R05ASFB01,DFN-08YQ2A,EliteMT,AAS008YQ2002B,1091G08PA4,885.7602,22-02-08 08:09
BB839,MAXUM,RUNNING,R05NIJA03,2200,010YKNI037,ANI010YK3001A,22-02-08 09:17,22-02-08 01:33,DIALOG,QFN-10YK2A,10750,,1091A08T41,,R05ASEE01,FBGA-84UC,EliteMT,AAS084CC2011A,1091G08PA1,1391.0823,22-02-08 09:17
BB840,MAXUM,RUNNING,R06MSEW01,2200,096ECMS003,AMS096EC1002A,22-02-08 16:07,22-02-07 22:39,MTI,FBGA-96UEC,5519,,1091A06T41,,R06MSEQ05,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,315.8637,22-02-08 16:07
BB841,MAXUM,RUNNING,R05ASEQ09,2200,096ELAS001,AAS096EL1002A,22-02-09 00:59,22-02-08 05:26,EliteMT,FBGA-96UEL-3,2980,,,,R05ASE421,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,22-02-09 00:59
BB842,MAXUM,RUNNING,R05ABEK04,2200,008YQAB010,AAB008YQ2001B,22-02-08 11:01,22-02-08 06:47,WINBOND,DFN-08YQ2A,4320,,1091A07T21,,R05ABEK09,DFN-08YQ2A,WINBOND,AAB008YQ2001B,1091A07T21,1021.4778,22-02-08 11:01
BB843,MAXUM,RUNNING,R04ABL208,3200,008YQAB031,AAB008YQ2004A,22-02-08 08:45,22-02-08 04:27,WINBOND,STDFN-08YQ2A,4320,02/08/2022 MP,1091A07T21,,R04ABL210,STDFN-08YQ2A,WINBOND,AAB008YQ2004A,1091A07T21,689.0868,22-02-08 08:45
BB844,MAXUM,RUNNING,R05ASE307,2200,096ELAS001,AAS096EL1002A,22-02-08 11:01,22-02-07 16:04,EliteMT,FBGA-96UEL-3,2889,02/09/2022 MP,,,R05ASE402,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,22-02-08 11:01
BB845,MAXUM,RUNNING,R05ASEP10,2200,096ELAS001,AAS096EL1002A,22-02-08 12:45,22-02-07 17:12,EliteMT,FBGA-96UEL-3,2980,02/10/2022 MP,,,R05ASE407,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,22-02-08 12:45
BB846,MAXUM,RUNNING,R05ASEP06,2200,096ELAS001,AAS096EL1002A,22-02-08 11:41,22-02-07 16:39,EliteMT,FBGA-96UEL-3,2900,02/11/2022 MP,,,R05ASE409,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,22-02-08 11:41
BB847,MAXUM,IN-REPAIR,,,,AAB008YQ2001B,,22-02-07 07:36,,,,02/12/2022 MP,,,R05ABD101,DFN-08YQ2A,WINBOND,AAB008YQ2001B,1091A07T21,1021.4778,
BB848,MAXUM,RUNNING,R05ASEP02,2200,096ELAS001,AAS096EL1002A,22-02-08 11:20,22-02-07 16:11,EliteMT,FBGA-96UEL-3,2920,02/13/2022 MP,,,R05ASE410,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,22-02-08 11:20
BB849,MAXUM,RUNNING,R05ASE308,2200,096ELAS001,AAS096EL1002A,22-02-08 09:15,22-02-07 14:12,EliteMT,FBGA-96UEL-3,2904,02/14/2022 MP,,,R05ASE401,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,22-02-08 09:15
BB850,MAXUM,RUNNING,R06YZA103,2200,066TSYZ002,AYZ066TS1001A,22-02-08 12:09,22-02-07 22:47,ZJP,TSOP2-66CME,2880,02/15/2022 MP,,,R05ASEC02,FBGA-84UC,EliteMT,AAS084CC2011A,1091G08PA1,215.55,22-02-08 12:09
BB851,MAXUM,RUNNING,R05ASEP03,2200,096ELAS001,AAS096EL1002A,22-02-08 16:32,22-02-07 21:15,EliteMT,FBGA-96UEL-3,2938,02/16/2022 MP,,,R05ASE405,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,22-02-08 16:32
