ENTITY,MODEL,STATUS,LOT#,OPER,PRODUCT,BOND ID,OUTPLAN,IN TIME,CUST,PIN_PKG,WIP,PM,Lot Part Id,Lot Urgent Code,Last Wip Lot,Last Pin Package,Last Cust,Last bd id,Last Part ID,G.UPH,wip_outplan_time
BB211,UTC3000,SETUP,,,,ANV345XTG001A,22-02-08 09:01,22-02-08 07:37,,,,,,,R06AWAP03,TSOP1-48/48M,MXIC,AAW048TP1024D,1091A08T41,73.5056,
BB212,UTC3000,RUNNING,R06MSEU04,2200,096ECMS003,AMS096EC1002A,22-02-08 19:25,22-02-08 01:57,MTI,FBGA-96UEC,5600,,1091A06T41,,R06MSE105,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,320.6464,22-02-08 19:25
BB213,UTC3000,RUNNING,R06AWAP11,2200,048TPAW056,AAW048TP1024D,22-02-08 08:46,22-02-08 03:47,MXIC,TSOP1-48/48M,2160,,1091A08T41,,R06AWAP08,TSOP1-48/48M,MXIC,AAW048TP1024D,1091A08T41,433.8075,22-02-08 08:46
BB214,UTC3000,RUNNING,R05AWA404,2200,048TPAW086,AAW048TP1041B,22-02-08 14:34,22-02-08 05:17,MXIC,TSOP1-48/M2,720,,1091A08T41,,R04AWDA25,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,77.5263,22-02-08 14:34
BB215,UTC3000,ENG,,,,ABU024XJ6003A,22-02-08 07:29,22-02-08 07:29,,,,02/08/2022 MP,,,R05VGE601,STBGA24J4U,ISSI-VG,ABU024XJ6003A,1091A07T41,498.1971,
BB216,UTC3000,RUNNING,P46UKT303,2200,012DNUK014,AUK012DN2003A,22-02-09 04:25,22-02-08 05:43,QST,LGA12CBP,24000,02/09/2022 MP,1091A07C41,,P46UKT301,LGA12CBP,QST,AUK012DN2003A,1091A07C41,1057.7735,22-02-09 04:25
BB217,UTC3000,RUNNING,R06MSG107,2200,096ECMS003,AMS096EC1002A,22-02-08 08:18,22-02-08 03:17,MTI,FBGA-96UEC,1586,02/10/2022 MP,,,R06MSG308,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,320.6464,22-02-08 08:18
BB218,UTC3000,RUNNING,R06MSAT02,2200,078EPMS003,AMS078EP1001A,22-02-08 19:09,22-02-07 19:59,MTI,FBGA-78UEP,6000,02/11/2022 MP,,,R05MSL401,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,258.9276,22-02-08 19:09
BB219,UTC3000,RUNNING,R03NVBK09,2200,345XTNV080,ANV345XTG002A,22-02-08 16:10,22-02-08 06:21,PHISON,STBGA345NBC,682,02/12/2022 MP,1091A07C41,P,R03NVBK05,STBGA345NBC,PHISON,ANV345XTG002A,1091A07C41,69.5439,22-02-08 16:10
BB220,UTC3000,RUNNING,R06MSBJ02,2200,078EPMS003,AMS078EP1001A,22-02-08 12:29,22-02-07 13:37,MTI,FBGA-78UEP,5920,02/13/2022 MP,,,R05MSL901,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,258.9276,22-02-08 12:29
BB221,UTC3000,RUNNING,R06MSES03,2200,096ECMS003,AMS096EC1002A,22-02-08 19:50,22-02-08 02:30,MTI,FBGA-96UEC,5558,02/14/2022 MP,1091A06T41,,R06MSES02,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,320.6464,22-02-08 19:50
BB222,UTC3000,RUNNING,R06MSAV04,2200,078EPMS003,AMS078EP1001A,22-02-08 20:07,22-02-08 00:39,MTI,FBGA-78UEP,5040,02/15/2022 MP,,,R05MSL404,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,258.9276,22-02-08 20:07
BB223,UTC3000,RUNNING,R06MSJ603,2200,096ECMS010,AMS096EC3001B,22-02-08 17:08,22-02-07 20:44,MTI,FBGA-96UEC,5579,02/16/2022 MP,1091A06T21,,R05MSG107,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,273.6119,22-02-08 17:08
BB224,UTC3000,RUNNING,R06AWAP15,2200,048TPAW056,AAW048TP1024D,22-02-08 11:45,22-02-08 06:47,MXIC,TSOP1-48/48M,2160,02/17/2022 MP,1091A08T41,,R06AWAP14,TSOP1-48/48M,MXIC,AAW048TP1024D,1091A08T41,433.8075,22-02-08 11:45
BB225,UTC3000,RUNNING,R06MSJ702,2200,096ECMS010,AMS096EC3001B,22-02-08 19:37,22-02-07 23:20,MTI,FBGA-96UEC,5548,02/18/2022 MP,1091A06T21,,R05MSG104,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,273.6119,22-02-08 19:37
BB226,UTC3000,RUNNING,R06MSG602,2200,096ECMS003,AMS096EC1002A,22-02-08 12:03,22-02-07 18:52,MTI,FBGA-96UEC,5506,02/19/2022 MP,,,R06MSE701,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,320.6464,22-02-08 12:03
BB227,UTC3000,RUNNING,R05MSL403,2200,078EPMS003,AMS078EP1001A,22-02-08 06:15,22-02-07 07:13,MTI,FBGA-78UEP,5960,02/20/2022 MP,1091A06T21,,R05MSL702,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,258.9276,22-02-08 06:15
BB228,UTC3000,RUNNING,R06AWAP02,2200,048TPAW056,AAW048TP1024D,22-02-08 07:04,22-02-08 02:06,MXIC,TSOP1-48/48M,2160,02/21/2022 MP,1091A08T41,,R06AWAP06,TSOP1-48/48M,MXIC,AAW048TP1024D,1091A08T41,433.8075,22-02-08 07:04
BB229,UTC3000,WAIT-REPAIR,,,,ACD054TN1002B,,22-02-06 03:47,,,,02/22/2022 MP,,,R05CDAJ01,TSOP2-54ME,ETRON,ACD054TN1002B,1091A07T21,226.9653,
BB230,UTC3000,RUNNING,R05AWCE02,3200,024XJAW020,AAW024XJ6010B,22-02-08 12:55,22-02-08 00:51,MXIC,STBGA24A4L,4138,02/23/2022 MP,1091A07T41,,R05AWCE01,STBGA24A4L,MXIC,AAW024XJ6010B,1091A07T41,342.7166,22-02-08 12:55
BB231,UTC3000,RUNNING,R06MSJV03,2200,096ECMS010,AMS096EC3001B,22-02-09 02:50,22-02-08 06:29,MTI,FBGA-96UEC,5566,02/24/2022 MP,1091A06T21,,R05MSG104,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,273.6119,22-02-09 02:50
BB232,UTC3000,RUNNING,R06MSB404,2200,078EPMS003,AMS078EP1001A,22-02-08 14:16,22-02-07 21:16,MTI,FBGA-78UEP,4394,02/25/2022 MP,1091A06T21,,R05MSL304,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,258.9276,22-02-08 14:16
BB233,UTC3000,RUNNING,P46UKT302,2200,012DNUK014,AUK012DN2003A,22-02-08 11:49,22-02-07 13:07,QST,LGA12CBP,24000,02/26/2022 MP,1091A07C41,,P46UKT105,LGA12CBP,QST,AUK012DN2003A,1091A07C41,1057.7735,22-02-08 11:49
BB234,UTC3000,RUNNING,R05AWA409,2200,048TPAW086,AAW048TP1041B,22-02-08 11:37,22-02-08 02:20,MXIC,TSOP1-48/M2,720,02/27/2022 MP,1091A08T41,,R05AWA101,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,77.5263,22-02-08 11:37
BB235,UTC3000,RUNNING,R05CDAJ04,2200,054TNCD027,ACD054TN1002B,22-02-08 07:56,22-02-08 01:13,ETRON,TSOP2-54ME,1518,02/28/2022 MP,1091A07T21,,R05CDAJ02,TSOP2-54ME,ETRON,ACD054TN1002B,1091A07T21,226.9653,22-02-08 07:56
BB441,UTC1000S,RUNNING,R05CDBH01,2200,054TNCD030,ACD054TN1003A,22-02-07 16:24,22-02-07 04:27,ETRON,TSOP2-54ME,2880,,1091A07T21,,R06ABBC02,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,240.9403,22-02-07 16:24
BB442,UTC1000S,RUNNING,R05CDBI08,2200,054TNCD030,ACD054TN1003A,22-02-08 17:50,22-02-08 05:53,ETRON,TSOP2-54ME,2880,,1091A07T21,,R05CDBH02,TSOP2-54ME,ETRON,ACD054TN1003A,1091A07T21,240.9403,22-02-08 17:50
BB443,UTC1000S,RUNNING,R05CDBH07,2200,054TNCD030,ACD054TN1003A,22-02-07 21:16,22-02-07 09:19,ETRON,TSOP2-54ME,2880,,1091A07T21,,R06ABBH05,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,240.9403,22-02-07 21:16
BB444,UTC1000S,ENG,,,,AAW024MA6029D,22-02-08 07:29,22-02-08 07:29,,,,,,,R05AWAC05,MINIBGA24A3L,MXIC,AAW024MA6013C,1091A07T41,683.4812,
BB445,UTC1000S,RUNNING,R06MSB802,2200,078EPMS003,AMS078EP1001A,22-02-08 23:05,22-02-08 01:22,MTI,FBGA-78UEP,5960,,,,R05MSKT04,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,274.5263,22-02-08 23:05
BB446,UTC1000S,RUNNING,R05BUB211,2200,054MFBU004,BU054MF1002A,22-02-08 06:48,22-02-07 18:10,ICSI,MINIBGA54A4,3808,,1091A09C21,,R05BUBF04,FBGA-96LEA,ICSI,ABU096EA1001A,1091A07C21,301.7539,22-02-08 06:48
BB447,UTC1000S,RUNNING,R04RKB504,2200,078EPRK003,ARK078EP1001B,22-02-09 08:31,22-02-06 10:30,RK,FBGA-78UEP,5993,,1091A06C21,P,R04RKAT01,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,194.1381,22-02-09 08:31
BB448,UTC1000S,RUNNING,R06MSFN04,2200,096EFMS006,AMS096EF2001A,22-02-08 20:57,22-02-07 18:12,MTI,FBGA-96UEF,4970,02/08/2022 MP,1091A06T21,,R06MSF403,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,185.8141,22-02-08 20:57
BB449,UTC1000S,ENG,,,,ABU064RK1007A,22-02-08 02:19,22-02-08 02:19,,,,02/09/2022 MP,,,R05MSLH18,TSOP1-48AM,MTI,AMS048TW1037A,1091A07T41,,
BB450,UTC1000S,RUNNING,R06ABB905,2200,054NBAB001,AB054NB2002A,22-02-08 14:43,22-02-08 05:02,WINBOND,VFBGA54B4,3920,02/10/2022 MP,1091A08T21,,R06ABB907,VFBGA54B4,WINBOND,AB054NB2002A,1091A08T21,404.483,22-02-08 14:43
BB451,UTC1000S,IDLE,,,,AAB096EL1003A,,22-02-07 21:29,,,,02/11/2022 MP,,,R06ABBE07,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,243.0216,
BB452,UTC1000S,WAIT-SETUP,,,,AAW048TP1024D,,22-02-08 07:22,,,,02/12/2022 MP,,,R05BUB612,MINIBGA165A3,ICSI,ABU165ML3013A,1091A10C41,364.4237,
BB453,UTC1000S,RUNNING,R05BUB208,2200,054MFBU004,BU054MF1002A,22-02-08 12:30,22-02-07 23:38,ICSI,MINIBGA54A4,3880,02/13/2022 MP,1091A09C21,,R05BUB201,MINIBGA54A4,ICSI,BU054MF1002A,1091A09C21,301.7539,22-02-08 12:30
BB454,UTC1000S,IDLE,,,,ARK078EP1001B,,22-02-08 07:47,,,,02/14/2022 MP,,,R04RKAT03,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,194.1381,
BB455,UTC1000S,STOP,,,,ACD054TN1003A,22-02-08 07:15,22-02-08 07:15,,,,02/15/2022 MP,,,R05CDBH04,TSOP2-54ME,ETRON,ACD054TN1003A,1091A07T21,240.9403,
BB456,UTC1000S,WAIT-REPAIR,R06ABB103,2200,178NNAB002,AAB178NN2001A,22-02-08 09:53:01,22-02-08 05:50,WINBOND,VFBGA178JEU,994,02/16/2022 MP,,,R05AWBJ20,TSOP1-48/48M,MXIC,AAW048TP1043B,1091A08T41,132.725,22-02-08 09:53
BB457,UTC1000S,RUNNING,R05BUBN03,2200,048MABU067,ABU048MA7003A,22-02-09 00:35,22-02-08 05:38,ICSI,MINIBGA48J3U,6120,02/17/2022 MP,1091A07C21,,R05BUBN02,MINIBGA48J3U,ICSI,ABU048MA7003A,1091A07C21,322.8089,22-02-09 00:35
BB458,UTC1000S,IDLE,,,,AAB096EL1003A,,22-02-08 02:23,,,,02/18/2022 MP,,,R06ABBE03,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,243.0216,
BB459,UTC1000S,WAIT-SETUP,,,,ACD054TN1003A,,22-02-08 05:18,,,,02/19/2022 MP,,,R80CMD201,FBGA-96UEA,ENG,ABU096EA4001A,1091A07C21,240.9403,
BB460,UTC1000S,RUNNING,R06MSC511,2200,048TWMS063,AMS048TW1053A,22-02-08 13:14,22-02-08 06:21,MTI,TSOP1-48AM,2160,02/20/2022 MP,1091A07T41,,R06MSC504,TSOP1-48AM,MTI,AMS048TW1053A,1091A07T41,313.3538,22-02-08 13:14
BB461,UTC1000S,RUNNING,R05BUB901,2200,054MFBU009,ABU054MF6001A,22-02-08 14:22,22-02-07 22:45,ICSI,MINIBGA54J4U,4440,02/21/2022 MP,,,R04RKAX04,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,284.3231,22-02-08 14:22
BB462,UTC1000S,RUNNING,R06MSC508,2200,048TWMS063,AMS048TW1053A,22-02-08 11:05,22-02-08 04:11,MTI,TSOP1-48AM,2160,02/22/2022 MP,1091A07T41,,R06MSC510,TSOP1-48AM,MTI,AMS048TW1053A,1091A07T41,313.3538,22-02-08 11:05
BB463,UTC1000S,RUNNING,R06MSAP02,2200,078EPMS003,AMS078EP1001A,22-02-09 02:03,22-02-08 04:16,MTI,FBGA-78UEP,5979,02/23/2022 MP,,,R05MSL902,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,274.5263,22-02-09 02:03
BB465,UTC1000S,WAIT-SETUP,,,,AAW048TP1024D,,22-02-08 07:23,,,,02/24/2022 MP,,,R05BUB620,MINIBGA165A3,ICSI,ABU165ML3013A,1091A10C41,364.4237,
BB466,UTC1000S,RUNNING,R06MSFK03,2200,096EFMS006,AMS096EF2001A,22-02-08 17:59,22-02-07 15:35,MTI,FBGA-96UEF,4905,02/25/2022 MP,1091A06T21,,R06MSA605,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,185.8141,22-02-08 17:59
BB467,UTC1000S,RUNNING,R06MSB402,2200,078EPMS003,AMS078EP1001A,22-02-09 04:35,22-02-08 06:52,MTI,FBGA-78UEP,5960,02/26/2022 MP,1091A06T21,,R06MSB104,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,274.5263,22-02-09 04:35
BB468,UTC1000S,RUNNING,R05BUB207,2200,054MFBU004,BU054MF1002A,22-02-08 11:42,22-02-07 22:51,ICSI,MINIBGA54A4,3875,02/27/2022 MP,1091A09C21,,R05BUB205,MINIBGA54A4,ICSI,BU054MF1002A,1091A09C21,301.7539,22-02-08 11:42
BB469,UTC1000S,WAIT-SETUP,,,,AMS048TW1065A,,22-02-08 06:09,,,,02/28/2022 MP,,,R04RKB304,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,380.2036,
BB470,UTC1000S,IDLE,,,,ABU165ML3013A,,22-02-08 06:13,,,,,,,R05BUB619,MINIBGA165A3,ICSI,ABU165ML3013A,1091A10C41,210.9658,
BB471,UTC1000S,RUNNING,R06MSA602,2200,096EFMS006,AMS096EF2001A,22-02-08 16:33,22-02-07 14:45,MTI,FBGA-96UEF,4793,,1091A06T21,,R05MSEU01,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,185.8141,22-02-08 16:33
BB472,UTC1000S,RUNNING,R06AWAF01,2200,024MAAW045,AAW024MA6022C,22-02-08 16:02,22-02-08 02:58,MXIC,MINIBGA24A4L,8401,,,,R06AWAE01,MINIBGA24A4L,MXIC,AAW024MA6022C,1091A07T41,643.1842,22-02-08 16:02
BB473,UTC1000S,RUNNING,R06MSCH17,2200,048TWMS068,AMS048TW1058A,22-02-08 09:07,22-02-08 02:54,MTI,TSOP1-48AM,2160,,1091A07T41,,R06MSCH04,TSOP1-48AM,MTI,AMS048TW1058A,1091A07T41,347.2018,22-02-08 09:07
BB474,UTC1000S,RUNNING,R05BUB617,2200,165MLBU055,ABU165ML3013A,22-02-08 04:42,22-02-08 00:10,ICSI,MINIBGA165A3,958,,1091A10C41,,R05BUB606,MINIBGA165A3,ICSI,ABU165ML3013A,1091A10C41,210.9658,22-02-08 04:42
BB475,UTC1000S,RUNNING,R06MSFI03,2200,096EFMS006,AMS096EF2001A,22-02-08 15:13,22-02-07 12:39,MTI,FBGA-96UEF,4937,,1091A06T21,,R05MSF901,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,185.8141,22-02-08 15:13
BB476,UTC1000S,RUNNING,R06MSC507,2200,048TWMS063,AMS048TW1053A,22-02-08 09:43,22-02-08 02:49,MTI,TSOP1-48AM,2160,,1091A07T41,,R06MSC413,TSOP1-48AM,MTI,AMS048TW1053A,1091A07T41,313.3538,22-02-08 09:43
BB477,UTC1000S,RUNNING,R06MSA103,2200,090NCMS008,AMS090NC4003A,22-02-08 21:36,22-02-08 01:17,MTI,VFBGA90K8L,4118,02/08/2022 MP,,,R05MSFB08,VFBGA90K8L,MTI,AMS090NC4003A,1091A07T21,202.7351,22-02-08 21:36
BB478,UTC1000S,RUNNING,R06MSC506,2200,048TWMS063,AMS048TW1053A,22-02-08 09:25,22-02-08 02:32,MTI,TSOP1-48AM,2160,02/09/2022 MP,1091A07T41,,R06MSC503,TSOP1-48AM,MTI,AMS048TW1053A,1091A07T41,313.3538,22-02-08 09:25
BB479,UTC1000S,RUNNING,R06MSB604,2200,078EPMS003,AMS078EP1001A,22-02-08 20:42,22-02-08 05:25,MTI,FBGA-78UEP,4187,02/10/2022 MP,,,R05MSL402,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,274.5263,22-02-08 20:42
BB480,UTC1000S,RUNNING,R05CDBI01,2200,054TNCD030,ACD054TN1003A,22-02-08 09:23,22-02-07 21:25,ETRON,TSOP2-54ME,2880,02/11/2022 MP,1091A07T21,,R05CDBG10,TSOP2-54ME,ETRON,ACD054TN1003A,1091A07T21,240.9403,22-02-08 09:23
BB481,UTC1000S,RUNNING,R06AWAF02,2200,024MAAW045,AAW024MA6022C,22-02-08 08:26,22-02-07 19:17,MXIC,MINIBGA24A4L,8456,02/12/2022 MP,,,R06AWAC01,MINIBGA24A4L,MXIC,AAW024MA6022C,1091A07T41,643.1842,22-02-08 08:26
BB482,UTC1000S,RUNNING,R05BUBA01,2200,024MABU002,ABU024MA6002B,22-02-08 08:12,22-02-08 07:47,ICSI,MBGA24J3U,200,02/13/2022 MP,,,R04RKAW04,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,605.4434,22-02-08 08:12
BB483,UTC1000S,RUNNING,R05MSF702,2200,096EFMS006,AMS096EF2001A,22-02-08 19:20,22-02-07 18:25,MTI,FBGA-96UEF,4629,02/14/2022 MP,1091A06T21,,R06MSA504,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,185.8141,22-02-08 19:20
BB484,UTC1000S,RUNNING,R04RKB103,2200,078EPRK003,ARK078EP1001B,22-02-09 04:41,22-02-05 13:30,RK,FBGA-78UEP,5975,02/15/2022 MP,1091A06C21,P,R04RKAY04,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,194.1381,22-02-09 04:41
BB485,UTC1000S,RUNNING,R06MSEX02,2200,096ECMS003,AMS096EC1002A,22-02-08 11:01,22-02-07 15:09,MTI,FBGA-96UEC,5600,02/16/2022 MP,1091A06T41,,R06MSJ801,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,281.9699,22-02-08 11:01
BB486,UTC1000S,IDLE,,,,AAB096EL1003A,,22-02-08 01:51,,,,02/17/2022 MP,,,R06ABBE07A,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,243.0216,
BB487,UTC1000S,IDLE,,,,ARK078EP1001B,,22-02-08 07:58,,,,02/18/2022 MP,,,R04RKAW04,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,194.1381,
BB488,UTC1000S,RUNNING,R05BUB212,2200,054MFBU004,BU054MF1002A,22-02-08 15:22,22-02-08 07:53,ICSI,MINIBGA54A4,2251,02/19/2022 MP,1091A09C21,,R05BUB210,MINIBGA54A4,ICSI,BU054MF1002A,1091A09C21,301.7539,22-02-08 15:22
BB489,UTC1000S,WAIT-SETUP,,,,AAB178NN2001A,,22-02-08 03:31,,,,02/20/2022 MP,,,R06AWA102,MBGA24J3U,MXIC,AAW024MAA006A,1091A07T41,132.725,
BB490,UTC1000S,WAIT-REPAIR,,,,AMS096EC3001B,,22-02-07 10:34,,,,02/21/2022 MP,,,R05MSFR01,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,240.3634,
BB496,UTC1000S,RUNNING,R06MSC905,2200,048TWMS080,AMS048TW1065A,22-02-08 08:08,22-02-08 02:27,MTI,TSOP1-48AM,2160,02/22/2022 MP,1091A07T41,,R06MSC807,TSOP1-48AM,MTI,AMS048TW1065A,1091A07T41,380.2036,22-02-08 08:08
BB497,UTC1000S,RUNNING,R06MSJ803,2200,096ECMS010,AMS096EC3001B,22-02-08 11:46,22-02-07 12:28,MTI,FBGA-96UEC,5600,02/23/2022 MP,1091A06T21,,R05MSFN06,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,240.3634,22-02-08 11:46
BB498,UTC1000S,RUNNING,R06MSA102,2200,090NCMS008,AMS090NC4003A,22-02-08 06:13,22-02-07 09:54,MTI,VFBGA90K8L,4120,02/24/2022 MP,,,R05MSFB07,VFBGA90K8L,MTI,AMS090NC4003A,1091A07T21,202.7351,22-02-08 06:13
BB499,UTC1000S,RUNNING,R06MSJ804,2200,096ECMS010,AMS096EC3001B,22-02-08 06:22,22-02-07 07:13,MTI,FBGA-96UEC,5565,02/25/2022 MP,1091A06T21,,R05MSFU05,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,240.3634,22-02-08 06:22
BB500,UTC1000S,ENG,,,,ACD096EL1002A,22-02-07 02:03,22-02-07 02:03,,,,02/26/2022 MP,,,P49RKB503,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,301.9248,
BB501,UTC1000S,RUNNING,R06MSCI09,2200,048TWMS068,AMS048TW1058A,22-02-08 13:31,22-02-08 07:18,MTI,TSOP1-48AM,2160,02/27/2022 MP,,,R06MSCH14,TSOP1-48AM,MTI,AMS048TW1058A,1091A07T41,347.2018,22-02-08 13:31
BB502,UTC1000S,RUNNING,R03YZAI16,2200,096EIYZ001,AYZ096EI1002A,22-02-08 15:12,22-02-08 01:22,ZJP,FBGA-96UEI,2940,02/28/2022 MP,1091A07T21,,R03YZAI04,FBGA-96UEI,ZJP,AYZ096EI1002A,1091A07T21,,22-02-08 15:12
BB503,UTC1000S,ENG,,,,AYZ096EI1002A,22-02-08 06:34,22-02-08 06:34,,,,,,,R03YZA903,FBGA-96UEI,ZJP,AYZ096EI1002A,1091A07T21,,
BB504,UTC1000S,RUNNING,R05MSL502,2200,078EPMS003,AMS078EP1001A,22-02-08 10:10,22-02-07 12:28,MTI,FBGA-78UEP,5955,,1091A06T21,,R04RKAV04,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,274.5263,22-02-08 10:10
BB505,UTC1000S,RUNNING,R03YZAJ02,2200,096EIYZ001,AYZ096EI1002A,22-02-08 02:59,22-02-07 13:15,ZJP,FBGA-96UEI,2920,,1091A07T21,,R03YZAI09,FBGA-96UEI,ZJP,AYZ096EI1002A,1091A07T21,,22-02-08 02:59
BB506,UTC1000S,RUNNING,R05CDAM01,2200,054MFCD004,ACD054MF2004A,22-02-08 15:45,22-02-07 20:58,ETRON,MBGA54A2L,6153,,,,R05BUBH01,FBGA-96UEF,ICSI,ABU096EF2002A,1091A07T21,327.5275,22-02-08 15:45
BB507,UTC1000S,RUNNING,R05BUB903,2200,054MFBU009,ABU054MF6001A,22-02-08 14:26,22-02-07 22:45,ICSI,MINIBGA54J4U,4460,,,,R04RKAX01,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,284.3231,22-02-08 14:26
BB508,UTC1000S,RUNNING,R05ABJB04,2200,048TWAB016,AAB048TW2002A,22-02-07 21:20,22-02-07 17:28,WINBOND,TSOP1-48AM,2160,,,,R05BUAL03,FBGA-96UEF,ICSI,ABU096EF2001A,1091A07T21,557.3954,22-02-07 21:20
BB509,UTC1000S,RUNNING,R06MSAX04,2200,078EPMS003,AMS078EP1001A,22-02-08 10:28,22-02-07 18:18,MTI,FBGA-78UEP,4431,,1091A06T21,,R06MSAW02,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,274.5263,22-02-08 10:28
BB510,UTC1000S,RUNNING,R06MSA503,2200,096EFMS006,AMS096EF2001A,22-02-09 06:17,22-02-06 04:56,MTI,FBGA-96UEF,4800,02/08/2022 MP,1091A06T21,,R06MSG702,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,185.8141,22-02-09 06:17
BB511,UTC1000S,RUNNING,R06MSC509,2200,048TWMS063,AMS048TW1053A,22-02-08 13:40,22-02-08 06:46,MTI,TSOP1-48AM,2160,02/09/2022 MP,1091A07T41,,R06MSC502,TSOP1-48AM,MTI,AMS048TW1053A,1091A07T41,313.3538,22-02-08 13:40
BB512,UTC1000S,RUNNING,R06MSC512,2200,048TWMS063,AMS048TW1053A,22-02-08 13:34,22-02-08 06:40,MTI,TSOP1-48AM,2160,02/10/2022 MP,1091A07T41,,R06MSC501,TSOP1-48AM,MTI,AMS048TW1053A,1091A07T41,313.3538,22-02-08 13:34
BB513,UTC1000S,RUNNING,R06MSF402,2200,096EFMS006,AMS096EF2001A,22-02-07 18:51,22-02-06 16:22,MTI,FBGA-96UEF,4920,02/11/2022 MP,1091A06T21,,R06MSA502,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,185.8141,22-02-07 18:51
BB514,UTC1000S,RUNNING,R06MSFP02,2200,096EFMS006,AMS096EF2001A,22-02-08 16:53,22-02-07 14:46,MTI,FBGA-96UEF,4854,02/12/2022 MP,,,R05MSEU01,FBGA-96UEF,MTI,AMS096EF2001A,1091A06T21,185.8141,22-02-08 16:53
BB515,UTC1000S,RUNNING,R06ABB206,2200,178NNAB002,AAB178NN2001A,22-02-08 15:00,22-02-07 23:44,WINBOND,VFBGA178JEU,2025,02/13/2022 MP,1091A07T21,,R06ABAW03,VFBGA178JEU,WINBOND,AAB178NN2001A,1091A07T21,132.725,22-02-08 15:00
BB516,UTC1000S,RUNNING,R06MSJA04,2200,096ECMS010,AMS096EC3001B,22-02-08 02:47,22-02-07 03:37,MTI,FBGA-96UEC,5568,02/14/2022 MP,1091A06T21,,R05MSFT07,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,240.3634,22-02-08 02:47
BB517,UTC1000S,IDLE,,,,AAB096EL1003A,,22-02-07 16:56,,,,02/15/2022 MP,,,R06ABBD07,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,243.0216,
BB518,UTC1000S,RUNNING,R06MSJC03,2200,096ECMS010,AMS096EC3001B,22-02-09 05:52,22-02-08 06:34,MTI,FBGA-96UEC,5600,02/16/2022 MP,1091A06T21,,R06MSJ503,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,240.3634,22-02-09 05:52
BB519,UTC1000S,RUNNING,R05MSL503,2200,078EPMS003,AMS078EP1001A,22-02-08 06:22,22-02-07 08:36,MTI,FBGA-78UEP,5973,02/17/2022 MP,1091A06T21,,R04RKAU03,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,274.5263,22-02-08 06:22
BB520,UTC1000S,WAIT-REPAIR,R04RKAN02,2200,078EPRK003,ARK078EP1001B,22-02-09 07:30:42,22-02-08 06:54,RK,FBGA-78UEP,5999,02/18/2022 MP,1091A06C21,P,R04RKAX02,FBGA-78UEP,RK,ARK078EP1001B,1091A06C21,194.1381,22-02-09 07:30
