arrival_time,bd_id,cust,end_time,entity,lot_number,oper,part_id,part_no,pin_pkg,process_time,prod_id,qty,start_time
15.000000,ACD096EF2001B,ETRON,1362.683592,BB231,R14CDB501,2200,1091A07T41,A0801CB0889,FBGA-96UEF,1277.683592,096EFCD001,4907,85.000000
15.000000,ACD084CC2003A,ETRON,1145.963197,BB233,R14CDC501,2200,1091A07T41,A0801CB0660,FBGA-84UC(2),1003.963197,084UCCD007,5552,142.000000
15.000000,AAB096EL1017A,WINBOND,947.210805,BB442,R14ABNG01,2200,1091A07T21,A0801CB1307,FBGA96UEL(2),932.210805,096ELAB047,2942,15.000000
15.000000,AMS078EN1006A,MTI,856.751906,BB452,R14MSDI02,2200,1091A06T21,A0801CB1338,FBGA-78UEN,690.751906,078ENMS018,2104,166.000000
15.000000,CU048MA2012A,ICSI,769.975741,BB460,R14BUAV01,2200,1091A10C41,A0801CB0248,MINIBGA48A1,754.975741,048MABU002,4795,15.000000
15.000000,ABU060C32001D,ICSI,705.674979,BB461,R14BUBK04,2200,1091A08C21,A0801CB0417,FBGA-60M3,642.674979,060C3BU001,3200,63.000000
15.000000,AMS078C93001B,MTI,2107.406088,BB470,R13MSHL02,2200,1091A06T21,A0801CB0823,FBGA-78U9,1926.406088,078U9MS017,6720,181.000000
15.000000,AAW024MA6012A,MXIC,425.955298,BB482,R14AWB702,2200,1091A07T41,A0801CB0700,MINIBGA24A3L,410.955298,024MAAW020,8525,15.000000
15.000000,AUL054TN1003A,SCS,1300.373873,BB487,R14ULA310,2200,1091A08C41,A0801CB1138,TSOP2-54ME,1232.373873,054TNUL006,2880,68.000000
15.000000,AMS078EN1006A,MTI,976.485742,BB502,R14MSDN03,2200,1091A06T21,A0801CB1338,FBGA-78UEN,947.485742,078ENMS018,2886,29.000000
15.000000,AMS078EN1006A,MTI,1196.894896,BB503,R14MSE706,2200,1091A06T21,A0801CB1338,FBGA-78UEN,1181.894896,078ENMS018,3600,15.000000
15.000000,AAB063NW3008A,WINBOND,626.458249,BB505,R14ABM606,2200,1091A07T21,A0801CB1232,VFBGA63BFU,526.458249,063NWAB006,5980,100.000000
15.000000,AMS078EN1006A,MTI,691.634828,BB506,R14MSDL02,2200,1091A06T21,A0801CB1338,FBGA-78UEN,676.634828,078ENMS018,2061,15.000000
15.000000,ABU060C32001D,ICSI,734.674979,BB509,R14BUBK01,2200,1091A08C21,A0801CB0417,FBGA-60M3,642.674979,060C3BU001,3200,92.000000
15.000000,AMS078EN1006A,MTI,1186.060860,BB517,R14MSDA01,2200,1091A06T21,A0801CB1338,FBGA-78UEN,1171.060860,078ENMS018,3567,15.000000
15.000000,ABU048MA7001A,ICSI,664.702042,BB528,R14BUAH02,2200,1091A07C21,A0801CB1057,MINIBGA48J3U,589.702042,048MABU068,2821,75.000000
15.000000,AAW024MA6012A,MXIC,482.591029,BB533,R14AWB701,2200,1091A07T41,A0801CB0700,MINIBGA24A3L,400.591029,024MAAW020,8310,82.000000
15.000000,AMS078EN1006A,MTI,1171.615478,BB537,R14MSDJ02,2200,1091A06T21,A0801CB1338,FBGA-78UEN,1156.615478,078ENMS018,3523,15.000000
15.000000,AMS078C93001B,MTI,2112.406088,BB539,R13MSHL01,2200,1091A06T21,A0801CB0823,FBGA-78U9,1926.406088,078U9MS017,6720,186.000000
15.000000,AMS078C93001B,MTI,4038.812176,BB539,R13MSHL04,2200,1091A06T21,A0801CB0823,FBGA-78U9,1926.406088,078U9MS017,6720,2112.406088
15.000000,BU054MF1002A,ICSI,1224.362713,BB545,R14BUAR04,2200,1091A09C21,A0801CB0248,MINIBGA54A4,448.362713,054MFBU004,1978,776.000000
