bd_id,da_out,da_act
AZA0086A1010A,0.00,0.00
,0.00,0.00
ANI008OK2001A,0.00,0.00
ANI010YK3001A,0.00,0.00
ANI012Y32002D,0.00,0.00
ANI020YU1001M,0.00,0.00
ANI020YU1002B,0.00,0.00
AHQ0442J3005A,0.00,0.00
AAB008YQ3020A,0.00,0.00
AQH072AF1002A,0.00,0.00
ANV153XT9103A,0.00,0.00
AAS008YQ2001B,106.27,8.64
AAS008YQ2016A,0.00,0.00
AAS060NR2004A,0.00,0.00
,0.00,0.00
,0.00,0.00
ABU024MA6024A,0.00,0.00
ABU024XW3009B,10.27,0.00
ABU096EA3001A,0.00,0.00
ABU096EF2001A,0.00,0.00
ABU008YM2003A,0.00,0.00
ABU008YQ2005A,0.00,0.00
AMS078EN1002A,0.00,0.00
AMS078C93001B,0.00,6.72
AMS090NC4003A,0.00,0.00
AAW008Y62019A,0.00,0.00
AAW016D53004A,0.00,0.00
AAW024MA6037B,0.00,0.00
AAW048TP1085A,0.00,0.00
,0.00,0.00
,0.00,0.00
,0.00,0.00
ANV0086A1065A,0.00,0.00
ANV0086A1081A,0.00,0.00
ANV0086A1061A,0.00,0.00
ANV0086A1106A,0.00,0.00
ANV132X2C086A,0.00,0.00
ANV319UK1002A,0.00,0.00
ANV345XTG002A,0.00,0.00
ANV345XTC011A,0.00,0.00
ATH240UE2001A,0.00,0.00
AAB008YQ2041A,0.00,0.00
AAB008YQ3013A,0.00,0.00
AAB008YQ3025A,0.00,0.00
AAB096EL1012A,0.00,0.00
AAB134N94001A,0.00,0.00
AZA0086A1012A,0.00,0.00
AZA0086A1007A,0.00,0.00
,0.00,0.00
ANI008YK3002A,0.00,0.00
ANI020YU1002B,0.00,0.00
AHQ0442J3005A,13.54,0.00
AHQ0442J4004A,0.00,0.00
,0.00,0.00
ANV132X2C075A,0.00,0.00
ATO132Y23001A,0.00,0.00
AAS136XZ4003A,0.00,0.00
ACD008DR1031A,0.00,0.00
ACD084CC2003A,0.00,0.00
AAS008YQ3001A,0.00,0.00
AAS067N51014A,0.00,0.00
AAS136XZ4001A,0.00,0.00
AVE048XZ3007A,0.00,0.00
ABU060C91004A,0.00,0.00
ABU090NC8003B,0.00,0.00
ABU200N74006A,0.00,0.00
ABU024MA6008A,0.00,0.00
ABU024MAA004A,0.00,0.00
IS048XJ2006A,0.00,0.00
AMS048TW1048A,0.00,0.00
AMS096EC1002A,0.00,0.00
AAW024MA6008A,0.00,0.00
,0.00,0.00
,0.00,0.00
ANV345XTB016A,0.00,0.00
ANV0086A1081A,0.00,0.00
ANV0086A1106A,0.00,0.00
ANV132X2C116A,0.00,0.00
ANV153XT8006A,0.00,0.00
AUL086TA1005A,0.00,0.00
,0.00,0.00
AAB008YB2005A,0.00,0.00
AAB008YD4004A,0.00,0.00
AAB008YM2036A,0.00,0.00
AAB024MA5010A,0.00,0.00
AAB054NB2003A,0.00,0.00
AAB054NB6004A,0.00,0.00
AAB096EF3001A,0.00,0.00
AGJ252X02002A,0.00,0.00
AGJ252X02001A,0.00,0.00
ABW048AC1012A,0.00,0.00
ABW064AE1006A,0.00,0.00
,0.00,0.00
,0.00,0.00
ANI008Y71001C,0.00,0.00
ANI016OF2003A,0.00,0.00
AYU096EL2001A,0.00,0.00
AHQ0262G1002A,0.00,0.00
,0.00,0.00
AAS008FG1037A,0.00,0.00
ACS054TN1004A,0.00,0.00
ABU096EF5001A,0.00,0.00
ANV132X2C115A,0.00,0.00
ANV345XTA010A,0.00,0.00
ACD096EL1001A,0.00,0.00
AAS136XZ4003A,0.00,0.00
AAS008Y62012A,0.00,0.00
AAS048MAB006A,0.00,0.00
ABU054MF6001A,0.00,0.00
ABU078EA1001A,0.00,0.00
ABU084XU2001B,0.00,0.00
ABU008YD2004A,0.00,0.00
AMS078EN1006A,0.00,3.58
AMS078C91003A,0.00,0.00
AAW008Y62010C,268.79,0.00
AAW008Y62026A,0.00,0.00
AAW024XJ6010B,0.00,0.00
AAW052XY1002A,0.00,0.00
AAW064MR1012A,0.00,0.00
,0.00,0.00
,0.00,0.00
ANV0086A1032A,0.00,0.00
ANV132X2C044A,28.09,0.00
ANV132X2C059A,0.00,0.00
ANV132X2C009A,0.00,0.00
ANV153XT8008A,0.00,0.00
ANV153XT9022A,0.00,0.00
ANV345XTB029A,0.00,0.00
ANV345XTA010A,0.00,0.00
AAB008Y62011A,0.00,0.00
AAB024MAA005A,0.00,0.00
AAB024XW3013A,0.00,0.00
AAB060EM2002A,0.00,0.00
AAB066TN1003A,29.19,0.00
AAB178NN2001A,0.00,0.00
ABW056AD1004B,0.00,0.00
ANI008OK2001A,0.00,0.00
ANI020YU1001M,0.00,0.00
ANI020YU1005C,0.00,0.00
AHQ0223R1001A,0.00,0.00
AHQ0345V1001A,0.00,0.00
ANV132X2A021B,0.00,0.00
ACD084CC2002A,0.00,0.00
ACD096EL1002A,0.00,0.00
,0.00,0.00
,0.00,0.00
AAS024MA0006A,0.00,0.00
,0.00,0.00
AVE008YD2002A,0.00,0.00
AGA054NB1008A,0.00,0.00
ASS153XT9007A,0.00,0.00
,0.00,0.00
ABU054NB2004C,0.00,0.00
ABU084CC2001C,0.00,0.00
ABU084CC2003B,0.00,0.00
ABU090NC8002B,0.00,0.00
AMF088Y23001A,0.00,0.00
ABU008YD2012A,0.00,0.00
ABU008YQ2009A,0.00,0.00
ABU024MA6011A,0.00,0.00
ABU153XT9001A,0.00,0.00
AOK048TV1029A,0.00,0.00
AMS078EN1001A,0.00,0.00
AMS096EC3001B,0.00,0.00
ALW096EF2001A,0.00,0.00
AAW008YQ3004A,0.00,0.00
,0.00,0.00
ANV0086A1065A,0.00,0.00
ANV0086A1070A,0.00,0.00
ANV0086A1061A,0.00,0.00
ANV132X2C008A,0.00,0.00
ANV153XT9078A,24.21,0.00
ANV345XTE001A,0.00,0.00
AUL054TN1008A,0.00,0.00
ENG,0.00,0.00
,0.00,0.00
,0.00,0.00
AAB008YQ3023A,0.00,0.00
AAB008YQ3020A,0.00,0.00
AAB024MA5012A,0.00,0.00
AAB024MA5013A,0.00,0.00
AAB024MAA017A,0.00,0.00
AAB024XJ6011A,0.00,0.00
AAB048TW2009A,0.00,0.00
AAB066TN1001A,0.00,0.00
AAB084CC9002A,0.00,0.00
AAB096EL1003A,0.00,0.00
ABW048AC1003A,0.00,0.00
ABW048AC1010A,0.00,0.00
AQW024MAA017A,0.00,0.00
AZA0086A1002A,0.00,0.00
,0.00,0.00
ANI010YK3001A,0.00,0.00
ANI012Y32002D,0.00,0.00
ANI016OF2003A,0.00,0.00
ANI020YU1002B,0.00,0.00
ANI020YU1001M,0.00,0.00
AHQ0223R1001B,0.00,0.00
AHQ0415L1003B,0.00,0.00
AAS060NR2005A,0.00,0.00
AAS008YQ2029A,0.00,0.00
AAS048TG2003A,0.00,0.00
AAS084CC2007A,0.00,0.00
AAS096EL1002A,0.00,0.00
AAS096EL1016A,117.01,5.91
AAS162KE1008A,0.00,0.00
AVE008YD2001A,0.00,0.00
ABU024MAA020A,0.00,0.00
ABU134N93001A,0.00,0.00
ABU024MA0001A,0.00,0.00
ABU153XT9002A,0.00,0.00
ALW078EP1001A,0.00,0.00
AAW008Y62018A,0.00,0.00
AAW024MA6033B,0.00,0.00
,0.00,0.00
,0.00,0.00
ANV153XT9066A,0.00,0.00
ANV153XT9077A,0.00,0.00
ADY084XU3002A,0.00,0.00
,0.00,0.00
AAB008YD2003A,0.00,0.00
AAB008YD4001A,0.00,0.00
AAB008YM2019A,0.00,0.00
AAB008YQ2014A,0.00,0.00
AAB024MA6027A,0.00,0.00
AAB048TW2002A,0.00,0.00
AAB060NR1007A,23.57,0.00
AAB063NW3008A,17.37,0.00
AYZ084CC2001A,0.00,0.00
ABW072AF1004B,0.00,0.00
AZA0086A1004A,0.00,0.00
AZA0086A1007A,0.00,0.00
ANI008Y71001C,285.43,0.00
ANI012Y32001B,145.16,0.00
ANI014OL1001C,0.00,0.00
ANI020YU1005C,0.00,0.00
ANI020YU1002B,0.00,0.00
ANI020YU1002B,0.00,0.00
ANI020YU1001M,0.00,0.00
AHQ0442J4001A,0.00,0.00
ANV345XTC011A,0.00,0.00
,0.00,0.00
AAS008DR1006A,0.00,0.00
AAS008YQ3004A,0.00,0.00
AAS060NR2005A,0.00,0.00
ABU024MA6002B,0.00,0.00
ABU048MA7001A,0.00,0.00
ABU048MA7005A,0.00,0.00
