el_key,el_customer,el_entity_model,el_entity_oper,el_entity_group,el_check_value,el_action
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F25L02PAF,R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F25L16PAW*,R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50D1G41LBM1AM{M6ZFK}-OLD,R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L1G41LBM1AM{M9ZFK-125um},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L2G41LBM*,R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L2G41LBM1AM{M9ZFK-8X6-125um},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L2G41XAB1CM{M0UFA-6202CX},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L512M41AC1AM{M6Z8K},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F59L2G81AP1AG{G1BXD},R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25LP256D-ELLE-AS,R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25WP256D-JLLE,R
RESTRAINED-ENTITY,WINBOND,MISS-II,2430,AS2*,UAG048MG1/IG/W25M02GVTCIG,R
RESTRAINED-ENTITY,WINBOND,MISS-II,2430,AS2*,UAG048MT1/DB/W25M02GVTCIT,R
RESTRAINED-ENTITY,WINBOND,MISS-II,2430,AS2*,UBG048M*,R
RESTRAINED-ENTITY,MTI,MISS-II,2430,AS208,T89M DD1 6C5EE1*,R
RESTRAINED-ENTITY,ISSI,HANMI,2430,AS301,IS46QR8K02S2A-XBLA2-AS,R
RESTRAINED-ENTITY,WINBOND,HANMI,2430,AS301,UAG048GA1/DB/W25M*,R
RESTRAINED-ENTITY,PHISON,FSL,2430,AS4*,21-3111C*,R
RESTRAINED-ENTITY,EliteMT,FSL,2430,AS4*,PS3111-E*,R
RESTRAINED-ENTITY,PHISON,FSL,2430,AS4*,SZZZZZZZ00*,R
RESTRAINED-ENTITY,ICSI,MISS-II,2430,AS2*,IS43QR16512A-XBLI-AS,R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,EN25S16BS1HM*,R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,EN25S80BS1HM*,R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F25L04PAD,R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50D2G41LBM*,R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L1G41LBM1AM{M4RFA},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L1G41LBM1AM{M6ZFK},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L1G41LBM1AM{M9ZFK},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L2G41LBM1AM{M6Z8K},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L2G41LBM1AM{M6ZFK},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L2G41LBM1AM{M9ZFK-125UM-7125},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L2G41XAB1CM{M0RFA},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L2G41XAB1CM{M0UFA},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L512M41AC1AM{M6ZXK},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F59D2G81AP1AG{G1BXD},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F59L2G81LAP1AG{G1BXD},R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25LP064A-JLLE-AS,R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25LP128F-JLLE-AS,R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25LP256D-JLLE-AS,R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25LQ016B*,R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25WP128-JLLE-AS,R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25WP256D-JLLE-AS,R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS37SML01G1*,R
RESTRAINED-ENTITY,MTI,MISS-II,2430,AS209,T89M DD1 6C5EE1*,R
RESTRAINED-ENTITY,MTI,MISS-II,2430,AS21*,T89M DD1 6C5EE1*,R
RESTRAINED-ENTITY,WINBOND,HANMI,2430,AS301,AAG046/IG/W74M*,R
RESTRAINED-ENTITY,WINBOND,HANMI,2430,AS301,UAG048MG1*,R
RESTRAINED-ENTITY,ICSI,TOWA,2430,AS5*,IS43QR16512A-XBLI-AS,R
RESTRAINED-ENTITY,MXIC,MISS-II,2430,AS2*,6141L*,R
RESTRAINED-ENTITY,WINBOND,MISS-II,2430,AS2*,AAG046/IG/W25M512JVBIQ,R
RESTRAINED-ENTITY,WINBOND,MISS-II,2430,AS2*,AAG046/IR/W25M512JVBIQ,R
RESTRAINED-ENTITY,WINBOND,MISS-II,2430,AS2*,AAG066M*,R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,EEN25QH128AT1HM{M9ZF4},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F25D32QAH*,R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F25L08PAG*,R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F25L32QAS*,R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F25L64QAS*,R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50D1G41LBM*,R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50D2G41LBM1AM{M6Z8K},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L1G41LBM1AM{M6ZFK}-OLD,R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L1G41LBM1AM{M9ZFK-200um},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L1G41LBM2AM{M9ZFK},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L2G41XAB1CM{M4RFA-E1A},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L2G41XAB1CM{M4RFA},R
RESTRAINED-ENTITY,EliteMT,MISS-II,2430,AS2*,F50L512M41*,R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25LP064A-JLLE-TR,R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25LP128-JLLE,R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25LP128-JLLE-AS,R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25LP256D-JLLE {FMK257A},R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25LQ016B-JLLA3-AS,R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25LQ016B-JLLE-AS,R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25LQ016B-JLLE-AS{BD2010},R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25WP256E-JLLA3-AS,R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS25WP512M-JLLE-AS,R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS37SML01G1-LLI-AS,R
RESTRAINED-ENTITY,ISSI-VG,MISS-II,2430,AS2*,IS37SML01G1-LLI-AS,R
RESTRAINED-ENTITY,WINBOND,MISS-II,2430,AS2*,UAG048MG1/DB/W25M02GVTBIG,R
RESTRAINED-ENTITY,WINBOND,MISS-II,2430,AS2*,UAG048MG1/DO/W25M02GVTCIG,R
RESTRAINED-ENTITY,WINBOND,MISS-II,2430,AS2*,UAG048MG1/IG/W25M02GVTBIG,R
RESTRAINED-ENTITY,MTI,MISS-II,2430,AS206,T89M DD1 6C5EE1*,R
RESTRAINED-ENTITY,WINBOND,HANMI,2430,AS301,AAG046/IG/W25R*,R
RESTRAINED-ENTITY,WINBOND,HANMI,2430,AS301,AAG046800/IG*,R
RESTRAINED-ENTITY,WINBOND,HANMI,2430,AS301,AAG046MQ1/DB*,R
RESTRAINED-ENTITY,MXIC,FSL,2430,AS4*,6732*,R
RESTRAINED-ENTITY,ISSI-VG,DFG8761,2010,APW10,SUBMATSVG002,R
RESTRAINED-ENTITY,ISSI-VG,DFG8761,2010,APW10,SUBMATSVG006,R
RESTRAINED-ENTITY,ISSI-VG,DFG8761,2010,APW10,SUBMATSVG012,R
RESTRAINED-ENTITY,ISSI-VG,DFG8761,2010,APW10,SUBMATSVG016,R
RESTRAINED-ENTITY,Auton,DFG8761,2010,APW10,SUBMATSZA013,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATW145,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATW147,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATW148,R
RESTRAINED-ENTITY,EliteMT,DFG8761,2010,APW10,SUBMATWAS048,R
RESTRAINED-ENTITY,EliteMT,DFG8761,2010,APW10,SUBMATWAS061,R
RESTRAINED-ENTITY,EliteMT,DFG8761,2010,APW10,SUBMATWAS064,R
RESTRAINED-ENTITY,EliteMT,DFG8761,2010,APW10,SUBMATWAS068,R
RESTRAINED-ENTITY,EliteMT,DFG8761,2010,APW10,SUBMATWAS070,R
RESTRAINED-ENTITY,EliteMT,DFG8761,2010,APW10,SUBMATWAS077,R
RESTRAINED-ENTITY,EliteMT,DFG8761,2010,APW10,SUBMATWAS097,R
RESTRAINED-ENTITY,MXIC,DFG8761,2010,APW10,SUBMATWAW054,R
RESTRAINED-ENTITY,MXIC,DFG8761,2010,APW10,SUBMATWAW059,R
RESTRAINED-ENTITY,MXIC,DFG8761,2010,APW10,SUBMATWAW060,R
RESTRAINED-ENTITY,MXIC,DFG8761,2010,APW10,SUBMATWAW103,R
RESTRAINED-ENTITY,MXIC,DFG8761,2010,APW10,SUBMATWAW129,R
RESTRAINED-ENTITY,MXIC,DFG8761,2010,APW10,SUBMATWAW133,R
RESTRAINED-ENTITY,ETRON,DFG8761,2010,APW10,SUBMATWCD015,R
RESTRAINED-ENTITY,ETRON,DFG8761,2010,APW10,SUBMATWCD016,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM200ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM207ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM271ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM301ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM335ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM357ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM364ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM373ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM475ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM649ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM650ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM659ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM661ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM689ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM699ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM726ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM782ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM789ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM798ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM823ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM849ENG,R
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,TC1054/DE/W634GG6O4-12{SDBG},R
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,Z42Bx8-Ryowa-ENG,R
RESTRAINED-ENTITY,Phison,RAD3500,2005,AT2*,SUBMATWNV471,R
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,SUBMATWCMA84ENG,A
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,SUBMATWCMA85ENG,A
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,SUBMATWCMA86ENG,A
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,SUBMATWCME437ENG,A
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,SUBMATWCME441ENG,A
RESTRAINED-ENTITY,Phison,RAD3510,2005,AT5*,SUBMATWNV488,A
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,SZZZZZZZ0Q-21FLH-00292,A
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,SUBMATWCMA86ENG,R
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,SUBMATWCMA91ENG,R
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,SUBMATWCME428ENG,R
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,SUBMATWCME437ENG,R
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,SUBMATWCME441ENG,R
RESTRAINED-ENTITY,Phison,RAD3500,2005,AT2*,SUBMATWNV480,R
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,SZZZZZZZ0Q-21FLH-00292,R
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,Z42Bx16-Ryowa-ENG,R
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,SUBMATWCMA91ENG,A
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,SUBMATWCME438ENG,A
RESTRAINED-ENTITY,Transcend,RAD3510,2005,AT5*,SUBMATWEU039,A
RESTRAINED-ENTITY,Phison,RAD3510,2005,AT5*,SUBMATWNV479,A
RESTRAINED-ENTITY,Phison,RAD3510,2005,AT5*,SUBMATWNV480,A
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,TC1054/DE/W634GG6O4-12{SDBG},A
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,Z42Bx8-Ryowa-ENG,A
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,SUBMATWCMA90ENG,R
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,SUBMATWCME438ENG,R
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,SUBMATWCME439ENG,R
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,SUBMATWCME440ENG,R
RESTRAINED-ENTITY,Transcend,RAD3500,2005,AT2*,SUBMATWEU039,R
RESTRAINED-ENTITY,Phison,RAD3500,2005,AT2*,SUBMATWNV479,R
RESTRAINED-ENTITY,Phison,RAD3500,2005,AT2*,SUBMATWNV488,R
RESTRAINED-ENTITY,Phison,RAD3500,2005,AT2*,SUBMATWNV489,R
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,SUBMATWCME440ENG,A
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,SWSUBZ41CX8C-Z-BG63-GFG-790-X2-1{SDBG},A
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,SWSUBZ41CX8C-Z-BG63-RFG-790-X2-1{SDBG},A
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,Z42B1TB16CMS4912,A
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,Z42Bx16-Ryowa-ENG,A
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,SUBMATWCMA84ENG,R
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,SUBMATWCMA85ENG,R
RESTRAINED-ENTITY,Phison,RAD3500,2005,AT2*,SUBMATWNV470,R
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,SWSUBZ41CX8C-Z-BG63-GFG-790-X2-1{SDBG},R
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,SWSUBZ41CX8C-Z-BG63-RFG-790-X2-1{SDBG},R
RESTRAINED-ENTITY,ENG,RAD3500,2005,AT2*,Z42B1TB16CMS4912,R
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,SUBMATWCMA90ENG,A
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,SUBMATWCME428ENG,A
RESTRAINED-ENTITY,ENG,RAD3510,2005,AT5*,SUBMATWCME439ENG,A
RESTRAINED-ENTITY,Phison,RAD3510,2005,AT5*,SUBMATWNV470,A
RESTRAINED-ENTITY,Phison,RAD3510,2005,AT5*,SUBMATWNV471,A
RESTRAINED-ENTITY,Phison,RAD3510,2005,AT5*,SUBMATWNV489,A
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM861ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM868ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM894ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM900ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM929ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM945ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM982ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM983ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCM984ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCMA16ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCMA27ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCMA33ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCMD121ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCMD27ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCMD85ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCMD89ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME118ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME131ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME132ENG,R
RESTRAINED-ENT-PINPK,LAPIS,UTC2000,2200,BB763,SSLGA16DOU,A
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME133ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME134ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME142ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME194ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME198ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME229ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME241ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME246ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME250ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME255ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME269ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME270ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME273ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME309ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME314ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME324ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME328ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME348ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME97ENG,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWCME99ENG,R
RESTRAINED-ENTITY,TRANSCEND,DFG8761,2010,APW10,SUBMATWEU001,R
RESTRAINED-ENTITY,TRANSCEND,DFG8761,2010,APW10,SUBMATWEU003,R
RESTRAINED-ENTITY,A-DATA,DFG8761,2010,APW10,SUBMATWGJ031,R
RESTRAINED-ENTITY,A-DATA,DFG8761,2010,APW10,SUBMATWGJ037,R
RESTRAINED-ENTITY,A-DATA,DFG8761,2010,APW10,SUBMATWGJ038,R
RESTRAINED-ENTITY,A-DATA,DFG8761,2010,APW10,SUBMATWGJ039,R
RESTRAINED-ENTITY,A-DATA,DFG8761,2010,APW10,SUBMATWGJ059,R
RESTRAINED-ENTITY,A-DATA,DFG8761,2010,APW10,SUBMATWGJ061,R
RESTRAINED-ENTITY,A-DATA,DFG8761,2010,APW10,SUBMATWGJ063,R
RESTRAINED-ENTITY,A-DATA,DFG8761,2010,APW10,SUBMATWGJ075,R
RESTRAINED-ENTITY,A-DATA,DFG8761,2010,APW10,SUBMATWGJ083,R
RESTRAINED-ENTITY,A-DATA,DFG8761,2010,APW10,SUBMATWGJ086,R
RESTRAINED-ENTITY,A-DATA,DFG8761,2010,APW10,SUBMATWGJ090,R
RESTRAINED-ENTITY,A-DATA,DFG8761,2010,APW10,SUBMATWGJ091,R
RESTRAINED-ENTITY,A-DATA,DFG8761,2010,APW10,SUBMATWGJ104,R
RESTRAINED-ENTITY,MTI,DFG8761,2010,APW10,SUBMATWMS013,R
RESTRAINED-ENTITY,MTI,DFG8761,2010,APW10,SUBMATWMS022,R
RESTRAINED-ENTITY,MTI,DFG8761,2010,APW10,SUBMATWMS026,R
RESTRAINED-ENTITY,MTI,DFG8761,2010,APW10,SUBMATWMS033,R
RESTRAINED-ENTITY,MTI,DFG8761,2010,APW10,SUBMATWMS034,R
RESTRAINED-ENTITY,MTI,DFG8761,2010,APW10,SUBMATWMS046,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV048,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV074,R
RESTRAINED-ENTITY,ENG,DFG8761,2010,APW10,SUBMATWNV078ENG,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV089,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV094,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV113,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV174,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV201,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV202,R
RESTRAINED-ENTITY,WINBOND,CM700*,2070,BA876,CAA097*,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV210,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV214,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV224,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV247,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV251,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV262,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV263,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV265,R
RESTRAINED-ENT-PINPK,LAPIS,UTC2000,2200,BB763,STLGA16DOU,A
RESTRAINED-ENT-PINPK,LAPIS,UTC2000,2200,BB764,SSLGA16DOU,A
RESTRAINED-ENT-PINPK,MXIC,UTC2000,2200,BB766,SSLGA16DOU,A
RESTRAINED-ENT-PINPK,MXIC,UTC2000,2200,BB766,STLGA16DOU,A
RESTRAINED-ENT-PINPK,LAPIS,UTC2000,2200,BB768,SSLGA16DOU,A
RESTRAINED-ENT-PINPK,MXIC,UTC2000,2200,BB769,SSLGA16DOU,A
RESTRAINED-ENT-PINPK,LAPIS,UTC2000,2200,BB769,STLGA16DOU,A
RESTRAINED-ENT-PINPK,LAPIS,UTC2000,2200,BB770,STLGA16DOU,A
RESTRAINED-ENT-PINPK,MXIC,UTC2000,2200,BB771,SSLGA16DOU,A
RESTRAINED-ENT-PINPK,LAPIS,UTC2000,2200,BB773,SSLGA16DOU,A
RESTRAINED-ENT-PINPK,LAPIS,UTC2000,2200,BB776,STLGA16DOU,A
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV266,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV274,R
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV320,R
RESTRAINED-ENT-PINPK,LAPIS,UTC2000,2200,BB781,SSLGA16DOU,A
RESTRAINED-ENT-PINPK,LAPIS,UTC2000,2200,BB782,SSLGA16DOU,A
RESTRAINED-ENT-PINPK,LAPIS,UTC2000,2200,BB782,STLGA16DOU,A
RESTRAINED-ENTITY,GigaDevice,DFD636*,2040,BS418,*,A
RESTRAINED-ENTITY,GigaDevice,DFD636*,2040,BS419,*,A
RESTRAINED-ENT-PINPK,MXIC,UTC2000,2200,BB784,SSLGA16DOU,A
RESTRAINED-ENT-PINPK,MXIC,UTC2000,2200,BB784,STLGA16DOU,A
RESTRAINED-ENT-PINPK,MXIC,UTC2000,2200,BB785,SSLGA16DOU,A
RESTRAINED-ENT-PINPK,LAPIS,UTC2000,2200,BB787,SSLGA16DOU,A
RESTRAINED-ENTITY,GigaDevice,DFD636*,2040,BS420,*,A
RESTRAINED-ENT-PINPK,LAPIS,UTC2000,2200,BB787,STLGA16DOU,A
RESTRAINED-ENT-PINPK,LAPIS,UTC2000,2200,BB788,STLGA16DOU,A
RESTRAINED-ENT-PINPK,MXIC,UTC2000,2200,BB789,SSLGA16DOU,A
RESTRAINED-ENTITY,GigaDevice,DFD636*,2040,BS421,*,A
RESTRAINED-ENTITY,PHISON,DFG8761,2010,APW10,SUBMATWNV332,R
RESTRAINED-ENT-PINPK,MXIC,UTC2000,2200,BB791,STLGA16DOU,A
RESTRAINED-ENT-PINPK,MXIC,MAXUM,2200,BB8*,STLGA16DOU,A
RESTRAINED-ENT-PINPK,LAPIS,MAXUM,2200,BB8*,STLGA16DOU,A
RESTRAINED-ENT-PINPK,MXIC,MAXUM,2200,BB9*,SSLGA16DOU,A
RESTRAINED-ENT-PINPK,MXIC,ICONN,2200,BBA*,STLGA16DOU,A
