assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	R13ABHC02  ,	45,	2470,	2022/4/1 下午 03:06:37,	WSM       ,	Y,	2430,	R13ABHC02  ,	WINBOND      ,	STDFN-08YQ2A   ,	008YQAB082               ,	6212M0009                                         ,	8640,	0,	2430,	A2,	N,	TSOP  ,	AB,	AAG070910/IG/W25R512JVEIN                         ,	OP6CMC04EY               ,	N,	N,	0,	0,	20220402,	14900,	2022/3/24 上午 12:00:00,	AAB008YQ2041A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070910/IG/W25R512JVEIN                         ,	PROD        ,	2022/3/27 上午 12:00:00,	2022/3/29 上午 12:00:00,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/3/24 上午 12:00:00,	12,	,	 E J E B D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB06    ,	108192HF4A               ,	,	,	                                   ,	R13ABHC,	R13ABHC02  ,	45,	2470,	2022/4/1 下午 03:06:37,	WSM       ,	Y,
	R13ABJ313  ,	45,	2470,	2022/4/1 下午 06:48:11,	WSM       ,	Y,	2320,	R13ABJ313  ,	WINBOND      ,	STDFN-08YQ2A   ,	008YQAB082               ,	6212M0013                                         ,	4320,	0,	2320,	A2,	N,	TSOP  ,	AB,	AAG070910/IG/W25R512JVEIN                         ,	OP6CMC04EZ               ,	N,	N,	0,	0,	20220402,	63524,	2022/3/25 上午 12:00:00,	AAB008YQ2041A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070910/IG/W25R512JVEIN                         ,	PROD        ,	2022/3/28 上午 12:00:00,	2022/3/30 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/3/25 上午 12:00:00,	12,	,	 E J E B D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB06    ,	108192HF4A               ,	,	,	                                   ,	R13ABJ3,	R13ABJ313  ,	45,	2470,	2022/4/1 下午 06:48:11,	WSM       ,	Y,
	R13ABJD04  ,	44,	2470,	2022/4/1 上午 05:16:49,	WSM       ,	Y,	2430,	R13ABJD04  ,	WINBOND      ,	DFN-08YQ2A     ,	008YQAB072               ,	61509U400                                         ,	7637,	0,	2430,	A2,	N,	TSOP  ,	AB,	AAG070900/IG/W25Q512JVEIN{VER4}                   ,	OP6CMC04J2               ,	N,	N,	0,	0,	20220401,	172639,	2022/3/25 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIN{VER4}                   ,	PROD        ,	2022/3/30 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/4 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB03    ,	108192HF4A               ,	,	,	                                   ,	R13ABJD,	R13ABJD04  ,	44,	2470,	2022/4/1 上午 05:16:49,	WSM       ,	Y,
	R13ABJE04  ,	44,	2470,	2022/4/1 上午 02:49:37,	WSM       ,	Y,	2430,	R13ABJE04  ,	WINBOND      ,	DFN-08YQ2A     ,	008YQAB072               ,	61517P800                                         ,	8552,	0,	2430,	A2,	N,	TSOP  ,	AB,	AAG070900/IG/W25Q512JVEIN{VER4}                   ,	OP6CMC04J2               ,	N,	N,	0,	0,	20220401,	143417,	2022/3/25 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIN{VER4}                   ,	PROD        ,	2022/3/30 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/4 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB06    ,	108192HF4A               ,	,	,	                                   ,	R13ABJE,	R13ABJE04  ,	44,	2470,	2022/4/1 上午 02:49:37,	WSM       ,	Y,
	R13ABJQ02  ,	41,	2470,	2022/4/1 下午 10:26:13,	WSM       ,	Y,	2320,	R13ABJQ02  ,	WINBOND      ,	DFN08YQ3AW     ,	008YQAB116               ,	61515A100                                         ,	11200,	0,	2320,	A2,	N,	TSOP  ,	AB,	AAG061800/IG/W25Q256JWEIQ{78x258}                 ,	OP6CMC04IN               ,	N,	N,	0,	0,	20220402,	60004,	2022/3/25 上午 12:00:00,	AAB008YQ3023A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG061800/IG/W25Q256JWEIQ{78x258}                 ,	PROD        ,	2022/3/26 上午 12:00:00,	2022/3/27 上午 12:00:00,	2022/3/28 上午 12:00:00,	2022/3/28 上午 12:00:00,	2022/4/4 上午 12:00:00,	12,	,	 A A E A B                                                                      ,	A0803CB1365         ,	32,	Y1,	     ,	AB06    ,	108192HF4B               ,	,	,	                                   ,	R13ABJQ,	R13ABJQ02  ,	41,	2470,	2022/4/1 下午 10:26:13,	WSM       ,	Y,
	R13ABJQ07  ,	41,	2470,	2022/4/1 下午 10:35:13,	WSM       ,	Y,	2320,	R13ABJQ07  ,	WINBOND      ,	DFN08YQ3AW     ,	008YQAB116               ,	61515A100                                         ,	11200,	0,	2320,	A2,	N,	TSOP  ,	AB,	AAG061800/IG/W25Q256JWEIQ{78x258}                 ,	OP6CMC04IN               ,	N,	N,	0,	0,	20220402,	31738,	2022/3/25 上午 12:00:00,	AAB008YQ3023A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG061800/IG/W25Q256JWEIQ{78x258}                 ,	PROD        ,	2022/3/26 上午 12:00:00,	2022/3/27 上午 12:00:00,	2022/3/28 上午 12:00:00,	2022/3/28 上午 12:00:00,	2022/4/4 上午 12:00:00,	12,	,	 A A E A B                                                                      ,	A0803CB1365         ,	32,	Y1,	     ,	AB06    ,	108192HF4B               ,	,	,	                                   ,	R13ABJQ,	R13ABJQ07  ,	41,	2470,	2022/4/1 下午 10:35:13,	WSM       ,	Y,
	R13ABLB12  ,	13,	2210,	2022/4/2 上午 07:56:45,	WSM       ,	Y,	2209,	R13ABLB12  ,	WINBOND      ,	STDFN08YQ3AW   ,	008YQAB104               ,	6212M0033                                         ,	5600,	0,	2209,	A2,	N,	TSOP  ,	AB,	AAG046800/IG/W25R256JVEIN{B-78x258}               ,	OP6CMC04LF               ,	N,	N,	0,	0,	20220402,	75644,	2022/3/27 上午 12:00:00,	AAB008YQ3004A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG046800/IG/W25R256JVEIN{B-78x258}               ,	PROD        ,	2022/4/4 上午 12:00:00,	2022/4/8 上午 12:00:00,	2022/4/11 上午 12:00:00,	2022/4/12 上午 12:00:00,	2022/4/12 上午 12:00:00,	12,	,	 B C B A B                                                                      ,	A0803CB1365         ,	32,	Y1,	     ,	AB03    ,	108192HF4B               ,	,	,	                                   ,	R13ABLB,	R13ABLB12  ,	13,	2210,	2022/4/2 上午 07:56:45,	WSM       ,	Y,
	R13ABM105  ,	41,	2470,	2022/4/2 上午 02:18:17,	WSM       ,	Y,	2320,	R13ABM105  ,	WINBOND      ,	DFN08YQ3AW     ,	008YQAB116               ,	6151CK900                                         ,	11200,	0,	2320,	A2,	N,	TSOP  ,	AB,	AAG061800/IG/W25Q256JWEIQ{78x258}                 ,	OP6CMC04P8               ,	N,	N,	0,	0,	20220402,	62431,	2022/3/26 上午 12:00:00,	AAB008YQ3023A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG061800/IG/W25Q256JWEIQ{78x258}                 ,	PROD        ,	2022/3/27 上午 12:00:00,	2022/3/28 上午 12:00:00,	2022/3/29 上午 12:00:00,	2022/3/29 上午 12:00:00,	2022/4/5 上午 12:00:00,	12,	,	 A A E A B                                                                      ,	A0803CB1365         ,	32,	Y1,	     ,	AB03    ,	108192HF4B               ,	,	,	                                   ,	R13ABM1,	R13ABM105  ,	41,	2470,	2022/4/2 上午 02:18:17,	WSM       ,	Y,
	R13ASB603  ,	38,	2470,	2022/4/1 下午 05:16:04,	WSM       ,	Y,	2320,	R13ASB603  ,	EliteMT      ,	DFN-08YQ2AW    ,	008YQAS032               ,	X200Q.01                                          ,	12320,	0,	2320,	A2,	N,	TSOP  ,	AS,	CEN25QH256ARE1HM{M4RFA}                           ,	MT2022030950             ,	N,	N,	0,	0,	20220401,	201521,	2022/3/24 上午 12:00:00,	AAS008YQ2016A       ,	,	      ,	M,	                         ,	          ,	               ,	CEN25QH256ARE1HM{M4RFA}                           ,	PROD        ,	2022/3/25 上午 12:00:00,	2022/3/26 上午 12:00:00,	2022/3/27 上午 12:00:00,	2022/3/27 上午 12:00:00,	2022/4/7 上午 12:00:00,	12,	,	 F F F B A                                                                      ,	A0803CB1228         ,	14,	Y1,	     ,	AS99    ,	10819240HD               ,	,	,	                                   ,	R13ASB6,	R13ASB603  ,	38,	2470,	2022/4/1 下午 05:16:04,	WSM       ,	Y,
	R13ASB703  ,	38,	2470,	2022/4/1 上午 10:39:44,	WSM       ,	Y,	2320,	R13ASB703  ,	EliteMT      ,	DFN-08YQ2AW    ,	008YQAS032               ,	X201G.01                                          ,	10270,	0,	2320,	A2,	N,	TSOP  ,	AS,	CEN25QH256ARE1HM{M4RFA}                           ,	MT2022030950             ,	N,	N,	0,	0,	20220401,	134733,	2022/3/24 上午 12:00:00,	AAS008YQ2016A       ,	,	      ,	M,	                         ,	          ,	               ,	CEN25QH256ARE1HM{M4RFA}                           ,	PROD        ,	2022/3/25 上午 12:00:00,	2022/3/26 上午 12:00:00,	2022/3/27 上午 12:00:00,	2022/3/27 上午 12:00:00,	2022/4/7 上午 12:00:00,	12,	,	 F F F B A                                                                      ,	A0803CB1228         ,	14,	Y1,	     ,	AS99    ,	10819240HD               ,	,	,	                                   ,	R13ASB7,	R13ASB703  ,	38,	2470,	2022/4/1 上午 10:39:44,	WSM       ,	Y,
	R13ASCA03  ,	43,	2470,	2022/4/2 上午 02:18:55,	WSM       ,	Y,	2320,	R13ASCA03  ,	EliteMT      ,	DFN-08YQ2A     ,	008YQAS021               ,	P2AJA.01                                          ,	8640,	0,	2320,	A2,	N,	TSOP  ,	AS,	F50D1G41LBM1AM{M9ZFK}                             ,	MT2022031073             ,	N,	N,	0,	0,	20220402,	51200,	2022/3/26 上午 12:00:00,	AAS008YQ2001B       ,	,	      ,	M,	                         ,	          ,	               ,	F50D1G41LBM1AM{M9ZFK}                             ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/4 上午 12:00:00,	12,	,	 E I F A B                                                                      ,	A0803CB0974         ,	27,	Y1,	     ,	AS03    ,	108192HF42               ,	,	,	                                   ,	R13ASCA,	R13ASCA03  ,	43,	2470,	2022/4/2 上午 02:18:55,	WSM       ,	Y,
	R13ASCA11  ,	42,	2470,	2022/4/2 上午 04:52:42,	WSM       ,	Y,	2320,	R13ASCA11  ,	EliteMT      ,	DFN-08YQ2A     ,	008YQAS021               ,	P2AJA.01                                          ,	8640,	0,	2320,	A2,	N,	TSOP  ,	AS,	F50D1G41LBM1AM{M9ZFK}                             ,	MT2022031073             ,	N,	N,	0,	0,	20220402,	74148,	2022/3/26 上午 12:00:00,	AAS008YQ2001B       ,	,	      ,	M,	                         ,	          ,	               ,	F50D1G41LBM1AM{M9ZFK}                             ,	PROD        ,	2022/3/31 上午 12:00:00,	2022/4/2 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/4 上午 12:00:00,	12,	,	 E I F A B                                                                      ,	A0803CB0974         ,	27,	Y1,	     ,	AS03    ,	108192HF42               ,	,	,	                                   ,	R13ASCA,	R13ASCA11  ,	42,	2470,	2022/4/2 上午 04:52:42,	WSM       ,	Y,
	R13ASCF12  ,	42,	2470,	2022/4/1 下午 02:08:42,	WSM       ,	Y,	2430,	R13ASCF12  ,	EliteMT      ,	DFN-08YQ2A     ,	008YQAS018               ,	P2AJE.01                                          ,	8640,	0,	2430,	A2,	N,	TSOP  ,	AS,	F50L1G41LBM1AM{M9ZFK-200um}                       ,	MT2022031071             ,	N,	N,	0,	0,	20220401,	211054,	2022/3/27 上午 12:00:00,	AAS008YQ2002B       ,	,	      ,	M,	                         ,	          ,	               ,	F50L1G41LBM1AM{M9ZFK-200um}                       ,	PROD        ,	2022/4/1 上午 12:00:00,	2022/4/3 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/6 上午 12:00:00,	12,	,	 K O F D A                                                                      ,	A0803CB0974         ,	27,	Y1,	     ,	AS99    ,	108192HF42               ,	,	,	                                   ,	R13ASCF,	R13ASCF12  ,	42,	2470,	2022/4/1 下午 02:08:42,	WSM       ,	Y,
	R13ASDG    ,	,	2440,	2022/3/28 下午 04:58:37,	SWR       ,	Y,	2070,	R13ASDG    ,	EliteMT      ,	STBGA136QFV    ,	136XZAS001               ,	M20FH.A                                           ,	868,	0,	2070,	A2,	Y,	TSOP  ,	AS,	FM73E885CQPBR2X{GMBFA}                            ,	MT2022031070             ,	N,	N,	20220402,	32622,	20220402,	40723,	2022/3/29 上午 12:00:00,	AAS136XZ4001A       ,	,	CL01  ,	M,	                         ,	          ,	               ,	FM73E885CQPBR2X{GMBFA}                            ,	SWR         ,	2022/3/30 上午 12:00:00,	2022/3/31 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/1 上午 12:00:00,	2022/4/25 上午 12:00:00,	12,	 E,	 B A A A B                                                                      ,	A0803CB1286         ,	51,	Y3,	     ,	AS04    ,	1081G771F1               ,	20220328004.E  ,	1,	L.Y電子針側單無顯示DA1 取量Wafer  L,	R13ASDG,	R13ASDG    ,	,	2440,	2022/3/28 下午 04:58:37,	SWR       ,	Y,
	R13BWAQ01  ,	2,	2470,	2022/3/29 下午 01:20:38,	WSM       ,	Y,	3720,	R13BWAQ01  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF14A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220329,	132432,	2022/3/23 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/29 上午 12:00:00,	2022/3/30 上午 12:00:00,	2022/3/31 上午 12:00:00,	2022/3/31 上午 12:00:00,	2022/3/31 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWAQ,	R13BWAQ01  ,	2,	2470,	2022/3/29 下午 01:20:38,	WSM       ,	Y,
	R13BWAQ05  ,	2,	2470,	2022/3/29 下午 08:07:26,	WSM       ,	Y,	3720,	R13BWAQ05  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCMF14A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4L14                   ,	N,	N,	0,	0,	20220329,	200726,	2022/3/23 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/3/29 上午 12:00:00,	2022/3/30 上午 12:00:00,	2022/3/31 上午 12:00:00,	2022/3/31 上午 12:00:00,	2022/3/31 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R13BWAQ,	R13BWAQ05  ,	2,	2470,	2022/3/29 下午 08:07:26,	WSM       ,	Y,
