ENTITY,SUM,MODEL,STATUS,LOT#,Pre-Lot,OPER,PRODUCT,PACKAGE ID,BOND ID,WIP,IC Q'ty,IN TIME,OUTPLAN,CUST,PIN_PKG,CLOT,JCODE,UPH,LAMILATION,REMARK1,AREA,PM,SETTING OPER,Lot Part Id,Lot Urgent Code,Last Wip Lot,Last Pin Package,Last Cust,Last bd id,Last Part ID,Unnamed: 31,G.UPH,N.UPH,wip_outplan_time
BB211,0,UTC3000,WAIT-SETUP,,,,,,AAW048TP1041B,,,22-02-20 07:46,,,,,MC,,,3000M,TA-A20,,2200,,,R08CDA104,TSOP2-54ME,ETRON,ACD054TA1008B,1091A07T21,,77.5263,68.8628,
BB212,0,UTC3000,IDLE,,,,,,ABU096EA1001A,,,22-02-18 15:22,,,,,,,,3000M,TA-A19,,2200,,,R07BUCD02,FBGA-96LEA,ICSI,ABU096EA1001A,1091A07C21,,242.8889,215.7461,
BB213,0,UTC3000,ENG,R03NVBK16,,3400,345XTNV080,SC7800490U-00000-00006{SS,ANV345XTG002A,685,10897,22-02-18 21:43,22-02-18 21:43,PHISON,STBGA345NBC,00R03NVBK,PE,69.0372,,3000M,TA-A19,,3400,1091A07C41,4P,R03NVBK02,STBGA345NBC,PHISON,ANV345XTG002A,1091A07C41,,69.5439,61.7724,22-02-18 18:32
BB214,0,UTC3000,RUNNING,R07AWDK28,,2200,048TPAW086,5468ANB-48TG000,AAW048TP1041B,720,34022,22-02-20 05:03,22-02-20 14:20,MXIC,TSOP1-48/M2,T1220158,,77.5263,,3000M,TA-A19,,2200,1091A08T41,,R07AWDI37,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,,77.5263,68.8628,22-02-20 14:20
BB215,0,UTC3000,WAIT-SETUP,,,,,,AAW048TP1041B,,,22-02-20 07:48,,,,,MC,,,3000M,TA-A19,,3200,,,R80CMDQ01,STBGA132C4V,ENG,ANV132X2B031A,1091A07C41,,77.5263,68.8628,
BB216,0,UTC3000,RUNNING,R07BUCR07,,2200,084UCBU006,IS46DR16320D-25DBLA2,ABU084CC2004B,5588,66214,22-02-19 18:31,22-02-20 09:47,ICSI,FBGA-84UC(2),BTJ896000Y1,,365.9533,,3000M,TA-A19,,2200,1091A07C21,,R07BUCR03,FBGA-84UC(2),ICSI,ABU084CC2004B,1091A07C21,,365.9533,325.058,22-02-20 09:47
BB217,0,UTC3000,RUNNING,R08CDA109,,2200,054TNCD020,EDCK04FTSPF0-SC-6AG-DP-E1,ACD054TA1008B,2707,25732,22-02-20 00:37,22-02-20 08:35,ETRON,TSOP2-54ME,BTJ985.29.1,,339.8965,,2000M,TA-A20,,2200,1091A07T21,,R08CDA107,TSOP2-54ME,ETRON,ACD054TA1008B,1091A07T21,,339.8965,301.9131,22-02-20 08:35
BB218,0,UTC3000,RUNNING,R08CDA102,,2200,054TNCD020,EDCK04FTSPF0-SC-6AG-DP-E1,ACD054TA1008B,2880,25732,22-02-20 01:18,22-02-20 09:47,ETRON,TSOP2-54ME,BTJ985.29.1,,339.8965,,1000M,TA-A20,,2200,1091A07T21,,R08CDA105,TSOP2-54ME,ETRON,ACD054TA1008B,1091A07T21,,339.8965,301.9131,22-02-20 09:47
BB219,0,UTC3000,RUNNING,R07AWDL05,,2200,048TPAW086,5468ANB-48TG000,AAW048TP1041B,720,33948,22-02-20 07:25,22-02-20 16:43,MXIC,TSOP1-48/M2,T1220159,,77.5263,,3000M,TA-A20,,2200,1091A08T41,,R07CDA301,TSOP2-54ME,ETRON,ACD054TN1002B,1091A07T21,,77.5263,68.8628,22-02-20 16:43
BB220,0,UTC3000,RUNNING,R03NVBK03,,3400,345XTNV080,SC7800490U-00000-00006{SS,ANV345XTG002A,676,10897,22-02-19 07:36,22-02-19 17:24,PHISON,STBGA345NBC,00R03NVBK,,69.0372,,3000M,TA-A20,,3400,1091A07C41,4P,R03NVBK10,STBGA345NBC,PHISON,ANV345XTG002A,1091A07C41,,69.5439,61.7724,22-02-19 17:24
BB221,0,UTC3000,RUNNING,R08CDA103,,2200,054TNCD020,EDCK04FTSPF0-SC-6AG-DP-E1,ACD054TA1008B,2880,25732,22-02-20 01:57,22-02-20 10:26,ETRON,TSOP2-54ME,BTJ985.29.1,,339.8965,,3000M,TA-A20,,2200,1091A07T21,,R08CDA108,TSOP2-54ME,ETRON,ACD054TA1008B,1091A07T21,,339.8965,301.9131,22-02-20 10:26
BB222,0,UTC3000,ENG,R03NVBK04,,3400,345XTNV080,SC7800490U-00000-00006{SS,ANV345XTG002A,684,10897,22-02-18 21:49,22-02-18 21:49,PHISON,STBGA345NBC,00R03NVBK,PE,69.0372,,3000M,TA-A20,,3400,1091A07C41,4P,R03NVBK11,STBGA345NBC,PHISON,ANV345XTG002A,1091A07C41,,69.5439,61.7724,22-02-18 22:30
