arrival_time,bd_id,cust,end_time,entity,lot_number,oper,part_id,part_no,pin_pkg,process_time,prod_id,qty,start_time
15.000000,AAW048TP1041B,MXIC,755.242504,BB211,R07AWDL04,2200,1091A08T41,A0801CB1000,TSOP1-48/M2,635.242504,048TPAW086,720,120.000000
15.000000,AAW048TP1041B,MXIC,755.242504,BB215,R07AWDL06,2200,1091A08T41,A0801CB1000,TSOP1-48/M2,635.242504,048TPAW086,720,120.000000
15.000000,ABU084CC2004B,ICSI,1674948075507630199297702425954481563005405214799286022110523305126238306599767485125061751841751271000321237532266907456661287801477785595164411537435993688555793185652268390636355349312349368285433715740157703595982279225821836855455520915456.000000,BB216,R07BUCR11,2200,1091A07C21,A0801CB0660,FBGA-84UC(2),1046.690907,084UCBU006,5600,1674948075507630199297702425954481563005405214799286022110523305126238306599767485125061751841751271000321237532266907456661287801477785595164411537435993688555793185652268390636355349312349368285433715740157703595982279225821836855455520915456.000000
15.000000,AMS096EC3001B,MTI,1471.189494,BB223,R08MSR504,2200,1091A06T21,A0801CB0824,FBGA-96UEC,1390.189494,096ECMS010,5561,81.000000
15.000000,AMS096EC3001B,MTI,1470.939505,BB225,R08MSP605,2200,1091A06T21,A0801CB0824,FBGA-96UEC,1389.939505,096ECMS010,5560,81.000000
15.000000,ABU084CC2004B,ICSI,1674948075507630199297702425954481563005405214799286022110523305126238306599767485125061751841751271000321237532266907456661287801477785595164411537435993688555793185652268390636355349312349368285433715740157703595982279225821836855455520915456.000000,BB228,R07BUCR12,2200,1091A07C21,A0801CB0660,FBGA-84UC(2),885.762180,084UCBU006,4739,1674948075507630199297702425954481563005405214799286022110523305126238306599767485125061751841751271000321237532266907456661287801477785595164411537435993688555793185652268390636355349312349368285433715740157703595982279225821836855455520915456.000000
15.000000,AAW048TP1041B,MXIC,716.242504,BB233,R07AWDK26,2200,1091A08T41,A0801CB1000,TSOP1-48/M2,635.242504,048TPAW086,720,81.000000
15.000000,AAB048TW2006A,WINBOND,346.627793,BB445,R08ABBM08,2200,1091A07T21,A0801CB0850,TSOP1-48AM,271.627793,048TWAB012,2160,75.000000
15.000000,AAB060NR1007A,WINBOND,1097.304997,BB446,R08ABC207,2200,1091A07T21,A0801CB0724,VFBGA60B4L,998.304997,060NRAB016,5720,99.000000
15.000000,AAW064MR1007A,MXIC,212.128546,BB450,R08AWAL01,2200,1091A07T41,A0801CB0746,MBGA64J4U,137.128546,064MRAW028,688,75.000000
15.000000,AAW064MR1007A,MXIC,373.374176,BB450,R08AWAE01,2200,1091A07T41,A0801CB0746,MBGA64J4U,161.245630,064MRAW028,809,212.128546
15.000000,AAB054TN1004A,WINBOND,792.458999,BB452,R07ABHK06,2200,1091A07T21,A0801CB0549,TSOP2-54ME,717.458999,054TNAB029,2880,75.000000
15.000000,AQW024MA6002A,AP Memory,1376.842362,BB454,R07QWAC01,2200,1091A07T21,A0801CB0533,SSBGA24A3L,1301.842362,024MAQW007,8504,75.000000
15.000000,AAB024MAA005A,WINBOND,342.031880,BB463,R08ABBC05,2200,1091A07T21,A0801CB1057,MBGA24J3U,267.031880,024MAAB081,5118,75.000000
15.000000,AAB054TN1004A,WINBOND,872.458999,BB465,R07ABHK03,2200,1091A07T21,A0801CB0549,TSOP2-54ME,717.458999,054TNAB029,2880,155.000000
