,Unnamed: 0,bd_id_1,bd_id_2,end_time,entity,jobcode,lot_num_1,lot_num_2,number,start_time,start_time_trans,end_time_trans,CR,start_time_adj,end_time_adj
106,106,AAS162KE1008A,AZA0086A1007A,120.0,BB858,"CWN,SC",R13ASC802,R13ZAB101,BB858_1,0.0,2022-04-02 08:05:00,2022-04-02 10:05:00,7521.08,2022-04-02 08:05:00,2022-04-02 10:05:00
107,107,AZA0086A1007A,AAS096EL1016A,338.587411,BB858,"CWN,SC",R13ZAB101,R14ASBC01,BB858_2,218.587411,2022-04-02 11:43:35,2022-04-02 13:43:35,7541.07,2022-04-02 11:43:35,2022-04-02 13:43:35
108,108,AAS162KE1008A,AAW008Y62018A,87.0,BB860,MC,R13ASC805,R14AWAY02,BB860_1,3.0,2022-04-02 08:08:00,2022-04-02 09:32:00,7627.059999999999,2022-04-02 08:08:00,2022-04-02 09:32:00
109,109,AAS084CC2007A,AAW008Y62010C,1426.670193,BB861,"CWN,SC",R13ASD801,R14AWAK02,BB861_2,1306.670193,2022-04-03 05:51:40,2022-04-03 07:51:40,7646.39,2022-04-03 05:51:40,2022-04-03 07:51:40
110,110,AAS162KE1008A,AZA0086A1003A,855.0,BB869,MC,R13ASC705,R12ZAA103,BB869_1,771.0,2022-04-02 20:56:00,2022-04-02 22:20:00,7521.08,2022-04-02 20:56:00,2022-04-02 22:20:00
111,111,AAS162KE1008A,AAS048TG2003A,-128.0,BB878,MC,R13ASC804,R14ASA214,BB878_1,-212.0,2022-04-02 04:33:00,2022-04-02 05:57:00,7521.18,2022-04-02 04:33:00,2022-04-02 05:57:00
112,112,AAS162KE1008A,AAS048TG2003A,427.0,BB879,MC,R13ASC807,R14ASA107,BB879_1,343.0,2022-04-02 13:48:00,2022-04-02 15:12:00,7521.21,2022-04-02 13:48:00,2022-04-02 15:12:00
113,113,AAS084CC2007A,AAW008Y62010C,1142.078461,BB884,"CWN,SC",R13ASD114,R14AWAK08,BB884_2,1022.078461,2022-04-03 01:07:04,2022-04-03 03:07:04,7521.9,2022-04-03 01:07:04,2022-04-03 03:07:04
114,114,AAB008YQ3025A,AAB008YQ2022A,120.0,BB888,"CWN,SC",,R14ABDL05,BB888_1,0.0,2022-04-02 08:05:00,2022-04-02 10:05:00,,2022-04-02 08:05:00,2022-04-02 10:05:00
115,115,AAB008YQ2022A,AZA0086A1012A,983.389783,BB888,"CWN,SC",R14ABDL08,R12ZAAG02,BB888_4,863.389783,2022-04-02 22:28:23,2022-04-03 00:28:23,7521.08,2022-04-02 22:28:23,2022-04-03 00:28:23
