,bd_id,oper,Location,Output plan,Original ENT(07:30),Original ENT(11:00),Allocate ENT
62,AAW008Y62016A,2200,TB-P,350.412,14.0,14.0,14.0
63,AAW008Y62026A,2200,TB-R,8.32,1.0,1.0,0.0
64,AAW016D53019A,2200,TA-2,0.0,2.0,0.0,3.0
65,AAW016D53019A,2200,TA-5,0.0,28.0,0.0,9.0
66,AAW016D53019A,2200,TA-R,0.0,0.0,0.0,1.0
67,AAW024MA6041B,2200,TA-2,5.415,0.0,0.0,1.0
68,AAW024MAA006A,2200,TA-1,22.918,0.0,0.0,1.3333333333333333
69,AAW024XJ6010B,2200,TA-2,17.505,0.0,0.0,3.5
70,AAW024XJ6010B,2200,TA-3,4.487,0.0,0.0,1.0
71,AAW024XJ6014A,3200,TA-2,0.0,1.0,0.0,0.0
72,AAW024XW3006B,2200,TA-2,5.39,1.0,1.0,0.0
73,AAW048MAC001A,2200,TA-1,0.0,0.0,0.0,0.5
74,AAW048TP1008B,2200,TA-2,6.741,4.0,2.0,5.0
75,AAW048TP1008B,2200,TA-3,5.04,3.0,3.0,4.0
76,AAW048TP1008B,2200,TA-5,0.72,15.0,2.0,27.0
77,AAW048TP1043B,2200,TA-1,2.16,7.0,1.0,0.0
78,AAW052XY1002A,2200,TA-2,25.194,6.0,6.0,2.0
79,AAW064MR1009A,2200,TA-1,8.727,0.0,0.0,2.0
80,AAW064MR1009A,2200,TA-2,3.215,0.0,0.0,0.5
81,AAW064MR1015A,2200,TA-1,8.826,2.0,2.0,1.0
82,AB084CC2001A,2200,TA-U,0.0,2.0,0.0,0.0
83,ABU008Y62011A,2200,TB-U,22.62,0.0,1.0,2.0
84,ABU008YQ2005A,2200,TB-U,8.884,0.0,1.0,0.0
85,ABU024XJ6009A,2200,TA-2,0.0,1.0,0.0,0.0
86,ABU048TG1002A,2200,TA-1,18.432,5.0,5.0,5.0
87,ABU048TP2010A,2200,TA-1,8.659,0.0,1.0,1.5
88,ABU048TP2020B,2200,TA-1,0.0,1.0,0.0,0.0
89,ABU054MF6001A,2200,TA-1,12.318,4.0,3.0,0.0
90,ABU054NB2004C,2200,TA-1,7.851,2.0,2.0,2.0
91,ABU060C91003A,2200,TA-1,13.304,2.0,2.0,2.0
92,ABU078EA1001A,2200,TA-1,0.0,1.0,0.0,0.3333333333333333
93,ABU078EA1001A,2200,TA-2,0.0,2.0,0.0,0.5
94,ABU084CC2003B,2200,TA-2,4.093,1.0,1.0,1.0
95,ABU084XU2001B,3200,TA-2,2.287,1.0,1.0,1.0
96,ABU096EA1001A,2200,TA-1,13.999,5.0,3.0,3.0
97,ABU096EF2001A,2200,TA-1,4.974,2.0,1.0,1.0
98,ABU096EF2001A,2200,TA-2,22.869,7.0,5.0,4.0
99,ABU096EF2001A,2200,TA-5,0.0,3.0,0.0,3.0
100,ABU096EF2002A,2200,TA-2,4.261,1.0,1.0,1.0
101,ABU153XT9002A,2200,TB-I,3.727,2.0,2.0,0.0
102,ABU153XT9002A,2200,TB-IP,0.0,0.0,0.0,1.0
103,ABW032YF1006B,2200,TB-P,30.8,5.0,5.0,5.0
104,ABW032YF1006B,2200,TB-U,8.936,0.0,0.0,3.0
105,ABW048AC1007A,2200,TB-P,2.8,0.0,1.0,1.0
106,ABW048AC1007A,2200,TB-U,5.6,0.0,0.0,3.5
107,ACD054MF2001A,2200,TA-2,40.723,7.0,7.0,7.0
108,ACD084CC2004B,2200,TA-2,64.763,8.0,9.0,9.0
109,ACD096EL1001A,2200,TA-2,5.776,1.0,1.0,1.0
110,ACD096EL1002A,2200,TA-1,5.921,1.0,1.0,1.0
111,ACD096EL1002A,2200,TA-2,33.369,6.0,6.0,6.0
112,AGJ252X02001A,3200,TA-2,2.198,2.0,1.0,0.5
113,AHQ0262G1002A,2200,TA-3,0.0,1.0,0.0,0.0
114,AHQ0415L1003B,2200,TB-I,4.359,2.0,2.0,3.0
115,AHQ0415L1003B,2200,TB-R,6.814,3.0,3.0,3.0
116,AHQ0442J3005A,2200,TB-R,0.0,2.0,2.0,1.0
117,AHQ0442J3005A,3200,TB-R,0.0,3.0,0.0,0.0
118,AHQ0442J3006A,2200,TB-R,0.0,1.0,0.0,1.3333333333333333
119,AHQ0442J3006A,3200,TB-R,25.443,3.0,3.0,11.333333333333334
120,AHQ0442J4004A,3200,TB-I,7.239,0.0,0.0,1.0
121,ALW078C93001A,2200,TA-3,6.72,2.0,1.0,1.0
122,ALW078C93001A,2200,TA-P,0.0,0.0,2.0,2.0
123,ALW078C93001A,2200,TA-R,17.295,3.0,3.0,3.0
124,ALW078EP1001A,2200,TA-R,44.482,10.0,10.0,10.0
125,AMS048TW1036A,2200,TA-1,9.126,1.0,2.0,2.0
126,AMS048TW1037A,2200,TA-2,0.0,0.0,0.0,0.5
127,AMS048TW1053A,2200,TA-1,0.0,0.0,0.0,0.5
128,AMS048TW1053A,2200,TA-2,0.0,0.0,0.0,1.0
129,AMS060NR1003A,2200,TA-1,0.0,1.0,0.0,0.0
130,AMS078EN1001A,2200,TA-1,3.6,1.0,1.0,1.0
131,AMS078EN1001A,2200,TA-3,9.169,2.0,2.0,3.0
132,AMS078EN1001A,2200,TA-5,5.962,9.0,3.0,14.0
133,AMS078EN1001A,2200,TA-P,16.429,7.0,6.0,10.0
134,AMS078EN1001A,2200,TA-R,122.032,30.0,30.0,30.0
135,AMS078EN1001A,2200,TA-U,10.76,3.0,3.0,4.0
136,AMS078EN1001A,2200,TB-5P,57.137,43.0,25.0,27.0
137,AMS078EN1002A,2200,TA-2,70.539,10.0,10.0,10.0
138,AMS078EN1006A,2200,TA-1,86.121,21.0,20.0,20.0
139,AMS090NC4003A,2200,TA-1,9.843,4.0,3.0,1.0
140,AMS096EC1002A,2200,TA-1,48.99,25.0,4.0,18.0
141,AMS096EC1002A,2200,TA-P,0.0,19.0,0.0,5.0
142,AMS096EC1002A,2200,TB-5P,158.375,34.0,30.0,30.0
143,AMS096EC1002A,2200,TB-P,11.16,2.0,2.0,2.0
144,AMS096EC3001B,2200,TA-1,94.748,19.0,18.0,20.0
145,AMS096EC3001B,2200,TA-2,55.794,11.0,11.0,10.0
146,AMS096EC3001B,2200,TA-5,11.2,2.0,2.0,2.0
147,AMS096EC3001B,2200,TA-P,78.829,22.0,18.0,21.0
148,ANI010YK3001A,2200,TB-R,167.363,4.0,3.0,8.0
149,ANI010YK3001A,2200,TB-U,115.48,1.0,4.0,5.5
150,ANI020YU1001M,2200,TB-I,101.52,10.0,6.0,1.0
151,ANV0086A1061A,2200,TB-R,2.892,1.0,1.0,0.0
152,ANV0086A1075A,2200,TB-P,15.529,7.0,5.0,5.0
153,ANV0086A1076A,2200,TB-R,26.775,8.0,8.0,8.0
154,ANV0086A1106A,2200,TB-R,2.523,2.0,2.0,3.0
155,ANV132X2C057A,2200,TA-2,18.718,0.0,0.0,9.0
156,ANV132X2C057A,2200,TA-R,2.29,2.0,2.0,2.0
157,ANV132X2C059A,2200,TA-2,3.457,0.0,0.0,4.0
158,ANV132X2C059A,2200,TA-R,14.701,11.0,12.0,12.0
159,ANV132X2C090A,2200,TA-R,0.0,2.0,0.0,12.0
160,ANV132X2C090A,2200,TB-IP,0.0,3.0,2.0,1.0
161,ANV132X2C090A,2200,TB-R,0.0,0.0,0.0,1.0
162,ANV153XT9078A,2200,TA-2,0.875,0.0,0.0,1.0
163,ANV153XT9078A,2200,TA-R,1.876,1.0,1.0,1.0
164,ANV153XT9103A,2200,TB-R,0.0,1.0,0.0,0.0
165,ANV345XTA010A,2200,TA-5,0.0,0.0,0.0,1.0
166,ANV345XTB023B,3400,TA-3,0.302,1.0,1.0,0.0
167,ANV345XTE001A,2200,TA-R,0.818,1.0,2.0,2.0
168,ANV345XTG002A,3400,TA-3,4.119,3.0,3.0,3.0
169,AOK048TV1029A,2200,TA-3,45.444,9.0,9.0,9.0
170,AOK048TV1029A,2200,TA-P,7.68,0.0,3.0,3.0
171,AQH072AF1001A,2200,TB-P,3.2,1.0,1.0,1.0
172,ATO132Y23001A,2200,TB-R,0.2,2.0,2.0,1.0
173,AVE048XZ3007A,2200,TA-2,3.183,0.0,0.0,0.5
174,AYU096EL2001A,2200,TA-2,41.557,9.0,9.0,11.0
175,AYZ066TS1001A,2200,TB-U,43.2,8.0,3.0,7.0
176,AYZ096EI1002A,2200,TA-1,0.0,0.0,0.0,1.0
177,AZA0086A1002A,2200,TB-I,25.446,8.0,12.0,12.0
178,AZA0086A1004A,2200,TB-U,1.771,0.0,0.0,1.0
179,AZA0086A1006A,2200,TB-U,3.237,0.0,2.0,2.0
180,AZA0086A1016A,2200,TB-U,18.05,7.0,7.0,8.0
181,BU054MF1002A,2200,TA-1,32.92,5.0,5.0,5.5
182,AAB008YM2025A,0,TB-IP,0.0,1.0,1.0,0.0
183,AAB008YQ2041A,0,TB-U,0.0,2.0,2.0,0.0
184,AAB008YQ3013A,0,TB-U,0.0,1.0,1.0,0.0
185,AAB008YQ3021A,0,TB-U,0.0,1.0,0.0,0.0
186,AAB054TN1005A,0,TA-5,0.0,4.0,4.0,4.0
187,AAB054TS1004A,0,TA-2,0.0,1.0,0.0,0.0
188,AAB084CC9002A,0,TA-5,0.0,3.0,4.0,2.0
189,AAB084N43003A,0,TA-2,0.0,1.0,1.0,0.0
190,AAB096EF3001A,0,TA-1,0.0,8.0,8.0,0.0
191,AAB096EL1003A,0,TA-1,0.0,4.0,10.0,6.0
192,AAB096EL1003A,0,TA-2,0.0,3.0,3.0,0.0
193,AAB096EL1012A,0,TA-1,0.0,1.0,2.0,0.0
194,AAB096EL1017A,0,TA-1,0.0,4.0,5.0,0.0
195,AAS008FG1011A,0,TB-P,0.0,2.0,5.0,3.0
196,AAS008YQ2001B,0,TB-I,0.0,1.0,1.0,0.0
197,AAS024MA0006A,0,TB-U,0.0,3.0,3.0,0.0
198,AAS178NN2001A,0,TB-U,0.0,1.0,1.0,1.0
199,AAW008Y62026A,0,TB-U,0.0,3.0,3.0,1.0
200,AAW016D53019A,0,TA-2,0.0,5.0,7.0,1.0
201,AAW016D53019A,0,TA-5,0.0,9.0,37.0,28.0
202,AAW016D53019A,0,TA-R,0.0,1.0,1.0,0.0
203,AAW024XJ4004A,0,TA-3,0.0,1.0,1.0,1.0
204,AAW048MAC001A,0,TA-1,0.0,1.0,1.0,0.0
205,AAW048TP1008B,0,TA-2,0.0,3.0,5.0,2.0
206,AAW048TP1008B,0,TA-3,0.0,1.0,1.0,0.0
207,AAW048TP1008B,0,TA-5,0.0,25.0,38.0,13.0
208,ABU008YQ2005A,0,TB-U,0.0,1.0,0.0,0.0
209,ABU048MA4014A,0,TA-1,0.0,1.0,1.0,0.0
210,ABU048TP2010A,0,TA-1,0.0,2.0,1.0,1.0
211,ABU078EA1001A,0,TA-1,0.0,1.0,2.0,0.0
212,ABU078EA1001A,0,TA-2,0.0,1.0,3.0,1.0
213,ABU090NC8002B,2200,TA-1,0.0,1.0,1.0,0.0
214,ABU096EF2001A,0,TA-5,0.0,3.0,6.0,3.0
215,ABU096EF5001A,0,TA-2,0.0,1.0,1.0,0.0
216,ABU153XT9002A,0,TB-IP,0.0,1.0,1.0,0.0
217,ABU165MC4001A,0,TA-1,0.0,1.0,1.0,0.0
218,ABW048AC1007A,0,TB-P,0.0,1.0,0.0,0.0
219,ACD084CC2004B,0,TA-2,0.0,1.0,0.0,0.0
220,AGJ252X02001A,0,TA-2,0.0,1.0,2.0,0.0
221,AHQ0442J3006A,0,TB-R,0.0,11.0,12.0,1.0
222,AHQ0442J4004A,0,TB-I,0.0,1.0,1.0,0.0
223,ALW078C93001A,0,TA-P,0.0,2.0,0.0,0.0
224,AMS048TW1036A,0,TA-1,0.0,1.0,0.0,0.0
225,AMS048TW1037A,0,TA-2,0.0,1.0,1.0,0.0
226,AMS048TW1053A,0,TA-1,0.0,1.0,1.0,0.0
227,AMS048TW1053A,0,TA-2,0.0,2.0,2.0,0.0
228,AMS078C93001B,0,TA-R,0.0,3.0,0.0,0.0
229,AMS078EN1001A,0,TA-3,0.0,1.0,1.0,0.0
230,AMS078EN1001A,0,TA-5,0.0,12.0,18.0,7.0
231,AMS078EN1001A,0,TA-P,0.0,4.0,5.0,1.0
232,AMS078EN1001A,0,TA-U,0.0,2.0,2.0,1.0
233,AMS078EN1001A,0,TB-5P,0.0,2.0,20.0,18.0
234,AMS078EN1002A,0,TA-R,0.0,1.0,1.0,1.0
235,AMS078EN1006A,0,TA-1,0.0,1.0,2.0,1.0
236,AMS096EC1002A,0,TA-1,0.0,14.0,35.0,21.0
237,AMS096EC1002A,0,TA-P,0.0,5.0,24.0,19.0
238,AMS096EC1002A,0,TB-5P,0.0,1.0,5.0,5.0
239,AMS096EC3001B,0,TA-1,0.0,1.0,2.0,1.0
240,AMS096EC3001B,0,TA-P,0.0,3.0,7.0,4.0
241,ANI010YK3001A,0,TB-U,0.0,3.0,0.0,0.0
242,ANV0086A1106A,0,TB-R,0.0,2.0,2.0,0.0
243,ANV132X2A021B,0,TA-3,0.0,1.0,0.0,0.0
244,ANV132X2C059A,0,TA-R,0.0,1.0,0.0,0.0
245,ANV132X2C090A,0,TA-R,0.0,13.0,15.0,3.0
246,ANV132X2C090A,0,TB-IP,0.0,2.0,3.0,1.0
247,ANV132X2C090A,0,TB-R,0.0,1.0,1.0,0.0
248,ANV153XT9022A,0,TB-IP,0.0,1.0,0.0,0.0
249,ANV345XTA010A,0,TA-5,0.0,1.0,1.0,0.0
250,ANV345XTE001A,0,TA-R,0.0,1.0,0.0,0.0
251,AOK048TV1029A,0,TA-P,0.0,3.0,0.0,0.0
252,AQW024MAA017A,2200,TB-R,0.0,1.0,1.0,1.0
253,AYU096EL2001A,0,TA-2,0.0,1.0,1.0,0.0
254,AYZ066TS1001A,0,TB-U,0.0,4.0,9.0,5.0
255,AYZ096EI1002A,0,TA-1,0.0,1.0,1.0,0.0
256,AZA0086A1002A,0,TB-I,0.0,4.0,0.0,0.0
257,AZA0086A1006A,0,TB-U,0.0,2.0,0.0,0.0
258,AAB008YQ3023A,0,TB-U,0.0,0.0,3.0,3.0
259,AAB024MAA019A,0,TA-2,0.0,0.0,1.0,0.0
260,AAB024XJ6006A,0,TA-2,0.0,0.0,1.0,0.0
261,AAB024XJ6007A,0,TA-2,0.0,0.0,1.0,1.0
262,AAB084CC9001A,0,TA-P,0.0,0.0,1.0,1.0
263,AAB084CC9002A,0,TA-P,0.0,0.0,1.0,1.0
264,AAS008FG1011A,0,TB-U,0.0,0.0,2.0,2.0
265,AAS008YQ2002B,0,TB-U,0.0,0.0,1.0,1.0
266,AAS096EL1009B,0,TB-U,0.0,0.0,1.0,1.0
267,AAW024XJ6014A,0,TA-2,0.0,0.0,1.0,0.0
268,AAW048TP1043B,0,TA-1,0.0,0.0,6.0,3.0
269,AB084CC2001A,0,TA-U,0.0,0.0,2.0,2.0
270,ABU024XJ6009A,0,TA-2,0.0,0.0,1.0,0.0
271,ABU048TP2020B,0,TA-1,0.0,0.0,1.0,0.0
272,ABU054MF6001A,0,TA-1,0.0,0.0,1.0,1.0
273,ABU096EA1001A,0,TA-1,0.0,0.0,2.0,2.0
274,ABU096EF2001A,0,TA-1,0.0,0.0,1.0,1.0
275,ABU096EF2001A,0,TA-2,0.0,0.0,2.0,1.0
276,AHQ0262G1002A,0,TA-3,0.0,0.0,1.0,0.0
277,AHQ0442J3005A,0,TB-R,0.0,0.0,4.0,3.0
278,ALW078C93001A,0,TA-3,0.0,0.0,1.0,1.0
279,AMS060NR1003A,0,TA-1,0.0,0.0,1.0,0.0
280,AMS078C93001B,2200,TA-R,0.0,0.0,3.0,3.0
281,AMS090NC4003A,0,TA-1,0.0,0.0,1.0,0.0
282,ANI020YU1001M,0,TB-I,0.0,0.0,4.0,1.0
283,ANV0086A1075A,0,TB-P,0.0,0.0,2.0,2.0
284,ANV132X2A021B,2200,TA-3,0.0,0.0,1.0,0.0
285,ANV153XT9022A,2200,TB-IP,0.0,0.0,1.0,1.0
286,ANV153XT9103A,0,TB-R,0.0,0.0,1.0,1.0
287,AAB008YQ3012A,2200,TB-R,0.0,0.0,0.0,2.333333333333333
288,ALW078EP1001A,2200,TA-1,0.0,0.0,0.0,1.0
289,AMS078C93001B,2200,TA-1,0.0,0.0,0.0,6.5
290,AMS078C93001B,2200,TA-3,0.0,0.0,0.0,2.0
