,Unnamed: 0,bd_id_1,bd_id_2,end_time,entity,jobcode,lot_num_1,lot_num_2,number,start_time,start_time_trans,end_time_trans,CR,start_time_adj,end_time_adj
0,0,ANV345XTB023B,AMS078C93001B,485.0,BB214,MC,R07NVG401,R13MSEU04,BB214_1,401.0,2022-04-01 14:46:00,2022-04-01 16:10:00,7541.87,2022-04-01 14:46:00,2022-04-01 16:10:00
1,1,AHQ0262G1002A,AAW024XJ6010B,84.0,BB218,MC,,R14AWAF02,BB218_1,0.0,2022-04-01 08:05:00,2022-04-01 09:29:00,7529.059999999999,2022-04-01 08:05:00,2022-04-01 09:29:00
2,2,AHQ0262G1002A,AMS078C93001B,84.0,BB219,MC,R13HQA203,R13MSES05,BB219_1,0.0,2022-04-01 08:05:00,2022-04-01 09:29:00,7571.73,2022-04-01 08:05:00,2022-04-01 09:29:00
3,3,AAB096EL1017A,AAB178NN2001A,84.0,BB442,MC,,R14ABCF02,BB442_1,0.0,2022-04-01 08:05:00,2022-04-01 09:29:00,7509.519999999999,2022-04-01 08:05:00,2022-04-01 09:29:00
4,4,ABU048MA4014A,AAB054TN1005A,634.0,BB444,MC,R13BUFM02,R14ABAC35,BB444_1,550.0,2022-04-01 17:15:00,2022-04-01 18:39:00,7497.72,2022-04-01 17:15:00,2022-04-01 18:39:00
5,5,ABU078EA1001A,AMS078C93001B,84.0,BB460,MC,,R13MSES02,BB460_1,0.0,2022-04-01 08:05:00,2022-04-01 09:29:00,7571.73,2022-04-01 08:05:00,2022-04-01 09:29:00
6,6,ABU048TP2020B,ALW078EP1001A,84.0,BB471,MC,,R13LWAC02,BB471_1,0.0,2022-04-01 08:05:00,2022-04-01 09:29:00,7499.15,2022-04-01 08:05:00,2022-04-01 09:29:00
7,7,ABU165MC4001A,AAB054TN1005A,-2832.0,BB474,MC,R80CMJX01,R14ABAC03,BB474_1,-2916.0,2022-03-30 07:29:00,2022-03-30 08:53:00,7497.72,2022-03-30 07:29:00,2022-03-30 08:53:00
8,8,AAW064MR1015A,AMS078C93001B,848.0,BB476,MC,R14AWAD05,R13MSET02,BB476_1,764.0,2022-04-01 20:49:00,2022-04-01 22:13:00,7498.63,2022-04-01 20:49:00,2022-04-01 22:13:00
9,9,AAB054TN1005A,AAB096EF3001A,908.326172,BB480,MC,R14ABAC05,,BB480_1,824.326172,2022-04-01 21:49:19,2022-04-01 23:13:19,,2022-04-01 21:49:19,2022-04-01 23:13:19
10,10,AAB096EF3001A,AAB054TN1005A,84.0,BB480,MC,,R14ABAA01,BB480_2,0.0,2022-04-01 08:05:00,2022-04-01 09:29:00,,2022-04-01 08:05:00,2022-04-01 09:29:00
11,11,AAB024MA0007A,AAB096EL1012A,749.800061,BB482,MC,R14ABB703,R13ABF201,BB482_2,665.800061,2022-04-01 19:10:48,2022-04-01 20:34:48,7497.12,2022-04-01 19:10:48,2022-04-01 20:34:48
12,12,AAB096EL1012A,AAB024MA0007A,61.0,BB482,MC,R13ABF201,R14ABB705,BB482_3,-23.0,2022-04-01 07:42:00,2022-04-01 09:06:00,7498.22,2022-04-01 07:42:00,2022-04-01 09:06:00
13,13,AMS078C93001B,ABU090NC8002B,2013.939385,BB483,MC,R13MSEU03,R13BUG103,BB483_1,1929.939385,2022-04-02 16:14:56,2022-04-02 17:38:56,7498.5,2022-04-02 16:14:56,2022-04-02 17:38:56
14,14,ABU090NC8002B,AMS078C93001B,-184.0,BB483,MC,R13BUG103,R13MSET04,BB483_2,-268.0,2022-04-01 03:37:00,2022-04-01 05:01:00,7498.63,2022-04-01 03:37:00,2022-04-01 05:01:00
15,15,AAB096EL1012A,AAB178NN2001A,84.0,BB488,MC,,R14ABCB02,BB488_1,0.0,2022-04-01 08:05:00,2022-04-01 09:29:00,7509.519999999999,2022-04-01 08:05:00,2022-04-01 09:29:00
16,16,AAB054TN1005A,AAB096EF3001A,908.326172,BB490,MC,R14ABAC09,,BB490_1,824.326172,2022-04-01 21:49:19,2022-04-01 23:13:19,,2022-04-01 21:49:19,2022-04-01 23:13:19
17,17,AAB096EF3001A,AAB054TN1005A,84.0,BB490,MC,,R14ABAC39,BB490_2,0.0,2022-04-01 08:05:00,2022-04-01 09:29:00,7497.7,2022-04-01 08:05:00,2022-04-01 09:29:00
18,18,AMS078C93001B,ABU054MF6001A,2246.939385,BB501,MC,R13MSEU01,R14BUAG03,BB501_1,2162.939385,2022-04-02 20:07:56,2022-04-02 21:31:56,7498.73,2022-04-02 20:07:56,2022-04-02 21:31:56
19,19,ABU054MF6001A,AMS078C93001B,212.0,BB501,MC,R14BUAG03,R13MSEU06,BB501_2,128.0,2022-04-01 10:13:00,2022-04-01 11:37:00,7498.63,2022-04-01 10:13:00,2022-04-01 11:37:00
20,20,AMS060NR1003A,ABU048TP2010A,84.0,BB509,MC,,R13VGD404,BB509_1,0.0,2022-04-01 08:05:00,2022-04-01 09:29:00,7478.78,2022-04-01 08:05:00,2022-04-01 09:29:00
21,21,AAB096EF3001A,AAB096EL1019A,84.0,BB511,MC,,R14ABBV07,BB511_1,0.0,2022-04-01 08:05:00,2022-04-01 09:29:00,7497.519999999999,2022-04-01 08:05:00,2022-04-01 09:29:00
22,22,AAB054TN1005A,ABU054MF6001A,1324.326172,BB513,MC,R14ABAC11,R14BUAG04,BB513_1,1240.326172,2022-04-02 04:45:19,2022-04-02 06:09:19,7498.73,2022-04-02 04:45:19,2022-04-02 06:09:19
23,23,ABU054MF6001A,AAB054TN1005A,500.0,BB513,MC,R14BUAG04,R14ABAC18,BB513_2,416.0,2022-04-01 15:01:00,2022-04-01 16:25:00,7497.18,2022-04-01 15:01:00,2022-04-01 16:25:00
24,24,ABU054MF6001A,AMS078C93001B,675.0,BB515,MC,R14BUAG05,R13MSET01,BB515_1,591.0,2022-04-01 17:56:00,2022-04-01 19:20:00,7498.63,2022-04-01 17:56:00,2022-04-01 19:20:00
25,25,AAB054TN1005A,AMS090NC4003A,1019.326172,BB521,MC,R14ABAC37,R13MSKJ07,BB521_1,935.326172,2022-04-01 23:40:19,2022-04-02 01:04:19,7503.17,2022-04-01 23:40:19,2022-04-02 01:04:19
26,26,AMS090NC4003A,AAB054TN1005A,195.0,BB521,MC,R13MSKJ07,R14ABAC17,BB521_2,111.0,2022-04-01 09:56:00,2022-04-01 11:20:00,7497.18,2022-04-01 09:56:00,2022-04-01 11:20:00
27,27,AAB096EL1012A,AAB024MA5010A,-42.0,BB538,MC,R13ABF101,R14ABC103,BB538_1,-126.0,2022-04-01 05:59:00,2022-04-01 07:23:00,7500.28,2022-04-01 05:59:00,2022-04-01 07:23:00
28,28,AAB096EF3001A,AAB054TN1005A,84.0,BB544,MC,,R14ABAC13,BB544_1,0.0,2022-04-01 08:05:00,2022-04-01 09:29:00,7497.72,2022-04-01 08:05:00,2022-04-01 09:29:00
29,29,AAW048TP1043B,AMS078C93001B,84.0,BB576,MC,,R13MSEU02,BB576_1,0.0,2022-04-01 08:05:00,2022-04-01 09:29:00,7541.87,2022-04-01 08:05:00,2022-04-01 09:29:00
30,30,AAW048TP1043B,AAB054TN1005A,84.0,BB578,MC,,R14ABAC29,BB578_1,0.0,2022-04-01 08:05:00,2022-04-01 09:29:00,7497.72,2022-04-01 08:05:00,2022-04-01 09:29:00
31,31,AAW048TP1043B,AAB178NN2001A,84.0,BB587,MC,,R14ABCC01,BB587_1,0.0,2022-04-01 08:05:00,2022-04-01 09:29:00,7509.519999999999,2022-04-01 08:05:00,2022-04-01 09:29:00
32,32,AMS090NC4003A,AAW064MR1009A,84.0,BB591,MC,,R14AWAQ01,BB591_1,0.0,2022-04-01 08:05:00,2022-04-01 09:29:00,,2022-04-01 08:05:00,2022-04-01 09:29:00
33,33,AAB096EL1017A,AMS078C93001B,84.0,BB592,MC,,R13MSES06,BB592_1,0.0,2022-04-01 08:05:00,2022-04-01 09:29:00,7541.87,2022-04-01 08:05:00,2022-04-01 09:29:00
34,34,ABU048TP2010A,AMS048TW1053A,870.008731,BB593,MC,R13VGD402,,BB593_3,786.008731,2022-04-01 21:11:00,2022-04-01 22:35:00,,2022-04-01 21:11:00,2022-04-01 22:35:00
35,35,AAB178NN2001A,AAB096EL1012A,1572.093173,BB594,MC,R14ABCB01,R13ABFE04,BB594_2,1488.093173,2022-04-02 08:53:05,2022-04-02 10:17:05,7497.12,2022-04-02 08:53:05,2022-04-02 10:17:05
36,36,AAB024MA6020A,ABU078EA1001A,534.447781,BB612,SC,R14ABB504,,BB612_1,444.447781,2022-04-01 15:29:26,2022-04-01 16:59:26,,2022-04-01 15:29:26,2022-04-01 16:59:26
37,37,ABU078EA1001A,AAB024MA6020A,90.0,BB612,SC,,R14ABB501,BB612_2,0.0,2022-04-01 08:05:00,2022-04-01 09:35:00,7560.08,2022-04-01 08:05:00,2022-04-01 09:35:00
38,38,AAB024MA6020A,AAW024MAA006A,858.895562,BB612,SC,R14ABB501,R14AWA305,BB612_3,768.895562,2022-04-01 20:53:53,2022-04-01 22:23:53,7499.91,2022-04-01 20:53:53,2022-04-01 22:23:53
