assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	R03BWAC18  ,	2,	2470,	2022/2/6 下午 07:06:54,	WSM       ,	Y,	3720,	R03BWAC18  ,	AKM          ,	WLCSP          ,	000IABW109               ,	WSDN182A                                          ,	15000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	5K4962                   ,	N,	N,	0,	0,	20220206,	190654,	2022/1/11 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	2022/1/19 上午 12:00:00,	2022/1/19 上午 12:00:00,	2022/1/19 上午 12:00:00,	8 ,	,	 C B B C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R03BWAC,	R03BWAC18  ,	2,	2470,	2022/2/6 下午 07:06:54,	WSM       ,	Y,
	R03BWAC22  ,	2,	2470,	2022/2/7 上午 02:16:57,	WSM       ,	Y,	3720,	R03BWAC22  ,	AKM          ,	WLCSP          ,	000IABW109               ,	WSDN182A                                          ,	15000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	5K4962                   ,	N,	N,	0,	0,	20220207,	21657,	2022/1/11 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	2022/1/19 上午 12:00:00,	2022/1/19 上午 12:00:00,	2022/1/19 上午 12:00:00,	8 ,	,	 C B B C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R03BWAC,	R03BWAC22  ,	2,	2470,	2022/2/7 上午 02:16:57,	WSM       ,	Y,
	R03BWAC26  ,	2,	2470,	2022/2/7 上午 07:32:37,	WSM       ,	Y,	3720,	R03BWAC26  ,	AKM          ,	WLCSP          ,	000IABW109               ,	WSDN182A                                          ,	15000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	5K4962                   ,	N,	N,	0,	0,	20220207,	73237,	2022/1/11 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	2022/1/19 上午 12:00:00,	2022/1/19 上午 12:00:00,	2022/1/19 上午 12:00:00,	8 ,	,	 C B B C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R03BWAC,	R03BWAC26  ,	2,	2470,	2022/2/7 上午 07:32:37,	WSM       ,	Y,
	R03BWAC30  ,	2,	2470,	2022/2/7 下午 01:18:52,	WSM       ,	Y,	3720,	R03BWAC30  ,	AKM          ,	WLCSP          ,	000IABW109               ,	WSDN182A                                          ,	15000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	5K4962                   ,	N,	N,	0,	0,	20220207,	131851,	2022/1/11 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	2022/1/19 上午 12:00:00,	2022/1/19 上午 12:00:00,	2022/1/19 上午 12:00:00,	8 ,	,	 C B B C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R03BWAC,	R03BWAC30  ,	2,	2470,	2022/2/7 下午 01:18:52,	WSM       ,	Y,
	R03BWAC34  ,	2,	2470,	2022/2/7 下午 09:58:32,	WSM       ,	Y,	3720,	R03BWAC34  ,	AKM          ,	WLCSP          ,	000IABW109               ,	WSDN182A                                          ,	15000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	5K4962                   ,	N,	N,	0,	0,	20220207,	215832,	2022/1/11 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	2022/1/19 上午 12:00:00,	2022/1/19 上午 12:00:00,	2022/1/19 上午 12:00:00,	8 ,	,	 C B B C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R03BWAC,	R03BWAC34  ,	2,	2470,	2022/2/7 下午 09:58:32,	WSM       ,	Y,
	R03BWAC38  ,	2,	2470,	2022/2/8 上午 03:29:58,	WSM       ,	Y,	3720,	R03BWAC38  ,	AKM          ,	WLCSP          ,	000IABW109               ,	WSDN182A                                          ,	15000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	5K4962                   ,	N,	N,	0,	0,	20220208,	32958,	2022/1/11 上午 12:00:00,	ENG                 ,	,	      ,	M,	                         ,	          ,	               ,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2022/1/17 上午 12:00:00,	2022/1/18 上午 12:00:00,	2022/1/19 上午 12:00:00,	2022/1/19 上午 12:00:00,	2022/1/19 上午 12:00:00,	8 ,	,	 C B B C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	                                   ,	R03BWAC,	R03BWAC38  ,	2,	2470,	2022/2/8 上午 03:29:58,	WSM       ,	Y,
	R03BWBY51  ,	2,	2470,	2022/1/19 下午 04:15:57,	WSM       ,	Y,	3720,	R03BWBY51  ,	AKM          ,	WLCSP          ,	000IABW143               ,	WSDY115A                                          ,	10000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK07323-XC2-FI{FT1}{FRM-PP}                       ,	5K4G37                   ,	N,	N,	0,	0,	20220119,	161636,	2022/1/16 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK07323-XC2-FI{FT1}{FRM-PP}                       ,	PROD        ,	2022/1/22 上午 12:00:00,	2022/1/23 上午 12:00:00,	2022/1/24 上午 12:00:00,	2022/1/24 上午 12:00:00,	2022/1/24 上午 12:00:00,	8 ,	,	 A C B B                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	黑膠不足                           ,	R03BWBY,	R03BWBY51  ,	2,	2470,	2022/1/19 下午 04:15:57,	WSM       ,	Y,
	R03NIG305  ,	32,	2470,	2022/2/7 下午 08:20:50,	WSM       ,	Y,	2320,	R03NIG305  ,	DIALOG       ,	FCDFN-08YZ2A   ,	008YZNI002               ,	GCKA92.30                                         ,	15000,	0,	2320,	A2,	N,	TSOP  ,	NI,	D2952AAHB-R9AMVC1{AM}                             ,	1754126                  ,	N,	N,	0,	0,	20220208,	10529,	2022/1/28 上午 12:00:00,	ANI008YZ1001D       ,	,	      ,	M,	                         ,	          ,	               ,	D2952AAHB-R9AMVC1{AM}                             ,	PROD        ,	2022/1/31 上午 12:00:00,	2022/2/2 上午 12:00:00,	2022/2/3 上午 12:00:00,	2022/2/4 上午 12:00:00,	2022/2/4 上午 12:00:00,	8 ,	  ,	ABAF B D D                                                                      ,	                    ,	0,	Y1,	     ,	NI70    ,	108192HF36               ,	,	,	                                   ,	R03NIG3,	R03NIG305  ,	32,	2470,	2022/2/7 下午 08:20:50,	WSM       ,	Y,
	R03NIGM    ,	25,	2415,	2022/2/8 上午 12:10:56,	WSM1      ,	Y,	2070,	R03NIGM    ,	DIALOG       ,	FCDFN-08YZ2A   ,	008YZNI002               ,	GCKA93.31                                         ,	0,	5,	2070,	A2,	N,	TSOP  ,	NI,	D2952AAHB-R9AMVC1{AM}                             ,	1754144                  ,	Y,	N,	20220208,	1055,	20220208,	1319,	2022/1/30 上午 12:00:00,	ANI008YZ1001D       ,	,	      ,	M,	                         ,	          ,	               ,	D2952AAHB-R9AMVC1{AM}                             ,	PROD        ,	2022/2/2 上午 12:00:00,	2022/2/4 上午 12:00:00,	2022/2/5 上午 12:00:00,	2022/2/6 上午 12:00:00,	2022/2/6 上午 12:00:00,	8 ,	  ,	ABAF B D D                                                                      ,	                    ,	0,	Y1,	     ,	NI70    ,	108192HF36               ,	,	,	                                   ,	R03NIGM,	R03NIGM    ,	25,	2415,	2022/2/8 上午 12:10:56,	WSM1      ,	Y,
	R03NVBE04  ,	16,	2210,	2022/1/29 下午 02:03:59,	WSM       ,	Y,	2434,	R03NVBE04  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV213               ,	220114015                                         ,	1557,	0,	2434,	A2,	N,	TSOP  ,	NV,	PC51S2910L-00000-01901{K-BIN22-125}               ,	511-220114015            ,	N,	N,	0,	0,	20220208,	62321,	2022/1/18 上午 12:00:00,	ANV0086A1081A       ,	,	      ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01901{K-BIN22-125}               ,	PROD        ,	2022/1/19 上午 12:00:00,	2022/1/20 上午 12:00:00,	2022/1/21 上午 12:00:00,	2022/1/21 上午 12:00:00,	,	12,	4 ,	 B A A A C                                                                      ,	A0803CB1212         ,	50,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	                                   ,	R03NVBE,	R03NVBE04  ,	16,	2210,	2022/1/29 下午 02:03:59,	WSM       ,	Y,
	R03NVBE09  ,	16,	2210,	2022/2/4 下午 05:34:43,	WSM       ,	Y,	2310,	R03NVBE09  ,	PHISON       ,	uSD08AQV-C     ,	0086ANV213               ,	220114015                                         ,	1560,	0,	2310,	A2,	N,	TSOP  ,	NV,	PC51S2910L-00000-01901{K-BIN22-125}               ,	511-220114015            ,	N,	N,	0,	0,	20220205,	134058,	2022/1/18 上午 12:00:00,	ANV0086A1081A       ,	,	      ,	M,	                         ,	          ,	               ,	PC51S2910L-00000-01901{K-BIN22-125}               ,	PROD        ,	2022/1/19 上午 12:00:00,	2022/1/20 上午 12:00:00,	2022/1/21 上午 12:00:00,	2022/1/21 上午 12:00:00,	,	12,	4 ,	 B A A A C                                                                      ,	A0803CB1212         ,	50,	Y3,	     ,	NV02    ,	1081E770A1               ,	,	,	                                   ,	R03NVBE,	R03NVBE09  ,	16,	2210,	2022/2/4 下午 05:34:43,	WSM       ,	Y,
	R03NVBN    ,	,	2440,	2022/1/26 下午 06:57:51,	SWR       ,	Y,	2070,	R03NVBN    ,	PHISON       ,	STBGA345NBC    ,	345XTNV079               ,	00R03NVBN                                         ,	4838,	0,	2070,	A2,	N,	TSOP  ,	NV,	SC7800490S-00000-00009{SSD}                       ,	531-220112009            ,	N,	N,	0,	0,	20220126,	192139,	2022/1/27 上午 12:00:00,	ANV345XTG001A       ,	,	      ,	M,	                         ,	          ,	               ,	SC7800490S-00000-00009{SSD}                       ,	SWR         ,	2022/1/28 上午 12:00:00,	2022/1/29 上午 12:00:00,	2022/1/30 上午 12:00:00,	2022/1/30 上午 12:00:00,	,	12,	 P,	 A A A A E                                                                      ,	A0801CB1285         ,	25,	Y3,	     ,	NV31    ,	1081GE100C               ,	20220118025.E  ,	1,	                                   ,	R03NVBN,	R03NVBN    ,	,	2440,	2022/1/26 下午 06:57:51,	SWR       ,	Y,
	R03QRBK    ,	6,	2030,	2022/1/14 上午 12:27:26,	WSM       ,	Y,	2068,	R03QRBK    ,	GigaDevice   ,	WLCSP          ,	000IAQR004               ,	AP2X338                                           ,	6423,	1,	2068,	A2,	N,	TSOP  ,	QR,	GD25LB128DLIGR{0092}{DS}                          ,	211WE-21020033           ,	N,	N,	0,	0,	20220115,	62220,	2022/1/13 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	GD25LB128DLIGR{0092}{DS}                          ,	PROD        ,	2022/1/19 上午 12:00:00,	2022/1/20 上午 12:00:00,	2022/1/21 上午 12:00:00,	2022/1/21 上午 12:00:00,	2022/1/21 上午 12:00:00,	12,	,	 H F B B B                                                                      ,	                    ,	0,	 N,	     ,	QR99    ,	                         ,	,	,	                                   ,	R03QRBK,	R03QRBK    ,	6,	2030,	2022/1/14 上午 12:27:26,	WSM       ,	Y,
	R03QRBYC5  ,	2,	2470,	2022/1/25 下午 01:40:22,	WSM       ,	Y,	3720,	R03QRBYC5  ,	GigaDevice   ,	WLCSP          ,	000IAQR024               ,	C014089                                           ,	3000,	0,	3720,	A2,	Y,	TSOP  ,	QR,	GD25LE64ELIGR{0136}                               ,	4600010013               ,	N,	N,	0,	0,	20220125,	134157,	2022/1/15 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	GD25LE64ELIGR{0136}                               ,	PROD        ,	2022/1/21 上午 12:00:00,	2022/1/22 上午 12:00:00,	2022/1/23 上午 12:00:00,	2022/1/23 上午 12:00:00,	2022/1/23 上午 12:00:00,	12,	,	 D D B A A                                                                      ,	                    ,	0,	 N,	     ,	QR99    ,	                         ,	,	,	IC站立                             ,	R03QRBY,	R03QRBYC5  ,	2,	2470,	2022/1/25 下午 01:40:22,	WSM       ,	Y,
	R04ABE803  ,	20,	3210,	2022/2/5 下午 05:31:11,	WSM       ,	Y,	2410,	R04ABE803  ,	WINBOND      ,	STBGA162B4U    ,	162KEAB011               ,	6203M0014                                         ,	12460,	0,	2410,	A2,	N,	TSOP  ,	AB,	UBG056001/IG/W71NW10HM3FW                         ,	OP6CMC00XL               ,	N,	N,	0,	0,	20220208,	21739,	2022/1/24 上午 12:00:00,	AAB162KE1006A       ,	,	      ,	M,	                         ,	          ,	               ,	UBG056001/IG/W71NW10HM3FW                         ,	PROD        ,	2022/2/1 上午 12:00:00,	2022/2/6 上午 12:00:00,	2022/2/8 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/9 上午 12:00:00,	12,	4 ,	 D H C G C                                                                      ,	A0801CB0818         ,	63,	Y3,	     ,	AB03    ,	1081G1250B               ,	,	,	                                   ,	R04ABE8,	R04ABE803  ,	20,	3210,	2022/2/5 下午 05:31:11,	WSM       ,	Y,
	R04ABE905  ,	20,	3210,	2022/2/7 上午 06:43:12,	WSM       ,	Y,	2225,	R04ABE905  ,	WINBOND      ,	STBGA162B4U    ,	162KEAB011               ,	6203M0015                                         ,	3200,	0,	2225,	A2,	N,	TSOP  ,	AB,	UBG056001/IG/W71NW10HM3FW                         ,	OP6CMC00XR               ,	N,	N,	0,	0,	20220207,	82659,	2022/1/25 上午 12:00:00,	AAB162KE1006A       ,	,	      ,	M,	                         ,	          ,	               ,	UBG056001/IG/W71NW10HM3FW                         ,	PROD        ,	2022/2/2 上午 12:00:00,	2022/2/7 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/10 上午 12:00:00,	12,	4 ,	 D H C G C                                                                      ,	A0801CB0818         ,	63,	Y3,	     ,	AB03    ,	1081G1250B               ,	,	,	                                   ,	R04ABE9,	R04ABE905  ,	20,	3210,	2022/2/7 上午 06:43:12,	WSM       ,	Y,
	R04ABE909  ,	20,	3210,	2022/2/7 下午 12:10:13,	WSM       ,	Y,	2225,	R04ABE909  ,	WINBOND      ,	STBGA162B4U    ,	162KEAB011               ,	6203M0015                                         ,	3300,	0,	2225,	A2,	N,	TSOP  ,	AB,	UBG056001/IG/W71NW10HM3FW                         ,	OP6CMC00XR               ,	N,	N,	0,	0,	20220207,	142734,	2022/1/25 上午 12:00:00,	AAB162KE1006A       ,	,	      ,	M,	                         ,	          ,	               ,	UBG056001/IG/W71NW10HM3FW                         ,	PROD        ,	2022/2/2 上午 12:00:00,	2022/2/7 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/10 上午 12:00:00,	12,	4 ,	 D H C G C                                                                      ,	A0801CB0818         ,	63,	Y3,	     ,	AB03    ,	1081G1250B               ,	,	,	                                   ,	R04ABE9,	R04ABE909  ,	20,	3210,	2022/2/7 下午 12:10:13,	WSM       ,	Y,
	R04ABE913  ,	20,	3210,	2022/2/7 下午 05:56:27,	WSM       ,	Y,	2225,	R04ABE913  ,	WINBOND      ,	STBGA162B4U    ,	162KEAB011               ,	6203M0015                                         ,	3225,	0,	2225,	A2,	N,	TSOP  ,	AB,	UBG056001/IG/W71NW10HM3FW                         ,	OP6CMC00XR               ,	N,	N,	0,	0,	20220207,	203610,	2022/1/25 上午 12:00:00,	AAB162KE1006A       ,	,	      ,	M,	                         ,	          ,	               ,	UBG056001/IG/W71NW10HM3FW                         ,	PROD        ,	2022/2/2 上午 12:00:00,	2022/2/7 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/10 上午 12:00:00,	12,	4 ,	 D H C G C                                                                      ,	A0801CB0818         ,	63,	Y3,	     ,	AB03    ,	1081G1250B               ,	,	,	                                   ,	R04ABE9,	R04ABE913  ,	20,	3210,	2022/2/7 下午 05:56:27,	WSM       ,	Y,
	R04ABE917  ,	20,	3210,	2022/2/7 上午 09:11:00,	WSM       ,	Y,	2225,	R04ABE917  ,	WINBOND      ,	STBGA162B4U    ,	162KEAB011               ,	6203M0015                                         ,	3219,	0,	2225,	A2,	N,	TSOP  ,	AB,	UBG056001/IG/W71NW10HM3FW                         ,	OP6CMC00XR               ,	N,	N,	0,	0,	20220207,	110048,	2022/1/25 上午 12:00:00,	AAB162KE1006A       ,	,	      ,	M,	                         ,	          ,	               ,	UBG056001/IG/W71NW10HM3FW                         ,	PROD        ,	2022/2/2 上午 12:00:00,	2022/2/7 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/10 上午 12:00:00,	12,	4 ,	 D H C G C                                                                      ,	A0801CB0818         ,	63,	Y3,	     ,	AB03    ,	1081G1250B               ,	,	,	                                   ,	R04ABE9,	R04ABE917  ,	20,	3210,	2022/2/7 上午 09:11:00,	WSM       ,	Y,
	R04ABGS08  ,	44,	2470,	2022/2/5 下午 08:06:33,	WSM       ,	Y,	2430,	R04ABGS08  ,	WINBOND      ,	DFN-08YQ2A     ,	008YQAB072               ,	613631200                                         ,	8640,	0,	2430,	A2,	N,	TSOP  ,	AB,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	OP6CMC014H               ,	Y,	N,	20220208,	64321,	20220208,	64321,	2022/1/27 上午 12:00:00,	AAB008YQ2022A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070900/IG/W25Q512JVEIQ{VER4}                   ,	PROD        ,	2022/2/1 上午 12:00:00,	2022/2/3 上午 12:00:00,	2022/2/6 上午 12:00:00,	2022/2/7 上午 12:00:00,	2022/2/8 上午 12:00:00,	12,	,	 G K E A D                                                                      ,	A0803CB1050         ,	16,	Y1,	     ,	AB06    ,	108192HF4A               ,	,	,	                                   ,	R04ABGS,	R04ABGS08  ,	44,	2470,	2022/2/5 下午 08:06:33,	WSM       ,	Y,
	R04ASBW04  ,	48,	2470,	2022/2/4 下午 10:39:42,	WSM       ,	Y,	2450,	R04ASBW04  ,	EliteMT      ,	DFN-08YQ2A     ,	008YQAS021               ,	P2ACT.01                                          ,	8638,	0,	2450,	A2,	N,	TSOP  ,	AS,	F50D1G41LBM1AM{M9ZFK}                             ,	MT2022011001             ,	N,	N,	0,	0,	20220208,	53037,	2022/1/23 上午 12:00:00,	AAS008YQ2001B       ,	,	      ,	M,	                         ,	          ,	               ,	F50D1G41LBM1AM{M9ZFK}                             ,	PROD        ,	2022/1/28 上午 12:00:00,	2022/1/30 上午 12:00:00,	2022/2/2 上午 12:00:00,	2022/2/3 上午 12:00:00,	2022/2/9 上午 12:00:00,	12,	,	 E I F A A                                                                      ,	A0803CB0974         ,	27,	Y1,	     ,	AS99    ,	108192HF42               ,	,	,	                                   ,	R04ASBW,	R04ASBW04  ,	48,	2470,	2022/2/4 下午 10:39:42,	WSM       ,	Y,
	R04ASBW12  ,	44,	2470,	2022/2/7 上午 12:08:02,	WSM       ,	Y,	2430,	R04ASBW12  ,	EliteMT      ,	DFN-08YQ2A     ,	008YQAS021               ,	P2ACT.01                                          ,	8640,	0,	2430,	A2,	N,	TSOP  ,	AS,	F50D1G41LBM1AM{M9ZFK}                             ,	MT2022011001             ,	N,	N,	0,	0,	20220207,	232044,	2022/1/23 上午 12:00:00,	AAS008YQ2001B       ,	,	      ,	M,	                         ,	          ,	               ,	F50D1G41LBM1AM{M9ZFK}                             ,	PROD        ,	2022/1/28 上午 12:00:00,	2022/1/30 上午 12:00:00,	2022/2/2 上午 12:00:00,	2022/2/3 上午 12:00:00,	2022/2/9 上午 12:00:00,	12,	,	 E I F A A                                                                      ,	A0803CB0974         ,	27,	Y1,	     ,	AS99    ,	108192HF42               ,	,	,	                                   ,	R04ASBW,	R04ASBW12  ,	44,	2470,	2022/2/7 上午 12:08:02,	WSM       ,	Y,
	R04BUAZ    ,	,	2209,	2022/1/18 下午 05:20:08,	auto_oe   ,	Y,	2070,	R04BUAZ    ,	ICSI         ,	MINIBGA48A1    ,	048MABU018               ,	DSN347Y1                                          ,	41469,	25,	2070,	A2,	N,	TSOP  ,	BU,	IS64WV25616BLL-10BLA3-AS                          ,	C02PO-100547740          ,	N,	N,	0,	0,	20220207,	211516,	2022/2/7 上午 12:00:00,	BU048MA2009B        ,	,	      ,	M,	                         ,	          ,	               ,	IS64WV25616BLL-10BLA3-AS                          ,	PROD        ,	2022/2/9 上午 12:00:00,	2022/2/10 上午 12:00:00,	2022/2/12 上午 12:00:00,	2022/2/13 上午 12:00:00,	2022/2/14 上午 12:00:00,	8 ,	,	 M L K I E                                                                      ,	A0801CB0248         ,	50,	Y3,	     ,	BUC3    ,	1081352003               ,	,	,	                                   ,	R04BUAZ,	R04BUAZ    ,	,	2209,	2022/1/18 下午 05:20:08,	auto_oe   ,	Y,
	R04BWBC30  ,	2,	2470,	2022/1/30 上午 03:53:53,	WSM       ,	Y,	3720,	R04BWBC30  ,	AKM          ,	WLCSP          ,	000IABW074               ,	WSCME36A                                          ,	10000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	5K4G35                   ,	N,	N,	0,	0,	20220130,	55952,	2022/1/19 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK07321-XC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2022/1/25 上午 12:00:00,	2022/1/26 上午 12:00:00,	2022/1/27 上午 12:00:00,	2022/1/27 上午 12:00:00,	2022/1/27 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	IC翻轉                             ,	R04BWBC,	R04BWBC30  ,	2,	2470,	2022/1/30 上午 03:53:53,	WSM       ,	Y,
	R04HQB402  ,	22,	3210,	2022/2/8 上午 07:55:55,	WSM       ,	Y,	3205,	R04HQB402  ,	EMC          ,	FPSTLGA44YBV   ,	0442JHQ027               ,	YQ221P4                                           ,	2361,	0,	3205,	A2,	N,	TSOP  ,	HQ,	FSA80STH002USA{MXXX-85}                           ,	GO202201256              ,	N,	N,	0,	0,	20220208,	75554,	2021/1/22 上午 12:00:00,	AHQ0442J3005A       ,	,	      ,	M,	                         ,	          ,	               ,	FSA80STH002USA{MXXX-85}                           ,	PROD        ,	2021/1/23 上午 12:00:00,	2021/1/24 上午 12:00:00,	2021/1/25 上午 12:00:00,	2021/1/25 上午 12:00:00,	,	12,	,	 B B D A F                                                                      ,	A0803CB1181         ,	27,	Y3,	     ,	HQ02    ,	1081A381C1               ,	,	,	                                   ,	R04HQB4,	R04HQB402  ,	22,	3210,	2022/2/8 上午 07:55:55,	WSM       ,	Y,
	R05ABA703  ,	9,	2210,	2022/2/1 下午 07:49:01,	WSM       ,	Y,	3205,	R05ABA703  ,	WINBOND      ,	STBGA24D6U     ,	024XJAB023               ,	6203M0065                                         ,	6160,	0,	3205,	A2,	N,	TSOP  ,	AB,	AAG070MQ1/IG/W25Q01JVTBIQ                         ,	OP6CMC01AA               ,	N,	N,	0,	0,	20220208,	70501,	2022/1/25 上午 12:00:00,	AAB024XJ6009A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070MQ1/IG/W25Q01JVTBIQ                         ,	PROD        ,	2022/2/4 上午 12:00:00,	2022/2/5 上午 12:00:00,	2022/2/8 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/9 上午 12:00:00,	12,	,	 C G D D B                                                                      ,	A0801CB1190         ,	4,	Y3,	     ,	AB06    ,	1081G1250B               ,	,	,	                                   ,	R05ABA7,	R05ABA703  ,	9,	2210,	2022/2/1 下午 07:49:01,	WSM       ,	Y,
	R05ABA703  ,	20,	3210,	2022/2/8 上午 07:05:02,	WSM       ,	Y,	3205,	R05ABA703  ,	WINBOND      ,	STBGA24D6U     ,	024XJAB023               ,	6203M0065                                         ,	6160,	0,	3205,	A2,	N,	TSOP  ,	AB,	AAG070MQ1/IG/W25Q01JVTBIQ                         ,	OP6CMC01AA               ,	N,	N,	0,	0,	20220208,	70501,	2022/1/25 上午 12:00:00,	AAB024XJ6009A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070MQ1/IG/W25Q01JVTBIQ                         ,	PROD        ,	2022/2/4 上午 12:00:00,	2022/2/5 上午 12:00:00,	2022/2/8 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/9 上午 12:00:00,	12,	,	 C G D D B                                                                      ,	A0801CB1190         ,	4,	Y3,	     ,	AB06    ,	1081G1250B               ,	,	,	                                   ,	R05ABA7,	R05ABA703  ,	20,	3210,	2022/2/8 上午 07:05:02,	WSM       ,	Y,
	R05ABA707  ,	9,	2210,	2022/2/2 上午 10:14:27,	WSM       ,	Y,	3200,	R05ABA707  ,	WINBOND      ,	STBGA24D6U     ,	024XJAB023               ,	6203M0065                                         ,	387,	0,	3200,	A2,	N,	TSOP  ,	AB,	AAG070MQ1/IG/W25Q01JVTBIQ                         ,	OP6CMC01AA               ,	Y,	N,	20220208,	70713,	20220208,	70713,	2022/1/25 上午 12:00:00,	AAB024XJ6009A       ,	,	      ,	M,	                         ,	          ,	               ,	AAG070MQ1/IG/W25Q01JVTBIQ                         ,	PROD        ,	2022/2/4 上午 12:00:00,	2022/2/5 上午 12:00:00,	2022/2/8 上午 12:00:00,	2022/2/9 上午 12:00:00,	2022/2/9 上午 12:00:00,	12,	,	 C G D D B                                                                      ,	A0801CB1190         ,	4,	Y3,	     ,	AB06    ,	1081G1250B               ,	,	,	                                   ,	R05ABA7,	R05ABA707  ,	9,	2210,	2022/2/2 上午 10:14:27,	WSM       ,	Y,
