assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	N36BWBU43  ,	2,	2470,	2020/9/11 下午 05:13:17,	WSM       ,	Y,	3720,	N36BWBU43  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200911,	171317,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU43  ,	2,	2470,	2020/9/11 下午 05:13:17,	WSM       ,	Y,
	N36BWBU47  ,	2,	2470,	2020/9/11 下午 11:59:59,	WSM       ,	Y,	3720,	N36BWBU47  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200911,	235958,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU47  ,	2,	2470,	2020/9/11 下午 11:59:59,	WSM       ,	Y,
	N36BWBU51  ,	2,	2470,	2020/9/12 上午 06:38:19,	WSM       ,	Y,	3720,	N36BWBU51  ,	AKM          ,	WLCSP          ,	000IABW072               ,	WSCE120A                                          ,	10000,	0,	3720,	A2,	N,	TSOP  ,	BW,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	5K2W19                   ,	N,	N,	0,	0,	20200912,	63820,	2020/9/7 上午 12:00:00,	                    ,	,	      ,	M,	                         ,	          ,	               ,	AK07377-XC2-F4{FT1}{FRM-PP}                       ,	SWR         ,	2020/9/8 上午 12:00:00,	2020/9/9 上午 12:00:00,	2020/9/10 上午 12:00:00,	2020/9/11 上午 12:00:00,	2020/9/11 上午 12:00:00,	8 ,	 E,	 B A A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200907002.E  ,	1,	                                   ,	N36BWBU,	N36BWBU51  ,	2,	2470,	2020/9/12 上午 06:38:19,	WSM       ,	Y,
	N43BWB725  ,	2,	2470,	2020/10/29 下午 09:52:23,	WSM       ,	Y,	3720,	N43BWB725  ,	AKM          ,	WLCSP          ,	000IABW067               ,	WSCD130A                                          ,	2961,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK07372CXC2-F3{FT1}{DSPP}                         ,	5K3Q13                   ,	N,	N,	0,	0,	20211202,	233806,	2020/10/20 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK07372CXC2-F3{FT1}{DSPP}                         ,	PROD        ,	2020/10/21 上午 12:00:00,	2020/10/22 上午 12:00:00,	2020/10/23 上午 12:00:00,	2020/10/24 上午 12:00:00,	2020/10/24 上午 12:00:00,	8 ,	,	 C B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	IC站立                             ,	N43BWB7,	N43BWB725  ,	2,	2470,	2020/10/29 下午 09:52:23,	WSM       ,	Y,
	P29BWFA45  ,	2,	2470,	2021/7/16 下午 12:46:24,	WSM       ,	Y,	3720,	P29BWFA45  ,	AKM          ,	WLCSP          ,	000IABW112               ,	WSDS119A                                          ,	8000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	5K4321                   ,	N,	N,	0,	0,	20210716,	134738,	2021/7/14 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2021/7/15 上午 12:00:00,	2021/7/16 上午 12:00:00,	2021/7/17 上午 12:00:00,	2021/7/18 上午 12:00:00,	2021/7/18 上午 12:00:00,	8 ,	,	 A C C A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	崩缺                               ,	P29BWFA,	P29BWFA45  ,	2,	2470,	2021/7/16 下午 12:46:24,	WSM       ,	Y,
	P33BWCS01  ,	2,	2470,	2021/8/24 下午 01:51:18,	WSM       ,	Y,	3720,	P33BWCS01  ,	AKM          ,	WLCSP          ,	000IABW112               ,	WSDS124A                                          ,	8000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	5K4321                   ,	N,	N,	0,	0,	20210824,	143944,	2021/8/14 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2021/8/15 上午 12:00:00,	2021/8/16 上午 12:00:00,	2021/8/17 上午 12:00:00,	2021/8/18 上午 12:00:00,	2021/8/18 上午 12:00:00,	8 ,	,	 A C C A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	滿捲數不符                         ,	P33BWCS,	P33BWCS01  ,	2,	2470,	2021/8/24 下午 01:51:18,	WSM       ,	Y,
	P38BWRA26  ,	2,	2470,	2021/9/26 上午 11:57:57,	WSM       ,	Y,	3720,	P38BWRA26  ,	AKM          ,	WLCSP          ,	000IABW123               ,	WSDW112A                                          ,	10000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK07315DXC2-F4{FT1}{FRM-PP}                       ,	5K4315                   ,	N,	N,	0,	0,	20210926,	192016,	2021/9/14 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK07315DXC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2021/9/15 上午 12:00:00,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	8 ,	,	 B C D A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	IC崩缺                             ,	P38BWRA,	P38BWRA26  ,	2,	2470,	2021/9/26 上午 11:57:57,	WSM       ,	Y,
	P39BWCF62  ,	2,	2470,	2021/10/2 下午 03:30:16,	WSM       ,	Y,	3720,	P39BWCF62  ,	AKM          ,	WLCSP          ,	000IABW112               ,	WSDS127A                                          ,	8000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	5K4627                   ,	N,	N,	0,	0,	20211002,	153430,	2021/9/24 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK09973AUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2021/9/25 上午 12:00:00,	2021/9/26 上午 12:00:00,	2021/9/27 上午 12:00:00,	2021/9/28 上午 12:00:00,	2021/9/28 上午 12:00:00,	8 ,	,	 A C C A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	口袋破損                           ,	P39BWCF,	P39BWCF62  ,	2,	2470,	2021/10/2 下午 03:30:16,	WSM       ,	Y,
	P39BWE614  ,	2,	2470,	2021/10/1 下午 04:29:10,	WSM       ,	Y,	3720,	P39BWE614  ,	AKM          ,	WLCSP          ,	000IABW094               ,	WSDJ336A                                          ,	419,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK07322CXC2-FI{FT1}{FRM-PP}                       ,	5K3T80                   ,	N,	N,	0,	0,	20211208,	141825,	2021/9/25 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK07322CXC2-FI{FT1}{FRM-PP}                       ,	SWR         ,	2021/9/26 上午 12:00:00,	2021/9/27 上午 12:00:00,	2021/9/28 上午 12:00:00,	2021/9/29 上午 12:00:00,	2021/9/29 上午 12:00:00,	8 ,	 P,	 A B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	20200605005.E  ,	1,	封合異常                           ,	P39BWE6,	P39BWE614  ,	2,	2470,	2021/10/1 下午 04:29:10,	WSM       ,	Y,
	P42BWCR23  ,	2,	2470,	2021/10/17 上午 07:01:13,	WSM       ,	Y,	3720,	P42BWCR23  ,	AKM          ,	WLCSP          ,	000IABW143               ,	WSDY100A                                          ,	10000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK07323-XC2-FI{FT1}{FRM-PP}                       ,	5K4D17                   ,	N,	N,	0,	0,	20211017,	71751,	2021/10/15 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK07323-XC2-FI{FT1}{FRM-PP}                       ,	SWR         ,	2021/10/16 上午 12:00:00,	2021/10/17 上午 12:00:00,	2021/10/18 上午 12:00:00,	2021/10/19 上午 12:00:00,	2021/10/19 上午 12:00:00,	8 ,	,	 A C B B                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	黑膠不足                           ,	P42BWCR,	P42BWCR23  ,	2,	2470,	2021/10/17 上午 07:01:13,	WSM       ,	Y,
	P43BWHE26  ,	2,	2470,	2021/10/27 上午 12:14:02,	WSM       ,	Y,	3720,	P43BWHE26  ,	AKM          ,	WLCSP          ,	000IABW123               ,	WSDW113A                                          ,	10000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK07315DXC2-F4{FT1}{FRM-PP}                       ,	5K4956                   ,	N,	N,	0,	0,	20211027,	3010,	2021/10/23 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK07315DXC2-F4{FT1}{FRM-PP}                       ,	PROD        ,	2021/10/24 上午 12:00:00,	2021/10/25 上午 12:00:00,	2021/10/26 上午 12:00:00,	2021/10/27 上午 12:00:00,	2021/10/27 上午 12:00:00,	8 ,	,	 B C D A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	異物                               ,	P43BWHE,	P43BWHE26  ,	2,	2470,	2021/10/27 上午 12:14:02,	WSM       ,	Y,
	P46BWBX11  ,	2,	2470,	2021/11/15 上午 08:24:31,	WSM       ,	Y,	3720,	P46BWBX11  ,	AKM          ,	WLCSP          ,	000IABW075               ,	DBAG133A                                          ,	3579,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK4331ECBP-V1{FT1}{DSPP}                          ,	5K4G43                   ,	N,	N,	0,	0,	20211119,	170909,	2021/11/13 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK4331ECBP-V1{FT1}{DSPP}                          ,	PROD        ,	2021/11/14 上午 12:00:00,	2021/11/15 上午 12:00:00,	2021/11/16 上午 12:00:00,	2021/11/17 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	,	 B B A A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	白膠刮傷                           ,	P46BWBX,	P46BWBX11  ,	2,	2470,	2021/11/15 上午 08:24:31,	WSM       ,	Y,
	P47HQN804  ,	19,	2470,	2022/1/28 下午 11:17:26,	WSM       ,	Y,	2480,	P47HQN804  ,	EMC          ,	FPSSLGA28N6V   ,	0282JHQ034               ,	YQ218P1                                           ,	2296,	0,	2480,	A2,	Y,	TSOP  ,	HQ,	FSA80CPH001USA{MXXX-105}{GPM}{R}                  ,	TS202110037              ,	N,	N,	0,	0,	20220129,	92834,	2021/11/18 上午 12:00:00,	AHQ0282J2006B       ,	,	EH    ,	,	                         ,	          ,	               ,	FSA80CPH001USA{MXXX-105}{GPM}{R}                  ,	PROD        ,	2021/11/19 上午 12:00:00,	2021/11/20 上午 12:00:00,	2021/11/21 上午 12:00:00,	2021/11/21 上午 12:00:00,	,	8 ,	  ,	 B B D A                                                                        ,	A0803CB0991         ,	14,	Y3,	     ,	HQ02    ,	1081A381C1               ,	,	,	基板破損待PE列印標籤               ,	P47HQN8,	P47HQN804  ,	19,	2470,	2022/1/28 下午 11:17:26,	WSM       ,	Y,
	P48BWCC35  ,	2,	2470,	2021/12/2 上午 09:21:59,	WSM       ,	Y,	3720,	P48BWCC35  ,	AKM          ,	WLCSP          ,	000IABW142               ,	WSEE107A                                          ,	10000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK07316-XC2-FI{FT1}{FRM-PP}                       ,	5K4D14                   ,	N,	N,	0,	0,	20211202,	92359,	2021/11/25 上午 12:00:00,	                    ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK07316-XC2-FI{FT1}{FRM-PP}                       ,	PROD        ,	2021/11/26 上午 12:00:00,	2021/11/27 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/29 上午 12:00:00,	8 ,	,	 A C B A                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	黑膠不足                           ,	P48BWCC,	P48BWCC35  ,	2,	2470,	2021/12/2 上午 09:21:59,	WSM       ,	Y,
	P48BWDL01  ,	2,	2470,	2021/11/28 上午 03:36:49,	WSM       ,	Y,	3720,	P48BWDL01  ,	AKM          ,	WLCSP          ,	000IABW109               ,	WSDN164A                                          ,	15000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	5K3W85                   ,	N,	N,	0,	0,	20211128,	35414,	2021/11/26 上午 12:00:00,	ENG                 ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2021/11/27 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/11/30 上午 12:00:00,	8 ,	,	 C B B C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	IC站立                             ,	P48BWDL,	P48BWDL01  ,	2,	2470,	2021/11/28 上午 03:36:49,	WSM       ,	Y,
	P48BWDN08  ,	2,	2470,	2021/11/29 下午 09:44:02,	WSM       ,	Y,	3720,	P48BWDN08  ,	AKM          ,	WLCSP          ,	000IABW109               ,	WSDN162A                                          ,	15000,	0,	3720,	A2,	Y,	TSOP  ,	BW,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	5K3W85                   ,	N,	N,	0,	0,	20211130,	21240,	2021/11/26 上午 12:00:00,	ENG                 ,	,	CM99  ,	M,	                         ,	          ,	               ,	AK09919BUC0-B4{FT1}{FRM-PP}                       ,	PROD        ,	2021/11/27 上午 12:00:00,	2021/11/28 上午 12:00:00,	2021/11/29 上午 12:00:00,	2021/11/30 上午 12:00:00,	2021/11/30 上午 12:00:00,	8 ,	,	 C B B C                                                                        ,	                    ,	0,	 N,	     ,	BW29    ,	                         ,	,	,	空包                               ,	P48BWDN,	P48BWDN08  ,	2,	2470,	2021/11/29 下午 09:44:02,	WSM       ,	Y,
