route,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_hold,wlot_mvin_perfmd,bd_id,urgent_code,sub_lot,wb_location,automotive,package_id,CR,super_hot_run_code,last_WB_entity,wlot_last_trans,WB_move_in_entity
BGA622,R06MSG801,MTI,FBGA-96UEF,096EFMS006,4921,0,2200,N,Y,AMS096EF2001A,,3,,,Z32D1KD16CMS3713{ZDT-S},67.9,N,DA,2022/2/8 04:45,BB771
BGA622,R06MSGA03,MTI,FBGA-96UEF,096EFMS006,4860,0,2200,N,Y,AMS096EF2001A,,4,,,Z32D1KD16CMS3713{ZDT-S},67.9,N,DA,2022/2/8 05:21,BBH40
BGA622,R06MSJ506,MTI,FBGA-96UEC,096ECMS010,5281,0,2200,N,Y,AMS096EC3001B,,6,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 17:38,BBD24
BGA622,R06MSJ604,MTI,FBGA-96UEC,096ECMS010,5600,0,2200,N,Y,AMS096EC3001B,,6,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 21:58,BBUA5
BGA622,R06MSJ702,MTI,FBGA-96UEC,096ECMS010,5548,0,2200,N,Y,AMS096EC3001B,,7,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 23:20,BB225
BGA622,R06MSJ803,MTI,FBGA-96UEC,096ECMS010,5600,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 12:28,BB497
BGA622,R06MSJ807,MTI,FBGA-96UEC,096ECMS010,5600,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 16:35,BBD01
BGA622,R06MSJ903,MTI,FBGA-96UEC,096ECMS010,5600,0,2200,N,Y,AMS096EC3001B,,7,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 16:29,BBD65
BGA622,R06MSJ907,MTI,FBGA-96UEC,096ECMS010,4224,0,2200,N,Y,AMS096EC3001B,,7,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 19:26,BBU90
BGA622,R06MSJA04,MTI,FBGA-96UEC,096ECMS010,5568,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 03:37,BB516
BGA622,R06MSJC02,MTI,FBGA-96UEC,096ECMS010,5541,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.18,N,DA,2022/2/8 03:41,BBL02
BGA622,R06MSJD02,MTI,FBGA-96UEC,096ECMS010,5544,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.18,N,DA,2022/2/7 21:53,BB577
BGA622,R06MSJD06,MTI,FBGA-96UEC,096ECMS010,5600,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.18,N,DA,2022/2/8 02:32,BB522
BGA622,R06MSJR01,MTI,FBGA-96UEC,096ECMS010,5081,0,2200,N,Y,AMS096EC3001B,,1,,,V00H TW1 X16 9FA552,65.18,N,DA,2022/2/7 19:11,BBUA4
BGA622,R05MSFS01,MTI,FBGA-96UEC,096ECMS010,5560,0,2200,N,Y,AMS096EC3001B,,8,,Y,V00H TW1 X16 9FA552{A},66.3,N,DA,2022/2/6 18:05,BBU79
BGA622,R05MSHK01,MTI,FBGA-78UEN,078ENMS004,3500,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,65.34,N,DA,2022/2/7 06:46,BBH70
BGA622,R05MSKK04,MTI,FBGA-78UEP,078EPMS003,4255,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.86,N,DA,2022/2/7 14:38,BBD02
BGA622,R05MSKM04,MTI,FBGA-78UEP,078EPMS003,4133,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.86,N,DA,2022/2/7 13:04,BBK40
BGA622,R05MSKQ03,MTI,FBGA-78UEP,078EPMS003,6000,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.86,N,DA,2022/2/7 17:36,BBD20
BGA622,R05MSKS03,MTI,FBGA-78UEP,078EPMS003,5948,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.7,N,DA,2022/2/8 05:27,BBD12
BGA622,R05MSKU03,MTI,FBGA-78UEP,078EPMS003,5925,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.7,N,DA,2022/2/7 19:13,BBC46
BGA622,R05MSKW03,MTI,FBGA-78UEP,078EPMS003,5947,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.7,N,DA,2022/2/7 06:03,BBR45
BGA622,R05MSL301,MTI,FBGA-78UEP,078EPMS003,5995,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/7 18:11,BBR83
BGA622,R05MSL501,MTI,FBGA-78UEP,078EPMS003,5928,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/7 01:47,BBR35
BGA622,R05MSL601,MTI,FBGA-78UEP,078EPMS003,5988,0,2200,N,Y,AMS078EP1001A,,2,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/8 05:34,BBC40
BGA622,R05MSL801,MTI,FBGA-78UEP,078EPMS003,6000,0,2200,N,Y,AMS078EP1001A,,2,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/8 02:30,BBU14
BGA622,R06MSAJ03,MTI,FBGA-78UEP,078EPMS003,5899,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.86,N,DA,2022/2/7 21:59,BBD51
BGA622,R06MSAP02,MTI,FBGA-78UEP,078EPMS003,5979,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.22,N,DA,2022/2/8 04:16,BB463
BGA622,R06MSAT03,MTI,FBGA-78UEP,078EPMS003,6000,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/8 06:15,BBUB4
BGA622,R06MSAV02,MTI,FBGA-78UEP,078EPMS003,6000,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/7 08:23,BBU77
BGA622,R06MSAX04,MTI,FBGA-78UEP,078EPMS003,4431,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/7 18:18,BB509
BGA622,R06MSAZ04,MTI,FBGA-78UEP,078EPMS003,4302,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/8 03:05,BBU96
BGA622,R06MSB304,MTI,FBGA-78UEP,078EPMS003,4277,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/7 18:57,BB550
BGA622,R06MSB404,MTI,FBGA-78UEP,078EPMS003,4394,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.38,N,DA,2022/2/7 21:16,BB232
BGA622,R06MSB504,MTI,FBGA-78UEP,078EPMS003,4289,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.38,N,DA,2022/2/7 16:54,BB622
BGA622,R06MSB604,MTI,FBGA-78UEP,078EPMS003,4187,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.38,N,DA,2022/2/8 05:25,BB479
BGA622,R06MSBE04,MTI,FBGA-78UEP,078EPMS003,4116,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.38,N,DA,2022/2/8 06:16,BBC10
BGA622,R06MSBG04,MTI,FBGA-78UEP,078EPMS003,4048,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.38,N,DA,2022/2/7 14:46,BBU86
BGA622,R06MSBX08,MTI,FBGA-78UEN,078ENMS004,3560,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,65.02,N,DA,2022/2/7 20:14,BBD44
BGA622,R06MSC109,MTI,FBGA-78UEN,078ENMS004,2589,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,65.02,N,DA,2022/2/7 22:32,BBA24
BGA622,R06MSC208,MTI,FBGA-78UEN,078ENMS004,3584,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,65.02,N,DA,2022/2/8 03:57,BBM02
BGA622,R06MSEA04,MTI,FBGA-78UEN,078ENMS004,3544,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,64.86,N,DA,2022/2/8 02:18,BBRA2
BGA622,R06MSEC01,MTI,FBGA-78UEN,078ENMS004,3371,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,64.86,N,DA,2022/2/7 22:29,BBD60
BGA622,R06MSEC05,MTI,FBGA-78UEN,078ENMS004,3520,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,64.86,N,DA,2022/2/8 02:06,BBRA9
BGA622,R06MSED04,MTI,FBGA-78UEN,078ENMS004,3574,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,64.86,N,DA,2022/2/8 01:18,BBH57
BGA622,R06MSEG03,MTI,FBGA-78UEN,078ENMS004,3435,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,64.86,N,DA,2022/2/7 22:33,BBD61
BGA622,R06MSEH02,MTI,FBGA-78UEN,078ENMS004,3572,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,64.86,N,DA,2022/2/8 00:41,BB852
BGA622,R06MSEH06,MTI,FBGA-78UEN,078ENMS004,3368,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,64.86,N,DA,2022/2/8 04:38,BBD48
BGA622,R06MSF502,MTI,FBGA-96UEF,096EFMS006,4794,0,2200,Y,Y,AMS096EF2001A,,5,,,Z32D1KD16CMS3713{ZDT-S},68.22,N,DA,2022/2/8 07:11,
BGA622,R06MSF601,MTI,FBGA-96UEF,096EFMS006,4716,0,2200,N,Y,AMS096EF2001A,,5,,,Z32D1KD16CMS3713{ZDT-S},68.22,N,DA,2022/2/8 04:35,BBH98
BGA622,R06MSF605,MTI,FBGA-96UEF,096EFMS006,2684,0,2200,N,Y,AMS096EF2001A,,5,,,Z32D1KD16CMS3713{ZDT-S},68.22,N,DA,2022/2/7 20:18,BBH43
BGA622,R06MSF704,MTI,FBGA-96UEF,096EFMS006,4960,0,2200,N,Y,AMS096EF2001A,,5,,,Z32D1KD16CMS3713{ZDT-S},68.22,N,DA,2022/2/7 09:45,BBH10
BGA622,R06MSFF02,MTI,FBGA-96UEF,096EFMS006,4780,0,2200,N,Y,AMS096EF2001A,,3,,,Z32D1KD16CMS3713{ZDT-S},68.06,N,DA,2022/2/7 13:53,BBH41
BGA622,R06MSFI03,MTI,FBGA-96UEF,096EFMS006,4937,0,2200,N,Y,AMS096EF2001A,,5,,,Z32D1KD16CMS3713{ZDT-S},68.06,N,DA,2022/2/7 12:39,BB475
BGA622,R06MSFJ02,MTI,FBGA-96UEF,096EFMS006,4934,0,2200,N,Y,AMS096EF2001A,,4,,,Z32D1KD16CMS3713{ZDT-S},68.06,N,DA,2022/2/7 18:56,BB564
BGA622,R06MSFK02,MTI,FBGA-96UEF,096EFMS006,4858,0,2200,N,Y,AMS096EF2001A,,5,,,Z32D1KD16CMS3713{ZDT-S},68.06,N,DA,2022/2/8 07:13,BB573
BGA622,R06MSFL01,MTI,FBGA-96UEF,096EFMS006,4763,0,2200,N,Y,AMS096EF2001A,,5,,,Z32D1KD16CMS3713{ZDT-S},68.06,N,DA,2022/2/8 00:44,BB710
BGA622,R06MSFP01,MTI,FBGA-96UEF,096EFMS006,4920,0,2200,N,Y,AMS096EF2001A,,4,,,Z32D1KD16CMS3713{ZDT-S},68.06,N,DA,2022/2/7 21:34,BBB06
BGA622,R06MSG802,MTI,FBGA-96UEF,096EFMS006,4960,0,2200,N,Y,AMS096EF2001A,,3,,,Z32D1KD16CMS3713{ZDT-S},67.9,N,DA,2022/2/8 06:19,BBH09
BGA622,R06MSJ201,MTI,FBGA-96UEC,096ECMS010,5465,0,2200,N,Y,AMS096EC3001B,,3,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 15:58,BBU17
BGA622,R06MSJ601,MTI,FBGA-96UEC,096ECMS010,5545,0,2200,N,Y,AMS096EC3001B,,6,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 20:52,BB541
BGA622,R06MSJ605,MTI,FBGA-96UEC,096ECMS010,5600,0,2200,N,Y,AMS096EC3001B,,6,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/8 01:36,BBH97
BGA622,R06MSJ703,MTI,FBGA-96UEC,096ECMS010,5560,0,2200,N,Y,AMS096EC3001B,,7,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/8 07:04,BBH38
BGA622,R06MSJ707,MTI,FBGA-96UEC,096ECMS010,5558,0,2200,N,Y,AMS096EC3001B,,7,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/8 07:03,BBH39
BGA622,R06MSJ804,MTI,FBGA-96UEC,096ECMS010,5565,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 07:13,BB499
BGA622,R06MSJ904,MTI,FBGA-96UEC,096ECMS010,5573,0,2200,N,Y,AMS096EC3001B,,7,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 22:25,BBH60
BGA622,R06MSJC03,MTI,FBGA-96UEC,096ECMS010,5600,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.18,N,DA,2022/2/8 06:34,BB518
BGA622,R06MSJD03,MTI,FBGA-96UEC,096ECMS010,5560,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.18,N,DA,2022/2/8 00:54,BBH58
BGA622,R06MSJD07,MTI,FBGA-96UEC,096ECMS010,5600,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.18,N,DA,2022/2/8 07:23,BB624
BGA622,R06MSJQ01,MTI,FBGA-96UEC,096ECMS010,5535,0,2200,N,Y,AMS096EC3001B,,3,,,V00H TW1 X16 9FA552,65.18,N,DA,2022/2/8 06:37,BB524
BGA622,R06MSJV01,MTI,FBGA-96UEC,096ECMS010,5583,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.18,N,DA,2022/2/7 21:57,BBU97
BGA622,R05MSKU04,MTI,FBGA-78UEP,078EPMS003,4156,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.7,N,DA,2022/2/8 06:03,BBD21
BGA622,R05MSKY02,MTI,FBGA-78UEP,078EPMS003,5921,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.7,N,DA,2022/2/8 01:13,BBC07
BGA622,R05MSL202,MTI,FBGA-78UEP,078EPMS003,6000,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/7 12:29,BBR67
BGA622,R05MSL302,MTI,FBGA-78UEP,078EPMS003,5960,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/7 15:27,BBH37
BGA622,R05MSL502,MTI,FBGA-78UEP,078EPMS003,5955,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/7 12:28,BB504
BGA622,R05MSL802,MTI,FBGA-78UEP,078EPMS003,5006,0,2200,N,Y,AMS078EP1001A,,2,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/7 23:40,BBD64
BGA622,R06MSAJ04,MTI,FBGA-78UEP,078EPMS003,4220,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.86,N,DA,2022/2/7 19:12,BBC27
BGA622,R06MSAP03,MTI,FBGA-78UEP,078EPMS003,6000,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.22,N,DA,2022/2/8 06:32,BBR41
BGA622,R06MSAV03,MTI,FBGA-78UEP,078EPMS003,6000,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/7 21:46,BBUB2
BGA622,R06MSAZ01,MTI,FBGA-78UEP,078EPMS003,5986,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/7 12:56,BBR55
BGA622,R06MSB601,MTI,FBGA-78UEP,078EPMS003,6000,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.38,N,DA,2022/2/7 14:11,BBR36
BGA622,R06MSBG01,MTI,FBGA-78UEP,078EPMS003,6000,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.38,N,DA,2022/2/7 15:27,BB523
BGA622,R06MSBH01,MTI,FBGA-78UEP,078EPMS003,6000,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.38,N,DA,2022/2/7 11:47,BB778
BGA622,R06MSBJ02,MTI,FBGA-78UEP,078EPMS003,5920,0,2200,N,Y,AMS078EP1001A,,3,,,Z32D1JC8CMS3712{S},64.38,N,DA,2022/2/7 13:37,BB220
BGA622,R06MSBK03,MTI,FBGA-78UEP,078EPMS003,3759,0,2200,N,Y,AMS078EP1001A,,3,,,Z32D1JC8CMS3712{S},64.38,N,DA,2022/2/7 17:59,BBC49
BGA622,R06MSBS02,MTI,FBGA-78UEN,078ENMS004,3540,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,65.18,N,DA,2022/2/7 11:12,BBM03
BGA622,R06MSBX05,MTI,FBGA-78UEN,078ENMS004,3529,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,65.02,N,DA,2022/2/7 22:51,BBD38
BGA622,R06MSC201,MTI,FBGA-78UEN,078ENMS004,3462,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,65.02,N,DA,2022/2/7 18:37,BBD66
BGA622,R06MSC205,MTI,FBGA-78UEN,078ENMS004,3600,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,65.02,N,DA,2022/2/7 23:55,BBR90
BGA622,R06MSC209,MTI,FBGA-78UEN,078ENMS004,2587,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,65.02,N,DA,2022/2/7 22:03,BB713
BGA622,R06MSDM03,MTI,FBGA-78UEN,078ENMS004,2799,0,2200,N,Y,AMS078EN1001A,,3,,,Z11B1SA8CMS2693,65.02,N,DA,2022/2/7 22:20,BBD63
BGA622,R06MSEA01,MTI,FBGA-78UEN,078ENMS004,3440,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,64.86,N,DA,2022/2/8 01:21,BBH65
BGA622,R06MSEA05,MTI,FBGA-78UEN,078ENMS004,3520,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,64.86,N,DA,2022/2/8 06:26,BB557
BGA622,R06MSEC02,MTI,FBGA-78UEN,078ENMS004,3506,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,64.86,N,DA,2022/2/7 21:59,BBR94
BGA622,R06MSEC06,MTI,FBGA-78UEN,078ENMS004,3520,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,64.86,N,DA,2022/2/8 04:10,BBM01
BGA622,R06MSED01,MTI,FBGA-78UEN,078ENMS004,3580,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,64.86,N,DA,2022/2/7 20:36,BB560
BGA622,R06MSED05,MTI,FBGA-78UEN,078ENMS004,3580,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,64.86,N,DA,2022/2/8 02:01,BB865
BGA622,R06MSEG08,MTI,FBGA-78UEN,078ENMS004,3600,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,64.86,N,DA,2022/2/7 23:03,BBA27
BGA622,R06MSEH03,MTI,FBGA-78UEN,078ENMS004,3460,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,64.86,N,DA,2022/2/7 23:21,BBH33
BGA622,R06MSEH07,MTI,FBGA-78UEN,078ENMS004,3532,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,64.86,N,DA,2022/2/8 06:22,BBM04
BGA622,R06MSEL02,MTI,FBGA-78UEP,078EPMS003,6000,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.22,N,DA,2022/2/8 04:45,BBR61
BGA622,R06MSF602,MTI,FBGA-96UEF,096EFMS006,4840,0,2200,N,Y,AMS096EF2001A,,5,,,Z32D1KD16CMS3713{ZDT-S},68.22,N,DA,2022/2/7 09:48,BBH53
BGA622,R06MSF701,MTI,FBGA-96UEF,096EFMS006,4882,0,2200,N,Y,AMS096EF2001A,,5,,,Z32D1KD16CMS3713{ZDT-S},68.22,N,DA,2022/2/7 09:54,BBB01
BGA622,R06MSFI04,MTI,FBGA-96UEF,096EFMS006,5000,0,2200,N,Y,AMS096EF2001A,,5,,,Z32D1KD16CMS3713{ZDT-S},68.06,N,DA,2022/2/7 18:56,BB612
BGA622,R06MSFJ03,MTI,FBGA-96UEF,096EFMS006,4920,0,2200,N,Y,AMS096EF2001A,,4,,,Z32D1KD16CMS3713{ZDT-S},68.06,N,DA,2022/2/7 16:59,BBB31
BGA622,R06MSFK03,MTI,FBGA-96UEF,096EFMS006,4905,0,2200,N,Y,AMS096EF2001A,,5,,,Z32D1KD16CMS3713{ZDT-S},68.06,N,DA,2022/2/7 15:35,BB466
BGA622,R06MSFL02,MTI,FBGA-96UEF,096EFMS006,4883,0,2200,N,Y,AMS096EF2001A,,5,,,Z32D1KD16CMS3713{ZDT-S},68.06,N,DA,2022/2/8 03:27,BB732
BGA622,R06MSFM01,MTI,FBGA-96UEF,096EFMS006,4952,0,2200,N,Y,AMS096EF2001A,,2,,,Z32D1KD16CMS3713{ZDT-S},68.06,N,DA,2022/2/8 06:42,BB540
BGA622,R06MSFN03,MTI,FBGA-96UEF,096EFMS006,4985,0,2200,N,Y,AMS096EF2001A,,5,,,Z32D1KD16CMS3713{ZDT-S},68.06,N,DA,2022/2/7 23:12,BB594
BGA622,R06MSFP02,MTI,FBGA-96UEF,096EFMS006,4854,0,2200,N,Y,AMS096EF2001A,,4,,,Z32D1KD16CMS3713{ZDT-S},68.06,N,DA,2022/2/7 14:46,BB514
BGA622,R06MSG701,MTI,FBGA-96UEF,096EFMS006,4880,0,2200,N,Y,AMS096EF2001A,,2,,,Z32D1KD16CMS3713{ZDT-S},67.9,N,DA,2022/2/8 06:16,BB521
BGA622,R06MSJ202,MTI,FBGA-96UEC,096ECMS010,5520,0,2200,N,Y,AMS096EC3001B,,3,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 17:47,BBD03
BGA622,R06MSJ602,MTI,FBGA-96UEC,096ECMS010,5560,0,2200,N,Y,AMS096EC3001B,,6,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 16:31,BBD35
BGA622,R06MSJ606,MTI,FBGA-96UEC,096ECMS010,368,0,2200,N,Y,AMS096EC3001B,,6,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/8 02:33,BBU95
BGA622,R06MSJ704,MTI,FBGA-96UEC,096ECMS010,5578,0,2200,N,Y,AMS096EC3001B,,7,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/8 05:56,BBUA9
BGA622,R06MSJ805,MTI,FBGA-96UEC,096ECMS010,5495,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 12:47,BBH50
BGA622,R06MSJ901,MTI,FBGA-96UEC,096ECMS010,5564,0,2200,N,Y,AMS096EC3001B,,7,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 16:49,BBK27
BGA622,R06MSJ905,MTI,FBGA-96UEC,096ECMS010,5544,0,2200,N,Y,AMS096EC3001B,,7,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 15:14,BBH13
BGA622,R06MSJA02,MTI,FBGA-96UEC,096ECMS010,5590,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 06:11,BBH51
BGA622,R06MSJA06,MTI,FBGA-96UEC,096ECMS010,5600,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.34,N,DA,2022/2/7 22:20,BBU37
BGA622,R06MSJC04,MTI,FBGA-96UEC,096ECMS010,5574,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.18,N,DA,2022/2/8 06:59,BB721
BGA622,R06MSJD04,MTI,FBGA-96UEC,096ECMS010,5533,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.18,N,DA,2022/2/7 19:25,BB585
BGA622,R06MSJD08,MTI,FBGA-96UEC,096ECMS010,2061,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.18,N,DA,2022/2/8 07:05,BBU36
BGA622,R06MSJG01,MTI,FBGA-96UEC,096ECMS010,5450,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.18,N,DA,2022/2/8 06:44,BBH56
BGA622,R06MSJH04,MTI,FBGA-96UEC,096ECMS010,5564,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.18,N,DA,2022/2/8 06:46,BB727
BGA622,R06MSJM01,MTI,FBGA-96UEC,096ECMS010,3315,0,2200,N,Y,AMS096EC3001B,,1,,,V00H TW1 X16 9FA552,65.18,N,DA,2022/2/8 01:52,BBUA8
BGA622,R06MSJV02,MTI,FBGA-96UEC,096ECMS010,5600,0,2200,N,Y,AMS096EC3001B,,8,,,V00H TW1 X16 9FA552,65.18,N,DA,2022/2/8 01:37,BBB09
BGA622,R05MSHK07,MTI,FBGA-78UEN,078ENMS004,3500,0,2200,N,Y,AMS078EN1001A,,9,,,Z11B1SA8CMS2693,65.34,N,DA,2022/2/7 17:24,BBR78
BGA622,R05MSJW04,MTI,FBGA-78UEP,078EPMS003,4563,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},65.18,N,DA,2022/2/7 01:24,BBH32
BGA622,R05MSKM02,MTI,FBGA-78UEP,078EPMS003,6000,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.86,N,DA,2022/2/7 14:08,BBK39
BGA622,R05MSKS01,MTI,FBGA-78UEP,078EPMS003,6000,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.7,N,DA,2022/2/8 02:13,BBD17
BGA622,R05MSL203,MTI,FBGA-78UEP,078EPMS003,6000,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/7 01:42,BBR26
BGA622,R05MSL303,MTI,FBGA-78UEP,078EPMS003,5960,0,2200,N,Y,AMS078EP1001A,,4,,,Z32D1JC8CMS3712{S},64.54,N,DA,2022/2/7 23:20,BBR79
