assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	RB4ABNG03  ,	2,	2460,	2022/4/4 上午 07:11:46,	WSM       ,	Y,	5060,	RB4ABNG03  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	61503Q400ZY                                       ,	3000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	OP6CMC050D               ,	N,	N,	0,	0,	20220404,	71146,	2022/4/3 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/6 上午 12:00:00,	2022/4/8 上午 12:00:00,	2022/4/9 上午 12:00:00,	2022/4/9 上午 12:00:00,	2022/4/9 上午 12:00:00,	,	,	 A C B B C                                                                      ,	                    ,	0,	Y3,	     ,	AB21    ,	10819240HB               ,	,	,	                                   ,	RB4ABNG,	RB4ABNG03  ,	2,	2460,	2022/4/4 上午 07:11:46,	WSM       ,	Y,
	RB4ASCN12  ,	2,	2460,	2022/4/4 上午 04:08:52,	WSM       ,	Y,	5060,	RB4ASCN12  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	P2A8G.01                                          ,	3000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	MT2022031304             ,	N,	N,	0,	0,	20220404,	40851,	2022/4/2 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/4 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/7 上午 12:00:00,	,	,	 B H B A A                                                                      ,	                    ,	0,	Y3,	     ,	AS99    ,	1081G750V2               ,	,	,	                                   ,	RB4ASCN,	RB4ASCN12  ,	2,	2460,	2022/4/4 上午 04:08:52,	WSM       ,	Y,
	RB4ASCN16  ,	2,	2460,	2022/4/4 上午 04:52:57,	WSM       ,	Y,	5060,	RB4ASCN16  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	P2A8G.01                                          ,	1943,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	MT2022031304             ,	N,	N,	0,	0,	20220404,	45256,	2022/4/2 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/4 上午 12:00:00,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/7 上午 12:00:00,	,	,	 B H B A A                                                                      ,	                    ,	0,	Y3,	     ,	AS99    ,	1081G750V2               ,	,	,	                                   ,	RB4ASCN,	RB4ASCN16  ,	2,	2460,	2022/4/4 上午 04:52:57,	WSM       ,	Y,
	RB4ASCQ02  ,	2,	2460,	2022/4/4 上午 05:21:47,	WSM       ,	Y,	5060,	RB4ASCQ02  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	P2A96.13                                          ,	3000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	MT2022031304             ,	N,	N,	0,	0,	20220404,	52147,	2022/4/3 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/8 上午 12:00:00,	2022/4/8 上午 12:00:00,	,	,	 B H B A A                                                                      ,	                    ,	0,	Y3,	     ,	AS99    ,	1081G750V2               ,	,	,	                                   ,	RB4ASCQ,	RB4ASCQ02  ,	2,	2460,	2022/4/4 上午 05:21:47,	WSM       ,	Y,
	RB4ASCQ06  ,	2,	2460,	2022/4/4 上午 06:23:49,	WSM       ,	Y,	5060,	RB4ASCQ06  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	P2A96.13                                          ,	3000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	MT2022031304             ,	N,	N,	0,	0,	20220404,	62348,	2022/4/3 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/8 上午 12:00:00,	2022/4/8 上午 12:00:00,	,	,	 B H B A A                                                                      ,	                    ,	0,	Y3,	     ,	AS99    ,	1081G750V2               ,	,	,	                                   ,	RB4ASCQ,	RB4ASCQ06  ,	2,	2460,	2022/4/4 上午 06:23:49,	WSM       ,	Y,
	RB4ASCR01  ,	2,	2460,	2022/4/4 上午 06:45:21,	WSM       ,	Y,	5060,	RB4ASCR01  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	P2A9F.01                                          ,	3000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	MT2022031304             ,	N,	N,	0,	0,	20220404,	64521,	2022/4/3 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/8 上午 12:00:00,	2022/4/8 上午 12:00:00,	,	,	 B H B A A                                                                      ,	                    ,	0,	Y3,	     ,	AS99    ,	1081G750V2               ,	,	,	                                   ,	RB4ASCR,	RB4ASCR01  ,	2,	2460,	2022/4/4 上午 06:45:21,	WSM       ,	Y,
	RB4ASCR05  ,	2,	2460,	2022/4/4 上午 07:14:26,	WSM       ,	Y,	5060,	RB4ASCR05  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	P2A9F.01                                          ,	3000,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	MT2022031304             ,	N,	N,	0,	0,	20220404,	71425,	2022/4/3 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/5 上午 12:00:00,	2022/4/6 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/8 上午 12:00:00,	2022/4/8 上午 12:00:00,	,	,	 B H B A A                                                                      ,	                    ,	0,	Y3,	     ,	AS99    ,	1081G750V2               ,	,	,	                                   ,	RB4ASCR,	RB4ASCR05  ,	2,	2460,	2022/4/4 上午 07:14:26,	WSM       ,	Y,
	RB4BUBT03  ,	2,	2460,	2022/4/4 上午 06:43:35,	WSM       ,	Y,	5060,	RB4BUBT03  ,	ChipMOS      ,	MAT            ,	0008WPRT005              ,	MRF929000Y1                                       ,	2640,	0,	5060,	A2,	N,	TSOP  ,	FQ,	6202CX-MAT                                        ,	C02PO-100559366          ,	N,	N,	0,	0,	20220404,	64335,	2022/4/1 上午 12:00:00,	,	,	      ,	M,	                         ,	          ,	               ,	6202CX-MAT                                        ,	PROD        ,	2022/4/5 上午 12:00:00,	2022/4/7 上午 12:00:00,	2022/4/8 上午 12:00:00,	2022/4/8 上午 12:00:00,	2022/4/8 上午 12:00:00,	,	,	 O I B C C                                                                      ,	                    ,	0,	Y3,	     ,	BUC6    ,	10819240H6               ,	,	,	                                   ,	RB4BUBT,	RB4BUBT03  ,	2,	2460,	2022/4/4 上午 06:43:35,	WSM       ,	Y,
	RB4LWAX01  ,	2,	2460,	2022/4/4 上午 05:30:55,	WSM       ,	Y,	5060,	RB4LWAX01  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	KBJKRP3.11                                        ,	6720,	0,	5060,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	5500004398               ,	N,	N,	0,	0,	20220404,	53054,	2022/4/1 上午 12:00:00,	,	,	      ,	W,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/4/13 上午 12:00:00,	2022/4/19 上午 12:00:00,	2022/4/22 上午 12:00:00,	2022/4/22 上午 12:00:00,	2022/4/22 上午 12:00:00,	,	,	 F F C A E                                                                      ,	                    ,	0,	Y3,	     ,	LW06    ,	1081G77105               ,	,	,	                                   ,	RB4LWAX,	RB4LWAX01  ,	2,	2460,	2022/4/4 上午 05:30:55,	WSM       ,	Y,
	RB4LWB201  ,	2,	2460,	2022/4/4 上午 08:03:02,	WSM       ,	Y,	5050,	RB4LWB201  ,	ChipMOS      ,	MAT            ,	0008WPRT001              ,	KBNK3Q3.11                                        ,	6720,	0,	5050,	A2,	N,	TSOP  ,	FQ,	STECIL-MAT                                        ,	5500004398               ,	Y,	N,	20220404,	61440,	20220404,	61450,	2022/4/1 上午 12:00:00,	,	,	      ,	W,	                         ,	          ,	               ,	STECIL-MAT                                        ,	PROD        ,	2022/4/13 上午 12:00:00,	2022/4/19 上午 12:00:00,	2022/4/22 上午 12:00:00,	2022/4/22 上午 12:00:00,	2022/4/22 上午 12:00:00,	,	,	 F F C A E                                                                      ,	                    ,	0,	Y3,	     ,	LW06    ,	1081G77105               ,	,	,	                                   ,	RB4LWB2,	RB4LWB201  ,	2,	2460,	2022/4/4 上午 08:03:02,	WSM       ,	Y,
