,bd_id,oper,Location,Output plan,Original ENT(07:30),Original ENT(11:00),Allocate ENT
0,AAB008Y62014A,2200,TB-P,1.784,0.0,0.0,2.0
1,AAB008Y62014A,2200,TB-R,32.737,0.0,0.0,4.5
2,AAB008Y62014A,2200,TB-U,74.801,0.0,0.0,9.5
3,AAB008YB2004A,2200,TB-P,12.48,0.0,0.0,0.5
4,AAB008YB2004A,2200,TB-U,24.96,0.0,0.0,2.5
5,AAB008YB2005A,2200,TB-P,25.281,0.0,0.0,1.5
6,AAB008YB2005A,2200,TB-U,81.715,0.0,0.0,4.5
7,AAB008YB2007A,2200,TB-P,16.419,0.0,0.0,1.0
8,AAB008YB2007A,2200,TB-U,18.72,0.0,0.0,0.5
9,AAB008YB2009A,2200,TB-P,24.96,3.0,2.0,0.0
10,AAB008YD4001A,2200,TB-U,48.814,3.0,3.0,3.0
11,AAB008YD4004A,2200,TB-U,9.12,1.0,1.0,2.0
12,AAB008YM2019A,2200,TB-R,16.0,0.0,0.0,0.5
13,AAB008YM2023A,2200,TB-P,144.0,7.0,2.0,3.0
14,AAB008YM2023A,2200,TB-U,83.039,3.0,0.0,2.0
15,AAB008YM2025A,2200,TB-IP,16.0,2.0,2.0,2.0
16,AAB008YM2025A,2200,TB-U,94.512,9.0,9.0,2.0
17,AAB008YM2036A,2200,TB-P,48.0,0.0,0.0,3.0
18,AAB008YM2036A,2200,TB-R,41.921,0.0,0.0,2.0
19,AAB008YM2036A,2200,TB-U,68.035,0.0,0.0,4.5
20,AAB008YQ2014A,2200,TB-U,64.498,1.0,2.0,3.5
21,AAB008YQ2022A,2200,TB-P,56.16,3.0,3.0,3.0
22,AAB008YQ3004A,2200,TB-U,67.2,9.0,10.0,10.0
23,AAB008YQ3012A,2200,TB-R,107.418,10.0,10.0,10.0
24,AAB008YQ3020A,2200,TB-U,0.0,1.0,0.0,0.0
25,AAB008YQ3021A,2200,TB-U,65.951,8.0,8.0,6.0
26,AAB024MA6020A,2200,TA-3,30.919,0.0,1.0,1.0
27,AAB024MAA010A,2200,TA-2,5.07,1.0,1.0,0.0
28,AAB024MAA017A,2200,TA-2,0.0,1.0,0.0,0.0
29,AAB024MAA019A,2200,TA-2,0.0,1.0,0.0,0.0
30,AAB024XJ6009A,2200,TA-2,23.797,0.0,0.0,1.5
31,AAB024XJ6011A,3200,TA-3,0.0,1.0,0.0,0.0
32,AAB024XJ6011A,3400,TA-3,5.854,1.0,1.0,0.0
33,AAB024XJ6011A,3600,TA-3,1.496,0.0,0.0,0.5
34,AAB048TW2002A,2200,TA-1,9.273,0.0,0.0,1.0
35,AAB048TW2002A,2200,TA-2,11.355,0.0,0.0,1.5
36,AAB048TW2014A,2200,TA-2,1.831,1.0,1.0,0.0
37,AAB054TN1002A,2200,TA-1,5.76,0.0,0.0,2.0
38,AAB054TN1002A,2200,TA-2,2.88,0.0,0.0,2.0
39,AAB054TN1004A,2200,TA-1,31.538,6.0,6.0,6.0
40,AAB054TN1004A,2200,TA-2,22.175,4.0,4.0,4.0
41,AAB054TN1005A,2200,TA-2,63.36,10.0,10.0,10.0
42,AAB054TN1005A,2200,TA-5,23.04,5.0,5.0,5.0
43,AAB060EM2001A,2200,TA-1,22.13,9.0,3.0,1.0
44,AAB060EM2001A,2200,TA-2,18.998,5.0,4.0,0.0
45,AAB060EM2002A,2200,TA-1,17.847,3.0,2.0,8.0
46,AAB060NR1004B,2200,TA-1,29.818,3.0,4.0,9.0
47,AAB060NR1004B,2200,TA-2,11.286,2.0,2.0,4.0
48,AAB060NR1007A,2200,TA-2,23.631,4.0,3.0,3.0
49,AAB063NW3008A,2200,TA-1,24.0,2.0,1.0,0.0
50,AAB066TN1001A,2200,TA-2,5.76,1.0,0.0,2.0
51,AAB066TN1001A,2200,TA-P,2.88,0.0,1.0,1.0
52,AAB066TN1003A,2200,TA-1,26.305,4.0,5.0,5.0
53,AAB066TN1004A,2200,TA-2,2.88,0.0,0.0,2.0
54,AAB084CC9001A,2200,TA-2,11.164,2.0,2.0,2.0
55,AAB084CC9001A,2200,TA-5,33.357,7.0,7.0,7.0
56,AAB084CC9001A,2200,TA-P,16.704,3.0,3.0,3.0
