,Unnamed: 0,bd_id_1,bd_id_2,end_time,entity,jobcode,lot_num_1,lot_num_2,number,start_time,start_time_trans,end_time_trans,CR,start_time_adj,end_time_adj
84,84,AYZ066TS1001A,AAS008YQ2002B,84.0,BB810,MC,,R14ASDH13,BB810_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,7619.49,2022-04-06 08:05:00,2022-04-06 09:29:00
85,85,AZA0086A1010A,AAB008YB2005A,-1580.0,BB811,MC,R12ZAAE02,R14ABQN02,BB811_1,-1664.0,2022-04-05 04:21:00,2022-04-05 05:45:00,7617.47,2022-04-05 04:21:00,2022-04-05 05:45:00
86,86,AYZ066TS1001A,AAW008Y62015A,84.0,BB812,MC,,R14AWBV16,BB812_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,7617.42,2022-04-06 08:05:00,2022-04-06 09:29:00
87,87,AAB008YQ3020A,AAS067N51014A,84.0,BB814,MC,,R12ASBW03,BB814_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,7617.76,2022-04-06 08:05:00,2022-04-06 09:29:00
88,88,ABW048AC1009A,AAB008YB2005A,84.0,BB815,MC,,R14ABQM01,BB815_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,,2022-04-06 08:05:00,2022-04-06 09:29:00
89,89,AAB008YB2005A,AAB008YB2004A,613.563001,BB815,MC,R14ABQM01,R14ABQ908,BB815_2,529.563001,2022-04-06 16:54:33,2022-04-06 18:18:33,7617.559999999999,2022-04-06 16:54:33,2022-04-06 18:18:33
90,90,AYZ066TS1001A,ABW048AC1012A,84.0,BB817,MC,,R14BWD609,BB817_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,7617.08,2022-04-06 08:05:00,2022-04-06 09:29:00
91,91,AYZ066TS1001A,AAS008YQ2002B,-249.0,BB819,MC,R14YZA420,R14ASDH14,BB819_1,-333.0,2022-04-06 02:32:00,2022-04-06 03:56:00,7619.49,2022-04-06 02:32:00,2022-04-06 03:56:00
92,92,AYZ066TS1001A,AAW008Y62015A,84.0,BB824,MC,,R14AWBV27,BB824_1,0.0,2022-04-06 08:05:00,2022-04-06 09:29:00,7617.42,2022-04-06 08:05:00,2022-04-06 09:29:00
93,93,AZA0086A1002A,ABW064AE1006A,-105.0,BB834,"CWN,SC",R12ZAAK04,R14BWD510,BB834_1,-225.0,2022-04-06 04:20:00,2022-04-06 06:20:00,7620.15,2022-04-06 04:20:00,2022-04-06 06:20:00
